task,dataset,fold,seed,round,subject_A,subject_B,control_subject,A_B_disjoint,B_guard_future_disjoint,trials_per_class,agreement,conflict_score,control_agreement,control_conflict_score,future_harm,harm_label,loss_A,loss_B_guard,loss_B_future_before,loss_B_future_after,g_A_norm,g_B_norm,paired_dropout_rng,checkpoint_sha256,normalizer_sha256
OpenBMI_MI,OpenBMI,0,0,0,2,1,7,True,True,8,-0.12798325717449188,0.12798325717449188,0.11127147823572159,-0.11127147823572159,3.3527612686157227e-06,1,0.5283939838409424,0.23239785432815552,0.21773943305015564,0.21774278581142426,0.16816143691539764,0.024354737251996994,True,6ac976196e0658f66888c0fe23c909c6745c567e57c05cb7e5b2f2113adc5c8c,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81
OpenBMI_MI,OpenBMI,0,0,0,7,2,10,True,True,8,-0.08208250254392624,0.08208250254392624,-0.6887879371643066,0.6887879371643066,-2.028048038482666e-05,0,0.5938282608985901,0.5283939838409424,0.24725128710269928,0.24723100662231445,0.1102709025144577,0.14646977186203003,True,6ac976196e0658f66888c0fe23c909c6745c567e57c05cb7e5b2f2113adc5c8c,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81
OpenBMI_MI,OpenBMI,0,0,0,10,7,16,True,True,8,-0.6615496277809143,0.6615496277809143,-0.881925106048584,0.881925106048584,1.6957521438598633e-05,1,0.2529294788837433,0.5938282608985901,0.4371388554573059,0.4371558129787445,0.059414464980363846,0.10812459141016006,True,6ac976196e0658f66888c0fe23c909c6745c567e57c05cb7e5b2f2113adc5c8c,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81
OpenBMI_MI,OpenBMI,0,0,0,16,10,20,True,True,8,-0.9434348940849304,0.9434348940849304,-0.8972864747047424,0.8972864747047424,6.198883056640625e-06,1,0.24535948038101196,0.2529294788837433,0.3083558678627014,0.30836206674575806,0.07092069834470749,0.05166970193386078,True,6ac976196e0658f66888c0fe23c909c6745c567e57c05cb7e5b2f2113adc5c8c,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81
OpenBMI_MI,OpenBMI,0,0,0,20,16,21,True,True,8,-0.9316238164901733,0.9316238164901733,-0.09867536276578903,0.09867536276578903,4.842877388000488e-06,1,0.2918567955493927,0.24535948038101196,0.08391273021697998,0.08391757309436798,0.050480589270591736,0.06820474565029144,True,6ac976196e0658f66888c0fe23c909c6745c567e57c05cb7e5b2f2113adc5c8c,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81
OpenBMI_MI,OpenBMI,0,0,0,21,20,22,True,True,8,-0.25337085127830505,0.25337085127830505,-0.41994956135749817,0.41994956135749817,-4.172325134277344e-06,0,0.16176316142082214,0.2918567955493927,0.3608023524284363,0.360798180103302,0.04865268990397453,0.03159089758992195,True,6ac976196e0658f66888c0fe23c909c6745c567e57c05cb7e5b2f2113adc5c8c,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81
OpenBMI_MI,OpenBMI,0,0,0,22,21,23,True,True,8,-0.46363937854766846,0.46363937854766846,-0.13908332586288452,0.13908332586288452,-1.6391277313232422e-06,0,0.5563414096832275,0.16176316142082214,0.14519591629505157,0.14519427716732025,0.07443200051784515,0.052165646106004715,True,6ac976196e0658f66888c0fe23c909c6745c567e57c05cb7e5b2f2113adc5c8c,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81
OpenBMI_MI,OpenBMI,0,0,0,23,22,27,True,True,8,-0.6154476404190063,0.6154476404190063,0.7139856815338135,-0.7139856815338135,-1.1324882507324219e-06,0,0.3740617036819458,0.5563414096832275,0.5940847396850586,0.5940836071968079,0.028679311275482178,0.07765677571296692,True,6ac976196e0658f66888c0fe23c909c6745c567e57c05cb7e5b2f2113adc5c8c,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81
OpenBMI_MI,OpenBMI,0,0,0,27,23,28,True,True,8,0.5358331203460693,-0.5358331203460693,0.28878751397132874,-0.28878751397132874,-2.7358531951904297e-05,0,0.19566847383975983,0.3740617036819458,0.3952367305755615,0.3952093720436096,0.06398528814315796,0.042620133608579636,True,6ac976196e0658f66888c0fe23c909c6745c567e57c05cb7e5b2f2113adc5c8c,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81
OpenBMI_MI,OpenBMI,0,0,0,28,27,30,True,True,8,0.37444207072257996,-0.37444207072257996,0.3219594955444336,-0.3219594955444336,-5.27501106262207e-06,0,0.058331962674856186,0.19566847383975983,0.25801193714141846,0.25800666213035583,0.01830628328025341,0.06039037927985191,True,6ac976196e0658f66888c0fe23c909c6745c567e57c05cb7e5b2f2113adc5c8c,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81
