stage,task,fold,variant,epoch,phase,loss,BA,macro_F1,NLL
discovery,OpenBMI_MI,1,PROTECTED_PC_REFINE,7,2,0.359079441853932,0.7399999999999999,0.7360417172120077,0.5948655158281326
discovery,OpenBMI_MI,1,PROTECTED_PC_REFINE,8,2,0.3548446680818285,0.7399999999999999,0.7360417172120077,0.5944527039925257
discovery,OpenBMI_MI,1,PROTECTED_PC_REFINE,9,2,0.3457613998935336,0.7399999999999999,0.7358569216018704,0.5944737593332926
discovery,OpenBMI_MI,1,PROTECTED_PC_REFINE,10,2,0.3491877927666619,0.7399999999999999,0.7358569216018704,0.594036931792895
refit,OpenBMI_MI,1,PROTECTED_PC_REFINE,1,1,0.29457963770255446,,,
refit,OpenBMI_MI,1,PROTECTED_PC_REFINE,2,1,0.296425465028733,,,
refit,OpenBMI_MI,1,PROTECTED_PC_REFINE,3,1,0.297854864038527,,,
refit,OpenBMI_MI,1,PROTECTED_PC_REFINE,1,2,0.33282162994146347,,,
discovery,OpenBMI_MI,2,PROTECTED_PC_REFINE,1,1,0.2894679733685085,0.7833333333333333,0.7809605345296545,0.5133434484402338
discovery,OpenBMI_MI,2,PROTECTED_PC_REFINE,2,1,0.2865881245760691,0.7833333333333333,0.7809605345296545,0.5134339854121208
discovery,OpenBMI_MI,2,PROTECTED_PC_REFINE,3,1,0.28715155522028607,0.7833333333333333,0.7809605345296545,0.5135054066777229
discovery,OpenBMI_MI,2,PROTECTED_PC_REFINE,4,1,0.2896626691023509,0.7833333333333333,0.7809605345296545,0.5136106039086977
discovery,OpenBMI_MI,2,PROTECTED_PC_REFINE,5,1,0.2867798876194727,0.7833333333333333,0.7809605345296545,0.5136783967415491
discovery,OpenBMI_MI,2,PROTECTED_PC_REFINE,6,1,0.2871780026526678,0.7833333333333333,0.7809605345296545,0.5137238601843516
discovery,OpenBMI_MI,2,PROTECTED_PC_REFINE,7,1,0.2848796823195049,0.7833333333333333,0.7809605345296545,0.513771782318751
discovery,OpenBMI_MI,2,PROTECTED_PC_REFINE,8,1,0.2900975247224172,0.7833333333333333,0.7809605345296545,0.5139180049300194
discovery,OpenBMI_MI,2,PROTECTED_PC_REFINE,9,1,0.28865035800706773,0.7833333333333333,0.7809605345296545,0.514020341138045
discovery,OpenBMI_MI,2,PROTECTED_PC_REFINE,10,1,0.28916756170136587,0.7833333333333333,0.7809605345296545,0.5140922740101814
discovery,OpenBMI_MI,2,PROTECTED_PC_REFINE,11,1,0.28819614223071505,0.7816666666666667,0.779314061373949,0.5141737709442774
discovery,OpenBMI_MI,2,PROTECTED_PC_REFINE,12,1,0.29363908015546347,0.7816666666666667,0.779314061373949,0.5142835403482119
discovery,OpenBMI_MI,2,PROTECTED_PC_REFINE,13,1,0.2859417838709695,0.7816666666666667,0.779314061373949,0.5144158800443014
discovery,OpenBMI_MI,2,PROTECTED_PC_REFINE,14,1,0.2861821268286024,0.7816666666666667,0.779314061373949,0.5145199174682299
discovery,OpenBMI_MI,2,PROTECTED_PC_REFINE,15,1,0.2843254322097415,0.7816666666666667,0.779314061373949,0.5146270791689554
discovery,OpenBMI_MI,2,PROTECTED_PC_REFINE,16,1,0.2893963959955034,0.7816666666666667,0.779314061373949,0.5147105331222216
discovery,OpenBMI_MI,2,PROTECTED_PC_REFINE,17,1,0.2877827606030873,0.7816666666666667,0.779314061373949,0.5147531007726988
discovery,OpenBMI_MI,2,PROTECTED_PC_REFINE,18,1,0.2837416018758501,0.7816666666666667,0.779314061373949,0.5148098369439443
discovery,OpenBMI_MI,2,PROTECTED_PC_REFINE,19,1,0.286848878576642,0.7816666666666667,0.779314061373949,0.5148319999376932
discovery,OpenBMI_MI,2,PROTECTED_PC_REFINE,20,1,0.2850939610174724,0.7816666666666667,0.779314061373949,0.5149480948845545
discovery,OpenBMI_MI,2,PROTECTED_PC_REFINE,1,2,0.3343362751461211,0.7816666666666666,0.7791534113558086,0.513616681098938
discovery,OpenBMI_MI,2,PROTECTED_PC_REFINE,2,2,0.33173487299964544,0.7816666666666666,0.7791534113558086,0.513966570297877
discovery,OpenBMI_MI,2,PROTECTED_PC_REFINE,3,2,0.3350186830475217,0.7816666666666666,0.7791534113558086,0.513857384522756
discovery,OpenBMI_MI,2,PROTECTED_PC_REFINE,4,2,0.3289368450641632,0.7833333333333332,0.7808759030527347,0.5136844019095103
discovery,OpenBMI_MI,2,PROTECTED_PC_REFINE,5,2,0.3235377378406979,0.7833333333333332,0.7808759030527347,0.5138483196496964
discovery,OpenBMI_MI,2,PROTECTED_PC_REFINE,6,2,0.32919776155835107,0.7833333333333332,0.7808759030527347,0.514379970729351
discovery,OpenBMI_MI,2,PROTECTED_PC_REFINE,7,2,0.32357844213644665,0.7833333333333332,0.7808759030527347,0.5146156226595243
discovery,OpenBMI_MI,2,PROTECTED_PC_REFINE,8,2,0.3322486075617018,0.7833333333333332,0.7808759030527347,0.5144637947281202
discovery,OpenBMI_MI,2,PROTECTED_PC_REFINE,9,2,0.32259906899361385,0.7833333333333332,0.7808759030527347,0.5151277830203375
discovery,OpenBMI_MI,2,PROTECTED_PC_REFINE,10,2,0.32911923172928037,0.7833333333333332,0.7808759030527347,0.5152414068579674
refit,OpenBMI_MI,2,PROTECTED_PC_REFINE,1,1,0.33124246448278427,,,
refit,OpenBMI_MI,2,PROTECTED_PC_REFINE,1,2,0.36458786111325026,,,
refit,OpenBMI_MI,2,PROTECTED_PC_REFINE,2,2,0.36569127440452576,,,
refit,OpenBMI_MI,2,PROTECTED_PC_REFINE,3,2,0.36646438762545586,,,
refit,OpenBMI_MI,2,PROTECTED_PC_REFINE,4,2,0.3570413365960121,,,
discovery,OpenBMI_MI,3,PROTECTED_PC_REFINE,1,1,0.3254075660592034,0.7516666666666668,0.750777771738092,0.5666123529275259
discovery,OpenBMI_MI,3,PROTECTED_PC_REFINE,2,1,0.32888019510677885,0.7516666666666668,0.750777771738092,0.5666217257579168
discovery,OpenBMI_MI,3,PROTECTED_PC_REFINE,3,1,0.3302753298055558,0.7533333333333334,0.7524265960843121,0.5665442794561386
discovery,OpenBMI_MI,3,PROTECTED_PC_REFINE,4,1,0.3240854399544852,0.7533333333333334,0.7524265960843121,0.5666311830282211
discovery,OpenBMI_MI,3,PROTECTED_PC_REFINE,5,1,0.3264367012750535,0.7533333333333334,0.7524265960843121,0.5666712373495102
discovery,OpenBMI_MI,3,PROTECTED_PC_REFINE,6,1,0.32508582302502226,0.7533333333333334,0.7524265960843121,0.5667493542035421
discovery,OpenBMI_MI,3,PROTECTED_PC_REFINE,7,1,0.3253747168041411,0.7533333333333334,0.7524265960843121,0.5667367726564407
discovery,OpenBMI_MI,3,PROTECTED_PC_REFINE,8,1,0.3245371353058588,0.7516666666666668,0.7507283890264915,0.5668223351240158
discovery,OpenBMI_MI,3,PROTECTED_PC_REFINE,9,1,0.32551272426332745,0.7516666666666668,0.7507283890264915,0.5668639838695526
discovery,OpenBMI_MI,3,PROTECTED_PC_REFINE,10,1,0.333091805378596,0.7516666666666668,0.7507283890264915,0.5669774264097214
discovery,OpenBMI_MI,3,PROTECTED_PC_REFINE,11,1,0.32350579897562665,0.7516666666666668,0.7507283890264915,0.5670883258183798
discovery,OpenBMI_MI,3,PROTECTED_PC_REFINE,12,1,0.3234443487156005,0.7516666666666668,0.7507283890264915,0.5671896636486053
discovery,OpenBMI_MI,3,PROTECTED_PC_REFINE,13,1,0.3246385157108307,0.7516666666666668,0.7507283890264915,0.5673484752575556
discovery,OpenBMI_MI,3,PROTECTED_PC_REFINE,14,1,0.3216020528759275,0.7516666666666668,0.7507283890264915,0.5675099839766821
discovery,OpenBMI_MI,3,PROTECTED_PC_REFINE,15,1,0.32505916697638376,0.75,0.7490919288840988,0.5676476011673609
discovery,OpenBMI_MI,3,PROTECTED_PC_REFINE,16,1,0.32408949448948815,0.75,0.7490919288840988,0.5678710887829462
discovery,OpenBMI_MI,3,PROTECTED_PC_REFINE,17,1,0.3271310528119405,0.7466666666666667,0.7456462808605817,0.5681131929159164
discovery,OpenBMI_MI,3,PROTECTED_PC_REFINE,18,1,0.3212678673721495,0.7466666666666667,0.7456462808605817,0.568313792347908
discovery,OpenBMI_MI,3,PROTECTED_PC_REFINE,19,1,0.3232829769452413,0.7466666666666667,0.7456205747863528,0.5685604512691498
discovery,OpenBMI_MI,3,PROTECTED_PC_REFINE,20,1,0.3265892465909322,0.7466666666666667,0.7456205747863528,0.5688613702853521
discovery,OpenBMI_MI,3,PROTECTED_PC_REFINE,1,2,0.3666956027348836,0.7516666666666668,0.750777771738092,0.5665799329678217
discovery,OpenBMI_MI,3,PROTECTED_PC_REFINE,2,2,0.35381844497862314,0.7533333333333334,0.7524265960843121,0.5667801847060522
discovery,OpenBMI_MI,3,PROTECTED_PC_REFINE,3,2,0.35643219522067476,0.7516666666666666,0.7507864982013457,0.5667902777592341
discovery,OpenBMI_MI,3,PROTECTED_PC_REFINE,4,2,0.36010613327934626,0.75,0.7491326713540752,0.5666506588459015
discovery,OpenBMI_MI,3,PROTECTED_PC_REFINE,5,2,0.34984649859723593,0.7516666666666668,0.7508208653985832,0.5667289396127065
discovery,OpenBMI_MI,3,PROTECTED_PC_REFINE,6,2,0.3688287692410605,0.7516666666666668,0.7508208653985832,0.5671368589003881
discovery,OpenBMI_MI,3,PROTECTED_PC_REFINE,7,2,0.35863212034815833,0.7533333333333334,0.7525965033673924,0.5672759165366491
discovery,OpenBMI_MI,3,PROTECTED_PC_REFINE,8,2,0.3556931600684211,0.7533333333333334,0.7525965033673924,0.5676885694265366
discovery,OpenBMI_MI,3,PROTECTED_PC_REFINE,9,2,0.35609889101414455,0.75,0.7492928516736918,0.5680425961812338
discovery,OpenBMI_MI,3,PROTECTED_PC_REFINE,10,2,0.35534445515700747,0.7516666666666666,0.7509416760199118,0.568149929245313
refit,OpenBMI_MI,3,PROTECTED_PC_REFINE,1,1,0.3545650877058506,,,
refit,OpenBMI_MI,3,PROTECTED_PC_REFINE,2,1,0.353538328781724,,,
refit,OpenBMI_MI,3,PROTECTED_PC_REFINE,3,1,0.35817097034305334,,,
refit,OpenBMI_MI,3,PROTECTED_PC_REFINE,1,2,0.38473578076809645,,,
refit,OpenBMI_MI,3,PROTECTED_PC_REFINE,2,2,0.38603081461042166,,,
discovery,OpenBMI_MI,4,PROTECTED_PC_REFINE,1,1,0.27811817611966816,0.75,0.7476851784544593,0.5937552601099014
discovery,OpenBMI_MI,4,PROTECTED_PC_REFINE,2,1,0.2818430250599271,0.75,0.7476851784544593,0.5938541740179062
discovery,OpenBMI_MI,4,PROTECTED_PC_REFINE,3,1,0.2842205940257935,0.75,0.7476851784544593,0.5939268469810486
discovery,OpenBMI_MI,4,PROTECTED_PC_REFINE,4,1,0.2819570338442212,0.75,0.7476851784544593,0.5940097570419312
discovery,OpenBMI_MI,4,PROTECTED_PC_REFINE,5,1,0.28240821546032313,0.75,0.7476851784544593,0.5941122323274612
discovery,OpenBMI_MI,4,PROTECTED_PC_REFINE,6,1,0.28400740807964686,0.75,0.7474826650841219,0.594210277001063
discovery,OpenBMI_MI,4,PROTECTED_PC_REFINE,7,1,0.28665131898153395,0.75,0.7474826650841219,0.5943330178658167
discovery,OpenBMI_MI,4,PROTECTED_PC_REFINE,8,1,0.2844078207299823,0.7516666666666666,0.749101911792348,0.5944330394268036
discovery,OpenBMI_MI,4,PROTECTED_PC_REFINE,9,1,0.28138400614261627,0.75,0.7473146291061891,0.594539592663447
discovery,OpenBMI_MI,4,PROTECTED_PC_REFINE,10,1,0.2849679057087217,0.75,0.7473146291061891,0.5946204861005148
discovery,OpenBMI_MI,4,PROTECTED_PC_REFINE,11,1,0.28294222695486887,0.75,0.7473146291061891,0.5947372019290924
discovery,OpenBMI_MI,4,PROTECTED_PC_REFINE,12,1,0.2837504616805485,0.75,0.7473146291061891,0.5948683420817057
discovery,OpenBMI_MI,4,PROTECTED_PC_REFINE,13,1,0.2798441272406351,0.7483333333333334,0.745446865508996,0.5950319617986679
discovery,OpenBMI_MI,4,PROTECTED_PC_REFINE,14,1,0.2803523682412647,0.7483333333333334,0.745446865508996,0.5951765676339468
discovery,OpenBMI_MI,4,PROTECTED_PC_REFINE,15,1,0.2795151947509675,0.7483333333333334,0.745446865508996,0.595340222120285
discovery,OpenBMI_MI,4,PROTECTED_PC_REFINE,16,1,0.2877011682306017,0.7483333333333334,0.745446865508996,0.5954692711432775
discovery,OpenBMI_MI,4,PROTECTED_PC_REFINE,17,1,0.2836266238064993,0.7483333333333334,0.745446865508996,0.5956485023101171
discovery,OpenBMI_MI,4,PROTECTED_PC_REFINE,18,1,0.28004872444130124,0.75,0.7471418079934122,0.5958017210165659
discovery,OpenBMI_MI,4,PROTECTED_PC_REFINE,19,1,0.28327708868753343,0.7483333333333334,0.7453366183370989,0.5959773560365041
discovery,OpenBMI_MI,4,PROTECTED_PC_REFINE,20,1,0.2758938237315133,0.745,0.7417450606565762,0.5962186803420385
discovery,OpenBMI_MI,4,PROTECTED_PC_REFINE,1,2,0.32890635019256953,0.75,0.7473146291061891,0.5945660024881363
discovery,OpenBMI_MI,4,PROTECTED_PC_REFINE,2,2,0.31768043835957843,0.75,0.7472043819342918,0.5948742926120758
discovery,OpenBMI_MI,4,PROTECTED_PC_REFINE,3,2,0.3255183036838259,0.7483333333333334,0.7453800578926196,0.5954464276631674
discovery,OpenBMI_MI,4,PROTECTED_PC_REFINE,4,2,0.32430013091791243,0.7450000000000001,0.741777852339542,0.5957441131273905
discovery,OpenBMI_MI,4,PROTECTED_PC_REFINE,5,2,0.3296967631294614,0.7450000000000001,0.7418719217926756,0.5963534216086069
discovery,OpenBMI_MI,4,PROTECTED_PC_REFINE,6,2,0.3177172378415153,0.7416666666666667,0.7382720647695136,0.5972420622905096
discovery,OpenBMI_MI,4,PROTECTED_PC_REFINE,7,2,0.3176534218447549,0.7433333333333333,0.74011831086911,0.5973627467950186
discovery,OpenBMI_MI,4,PROTECTED_PC_REFINE,8,2,0.31866938940116335,0.7433333333333333,0.74011831086911,0.5973493854204813
discovery,OpenBMI_MI,4,PROTECTED_PC_REFINE,9,2,0.31678136189778644,0.7433333333333333,0.74011831086911,0.59755739569664
discovery,OpenBMI_MI,4,PROTECTED_PC_REFINE,10,2,0.31388206425167264,0.7416666666666667,0.7385746710443155,0.5982347130775452
refit,OpenBMI_MI,4,PROTECTED_PC_REFINE,1,1,0.3041288563981652,,,
refit,OpenBMI_MI,4,PROTECTED_PC_REFINE,2,1,0.30594642320647836,,,
refit,OpenBMI_MI,4,PROTECTED_PC_REFINE,3,1,0.2998637268319726,,,
refit,OpenBMI_MI,4,PROTECTED_PC_REFINE,4,1,0.30269150575622916,,,
refit,OpenBMI_MI,4,PROTECTED_PC_REFINE,5,1,0.30418561585247517,,,
refit,OpenBMI_MI,4,PROTECTED_PC_REFINE,6,1,0.3048665509559214,,,
refit,OpenBMI_MI,4,PROTECTED_PC_REFINE,7,1,0.3040899778716266,,,
refit,OpenBMI_MI,4,PROTECTED_PC_REFINE,8,1,0.301042256411165,,,
refit,OpenBMI_MI,4,PROTECTED_PC_REFINE,1,2,0.3444148674607277,,,
discovery,OpenBMI_ERP,0,PROTECTED_PC_REFINE,1,1,0.24457287536957129,0.8758080808080809,0.8454671268180985,0.23797474304835
discovery,OpenBMI_ERP,0,PROTECTED_PC_REFINE,2,1,0.24394293421551252,0.8756565656565657,0.8466667172435965,0.23631092657645544
discovery,OpenBMI_ERP,0,PROTECTED_PC_REFINE,3,1,0.24377181356953037,0.8753030303030304,0.8478004597739424,0.23509028553962708
discovery,OpenBMI_ERP,0,PROTECTED_PC_REFINE,4,1,0.2428623112866068,0.8747474747474748,0.8481294941889467,0.23424444844325384
discovery,OpenBMI_ERP,0,PROTECTED_PC_REFINE,5,1,0.24164679746326087,0.8757575757575758,0.8484400213624376,0.23410912106434503
discovery,OpenBMI_ERP,0,PROTECTED_PC_REFINE,6,1,0.24137994369709168,0.875909090909091,0.8484845527658041,0.23395381619532904
discovery,OpenBMI_ERP,0,PROTECTED_PC_REFINE,7,1,0.24019219443460849,0.8755555555555555,0.8484425204794501,0.2335369735956192
discovery,OpenBMI_ERP,0,PROTECTED_PC_REFINE,8,1,0.24000936306587817,0.87510101010101,0.8477659950802252,0.23329478998978934
discovery,OpenBMI_ERP,0,PROTECTED_PC_REFINE,9,1,0.2398130128867277,0.8753030303030304,0.8482752032619919,0.23295585562785467
discovery,OpenBMI_ERP,0,PROTECTED_PC_REFINE,10,1,0.23873968999232015,0.8754545454545455,0.8482147956693863,0.23310749232769012
discovery,OpenBMI_ERP,0,PROTECTED_PC_REFINE,11,1,0.23811337714159755,0.8752020202020202,0.8481122429355038,0.23302179823319116
discovery,OpenBMI_ERP,0,PROTECTED_PC_REFINE,12,1,0.2377668899800582,0.8757575757575758,0.8484975089245325,0.23281358182430267
discovery,OpenBMI_ERP,0,PROTECTED_PC_REFINE,13,1,0.23751962924417727,0.8754040404040403,0.8481643464481032,0.23287725696961084
discovery,OpenBMI_ERP,0,PROTECTED_PC_REFINE,14,1,0.23721224879360672,0.8753535353535353,0.8477700447938199,0.23297238101561865
discovery,OpenBMI_ERP,0,PROTECTED_PC_REFINE,15,1,0.23683834943005228,0.8745959595959597,0.8468945522460248,0.23288704206546149
discovery,OpenBMI_ERP,0,PROTECTED_PC_REFINE,16,1,0.2376293224784044,0.8744444444444444,0.8466295695452711,0.23298651476701102
discovery,OpenBMI_ERP,0,PROTECTED_PC_REFINE,17,1,0.23610973461685938,0.8744444444444445,0.8463056099592765,0.2331382135550181
discovery,OpenBMI_ERP,0,PROTECTED_PC_REFINE,18,1,0.23604603013758624,0.8744444444444444,0.8466439731124202,0.23293742289145788
discovery,OpenBMI_ERP,0,PROTECTED_PC_REFINE,19,1,0.2356232509164893,0.873989898989899,0.8460670723330042,0.2333425929148992
discovery,OpenBMI_ERP,0,PROTECTED_PC_REFINE,20,1,0.2360839984626983,0.8740404040404038,0.8461836215183998,0.23333685348431268
discovery,OpenBMI_ERP,0,PROTECTED_PC_REFINE,1,2,0.25982551790644454,0.8732323232323232,0.848282204903783,0.2309404859940211
discovery,OpenBMI_ERP,0,PROTECTED_PC_REFINE,2,2,0.2575691547383446,0.873080808080808,0.8478481275788927,0.23117208729187647
discovery,OpenBMI_ERP,0,PROTECTED_PC_REFINE,3,2,0.25614409370546604,0.8726767676767677,0.8476436239505443,0.23068359245856604
discovery,OpenBMI_ERP,0,PROTECTED_PC_REFINE,4,2,0.2554213170784875,0.8716161616161614,0.8472372325453414,0.22967109084129333
discovery,OpenBMI_ERP,0,PROTECTED_PC_REFINE,5,2,0.25548550865564396,0.8720707070707069,0.8467108548141994,0.2312184820572535
discovery,OpenBMI_ERP,0,PROTECTED_PC_REFINE,6,2,0.25490619471439946,0.8718686868686869,0.8466134668719073,0.23085170735915503
discovery,OpenBMI_ERP,0,PROTECTED_PC_REFINE,7,2,0.2545301503416326,0.872171717171717,0.8469509665392646,0.23112376282612482
discovery,OpenBMI_ERP,0,PROTECTED_PC_REFINE,8,2,0.25498474845963137,0.8726767676767677,0.8477016241382823,0.23070857673883438
discovery,OpenBMI_ERP,0,PROTECTED_PC_REFINE,9,2,0.25219372136717105,0.8725757575757576,0.8474284476910269,0.23133432865142822
discovery,OpenBMI_ERP,0,PROTECTED_PC_REFINE,10,2,0.2550721751992815,0.8726767676767676,0.8472998418302932,0.23180226981639862
refit,OpenBMI_ERP,0,PROTECTED_PC_REFINE,1,1,0.23084487880374002,,,
refit,OpenBMI_ERP,0,PROTECTED_PC_REFINE,2,1,0.22979384285182675,,,
