task,subject,session,BASELINE_P_logit_rms,BASELINE_C_logit_rms,BASELINE_PC_disagreement,PROTECTED_PC_REFINE_P_logit_rms,PROTECTED_PC_REFINE_C_logit_rms,PROTECTED_PC_REFINE_PC_disagreement,correction_norm,relative_correction,top3_correction_energy_share,baseline_errors_rescued,baseline_correct_damaged,trials
OpenBMI_MI,37,S2,0.7857099175453186,0.5271514058113098,0.5180000066757202,0.7875932455062866,0.5288418531417847,0.5199999809265137,0.035931702703237534,0.013743674382567406,0.8017962455749512,1,0,100
OpenBMI_MI,39,S2,0.9397916793823242,0.5318564176559448,0.5180000066757202,0.9335195422172546,0.5324568748474121,0.515999972820282,0.04762197658419609,0.01108020544052124,0.8055238485336303,2,0,100
OpenBMI_MI,42,S2,0.8437961339950562,0.466672420501709,0.593999981880188,0.8449015617370605,0.4658508896827698,0.593999981880188,0.13247020542621613,0.015195962972939014,0.8328478693962097,0,0,100
OpenBMI_MI,51,S2,0.8235308527946472,0.5306605100631714,0.515999972820282,0.8237895965576172,0.5312539935112,0.5099999904632568,0.055619239807128906,0.011702992022037506,0.7862685561180115,0,0,100
OpenBMI_MI,54,S2,0.9260304570198059,0.5200659036636353,0.5260000228881836,0.9260948896408081,0.5202285647392273,0.527999997138977,0.06092941761016846,0.012048264034092426,0.8009985566139222,0,0,100
OpenBMI_ERP,4,S1,1.085848331451416,1.0297105312347412,0.5382828712463379,1.1298726797103882,1.0433118343353271,0.5241414308547974,0.3132322430610657,0.11990410089492798,0.6572454690933227,12,7,1980
OpenBMI_ERP,12,S1,1.47395920753479,1.159275770187378,0.4139394164085388,1.500043272972107,1.1609827280044556,0.407575786113739,0.5295263528823853,0.12229306995868683,0.6624102771282196,7,1,1980
OpenBMI_ERP,13,S1,1.241038203239441,1.006563663482666,0.48616161942481995,1.260115146636963,1.008988618850708,0.48121213912963867,0.9230764508247375,0.12297677993774414,0.6835232555866242,8,3,1980
OpenBMI_ERP,17,S1,1.0360451936721802,0.8748376965522766,0.6340404152870178,1.0651636123657227,0.8819273710250854,0.6254545450210571,1.4815824031829834,0.17267529666423798,0.7646957874298096,24,3,1980
OpenBMI_ERP,18,S1,1.153871774673462,0.9856315851211548,0.5178372859954834,1.2037010192871094,0.9980587959289551,0.5054067373275757,0.3208377957344055,0.12281171977519989,0.6453502953052521,13,9,1979
OpenBMI_ERP,24,S1,1.2641899585723877,1.0021907091140747,0.45020198822021484,1.3117951154708862,1.0126677751541138,0.43888887763023376,0.43592435121536255,0.13548822700977325,0.7116522550582886,12,2,1980
OpenBMI_ERP,25,S1,1.1721594333648682,0.9887880086898804,0.5083838701248169,1.2263481616973877,0.9992569088935852,0.4898989796638489,0.2894374430179596,0.12049965560436249,0.6539952635765076,11,4,1980
OpenBMI_ERP,29,S1,1.2619787454605103,1.0006471872329712,0.5297979116439819,1.310019850730896,1.0077627897262573,0.5209091305732727,0.38659095764160156,0.1179489940404892,0.6856583237648011,11,5,1980
OpenBMI_ERP,36,S1,1.4061825275421143,1.058619737625122,0.4107070863246918,1.4309885501861572,1.0626530647277832,0.4041414260864258,0.6515567302703857,0.12184803187847137,0.6795126438140869,11,0,1980
OpenBMI_ERP,37,S1,1.214890480041504,1.032088041305542,0.5611110925674438,1.2546288967132568,1.0477759838104248,0.5433333516120911,2.0123825073242188,0.1862398236989975,0.7520504236221314,30,10,1980
OpenBMI_ERP,39,S1,1.0848554372787476,0.8574203252792358,0.5797979831695557,1.1149063110351562,0.8628327250480652,0.5725253224372864,0.5857535600662231,0.12022386491298676,0.6888187170028687,18,2,1980
OpenBMI_ERP,42,S1,1.2837358713150024,0.9565175771713257,0.5178788304328918,1.3477675914764404,0.9633609652519226,0.5097979307174683,0.39701730012893677,0.12782683968544006,0.6736305117607116,13,2,1980
OpenBMI_ERP,51,S1,1.295630693435669,1.0717021226882935,0.48363637924194336,1.3408863544464111,1.0790284872055054,0.47575753927230835,0.4409794807434082,0.12468955665826797,0.6804973185062408,12,6,1980
OpenBMI_ERP,54,S1,1.1034448146820068,0.9746707081794739,0.6682828664779663,1.1527643203735352,0.9897998571395874,0.6547474265098572,0.89805668592453,0.16549471020698547,0.7106664538383484,30,6,1980
OpenBMI_ERP,4,S2,1.2459543943405151,1.0776236057281494,0.4935353398323059,1.2861360311508179,1.0870784521102905,0.48424237966537476,0.328786700963974,0.12020383030176163,0.6630700945854187,15,3,1980
OpenBMI_ERP,12,S2,1.5224748849868774,1.1652218103408813,0.37050503492355347,1.569212555885315,1.1705408096313477,0.35808080434799194,0.3621978461742401,0.12055744975805283,0.6492738842964172,8,0,1980
OpenBMI_ERP,13,S2,1.267159104347229,1.0085293054580688,0.4898989796638489,1.2878732681274414,1.0114154815673828,0.4849494993686676,1.1228976249694824,0.13812050223350525,0.6842833697795868,15,6,1980
OpenBMI_ERP,17,S2,0.9771715998649597,0.848771870136261,0.6030303239822388,1.0025625228881836,0.8543121218681335,0.5927273035049438,0.9403200149536133,0.14221328496932983,0.7473852634429932,12,5,1980
OpenBMI_ERP,18,S2,1.359795331954956,1.0766690969467163,0.43545451760292053,1.407997488975525,1.084761381149292,0.4268686771392822,0.36170679330825806,0.12536239624023438,0.6555251717567444,6,6,1980
OpenBMI_ERP,24,S2,0.9951872825622559,0.9536339640617371,0.6505050659179688,1.0272448062896729,0.9789400100708008,0.6380807757377625,1.4687573909759521,0.2024964541196823,0.7087526917457581,32,9,1980
OpenBMI_ERP,25,S2,1.226423978805542,1.0374059677124023,0.5286868810653687,1.2746596336364746,1.046072244644165,0.5117171406745911,0.29615429043769836,0.11790917068719864,0.6518701612949371,14,4,1980
OpenBMI_ERP,29,S2,1.2624070644378662,1.0169975757598877,0.5294949412345886,1.3143255710601807,1.0247737169265747,0.5189899206161499,0.44831961393356323,0.12248703092336655,0.7444686889648438,15,5,1980
OpenBMI_ERP,36,S2,1.4496328830718994,1.1234376430511475,0.3987879157066345,1.4763658046722412,1.1272618770599365,0.3949494957923889,0.6420275568962097,0.12388795614242554,0.678266978263855,6,1,1980
OpenBMI_ERP,37,S2,1.4798734188079834,1.1927363872528076,0.37737375497817993,1.5292927026748657,1.2012618780136108,0.36656564474105835,0.35446691513061523,0.127285435795784,0.6601547777652741,10,2,1980
OpenBMI_ERP,39,S2,1.0953903198242188,0.9166029095649719,0.6133333444595337,1.1411056518554688,0.9229809045791626,0.6059595942497253,0.49430447816848755,0.122466541826725,0.6673901796340942,18,7,1980
OpenBMI_ERP,42,S2,1.257901906967163,0.9949895143508911,0.579292893409729,1.3101024627685547,1.0009944438934326,0.567878782749176,0.4860236644744873,0.12907327711582184,0.6692211925983429,25,4,1980
OpenBMI_ERP,51,S2,1.1116516590118408,0.8955685496330261,0.6558586359024048,1.1478585004806519,0.9034513235092163,0.6458585858345032,0.40267038345336914,0.11753535270690918,0.6730289101600647,29,6,1980
OpenBMI_ERP,54,S2,1.1833902597427368,1.0017952919006348,0.6085858941078186,1.2289260625839233,1.0160129070281982,0.6026262640953064,0.5638731718063354,0.13285841047763824,0.7132597088813781,10,13,1980
OpenBMI_SSVEP,4,S1,2.8257195949554443,1.5121339559555054,0.12200000137090683,2.8338799476623535,1.5057742595672607,0.12200000137090683,0.4844807982444763,0.06627088785171509,0.7975048422813416,0,0,100
OpenBMI_SSVEP,12,S1,2.712761878967285,1.5329906940460205,0.1120000034570694,2.716914176940918,1.5263111591339111,0.10999999940395355,0.9037969708442688,0.09639503061771393,0.7894768118858337,0,0,100
OpenBMI_SSVEP,13,S1,3.0845210552215576,1.8676284551620483,0.5960000157356262,3.0891706943511963,1.8645074367523193,0.5920000076293945,0.3920212686061859,0.06153424456715584,0.7793824195861816,0,0,100
OpenBMI_SSVEP,17,S1,2.749319553375244,2.0479893684387207,0.527999997138977,2.763545274734497,2.0441882610321045,0.5259999632835388,0.9805871844291687,0.10449595749378204,0.8668615341186523,0,0,100
OpenBMI_SSVEP,18,S1,2.7673912048339844,1.4859251976013184,0.10199999809265137,2.777670383453369,1.4761381149291992,0.10399999469518661,1.1183483600616455,0.10488724708557129,0.8229070186614991,0,0,100
OpenBMI_SSVEP,24,S1,2.740358352661133,1.7331269979476929,0.4039999842643738,2.745026111602783,1.7326797246932983,0.39799997210502625,0.13590534031391144,0.042944394052028656,0.79897141456604,0,0,100
OpenBMI_SSVEP,25,S1,2.8593380451202393,1.509177803993225,0.21400001645088196,2.866115093231201,1.5022388696670532,0.2120000123977661,0.4359227120876312,0.06313662230968475,0.7857481718063355,0,0,100
OpenBMI_SSVEP,29,S1,3.126124858856201,1.7904682159423828,0.5779999494552612,3.1317734718322754,1.7867838144302368,0.5740000009536743,0.21384549140930176,0.047105975449085236,0.779468321800232,0,0,100
OpenBMI_SSVEP,36,S1,2.525587797164917,1.5964422225952148,0.07999999821186066,2.5399200916290283,1.5853878259658813,0.08800000697374344,1.8192936182022095,0.15258534252643585,0.7953701138496398,0,0,100
OpenBMI_SSVEP,37,S1,2.794884204864502,1.5798909664154053,0.1900000125169754,2.7973551750183105,1.5794882774353027,0.19200000166893005,0.3761135935783386,0.0582442581653595,0.770336103439331,0,0,100
OpenBMI_SSVEP,39,S1,2.7995376586914062,1.7696819305419922,0.36799997091293335,2.808248519897461,1.7625786066055298,0.3619999885559082,0.5030765533447266,0.07101227343082428,0.7886258602142334,0,0,100
OpenBMI_SSVEP,42,S1,2.9621009826660156,1.5519435405731201,0.257999986410141,2.9693381786346436,1.5462431907653809,0.2639999985694885,0.526782751083374,0.07129961252212524,0.7727937817573547,0,0,100
OpenBMI_SSVEP,51,S1,2.8870632648468018,2.069983959197998,0.6920000314712524,2.894204616546631,2.0652058124542236,0.6920000314712524,0.5888100266456604,0.06567469984292984,0.8916157841682434,0,0,100
OpenBMI_SSVEP,54,S1,2.860870122909546,2.23360013961792,0.7260000109672546,2.8677124977111816,2.23624849319458,0.722000002861023,0.35059434175491333,0.05308059602975845,0.8466693878173828,0,0,100
OpenBMI_SSVEP,4,S2,2.838695764541626,1.3831861019134521,0.03199999779462814,2.8467605113983154,1.3749830722808838,0.02800000086426735,0.8363107442855835,0.09184650331735611,0.7914118289947509,0,0,100
OpenBMI_SSVEP,12,S2,2.775879383087158,1.612754225730896,0.2619999945163727,2.7847015857696533,1.606157898902893,0.25599998235702515,0.7988235354423523,0.0930626317858696,0.7844952344894409,0,0,100
OpenBMI_SSVEP,13,S2,2.9292118549346924,2.096450090408325,0.7459999918937683,2.937932014465332,2.094191789627075,0.7380000352859497,0.47551268339157104,0.07101335376501083,0.7760236620903015,0,0,100
OpenBMI_SSVEP,17,S2,2.684375524520874,1.7817516326904297,0.33399999141693115,2.695392608642578,1.7749954462051392,0.33399999141693115,1.3376827239990234,0.12756507098674774,0.8588799118995667,0,0,100
OpenBMI_SSVEP,18,S2,2.7980217933654785,1.4071930646896362,0.06000000238418579,2.8095130920410156,1.3975178003311157,0.06000000238418579,0.9770042300224304,0.09705454856157303,0.7913030028343201,0,0,100
OpenBMI_SSVEP,24,S2,2.899570941925049,1.834350824356079,0.5040000081062317,2.9062817096710205,1.8334554433822632,0.5080000162124634,0.18506106734275818,0.04840335249900818,0.7824109077453614,0,0,100
OpenBMI_SSVEP,25,S2,2.9329113960266113,1.7870559692382812,0.44600000977516174,2.9401910305023193,1.782737374305725,0.4439999461174011,0.2939337491989136,0.05213693529367447,0.8011166095733643,0,0,100
OpenBMI_SSVEP,29,S2,2.924044132232666,1.7674438953399658,0.45399999618530273,2.929133653640747,1.7647689580917358,0.45399999618530273,0.3079882562160492,0.055809564888477325,0.7797890305519104,0,0,100
OpenBMI_SSVEP,36,S2,2.518986701965332,1.5552104711532593,0.03799999877810478,2.5407791137695312,1.5366464853286743,0.03799999877810478,2.9270451068878174,0.19869497418403625,0.7971976161003113,0,0,100
OpenBMI_SSVEP,37,S2,2.7888917922973633,1.5649298429489136,0.10000000149011612,2.794339656829834,1.5627187490463257,0.10199999809265137,0.36681699752807617,0.05666838958859444,0.7986940145492554,0,0,100
OpenBMI_SSVEP,39,S2,2.8509702682495117,1.6833398342132568,0.32600000500679016,2.8585920333862305,1.6733734607696533,0.32199999690055847,0.5056642293930054,0.07368484884500504,0.779625403881073,0,0,100
OpenBMI_SSVEP,42,S2,3.0505588054656982,2.2023212909698486,0.7140000462532043,3.0561084747314453,2.2009644508361816,0.7120000123977661,0.25128424167633057,0.05673099681735039,0.7871203184127807,1,0,100
OpenBMI_SSVEP,51,S2,3.0746243000030518,2.116513729095459,0.7300000190734863,3.0802626609802246,2.1135799884796143,0.7360000014305115,0.329568475484848,0.05900204926729202,0.8360122799873352,0,0,100
OpenBMI_SSVEP,54,S2,2.8140323162078857,2.1889872550964355,0.6820000410079956,2.817160129547119,2.1889524459838867,0.6859999895095825,0.15918707847595215,0.04316938295960426,0.7879013419151306,1,0,100
WBCIC_MI,sub-4,S0,0.11454601585865021,0.13611766695976257,0.5220000147819519,0.26093804836273193,0.1583627164363861,0.703000009059906,0.1312912404537201,10.255349159240723,1.0,18,19,200
WBCIC_MI,sub-8,S0,0.2281574308872223,0.14745962619781494,0.4440000057220459,0.38803237676620483,0.1743343621492386,0.6169999837875366,0.12922173738479614,1.2738993167877197,1.0,14,5,200
WBCIC_MI,sub-10,S0,0.19013214111328125,0.13491374254226685,0.5330000519752502,0.34379562735557556,0.16476722061634064,0.6399999856948853,0.12761549651622772,1.2936756610870361,1.0,13,17,200
WBCIC_MI,sub-15,S0,0.19914397597312927,0.14492692053318024,0.5149999856948853,0.3588831126689911,0.17488308250904083,0.6430000066757202,0.13780638575553894,1.395858645439148,1.0,19,9,200
WBCIC_MI,sub-20,S0,0.4207548499107361,0.16162382066249847,0.41200000047683716,0.6777157187461853,0.19484806060791016,0.5110000371932983,0.20265087485313416,1.6724510192871094,1.0,7,1,200
WBCIC_MI,sub-39,S0,0.07619856297969818,0.11815273761749268,0.5200000405311584,0.1769396811723709,0.1475927084684372,0.7590000033378601,0.09394571930170059,1.2375409603118896,1.0,25,16,200
WBCIC_MI,sub-40,S0,0.19638767838478088,0.13737758994102478,0.5270000100135803,0.3358394503593445,0.1637703776359558,0.7020000219345093,0.1250779628753662,1.391408085823059,1.0,16,6,200
WBCIC_MI,sub-43,S0,0.48912087082862854,0.14076867699623108,0.42399996519088745,0.7474333643913269,0.16857686638832092,0.49400001764297485,0.18853692710399628,1.0174226760864258,1.0,2,0,200
WBCIC_MI,sub-46,S0,0.44883623719215393,0.13621081411838531,0.43699997663497925,0.6872581839561462,0.16129353642463684,0.5320000052452087,0.18596068024635315,1.0314152240753174,1.0,1,0,200
WBCIC_MI,sub-51,S0,0.2264527976512909,0.1466723382472992,0.4989999830722809,0.40970468521118164,0.17823466658592224,0.6369999647140503,0.1570717841386795,3.478433132171631,1.0,18,9,200
WBCIC_MI,sub-4,S1,0.16138702630996704,0.13680219650268555,0.5429999828338623,0.30843642354011536,0.16562990844249725,0.6980000138282776,0.12125350534915924,1.1336110830307007,1.0,26,19,200
WBCIC_MI,sub-8,S1,0.34388798475265503,0.1537512093782425,0.49000000953674316,0.5378891825675964,0.1833960860967636,0.6000000238418579,0.15302146971225739,1.2942758798599243,1.0,4,6,200
WBCIC_MI,sub-10,S1,0.20887812972068787,0.14982686936855316,0.574999988079071,0.365864098072052,0.1746569126844406,0.6489999890327454,0.13382427394390106,1.1778644323349,1.0,16,14,200
WBCIC_MI,sub-15,S1,0.17068594694137573,0.15415124595165253,0.5550000071525574,0.3263106048107147,0.1829473376274109,0.6700000166893005,0.14826205372810364,2.4930386543273926,1.0,19,14,200
WBCIC_MI,sub-20,S1,0.15382476150989532,0.12906546890735626,0.4749999940395355,0.29716813564300537,0.1557520478963852,0.6699999570846558,0.13677993416786194,1.3182538747787476,1.0,26,3,200
WBCIC_MI,sub-39,S1,0.16230258345603943,0.12354942411184311,0.5119999647140503,0.2966626286506653,0.14874231815338135,0.7149999737739563,0.11653592437505722,1.157212495803833,1.0,20,8,200
WBCIC_MI,sub-40,S1,0.13509708642959595,0.12862953543663025,0.49400001764297485,0.25531715154647827,0.15569603443145752,0.7170000076293945,0.10295313596725464,1.629309058189392,1.0,19,9,200
WBCIC_MI,sub-43,S1,0.4529184401035309,0.15101158618927002,0.4519999921321869,0.708095908164978,0.17834851145744324,0.5320000052452087,0.1900007277727127,1.01955246925354,1.0,1,1,200
WBCIC_MI,sub-46,S1,0.415060818195343,0.14684006571769714,0.45500001311302185,0.6407357454299927,0.17043086886405945,0.5800000429153442,0.17564502358436584,1.1153827905654907,1.0,5,0,200
WBCIC_MI,sub-51,S1,0.3364641070365906,0.14880628883838654,0.4429999887943268,0.5759948492050171,0.17903044819831848,0.5839999914169312,0.18158522248268127,1.2018769979476929,1.0,17,5,200
WBCIC_MI,sub-4,S2,0.22291061282157898,0.1345607489347458,0.5270000696182251,0.3986250162124634,0.16112616658210754,0.6819999814033508,0.14001788198947906,1.0766843557357788,1.0,12,12,200
WBCIC_MI,sub-8,S2,0.29238447546958923,0.15327852964401245,0.4570000171661377,0.4741414487361908,0.1807100474834442,0.574999988079071,0.14924363791942596,1.3425849676132202,1.0,7,6,200
WBCIC_MI,sub-10,S2,0.2887989282608032,0.14353051781654358,0.5219999551773071,0.4731551706790924,0.17599545419216156,0.5950000286102295,0.1541382074356079,1.4347736835479736,1.0,11,12,200
WBCIC_MI,sub-15,S2,0.13268817961215973,0.1313454508781433,0.5740000009536743,0.2680875360965729,0.16032476723194122,0.6930000185966492,0.7767277956008911,1.4293638467788696,1.0,33,22,200
WBCIC_MI,sub-20,S2,0.08024680614471436,0.11465755850076675,0.5249999761581421,0.18632538616657257,0.14165684580802917,0.7619999647140503,0.08788970112800598,1.5596539974212646,1.0,27,27,200
WBCIC_MI,sub-39,S2,0.17245453596115112,0.1256554275751114,0.5430000424385071,0.3085053265094757,0.1533130407333374,0.6620000004768372,0.1218254342675209,1.255679726600647,1.0,16,11,200
WBCIC_MI,sub-40,S2,0.20125558972358704,0.1339188516139984,0.4909999966621399,0.3315073549747467,0.15762029588222504,0.6850000023841858,0.12045538425445557,1.3538479804992676,1.0,18,6,200
WBCIC_MI,sub-43,S2,0.3931547999382019,0.14130403101444244,0.44600000977516174,0.6137498617172241,0.1659170687198639,0.5770000219345093,0.1697700023651123,1.4479210376739502,1.0,3,0,200
WBCIC_MI,sub-46,S2,0.37270867824554443,0.14282925426959991,0.4650000035762787,0.5738239288330078,0.16840830445289612,0.6039999723434448,0.1597920060157776,1.4427436590194702,1.0,3,1,200
WBCIC_MI,sub-51,S2,0.34093648195266724,0.1525132805109024,0.4729999899864197,0.5728747844696045,0.18384955823421478,0.6079999804496765,0.17519257962703705,1.0711699724197388,1.0,24,15,200
