task,subject,session,BASELINE_P_logit_rms,BASELINE_C_logit_rms,BASELINE_PC_disagreement,PROTECTED_PC_REFINE_P_logit_rms,PROTECTED_PC_REFINE_C_logit_rms,PROTECTED_PC_REFINE_PC_disagreement,correction_norm,relative_correction,top3_correction_energy_share,baseline_errors_rescued,baseline_correct_damaged,trials
OpenBMI_MI,4,S1,0.920973002910614,0.5179517865180969,0.5059999823570251,0.9206346273422241,0.5184423327445984,0.5080000162124634,0.03568079695105553,0.01320025883615017,0.8121436953544616,0,0,100
OpenBMI_MI,12,S1,0.8330874443054199,0.5155858993530273,0.5740000009536743,0.8339909315109253,0.5170873403549194,0.5679999589920044,0.05524102598428726,0.011474458500742912,0.7953557133674621,0,0,100
OpenBMI_MI,13,S1,0.7479669451713562,0.4859604239463806,0.5359999537467957,0.742977499961853,0.4882979393005371,0.5399999618530273,0.05938030034303665,0.010377193801105022,0.785124945640564,1,0,100
OpenBMI_MI,17,S1,0.878208339214325,0.49156123399734497,0.5400000214576721,0.878420352935791,0.4930572509765625,0.5419999957084656,0.04116196185350418,0.010585569776594639,0.7784309625625611,0,0,100
OpenBMI_MI,18,S1,0.7926697731018066,0.5352255702018738,0.49799999594688416,0.7936443090438843,0.5352340340614319,0.5040000081062317,0.033043522387742996,0.013094519264996052,0.8021452903747559,0,0,100
OpenBMI_MI,24,S1,0.8332990407943726,0.504595160484314,0.5139999985694885,0.8393522500991821,0.5055695176124573,0.5080000162124634,0.035254545509815216,0.013513283804059029,0.8143533825874328,0,1,100
OpenBMI_MI,25,S1,0.9235218167304993,0.5901888012886047,0.4560000002384186,0.9232090711593628,0.5901344418525696,0.4599999785423279,0.041767604649066925,0.011036992073059082,0.8111301779747009,0,1,100
OpenBMI_MI,29,S1,0.7461559772491455,0.5521013736724854,0.5759999752044678,0.7532241940498352,0.5524575114250183,0.5759999752044678,0.04837832972407341,0.012844303622841835,0.8066703796386718,0,2,100
OpenBMI_MI,36,S1,0.9618704915046692,0.5224760174751282,0.4740000367164612,0.9641847610473633,0.5224608182907104,0.48000001907348633,0.035277921706438065,0.01084227580577135,0.7979584574699402,1,1,100
OpenBMI_MI,37,S1,0.6646929383277893,0.5455617308616638,0.5759999752044678,0.6620773673057556,0.5469533205032349,0.5779999494552612,0.160811185836792,0.01615544781088829,0.8551185369491577,1,0,100
OpenBMI_MI,39,S1,0.8944676518440247,0.5216257572174072,0.4439999461174011,0.8926485776901245,0.5222254991531372,0.4519999623298645,0.07703423500061035,0.01214889157563448,0.806084156036377,2,0,100
OpenBMI_MI,42,S1,0.7157445549964905,0.5078853964805603,0.5960000157356262,0.7196463346481323,0.5074968934059143,0.6000000238418579,0.08035118877887726,0.013203034177422523,0.7934589624404907,2,0,100
OpenBMI_MI,51,S1,0.8253542184829712,0.5125763416290283,0.5339999794960022,0.8235260248184204,0.5130475759506226,0.5359999537467957,0.05154188349843025,0.01512677501887083,0.8692639946937561,0,1,100
OpenBMI_MI,54,S1,0.799307644367218,0.5347558259963989,0.5879999399185181,0.8011871576309204,0.5353545546531677,0.5919999480247498,0.0706166997551918,0.012991505675017834,0.7908628225326538,1,0,100
OpenBMI_MI,4,S2,1.1522581577301025,0.4821230471134186,0.4059999883174896,1.1475670337677002,0.48209279775619507,0.4139999747276306,0.04154210165143013,0.011469356715679169,0.7982054352760315,0,0,100
OpenBMI_MI,12,S2,0.7993529438972473,0.5517574548721313,0.5820000171661377,0.801352858543396,0.5513573884963989,0.5819999575614929,0.048461444675922394,0.011386376805603504,0.7778455495834351,2,1,100
OpenBMI_MI,13,S2,0.7734879851341248,0.5296026468276978,0.6200000047683716,0.7714125514030457,0.5318231582641602,0.6180000305175781,0.050506591796875,0.009619658812880516,0.7713265061378479,1,1,100
OpenBMI_MI,17,S2,0.9235271215438843,0.48040151596069336,0.6000000238418579,0.9253748059272766,0.4807530343532562,0.6060000061988831,0.5290955901145935,0.02490834891796112,0.8303306579589844,0,1,100
OpenBMI_MI,18,S2,0.789753794670105,0.4884541928768158,0.5099999904632568,0.7922179102897644,0.488879919052124,0.5040000081062317,0.03072918951511383,0.01447343546897173,0.8139507532119751,0,1,100
OpenBMI_MI,24,S2,0.909167468547821,0.4964732229709625,0.492000013589859,0.9148499369621277,0.4979499280452728,0.49000000953674316,0.06002713367342949,0.014073130674660206,0.8334964394569397,1,0,100
OpenBMI_MI,25,S2,1.646763563156128,0.5075012445449829,0.20000000298023224,1.643268346786499,0.5070332884788513,0.2019999921321869,0.36153659224510193,0.020761409774422646,0.8245354056358337,0,0,100
OpenBMI_MI,29,S2,0.6964710354804993,0.5461546778678894,0.5879999399185181,0.7013630270957947,0.5465570688247681,0.5779999494552612,0.0449504628777504,0.013101467862725258,0.8005121946334839,1,0,100
OpenBMI_MI,36,S2,1.1303611993789673,0.5707628726959229,0.41600003838539124,1.1342930793762207,0.5691739320755005,0.41200003027915955,0.038986168801784515,0.009775196202099323,0.7807676553726196,0,1,100
