subject,ba,run,model
1,0.77,fold-0/seed-0,control
10,0.6599999999999999,fold-0/seed-0,control
17,0.68,fold-0/seed-0,control
28,0.9450000000000001,fold-0/seed-0,control
3,0.905,fold-0/seed-0,control
45,0.89,fold-0/seed-0,control
48,0.64,fold-0/seed-0,control
54,0.54,fold-0/seed-0,control
6,0.79,fold-0/seed-0,control
