dataset,fold,model,subject,future_session,absolute_ba,absolute_macro_f1,centered_ba,centered_macro_f1,centered_delta_ba,class_separation_norm,within_scatter,fisher_discriminability,margin_mean,margin_median,margin_positive_fraction
OpenBMI,0,Compact-ERM,15,2,0.76,0.7477931904161412,0.8400000000000001,0.8397435897435896,0.08000000000000007,4.8980712890625,91.48276901245117,0.2622472047805786,1.5318236351013184,1.8498882055282593,0.79
OpenBMI,0,Compact-ERM,38,2,0.72,0.72,0.73,0.72997299729973,0.010000000000000009,3.3619260787963867,98.71275329589844,0.11449935287237167,1.008314609527588,1.0967066287994385,0.71
OpenBMI,0,Compact-ERM,6,2,0.9199999999999999,0.9194847020933978,0.95,0.949954959463517,0.030000000000000027,8.721748352050781,99.55372619628906,0.7640988826751709,2.8478448390960693,3.021730899810791,0.92
OpenBMI,0,Compact-ERM,33,2,0.86,0.8590982286634461,0.88,0.879951980792317,0.020000000000000018,7.520366191864014,103.95935440063477,0.5440194010734558,2.5907323360443115,3.1492371559143066,0.84
OpenBMI,0,Compact-ERM,32,2,0.6699999999999999,0.667305171892328,0.7,0.7,0.030000000000000027,4.203547954559326,164.18252563476562,0.10762299597263336,1.3735475540161133,1.813628911972046,0.67
OpenBMI,0,Compact-ERM,3,2,0.8600000000000001,0.8594941790445605,0.88,0.879951980792317,0.019999999999999907,8.793543815612793,85.7796401977539,0.9014542102813721,3.075374126434326,3.635838031768799,0.87
OpenBMI,0,Compact-ERM,5,2,0.74,0.7362012987012987,0.72,0.7189883580891208,-0.020000000000000018,4.368404388427734,167.75331115722656,0.11375606060028076,1.2585421800613403,1.5247315168380737,0.74
OpenBMI,0,Compact-ERM,47,2,0.8300000000000001,0.8291628982011858,0.8400000000000001,0.839421918908069,0.010000000000000009,6.410556793212891,110.313232421875,0.3725322484970093,2.1678061485290527,2.3357958793640137,0.85
OpenBMI,0,Compact-ERM,26,2,0.75,0.7442455242966751,0.82,0.82,0.06999999999999995,7.6281418800354,131.24014282226562,0.4433746337890625,2.4320414066314697,2.9559426307678223,0.76
OpenBMI,0,Compact-ERM,2,2,0.69,0.6862030569895738,0.74,0.7395833333333335,0.050000000000000044,4.222926616668701,92.618408203125,0.1925438940525055,1.273058295249939,1.362203598022461,0.7
OpenBMI,0,Compact-ERM,14,2,0.63,0.6236395076797885,0.6499999999999999,0.6491228070175439,0.019999999999999907,3.0007784366607666,98.91267776489258,0.09103656560182571,0.876503050327301,1.0129117965698242,0.64
OpenBMI,0,Compact-ERM,31,2,0.77,0.7647058823529411,0.85,0.84998499849985,0.07999999999999996,4.560875415802002,80.62062072753906,0.2580181658267975,1.4922995567321777,1.466040849685669,0.8
OpenBMI,0,Compact-ERM,28,2,0.88,0.879951980792317,0.87,0.8699869986998701,-0.010000000000000009,7.758788585662842,109.71744918823242,0.5486711263656616,2.660212516784668,3.0194461345672607,0.88
OpenBMI,0,Compact-ERM,35,2,0.8300000000000001,0.8295739348370927,0.81,0.8090644156366193,-0.020000000000000018,8.340813636779785,125.58740615844727,0.5539502501487732,2.5754342079162598,2.5454201698303223,0.82
OpenBMI,0,Compact-TG,15,2,0.79,0.7851662404092071,0.8200000000000001,0.8199279711884755,0.030000000000000027,5.508866786956787,99.66932678222656,0.30448296666145325,1.2372089624404907,1.2779552936553955,0.78
OpenBMI,0,Compact-TG,38,2,0.75,0.7493734335839599,0.72,0.7198879551820727,-0.030000000000000027,4.037731170654297,100.59139633178711,0.16207420825958252,0.7649437189102173,0.5350656509399414,0.69
OpenBMI,0,Compact-TG,6,2,0.9299999999999999,0.9298245614035088,0.9299999999999999,0.9298245614035088,0.0,9.972437858581543,90.85931396484375,1.0945439338684082,2.4528489112854004,2.667811393737793,0.94
OpenBMI,0,Compact-TG,33,2,0.81,0.8084484323016432,0.8400000000000001,0.8397435897435896,0.030000000000000027,7.281858921051025,105.15321731567383,0.5042686462402344,1.616020679473877,1.9976969957351685,0.79
OpenBMI,0,Compact-TG,32,2,0.67,0.6547756041426929,0.7,0.6995192307692307,0.029999999999999916,4.696498394012451,153.92102813720703,0.14330138266086578,1.1054303646087646,1.49107027053833,0.69
OpenBMI,0,Compact-TG,3,2,0.87,0.8693598633303186,0.9099999999999999,0.9099189270343309,0.039999999999999925,9.801413536071777,86.6026382446289,1.1092931032180786,2.2976503372192383,2.8517885208129883,0.9
OpenBMI,0,Compact-TG,5,2,0.69,0.6892230576441103,0.69,0.6897207486738064,0.0,4.819610118865967,153.72691345214844,0.15110328793525696,1.1143817901611328,1.446195363998413,0.69
OpenBMI,0,Compact-TG,47,2,0.87,0.8696741854636592,0.87,0.8696741854636592,0.0,7.686868667602539,103.59628677368164,0.5703674554824829,1.7018842697143555,1.8202035427093506,0.87
OpenBMI,0,Compact-TG,26,2,0.74,0.7312939231087227,0.8,0.7992773986350863,0.06000000000000005,8.720582008361816,124.48319244384766,0.6109142303466797,2.0292606353759766,2.55851411819458,0.76
OpenBMI,0,Compact-TG,2,2,0.6699999999999999,0.6691729323308271,0.67,0.66996699669967,1.1102230246251565e-16,4.36403751373291,104.20111083984375,0.18276986479759216,0.9905138611793518,1.073629379272461,0.68
OpenBMI,0,Compact-TG,14,2,0.6799999999999999,0.677938808373591,0.6799999999999999,0.6794871794871795,0.0,3.6026225090026855,101.69893646240234,0.12762069702148438,0.8019558191299438,0.8088063597679138,0.66
OpenBMI,0,Compact-TG,31,2,0.8,0.797077922077922,0.85,0.84998499849985,0.04999999999999993,6.366171360015869,93.70550155639648,0.43250539898872375,1.4214802980422974,1.5908551216125488,0.82
OpenBMI,0,Compact-TG,28,2,0.86,0.8599999999999999,0.86,0.8599999999999999,0.0,7.979254245758057,110.03741455078125,0.5786077380180359,1.823277473449707,1.75746750831604,0.85
OpenBMI,0,Compact-TG,35,2,0.84,0.8399999999999999,0.8300000000000001,0.8295739348370927,-0.009999999999999898,9.742020606994629,111.37281036376953,0.8521556258201599,2.1285746097564697,2.603484630584717,0.8
OpenBMI,1,Compact-ERM,40,2,0.76,0.7599039615846339,0.76,0.7599039615846339,0.0,5.903207302093506,144.07887268066406,0.24186651408672333,1.7787319421768188,1.7610931396484375,0.76
OpenBMI,1,Compact-ERM,43,2,0.8600000000000001,0.8594941790445605,0.85,0.84998499849985,-0.01000000000000012,9.347908020019531,145.19860458374023,0.6018196940422058,3.33320951461792,4.289335250854492,0.86
OpenBMI,1,Compact-ERM,50,2,0.63,0.6214833759590792,0.5900000000000001,0.5896306676008407,-0.039999999999999925,2.0134189128875732,81.80561065673828,0.049554742872714996,0.5326383709907532,0.7881262898445129,0.62
OpenBMI,1,Compact-ERM,52,2,0.79,0.7882851093860268,0.8200000000000001,0.8197115384615385,0.030000000000000027,8.396513938903809,155.2041015625,0.45424991846084595,2.9736359119415283,3.811048984527588,0.8
OpenBMI,1,Compact-ERM,23,2,0.72,0.7159090909090909,0.75,0.7497747973175859,0.030000000000000027,5.085578441619873,129.4696159362793,0.1997619867324829,1.7019706964492798,1.9855598211288452,0.7
OpenBMI,1,Compact-ERM,1,2,0.6699999999999999,0.6349153667441089,0.72,0.7159090909090909,0.050000000000000044,5.421817779541016,148.75244903564453,0.19761763513088226,1.8684436082839966,2.678199291229248,0.69
OpenBMI,1,Compact-ERM,30,2,0.8,0.7999199679871949,0.8,0.7999199679871949,0.0,5.596691131591797,178.99837493896484,0.17499014735221863,1.8052555322647095,2.264505386352539,0.8
OpenBMI,1,Compact-ERM,48,2,0.64,0.6376811594202898,0.64,0.6398559423769508,0.0,3.758288860321045,155.76129913330078,0.09068192541599274,1.2075942754745483,1.1052594184875488,0.66
OpenBMI,1,Compact-ERM,11,2,0.6799999999999999,0.677938808373591,0.6799999999999999,0.6794871794871795,0.0,4.330606460571289,151.05374908447266,0.12415548413991928,1.4059703350067139,1.4233863353729248,0.67
OpenBMI,1,Compact-ERM,8,2,0.82,0.8173701298701298,0.8300000000000001,0.8298468621759585,0.01000000000000012,8.264461517333984,151.50078201293945,0.45083150267601013,2.8986008167266846,3.4424917697906494,0.78
OpenBMI,1,Compact-ERM,45,2,0.8200000000000001,0.8199279711884755,0.8200000000000001,0.8199279711884755,0.0,4.395611763000488,65.09717750549316,0.2968086302280426,1.562592625617981,1.471953272819519,0.8
