task,fold,session,variant,mean_relative_P_movement,median_relative_P_movement,max_C_preservation_abs_error,label
WBCIC_MI,0,S0,PCA_POSITIVE_ONLY_ROUTING,0.08352453261613846,0.050930485129356384,5.960464477539063e-08,POST_HOC_HELDOUT_DIAGNOSTIC
WBCIC_MI,0,S0,SHUFFLED_UTILITY_ROUTING,0.005697380285710096,0.0027450844645500183,1.1920928955078125e-07,POST_HOC_HELDOUT_DIAGNOSTIC
WBCIC_MI,0,S0,PCA_SIGNED_UTILITY_ROUTING,0.08352553099393845,0.05093260854482651,1.1920928955078125e-07,POST_HOC_HELDOUT_DIAGNOSTIC
WBCIC_MI,0,S0,RANDOM_BASIS_0,0.004951139446347952,0.0027947798371315002,5.960464477539063e-08,POST_HOC_HELDOUT_DIAGNOSTIC
WBCIC_MI,0,S0,RANDOM_BASIS_1,0.002058554906398058,0.0011686797952279449,1.1920928955078125e-07,POST_HOC_HELDOUT_DIAGNOSTIC
WBCIC_MI,0,S0,RANDOM_BASIS_2,0.0012309130979701877,0.0007210848852992058,5.960464477539063e-08,POST_HOC_HELDOUT_DIAGNOSTIC
WBCIC_MI,0,S0,RANDOM_BASIS_3,0.0028301470447331667,0.0016090190038084984,5.960464477539063e-08,POST_HOC_HELDOUT_DIAGNOSTIC
WBCIC_MI,0,S0,RANDOM_BASIS_4,0.0008507374441251159,0.0005147934425622225,1.1920928955078125e-07,POST_HOC_HELDOUT_DIAGNOSTIC
WBCIC_MI,0,S1,PCA_POSITIVE_ONLY_ROUTING,0.08053135126829147,0.04896105080842972,2.384185791015625e-07,POST_HOC_HELDOUT_DIAGNOSTIC
WBCIC_MI,0,S1,SHUFFLED_UTILITY_ROUTING,0.0048901657573878765,0.002376164309680462,1.1920928955078125e-07,POST_HOC_HELDOUT_DIAGNOSTIC
WBCIC_MI,0,S1,PCA_SIGNED_UTILITY_ROUTING,0.0805324837565422,0.0489577054977417,1.1920928955078125e-07,POST_HOC_HELDOUT_DIAGNOSTIC
WBCIC_MI,0,S1,RANDOM_BASIS_0,0.004906736314296722,0.002862018533051014,2.384185791015625e-07,POST_HOC_HELDOUT_DIAGNOSTIC
WBCIC_MI,0,S1,RANDOM_BASIS_1,0.002080669393762946,0.0012537993025034666,2.384185791015625e-07,POST_HOC_HELDOUT_DIAGNOSTIC
WBCIC_MI,0,S1,RANDOM_BASIS_2,0.0012385871959850192,0.0007217652164399624,1.1920928955078125e-07,POST_HOC_HELDOUT_DIAGNOSTIC
WBCIC_MI,0,S1,RANDOM_BASIS_3,0.0029495470225811005,0.0016984085086733103,1.1920928955078125e-07,POST_HOC_HELDOUT_DIAGNOSTIC
WBCIC_MI,0,S1,RANDOM_BASIS_4,0.000900068785995245,0.0005151789519004524,2.384185791015625e-07,POST_HOC_HELDOUT_DIAGNOSTIC
WBCIC_MI,0,S2,PCA_POSITIVE_ONLY_ROUTING,0.08530908077955246,0.05140130966901779,1.9073486328125e-06,POST_HOC_HELDOUT_DIAGNOSTIC
WBCIC_MI,0,S2,SHUFFLED_UTILITY_ROUTING,0.005829049274325371,0.002704295562580228,3.814697265625e-06,POST_HOC_HELDOUT_DIAGNOSTIC
WBCIC_MI,0,S2,PCA_SIGNED_UTILITY_ROUTING,0.08531033992767334,0.05140069127082825,1.9073486328125e-06,POST_HOC_HELDOUT_DIAGNOSTIC
WBCIC_MI,0,S2,RANDOM_BASIS_0,0.005214648321270943,0.0029655355028808117,1.9073486328125e-06,POST_HOC_HELDOUT_DIAGNOSTIC
WBCIC_MI,0,S2,RANDOM_BASIS_1,0.0023127514868974686,0.0013064707163721323,1.9073486328125e-06,POST_HOC_HELDOUT_DIAGNOSTIC
WBCIC_MI,0,S2,RANDOM_BASIS_2,0.0013378479052335024,0.0007746550254523754,1.9073486328125e-06,POST_HOC_HELDOUT_DIAGNOSTIC
WBCIC_MI,0,S2,RANDOM_BASIS_3,0.0031485790386795998,0.0018169503891840577,3.814697265625e-06,POST_HOC_HELDOUT_DIAGNOSTIC
WBCIC_MI,0,S2,RANDOM_BASIS_4,0.0009656819747760892,0.0005771985743194818,1.9073486328125e-06,POST_HOC_HELDOUT_DIAGNOSTIC
