subject,session,basis_type,basis_draw,direction,epsilon,A_P_mean,n_trials,task,fold,stage
16,1,PCA,0,4,0.5,0.15517765283584595,100,OpenBMI_MI,1,TRAIN
16,1,PCA,0,5,0.5,-0.01711743138730526,100,OpenBMI_MI,1,TRAIN
16,1,PCA,0,6,0.5,-0.2393399029970169,100,OpenBMI_MI,1,TRAIN
16,1,PCA,0,7,0.5,0.05473053455352783,100,OpenBMI_MI,1,TRAIN
16,1,PCA,0,8,0.5,0.04616842418909073,100,OpenBMI_MI,1,TRAIN
16,1,PCA,0,9,0.5,-0.16320976614952087,100,OpenBMI_MI,1,TRAIN
16,1,PCA,0,10,0.5,0.026688003912568092,100,OpenBMI_MI,1,TRAIN
16,1,PCA,0,11,0.5,-0.04596934840083122,100,OpenBMI_MI,1,TRAIN
16,1,PCA,0,12,0.5,0.01793617568910122,100,OpenBMI_MI,1,TRAIN
16,1,PCA,0,13,0.5,-0.032239630818367004,100,OpenBMI_MI,1,TRAIN
16,1,PCA,0,14,0.5,-0.029267525300383568,100,OpenBMI_MI,1,TRAIN
16,1,PCA,0,15,0.5,-0.004565396811813116,100,OpenBMI_MI,1,TRAIN
16,1,PCA,0,0,1.0,0.02208692952990532,100,OpenBMI_MI,1,TRAIN
16,1,PCA,0,1,1.0,0.003146047703921795,100,OpenBMI_MI,1,TRAIN
16,1,PCA,0,2,1.0,0.04719209298491478,100,OpenBMI_MI,1,TRAIN
16,1,PCA,0,3,1.0,0.003085468430072069,100,OpenBMI_MI,1,TRAIN
16,1,PCA,0,4,1.0,0.15485981106758118,100,OpenBMI_MI,1,TRAIN
16,1,PCA,0,5,1.0,-0.016996292397379875,100,OpenBMI_MI,1,TRAIN
16,1,PCA,0,6,1.0,-0.2386390119791031,100,OpenBMI_MI,1,TRAIN
16,1,PCA,0,7,1.0,0.05459596961736679,100,OpenBMI_MI,1,TRAIN
16,1,PCA,0,8,1.0,0.04606161639094353,100,OpenBMI_MI,1,TRAIN
16,1,PCA,0,9,1.0,-0.16301511228084564,100,OpenBMI_MI,1,TRAIN
16,1,PCA,0,10,1.0,0.026693759486079216,100,OpenBMI_MI,1,TRAIN
16,1,PCA,0,11,1.0,-0.046050816774368286,100,OpenBMI_MI,1,TRAIN
16,1,PCA,0,12,1.0,0.0178164504468441,100,OpenBMI_MI,1,TRAIN
16,1,PCA,0,13,1.0,-0.0321359746158123,100,OpenBMI_MI,1,TRAIN
16,1,PCA,0,14,1.0,-0.029033266007900238,100,OpenBMI_MI,1,TRAIN
16,1,PCA,0,15,1.0,-0.0045050992630422115,100,OpenBMI_MI,1,TRAIN
16,2,PCA,0,0,0.25,-0.17083415389060974,100,OpenBMI_MI,1,TRAIN
16,2,PCA,0,1,0.25,0.02597923018038273,100,OpenBMI_MI,1,TRAIN
16,2,PCA,0,2,0.25,-0.2042355090379715,100,OpenBMI_MI,1,TRAIN
16,2,PCA,0,3,0.25,-0.07320264726877213,100,OpenBMI_MI,1,TRAIN
16,2,PCA,0,4,0.25,0.08463773131370544,100,OpenBMI_MI,1,TRAIN
16,2,PCA,0,5,0.25,-0.015149650163948536,100,OpenBMI_MI,1,TRAIN
16,2,PCA,0,6,0.25,0.23815640807151794,100,OpenBMI_MI,1,TRAIN
16,2,PCA,0,7,0.25,0.04685645550489426,100,OpenBMI_MI,1,TRAIN
16,2,PCA,0,8,0.25,-0.04468785598874092,100,OpenBMI_MI,1,TRAIN
16,2,PCA,0,9,0.25,0.059229526668787,100,OpenBMI_MI,1,TRAIN
16,2,PCA,0,10,0.25,-0.09459518641233444,100,OpenBMI_MI,1,TRAIN
16,2,PCA,0,11,0.25,-0.036299727857112885,100,OpenBMI_MI,1,TRAIN
16,2,PCA,0,12,0.25,-0.007232793141156435,100,OpenBMI_MI,1,TRAIN
16,2,PCA,0,13,0.25,-0.0024456214159727097,100,OpenBMI_MI,1,TRAIN
16,2,PCA,0,14,0.25,0.027944013476371765,100,OpenBMI_MI,1,TRAIN
16,2,PCA,0,15,0.25,-0.01749313250184059,100,OpenBMI_MI,1,TRAIN
16,2,PCA,0,0,0.5,-0.16936880350112915,100,OpenBMI_MI,1,TRAIN
16,2,PCA,0,1,0.5,0.025961756706237793,100,OpenBMI_MI,1,TRAIN
16,2,PCA,0,2,0.5,-0.20410028100013733,100,OpenBMI_MI,1,TRAIN
16,2,PCA,0,3,0.5,-0.07278945297002792,100,OpenBMI_MI,1,TRAIN
16,2,PCA,0,4,0.5,0.08479686081409454,100,OpenBMI_MI,1,TRAIN
16,2,PCA,0,5,0.5,-0.015114945359528065,100,OpenBMI_MI,1,TRAIN
16,2,PCA,0,6,0.5,0.23825150728225708,100,OpenBMI_MI,1,TRAIN
16,2,PCA,0,7,0.5,0.046848274767398834,100,OpenBMI_MI,1,TRAIN
16,2,PCA,0,8,0.5,-0.04476122558116913,100,OpenBMI_MI,1,TRAIN
16,2,PCA,0,9,0.5,0.05928720533847809,100,OpenBMI_MI,1,TRAIN
16,2,PCA,0,10,0.5,-0.09457087516784668,100,OpenBMI_MI,1,TRAIN
16,2,PCA,0,11,0.5,-0.036274947226047516,100,OpenBMI_MI,1,TRAIN
16,2,PCA,0,12,0.5,-0.007329505868256092,100,OpenBMI_MI,1,TRAIN
16,2,PCA,0,13,0.5,-0.0024948809295892715,100,OpenBMI_MI,1,TRAIN
16,2,PCA,0,14,0.5,0.02797367423772812,100,OpenBMI_MI,1,TRAIN
16,2,PCA,0,15,0.5,-0.01745230332016945,100,OpenBMI_MI,1,TRAIN
16,2,PCA,0,0,1.0,-0.16416336596012115,100,OpenBMI_MI,1,TRAIN
16,2,PCA,0,1,1.0,0.025819631293416023,100,OpenBMI_MI,1,TRAIN
16,2,PCA,0,2,1.0,-0.20361097157001495,100,OpenBMI_MI,1,TRAIN
16,2,PCA,0,3,1.0,-0.07182808965444565,100,OpenBMI_MI,1,TRAIN
16,2,PCA,0,4,1.0,0.08561114966869354,100,OpenBMI_MI,1,TRAIN
16,2,PCA,0,5,1.0,-0.015028699301183224,100,OpenBMI_MI,1,TRAIN
16,2,PCA,0,6,1.0,0.2386559545993805,100,OpenBMI_MI,1,TRAIN
16,2,PCA,0,7,1.0,0.04681902006268501,100,OpenBMI_MI,1,TRAIN
16,2,PCA,0,8,1.0,-0.04477030411362648,100,OpenBMI_MI,1,TRAIN
16,2,PCA,0,9,1.0,0.05945030227303505,100,OpenBMI_MI,1,TRAIN
16,2,PCA,0,10,1.0,-0.0945323184132576,100,OpenBMI_MI,1,TRAIN
16,2,PCA,0,11,1.0,-0.036214232444763184,100,OpenBMI_MI,1,TRAIN
16,2,PCA,0,12,1.0,-0.007563935127109289,100,OpenBMI_MI,1,TRAIN
16,2,PCA,0,13,1.0,-0.002648724941536784,100,OpenBMI_MI,1,TRAIN
16,2,PCA,0,14,1.0,0.027789678424596786,100,OpenBMI_MI,1,TRAIN
16,2,PCA,0,15,1.0,-0.01731029339134693,100,OpenBMI_MI,1,TRAIN
19,1,PCA,0,0,0.25,-0.194747656583786,100,OpenBMI_MI,1,TRAIN
19,1,PCA,0,1,0.25,-0.07372593879699707,100,OpenBMI_MI,1,TRAIN
19,1,PCA,0,2,0.25,0.02575993724167347,100,OpenBMI_MI,1,TRAIN
19,1,PCA,0,3,0.25,-0.009287048131227493,100,OpenBMI_MI,1,TRAIN
19,1,PCA,0,4,0.25,0.03967849165201187,100,OpenBMI_MI,1,TRAIN
19,1,PCA,0,5,0.25,0.005383288953453302,100,OpenBMI_MI,1,TRAIN
19,1,PCA,0,6,0.25,-0.07771814614534378,100,OpenBMI_MI,1,TRAIN
19,1,PCA,0,7,0.25,0.011265628039836884,100,OpenBMI_MI,1,TRAIN
19,1,PCA,0,8,0.25,-0.013098573312163353,100,OpenBMI_MI,1,TRAIN
19,1,PCA,0,9,0.25,0.060024965554475784,100,OpenBMI_MI,1,TRAIN
19,1,PCA,0,10,0.25,-0.010042259469628334,100,OpenBMI_MI,1,TRAIN
19,1,PCA,0,11,0.25,-0.002295553218573332,100,OpenBMI_MI,1,TRAIN
19,1,PCA,0,12,0.25,-0.01605011522769928,100,OpenBMI_MI,1,TRAIN
19,1,PCA,0,13,0.25,0.005235292948782444,100,OpenBMI_MI,1,TRAIN
19,1,PCA,0,14,0.25,-0.12856058776378632,100,OpenBMI_MI,1,TRAIN
19,1,PCA,0,15,0.25,0.026550162583589554,100,OpenBMI_MI,1,TRAIN
19,1,PCA,0,0,0.5,-0.192685067653656,100,OpenBMI_MI,1,TRAIN
19,1,PCA,0,1,0.5,-0.07378289103507996,100,OpenBMI_MI,1,TRAIN
19,1,PCA,0,2,0.5,0.025556078180670738,100,OpenBMI_MI,1,TRAIN
19,1,PCA,0,3,0.5,-0.009238284081220627,100,OpenBMI_MI,1,TRAIN
19,1,PCA,0,4,0.5,0.039697498083114624,100,OpenBMI_MI,1,TRAIN
19,1,PCA,0,5,0.5,0.0053772772662341595,100,OpenBMI_MI,1,TRAIN
19,1,PCA,0,6,0.5,-0.07768630236387253,100,OpenBMI_MI,1,TRAIN
19,1,PCA,0,7,0.5,0.011305464431643486,100,OpenBMI_MI,1,TRAIN
19,1,PCA,0,8,0.5,-0.013089841231703758,100,OpenBMI_MI,1,TRAIN
19,1,PCA,0,9,0.5,0.06005574390292168,100,OpenBMI_MI,1,TRAIN
19,1,PCA,0,10,0.5,-0.010025393217802048,100,OpenBMI_MI,1,TRAIN
19,1,PCA,0,11,0.5,-0.002267097122967243,100,OpenBMI_MI,1,TRAIN
19,1,PCA,0,12,0.5,-0.016004569828510284,100,OpenBMI_MI,1,TRAIN
19,1,PCA,0,13,0.5,0.0052605848759412766,100,OpenBMI_MI,1,TRAIN
19,1,PCA,0,14,0.5,-0.12828324735164642,100,OpenBMI_MI,1,TRAIN
19,1,PCA,0,15,0.5,0.026585759595036507,100,OpenBMI_MI,1,TRAIN
19,1,PCA,0,0,1.0,-0.18457403779029846,100,OpenBMI_MI,1,TRAIN
19,1,PCA,0,1,1.0,-0.0740436241030693,100,OpenBMI_MI,1,TRAIN
19,1,PCA,0,2,1.0,0.024683773517608643,100,OpenBMI_MI,1,TRAIN
19,1,PCA,0,3,1.0,-0.008971321396529675,100,OpenBMI_MI,1,TRAIN
19,1,PCA,0,4,1.0,0.03966347128152847,100,OpenBMI_MI,1,TRAIN
19,1,PCA,0,5,1.0,0.005331339780241251,100,OpenBMI_MI,1,TRAIN
19,1,PCA,0,6,1.0,-0.07756643742322922,100,OpenBMI_MI,1,TRAIN
19,1,PCA,0,7,1.0,0.011501935310661793,100,OpenBMI_MI,1,TRAIN
19,1,PCA,0,8,1.0,-0.013078982941806316,100,OpenBMI_MI,1,TRAIN
19,1,PCA,0,9,1.0,0.06019776687026024,100,OpenBMI_MI,1,TRAIN
19,1,PCA,0,10,1.0,-0.009939368814229965,100,OpenBMI_MI,1,TRAIN
19,1,PCA,0,11,1.0,-0.0021668910048902035,100,OpenBMI_MI,1,TRAIN
19,1,PCA,0,12,1.0,-0.015878114849328995,100,OpenBMI_MI,1,TRAIN
19,1,PCA,0,13,1.0,0.0053160060197114944,100,OpenBMI_MI,1,TRAIN
19,1,PCA,0,14,1.0,-0.1273057609796524,100,OpenBMI_MI,1,TRAIN
19,1,PCA,0,15,1.0,0.02665036916732788,100,OpenBMI_MI,1,TRAIN
19,2,PCA,0,0,0.25,-0.09544640779495239,100,OpenBMI_MI,1,TRAIN
19,2,PCA,0,1,0.25,-0.017727680504322052,100,OpenBMI_MI,1,TRAIN
19,2,PCA,0,2,0.25,0.047169994562864304,100,OpenBMI_MI,1,TRAIN
19,2,PCA,0,3,0.25,-0.006783437915146351,100,OpenBMI_MI,1,TRAIN
19,2,PCA,0,4,0.25,0.06327754259109497,100,OpenBMI_MI,1,TRAIN
19,2,PCA,0,5,0.25,0.005172753240913153,100,OpenBMI_MI,1,TRAIN
19,2,PCA,0,6,0.25,-0.04133092984557152,100,OpenBMI_MI,1,TRAIN
19,2,PCA,0,7,0.25,-0.008743353188037872,100,OpenBMI_MI,1,TRAIN
19,2,PCA,0,8,0.25,0.01668696105480194,100,OpenBMI_MI,1,TRAIN
19,2,PCA,0,9,0.25,-0.0798877626657486,100,OpenBMI_MI,1,TRAIN
19,2,PCA,0,10,0.25,0.01871117204427719,100,OpenBMI_MI,1,TRAIN
19,2,PCA,0,11,0.25,-0.011197596788406372,100,OpenBMI_MI,1,TRAIN
19,2,PCA,0,12,0.25,0.00016232655616477132,100,OpenBMI_MI,1,TRAIN
19,2,PCA,0,13,0.25,-0.008358345367014408,100,OpenBMI_MI,1,TRAIN
19,2,PCA,0,14,0.25,0.0212866123765707,100,OpenBMI_MI,1,TRAIN
19,2,PCA,0,15,0.25,-0.03512914106249809,100,OpenBMI_MI,1,TRAIN
19,2,PCA,0,0,0.5,-0.09396270662546158,100,OpenBMI_MI,1,TRAIN
19,2,PCA,0,1,0.5,-0.01777925342321396,100,OpenBMI_MI,1,TRAIN
19,2,PCA,0,2,0.5,0.04697536304593086,100,OpenBMI_MI,1,TRAIN
19,2,PCA,0,3,0.5,-0.006798204034566879,100,OpenBMI_MI,1,TRAIN
19,2,PCA,0,4,0.5,0.06304938346147537,100,OpenBMI_MI,1,TRAIN
19,2,PCA,0,5,0.5,0.005185377784073353,100,OpenBMI_MI,1,TRAIN
19,2,PCA,0,6,0.5,-0.04138876870274544,100,OpenBMI_MI,1,TRAIN
19,2,PCA,0,7,0.5,-0.008754617534577847,100,OpenBMI_MI,1,TRAIN
19,2,PCA,0,8,0.5,0.016730457544326782,100,OpenBMI_MI,1,TRAIN
19,2,PCA,0,9,0.5,-0.07980325073003769,100,OpenBMI_MI,1,TRAIN
19,2,PCA,0,10,0.5,0.01872888021171093,100,OpenBMI_MI,1,TRAIN
19,2,PCA,0,11,0.5,-0.011171760968863964,100,OpenBMI_MI,1,TRAIN
19,2,PCA,0,12,0.5,0.00015742100367788225,100,OpenBMI_MI,1,TRAIN
19,2,PCA,0,13,0.5,-0.008355510421097279,100,OpenBMI_MI,1,TRAIN
19,2,PCA,0,14,0.5,0.021264541894197464,100,OpenBMI_MI,1,TRAIN
19,2,PCA,0,15,0.5,-0.03510250896215439,100,OpenBMI_MI,1,TRAIN
19,2,PCA,0,0,1.0,-0.09019982069730759,100,OpenBMI_MI,1,TRAIN
19,2,PCA,0,1,1.0,-0.017916185781359673,100,OpenBMI_MI,1,TRAIN
19,2,PCA,0,2,1.0,0.046295810490846634,100,OpenBMI_MI,1,TRAIN
19,2,PCA,0,3,1.0,-0.006747924257069826,100,OpenBMI_MI,1,TRAIN
19,2,PCA,0,4,1.0,0.062312446534633636,100,OpenBMI_MI,1,TRAIN
19,2,PCA,0,5,1.0,0.005235650576651096,100,OpenBMI_MI,1,TRAIN
19,2,PCA,0,6,1.0,-0.04168785735964775,100,OpenBMI_MI,1,TRAIN
19,2,PCA,0,7,1.0,-0.008784896694123745,100,OpenBMI_MI,1,TRAIN
19,2,PCA,0,8,1.0,0.016743741929531097,100,OpenBMI_MI,1,TRAIN
19,2,PCA,0,9,1.0,-0.07949226349592209,100,OpenBMI_MI,1,TRAIN
19,2,PCA,0,10,1.0,0.01877007447183132,100,OpenBMI_MI,1,TRAIN
19,2,PCA,0,11,1.0,-0.011047490872442722,100,OpenBMI_MI,1,TRAIN
19,2,PCA,0,12,1.0,8.977807738119736e-05,100,OpenBMI_MI,1,TRAIN
19,2,PCA,0,13,1.0,-0.008355658501386642,100,OpenBMI_MI,1,TRAIN
19,2,PCA,0,14,1.0,0.021112166345119476,100,OpenBMI_MI,1,TRAIN
19,2,PCA,0,15,1.0,-0.035003893077373505,100,OpenBMI_MI,1,TRAIN
20,1,PCA,0,0,0.25,-0.015442391857504845,100,OpenBMI_MI,1,TRAIN
20,1,PCA,0,1,0.25,0.026690058410167694,100,OpenBMI_MI,1,TRAIN
20,1,PCA,0,2,0.25,0.04510293900966644,100,OpenBMI_MI,1,TRAIN
20,1,PCA,0,3,0.25,0.00040410534711554646,100,OpenBMI_MI,1,TRAIN
20,1,PCA,0,4,0.25,0.07351629436016083,100,OpenBMI_MI,1,TRAIN
20,1,PCA,0,5,0.25,0.0026234257966279984,100,OpenBMI_MI,1,TRAIN
20,1,PCA,0,6,0.25,0.061138879507780075,100,OpenBMI_MI,1,TRAIN
20,1,PCA,0,7,0.25,-0.04068221524357796,100,OpenBMI_MI,1,TRAIN
20,1,PCA,0,8,0.25,-0.015979869291186333,100,OpenBMI_MI,1,TRAIN
20,1,PCA,0,9,0.25,0.030242111533880234,100,OpenBMI_MI,1,TRAIN
20,1,PCA,0,10,0.25,-0.02658837102353573,100,OpenBMI_MI,1,TRAIN
20,1,PCA,0,11,0.25,0.012238235212862492,100,OpenBMI_MI,1,TRAIN
20,1,PCA,0,12,0.25,-0.0034210875164717436,100,OpenBMI_MI,1,TRAIN
20,1,PCA,0,13,0.25,-0.010737912729382515,100,OpenBMI_MI,1,TRAIN
20,1,PCA,0,14,0.25,0.035762373358011246,100,OpenBMI_MI,1,TRAIN
20,1,PCA,0,15,0.25,0.031115209683775902,100,OpenBMI_MI,1,TRAIN
20,1,PCA,0,0,0.5,-0.015656985342502594,100,OpenBMI_MI,1,TRAIN
20,1,PCA,0,1,0.5,0.026631705462932587,100,OpenBMI_MI,1,TRAIN
20,1,PCA,0,2,0.5,0.045054882764816284,100,OpenBMI_MI,1,TRAIN
20,1,PCA,0,3,0.5,0.0003387928882148117,100,OpenBMI_MI,1,TRAIN
20,1,PCA,0,4,0.5,0.07358431816101074,100,OpenBMI_MI,1,TRAIN
20,1,PCA,0,5,0.5,0.002606329508125782,100,OpenBMI_MI,1,TRAIN
20,1,PCA,0,6,0.5,0.06107967346906662,100,OpenBMI_MI,1,TRAIN
20,1,PCA,0,7,0.5,-0.04071247950196266,100,OpenBMI_MI,1,TRAIN
20,1,PCA,0,8,0.5,-0.015956969931721687,100,OpenBMI_MI,1,TRAIN
20,1,PCA,0,9,0.5,0.030241718515753746,100,OpenBMI_MI,1,TRAIN
20,1,PCA,0,10,0.5,-0.02659687213599682,100,OpenBMI_MI,1,TRAIN
20,1,PCA,0,11,0.5,0.012241269461810589,100,OpenBMI_MI,1,TRAIN
20,1,PCA,0,12,0.5,-0.0034179333597421646,100,OpenBMI_MI,1,TRAIN
20,1,PCA,0,13,0.5,-0.01071830466389656,100,OpenBMI_MI,1,TRAIN
20,1,PCA,0,14,0.5,0.03575195372104645,100,OpenBMI_MI,1,TRAIN
20,1,PCA,0,15,0.5,0.031093599274754524,100,OpenBMI_MI,1,TRAIN
20,1,PCA,0,0,1.0,-0.01641210727393627,100,OpenBMI_MI,1,TRAIN
20,1,PCA,0,1,1.0,0.026383716613054276,100,OpenBMI_MI,1,TRAIN
20,1,PCA,0,2,1.0,0.0449276827275753,100,OpenBMI_MI,1,TRAIN
20,1,PCA,0,3,1.0,0.0002606112393550575,100,OpenBMI_MI,1,TRAIN
20,1,PCA,0,4,1.0,0.07386233657598495,100,OpenBMI_MI,1,TRAIN
20,1,PCA,0,5,1.0,0.002627607202157378,100,OpenBMI_MI,1,TRAIN
20,1,PCA,0,6,1.0,0.06097950413823128,100,OpenBMI_MI,1,TRAIN
20,1,PCA,0,7,1.0,-0.0407559871673584,100,OpenBMI_MI,1,TRAIN
20,1,PCA,0,8,1.0,-0.01594829186797142,100,OpenBMI_MI,1,TRAIN
20,1,PCA,0,9,1.0,0.030222997069358826,100,OpenBMI_MI,1,TRAIN
20,1,PCA,0,10,1.0,-0.026624197140336037,100,OpenBMI_MI,1,TRAIN
20,1,PCA,0,11,1.0,0.01227308064699173,100,OpenBMI_MI,1,TRAIN
20,1,PCA,0,12,1.0,-0.0033915815874934196,100,OpenBMI_MI,1,TRAIN
20,1,PCA,0,13,1.0,-0.010636875405907631,100,OpenBMI_MI,1,TRAIN
20,1,PCA,0,14,1.0,0.03568103909492493,100,OpenBMI_MI,1,TRAIN
20,1,PCA,0,15,1.0,0.03102077543735504,100,OpenBMI_MI,1,TRAIN
20,2,PCA,0,0,0.25,0.17682799696922302,100,OpenBMI_MI,1,TRAIN
20,2,PCA,0,1,0.25,0.04012424126267433,100,OpenBMI_MI,1,TRAIN
20,2,PCA,0,2,0.25,-0.11830057948827744,100,OpenBMI_MI,1,TRAIN
20,2,PCA,0,3,0.25,0.023633446544408798,100,OpenBMI_MI,1,TRAIN
20,2,PCA,0,4,0.25,0.08830475807189941,100,OpenBMI_MI,1,TRAIN
20,2,PCA,0,5,0.25,0.006673329044133425,100,OpenBMI_MI,1,TRAIN
20,2,PCA,0,6,0.25,0.1360877901315689,100,OpenBMI_MI,1,TRAIN
20,2,PCA,0,7,0.25,0.06384602934122086,100,OpenBMI_MI,1,TRAIN
20,2,PCA,0,8,0.25,-0.01206835824996233,100,OpenBMI_MI,1,TRAIN
20,2,PCA,0,9,0.25,0.04183001071214676,100,OpenBMI_MI,1,TRAIN
20,2,PCA,0,10,0.25,-0.0246773362159729,100,OpenBMI_MI,1,TRAIN
20,2,PCA,0,11,0.25,-0.027995197102427483,100,OpenBMI_MI,1,TRAIN
20,2,PCA,0,12,0.25,-0.005970056634396315,100,OpenBMI_MI,1,TRAIN
20,2,PCA,0,13,0.25,0.001169662456959486,100,OpenBMI_MI,1,TRAIN
20,2,PCA,0,14,0.25,0.05744731426239014,100,OpenBMI_MI,1,TRAIN
20,2,PCA,0,15,0.25,0.015217422507703304,100,OpenBMI_MI,1,TRAIN
20,2,PCA,0,0,0.5,0.1769668608903885,100,OpenBMI_MI,1,TRAIN
20,2,PCA,0,1,0.5,0.040109168738126755,100,OpenBMI_MI,1,TRAIN
20,2,PCA,0,2,0.5,-0.11825574189424515,100,OpenBMI_MI,1,TRAIN
20,2,PCA,0,3,0.5,0.023507962003350258,100,OpenBMI_MI,1,TRAIN
20,2,PCA,0,4,0.5,0.08829839527606964,100,OpenBMI_MI,1,TRAIN
20,2,PCA,0,5,0.5,0.006688954774290323,100,OpenBMI_MI,1,TRAIN
20,2,PCA,0,6,0.5,0.13612842559814453,100,OpenBMI_MI,1,TRAIN
20,2,PCA,0,7,0.5,0.06386863440275192,100,OpenBMI_MI,1,TRAIN
20,2,PCA,0,8,0.5,-0.012032454833388329,100,OpenBMI_MI,1,TRAIN
20,2,PCA,0,9,0.5,0.04180331155657768,100,OpenBMI_MI,1,TRAIN
20,2,PCA,0,10,0.5,-0.02464219555258751,100,OpenBMI_MI,1,TRAIN
20,2,PCA,0,11,0.5,-0.02800649404525757,100,OpenBMI_MI,1,TRAIN
20,2,PCA,0,12,0.5,-0.005931886378675699,100,OpenBMI_MI,1,TRAIN
20,2,PCA,0,13,0.5,0.0012048506177961826,100,OpenBMI_MI,1,TRAIN
20,2,PCA,0,14,0.5,0.05742806941270828,100,OpenBMI_MI,1,TRAIN
20,2,PCA,0,15,0.5,0.01522667147219181,100,OpenBMI_MI,1,TRAIN
20,2,PCA,0,0,1.0,0.17527784407138824,100,OpenBMI_MI,1,TRAIN
20,2,PCA,0,1,1.0,0.04006286710500717,100,OpenBMI_MI,1,TRAIN
20,2,PCA,0,2,1.0,-0.11821133643388748,100,OpenBMI_MI,1,TRAIN
20,2,PCA,0,3,1.0,0.023295089602470398,100,OpenBMI_MI,1,TRAIN
20,2,PCA,0,4,1.0,0.08822474628686905,100,OpenBMI_MI,1,TRAIN
20,2,PCA,0,5,1.0,0.006713138427585363,100,OpenBMI_MI,1,TRAIN
20,2,PCA,0,6,1.0,0.13613715767860413,100,OpenBMI_MI,1,TRAIN
20,2,PCA,0,7,1.0,0.06395025551319122,100,OpenBMI_MI,1,TRAIN
20,2,PCA,0,8,1.0,-0.011825974099338055,100,OpenBMI_MI,1,TRAIN
20,2,PCA,0,9,1.0,0.04173096641898155,100,OpenBMI_MI,1,TRAIN
20,2,PCA,0,10,1.0,-0.024544732645154,100,OpenBMI_MI,1,TRAIN
20,2,PCA,0,11,1.0,-0.028028927743434906,100,OpenBMI_MI,1,TRAIN
20,2,PCA,0,12,1.0,-0.005847937427461147,100,OpenBMI_MI,1,TRAIN
20,2,PCA,0,13,1.0,0.0013123282697051764,100,OpenBMI_MI,1,TRAIN
20,2,PCA,0,14,1.0,0.05737386271357536,100,OpenBMI_MI,1,TRAIN
20,2,PCA,0,15,1.0,0.015240393579006195,100,OpenBMI_MI,1,TRAIN
21,1,PCA,0,0,0.25,0.047905124723911285,100,OpenBMI_MI,1,TRAIN
21,1,PCA,0,1,0.25,-0.06594900786876678,100,OpenBMI_MI,1,TRAIN
21,1,PCA,0,2,0.25,0.011594302952289581,100,OpenBMI_MI,1,TRAIN
21,1,PCA,0,3,0.25,-0.011896202340722084,100,OpenBMI_MI,1,TRAIN
21,1,PCA,0,4,0.25,-0.008640104904770851,100,OpenBMI_MI,1,TRAIN
21,1,PCA,0,5,0.25,0.026926329359412193,100,OpenBMI_MI,1,TRAIN
21,1,PCA,0,6,0.25,0.12165015190839767,100,OpenBMI_MI,1,TRAIN
21,1,PCA,0,7,0.25,0.07273776084184647,100,OpenBMI_MI,1,TRAIN
21,1,PCA,0,8,0.25,-0.010934417136013508,100,OpenBMI_MI,1,TRAIN
21,1,PCA,0,9,0.25,0.028436116874217987,100,OpenBMI_MI,1,TRAIN
21,1,PCA,0,10,0.25,-0.009634260088205338,100,OpenBMI_MI,1,TRAIN
21,1,PCA,0,11,0.25,-0.013474863953888416,100,OpenBMI_MI,1,TRAIN
21,1,PCA,0,12,0.25,-0.005584399215877056,100,OpenBMI_MI,1,TRAIN
21,1,PCA,0,13,0.25,-0.020281828939914703,100,OpenBMI_MI,1,TRAIN
21,1,PCA,0,14,0.25,-0.032564032822847366,100,OpenBMI_MI,1,TRAIN
21,1,PCA,0,15,0.25,-0.013550622388720512,100,OpenBMI_MI,1,TRAIN
21,1,PCA,0,0,0.5,0.04727647453546524,100,OpenBMI_MI,1,TRAIN
21,1,PCA,0,1,0.5,-0.06590919941663742,100,OpenBMI_MI,1,TRAIN
21,1,PCA,0,2,0.5,0.01164715550839901,100,OpenBMI_MI,1,TRAIN
21,1,PCA,0,3,0.5,-0.01193351112306118,100,OpenBMI_MI,1,TRAIN
21,1,PCA,0,4,0.5,-0.008596238680183887,100,OpenBMI_MI,1,TRAIN
21,1,PCA,0,5,0.5,0.0269002728164196,100,OpenBMI_MI,1,TRAIN
21,1,PCA,0,6,0.5,0.12169187515974045,100,OpenBMI_MI,1,TRAIN
21,1,PCA,0,7,0.5,0.07284177839756012,100,OpenBMI_MI,1,TRAIN
21,1,PCA,0,8,0.5,-0.01089912373572588,100,OpenBMI_MI,1,TRAIN
21,1,PCA,0,9,0.5,0.02845505066215992,100,OpenBMI_MI,1,TRAIN
21,1,PCA,0,10,0.5,-0.009656377136707306,100,OpenBMI_MI,1,TRAIN
21,1,PCA,0,11,0.5,-0.013432924635708332,100,OpenBMI_MI,1,TRAIN
21,1,PCA,0,12,0.5,-0.005589887499809265,100,OpenBMI_MI,1,TRAIN
21,1,PCA,0,13,0.5,-0.020297784358263016,100,OpenBMI_MI,1,TRAIN
21,1,PCA,0,14,0.5,-0.03247003257274628,100,OpenBMI_MI,1,TRAIN
21,1,PCA,0,15,0.5,-0.013520121574401855,100,OpenBMI_MI,1,TRAIN
21,1,PCA,0,0,1.0,0.04480576142668724,100,OpenBMI_MI,1,TRAIN
21,1,PCA,0,1,1.0,-0.06584315001964569,100,OpenBMI_MI,1,TRAIN
21,1,PCA,0,2,1.0,0.011849824339151382,100,OpenBMI_MI,1,TRAIN
21,1,PCA,0,3,1.0,-0.01208203099668026,100,OpenBMI_MI,1,TRAIN
21,1,PCA,0,4,1.0,-0.008467119187116623,100,OpenBMI_MI,1,TRAIN
21,1,PCA,0,5,1.0,0.02686627209186554,100,OpenBMI_MI,1,TRAIN
