task,fold,stage,basis_type,basis_draw,direction,session,n_subjects,U_P_subject_equal_mean,U_C_subject_equal_mean,U_total_subject_equal_mean,U_int_subject_equal_mean,delta_p_norm_subject_equal_mean,U_P_positive_subject_fraction
OpenBMI_MI,0,TRAIN,RANDOM,0,4,2,26,0.00026591576953740936,0.000465904730775107,0.0007446903662359825,1.2869915237318379e-05,0.007781475603293914,0.6153846153846154
OpenBMI_MI,0,TRAIN,RANDOM,0,5,1,26,7.2232088803922616e-06,-0.00018937754143385414,-0.00018136035298364452,7.939825883600366e-07,0.008236321065431604,0.5384615384615384
OpenBMI_MI,0,TRAIN,RANDOM,0,5,2,26,-3.956902883846151e-05,-0.0002342644522566563,-0.00027331115183397534,5.223258139171077e-07,0.00821458618156612,0.46153846153846156
OpenBMI_MI,0,TRAIN,RANDOM,0,6,1,26,-3.568020306724625e-05,-0.00013258892150903333,-0.000170494579254392,-2.22545978363524e-06,0.009350885798294958,0.4230769230769231
OpenBMI_MI,0,TRAIN,RANDOM,0,6,2,26,-6.796353154597385e-05,-0.00020244564369092515,-0.0002718307897129517,-1.4216166354877112e-06,0.00940274832268747,0.38461538461538464
OpenBMI_MI,0,TRAIN,RANDOM,0,7,1,26,-4.2429199975930925e-05,0.0012942901524253942,0.0012506045256416725,-1.2564945768972918e-06,0.008858939471582953,0.3076923076923077
OpenBMI_MI,0,TRAIN,RANDOM,0,7,2,26,-9.373310606537625e-05,0.0009543385085635236,0.0008594273632087817,-1.1780800761584942e-06,0.009068620229999606,0.3076923076923077
OpenBMI_MI,0,TRAIN,RANDOM,0,8,1,26,-1.0729705986879988e-05,-6.338445326456657e-05,-7.229024700231654e-05,1.8239107263822846e-06,0.004529470174859922,0.5384615384615384
OpenBMI_MI,0,TRAIN,RANDOM,0,8,2,26,7.113371909256854e-05,0.00020494490800396865,0.00027735991275571554,1.2812878115762662e-06,0.0045395204260085635,0.6923076923076923
OpenBMI_MI,0,TRAIN,RANDOM,0,9,1,26,7.522507817506827e-05,-0.0004818773769119826,-0.00041607202204501774,-9.419720308519922e-06,0.009924648992287425,0.6153846153846154
OpenBMI_MI,0,TRAIN,RANDOM,0,9,2,26,-0.00022530568765852458,0.0001902308162103649,-4.1967740344261983e-05,-6.892827240807702e-06,0.0100455829121459,0.38461538461538464
OpenBMI_MI,0,TRAIN,RANDOM,0,10,1,26,0.0003450931009795638,-0.0007013326472728155,-0.0003752828866149335,-1.9043337068489145e-05,0.00581149783773491,0.4230769230769231
OpenBMI_MI,0,TRAIN,RANDOM,0,10,2,26,0.00021701820332964417,-0.0004047197883035271,-0.00019968684374851783,-1.198525048861344e-05,0.006046637122590954,0.5384615384615384
OpenBMI_MI,0,TRAIN,RANDOM,0,11,1,26,3.488665256904474e-05,-0.0004217690562444869,-0.0003847881265615937,2.094283683089333e-06,0.008443279209761666,0.5
OpenBMI_MI,0,TRAIN,RANDOM,0,11,2,26,9.310660444201018e-06,-0.0003166928889256199,-0.0003064024966848732,9.797312842631565e-07,0.008571569127245592,0.46153846153846156
OpenBMI_MI,0,TRAIN,RANDOM,0,12,1,26,4.154958752713775e-05,-0.0003199868530058526,-0.0002727246783951369,5.7125836686002285e-06,0.010503942128987266,0.5384615384615384
OpenBMI_MI,0,TRAIN,RANDOM,0,12,2,26,-0.00034505272504667606,-0.0003421208482625214,-0.0006833110923113194,3.862464079308946e-06,0.010455610051464576,0.3076923076923077
OpenBMI_MI,0,TRAIN,RANDOM,0,13,1,26,-0.00025732341153063596,-0.0002661206051120993,-0.0005189324737539908,4.511535711169647e-06,0.007289287383453204,0.4230769230769231
OpenBMI_MI,0,TRAIN,RANDOM,0,13,2,26,0.00022669332863118214,-0.00015860179393292547,7.131655785577514e-05,3.225038226968462e-06,0.00731234044696276,0.6538461538461539
OpenBMI_MI,0,TRAIN,RANDOM,0,14,1,26,0.00011652681209502938,-0.00017414376288098327,-5.505714859911957e-05,2.5597930984461596e-06,0.004547152489137191,0.7307692307692307
OpenBMI_MI,0,TRAIN,RANDOM,0,14,2,26,-3.268680521054753e-06,-0.00018564632297896495,-0.00018712084588164894,1.7941427918034292e-06,0.004766471827259431,0.6153846153846154
OpenBMI_MI,0,TRAIN,RANDOM,0,15,1,26,-4.3287317496903525e-05,-0.00020798220038369225,-0.0002605706340546021,-9.30114142122945e-06,0.00792025146074593,0.5
OpenBMI_MI,0,TRAIN,RANDOM,0,15,2,26,0.00024954427527308534,-0.00030378534938790835,-6.175992207492807e-05,-7.5188651530529915e-06,0.007991778198629618,0.5769230769230769
OpenBMI_MI,0,TRAIN,RANDOM,1,0,1,26,0.0001403018030452166,0.00010875233092869726,0.00025319514287940157,4.141004070517668e-06,0.004892169265076518,0.5769230769230769
OpenBMI_MI,0,TRAIN,RANDOM,1,0,2,26,-0.0001711599730137655,-0.00043495455457349843,-0.0006033824429323431,2.7320677330723042e-06,0.004740143767916239,0.4230769230769231
OpenBMI_MI,0,TRAIN,RANDOM,1,1,1,26,-1.4799515838603838e-05,-0.00025538501316847175,-0.0002686263335188134,1.5582000892996243e-06,0.004012241592415824,0.4230769230769231
OpenBMI_MI,0,TRAIN,RANDOM,1,1,2,26,-1.6004656992243745e-05,-0.00014071982825323805,-0.0001558153988718494,9.090854668705525e-07,0.004091535488931606,0.4230769230769231
OpenBMI_MI,0,TRAIN,RANDOM,1,2,1,26,0.00019563599843107883,-5.649997645098036e-05,0.00014198762717289635,2.8515979452619763e-06,0.006555607900596582,0.5769230769230769
OpenBMI_MI,0,TRAIN,RANDOM,1,2,2,26,-2.4340009496462208e-05,-0.00015650735468415616,-0.0001788967694245422,1.9505849172455432e-06,0.006473829933943657,0.5384615384615384
OpenBMI_MI,0,TRAIN,RANDOM,1,3,1,26,0.00032377262718560256,0.0014177953300811797,0.0017684973029715295,2.6929312927957373e-05,0.00423605299483125,0.6538461538461539
OpenBMI_MI,0,TRAIN,RANDOM,1,3,2,26,-6.429588840826629e-06,-0.00014328663005121949,-0.0001328034486505203,1.6912803558943015e-05,0.004397935493705938,0.4230769230769231
OpenBMI_MI,0,TRAIN,RANDOM,1,4,1,26,0.0006869167691023065,-0.0004400223239757067,0.0002476670128397875,7.725678946494204e-07,0.006169238065082867,0.7692307692307693
OpenBMI_MI,0,TRAIN,RANDOM,1,4,2,26,0.0007619378464788987,-0.00026700178120965854,0.0004964568390557991,1.520769494060932e-06,0.006115040329929728,0.7307692307692307
OpenBMI_MI,0,TRAIN,RANDOM,1,5,1,26,0.00012815659535520425,-3.724519214861525e-05,9.342001878674357e-05,2.5086305354394567e-06,0.00786529744688708,0.6538461538461539
OpenBMI_MI,0,TRAIN,RANDOM,1,5,2,26,-6.803551808004089e-05,-0.00024952311217090866,-0.00031612822483741463,1.4304025639169447e-06,0.007883018276725825,0.4230769230769231
OpenBMI_MI,0,TRAIN,RANDOM,1,6,1,26,0.0008627030049235775,0.00010884751010564742,0.0009881324804155156,1.6581943432706445e-05,0.009531431437398378,0.7307692307692307
OpenBMI_MI,0,TRAIN,RANDOM,1,6,2,26,0.0010214377553683545,0.00021907624446052627,0.001253029031571574,1.2514983880534532e-05,0.009710802051883478,0.5769230769230769
OpenBMI_MI,0,TRAIN,RANDOM,1,7,1,26,0.0003459471425650498,0.00023312950529193936,0.0005955215937529618,1.644493875993738e-05,0.0064785844789674646,0.6153846153846154
OpenBMI_MI,0,TRAIN,RANDOM,1,7,2,26,0.0004800125384812978,0.0004899473514552272,0.000978629011954651,8.669111597196907e-06,0.0064650433084282736,0.6153846153846154
OpenBMI_MI,0,TRAIN,RANDOM,1,8,1,26,-0.00045644491113377555,1.9253089983696835e-05,-0.00044707904477875744,-9.887235715147278e-06,0.005588902142615273,0.38461538461538464
OpenBMI_MI,0,TRAIN,RANDOM,1,8,2,26,-0.000544762418800159,0.00020192047766333696,-0.00034961973534126836,-6.777793112943387e-06,0.005507359012531547,0.3076923076923077
OpenBMI_MI,0,TRAIN,RANDOM,1,9,1,26,-6.255768102374322e-06,-0.0003029496257603079,-0.0003080132726329164,1.192121555522345e-06,0.003166399708089347,0.6538461538461539
OpenBMI_MI,0,TRAIN,RANDOM,1,9,2,26,-1.593855236373761e-05,-0.00012282485795367393,-0.00013765899571948327,1.1044110310037397e-06,0.0033427736399551998,0.5769230769230769
OpenBMI_MI,0,TRAIN,RANDOM,1,10,1,26,-0.00014109761776545874,-0.00012025448002252512,-0.0002662068604527471,-4.85476964557235e-06,0.004720922263983924,0.2692307692307692
OpenBMI_MI,0,TRAIN,RANDOM,1,10,2,26,-0.00014841632971113612,0.00018657503012666263,3.569163471603623e-05,-2.46706489247773e-06,0.0048503803734022835,0.4230769230769231
OpenBMI_MI,0,TRAIN,RANDOM,1,11,1,26,0.00043614436659621645,-0.00020893249165965244,0.0002340066768318558,6.7948177458604805e-06,0.009538030789162103,0.6923076923076923
OpenBMI_MI,0,TRAIN,RANDOM,1,11,2,26,-5.992468084934024e-05,-0.00029225354342088394,-0.0003499281251256784,2.25011400144782e-06,0.009528312760476883,0.34615384615384615
OpenBMI_MI,0,TRAIN,RANDOM,1,12,1,26,-6.125841865958556e-05,-0.000354230324004535,-0.0004130124833986534,2.476269237114628e-06,0.004041789260764535,0.5
OpenBMI_MI,0,TRAIN,RANDOM,1,12,2,26,-0.00016503948420274985,-0.000398723063671451,-0.0005624322385791367,1.3303240951227754e-06,0.003965756470838992,0.38461538461538464
OpenBMI_MI,0,TRAIN,RANDOM,1,13,1,26,6.635902410870095e-05,-0.000555056240745426,-0.0004922185605839611,-3.5213392663990817e-06,0.0063969595805526925,0.6153846153846154
OpenBMI_MI,0,TRAIN,RANDOM,1,13,2,26,0.00011002049366372655,-0.0005754128947746023,-0.00046723912943819485,-1.8467353103145656e-06,0.006645718858075829,0.5384615384615384
OpenBMI_MI,0,TRAIN,RANDOM,1,14,1,26,-0.00014856868354120076,-0.0002143215043850852,-0.0003688466395033174,-5.956458355609147e-06,0.007681388730326524,0.6153846153846154
OpenBMI_MI,0,TRAIN,RANDOM,1,14,2,26,-0.00019956101767512827,3.5840961852675086e-05,-0.00016768793900085328,-3.967878342336917e-06,0.007926369103817986,0.4230769230769231
OpenBMI_MI,0,TRAIN,RANDOM,1,15,1,26,0.0003570455742542086,-0.0006445341902970261,-0.00030053875364571397,-1.3050136055006498e-05,0.00437212387064042,0.6538461538461539
OpenBMI_MI,0,TRAIN,RANDOM,1,15,2,26,-5.410521078794353e-05,-0.00017420075864020662,-0.00023639288708811643,-8.086920335979532e-06,0.004350431200761635,0.46153846153846156
OpenBMI_MI,0,TRAIN,RANDOM,2,0,1,26,-0.00013982572916295164,-0.00016342460080173064,-0.00030450477760706027,-1.254471451025333e-06,0.009848931661018958,0.5384615384615384
OpenBMI_MI,0,TRAIN,RANDOM,2,0,2,26,-9.774031283226438e-05,-0.00023889994652283628,-0.00033910878986576933,-2.4685205972310505e-06,0.009907696378202392,0.4230769230769231
OpenBMI_MI,0,TRAIN,RANDOM,2,1,1,26,5.012534771035112e-05,0.00019990351686898904,0.00025685496802907437,6.82610160888194e-06,0.002733192093168887,0.6153846153846154
OpenBMI_MI,0,TRAIN,RANDOM,2,1,2,26,-2.732090601616969e-05,-0.00041681326884967205,-0.0004405966589659399,3.5375069994317917e-06,0.002680908485602301,0.5
OpenBMI_MI,0,TRAIN,RANDOM,2,2,1,26,8.804159621761825e-05,0.0005961720177695567,0.0006949180259163348,1.0704455497454126e-05,0.003257899674980973,0.6153846153846154
OpenBMI_MI,0,TRAIN,RANDOM,2,2,2,26,9.986279120801974e-05,8.147890296710942e-05,0.00018720264499559283,5.860870254755705e-06,0.003208479181361886,0.5769230769230769
OpenBMI_MI,0,TRAIN,RANDOM,2,3,1,26,0.0002776210213386758,-0.0007332897612986227,-0.0004590852919276446,-3.4165497092649625e-06,0.00958765514839727,0.7307692307692307
OpenBMI_MI,0,TRAIN,RANDOM,2,3,2,26,0.0002475065442782719,-0.0005698694316938949,-0.0003247015222139173,-2.338636979113919e-06,0.009534581027065333,0.6538461538461539
OpenBMI_MI,0,TRAIN,RANDOM,2,4,1,26,0.00017058351263935596,0.0005035950033253847,0.0006835269445078806,9.348409627399144e-06,0.0065583920357032465,0.6538461538461539
OpenBMI_MI,0,TRAIN,RANDOM,2,4,2,26,0.0004222262869006954,0.001330840722612965,0.0017597559092861887,6.688936440906008e-06,0.006567532035450523,0.8461538461538461
OpenBMI_MI,0,TRAIN,RANDOM,2,5,1,26,-7.681510200759825e-05,-0.0005999366355983791,-0.0006657395323810095,1.1012210262169201e-05,0.0068138314661784815,0.5
OpenBMI_MI,0,TRAIN,RANDOM,2,5,2,26,-0.00032517250026732934,-0.00047876891396579315,-0.0007948386467502972,9.10277268782413e-06,0.006971196862510764,0.4230769230769231
OpenBMI_MI,0,TRAIN,RANDOM,2,6,1,26,-5.188654810039085e-05,-0.00029669430009212543,-0.0003501554916650863,-1.5746429527806727e-06,0.006907005901806629,0.38461538461538464
OpenBMI_MI,0,TRAIN,RANDOM,2,6,2,26,-2.1540394096921143e-05,3.284642634053643e-05,1.0197566902766434e-05,-1.1084601183597442e-06,0.006664738067998909,0.46153846153846156
OpenBMI_MI,0,TRAIN,RANDOM,2,7,1,26,-1.3596653074133568e-05,-0.00019018983242019132,-0.00020532072393017678,-1.5342464957294274e-06,0.006792919441627769,0.4230769230769231
OpenBMI_MI,0,TRAIN,RANDOM,2,7,2,26,-4.883871196607988e-05,-0.00022433653515900704,-0.0002746844975962841,-1.5092583746186742e-06,0.006833681102412252,0.46153846153846156
OpenBMI_MI,0,TRAIN,RANDOM,2,8,1,26,0.0001218243624477439,-0.0003008683250720004,-0.00018662594629859086,-7.581974456955392e-06,0.006958967325492547,0.5384615384615384
OpenBMI_MI,0,TRAIN,RANDOM,2,8,2,26,3.3429926759527445e-05,-0.00030989505830802955,-0.0002810322796274424,-4.567131415893317e-06,0.0070545392809435725,0.5
OpenBMI_MI,0,TRAIN,RANDOM,2,9,1,26,-0.00014611873481184235,-2.417887061220916e-05,-0.00016898644641444733,1.3111503218528223e-06,0.005872591532981739,0.46153846153846156
OpenBMI_MI,0,TRAIN,RANDOM,2,9,2,26,-0.00017159111376503672,-0.00017225270011504807,-0.0003424850832603764,1.3587308557588401e-06,0.005665102248223355,0.34615384615384615
OpenBMI_MI,0,TRAIN,RANDOM,2,10,1,26,3.7702178955302e-05,-0.0002651616555690103,-0.0002252314871629306,2.228001539842458e-06,0.00927945591795903,0.46153846153846156
OpenBMI_MI,0,TRAIN,RANDOM,2,10,2,26,0.00014586604335748305,-0.0002897420035878895,-0.00014242916810102403,1.446790985408615e-06,0.009220373028746018,0.6153846153846154
OpenBMI_MI,0,TRAIN,RANDOM,2,11,1,26,7.401980502226461e-05,-0.00010298659505609136,-4.602406177302608e-05,-1.7057293409659625e-05,0.006557614775374532,0.5769230769230769
OpenBMI_MI,0,TRAIN,RANDOM,2,11,2,26,-0.00020192261749448685,2.6137249033826476e-05,-0.00018723589619185077,-1.1450504989450285e-05,0.006587405868161183,0.4230769230769231
OpenBMI_MI,0,TRAIN,RANDOM,2,12,1,26,7.24863773659588e-05,3.147292570177412e-05,0.00010415980068501085,2.005008469679454e-07,0.005727811438891177,0.6538461538461539
OpenBMI_MI,0,TRAIN,RANDOM,2,12,2,26,-4.66422775564122e-05,-0.00010064698923228067,-0.00014728541562082962,3.8513832123499014e-09,0.005961220783109848,0.5
OpenBMI_MI,0,TRAIN,RANDOM,2,13,1,26,-3.745519125704259e-05,-0.0007457243062407753,-0.0007761038985755966,7.075590037157571e-06,0.0072233438169440395,0.5
OpenBMI_MI,0,TRAIN,RANDOM,2,13,2,26,-8.711371153297547e-05,-0.0005709932520403527,-0.0006537985897851356,4.308375567828849e-06,0.00704597826832189,0.46153846153846156
OpenBMI_MI,0,TRAIN,RANDOM,2,14,1,26,8.553080732991266e-05,-0.0008018677158711049,-0.00072932028622465,-1.2983353022159114e-05,0.0038972944827177203,0.5769230769230769
OpenBMI_MI,0,TRAIN,RANDOM,2,14,2,26,-4.204858522336088e-05,6.404518969177913e-06,-4.300189014499595e-05,-7.357823724655295e-06,0.003723414265550673,0.38461538461538464
OpenBMI_MI,0,TRAIN,RANDOM,2,15,1,26,0.00014085668366393432,0.0006656763429278866,0.0008144954130190085,7.96232661042058e-06,0.004763110487077098,0.5769230769230769
OpenBMI_MI,0,TRAIN,RANDOM,2,15,2,26,0.00015860902953608485,0.0010892952998871736,0.001251676627501953,3.7722833868568928e-06,0.004576634803715234,0.6923076923076923
OpenBMI_MI,0,TRAIN,RANDOM,3,0,1,26,7.739074198280623e-05,0.0002235702711634356,0.0003018325419711451,8.715259329943154e-07,0.0034526966449518045,0.5769230769230769
OpenBMI_MI,0,TRAIN,RANDOM,3,0,2,26,8.610301043832945e-05,0.00015835854572707412,0.0002450960091664456,6.344513252543038e-07,0.0035509175146356798,0.6538461538461539
OpenBMI_MI,0,TRAIN,RANDOM,3,1,1,26,2.166357808164321e-05,0.00037172623090625095,0.0003953473149942091,1.9574996414917223e-06,0.0021383580841267337,0.5
OpenBMI_MI,0,TRAIN,RANDOM,3,1,2,26,-3.646888028295227e-05,3.977191996594998e-06,-3.13102720191147e-05,1.1813955700891763e-06,0.0021321798782222546,0.46153846153846156
OpenBMI_MI,0,TRAIN,RANDOM,3,2,1,26,-0.00011830299878895927,-0.000535384545755208,-0.0006480633718848156,5.624171128951834e-06,0.00612664832554471,0.38461538461538464
OpenBMI_MI,0,TRAIN,RANDOM,3,2,2,26,-4.335233545414387e-06,-0.0002976856197234995,-0.00029869812267581717,3.3227297142100442e-06,0.006151150670260764,0.5
OpenBMI_MI,0,TRAIN,RANDOM,3,3,1,26,-0.0003307452596065839,0.0004472470016200812,0.00010515135727473535,-1.1350389260000016e-05,0.00833797979598435,0.38461538461538464
OpenBMI_MI,0,TRAIN,RANDOM,3,3,2,26,-9.594192194456879e-05,-0.00017990156986623054,-0.0002825551900269392,-6.7116979472267794e-06,0.008258059137285901,0.46153846153846156
OpenBMI_MI,0,TRAIN,RANDOM,3,4,1,26,0.00022383869810045537,-0.0008474283883445493,-0.0006306703850126583,-7.08069937725388e-06,0.009918024709734779,0.6538461538461539
OpenBMI_MI,0,TRAIN,RANDOM,3,4,2,26,-2.2304291353346063e-05,-0.0003324326013311153,-0.00035856770951935544,-3.8308163521350025e-06,0.009974290186969133,0.4230769230769231
OpenBMI_MI,0,TRAIN,RANDOM,3,5,1,26,-4.710670460693879e-05,-0.00031952786789938377,-0.0003628035363083025,3.831048383554721e-06,0.0039800969400228215,0.5769230769230769
OpenBMI_MI,0,TRAIN,RANDOM,3,5,2,26,6.392369994920536e-05,-0.00012885358424122946,-6.277794287038538e-05,2.1519397223484634e-06,0.0038532968073223648,0.6153846153846154
OpenBMI_MI,0,TRAIN,RANDOM,3,6,1,26,0.0001357377466494934,-0.00044443465237866173,-0.0003024274726787833,6.26943149156362e-06,0.006965469873438661,0.5384615384615384
OpenBMI_MI,0,TRAIN,RANDOM,3,6,2,26,-0.0002839167162234774,-0.0005480460582615566,-0.0008277101868281114,4.252579342479434e-06,0.007087715740243976,0.38461538461538464
OpenBMI_MI,0,TRAIN,RANDOM,3,7,1,26,-4.854222997717163e-05,-0.0002411456250858744,-0.00029619528098779626,-6.50742592037764e-06,0.004811828633627066,0.5384615384615384
OpenBMI_MI,0,TRAIN,RANDOM,3,7,2,26,-0.00010667052335450605,-4.9385309781568e-05,-0.0001603717383449503,-4.315909313626994e-06,0.004882842445602784,0.5
OpenBMI_MI,0,TRAIN,RANDOM,3,8,1,26,6.962055919337636e-05,-0.00026798721097083425,-0.0001974281130095243,9.385410375881356e-07,0.0045733328622121075,0.6923076923076923
OpenBMI_MI,0,TRAIN,RANDOM,3,8,2,26,-4.818183907236044e-06,-0.00034060958681108715,-0.0003448549682288488,5.728063645968554e-07,0.004685270008989251,0.4230769230769231
OpenBMI_MI,0,TRAIN,RANDOM,3,9,1,26,-0.00023415707311449715,-0.0002635604178067297,-0.0005143885181706327,-1.667102091792353e-05,0.008806438668845938,0.3076923076923077
OpenBMI_MI,0,TRAIN,RANDOM,3,9,2,26,-0.00010039135934046219,-0.00042423179852099006,-0.00053490859185191,-1.0285437729005655e-05,0.00862857629545033,0.34615384615384615
