task,fold,basis_type,basis_draw,direction,train_candidate,train_U_P,train_ci_lower,train_ci_upper,discovery_U_P,discovery_ci_lower,discovery_ci_upper,validated_status,route_type,train_U_C_subject_equal_mean,discovery_U_C_subject_equal_mean,train_U_total_subject_equal_mean,discovery_U_total_subject_equal_mean,train_U_int_subject_equal_mean,discovery_U_int_subject_equal_mean,train_delta_p_norm_subject_equal_mean,discovery_delta_p_norm_subject_equal_mean
OpenBMI_MI,0,PCA,0,0,C_UNSTABLE_OR_NEUTRAL,-0.0004809452646161215,-0.0033809086307883263,0.0025364947505295277,0.0037605060776210544,0.0004674296942539513,0.007152332458645105,NOT_STABLY_SIGNED,NOT_VALIDATED,-0.0034391540052988254,-0.007390120066702366,-0.003609208705781314,-0.003536094583978411,0.0003108905617145078,9.351963490189519e-05,0.05820741500848761,0.054998644006748997
OpenBMI_MI,0,PCA,0,1,C_PLUS_CANDIDATE,0.007633255022273471,0.0014495315263047814,0.013970848172903061,0.006450652164251854,-0.004942054860293865,0.018129335716366768,NOT_STABLY_SIGNED,NOT_VALIDATED,-0.003565957141500593,0.002221546446889988,0.004851316831683597,0.009426382244176542,0.0007840189308143846,0.0007541836797220943,0.09328275016294076,0.079527475250264
OpenBMI_MI,0,PCA,0,2,C_UNSTABLE_OR_NEUTRAL,-0.0008610951705262638,-0.011920630000531673,0.010348453186452389,0.02517253046001618,0.008834540843963623,0.0393327921628952,NOT_STABLY_SIGNED,NOT_VALIDATED,-0.002525485847190094,-0.005300346111956363,-0.0037352694495124384,0.01950283196250287,-0.00034868764074557333,-0.00036935311315270763,0.18320964520367292,0.16090125714739165
OpenBMI_MI,0,PCA,0,3,C_PLUS_CANDIDATE,0.0055158510240289615,0.0026713029947131872,0.00859137810766697,0.004511884898723413,-0.0017187451012432575,0.01240084134042263,NOT_STABLY_SIGNED,NOT_VALIDATED,0.0003661436388098921,-0.0019136900858332713,0.005771771955411308,0.0025700572781109563,-0.00011022300782315142,-2.8137576919107232e-05,0.056748475413769484,0.04478813707828522
OpenBMI_MI,0,PCA,0,4,C_UNSTABLE_OR_NEUTRAL,-0.0037008491646982012,-0.007833427749574184,0.00030230433912947774,0.0025775065587367862,-0.0020286384969949722,0.007723156362771988,NOT_STABLY_SIGNED,NOT_VALIDATED,-0.011727197870361404,-0.0062964293562496705,-0.012788811063029034,-0.0018726953227693837,0.002639235664341518,0.0018462272904192407,0.1183400982274459,0.1123772170394659
OpenBMI_MI,0,PCA,0,5,C_UNSTABLE_OR_NEUTRAL,-0.0011001114188939726,-0.002455697627738118,0.00010400807514088228,-0.0014562375145033002,-0.003931503277271986,0.0007246387540362775,NOT_STABLY_SIGNED,NOT_VALIDATED,0.014423857220978019,0.011290219539660029,0.013285023657282671,0.009753193327924237,-3.8722842278870164e-05,-8.078866373277076e-05,0.03802514124590044,0.02933309762738645
OpenBMI_MI,0,PCA,0,6,C_PLUS_CANDIDATE,0.02126636197723341,0.009579282253980637,0.03356504067778587,0.01600618683733046,0.003292097244411707,0.027945049107074738,VALIDATED_C_PLUS,ROUTE_TO_P,-0.005425936668941107,-0.017042434451771744,0.015876334374927234,-0.0008699722917905698,3.590899445253644e-05,0.00016627454503274444,0.15397685952484608,0.15021079406142235
OpenBMI_MI,0,PCA,0,7,C_UNSTABLE_OR_NEUTRAL,0.005366403009527578,-0.00040691427420824766,0.011103917844593525,0.000566200033063069,-0.00678749056532979,0.008999543264508247,NOT_STABLY_SIGNED,NOT_VALIDATED,-0.009289304781794691,-0.00013911193430734178,-0.009477529914105477,-0.002329951820380908,-0.005554628395027696,-0.0027570383778462806,0.12854310583609801,0.10785665114720662
OpenBMI_MI,0,PCA,0,8,C_UNSTABLE_OR_NEUTRAL,-0.0006411188274236898,-0.001891625695861876,0.0005437327781692147,0.00037497138934365165,-0.0026185056194663048,0.004377332981675863,NOT_STABLY_SIGNED,NOT_VALIDATED,-0.008119550201102426,-0.001316086253306518,-0.00888706151898497,-0.0009055398853282289,-0.00012639254871898558,3.5575059503874705e-05,0.10841439757496119,0.0961760397379597
OpenBMI_MI,0,PCA,0,9,C_PLUS_CANDIDATE,0.00791653513442725,0.003555255476385355,0.01243759784847498,0.006411786239671831,-0.0027605926152318716,0.016403013840317726,NOT_STABLY_SIGNED,NOT_VALIDATED,-0.011455946735692963,-0.011242152948398143,-0.004081014438550203,-0.0053122688113944605,-0.00054160262078977,-0.00048190249981416855,0.1690442911707438,0.1476901893814405
OpenBMI_MI,0,PCA,0,10,C_MINUS_CANDIDATE,-0.0069470141360607855,-0.011705955490469933,-0.0023008782882243395,0.0002992582691755767,-0.015166043303906918,0.015456563793122768,NOT_STABLY_SIGNED,NOT_VALIDATED,-0.00517237421525771,-0.004492089724711453,-0.012159241866006946,-0.0040843956618725015,-3.985294302730416e-05,0.00010843626352160148,0.13469436019659042,0.1258932982260982
