task,fold,basis_type,basis_draw,direction,train_candidate,validated_status,route_type,U_P,U_C,U_total,U_int
OpenBMI_MI,1,PCA,0,4,C_PLUS_CANDIDATE,VALIDATED_C_PLUS,ROUTE_TO_P_AND_KEEP_C,0.01622949926725899,0.01021939201746136,0.027013240828334045,0.0005643515608729407
OpenBMI_MI,1,PCA,0,6,C_PLUS_CANDIDATE,VALIDATED_C_PLUS,ROUTE_TO_P_AND_KEEP_C,0.030926773198492203,0.009464876076284176,0.042254315863829106,0.0018626658735835615
OpenBMI_MI,1,PCA,0,9,C_PLUS_CANDIDATE,VALIDATED_C_PLUS,ROUTE_TO_P,0.010911565603843579,-0.010069841363777718,0.0009619400710410749,0.00012021594602629193
OpenBMI_MI,1,PCA,0,15,C_PLUS_CANDIDATE,VALIDATED_C_PLUS,ROUTE_TO_P,0.01831469494694223,-0.015128477360121906,0.002083269204983177,-0.0011029488523490727
OpenBMI_MI,1,RANDOM,2,0,C_PLUS_CANDIDATE,VALIDATED_C_PLUS,ROUTE_TO_P_AND_KEEP_C,0.00036480528554723907,0.00082846912422004,0.0011999214642249474,6.647072704405825e-06
OpenBMI_MI,1,RANDOM,2,7,C_MINUS_CANDIDATE,VALIDATED_C_MINUS,BLOCK_FROM_P_KEEP_C,-0.00024723731985432096,0.0010163241022382863,0.0007655522955853181,-3.5345119897556287e-06
OpenBMI_MI,1,RANDOM,8,1,C_MINUS_CANDIDATE,VALIDATED_C_MINUS,HARMFUL_OVERALL,-0.0002046253539447207,-0.00035138264259633917,-0.0005517792305909097,4.22878817118999e-06
OpenBMI_MI,1,RANDOM,9,7,C_PLUS_CANDIDATE,VALIDATED_C_PLUS,ROUTE_TO_P_AND_KEEP_C,0.0006493013067180679,0.00015969470890316492,0.0008217659916833023,1.2769953589971314e-05
OpenBMI_MI,1,RANDOM,9,12,C_MINUS_CANDIDATE,VALIDATED_C_MINUS,BLOCK_FROM_P_KEEP_C,-0.00158143708085845,0.001082383560666737,-0.0005210409520562583,-2.1987395484757144e-05
OpenBMI_MI,1,RANDOM,9,14,C_MINUS_CANDIDATE,VALIDATED_C_MINUS,BLOCK_FROM_P_KEEP_C,-0.0007191610275185667,0.00014382775240543802,-0.0005827191913946687,-7.385915807844867e-06
OpenBMI_MI,1,RANDOM,10,1,C_MINUS_CANDIDATE,VALIDATED_C_MINUS,BLOCK_FROM_P_KEEP_C,-0.00036683960706795915,0.00041021504421223653,4.373823890091444e-05,3.6281221108917333e-07
OpenBMI_MI,1,RANDOM,11,9,C_PLUS_CANDIDATE,VALIDATED_C_PLUS,ROUTE_TO_P_AND_KEEP_C,0.000884147169017524,3.819786373545261e-05,0.0009385258896751717,1.6180854345293483e-05
OpenBMI_MI,1,RANDOM,11,14,C_MINUS_CANDIDATE,VALIDATED_C_MINUS,BLOCK_FROM_P_KEEP_C,-0.00017234237823989437,5.411639479765048e-05,-0.0001191320859940485,-9.060961533672677e-07
OpenBMI_MI,1,RANDOM,12,4,C_PLUS_CANDIDATE,VALIDATED_C_PLUS,ROUTE_TO_P_AND_KEEP_C,0.0004687575128627941,0.0008801191846335618,0.0013553876196965575,6.510944407030668e-06
OpenBMI_MI,1,RANDOM,13,1,C_PLUS_CANDIDATE,VALIDATED_C_PLUS,ROUTE_TO_P,0.0006868001461649934,-0.0007304420529787118,-4.665550962575556e-05,-3.0135984564102123e-06
OpenBMI_MI,1,RANDOM,13,9,C_MINUS_CANDIDATE,VALIDATED_C_MINUS,HARMFUL_OVERALL,-0.0006357387307313426,-0.0011986166427959688,-0.0018301473149525311,4.2080692447636165e-06
OpenBMI_MI,1,RANDOM,15,1,C_PLUS_CANDIDATE,VALIDATED_C_PLUS,ROUTE_TO_P_AND_KEEP_C,0.0006427107762950376,0.00011799873027484864,0.0007644487153205167,3.739222923589599e-06
OpenBMI_MI,1,RANDOM,15,10,C_PLUS_CANDIDATE,VALIDATED_C_PLUS,ROUTE_TO_P,0.0007619738122836376,-0.0010988565651738706,-0.0003597255587616625,-2.284280306715421e-05
OpenBMI_MI,1,RANDOM,15,15,C_PLUS_CANDIDATE,VALIDATED_C_PLUS,ROUTE_TO_P,0.0008308685567802362,-1.87625118996948e-05,0.0008288025613486146,1.6696514980670447e-05
OpenBMI_MI,1,RANDOM,17,9,C_MINUS_CANDIDATE,VALIDATED_C_MINUS,HARMFUL_OVERALL,-0.0005473556423870226,-0.00029856296381088515,-0.000848228478692666,-2.3098972334878454e-06
OpenBMI_MI,1,RANDOM,18,0,C_PLUS_CANDIDATE,VALIDATED_C_PLUS,ROUTE_TO_P,0.002422692186276739,-0.000860520830732033,0.0015438543287018547,-1.83172028679716e-05
OpenBMI_MI,1,RANDOM,18,4,C_PLUS_CANDIDATE,VALIDATED_C_PLUS,ROUTE_TO_P_AND_KEEP_C,0.0007316472692764364,0.00013656621922564227,0.0008716298058667841,3.416283630504798e-06
OpenBMI_MI,1,RANDOM,19,9,C_PLUS_CANDIDATE,VALIDATED_C_PLUS,ROUTE_TO_P_AND_KEEP_C,0.0005834619538897338,0.000737707334337756,0.0013529526913771406,3.1783431571360175e-05
OpenBMI_MI,2,PCA,0,1,C_MINUS_CANDIDATE,VALIDATED_C_MINUS,BLOCK_FROM_P_KEEP_C,-0.005368517384340521,0.013527824582221607,0.005739026620479611,-0.002420280480995037
OpenBMI_MI,2,PCA,0,2,C_PLUS_CANDIDATE,VALIDATED_C_PLUS,ROUTE_TO_P,0.037091767066158354,-0.02288411883637309,0.012102553087364262,-0.0021050976453504213
OpenBMI_MI,2,PCA,0,3,C_PLUS_CANDIDATE,VALIDATED_C_PLUS,ROUTE_TO_P,0.08001969499188515,-0.0021437532110818816,0.07879976887488738,0.0009238234003229687
OpenBMI_MI,2,PCA,0,7,C_PLUS_CANDIDATE,VALIDATED_C_PLUS,ROUTE_TO_P_AND_KEEP_C,0.012882149002204338,0.014867314389751604,0.030242748946572345,0.002493286980704094
OpenBMI_MI,2,PCA,0,10,C_PLUS_CANDIDATE,VALIDATED_C_PLUS,ROUTE_TO_P_AND_KEEP_C,0.014139229594244776,0.014023802864054838,0.029340668542621035,0.0011776343708334025
OpenBMI_MI,2,PCA,0,11,C_PLUS_CANDIDATE,VALIDATED_C_PLUS,ROUTE_TO_P_AND_KEEP_C,0.013010590298411747,0.006889781643015643,0.02138374260781954,0.00148337093317726
OpenBMI_MI,2,PCA,0,13,C_MINUS_CANDIDATE,VALIDATED_C_MINUS,HARMFUL_OVERALL,-0.0031833227888758606,-0.01816517792758532,-0.021225983519495156,0.000122517886135635
OpenBMI_MI,2,PCA,0,14,C_MINUS_CANDIDATE,VALIDATED_C_MINUS,BLOCK_FROM_P_KEEP_C,-0.003526076344617953,0.038828753672229745,0.035037555266171694,-0.0002651259152723166
OpenBMI_MI,2,RANDOM,0,0,C_MINUS_CANDIDATE,VALIDATED_C_MINUS,BLOCK_FROM_P_KEEP_C,-0.0006062114334781654,0.0005308270810928661,-7.791364320534437e-05,-2.52930447549223e-06
OpenBMI_MI,2,RANDOM,0,7,C_PLUS_CANDIDATE,VALIDATED_C_PLUS,ROUTE_TO_P_AND_KEEP_C,0.0010870393622705403,0.000756885113332828,0.0018466976810789977,2.773180597159808e-06
OpenBMI_MI,2,RANDOM,1,1,C_PLUS_CANDIDATE,VALIDATED_C_PLUS,ROUTE_TO_P,0.0024782213113212492,-0.0006952611323261711,0.0017779275840439368,-5.032569153703055e-06
OpenBMI_MI,2,RANDOM,2,0,C_PLUS_CANDIDATE,VALIDATED_C_PLUS,ROUTE_TO_P,0.001259797524350385,-0.001040661695090724,0.00019301160682516638,-2.612424998460483e-05
OpenBMI_MI,2,RANDOM,2,6,C_PLUS_CANDIDATE,VALIDATED_C_PLUS,ROUTE_TO_P,0.0011849015961615805,-0.000627195976752167,0.0005514180835840913,-6.287501548740693e-06
OpenBMI_MI,2,RANDOM,2,14,C_PLUS_CANDIDATE,VALIDATED_C_PLUS,ROUTE_TO_P_AND_KEEP_C,0.0012124060329673132,0.0006355264461793316,0.001869846385185762,2.191398925788235e-05
OpenBMI_MI,2,RANDOM,3,4,C_PLUS_CANDIDATE,VALIDATED_C_PLUS,ROUTE_TO_P,0.0005088144304560652,-0.00010235628178634215,0.000408920966341005,2.4628142559398234e-06
OpenBMI_MI,2,RANDOM,4,14,C_PLUS_CANDIDATE,VALIDATED_C_PLUS,ROUTE_TO_P,0.0007199431462746967,-0.0002484728000429944,0.00047398917862058926,2.518786763753648e-06
OpenBMI_MI,2,RANDOM,5,5,C_MINUS_CANDIDATE,VALIDATED_C_MINUS,HARMFUL_OVERALL,-0.00040367927931583836,-3.958102712431355e-05,-0.00044752943972525827,-4.2691267481131945e-06
OpenBMI_MI,2,RANDOM,6,3,C_MINUS_CANDIDATE,VALIDATED_C_MINUS,HARMFUL_OVERALL,-0.0007845319972451156,-0.000830640206913813,-0.0016127806751076907,2.3915370708967507e-06
OpenBMI_MI,2,RANDOM,8,5,C_MINUS_CANDIDATE,VALIDATED_C_MINUS,HARMFUL_OVERALL,-0.00010843963733956723,-7.752673051678964e-05,-0.00018464460238950173,1.3217702417023247e-06
OpenBMI_MI,2,RANDOM,9,12,C_MINUS_CANDIDATE,VALIDATED_C_MINUS,BLOCK_FROM_P_KEEP_C,-0.0012845610569153603,0.0008314377585823726,-0.00046130283347641427,-8.179588751507557e-06
OpenBMI_MI,2,RANDOM,10,0,C_PLUS_CANDIDATE,VALIDATED_C_PLUS,ROUTE_TO_P_AND_KEEP_C,0.002156228256353643,0.0010386085414211266,0.0032327708783365474,3.793394823029909e-05
OpenBMI_MI,2,RANDOM,10,3,C_PLUS_CANDIDATE,VALIDATED_C_PLUS,ROUTE_TO_P_AND_KEEP_C,0.0012155621527654148,0.0003592448829294881,0.0015772379883856047,2.430882335128596e-06
OpenBMI_MI,2,RANDOM,11,13,C_MINUS_CANDIDATE,VALIDATED_C_MINUS,BLOCK_FROM_P_KEEP_C,-0.00020261204705699734,0.00014040873899527165,-6.474322907479291e-05,-2.5399215767644514e-06
OpenBMI_MI,2,RANDOM,12,15,C_PLUS_CANDIDATE,VALIDATED_C_PLUS,ROUTE_TO_P,0.0014990797790233046,-0.0003201826966687804,0.0011738022015682266,-5.094856026251667e-06
OpenBMI_MI,2,RANDOM,14,3,C_PLUS_CANDIDATE,VALIDATED_C_PLUS,ROUTE_TO_P,0.0005592218785750447,-0.0009113143338860633,-0.0003568773903073937,-4.784918075984024e-06
OpenBMI_MI,2,RANDOM,15,1,C_PLUS_CANDIDATE,VALIDATED_C_PLUS,ROUTE_TO_P,0.0005677339455966527,-0.00012414278868770148,0.0004454587354606095,1.8675873837044794e-06
OpenBMI_MI,2,RANDOM,16,5,C_PLUS_CANDIDATE,VALIDATED_C_PLUS,ROUTE_TO_P,0.0003567411379966264,-0.00015393366402349784,0.0002044890122003077,1.6815401588191985e-06
OpenBMI_MI,2,RANDOM,16,15,C_PLUS_CANDIDATE,VALIDATED_C_PLUS,ROUTE_TO_P,0.0016702614545162457,-0.000703168657006851,0.000954185157752363,-1.2907696259389922e-05
OpenBMI_MI,2,RANDOM,17,4,C_PLUS_CANDIDATE,VALIDATED_C_PLUS,ROUTE_TO_P_AND_KEEP_C,0.0004322977035068713,0.0008221744813757444,0.0012616518627813396,7.179708518378902e-06
OpenBMI_MI,2,RANDOM,17,8,C_PLUS_CANDIDATE,VALIDATED_C_PLUS,ROUTE_TO_P_AND_KEEP_C,0.0018255536648818331,0.00048813780934627477,0.0023286531504709274,1.4961734336793597e-05
OpenBMI_MI,2,RANDOM,18,0,C_PLUS_CANDIDATE,VALIDATED_C_PLUS,ROUTE_TO_P_AND_KEEP_C,0.001480018745799801,0.00032377462533380214,0.0018049130521831103,1.1197477552589892e-06
OpenBMI_MI,2,RANDOM,19,0,C_MINUS_CANDIDATE,VALIDATED_C_MINUS,BLOCK_FROM_P_KEEP_C,-0.00024851977529275854,0.0017988973935037695,0.0015482393282582052,-2.138254553566791e-06
OpenBMI_MI,2,RANDOM,19,1,C_MINUS_CANDIDATE,VALIDATED_C_MINUS,HARMFUL_OVERALL,-0.0007589273106229181,-0.0002680274513598609,-0.0010237416330104072,3.213156014444015e-06
OpenBMI_MI,2,RANDOM,19,4,C_PLUS_CANDIDATE,VALIDATED_C_PLUS,ROUTE_TO_P_AND_KEEP_C,0.0014689203417219687,0.0012535377124246831,0.0027285858338170024,6.127823193461761e-06
OpenBMI_MI,2,RANDOM,19,7,C_MINUS_CANDIDATE,VALIDATED_C_MINUS,HARMFUL_OVERALL,-0.0006504422017314937,-0.0010090071339921753,-0.0016575264210890357,1.9228768858662684e-06
OpenBMI_MI,2,RANDOM,19,8,C_MINUS_CANDIDATE,VALIDATED_C_MINUS,BLOCK_FROM_P_KEEP_C,-0.00044067879813762073,0.0007934836676213308,0.00034459259874590015,-8.21227829798469e-06
OpenBMI_MI,3,PCA,0,0,C_PLUS_CANDIDATE,VALIDATED_C_PLUS,ROUTE_TO_P,0.006702045589918271,-0.005176638910294666,0.0023769226778919497,0.00085151674466033
OpenBMI_MI,3,PCA,0,1,C_PLUS_CANDIDATE,VALIDATED_C_PLUS,ROUTE_TO_P,0.06584715548281868,-0.00166276132222265,0.06882138301928838,0.004636985722754616
OpenBMI_MI,3,PCA,0,2,C_PLUS_CANDIDATE,VALIDATED_C_PLUS,ROUTE_TO_P_AND_KEEP_C,0.006442597659770399,0.006289780078077456,0.012911752778260658,0.00017937543518087296
OpenBMI_MI,3,PCA,0,4,C_PLUS_CANDIDATE,VALIDATED_C_PLUS,ROUTE_TO_P_AND_KEEP_C,0.018427945329979895,0.01914862582149605,0.0396048401016742,0.0020282701540660733
OpenBMI_MI,3,PCA,0,6,C_PLUS_CANDIDATE,VALIDATED_C_PLUS,ROUTE_TO_P,0.05063834914471954,-0.0036372123771191887,0.0465709010604769,-0.0004302321018864556
OpenBMI_MI,3,PCA,0,10,C_PLUS_CANDIDATE,VALIDATED_C_PLUS,ROUTE_TO_P,0.007898925003246404,-0.003320436478437235,0.004005156893981621,-0.000573331282187913
OpenBMI_MI,3,PCA,0,13,C_PLUS_CANDIDATE,VALIDATED_C_PLUS,ROUTE_TO_P,0.005325002030777644,-0.005950285354629159,-0.00023184249099964896,0.00039344018508321216
OpenBMI_MI,3,RANDOM,1,7,C_PLUS_CANDIDATE,VALIDATED_C_PLUS,ROUTE_TO_P_AND_KEEP_C,0.001103103681543871,0.00033387735370145794,0.0014476277174253482,1.0646699673581376e-05
OpenBMI_MI,3,RANDOM,1,8,C_PLUS_CANDIDATE,VALIDATED_C_PLUS,ROUTE_TO_P_AND_KEEP_C,0.0005668766189046437,0.0008464879629173083,0.0014282370545212568,1.4872532195416474e-05
OpenBMI_MI,3,RANDOM,1,9,C_MINUS_CANDIDATE,VALIDATED_C_MINUS,BLOCK_FROM_P_KEEP_C,-0.0007007073326311305,0.0007824519998393953,6.964583189983387e-05,-1.2098823958694993e-05
OpenBMI_MI,3,RANDOM,1,12,C_PLUS_CANDIDATE,VALIDATED_C_PLUS,ROUTE_TO_P_AND_KEEP_C,0.0014067793866464247,0.0008606627504074519,0.0022738125262549147,6.370426572625358e-06
OpenBMI_MI,3,RANDOM,1,13,C_MINUS_CANDIDATE,VALIDATED_C_MINUS,BLOCK_FROM_P_KEEP_C,-0.00036805093607957434,0.0005739546929059239,0.00020085510125985215,-5.048650109529262e-06
OpenBMI_MI,3,RANDOM,2,0,C_PLUS_CANDIDATE,VALIDATED_C_PLUS,ROUTE_TO_P,0.00037400425117084524,-7.34366382554678e-05,0.00030257627167884493,2.0086517148835505e-06
OpenBMI_MI,3,RANDOM,2,4,C_MINUS_CANDIDATE,VALIDATED_C_MINUS,BLOCK_FROM_P_KEEP_C,-0.000454406574059855,0.0003322169686725829,-0.00012492353804797554,-2.7339408508926986e-06
OpenBMI_MI,3,RANDOM,2,9,C_MINUS_CANDIDATE,VALIDATED_C_MINUS,BLOCK_FROM_P_KEEP_C,-9.73849514214938e-05,0.00039789260790712433,0.00030086090403832105,3.532630614699883e-07
OpenBMI_MI,3,RANDOM,2,14,C_PLUS_CANDIDATE,VALIDATED_C_PLUS,ROUTE_TO_P,0.0014676843008298117,-0.00010889409319740177,0.0013599552197168425,1.165022508094656e-06
OpenBMI_MI,3,RANDOM,3,14,C_PLUS_CANDIDATE,VALIDATED_C_PLUS,ROUTE_TO_P,0.0003550087797824138,-0.0004213591340279284,-6.773097281135658e-05,-1.3806174194996856e-06
OpenBMI_MI,3,RANDOM,3,15,C_PLUS_CANDIDATE,VALIDATED_C_PLUS,ROUTE_TO_P_AND_KEEP_C,0.00022169447402120568,0.00036742619613505667,0.0005901040943475285,9.834269511325526e-07
OpenBMI_MI,3,RANDOM,4,1,C_PLUS_CANDIDATE,VALIDATED_C_PLUS,ROUTE_TO_P_AND_KEEP_C,0.0004538071099583855,0.00027150503350033733,0.0007312735663920952,5.961439275855203e-06
OpenBMI_MI,3,RANDOM,4,2,C_PLUS_CANDIDATE,VALIDATED_C_PLUS,ROUTE_TO_P,0.00028589538608988124,-0.0006708377301644456,-0.0003853464302968253,-4.040822378925668e-07
OpenBMI_MI,3,RANDOM,5,5,C_MINUS_CANDIDATE,VALIDATED_C_MINUS,HARMFUL_OVERALL,-0.00010765545630420092,-0.00028837937376617145,-0.0003953589833448253,6.758421614942259e-07
OpenBMI_MI,3,RANDOM,5,7,C_MINUS_CANDIDATE,VALIDATED_C_MINUS,HARMFUL_OVERALL,-0.00012783898955603945,-6.54553769739626e-05,-0.0001925375187662818,7.568548243686024e-07
OpenBMI_MI,3,RANDOM,6,8,C_MINUS_CANDIDATE,VALIDATED_C_MINUS,HARMFUL_OVERALL,-0.00036107065110021114,-0.00011957701053688652,-0.0004796795180178985,9.681408442337631e-07
OpenBMI_MI,3,RANDOM,6,14,C_PLUS_CANDIDATE,VALIDATED_C_PLUS,ROUTE_TO_P,0.0008244883441269243,-0.0005594772893952419,0.0002612764393082519,-3.734615991864606e-06
OpenBMI_MI,3,RANDOM,7,2,C_MINUS_CANDIDATE,VALIDATED_C_MINUS,HARMFUL_OVERALL,-0.0003788973178113035,-0.00033563955245578353,-0.0007165144124883227,-1.977551725929061e-06
OpenBMI_MI,3,RANDOM,7,8,C_PLUS_CANDIDATE,VALIDATED_C_PLUS,ROUTE_TO_P_AND_KEEP_C,0.0007253284317509193,0.00024741183642618125,0.0009774247252304729,4.684428446921629e-06
OpenBMI_MI,3,RANDOM,8,3,C_MINUS_CANDIDATE,VALIDATED_C_MINUS,BLOCK_FROM_P_KEEP_C,-0.000342007046128856,0.000666009863683333,0.00032111103511548816,-2.8917628323021916e-06
OpenBMI_MI,3,RANDOM,8,9,C_MINUS_CANDIDATE,VALIDATED_C_MINUS,HARMFUL_OVERALL,-0.00017137808648233963,-0.0004044298220833298,-0.0005758127799708745,-4.867708014444361e-09
OpenBMI_MI,3,RANDOM,9,10,C_MINUS_CANDIDATE,VALIDATED_C_MINUS,HARMFUL_OVERALL,-0.0002881426170991593,-6.713544432083533e-05,-0.0003534378184989843,1.840243765607874e-06
OpenBMI_MI,3,RANDOM,10,3,C_PLUS_CANDIDATE,VALIDATED_C_PLUS,ROUTE_TO_P,0.0005197661594138481,-0.00025030870938280714,0.00026876774321256863,-6.896940476508462e-07
OpenBMI_MI,3,RANDOM,10,13,C_PLUS_CANDIDATE,VALIDATED_C_PLUS,ROUTE_TO_P,0.0010880023310164688,-0.00030572440058070544,0.0007822897120301301,1.1765740974093811e-08
OpenBMI_MI,3,RANDOM,11,0,C_PLUS_CANDIDATE,VALIDATED_C_PLUS,ROUTE_TO_P_AND_KEEP_C,0.0016815502604003996,0.0007906905487592061,0.0024943595490185544,2.211870010645119e-05
OpenBMI_MI,3,RANDOM,11,6,C_PLUS_CANDIDATE,VALIDATED_C_PLUS,ROUTE_TO_P_AND_KEEP_C,0.00024085135313119585,0.0005088179568701889,0.0007526371943337532,2.9678953528862926e-06
OpenBMI_MI,3,RANDOM,11,13,C_PLUS_CANDIDATE,VALIDATED_C_PLUS,ROUTE_TO_P,0.0008961068936817659,-0.0008754811642575078,2.108741955453297e-05,4.6169383457102714e-07
OpenBMI_MI,3,RANDOM,12,6,C_MINUS_CANDIDATE,VALIDATED_C_MINUS,BLOCK_FROM_P_KEEP_C,-0.0003163518027046545,0.0009317673717911626,0.0006130135667869278,-2.401998906146711e-06
OpenBMI_MI,3,RANDOM,12,8,C_PLUS_CANDIDATE,VALIDATED_C_PLUS,ROUTE_TO_P_AND_KEEP_C,0.0007150850312124627,0.001308184565762834,0.0020395964432585365,1.632687324596797e-05
OpenBMI_MI,3,RANDOM,12,9,C_PLUS_CANDIDATE,VALIDATED_C_PLUS,ROUTE_TO_P_AND_KEEP_C,0.00033837390219559893,2.1207290653061744e-05,0.0003592148039691286,-3.664008877043064e-07
OpenBMI_MI,3,RANDOM,13,7,C_MINUS_CANDIDATE,VALIDATED_C_MINUS,BLOCK_FROM_P_KEEP_C,-0.0004438403411768377,0.00023783484524149875,-0.00020496605634434673,1.0394243001125385e-06
