task,fold,basis_type,basis_draw,train_C_plus_candidates,train_C_minus_candidates,validated_C_plus,validated_C_minus,M_plus,M_minus,strongest_positive,strongest_negative,block_from_P_keep_C,C_plus_variance_fraction,C_minus_variance_fraction,train_C_plus_candidates_random_mean,train_C_plus_candidates_random_p95,train_C_plus_candidates_random_percentile,train_C_minus_candidates_random_mean,train_C_minus_candidates_random_p95,train_C_minus_candidates_random_percentile,validated_C_plus_random_mean,validated_C_plus_random_p95,validated_C_plus_random_percentile,validated_C_minus_random_mean,validated_C_minus_random_p95,validated_C_minus_random_percentile,M_plus_random_mean,M_plus_random_p95,M_plus_random_percentile,M_minus_random_mean,M_minus_random_p95,M_minus_random_percentile,strongest_positive_random_mean,strongest_positive_random_p95,strongest_positive_random_percentile,strongest_negative_random_mean,strongest_negative_random_p95,strongest_negative_random_percentile,block_from_P_keep_C_random_mean,block_from_P_keep_C_random_p95,block_from_P_keep_C_random_percentile
OpenBMI_ERP,0,RANDOM,17,10,2,8,1,0.017697550057941196,0.005815027066849628,0.005894429030983399,-0.001601511694995376,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_ERP,0,RANDOM,18,6,1,3,0,0.013264810009028832,0.0007357320922665166,0.0035635703097796068,-0.0003330347353767138,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_ERP,0,RANDOM,19,13,0,8,0,0.021260110057710335,0.0008148778166893559,0.0053587929481485235,-0.0008148778166893559,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_ERP,1,PCA,0,12,0,10,0,0.3784146678511509,0.022180129596866514,0.08751333101342122,-0.015682820230722427,0,0.3499652035534382,0.0,8.0,10.0,1.0,3.3,6.0,0.0,5.85,9.0,1.0,2.05,5.0,0.1,0.019377842472359443,0.03231933323513658,1.0,0.007691204115329242,0.02074121132409346,1.0,0.006207447326771861,0.014175913956326744,1.0,-0.003060411123054981,-0.0012245829687647831,0.0,0.95,2.0,0.3
OpenBMI_ERP,1,RANDOM,0,9,4,8,2,0.01974481404734737,0.006263779940259913,0.004719400831769842,-0.0027670143231072566,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_ERP,1,RANDOM,1,5,6,4,5,0.028466835885941084,0.017117590251473302,0.014175913956326744,-0.0048383449902758,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_ERP,1,RANDOM,2,9,1,8,0,0.01664082965999114,0.0038548749057554232,0.003464023526854968,-0.0016214712377404794,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_ERP,1,RANDOM,3,9,3,6,1,0.018517827696541644,0.0033674855583285535,0.003705352971640726,-0.0016625070232597257,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_ERP,1,RANDOM,4,8,3,7,3,0.020954833079921777,0.00889355500627668,0.005617311519624006,-0.0028537820168518615,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_ERP,1,RANDOM,5,10,2,9,2,0.03056135714496122,0.007293011279519609,0.008026865960952515,-0.0035845948811280928,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_ERP,1,RANDOM,6,6,4,2,2,0.005723076070826967,0.006586922316576723,0.0026084335675970274,-0.002070250988860304,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_ERP,1,RANDOM,7,9,3,5,2,0.012726564746420385,0.007124292711523595,0.0029902264941483736,-0.0038656837762876726,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_ERP,1,RANDOM,8,10,2,9,1,0.03231933323513658,0.0035756674806179944,0.007544979685917497,-0.0020928180735306037,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_ERP,1,RANDOM,9,9,5,6,4,0.013015658308328662,0.0058919935781887025,0.002216748044399234,-0.001481684331035164,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_ERP,1,RANDOM,10,8,5,3,1,0.011369084749086747,0.010706097138457455,0.0034979442631689985,-0.004929085909983162,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_ERP,1,RANDOM,11,10,3,6,2,0.019423736582515023,0.006283312935011054,0.005939675592041264,-0.0025747522519547297,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_ERP,1,RANDOM,12,5,2,5,2,0.020140641266758998,0.010590749359228843,0.008671407037278792,-0.0030165162606863305,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_ERP,1,RANDOM,13,7,3,6,3,0.015572456932204659,0.006731525776482765,0.006845738457438226,-0.001967513135544626,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_ERP,1,RANDOM,14,9,3,6,2,0.02011165611414375,0.007487899103731857,0.0064287608353576315,-0.004209522681170104,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_ERP,1,RANDOM,15,8,1,8,0,0.02684648031462681,0.004672670862116017,0.006544468463592541,-0.002875410712780043,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_ERP,1,RANDOM,16,10,2,6,1,0.017695966024575682,0.003503555579982276,0.005948565386158104,-0.0018332611780351726,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_ERP,1,RANDOM,17,5,6,2,4,0.015686055158084855,0.02074121132409346,0.010825764630377913,-0.007928194885607809,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_ERP,1,RANDOM,18,5,5,3,3,0.018356262848480277,0.011068380013057322,0.009060869284439832,-0.003811230834495897,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_ERP,1,RANDOM,19,9,3,8,1,0.023683379581295107,0.0020695071859033,0.005316496026352979,-0.0012245829687647831,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_ERP,2,PCA,0,15,0,11,0,0.6175709528809724,0.006563050614204258,0.10930216692698498,-0.006563050614204258,0,0.16336445976048708,0.0,12.05,15.0,1.0,1.15,3.0,0.3,7.85,11.0,1.0,0.55,2.0,0.55,0.024529591769995994,0.04372003532353119,1.0,0.002290436138767996,0.004950022242458848,1.0,0.005327300134899815,0.01328757661516041,1.0,-0.0014446435166026578,0.0004817507657814228,0.0,0.2,1.0,0.8
OpenBMI_ERP,2,RANDOM,0,10,2,9,2,0.022133217354166845,0.004950022242458848,0.004899023294759293,-0.002084592493095746,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_ERP,2,RANDOM,1,11,2,9,1,0.029588980114264512,0.0016973131481184585,0.0050578207592479885,-0.0013065372904748074,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_ERP,2,RANDOM,2,11,0,7,0,0.02629082321694417,0.0020641298084835094,0.006941098467147337,-0.0010158666394393852,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_ERP,2,RANDOM,3,13,2,5,1,0.025853045814225577,0.003525114488487209,0.00514593050077868,-0.003300596478463073,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_ERP,2,RANDOM,4,11,2,7,0,0.021877479889809592,0.001517004998883446,0.005761491707138096,-0.0008293279485466579,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_ERP,2,RANDOM,5,12,0,6,0,0.022327814742614766,0.002229246324835306,0.003534881820087321,-0.0012106971844332293,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_ERP,2,RANDOM,6,13,1,8,0,0.02641928916940136,0.0015419577054368954,0.007433343513791139,-0.0015419577054368954,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_ERP,2,RANDOM,7,14,0,11,0,0.03520338340937694,0.0,0.008067486885314187,0.0004817507657814228,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_ERP,2,RANDOM,8,15,0,10,0,0.04372003532353119,0.0,0.01328757661516041,0.0004379699457786046,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_ERP,2,RANDOM,9,13,2,7,1,0.025829338421923843,0.004363318583879542,0.006295644348332037,-0.0030581899288032823,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_ERP,2,RANDOM,10,11,1,8,1,0.023492444969633652,0.0021054360628719833,0.004965744400882007,-0.0009607192841940559,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_ERP,2,RANDOM,11,11,1,7,1,0.02190856637056034,0.003761758933251258,0.004308267491675603,-0.0026185065119837723,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_ERP,2,RANDOM,12,11,0,7,0,0.015477450590076105,0.0008734043074506795,0.002324021892491146,-0.0007471480225831328,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_ERP,2,RANDOM,13,12,3,8,2,0.012489625050951265,0.0046482250898710244,0.002715288780260986,-0.0031311904388833986,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_ERP,2,RANDOM,14,11,2,6,1,0.01770005206285119,0.004009498113039929,0.003653314614590878,-0.002516431634527786,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_ERP,2,RANDOM,15,12,1,9,0,0.02209028105911178,0.002104150586092146,0.003025130560975716,-0.0013106736745006249,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_ERP,2,RANDOM,16,11,2,8,1,0.02058472416441267,0.004697480862463503,0.003088200000396076,-0.002723407718197753,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_ERP,2,RANDOM,17,14,1,9,0,0.024008560552999825,0.00011238134296339315,0.00514814569032751,-0.00011238134296339315,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_ERP,2,RANDOM,18,13,1,7,0,0.017177197216824425,0.0008923694771662365,0.002971563163252237,-0.0006284560474796308,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_ERP,2,RANDOM,19,12,0,9,0,0.03641952590623987,0.0007159106996065626,0.007922028191387653,-0.0007159106996065626,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_ERP,3,PCA,0,15,1,13,0,0.5165056331267504,0.002364128767415726,0.09374856514235337,-0.002364128767415726,0,0.3024331461638212,0.0,11.7,14.0,1.0,1.2,2.0,0.5,8.75,12.0,1.0,0.35,2.0,0.7,0.022982392944644187,0.03682343869142339,1.0,0.001997199142090741,0.006353010463395018,0.7,0.005000036613940514,0.011671316932430878,1.0,-0.0011057582650209953,0.0003179225410955648,0.05,0.15,2.0,0.9
OpenBMI_ERP,3,RANDOM,0,9,2,4,0,0.010108519997023299,0.0031238104976788845,0.0020403153563772016,-0.002034532015386503,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_ERP,3,RANDOM,1,13,2,9,1,0.0314232030329246,0.0026434161585105658,0.011671316932430878,-0.0018303960872193177,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_ERP,3,RANDOM,2,14,2,11,1,0.025199728081436966,0.0011667177174482883,0.0038205976500951997,-0.0009217336773872375,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_ERP,3,RANDOM,3,10,2,9,2,0.017971634809043735,0.0037876934322108964,0.004594500962411985,-0.001675835155765526,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_ERP,3,RANDOM,4,13,1,10,0,0.03101310632549333,0.0011318003204602671,0.0038378291064873338,-0.0011318003204602671,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_ERP,3,RANDOM,5,9,2,6,0,0.01568105093186508,0.003400534595736341,0.0031735600399163864,-0.0020500776978830495,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_ERP,3,RANDOM,6,11,2,8,0,0.01739456396080641,0.0011973177057977107,0.003316794075847914,-0.0006362304323677866,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_ERP,3,RANDOM,7,12,2,10,1,0.020618646325715417,0.0020566265332793896,0.004252916297749228,-0.0009009293232035512,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_ERP,3,RANDOM,8,12,0,8,0,0.03391948041765621,0.0017821046652291745,0.009407124656718224,-0.0012950134453906987,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_ERP,3,RANDOM,9,13,2,9,1,0.0282147088097228,0.001784784831518967,0.008884644356536834,-0.0013935060026900221,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_ERP,3,RANDOM,10,9,2,9,1,0.015507896880080807,0.005342924508909164,0.002672437641498012,-0.0021102615113098486,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_ERP,3,RANDOM,11,14,0,11,0,0.02337938382451436,0.0,0.0043345546728232875,0.0003179225410955648,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_ERP,3,RANDOM,12,11,0,7,0,0.029894310984597418,0.0006258127638526881,0.006215397404351582,-0.0004323557889923298,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_ERP,3,RANDOM,13,13,0,12,0,0.03682343869142339,0.0006108586753725831,0.007542881906071368,-0.0003558467766803612,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_ERP,3,RANDOM,14,12,1,11,0,0.022115858113390157,0.0017423339771388178,0.0045486943624079386,-0.0009141795793160176,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_ERP,3,RANDOM,15,12,1,8,0,0.02488308218698876,0.0012203422734273772,0.005128400087414775,-0.0009506035603408236,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_ERP,3,RANDOM,16,11,0,6,0,0.015185907234595675,0.006353010463395018,0.004316760147048626,-0.0027227746710802117,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_ERP,3,RANDOM,17,12,1,9,0,0.02249454769435033,0.0009805366557884554,0.0037953932187519968,-0.00040340668480591074,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_ERP,3,RANDOM,18,10,2,6,0,0.014808361064609699,0.0009489874140247897,0.002461350435623899,-0.0006292354592005722,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_ERP,3,RANDOM,19,14,0,12,0,0.023010429526645265,4.4369652035432715e-05,0.003985262968247601,-4.4369652035432715e-05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_ERP,4,PCA,0,14,0,13,0,0.5005479346970485,0.0004888559718286464,0.0936472376730914,-0.0004888559718286464,0,0.24156205262988806,0.0,10.8,15.0,0.95,2.2,5.0,0.2,8.45,13.0,1.0,1.4,4.0,0.35,0.018503952749728117,0.02808410079668041,1.0,0.003280730409576194,0.008833610870472816,0.1,0.005041506563278138,0.009293378350169709,1.0,-0.0017988534647126163,-0.0001714651176977592,0.9,0.8,3.0,0.5
OpenBMI_ERP,4,RANDOM,0,10,3,8,0,0.012412588987141742,0.001747086128451277,0.002280485767793531,-0.0005197857887348315,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_ERP,4,RANDOM,1,14,0,11,0,0.018148085928449596,0.000978824088027371,0.005200748588928643,-0.0009078575142969688,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_ERP,4,RANDOM,2,13,0,10,0,0.02519102100776157,0.0011413637449398568,0.0053636946201246856,-0.0011100587265294355,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_ERP,4,RANDOM,3,9,2,8,2,0.01384075121859496,0.004295278860051136,0.0028628070237270245,-0.0021704407614985635,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_ERP,4,RANDOM,4,10,4,9,3,0.024056661604210678,0.005837301567832279,0.00628581460841815,-0.004069273757825916,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_ERP,4,RANDOM,5,10,3,8,1,0.012953659487114539,0.002441703063747506,0.0032846559339911132,-0.0009812134764312457,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_ERP,4,RANDOM,6,14,2,13,2,0.02808410079668041,0.0033607787848571507,0.005934824759606272,-0.001775419829148935,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_ERP,4,RANDOM,7,12,2,10,2,0.02366186002092263,0.0031258842047918738,0.004333812103141099,-0.0015298779659739619,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_ERP,4,RANDOM,8,12,0,8,0,0.012465320159767163,0.0001714651176977592,0.0021741519255253174,-0.0001714651176977592,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_ERP,4,RANDOM,9,7,2,6,2,0.018976907696924172,0.0025888313734678072,0.006117286063575496,-0.0016608491435666413,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_ERP,4,RANDOM,10,15,0,12,0,0.0260590581968548,0.0005493418660383517,0.005727381620090455,-0.0005493418660383517,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_ERP,4,RANDOM,11,10,5,7,4,0.0160350178130102,0.006991113387608531,0.004749271092199099,-0.002804463253899788,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_ERP,4,RANDOM,12,8,5,7,3,0.015025094498014369,0.006078496170024057,0.007425192617423211,-0.002605994923214894,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_ERP,4,RANDOM,13,11,1,7,1,0.021019931248095723,0.0002979567428459025,0.008068467857810901,-0.0002979567428459025,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_ERP,4,RANDOM,14,6,4,5,3,0.012343478084555194,0.008833610870472816,0.004317191627099722,-0.003967566291369924,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_ERP,4,RANDOM,15,11,1,10,0,0.025054677979710505,0.0017311439514742233,0.005855556545914927,-0.0016990178846754134,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_ERP,4,RANDOM,16,12,3,9,2,0.019802824477361963,0.00507373010630848,0.005055070098023862,-0.003507628760416992,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_ERP,4,RANDOM,17,9,3,6,0,0.01929492562997363,0.0037109127057798714,0.009293378350169709,-0.001580375401924054,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_ERP,4,RANDOM,18,9,3,7,2,0.012158775522190505,0.004408113466221645,0.003342282638186589,-0.002088512783908906,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_ERP,4,RANDOM,19,14,1,8,1,0.013494314637227944,0.0022516719908859764,0.003158057423812958,-0.0019799693042538515,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_SSVEP,0,PCA,0,7,0,7,0,0.8698853790532061,0.01873878253294,0.504140168428421,-0.006868751409153144,0,0.20060922764241695,0.0,2.4,5.0,1.0,1.55,4.0,0.1,1.0,3.0,1.0,0.4,2.0,0.65,0.0034832338857549773,0.0072151491322074435,1.0,0.00333932433272898,0.006171293671589714,1.0,0.001085814071666391,0.002156652214277225,1.0,-0.0010055248598310603,-0.0005117941667170575,0.0,0.15,1.0,0.85
OpenBMI_SSVEP,0,RANDOM,0,4,1,2,0,0.005492641157616163,0.0021208752367177417,0.0018367896749017139,-0.0005299719244552156,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_SSVEP,0,RANDOM,1,4,1,2,1,0.006231111893309086,0.0030395579797186656,0.002156652214277225,-0.0009712583499397928,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_SSVEP,0,RANDOM,2,1,2,1,0,0.0025310027892070748,0.00409565202403428,0.0008461347921790244,-0.00093207946823289,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_SSVEP,0,RANDOM,3,4,0,1,0,0.005186655742969985,0.003051135123920782,0.0012066932455733574,-0.0008430712138457844,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_SSVEP,0,RANDOM,4,1,2,0,1,0.0013280457405926427,0.002150325009927438,0.00047893525334075093,-0.0005197223226787173,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_SSVEP,0,RANDOM,5,3,1,1,1,0.002478384361135492,0.0025459030026316514,0.001159623964971009,-0.0007855774189617174,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_SSVEP,0,RANDOM,6,2,2,1,0,0.0033576721152712707,0.002929918663691448,0.0011569387085425358,-0.0010014984036388341,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_SSVEP,0,RANDOM,7,1,4,0,0,0.002335115116996652,0.001886613667011261,0.0009672523538029054,-0.0005117941667170575,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_SSVEP,0,RANDOM,8,2,1,1,1,0.0025490019489780025,0.0028811657086862397,0.0007717082383654391,-0.0010223231815492302,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_SSVEP,0,RANDOM,9,4,0,3,0,0.0072151491322074435,0.003418087764960849,0.0020760708866873756,-0.0014076459968540196,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_SSVEP,0,RANDOM,10,1,2,0,0,0.004172688244580058,0.0019904229097088924,0.001352313396030998,-0.0009136373616911442,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_SSVEP,0,RANDOM,11,1,4,0,2,0.0020964622093894527,0.002229804128281406,0.0005455645344530543,-0.00095929236097921,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_SSVEP,0,RANDOM,12,3,1,1,0,0.0030539101404087887,0.006171293671589714,0.0007174689622691707,-0.0019042727023285504,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_SSVEP,0,RANDOM,13,3,1,1,0,0.002635298481436621,0.004308845581571555,0.001042742553787927,-0.0011885715697038297,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_SSVEP,0,RANDOM,14,0,2,0,0,0.0016071341951070886,0.005485856488727828,0.0004883120939969862,-0.0012581381888594478,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_SSVEP,0,RANDOM,15,2,1,0,0,0.0034913573747417104,0.002401065042552849,0.0008933806129789446,-0.0007141474260000299,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_SSVEP,0,RANDOM,16,2,2,2,0,0.002461501489354608,0.004996644715295891,0.0005474226248528188,-0.0014906613663091168,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_SSVEP,0,RANDOM,17,3,1,2,1,0.003626856938505322,0.003871518784687093,0.0012322632058688516,-0.00119775711937109,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_SSVEP,0,RANDOM,18,5,1,1,0,0.0028360428517923237,0.003043068725977112,0.0009269700519022687,-0.0008217947749168767,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_SSVEP,0,RANDOM,19,2,2,1,1,0.004978645791499758,0.004168732424886912,0.0013130440645454655,-0.0011372818795886512,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_SSVEP,1,PCA,0,10,0,7,0,1.3024803313049536,0.036903133350278956,0.5922552272677422,-0.017302439543224562,0,0.12158289737999439,0.0,3.75,8.0,1.0,1.8,5.0,0.1,1.5,3.0,1.0,0.75,3.0,0.5,0.0067185449746100774,0.011417437038592954,1.0,0.005303915839134159,0.011127994001223367,1.0,0.002080430445948877,0.003776700674886039,1.0,-0.0016783184385692114,-0.0005723125814256491,0.0,0.3,3.0,0.8
OpenBMI_SSVEP,1,RANDOM,0,4,1,2,0,0.004714587244658712,0.004502536829401531,0.0017966629457077943,-0.0013152780896537781,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_SSVEP,1,RANDOM,1,4,1,0,0,0.006114243956176324,0.006945242784998603,0.0027641080020354516,-0.0026175407013700656,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_SSVEP,1,RANDOM,2,2,0,0,0,0.00729803010555467,0.005552303244106346,0.0022502454897524635,-0.0012277273005262639,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_SSVEP,1,RANDOM,3,7,1,2,0,0.008201885408520107,0.0019058354694910424,0.001824991290050093,-0.0007257990194678617,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_SSVEP,1,RANDOM,4,8,1,3,1,0.011417437038592954,0.0023096964177966584,0.001961662942297456,-0.001785373235179577,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_SSVEP,1,RANDOM,5,1,2,1,0,0.005626139867369299,0.004265507069230049,0.0021345126442611217,-0.0009693252929234101,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_SSVEP,1,RANDOM,6,6,1,3,1,0.011405103562992736,0.0034194340975470068,0.0037081286827742588,-0.0008739853437873535,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_SSVEP,1,RANDOM,7,4,1,3,0,0.008677207728548334,0.0024698200413695304,0.003776700674886039,-0.0012402179490891285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_SSVEP,1,RANDOM,8,3,3,3,1,0.0076256196146384046,0.007806850764268347,0.0013288177445550293,-0.002371670081629418,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_SSVEP,1,RANDOM,9,3,3,1,3,0.0025315246755705325,0.011127994001223367,0.0011185433953263175,-0.0037166616384638473,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_SSVEP,1,RANDOM,10,5,2,1,1,0.007736384428577973,0.006809195753855116,0.0018633088404082325,-0.002696495931256019,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_SSVEP,1,RANDOM,11,3,5,1,2,0.0038713537469448056,0.008653689175995774,0.0025503643652579435,-0.0018841635962113894,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_SSVEP,1,RANDOM,12,2,2,0,2,0.006562008077404849,0.0071820697503426345,0.0018027376196793436,-0.002150724930591726,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_SSVEP,1,RANDOM,13,4,1,2,1,0.005922266876192831,0.006653256437478679,0.0015168951261633385,-0.0023069616969830045,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_SSVEP,1,RANDOM,14,4,1,3,1,0.007074839643792075,0.004791475718320726,0.002606599465555822,-0.0012052824780160638,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_SSVEP,1,RANDOM,15,5,0,2,0,0.011252394792488001,0.0018619336771810897,0.003593449742766097,-0.0005723125814256491,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_SSVEP,1,RANDOM,16,2,4,1,0,0.005445484089553551,0.004569182457392648,0.0012168794164608698,-0.0014704745990457013,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_SSVEP,1,RANDOM,17,2,3,0,0,0.0023339865750434305,0.0037302475689552734,0.0009036691659882005,-0.0008390275070269126,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_SSVEP,1,RANDOM,18,4,1,1,0,0.0045632766499087065,0.005096738292801699,0.0012315918089977156,-0.001876325657273507,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
