epoch,loss,clean_ce,branch_ce,consistency,drift
0,0.36248122077239187,0.3624800676316546,0.0,0.0,1.1541468151901163e-05
1,0.3625772297382355,0.3625727745524624,0.0,0.0,4.4564032737470004e-05
2,0.33514074288439333,0.3351326715527919,0.0,0.0,8.068961056108635e-05
3,0.3536977992768873,0.353684486527192,0.0,0.0,0.00013313616389559843
