fold,seed,method,path,exists,sha256_expected,sha256_actual,hash_match,parameters,within_frozen_run,B0_aliases_B1,B0_alias_unambiguous,named_B0_file_exists
1,0,B0_VANILLA_EEGNET,SOURCE_EXPERIMENT/runtime/runs/fold-1/seed-0/checkpoints/B0_VANILLA_EEGNET.pt,True,ae7bac3274d083d9ad613dc0c682639c0aef1923b92175e81d5da03dd8884819,ae7bac3274d083d9ad613dc0c682639c0aef1923b92175e81d5da03dd8884819,True,34162,True,False,False,True
1,0,B1_STRONG_EEGNET,SOURCE_EXPERIMENT/runtime/runs/fold-1/seed-0/checkpoints/B1_STRONG_EEGNET.pt,True,3f914c8f135e1a276b8c7ad1ac7795fbe3b22bec483a19f6e883313b54d98300,3f914c8f135e1a276b8c7ad1ac7795fbe3b22bec483a19f6e883313b54d98300,True,68514,True,False,False,
1,0,A2_DUAL_CONTROL,SOURCE_EXPERIMENT/runtime/runs/fold-1/seed-0/checkpoints/A2_DUAL_CONTROL.pt,True,ee05f15b2f615fe99d587c35aa94236da744ba98611db5a769597cca644fa560,ee05f15b2f615fe99d587c35aa94236da744ba98611db5a769597cca644fa560,True,52292,True,False,False,
1,0,PUD_SOURCE,SOURCE_EXPERIMENT/runtime/runs/fold-1/seed-0/checkpoints/PUD_SOURCE.pt,True,cef0758e4805606cc61c6a319fd91324d4bea45816b6dba130f5aa37723b44f5,cef0758e4805606cc61c6a319fd91324d4bea45816b6dba130f5aa37723b44f5,True,52292,True,False,False,
1,0,A7_IDENTITY_PROTECTED,SOURCE_EXPERIMENT/runtime/runs/fold-1/seed-0/checkpoints/A7_IDENTITY_PROTECTED.pt,True,c11bc40f6d2fa1bb525d2c02f181098171183ec317b91c6b691504ca4600b4bf,c11bc40f6d2fa1bb525d2c02f181098171183ec317b91c6b691504ca4600b4bf,True,52292,True,False,False,
1,0,A8_RANDOM_PROTECTED,SOURCE_EXPERIMENT/runtime/runs/fold-1/seed-0/checkpoints/A8_RANDOM_PROTECTED.pt,True,55f4a35cdba09a77397acac58c4490d64b67d1a3134b0c3aa97704c8bf09f1a2,55f4a35cdba09a77397acac58c4490d64b67d1a3134b0c3aa97704c8bf09f1a2,True,52292,True,False,False,
1,1,B0_VANILLA_EEGNET,SOURCE_EXPERIMENT/runtime/runs/fold-1/seed-1/checkpoints/B0_VANILLA_EEGNET.pt,True,6c22f0e534909474d893fc3197b68a4fd9880d73adffdd9f7a0e9bdb4661a794,6c22f0e534909474d893fc3197b68a4fd9880d73adffdd9f7a0e9bdb4661a794,True,34162,True,False,False,True
1,1,B1_STRONG_EEGNET,SOURCE_EXPERIMENT/runtime/runs/fold-1/seed-1/checkpoints/B1_STRONG_EEGNET.pt,True,932fd57362e005175b563d170e1977954fbc90f0e1acb2a3956a3c2ac026aa41,932fd57362e005175b563d170e1977954fbc90f0e1acb2a3956a3c2ac026aa41,True,68514,True,False,False,
1,1,A2_DUAL_CONTROL,SOURCE_EXPERIMENT/runtime/runs/fold-1/seed-1/checkpoints/A2_DUAL_CONTROL.pt,True,6274add1c9a21495f68747441ae411293b0130b143b0bc7007ec673a74d294fa,6274add1c9a21495f68747441ae411293b0130b143b0bc7007ec673a74d294fa,True,52292,True,False,False,
1,1,PUD_SOURCE,SOURCE_EXPERIMENT/runtime/runs/fold-1/seed-1/checkpoints/PUD_SOURCE.pt,True,38f4a52ad884f783d7a7ff1ed086fa17a89c1e81de5fb97b192579220d9784d2,38f4a52ad884f783d7a7ff1ed086fa17a89c1e81de5fb97b192579220d9784d2,True,52292,True,False,False,
1,1,A7_IDENTITY_PROTECTED,SOURCE_EXPERIMENT/runtime/runs/fold-1/seed-1/checkpoints/A7_IDENTITY_PROTECTED.pt,True,f10d6fc878ebdc582646942e14976d0573a3aebbd9251e5c61400cd50ec30de3,f10d6fc878ebdc582646942e14976d0573a3aebbd9251e5c61400cd50ec30de3,True,52292,True,False,False,
1,1,A8_RANDOM_PROTECTED,SOURCE_EXPERIMENT/runtime/runs/fold-1/seed-1/checkpoints/A8_RANDOM_PROTECTED.pt,True,27f3bc7693a2fcd8e6b210a79727662d05bd6346b38800d68a1cf6335cb7f484,27f3bc7693a2fcd8e6b210a79727662d05bd6346b38800d68a1cf6335cb7f484,True,52292,True,False,False,
1,2,B0_VANILLA_EEGNET,SOURCE_EXPERIMENT/runtime/runs/fold-1/seed-2/checkpoints/B0_VANILLA_EEGNET.pt,True,02a8ef97b36df0446f8ca5ad4e560129f9f9cefa3382a9eada67d1e625b320bd,02a8ef97b36df0446f8ca5ad4e560129f9f9cefa3382a9eada67d1e625b320bd,True,34162,True,False,False,True
1,2,B1_STRONG_EEGNET,SOURCE_EXPERIMENT/runtime/runs/fold-1/seed-2/checkpoints/B1_STRONG_EEGNET.pt,True,86fd667c6f12d3c27a57b9260593659a4b2c5cb38e4413f5be501fc02a6f41f1,86fd667c6f12d3c27a57b9260593659a4b2c5cb38e4413f5be501fc02a6f41f1,True,68514,True,False,False,
1,2,A2_DUAL_CONTROL,SOURCE_EXPERIMENT/runtime/runs/fold-1/seed-2/checkpoints/A2_DUAL_CONTROL.pt,True,e4f9645899f9c564bfc239667105415ca91ea006f34105c1d797f03fc82e40d6,e4f9645899f9c564bfc239667105415ca91ea006f34105c1d797f03fc82e40d6,True,52292,True,False,False,
1,2,PUD_SOURCE,SOURCE_EXPERIMENT/runtime/runs/fold-1/seed-2/checkpoints/PUD_SOURCE.pt,True,a3bb61bac0687d903106740e540f8f5c29099b5139c502492eff76053897995e,a3bb61bac0687d903106740e540f8f5c29099b5139c502492eff76053897995e,True,52292,True,False,False,
1,2,A7_IDENTITY_PROTECTED,SOURCE_EXPERIMENT/runtime/runs/fold-1/seed-2/checkpoints/A7_IDENTITY_PROTECTED.pt,True,ca2876aea223ed1eb5f51ae99a4a118777f5389d40b80326897d305708cb6d97,ca2876aea223ed1eb5f51ae99a4a118777f5389d40b80326897d305708cb6d97,True,52292,True,False,False,
1,2,A8_RANDOM_PROTECTED,SOURCE_EXPERIMENT/runtime/runs/fold-1/seed-2/checkpoints/A8_RANDOM_PROTECTED.pt,True,72510d793e1386881fad9ae53ea9ab4c8917feb11437ff930d17e464441ee183,72510d793e1386881fad9ae53ea9ab4c8917feb11437ff930d17e464441ee183,True,52292,True,False,False,
2,0,B0_VANILLA_EEGNET,SOURCE_EXPERIMENT/runtime/runs/fold-2/seed-0/checkpoints/B1_STRONG_EEGNET.pt,True,4bdb730accdf8b8c8ac984cb4d13a670b4ed1fc525fa392b09011302ad276dd7,4bdb730accdf8b8c8ac984cb4d13a670b4ed1fc525fa392b09011302ad276dd7,True,34162,True,True,True,False
2,0,B1_STRONG_EEGNET,SOURCE_EXPERIMENT/runtime/runs/fold-2/seed-0/checkpoints/B1_STRONG_EEGNET.pt,True,4bdb730accdf8b8c8ac984cb4d13a670b4ed1fc525fa392b09011302ad276dd7,4bdb730accdf8b8c8ac984cb4d13a670b4ed1fc525fa392b09011302ad276dd7,True,34162,True,False,False,
2,0,A2_DUAL_CONTROL,SOURCE_EXPERIMENT/runtime/runs/fold-2/seed-0/checkpoints/A2_DUAL_CONTROL.pt,True,e48eb79b138479f6b34d11eba2dc1a41e008d35350b6cd057ad7c80b26843970,e48eb79b138479f6b34d11eba2dc1a41e008d35350b6cd057ad7c80b26843970,True,39244,True,False,False,
2,0,PUD_SOURCE,SOURCE_EXPERIMENT/runtime/runs/fold-2/seed-0/checkpoints/PUD_SOURCE.pt,True,f795b27b6b59e0a6217bbb303cac8f60f3a3d75e79b0450f9407d08711f76569,f795b27b6b59e0a6217bbb303cac8f60f3a3d75e79b0450f9407d08711f76569,True,39244,True,False,False,
2,0,A7_IDENTITY_PROTECTED,SOURCE_EXPERIMENT/runtime/runs/fold-2/seed-0/checkpoints/A7_IDENTITY_PROTECTED.pt,True,fd8ab4f19a57e3aabe88a645d5373487177cc3f94e98e7bd5f116075680bb30c,fd8ab4f19a57e3aabe88a645d5373487177cc3f94e98e7bd5f116075680bb30c,True,39244,True,False,False,
2,0,A8_RANDOM_PROTECTED,SOURCE_EXPERIMENT/runtime/runs/fold-2/seed-0/checkpoints/A8_RANDOM_PROTECTED.pt,True,e72c55c854c1088425ee28f4e54fc0340188d963462834070749ba6c0e80bbbc,e72c55c854c1088425ee28f4e54fc0340188d963462834070749ba6c0e80bbbc,True,39244,True,False,False,
2,1,B0_VANILLA_EEGNET,SOURCE_EXPERIMENT/runtime/runs/fold-2/seed-1/checkpoints/B1_STRONG_EEGNET.pt,True,e15927251b1af6ec87a39d96ee487b368acb0a3710c9cd33ae2e35cf9eacede0,e15927251b1af6ec87a39d96ee487b368acb0a3710c9cd33ae2e35cf9eacede0,True,34162,True,True,True,False
2,1,B1_STRONG_EEGNET,SOURCE_EXPERIMENT/runtime/runs/fold-2/seed-1/checkpoints/B1_STRONG_EEGNET.pt,True,e15927251b1af6ec87a39d96ee487b368acb0a3710c9cd33ae2e35cf9eacede0,e15927251b1af6ec87a39d96ee487b368acb0a3710c9cd33ae2e35cf9eacede0,True,34162,True,False,False,
2,1,A2_DUAL_CONTROL,SOURCE_EXPERIMENT/runtime/runs/fold-2/seed-1/checkpoints/A2_DUAL_CONTROL.pt,True,735cfca074d92beac077dfb943719b4c576aafe2e4ef395122ba78aa3e0854c0,735cfca074d92beac077dfb943719b4c576aafe2e4ef395122ba78aa3e0854c0,True,39244,True,False,False,
2,1,PUD_SOURCE,SOURCE_EXPERIMENT/runtime/runs/fold-2/seed-1/checkpoints/PUD_SOURCE.pt,True,b76042dac615495437367f47920590021920cc6df01ec3259ca0ae66a1dd930e,b76042dac615495437367f47920590021920cc6df01ec3259ca0ae66a1dd930e,True,39244,True,False,False,
2,1,A7_IDENTITY_PROTECTED,SOURCE_EXPERIMENT/runtime/runs/fold-2/seed-1/checkpoints/A7_IDENTITY_PROTECTED.pt,True,c9dc36c5b94648f39d437743cf9ce587f56cedd04416e728682ee559a5afa198,c9dc36c5b94648f39d437743cf9ce587f56cedd04416e728682ee559a5afa198,True,39244,True,False,False,
2,1,A8_RANDOM_PROTECTED,SOURCE_EXPERIMENT/runtime/runs/fold-2/seed-1/checkpoints/A8_RANDOM_PROTECTED.pt,True,3ef690d9c335b5d2119016329e48c0f1b1004acf698ae9ff0ff87972602f1c96,3ef690d9c335b5d2119016329e48c0f1b1004acf698ae9ff0ff87972602f1c96,True,39244,True,False,False,
2,2,B0_VANILLA_EEGNET,SOURCE_EXPERIMENT/runtime/runs/fold-2/seed-2/checkpoints/B1_STRONG_EEGNET.pt,True,37b4835804db72a302303cdfa9f7e651dce8d8ab380f308487b7d1dc7b490074,37b4835804db72a302303cdfa9f7e651dce8d8ab380f308487b7d1dc7b490074,True,34162,True,True,True,False
2,2,B1_STRONG_EEGNET,SOURCE_EXPERIMENT/runtime/runs/fold-2/seed-2/checkpoints/B1_STRONG_EEGNET.pt,True,37b4835804db72a302303cdfa9f7e651dce8d8ab380f308487b7d1dc7b490074,37b4835804db72a302303cdfa9f7e651dce8d8ab380f308487b7d1dc7b490074,True,34162,True,False,False,
2,2,A2_DUAL_CONTROL,SOURCE_EXPERIMENT/runtime/runs/fold-2/seed-2/checkpoints/A2_DUAL_CONTROL.pt,True,02b34ed23c1f37ceefc0be02c4564a7c47f6fa7ee533e1f3e8d1e6506069d18d,02b34ed23c1f37ceefc0be02c4564a7c47f6fa7ee533e1f3e8d1e6506069d18d,True,39244,True,False,False,
2,2,PUD_SOURCE,SOURCE_EXPERIMENT/runtime/runs/fold-2/seed-2/checkpoints/PUD_SOURCE.pt,True,920a8dcf167d982a6ed96cec9b04b22d665c5be9fdc356c3d755757b5f7c9f9c,920a8dcf167d982a6ed96cec9b04b22d665c5be9fdc356c3d755757b5f7c9f9c,True,39244,True,False,False,
2,2,A7_IDENTITY_PROTECTED,SOURCE_EXPERIMENT/runtime/runs/fold-2/seed-2/checkpoints/A7_IDENTITY_PROTECTED.pt,True,3e7088f593d526e40f3aa21ff4627ec21f45b93373e345da83a840fc36a8d594,3e7088f593d526e40f3aa21ff4627ec21f45b93373e345da83a840fc36a8d594,True,39244,True,False,False,
2,2,A8_RANDOM_PROTECTED,SOURCE_EXPERIMENT/runtime/runs/fold-2/seed-2/checkpoints/A8_RANDOM_PROTECTED.pt,True,f002466f0ab12db6e4a56a7e7ecff4d8bc1e3194b577a0c20975f3469021a594,f002466f0ab12db6e4a56a7e7ecff4d8bc1e3194b577a0c20975f3469021a594,True,39244,True,False,False,
3,0,B0_VANILLA_EEGNET,SOURCE_EXPERIMENT/runtime/runs/fold-3/seed-0/checkpoints/B0_VANILLA_EEGNET.pt,True,100584a1161f7670c64e1ad55bb478f1e76bb6749777792aa54aa1fd8ded54b7,100584a1161f7670c64e1ad55bb478f1e76bb6749777792aa54aa1fd8ded54b7,True,34162,True,False,False,True
3,0,B1_STRONG_EEGNET,SOURCE_EXPERIMENT/runtime/runs/fold-3/seed-0/checkpoints/B1_STRONG_EEGNET.pt,True,d5572932f5c1a8fcb58da11292a5e4b9c1d2c8965ddebc814332771ee387d6fe,d5572932f5c1a8fcb58da11292a5e4b9c1d2c8965ddebc814332771ee387d6fe,True,68514,True,False,False,
3,0,A2_DUAL_CONTROL,SOURCE_EXPERIMENT/runtime/runs/fold-3/seed-0/checkpoints/A2_DUAL_CONTROL.pt,True,f0bec43e7591f72954ae4709199c09b8407406b225a3ee3a8c9176838423c8d8,f0bec43e7591f72954ae4709199c09b8407406b225a3ee3a8c9176838423c8d8,True,52292,True,False,False,
3,0,PUD_SOURCE,SOURCE_EXPERIMENT/runtime/runs/fold-3/seed-0/checkpoints/PUD_SOURCE.pt,True,38ce9528bf4b1aa39d619d8195475dd77191f4e1a2a238cca3885d403bc68856,38ce9528bf4b1aa39d619d8195475dd77191f4e1a2a238cca3885d403bc68856,True,52292,True,False,False,
3,0,A7_IDENTITY_PROTECTED,SOURCE_EXPERIMENT/runtime/runs/fold-3/seed-0/checkpoints/A7_IDENTITY_PROTECTED.pt,True,3fc2984b07814243840d84c8440badb19cbb77feb14a5e0c6a3a2c409d1465ee,3fc2984b07814243840d84c8440badb19cbb77feb14a5e0c6a3a2c409d1465ee,True,52292,True,False,False,
3,0,A8_RANDOM_PROTECTED,SOURCE_EXPERIMENT/runtime/runs/fold-3/seed-0/checkpoints/A8_RANDOM_PROTECTED.pt,True,8894b3ab1a4fba79e0e668b877109b91c32c462027b39bd422af1e3252786f44,8894b3ab1a4fba79e0e668b877109b91c32c462027b39bd422af1e3252786f44,True,52292,True,False,False,
3,1,B0_VANILLA_EEGNET,SOURCE_EXPERIMENT/runtime/runs/fold-3/seed-1/checkpoints/B0_VANILLA_EEGNET.pt,True,195af8ae824f0d9afba2124f88cefb0ca58e4d22a6892c853ba3f4637b2db3b6,195af8ae824f0d9afba2124f88cefb0ca58e4d22a6892c853ba3f4637b2db3b6,True,34162,True,False,False,True
3,1,B1_STRONG_EEGNET,SOURCE_EXPERIMENT/runtime/runs/fold-3/seed-1/checkpoints/B1_STRONG_EEGNET.pt,True,0bf338fa1f0f59849f43e4384ce9bd0855dcd130dba629bbfd96d5d365736264,0bf338fa1f0f59849f43e4384ce9bd0855dcd130dba629bbfd96d5d365736264,True,68514,True,False,False,
3,1,A2_DUAL_CONTROL,SOURCE_EXPERIMENT/runtime/runs/fold-3/seed-1/checkpoints/A2_DUAL_CONTROL.pt,True,d48487c9e162012d277ca9520470d1a7947cfffd0ae2c9ebab6737f0e44db31a,d48487c9e162012d277ca9520470d1a7947cfffd0ae2c9ebab6737f0e44db31a,True,52292,True,False,False,
3,1,PUD_SOURCE,SOURCE_EXPERIMENT/runtime/runs/fold-3/seed-1/checkpoints/PUD_SOURCE.pt,True,a141a31ce570072e863fa390d57029e69c9dbb1c963020902589f815a30fe391,a141a31ce570072e863fa390d57029e69c9dbb1c963020902589f815a30fe391,True,52292,True,False,False,
3,1,A7_IDENTITY_PROTECTED,SOURCE_EXPERIMENT/runtime/runs/fold-3/seed-1/checkpoints/A7_IDENTITY_PROTECTED.pt,True,44a8e3f25e006f6afe794bab069dfd0f7286aa5c407e728aa5138c1088292a2e,44a8e3f25e006f6afe794bab069dfd0f7286aa5c407e728aa5138c1088292a2e,True,52292,True,False,False,
3,1,A8_RANDOM_PROTECTED,SOURCE_EXPERIMENT/runtime/runs/fold-3/seed-1/checkpoints/A8_RANDOM_PROTECTED.pt,True,74b3d4f38789a4d05503b058e8a4c8ae193cc96355bcc467b2fdac8c531170d3,74b3d4f38789a4d05503b058e8a4c8ae193cc96355bcc467b2fdac8c531170d3,True,52292,True,False,False,
3,2,B0_VANILLA_EEGNET,SOURCE_EXPERIMENT/runtime/runs/fold-3/seed-2/checkpoints/B0_VANILLA_EEGNET.pt,True,dfbd79b32a07ae43e81f1322259bee83771d60a90a60be3a11914b65c7197b6a,dfbd79b32a07ae43e81f1322259bee83771d60a90a60be3a11914b65c7197b6a,True,34162,True,False,False,True
3,2,B1_STRONG_EEGNET,SOURCE_EXPERIMENT/runtime/runs/fold-3/seed-2/checkpoints/B1_STRONG_EEGNET.pt,True,9f86a88dc6d8fb9ef950394ddb4be145c642b33def0913dd555f5ace7464bcaf,9f86a88dc6d8fb9ef950394ddb4be145c642b33def0913dd555f5ace7464bcaf,True,68514,True,False,False,
3,2,A2_DUAL_CONTROL,SOURCE_EXPERIMENT/runtime/runs/fold-3/seed-2/checkpoints/A2_DUAL_CONTROL.pt,True,f1684e82846562ceca94471b3eeb8a1151a2c470b6b3f6e0f15a05aa8c6dbb47,f1684e82846562ceca94471b3eeb8a1151a2c470b6b3f6e0f15a05aa8c6dbb47,True,52292,True,False,False,
3,2,PUD_SOURCE,SOURCE_EXPERIMENT/runtime/runs/fold-3/seed-2/checkpoints/PUD_SOURCE.pt,True,5afeaacf69c0dfab3e9d92644fc1969cd5790d05e9e034bf1dd9a99f81e56c9e,5afeaacf69c0dfab3e9d92644fc1969cd5790d05e9e034bf1dd9a99f81e56c9e,True,52292,True,False,False,
3,2,A7_IDENTITY_PROTECTED,SOURCE_EXPERIMENT/runtime/runs/fold-3/seed-2/checkpoints/A7_IDENTITY_PROTECTED.pt,True,45200f511fb2ddcac83a6f8041c7f9dcad92fd0bd9c1fac96ea1ee1f12ad21df,45200f511fb2ddcac83a6f8041c7f9dcad92fd0bd9c1fac96ea1ee1f12ad21df,True,52292,True,False,False,
3,2,A8_RANDOM_PROTECTED,SOURCE_EXPERIMENT/runtime/runs/fold-3/seed-2/checkpoints/A8_RANDOM_PROTECTED.pt,True,a8dadca1df6ac740c2ad55d4e46911cc15af1a87b698bd47ca08094055f8dbf2,a8dadca1df6ac740c2ad55d4e46911cc15af1a87b698bd47ca08094055f8dbf2,True,52292,True,False,False,
4,0,B0_VANILLA_EEGNET,SOURCE_EXPERIMENT/runtime/runs/fold-4/seed-0/checkpoints/B1_STRONG_EEGNET.pt,True,b7bf48164de2c69362b447a9adf468d25a86c31de401a3ab5b9f2cabc9476da3,b7bf48164de2c69362b447a9adf468d25a86c31de401a3ab5b9f2cabc9476da3,True,34162,True,True,True,False
4,0,B1_STRONG_EEGNET,SOURCE_EXPERIMENT/runtime/runs/fold-4/seed-0/checkpoints/B1_STRONG_EEGNET.pt,True,b7bf48164de2c69362b447a9adf468d25a86c31de401a3ab5b9f2cabc9476da3,b7bf48164de2c69362b447a9adf468d25a86c31de401a3ab5b9f2cabc9476da3,True,34162,True,False,False,
4,0,A2_DUAL_CONTROL,SOURCE_EXPERIMENT/runtime/runs/fold-4/seed-0/checkpoints/A2_DUAL_CONTROL.pt,True,18f800e75e8aabed94fe833dbdcdfbecc3c4afbc7181f5e71826286143ddbcc3,18f800e75e8aabed94fe833dbdcdfbecc3c4afbc7181f5e71826286143ddbcc3,True,39244,True,False,False,
4,0,PUD_SOURCE,SOURCE_EXPERIMENT/runtime/runs/fold-4/seed-0/checkpoints/PUD_SOURCE.pt,True,12448d6769f4cea7b5dc1bf94855dd8c0515df3dce5dc39ea7c119e5d11a4b80,12448d6769f4cea7b5dc1bf94855dd8c0515df3dce5dc39ea7c119e5d11a4b80,True,39244,True,False,False,
4,0,A7_IDENTITY_PROTECTED,SOURCE_EXPERIMENT/runtime/runs/fold-4/seed-0/checkpoints/A7_IDENTITY_PROTECTED.pt,True,287b73c5173c49399d8d5f3e5ab5207d6097bb2bf4f51708eaf3c76884a35608,287b73c5173c49399d8d5f3e5ab5207d6097bb2bf4f51708eaf3c76884a35608,True,39244,True,False,False,
4,0,A8_RANDOM_PROTECTED,SOURCE_EXPERIMENT/runtime/runs/fold-4/seed-0/checkpoints/A8_RANDOM_PROTECTED.pt,True,fde2544699ceafd9392bb328eea2370e6b296c8ef63a0e81468d98eb2e02e369,fde2544699ceafd9392bb328eea2370e6b296c8ef63a0e81468d98eb2e02e369,True,39244,True,False,False,
4,1,B0_VANILLA_EEGNET,SOURCE_EXPERIMENT/runtime/runs/fold-4/seed-1/checkpoints/B1_STRONG_EEGNET.pt,True,ff4c5a2db968ae77b602ab2167a476898dd149e0de5d7b2bbc26d8c41bb8f56e,ff4c5a2db968ae77b602ab2167a476898dd149e0de5d7b2bbc26d8c41bb8f56e,True,34162,True,True,True,False
