method,fold,seed,subject_id,BA,macro_f1,n_trials,evaluation_session,target_history_labels_used,internal_holdout_used,WBCIC_outer_used
PUD_AFTER_ADAPT,0,0,15,0.83,0.8299829982998299,100,2,True,False,False
PUD_AFTER_ADAPT,0,0,19,0.6799999999999999,0.6794871794871795,100,2,True,False,False
PUD_AFTER_ADAPT,0,0,32,0.63,0.6296667000300271,100,2,True,False,False
PUD_AFTER_ADAPT,0,0,33,0.79,0.7894736842105263,100,2,True,False,False
PUD_AFTER_ADAPT,0,0,41,0.75,0.7497747973175859,100,2,True,False,False
PUD_AFTER_ADAPT,0,0,46,0.61,0.6032956972841013,100,2,True,False,False
PUD_AFTER_ADAPT,0,0,47,0.96,0.959983993597439,100,2,True,False,False
PUD_AFTER_ADAPT,0,0,49,0.78,0.779205138498595,100,2,True,False,False
PUD_AFTER_ADAPT,0,1,15,0.8,0.7996794871794872,100,2,True,False,False
PUD_AFTER_ADAPT,0,1,19,0.68,0.68,100,2,True,False,False
PUD_AFTER_ADAPT,0,1,32,0.62,0.614448051948052,100,2,True,False,False
PUD_AFTER_ADAPT,0,1,33,0.79,0.7863899908452854,100,2,True,False,False
PUD_AFTER_ADAPT,0,1,41,0.72,0.7189883580891208,100,2,True,False,False
PUD_AFTER_ADAPT,0,1,46,0.63,0.6236395076797885,100,2,True,False,False
PUD_AFTER_ADAPT,0,1,47,0.91,0.9099189270343307,100,2,True,False,False
PUD_AFTER_ADAPT,0,1,49,0.84,0.8399359743897559,100,2,True,False,False
PUD_AFTER_ADAPT,0,2,15,0.8400000000000001,0.8397435897435898,100,2,True,False,False
PUD_AFTER_ADAPT,0,2,19,0.7,0.6995192307692308,100,2,True,False,False
PUD_AFTER_ADAPT,0,2,32,0.63,0.62996299629963,100,2,True,False,False
PUD_AFTER_ADAPT,0,2,33,0.79,0.7837503861600247,100,2,True,False,False
PUD_AFTER_ADAPT,0,2,41,0.74,0.7398959583833533,100,2,True,False,False
PUD_AFTER_ADAPT,0,2,46,0.6799999999999999,0.6794871794871795,100,2,True,False,False
PUD_AFTER_ADAPT,0,2,47,0.95,0.94999499949995,100,2,True,False,False
PUD_AFTER_ADAPT,0,2,49,0.87,0.8696741854636592,100,2,True,False,False
PUD_AFTER_ADAPT,1,0,2,0.73,0.7286704853783539,100,2,True,False,False
PUD_AFTER_ADAPT,1,0,14,0.77,0.7660461804495982,100,2,True,False,False
PUD_AFTER_ADAPT,1,0,34,0.6699999999999999,0.6576408341114224,100,2,True,False,False
PUD_AFTER_ADAPT,1,0,40,0.8,0.797979797979798,100,2,True,False,False
PUD_AFTER_ADAPT,1,0,43,0.92,0.919967987194878,100,2,True,False,False
PUD_AFTER_ADAPT,1,0,44,0.73,0.7198879551820728,100,2,True,False,False
PUD_AFTER_ADAPT,1,0,48,0.72,0.7198879551820728,100,2,True,False,False
PUD_AFTER_ADAPT,1,0,50,0.6,0.5894909688013137,100,2,True,False,False
PUD_AFTER_ADAPT,1,1,2,0.75,0.7497747973175859,100,2,True,False,False
PUD_AFTER_ADAPT,1,1,14,0.77,0.767182913250329,100,2,True,False,False
PUD_AFTER_ADAPT,1,1,34,0.65,0.64996499649965,100,2,True,False,False
PUD_AFTER_ADAPT,1,1,40,0.8200000000000001,0.8164014687882497,100,2,True,False,False
PUD_AFTER_ADAPT,1,1,43,0.86,0.859775641025641,100,2,True,False,False
PUD_AFTER_ADAPT,1,1,44,0.78,0.7756017951856384,100,2,True,False,False
PUD_AFTER_ADAPT,1,1,48,0.69,0.6897207486738064,100,2,True,False,False
PUD_AFTER_ADAPT,1,1,50,0.62,0.62,100,2,True,False,False
PUD_AFTER_ADAPT,1,2,2,0.76,0.7596153846153846,100,2,True,False,False
PUD_AFTER_ADAPT,1,2,14,0.74,0.7362012987012987,100,2,True,False,False
PUD_AFTER_ADAPT,1,2,34,0.65,0.6457131288591963,100,2,True,False,False
PUD_AFTER_ADAPT,1,2,40,0.8,0.7933030177759405,100,2,True,False,False
PUD_AFTER_ADAPT,1,2,43,0.9,0.8999599839935974,100,2,True,False,False
PUD_AFTER_ADAPT,1,2,44,0.78,0.7756017951856384,100,2,True,False,False
PUD_AFTER_ADAPT,1,2,48,0.65,0.6439833180754755,100,2,True,False,False
PUD_AFTER_ADAPT,1,2,50,0.53,0.4725620020199753,100,2,True,False,False
PUD_AFTER_ADAPT,2,0,9,0.54,0.5398159263705482,100,2,True,False,False
PUD_AFTER_ADAPT,2,0,10,0.6699999999999999,0.6601791782514674,100,2,True,False,False
PUD_AFTER_ADAPT,2,0,16,0.8500000000000001,0.849624060150376,100,2,True,False,False
PUD_AFTER_ADAPT,2,0,21,0.81,0.8095238095238095,100,2,True,False,False
PUD_AFTER_ADAPT,2,0,22,0.64,0.64,100,2,True,False,False
PUD_AFTER_ADAPT,2,0,31,0.87,0.8698828946051447,100,2,True,False,False
PUD_AFTER_ADAPT,2,0,45,0.73,0.72997299729973,100,2,True,False,False
PUD_AFTER_ADAPT,2,0,53,0.79,0.7874278773155178,100,2,True,False,False
PUD_AFTER_ADAPT,2,1,9,0.5800000000000001,0.5757575757575757,100,2,True,False,False
PUD_AFTER_ADAPT,2,1,10,0.72,0.7171717171717171,100,2,True,False,False
PUD_AFTER_ADAPT,2,1,16,0.8,0.8,100,2,True,False,False
PUD_AFTER_ADAPT,2,1,21,0.8300000000000001,0.8291628982011858,100,2,True,False,False
PUD_AFTER_ADAPT,2,1,22,0.64,0.6376811594202898,100,2,True,False,False
PUD_AFTER_ADAPT,2,1,31,0.85,0.84998499849985,100,2,True,False,False
PUD_AFTER_ADAPT,2,1,45,0.74,0.74,100,2,True,False,False
PUD_AFTER_ADAPT,2,1,53,0.76,0.7575757575757576,100,2,True,False,False
PUD_AFTER_ADAPT,2,2,9,0.56,0.5571658615136876,100,2,True,False,False
PUD_AFTER_ADAPT,2,2,10,0.66,0.6598639455782312,100,2,True,False,False
PUD_AFTER_ADAPT,2,2,16,0.84,0.84,100,2,True,False,False
PUD_AFTER_ADAPT,2,2,21,0.8300000000000001,0.8291628982011858,100,2,True,False,False
