method,fold,seed,subject_id,BA,macro_f1,n_trials,evaluation_session,target_history_labels_used,internal_holdout_used,WBCIC_outer_used
PUD_AFTER_ADAPT,2,2,22,0.59,0.5670995670995671,100,2,True,False,False
PUD_AFTER_ADAPT,2,2,31,0.81,0.8099809980998101,100,2,True,False,False
PUD_AFTER_ADAPT,2,2,45,0.7,0.7,100,2,True,False,False
PUD_AFTER_ADAPT,2,2,53,0.75,0.7487689679429204,100,2,True,False,False
PUD_AFTER_ADAPT,3,0,1,0.63,0.6269785260610949,100,2,True,False,False
PUD_AFTER_ADAPT,3,0,5,0.74,0.7348021215830274,100,2,True,False,False
PUD_AFTER_ADAPT,3,0,6,0.96,0.959983993597439,100,2,True,False,False
PUD_AFTER_ADAPT,3,0,7,0.74,0.7383252818035426,100,2,True,False,False
PUD_AFTER_ADAPT,3,0,20,0.88,0.8798076923076923,100,2,True,False,False
PUD_AFTER_ADAPT,3,0,23,0.63,0.6290726817042607,100,2,True,False,False
PUD_AFTER_ADAPT,3,0,26,0.86,0.8585858585858586,100,2,True,False,False
PUD_AFTER_ADAPT,3,0,35,0.8300000000000001,0.8286117552172598,100,2,True,False,False
PUD_AFTER_ADAPT,3,1,1,0.7,0.6998799519807923,100,2,True,False,False
PUD_AFTER_ADAPT,3,1,5,0.75,0.7469379491851402,100,2,True,False,False
PUD_AFTER_ADAPT,3,1,6,0.97,0.96999699969997,100,2,True,False,False
PUD_AFTER_ADAPT,3,1,7,0.8300000000000001,0.8298468621759583,100,2,True,False,False
PUD_AFTER_ADAPT,3,1,20,0.86,0.859775641025641,100,2,True,False,False
PUD_AFTER_ADAPT,3,1,23,0.69,0.6874684948079444,100,2,True,False,False
PUD_AFTER_ADAPT,3,1,26,0.87,0.8696741854636592,100,2,True,False,False
PUD_AFTER_ADAPT,3,1,35,0.8300000000000001,0.8249407887962105,100,2,True,False,False
PUD_AFTER_ADAPT,3,2,1,0.74,0.74,100,2,True,False,False
PUD_AFTER_ADAPT,3,2,5,0.76,0.7584541062801933,100,2,True,False,False
PUD_AFTER_ADAPT,3,2,6,0.94,0.939903846153846,100,2,True,False,False
PUD_AFTER_ADAPT,3,2,7,0.74,0.7373737373737375,100,2,True,False,False
PUD_AFTER_ADAPT,3,2,20,0.87,0.8699869986998701,100,2,True,False,False
PUD_AFTER_ADAPT,3,2,23,0.6,0.5941558441558441,100,2,True,False,False
PUD_AFTER_ADAPT,3,2,26,0.88,0.8798076923076923,100,2,True,False,False
PUD_AFTER_ADAPT,3,2,35,0.8,0.7933030177759405,100,2,True,False,False
PUD_AFTER_ADAPT,4,0,3,0.8300000000000001,0.8295739348370927,100,2,True,False,False
PUD_AFTER_ADAPT,4,0,8,0.7,0.6989160979526294,100,2,True,False,False
PUD_AFTER_ADAPT,4,0,11,0.77,0.7694235588972431,100,2,True,False,False
PUD_AFTER_ADAPT,4,0,27,0.8999999999999999,0.8993558776167472,100,2,True,False,False
PUD_AFTER_ADAPT,4,0,28,0.86,0.86,100,2,True,False,False
PUD_AFTER_ADAPT,4,0,30,0.72,0.7181964573268921,100,2,True,False,False
PUD_AFTER_ADAPT,4,0,38,0.72,0.7106242248863166,100,2,True,False,False
PUD_AFTER_ADAPT,4,0,52,0.76,0.7584541062801933,100,2,True,False,False
PUD_AFTER_ADAPT,4,1,3,0.87,0.8699869986998701,100,2,True,False,False
PUD_AFTER_ADAPT,4,1,8,0.69,0.6884735202492211,100,2,True,False,False
PUD_AFTER_ADAPT,4,1,11,0.75,0.7497747973175859,100,2,True,False,False
PUD_AFTER_ADAPT,4,1,27,0.89,0.8891017239641092,100,2,True,False,False
PUD_AFTER_ADAPT,4,1,28,0.86,0.8599439775910365,100,2,True,False,False
PUD_AFTER_ADAPT,4,1,30,0.6699999999999999,0.6683750376846548,100,2,True,False,False
PUD_AFTER_ADAPT,4,1,38,0.75,0.742559983523839,100,2,True,False,False
PUD_AFTER_ADAPT,4,1,52,0.79,0.7874278773155178,100,2,True,False,False
PUD_AFTER_ADAPT,4,2,3,0.97,0.96999699969997,100,2,True,False,False
PUD_AFTER_ADAPT,4,2,8,0.86,0.86,100,2,True,False,False
PUD_AFTER_ADAPT,4,2,11,0.78,0.7799119647859143,100,2,True,False,False
PUD_AFTER_ADAPT,4,2,27,0.91,0.9095568284594512,100,2,True,False,False
PUD_AFTER_ADAPT,4,2,28,0.88,0.8782467532467533,100,2,True,False,False
PUD_AFTER_ADAPT,4,2,30,0.67,0.66996699669967,100,2,True,False,False
PUD_AFTER_ADAPT,4,2,38,0.71,0.7076318177235609,100,2,True,False,False
PUD_AFTER_ADAPT,4,2,52,0.79,0.78997899789979,100,2,True,False,False
