method,fold,seed,subject_id,combined_BA,protected_only_BA,adaptive_only_BA,protected_branch_erasure_harm_BA,adaptive_branch_erasure_harm_BA,protected_D_finite,adaptive_D_finite,functional_teacher_target,functional_teacher_RMSE,functional_teacher_correlation,target_history_labels_used,internal_holdout_used,WBCIC_outer_used
A2_SOURCE_ONLY,1,1,50,0.6000000000000001,0.54,0.65,-0.04999999999999993,0.06000000000000005,1.194448741583658,1.1846075311468236,PUD_PROJECTED_TEACHER_LOGITS,0.9023603053564034,0.6104089727871643,False,False,False
PUD_SOURCE_ONLY,1,1,50,0.63,0.65,0.51,0.12,-0.020000000000000018,1.1305497559795696,0.6405005623821646,PUD_PROJECTED_TEACHER_LOGITS,0.6978346776892992,0.7860546331522068,False,False,False
IDENTITY_SOURCE_ONLY,1,1,50,0.64,0.5800000000000001,0.64,0.0,0.05999999999999994,0.19062944078744723,1.4094149117451715,PUD_PROJECTED_TEACHER_LOGITS,1.125206143683323,0.029649929266203665,False,False,False
RANDOM_SOURCE_ONLY,1,1,50,0.65,0.53,0.62,0.030000000000000027,0.12,0.23882571505253145,1.3772975752874095,PUD_PROJECTED_TEACHER_LOGITS,1.1237667421471746,0.059546742067518685,False,False,False
A2_SOURCE_ONLY,1,2,2,0.74,0.7,0.69,0.050000000000000044,0.040000000000000036,1.2788417006514363,1.2513872123454939,PUD_PROJECTED_TEACHER_LOGITS,0.987290351632543,0.6678249385080278,False,False,False
PUD_SOURCE_ONLY,1,2,2,0.75,0.75,0.62,0.13,0.0,1.7238384353831182,1.0302093055185702,PUD_PROJECTED_TEACHER_LOGITS,0.7520789687193964,0.8286116058252377,False,False,False
IDENTITY_SOURCE_ONLY,1,2,2,0.74,0.43000000000000005,0.75,-0.010000000000000009,0.30999999999999994,0.334755356316054,2.000068935856087,PUD_PROJECTED_TEACHER_LOGITS,1.3766334467400434,-0.1278707706498237,False,False,False
RANDOM_SOURCE_ONLY,1,2,2,0.75,0.6100000000000001,0.74,0.010000000000000009,0.1399999999999999,0.5791120074992396,1.847497796339971,PUD_PROJECTED_TEACHER_LOGITS,1.34584982440021,0.1060449161617186,False,False,False
A2_SOURCE_ONLY,1,2,14,0.79,0.63,0.65,0.14,0.16000000000000003,1.5711541000628355,1.3182604442320878,PUD_PROJECTED_TEACHER_LOGITS,1.1647809351733507,0.5434873400859975,False,False,False
PUD_SOURCE_ONLY,1,2,14,0.76,0.74,0.56,0.19999999999999996,0.020000000000000018,1.5393396141716473,0.986663977648724,PUD_PROJECTED_TEACHER_LOGITS,0.852903483492298,0.7593267091107575,False,False,False
IDENTITY_SOURCE_ONLY,1,2,14,0.77,0.6499999999999999,0.73,0.040000000000000036,0.1200000000000001,0.3582900706953132,1.9763538967747576,PUD_PROJECTED_TEACHER_LOGITS,1.3256075576763675,0.0019760835278812682,False,False,False
RANDOM_SOURCE_ONLY,1,2,14,0.78,0.62,0.73,0.050000000000000044,0.16000000000000003,0.5550878651290665,1.8421400588523802,PUD_PROJECTED_TEACHER_LOGITS,1.332635430168585,0.07094812730559219,False,False,False
A2_SOURCE_ONLY,1,2,34,0.68,0.61,0.6599999999999999,0.02000000000000013,0.07000000000000006,1.4690887838241566,1.3812904298468704,PUD_PROJECTED_TEACHER_LOGITS,1.0134591098105883,0.5379668488548156,False,False,False
PUD_SOURCE_ONLY,1,2,34,0.63,0.54,0.62,0.010000000000000009,0.08999999999999997,1.4922339616640632,1.2296554475309454,PUD_PROJECTED_TEACHER_LOGITS,0.8418209212657468,0.6859636090837322,False,False,False
IDENTITY_SOURCE_ONLY,1,2,34,0.64,0.51,0.62,0.020000000000000018,0.13,0.5795354097438215,1.8226878371340205,PUD_PROJECTED_TEACHER_LOGITS,1.180046557933466,-0.09330996113972255,False,False,False
RANDOM_SOURCE_ONLY,1,2,34,0.6699999999999999,0.56,0.67,-1.1102230246251565e-16,0.10999999999999988,0.8383064819109249,1.5834617893781093,PUD_PROJECTED_TEACHER_LOGITS,1.1460820410173156,0.1425768515103329,False,False,False
A2_SOURCE_ONLY,1,2,40,0.78,0.71,0.71,0.07000000000000006,0.07000000000000006,1.3473367854480207,1.1390574378258422,PUD_PROJECTED_TEACHER_LOGITS,0.9894058920338147,0.7362540738542565,False,False,False
PUD_SOURCE_ONLY,1,2,40,0.78,0.79,0.64,0.14,-0.010000000000000009,1.8755787794498466,0.9463535663944962,PUD_PROJECTED_TEACHER_LOGITS,0.7809270091259795,0.8457546376907418,False,False,False
IDENTITY_SOURCE_ONLY,1,2,40,0.72,0.48,0.73,-0.010000000000000009,0.24,0.3716911613546616,2.410628252499874,PUD_PROJECTED_TEACHER_LOGITS,1.520365640034728,-0.175905017117635,False,False,False
RANDOM_SOURCE_ONLY,1,2,40,0.75,0.49,0.72,0.030000000000000027,0.26,0.6147348104069628,2.2323159304061577,PUD_PROJECTED_TEACHER_LOGITS,1.4031227520904261,0.26014447077533936,False,False,False
A2_SOURCE_ONLY,1,2,43,0.9199999999999999,0.8,0.78,0.1399999999999999,0.11999999999999988,1.402752196220891,1.5314236903053227,PUD_PROJECTED_TEACHER_LOGITS,1.0204122005841278,0.7189155264449113,False,False,False
PUD_SOURCE_ONLY,1,2,43,0.89,0.89,0.7,0.19000000000000006,0.0,1.5704392065360806,0.970737133934695,PUD_PROJECTED_TEACHER_LOGITS,0.7336369610032031,0.8733141379260756,False,False,False
IDENTITY_SOURCE_ONLY,1,2,43,0.91,0.5800000000000001,0.88,0.030000000000000027,0.32999999999999996,0.3303955139210896,2.3105251054941056,PUD_PROJECTED_TEACHER_LOGITS,1.421273266269811,0.2654996837721473,False,False,False
RANDOM_SOURCE_ONLY,1,2,43,0.91,0.75,0.89,0.020000000000000018,0.16000000000000003,0.4414668183511669,2.1385779211536486,PUD_PROJECTED_TEACHER_LOGITS,1.3288825178954837,0.5232939969892316,False,False,False
A2_SOURCE_ONLY,1,2,44,0.8200000000000001,0.7,0.6599999999999999,0.16000000000000014,0.1200000000000001,1.9906896576877178,1.406230590854221,PUD_PROJECTED_TEACHER_LOGITS,1.0489158471257312,0.7639757336683602,False,False,False
PUD_SOURCE_ONLY,1,2,44,0.76,0.8,0.65,0.10999999999999999,-0.040000000000000036,1.699893921068671,0.7893428337671958,PUD_PROJECTED_TEACHER_LOGITS,0.8073253525998361,0.8717495479917494,False,False,False
IDENTITY_SOURCE_ONLY,1,2,44,0.77,0.73,0.76,0.010000000000000009,0.040000000000000036,0.32925375170025145,1.8866175873996351,PUD_PROJECTED_TEACHER_LOGITS,1.5236360026938247,0.393184909680524,False,False,False
RANDOM_SOURCE_ONLY,1,2,44,0.78,0.6699999999999999,0.75,0.030000000000000027,0.1100000000000001,0.50278520701658,1.730944439641783,PUD_PROJECTED_TEACHER_LOGITS,1.4940791501606887,0.39933207464002396,False,False,False
A2_SOURCE_ONLY,1,2,48,0.6799999999999999,0.6699999999999999,0.53,0.1499999999999999,0.010000000000000009,1.422966981242263,1.3705410840641439,PUD_PROJECTED_TEACHER_LOGITS,1.3847669948247308,0.2571287025402716,False,False,False
PUD_SOURCE_ONLY,1,2,48,0.65,0.74,0.49,0.16000000000000003,-0.08999999999999997,1.4400354286100883,0.8919572780079946,PUD_PROJECTED_TEACHER_LOGITS,0.806688107925444,0.7634981644216807,False,False,False
IDENTITY_SOURCE_ONLY,1,2,48,0.69,0.53,0.69,0.0,0.15999999999999992,0.30741555837207324,1.665897508230398,PUD_PROJECTED_TEACHER_LOGITS,1.1935014194486493,0.317879429697959,False,False,False
RANDOM_SOURCE_ONLY,1,2,48,0.69,0.52,0.71,-0.020000000000000018,0.16999999999999993,0.46165126638623893,1.5636589982461042,PUD_PROJECTED_TEACHER_LOGITS,1.2698437856093485,0.05323912356144768,False,False,False
A2_SOURCE_ONLY,1,2,50,0.56,0.64,0.51,0.050000000000000044,-0.07999999999999996,1.0671587538303389,1.6768863313918854,PUD_PROJECTED_TEACHER_LOGITS,1.1120385595200786,0.6158262603508508,False,False,False
PUD_SOURCE_ONLY,1,2,50,0.58,0.59,0.56,0.019999999999999907,-0.010000000000000009,1.5797073919801095,0.7671273174890926,PUD_PROJECTED_TEACHER_LOGITS,0.8495649655139386,0.7963002328986546,False,False,False
IDENTITY_SOURCE_ONLY,1,2,50,0.5700000000000001,0.49,0.55,0.020000000000000018,0.08000000000000007,0.39220243943677013,1.8142674419439306,PUD_PROJECTED_TEACHER_LOGITS,1.3084727665892635,0.4330379443716351,False,False,False
RANDOM_SOURCE_ONLY,1,2,50,0.56,0.5599999999999999,0.55,0.010000000000000009,1.1102230246251565e-16,0.42213261060356827,1.701374061209593,PUD_PROJECTED_TEACHER_LOGITS,1.375274518662662,0.2030463744920897,False,False,False
A2_SOURCE_ONLY,2,0,9,0.6,0.61,0.56,0.039999999999999925,-0.010000000000000009,0.8327573744845302,0.9293263258261455,PUD_PROJECTED_TEACHER_LOGITS,1.0606625338313254,0.44805690609768184,False,False,False
PUD_SOURCE_ONLY,2,0,9,0.5700000000000001,0.61,0.55,0.020000000000000018,-0.039999999999999925,1.2195614091472042,0.7012753189500606,PUD_PROJECTED_TEACHER_LOGITS,1.0471458330065555,0.5141607363618386,False,False,False
IDENTITY_SOURCE_ONLY,2,0,9,0.69,0.59,0.65,0.039999999999999925,0.09999999999999998,0.26189883030643296,1.5088257310594504,PUD_PROJECTED_TEACHER_LOGITS,1.2071848159452798,-0.04474625542991704,False,False,False
RANDOM_SOURCE_ONLY,2,0,9,0.64,0.61,0.6100000000000001,0.029999999999999916,0.030000000000000027,0.5815434972758683,1.3265093052856631,PUD_PROJECTED_TEACHER_LOGITS,1.163772643967755,0.22385419604867451,False,False,False
A2_SOURCE_ONLY,2,0,10,0.69,0.5599999999999999,0.6699999999999999,0.020000000000000018,0.13,0.8202309724736397,1.009749939046324,PUD_PROJECTED_TEACHER_LOGITS,0.8226409038192009,0.569709442754508,False,False,False
PUD_SOURCE_ONLY,2,0,10,0.6699999999999999,0.6,0.65,0.019999999999999907,0.06999999999999995,0.9007449299056675,0.6204896242510723,PUD_PROJECTED_TEACHER_LOGITS,0.8731398425087068,0.505958748218785,False,False,False
IDENTITY_SOURCE_ONLY,2,0,10,0.72,0.5700000000000001,0.69,0.030000000000000027,0.1499999999999999,0.17934202732773086,1.5328258071390186,PUD_PROJECTED_TEACHER_LOGITS,0.978888247372163,0.23498884426572342,False,False,False
RANDOM_SOURCE_ONLY,2,0,10,0.7,0.62,0.7,0.0,0.07999999999999996,0.3457479704255623,1.4334168230914028,PUD_PROJECTED_TEACHER_LOGITS,0.9204538528560299,0.4379428145985885,False,False,False
A2_SOURCE_ONLY,2,0,16,0.8,0.8200000000000001,0.72,0.08000000000000007,-0.020000000000000018,0.9463005958726579,1.5480492537153163,PUD_PROJECTED_TEACHER_LOGITS,1.1557708497852486,0.8261724417009042,False,False,False
PUD_SOURCE_ONLY,2,0,16,0.8500000000000001,0.8200000000000001,0.75,0.10000000000000009,0.030000000000000027,2.2852954309588176,0.7724859964453278,PUD_PROJECTED_TEACHER_LOGITS,0.5012419630702107,0.9529160564008008,False,False,False
IDENTITY_SOURCE_ONLY,2,0,16,0.8200000000000001,0.44999999999999996,0.8200000000000001,0.0,0.3700000000000001,0.3709474601506829,2.6230590961289395,PUD_PROJECTED_TEACHER_LOGITS,1.7522461383028767,-0.3409599522848852,False,False,False
RANDOM_SOURCE_ONLY,2,0,16,0.85,0.38,0.8,0.04999999999999993,0.47,0.8123194622802855,2.6550045655973715,PUD_PROJECTED_TEACHER_LOGITS,1.9230042154945188,-0.349567899316268,False,False,False
A2_SOURCE_ONLY,2,0,21,0.87,0.74,0.79,0.07999999999999996,0.13,1.0769095363865948,1.1338847609991078,PUD_PROJECTED_TEACHER_LOGITS,1.6639016290812523,0.4712365949805852,False,False,False
PUD_SOURCE_ONLY,2,0,21,0.8200000000000001,0.79,0.53,0.29000000000000004,0.030000000000000027,1.6797930856479155,0.6605752117242336,PUD_PROJECTED_TEACHER_LOGITS,1.5301854192015096,0.5836303916565492,False,False,False
IDENTITY_SOURCE_ONLY,2,0,21,0.96,0.75,0.94,0.020000000000000018,0.20999999999999996,0.3135199584660696,2.041376581018447,PUD_PROJECTED_TEACHER_LOGITS,1.7959149289541259,0.43475594760430303,False,False,False
RANDOM_SOURCE_ONLY,2,0,21,0.9,0.8,0.81,0.08999999999999997,0.09999999999999998,0.6748350787315445,1.4750847967141765,PUD_PROJECTED_TEACHER_LOGITS,1.6547692063990633,0.5727275101551398,False,False,False
A2_SOURCE_ONLY,2,0,22,0.6799999999999999,0.6,0.63,0.04999999999999993,0.07999999999999996,0.6919393413103808,0.9690043460844777,PUD_PROJECTED_TEACHER_LOGITS,1.0261594518257608,0.47343173084648144,False,False,False
PUD_SOURCE_ONLY,2,0,22,0.65,0.65,0.5700000000000001,0.07999999999999996,0.0,1.320019601754748,0.66390471603416,PUD_PROJECTED_TEACHER_LOGITS,0.8253004589335029,0.71051644321984,False,False,False
IDENTITY_SOURCE_ONLY,2,0,22,0.67,0.51,0.63,0.040000000000000036,0.16000000000000003,0.28021467056628196,1.7611470630821666,PUD_PROJECTED_TEACHER_LOGITS,1.1829155416725265,-0.016635199998038842,False,False,False
RANDOM_SOURCE_ONLY,2,0,22,0.6799999999999999,0.54,0.64,0.039999999999999925,0.1399999999999999,0.5400129050282154,1.6541042827041232,PUD_PROJECTED_TEACHER_LOGITS,1.2456349834307268,-0.06016915223531945,False,False,False
A2_SOURCE_ONLY,2,0,31,0.8999999999999999,0.71,0.79,0.10999999999999988,0.18999999999999995,0.7777728681130935,1.243562372873475,PUD_PROJECTED_TEACHER_LOGITS,1.1506590649613488,0.5177274164150389,False,False,False
PUD_SOURCE_ONLY,2,0,31,0.86,0.83,0.61,0.25,0.030000000000000027,1.7604785215194265,0.625156431495719,PUD_PROJECTED_TEACHER_LOGITS,0.584646649659387,0.8995790535504414,False,False,False
IDENTITY_SOURCE_ONLY,2,0,31,0.87,0.61,0.86,0.010000000000000009,0.26,0.21563839722733524,1.9794621919572282,PUD_PROJECTED_TEACHER_LOGITS,1.3641105913514184,-0.1372672696064261,False,False,False
RANDOM_SOURCE_ONLY,2,0,31,0.87,0.51,0.8200000000000001,0.04999999999999993,0.36,0.5609279149474845,1.8860276362441495,PUD_PROJECTED_TEACHER_LOGITS,1.3454481276080401,0.12160468910509088,False,False,False
A2_SOURCE_ONLY,2,0,45,0.75,0.77,0.64,0.10999999999999999,-0.020000000000000018,0.9092797178780887,0.9857530417997606,PUD_PROJECTED_TEACHER_LOGITS,0.8532944168035482,0.4206164777334034,False,False,False
PUD_SOURCE_ONLY,2,0,45,0.7,0.7,0.62,0.07999999999999996,0.0,1.0085824947657378,0.679365681880185,PUD_PROJECTED_TEACHER_LOGITS,0.699615509045383,0.6412624243224532,False,False,False
IDENTITY_SOURCE_ONLY,2,0,45,0.78,0.75,0.74,0.040000000000000036,0.030000000000000027,0.2054547878895447,1.4823291037439574,PUD_PROJECTED_TEACHER_LOGITS,0.8342108802189779,0.47407041156814356,False,False,False
RANDOM_SOURCE_ONLY,2,0,45,0.73,0.62,0.63,0.09999999999999998,0.10999999999999999,0.6756457823892591,1.4537328384015769,PUD_PROJECTED_TEACHER_LOGITS,0.7424608838636417,0.5563579220655986,False,False,False
A2_SOURCE_ONLY,2,0,53,0.78,0.77,0.74,0.040000000000000036,0.010000000000000009,0.9822112445104197,1.036719916826096,PUD_PROJECTED_TEACHER_LOGITS,0.8716626767819318,0.6927198874788532,False,False,False
PUD_SOURCE_ONLY,2,0,53,0.76,0.7,0.61,0.15000000000000002,0.06000000000000005,1.2854300483013823,0.6816084289884514,PUD_PROJECTED_TEACHER_LOGITS,0.9701735774116479,0.6040838848012329,False,False,False
IDENTITY_SOURCE_ONLY,2,0,53,0.75,0.5900000000000001,0.77,-0.020000000000000018,0.15999999999999992,0.30202703059513175,1.6010543827292356,PUD_PROJECTED_TEACHER_LOGITS,1.115149367147264,0.4485346443831682,False,False,False
RANDOM_SOURCE_ONLY,2,0,53,0.75,0.71,0.72,0.030000000000000027,0.040000000000000036,0.46402136063555843,1.569718774838446,PUD_PROJECTED_TEACHER_LOGITS,1.0456954841480919,0.5625684913579094,False,False,False
A2_SOURCE_ONLY,2,1,9,0.53,0.5599999999999999,0.6,-0.06999999999999995,-0.029999999999999916,1.0775315879204894,0.8883271783791614,PUD_PROJECTED_TEACHER_LOGITS,1.259054428050039,0.3101011852424359,False,False,False
PUD_SOURCE_ONLY,2,1,9,0.5800000000000001,0.5800000000000001,0.42,0.1600000000000001,0.0,1.3149003148551017,0.6714771633629267,PUD_PROJECTED_TEACHER_LOGITS,1.0000449963899256,0.6232561643309373,False,False,False
IDENTITY_SOURCE_ONLY,2,1,9,0.61,0.6,0.5900000000000001,0.019999999999999907,0.010000000000000009,0.30993128371802897,1.3290167787289233,PUD_PROJECTED_TEACHER_LOGITS,1.2334682066792015,0.2334591320287905,False,False,False
RANDOM_SOURCE_ONLY,2,1,9,0.62,0.55,0.61,0.010000000000000009,0.06999999999999995,0.4113163010986311,1.314914542840719,PUD_PROJECTED_TEACHER_LOGITS,1.219931741299059,0.27065299892417777,False,False,False
A2_SOURCE_ONLY,2,1,10,0.6799999999999999,0.7,0.71,-0.030000000000000027,-0.020000000000000018,0.6663022272373523,0.8559353310628011,PUD_PROJECTED_TEACHER_LOGITS,0.9448871951787516,0.5958287922044182,False,False,False
PUD_SOURCE_ONLY,2,1,10,0.6799999999999999,0.66,0.6,0.07999999999999996,0.019999999999999907,1.099356382919137,0.611402675932178,PUD_PROJECTED_TEACHER_LOGITS,0.722473771473812,0.7836378783150451,False,False,False
IDENTITY_SOURCE_ONLY,2,1,10,0.6699999999999999,0.55,0.67,-1.1102230246251565e-16,0.11999999999999988,0.25930213734371754,1.4740692106333946,PUD_PROJECTED_TEACHER_LOGITS,1.1038328264557373,0.30853874936348696,False,False,False
RANDOM_SOURCE_ONLY,2,1,10,0.6599999999999999,0.56,0.66,-1.1102230246251565e-16,0.09999999999999987,0.4878195459293508,1.4094748781934658,PUD_PROJECTED_TEACHER_LOGITS,1.1249619702329519,0.21239143532778562,False,False,False
A2_SOURCE_ONLY,2,1,16,0.8200000000000001,0.81,0.79,0.030000000000000027,0.010000000000000009,1.2880955411848487,1.3280067849561314,PUD_PROJECTED_TEACHER_LOGITS,0.8414139844666515,0.8259717663607098,False,False,False
PUD_SOURCE_ONLY,2,1,16,0.81,0.72,0.72,0.09000000000000008,0.09000000000000008,2.1281625339720622,1.1072156611263768,PUD_PROJECTED_TEACHER_LOGITS,0.4871796332786396,0.9461509093500664,False,False,False
IDENTITY_SOURCE_ONLY,2,1,16,0.8200000000000001,0.38,0.8200000000000001,0.0,0.44000000000000006,0.408003533477206,2.404392006233141,PUD_PROJECTED_TEACHER_LOGITS,1.568885754294452,-0.4456405360114434,False,False,False
RANDOM_SOURCE_ONLY,2,1,16,0.85,0.38,0.8200000000000001,0.029999999999999916,0.47,0.550138306635343,2.3571494680939233,PUD_PROJECTED_TEACHER_LOGITS,1.4798565499525185,-0.022949351455652876,False,False,False
A2_SOURCE_ONLY,2,1,21,0.8500000000000001,0.79,0.6799999999999999,0.17000000000000015,0.06000000000000005,1.3784920754939292,0.8255670180403685,PUD_PROJECTED_TEACHER_LOGITS,1.8936796984572195,0.4609858734684953,False,False,False
PUD_SOURCE_ONLY,2,1,21,0.83,0.78,0.51,0.31999999999999995,0.04999999999999993,1.7726026516540054,0.6711889403940313,PUD_PROJECTED_TEACHER_LOGITS,1.7430665837816135,0.5769625563273865,False,False,False
IDENTITY_SOURCE_ONLY,2,1,21,0.8400000000000001,0.86,0.81,0.030000000000000027,-0.019999999999999907,0.37542259095095026,1.4972131471202181,PUD_PROJECTED_TEACHER_LOGITS,1.9632768925174027,0.6793176614051055,False,False,False
RANDOM_SOURCE_ONLY,2,1,21,0.8200000000000001,0.64,0.78,0.040000000000000036,0.18000000000000005,0.48876059850356457,1.5190955241989483,PUD_PROJECTED_TEACHER_LOGITS,2.014247158938591,0.41754495913673645,False,False,False
A2_SOURCE_ONLY,2,1,22,0.6599999999999999,0.71,0.55,0.10999999999999988,-0.050000000000000044,0.8298330362421991,0.9962747471752028,PUD_PROJECTED_TEACHER_LOGITS,0.9477413613584563,0.40474936795640276,False,False,False
PUD_SOURCE_ONLY,2,1,22,0.6399999999999999,0.6000000000000001,0.6000000000000001,0.039999999999999813,0.039999999999999813,1.3091932296610795,0.7891127914152752,PUD_PROJECTED_TEACHER_LOGITS,0.7517375445754081,0.704972328160561,False,False,False
IDENTITY_SOURCE_ONLY,2,1,22,0.59,0.54,0.5800000000000001,0.009999999999999898,0.04999999999999993,0.3720296983239267,1.5948142655398523,PUD_PROJECTED_TEACHER_LOGITS,1.0883141241051937,-0.144467646695018,False,False,False
RANDOM_SOURCE_ONLY,2,1,22,0.57,0.51,0.53,0.039999999999999925,0.05999999999999994,0.4957187542000584,1.4186782979880843,PUD_PROJECTED_TEACHER_LOGITS,1.1304489994442324,-0.16417990960105233,False,False,False
A2_SOURCE_ONLY,2,1,31,0.82,0.74,0.8,0.019999999999999907,0.07999999999999996,1.1531375071879044,1.1078647926278373,PUD_PROJECTED_TEACHER_LOGITS,1.0227630000428962,0.5816470781092733,False,False,False
PUD_SOURCE_ONLY,2,1,31,0.86,0.72,0.72,0.14,0.14,1.6972258104140272,0.7701658143772009,PUD_PROJECTED_TEACHER_LOGITS,0.6368185781354802,0.8660595820812268,False,False,False
IDENTITY_SOURCE_ONLY,2,1,31,0.87,0.56,0.8300000000000001,0.039999999999999925,0.30999999999999994,0.2913969607344741,2.0396540068315048,PUD_PROJECTED_TEACHER_LOGITS,1.2801740269076325,-0.05205521714658772,False,False,False
RANDOM_SOURCE_ONLY,2,1,31,0.8500000000000001,0.58,0.8200000000000001,0.030000000000000027,0.27000000000000013,0.5815374833686165,1.8687630196663843,PUD_PROJECTED_TEACHER_LOGITS,1.2655731658943998,0.13290142655844106,False,False,False
A2_SOURCE_ONLY,2,1,45,0.7,0.62,0.61,0.08999999999999997,0.07999999999999996,1.0423987547324094,1.0530248485812514,PUD_PROJECTED_TEACHER_LOGITS,0.8432521972434894,0.597762866175611,False,False,False
PUD_SOURCE_ONLY,2,1,45,0.75,0.73,0.63,0.12,0.020000000000000018,1.2075843858232487,0.8192647920558187,PUD_PROJECTED_TEACHER_LOGITS,0.64338331713776,0.7873482793664907,False,False,False
IDENTITY_SOURCE_ONLY,2,1,45,0.75,0.62,0.74,0.010000000000000009,0.13,0.26576396127726243,1.3631887806586338,PUD_PROJECTED_TEACHER_LOGITS,1.027253355273749,0.1690776447573165,False,False,False
RANDOM_SOURCE_ONLY,2,1,45,0.76,0.5700000000000001,0.64,0.12,0.18999999999999995,0.5756697797576398,1.3450401419796705,PUD_PROJECTED_TEACHER_LOGITS,1.1923181387380757,-0.20008044671622097,False,False,False
A2_SOURCE_ONLY,2,1,53,0.78,0.76,0.67,0.10999999999999999,0.020000000000000018,0.8960927073192606,0.9366552351244276,PUD_PROJECTED_TEACHER_LOGITS,1.0347201850111067,0.5148190240331075,False,False,False
PUD_SOURCE_ONLY,2,1,53,0.73,0.76,0.62,0.10999999999999999,-0.030000000000000027,1.1477563764660703,0.8043949120922571,PUD_PROJECTED_TEACHER_LOGITS,0.878930351104113,0.6854085791564559,False,False,False
IDENTITY_SOURCE_ONLY,2,1,53,0.75,0.63,0.73,0.020000000000000018,0.12,0.2639841753433713,1.5822345848529102,PUD_PROJECTED_TEACHER_LOGITS,1.174737419337436,0.24717471336747665,False,False,False
RANDOM_SOURCE_ONLY,2,1,53,0.77,0.63,0.73,0.040000000000000036,0.14,0.4185404063904458,1.5270546713494335,PUD_PROJECTED_TEACHER_LOGITS,1.1927040176035815,0.17019118968794583,False,False,False
A2_SOURCE_ONLY,2,2,9,0.5900000000000001,0.51,0.61,-0.019999999999999907,0.08000000000000007,1.1956613211171738,0.9335168860291725,PUD_PROJECTED_TEACHER_LOGITS,0.8573227290332979,0.5827832399219333,False,False,False
PUD_SOURCE_ONLY,2,2,9,0.55,0.53,0.48000000000000004,0.07,0.020000000000000018,1.270493520664288,0.5433869261495282,PUD_PROJECTED_TEACHER_LOGITS,0.6428064665914329,0.7776486417003866,False,False,False
IDENTITY_SOURCE_ONLY,2,2,9,0.53,0.57,0.53,0.0,-0.039999999999999925,0.36720584432960873,1.1947181561791484,PUD_PROJECTED_TEACHER_LOGITS,0.9874639515952642,0.19805913361527275,False,False,False
RANDOM_SOURCE_ONLY,2,2,9,0.53,0.52,0.55,-0.020000000000000018,0.010000000000000009,0.6836466819467677,1.1858053783491262,PUD_PROJECTED_TEACHER_LOGITS,0.9535196562919119,0.34518116682654065,False,False,False
A2_SOURCE_ONLY,2,2,10,0.6799999999999999,0.6799999999999999,0.6399999999999999,0.040000000000000036,0.0,0.9268569636496412,0.8143641299551915,PUD_PROJECTED_TEACHER_LOGITS,0.7839839362930556,0.6110997902968437,False,False,False
PUD_SOURCE_ONLY,2,2,10,0.66,0.63,0.57,0.09000000000000008,0.030000000000000027,1.1254761240520714,0.5550856046021653,PUD_PROJECTED_TEACHER_LOGITS,0.541674294983844,0.8370258641899911,False,False,False
IDENTITY_SOURCE_ONLY,2,2,10,0.6799999999999999,0.59,0.6699999999999999,0.010000000000000009,0.08999999999999997,0.23340726049470464,1.3766237768171679,PUD_PROJECTED_TEACHER_LOGITS,0.9288093167994512,0.4331214702959449,False,False,False
RANDOM_SOURCE_ONLY,2,2,10,0.7,0.56,0.65,0.04999999999999993,0.1399999999999999,0.46281850601109953,1.1182723699469166,PUD_PROJECTED_TEACHER_LOGITS,0.900057543129781,0.4231772734732099,False,False,False
A2_SOURCE_ONLY,2,2,16,0.89,0.89,0.75,0.14,0.0,1.326600567746476,1.306762471748376,PUD_PROJECTED_TEACHER_LOGITS,0.9161966421458574,0.8728589894320545,False,False,False
PUD_SOURCE_ONLY,2,2,16,0.85,0.8300000000000001,0.61,0.24,0.019999999999999907,2.263133108836625,0.4023928539017363,PUD_PROJECTED_TEACHER_LOGITS,0.4458557469811635,0.9615091935024114,False,False,False
IDENTITY_SOURCE_ONLY,2,2,16,0.81,0.45,0.8200000000000001,-0.010000000000000009,0.36000000000000004,0.37308530063672957,2.483943643137816,PUD_PROJECTED_TEACHER_LOGITS,1.6449959544885693,-0.042850341546166695,False,False,False
RANDOM_SOURCE_ONLY,2,2,16,0.85,0.69,0.88,-0.030000000000000027,0.16000000000000003,1.31502683491396,1.7101744736910651,PUD_PROJECTED_TEACHER_LOGITS,0.9991686106917383,0.8224465017206561,False,False,False
A2_SOURCE_ONLY,2,2,21,0.85,0.6599999999999999,0.87,-0.020000000000000018,0.19000000000000006,1.118012453085954,1.269303215403984,PUD_PROJECTED_TEACHER_LOGITS,1.0487705160270309,0.5915484907061879,False,False,False
PUD_SOURCE_ONLY,2,2,21,0.77,0.77,0.72,0.050000000000000044,0.0,1.4388263241623236,0.5167596205467461,PUD_PROJECTED_TEACHER_LOGITS,0.7025243712903404,0.843781878461466,False,False,False
IDENTITY_SOURCE_ONLY,2,2,21,0.8200000000000001,0.6499999999999999,0.79,0.030000000000000027,0.17000000000000015,0.32990501342795575,1.4993949539882183,PUD_PROJECTED_TEACHER_LOGITS,1.1919237467509272,0.5357050175823396,False,False,False
RANDOM_SOURCE_ONLY,2,2,21,0.81,0.61,0.77,0.040000000000000036,0.20000000000000007,0.6835304802840525,1.440401877041797,PUD_PROJECTED_TEACHER_LOGITS,1.2233226019068268,0.34076945524590296,False,False,False
A2_SOURCE_ONLY,2,2,22,0.61,0.6,0.5800000000000001,0.029999999999999916,0.010000000000000009,0.9343067448674782,1.0516455555241826,PUD_PROJECTED_TEACHER_LOGITS,0.8101636377147903,0.7188655824857936,False,False,False
