method,fold,seed,subject_id,combined_BA,protected_only_BA,adaptive_only_BA,protected_branch_erasure_harm_BA,adaptive_branch_erasure_harm_BA,protected_D_finite,adaptive_D_finite,functional_teacher_target,functional_teacher_RMSE,functional_teacher_correlation,target_history_labels_used,internal_holdout_used,WBCIC_outer_used
PUD_SOURCE_ONLY,1,0,43,0.9,0.8899999999999999,0.77,0.13,0.01000000000000012,1.8358322285417121,0.8684228807521495,PUD_PROJECTED_TEACHER_LOGITS,0.6399567240107643,0.8891749171356,False,False,False
IDENTITY_SOURCE_ONLY,1,0,43,0.91,0.8200000000000001,0.81,0.09999999999999998,0.08999999999999997,0.4955467356952428,2.261136321402237,PUD_PROJECTED_TEACHER_LOGITS,1.2911204241008074,0.4044679733830039,False,False,False
RANDOM_SOURCE_ONLY,1,0,43,0.91,0.8400000000000001,0.8,0.10999999999999999,0.06999999999999995,0.9457954916711367,1.705734465795559,PUD_PROJECTED_TEACHER_LOGITS,1.0905930334765734,0.642572653256647,False,False,False
A2_SOURCE_ONLY,1,0,44,0.77,0.66,0.72,0.050000000000000044,0.10999999999999999,1.3282955336181763,1.1841101883324703,PUD_PROJECTED_TEACHER_LOGITS,1.2344069979116956,0.6681669998646388,False,False,False
PUD_SOURCE_ONLY,1,0,44,0.74,0.69,0.56,0.17999999999999994,0.050000000000000044,1.5655550025419256,0.7901696277078355,PUD_PROJECTED_TEACHER_LOGITS,1.1010393395833138,0.7466712007671933,False,False,False
IDENTITY_SOURCE_ONLY,1,0,44,0.74,0.69,0.71,0.030000000000000027,0.050000000000000044,0.5611182526162699,1.7533172475839471,PUD_PROJECTED_TEACHER_LOGITS,1.5217359606710736,0.4199266874566701,False,False,False
RANDOM_SOURCE_ONLY,1,0,44,0.69,0.61,0.6699999999999999,0.020000000000000018,0.07999999999999996,0.8078076938548588,1.2620369110416254,PUD_PROJECTED_TEACHER_LOGITS,1.425526484200162,0.5324038347539457,False,False,False
A2_SOURCE_ONLY,1,0,48,0.71,0.62,0.6699999999999999,0.040000000000000036,0.08999999999999997,1.183853607244207,1.1378946095569717,PUD_PROJECTED_TEACHER_LOGITS,1.2735897090545598,0.24325527006037392,False,False,False
PUD_SOURCE_ONLY,1,0,48,0.73,0.69,0.55,0.17999999999999994,0.040000000000000036,1.4141184585575166,0.7653205569597293,PUD_PROJECTED_TEACHER_LOGITS,0.8702072337311789,0.694839590612437,False,False,False
IDENTITY_SOURCE_ONLY,1,0,48,0.71,0.64,0.6799999999999999,0.030000000000000027,0.06999999999999995,0.6155260155969348,1.6686551309010822,PUD_PROJECTED_TEACHER_LOGITS,1.1809189905473887,0.1926349695230583,False,False,False
RANDOM_SOURCE_ONLY,1,0,48,0.71,0.6000000000000001,0.7,0.010000000000000009,0.10999999999999988,0.7503354823732058,1.3146696120141315,PUD_PROJECTED_TEACHER_LOGITS,1.1590136513165643,0.2720210776089357,False,False,False
A2_SOURCE_ONLY,1,0,50,0.61,0.57,0.54,0.06999999999999995,0.040000000000000036,1.3175370554555432,1.3297281628424598,PUD_PROJECTED_TEACHER_LOGITS,1.2557173256631289,0.23576675072836692,False,False,False
PUD_SOURCE_ONLY,1,0,50,0.58,0.7,0.42000000000000004,0.15999999999999992,-0.12,1.2801775977792906,0.7005477897603077,PUD_PROJECTED_TEACHER_LOGITS,0.5975426066530375,0.8362896543173698,False,False,False
IDENTITY_SOURCE_ONLY,1,0,50,0.6000000000000001,0.49,0.54,0.06000000000000005,0.1100000000000001,0.6913462038794312,1.4439821483340671,PUD_PROJECTED_TEACHER_LOGITS,1.0615444771423532,0.2812940049424073,False,False,False
RANDOM_SOURCE_ONLY,1,0,50,0.62,0.67,0.6100000000000001,0.009999999999999898,-0.050000000000000044,0.6521470374634452,1.1301018518859827,PUD_PROJECTED_TEACHER_LOGITS,1.021083768685907,0.35584226293225335,False,False,False
A2_SOURCE_ONLY,1,1,2,0.77,0.64,0.77,0.0,0.13,0.9530948574876785,1.5426508095617024,PUD_PROJECTED_TEACHER_LOGITS,1.3306369029385314,0.5836329704877382,False,False,False
PUD_SOURCE_ONLY,1,1,2,0.75,0.71,0.62,0.13,0.040000000000000036,1.9192221798136697,0.9122683203463033,PUD_PROJECTED_TEACHER_LOGITS,0.8872694398364765,0.8336592083619069,False,False,False
IDENTITY_SOURCE_ONLY,1,1,2,0.81,0.42000000000000004,0.79,0.020000000000000018,0.39,0.3726919550954872,2.093167476983245,PUD_PROJECTED_TEACHER_LOGITS,1.7309331235194478,-0.40954322380422725,False,False,False
RANDOM_SOURCE_ONLY,1,1,2,0.8,0.5,0.8,0.0,0.30000000000000004,0.42355752892287835,2.05891596695873,PUD_PROJECTED_TEACHER_LOGITS,1.7521760241044655,-0.41621632403673364,False,False,False
A2_SOURCE_ONLY,1,1,14,0.76,0.6599999999999999,0.62,0.14,0.10000000000000009,1.3292358926160162,1.760132939809388,PUD_PROJECTED_TEACHER_LOGITS,1.429301549042157,0.18453025933538658,False,False,False
PUD_SOURCE_ONLY,1,1,14,0.79,0.71,0.63,0.16000000000000003,0.08000000000000007,1.42050761701388,0.6781802733428477,PUD_PROJECTED_TEACHER_LOGITS,0.842484430653833,0.7470499848974732,False,False,False
IDENTITY_SOURCE_ONLY,1,1,14,0.74,0.49,0.77,-0.030000000000000027,0.25,0.24943752372644093,1.9892445528605043,PUD_PROJECTED_TEACHER_LOGITS,1.321830371063602,-0.2649734747545878,False,False,False
RANDOM_SOURCE_ONLY,1,1,14,0.72,0.5,0.75,-0.030000000000000027,0.21999999999999997,0.3130628370573407,1.8845438906416434,PUD_PROJECTED_TEACHER_LOGITS,1.2913035404008686,-0.03661580322743705,False,False,False
A2_SOURCE_ONLY,1,1,34,0.66,0.61,0.47000000000000003,0.19,0.050000000000000044,1.417187528642135,1.1360712495512815,PUD_PROJECTED_TEACHER_LOGITS,1.4965538117967725,0.05248232975435825,False,False,False
PUD_SOURCE_ONLY,1,1,34,0.63,0.59,0.55,0.07999999999999996,0.040000000000000036,1.6781735223805805,1.1477045943116762,PUD_PROJECTED_TEACHER_LOGITS,0.7725396792673926,0.784373016372372,False,False,False
IDENTITY_SOURCE_ONLY,1,1,34,0.62,0.56,0.65,-0.030000000000000027,0.05999999999999994,0.5217749333919209,1.6446918810696873,PUD_PROJECTED_TEACHER_LOGITS,1.3334246010029314,-0.33009813583606373,False,False,False
RANDOM_SOURCE_ONLY,1,1,34,0.6499999999999999,0.61,0.66,-0.01000000000000012,0.039999999999999925,0.8700441204674221,1.4190374463280588,PUD_PROJECTED_TEACHER_LOGITS,1.4102903762375258,-0.17601874096232287,False,False,False
A2_SOURCE_ONLY,1,1,40,0.8400000000000001,0.7,0.8,0.040000000000000036,0.14000000000000012,0.8162591102488127,1.5004715510108155,PUD_PROJECTED_TEACHER_LOGITS,1.217485298617825,0.5351785925840326,False,False,False
PUD_SOURCE_ONLY,1,1,40,0.81,0.75,0.66,0.15000000000000002,0.06000000000000005,2.063721026853151,0.7358201578465362,PUD_PROJECTED_TEACHER_LOGITS,0.841019351481823,0.8301586020626696,False,False,False
IDENTITY_SOURCE_ONLY,1,1,40,0.81,0.43000000000000005,0.8,0.010000000000000009,0.38,0.5221217719878496,2.228407079242381,PUD_PROJECTED_TEACHER_LOGITS,1.5615928584380647,-0.25964174843654836,False,False,False
RANDOM_SOURCE_ONLY,1,1,40,0.8,0.47,0.79,0.010000000000000009,0.33000000000000007,0.36353466424328207,2.0438278542214645,PUD_PROJECTED_TEACHER_LOGITS,1.4290243678193641,0.0725548197553952,False,False,False
A2_SOURCE_ONLY,1,1,43,0.9099999999999999,0.6499999999999999,0.8500000000000001,0.05999999999999983,0.26,1.3266281300245732,1.6794647375697465,PUD_PROJECTED_TEACHER_LOGITS,1.3404850895781433,0.47271489003330974,False,False,False
PUD_SOURCE_ONLY,1,1,43,0.85,0.78,0.81,0.039999999999999925,0.06999999999999995,1.3906352902544064,0.8949911333740206,PUD_PROJECTED_TEACHER_LOGITS,0.9069805737904818,0.8110176563261985,False,False,False
IDENTITY_SOURCE_ONLY,1,1,43,0.9199999999999999,0.6,0.9299999999999999,-0.010000000000000009,0.31999999999999995,0.2748719643429112,2.180466247005243,PUD_PROJECTED_TEACHER_LOGITS,1.4648703631033466,0.23691000483078278,False,False,False
RANDOM_SOURCE_ONLY,1,1,43,0.9199999999999999,0.59,0.89,0.029999999999999916,0.32999999999999996,0.3330601724309583,2.10894768679863,PUD_PROJECTED_TEACHER_LOGITS,1.4642877946161752,0.22299316847322267,False,False,False
A2_SOURCE_ONLY,1,1,44,0.85,0.78,0.71,0.14,0.06999999999999995,1.1818354741460733,1.8906979254361744,PUD_PROJECTED_TEACHER_LOGITS,1.161052177536095,0.6517323673546729,False,False,False
PUD_SOURCE_ONLY,1,1,44,0.77,0.72,0.66,0.10999999999999999,0.050000000000000044,1.3622668500143995,0.7640433848067096,PUD_PROJECTED_TEACHER_LOGITS,1.101824469657531,0.6897679871139109,False,False,False
IDENTITY_SOURCE_ONLY,1,1,44,0.73,0.6699999999999999,0.72,0.010000000000000009,0.06000000000000005,0.23852184281302297,2.1504319569971435,PUD_PROJECTED_TEACHER_LOGITS,1.5079217489877257,0.11175400389487612,False,False,False
RANDOM_SOURCE_ONLY,1,1,44,0.75,0.6,0.74,0.010000000000000009,0.15000000000000002,0.24988201754850403,2.095002779290248,PUD_PROJECTED_TEACHER_LOGITS,1.4807924661587661,0.2630514133279558,False,False,False
A2_SOURCE_ONLY,1,1,48,0.61,0.48,0.62,-0.010000000000000009,0.13,2.0154763894058263,1.7425245255533144,PUD_PROJECTED_TEACHER_LOGITS,1.6964493487936638,0.22248447055861184,False,False,False
PUD_SOURCE_ONLY,1,1,48,0.69,0.6699999999999999,0.56,0.1299999999999999,0.020000000000000018,1.2421292475461954,0.6965205103382771,PUD_PROJECTED_TEACHER_LOGITS,0.9578328620841834,0.6701901704432297,False,False,False
IDENTITY_SOURCE_ONLY,1,1,48,0.7,0.55,0.69,0.010000000000000009,0.1499999999999999,0.24434065779922243,1.6069745854012123,PUD_PROJECTED_TEACHER_LOGITS,1.2532406397198705,0.2790482592946927,False,False,False
RANDOM_SOURCE_ONLY,1,1,48,0.6699999999999999,0.5,0.69,-0.020000000000000018,0.16999999999999993,0.28131703001865555,1.6252609032102892,PUD_PROJECTED_TEACHER_LOGITS,1.2678696712545874,0.18946056108194556,False,False,False
