method,fold,subject_id,combined_BA,protected_only_BA,adaptive_only_BA,protected_branch_erasure_harm_BA,adaptive_branch_erasure_harm_BA,protected_D_finite,adaptive_D_finite,functional_teacher_RMSE,functional_teacher_correlation
RANDOM_SOURCE_ONLY,2,31,0.8500000000000001,0.59,0.8366666666666668,0.013333333333333334,0.26000000000000006,0.6916981020126549,1.7404366339966835,1.1817851595447177,0.26324549262962016
RANDOM_SOURCE_ONLY,2,45,0.7333333333333334,0.61,0.65,0.0833333333333333,0.12333333333333323,0.6163457861597387,1.3657452508916792,0.9344260998357234,0.2236218147384901
RANDOM_SOURCE_ONLY,2,53,0.7333333333333334,0.6533333333333333,0.7066666666666667,0.02666666666666667,0.08,0.4990597999242669,1.408069597968946,1.0897192912836844,0.40392645037061836
RANDOM_SOURCE_ONLY,2,9,0.5966666666666667,0.56,0.59,0.006666666666666633,0.03666666666666663,0.5588354934404224,1.2757430754918362,1.1124080138529087,0.2798961205997976
RANDOM_SOURCE_ONLY,3,1,0.68,0.6133333333333333,0.6466666666666666,0.03333333333333333,0.06666666666666667,0.8285840578924027,1.5211996099302258,1.2500054955626536,0.2875029587181937
RANDOM_SOURCE_ONLY,3,20,0.86,0.7533333333333333,0.8300000000000001,0.03,0.10666666666666669,0.7931413169771063,1.801154186168884,1.2767739010548316,0.4469668586066728
RANDOM_SOURCE_ONLY,3,23,0.6133333333333333,0.5233333333333333,0.6166666666666667,-0.0033333333333333335,0.0899999999999999,0.7964098301391843,1.3999213553883594,1.2125312422158376,0.16906420417011403
RANDOM_SOURCE_ONLY,3,26,0.84,0.73,0.8233333333333334,0.016666666666666666,0.10999999999999997,1.0464937739999174,2.0909344525287077,1.263126030462451,0.4746051854712227
RANDOM_SOURCE_ONLY,3,35,0.82,0.7366666666666667,0.8166666666666668,0.0033333333333333674,0.08333333333333333,1.1729364749903823,2.362781637582223,1.3113974949328644,0.6217216620323759
RANDOM_SOURCE_ONLY,3,5,0.7466666666666667,0.5866666666666666,0.7600000000000001,-0.013333333333333334,0.15999999999999998,0.9031887848388284,1.5440878603374786,1.2300704763920631,0.2896020018866044
RANDOM_SOURCE_ONLY,3,6,0.9499999999999998,0.7966666666666667,0.9066666666666667,0.04333333333333326,0.15333333333333327,1.053582437417961,2.114635219362915,1.3010541424374713,0.5461026274506275
RANDOM_SOURCE_ONLY,3,7,0.77,0.66,0.7433333333333333,0.02666666666666667,0.10999999999999997,0.6980443186605028,1.4629065912899637,1.2414526874196061,0.31914522517746774
RANDOM_SOURCE_ONLY,4,11,0.7366666666666667,0.6133333333333333,0.71,0.026666666666666634,0.1233333333333333,0.6742510056488924,1.5240017052544743,1.1214097221887664,0.3604121412740411
RANDOM_SOURCE_ONLY,4,27,0.91,0.8066666666666666,0.8733333333333334,0.03666666666666663,0.10333333333333324,0.8434263615240614,2.1582622728942664,1.2074488256710418,0.6297710151961837
RANDOM_SOURCE_ONLY,4,28,0.8866666666666667,0.7600000000000001,0.8366666666666666,0.050000000000000024,0.12666666666666662,0.8497462250740662,1.8061919234677877,1.2380418630201302,0.6066718315239344
RANDOM_SOURCE_ONLY,4,3,0.8733333333333334,0.7833333333333333,0.8466666666666667,0.026666666666666634,0.08999999999999997,0.9030505689570223,2.0137293621513424,1.1774369575649266,0.6910522294808522
RANDOM_SOURCE_ONLY,4,30,0.7133333333333333,0.6166666666666667,0.7133333333333333,0.0,0.09666666666666657,0.7441497215432249,1.3516791433452096,1.0215528365982018,0.33315543614132026
RANDOM_SOURCE_ONLY,4,38,0.6733333333333333,0.62,0.6633333333333333,0.009999999999999966,0.05333333333333327,0.7432313627683503,1.2585430274394243,1.0012316032774817,0.42990721561499007
RANDOM_SOURCE_ONLY,4,52,0.77,0.64,0.7533333333333333,0.016666666666666666,0.12999999999999992,0.6510863929572147,1.502518153267916,1.134359886665622,0.3655764309948553
RANDOM_SOURCE_ONLY,4,8,0.7833333333333333,0.7200000000000001,0.7266666666666666,0.056666666666666636,0.06333333333333326,0.7190447967488486,1.550969431368684,1.0718433239493066,0.48840390661141986
