stage,fold,seed,method,checkpoint,checkpoint_sha256_before,checkpoint_sha256_after,checkpoint_unchanged,state_sha256_before,state_sha256_after,parameters_and_buffers_unchanged,model_eval_mode
source_only,2,1,PUD_SOURCE_ONLY,SOURCE_EXPERIMENT/runtime/runs/fold-2/seed-1/checkpoints/PUD_SOURCE.pt,b76042dac615495437367f47920590021920cc6df01ec3259ca0ae66a1dd930e,b76042dac615495437367f47920590021920cc6df01ec3259ca0ae66a1dd930e,True,c195f160613bdaf483390d9ae359e6fc49b992ad29d89b068329e31b6221323e,c195f160613bdaf483390d9ae359e6fc49b992ad29d89b068329e31b6221323e,True,True
source_only,2,1,IDENTITY_SOURCE_ONLY,SOURCE_EXPERIMENT/runtime/runs/fold-2/seed-1/checkpoints/A7_IDENTITY_PROTECTED.pt,c9dc36c5b94648f39d437743cf9ce587f56cedd04416e728682ee559a5afa198,c9dc36c5b94648f39d437743cf9ce587f56cedd04416e728682ee559a5afa198,True,85b0dcdbd2583f2071085c058610587a0f9ecfacbe4f2a7b6dc751d8ce9f61e0,85b0dcdbd2583f2071085c058610587a0f9ecfacbe4f2a7b6dc751d8ce9f61e0,True,True
source_only,2,1,RANDOM_SOURCE_ONLY,SOURCE_EXPERIMENT/runtime/runs/fold-2/seed-1/checkpoints/A8_RANDOM_PROTECTED.pt,3ef690d9c335b5d2119016329e48c0f1b1004acf698ae9ff0ff87972602f1c96,3ef690d9c335b5d2119016329e48c0f1b1004acf698ae9ff0ff87972602f1c96,True,aac6fbf402d6291ff3b76c30f8176beaeb83b4ed7f1ec21ce64a1096f4e5ec24,aac6fbf402d6291ff3b76c30f8176beaeb83b4ed7f1ec21ce64a1096f4e5ec24,True,True
source_only,2,2,B1_STRONG_EEGNET_TEACHER_TARGET_ONLY,SOURCE_EXPERIMENT/runtime/runs/fold-2/seed-2/checkpoints/B1_STRONG_EEGNET.pt,37b4835804db72a302303cdfa9f7e651dce8d8ab380f308487b7d1dc7b490074,37b4835804db72a302303cdfa9f7e651dce8d8ab380f308487b7d1dc7b490074,True,98bd7d59cc2a89d2eb97472bc121f6b6e9da557533e175f4df83d384f470f531,98bd7d59cc2a89d2eb97472bc121f6b6e9da557533e175f4df83d384f470f531,True,True
source_only,2,2,A2_SOURCE_ONLY,SOURCE_EXPERIMENT/runtime/runs/fold-2/seed-2/checkpoints/A2_DUAL_CONTROL.pt,02b34ed23c1f37ceefc0be02c4564a7c47f6fa7ee533e1f3e8d1e6506069d18d,02b34ed23c1f37ceefc0be02c4564a7c47f6fa7ee533e1f3e8d1e6506069d18d,True,63efaebccc8ff6bdae4c4f7a2aad3aec032b6501838d2aee9a3a59527d69494b,63efaebccc8ff6bdae4c4f7a2aad3aec032b6501838d2aee9a3a59527d69494b,True,True
source_only,2,2,PUD_SOURCE_ONLY,SOURCE_EXPERIMENT/runtime/runs/fold-2/seed-2/checkpoints/PUD_SOURCE.pt,920a8dcf167d982a6ed96cec9b04b22d665c5be9fdc356c3d755757b5f7c9f9c,920a8dcf167d982a6ed96cec9b04b22d665c5be9fdc356c3d755757b5f7c9f9c,True,0a1d94ba7b6a44c47e1f1b784cbe2b86b9b10a3348e35d5317f22b5d04f0439a,0a1d94ba7b6a44c47e1f1b784cbe2b86b9b10a3348e35d5317f22b5d04f0439a,True,True
source_only,2,2,IDENTITY_SOURCE_ONLY,SOURCE_EXPERIMENT/runtime/runs/fold-2/seed-2/checkpoints/A7_IDENTITY_PROTECTED.pt,3e7088f593d526e40f3aa21ff4627ec21f45b93373e345da83a840fc36a8d594,3e7088f593d526e40f3aa21ff4627ec21f45b93373e345da83a840fc36a8d594,True,62242d67d0ce515fc210379e86d920dfa3062e50ff5d8ac0940b5142838e5336,62242d67d0ce515fc210379e86d920dfa3062e50ff5d8ac0940b5142838e5336,True,True
source_only,2,2,RANDOM_SOURCE_ONLY,SOURCE_EXPERIMENT/runtime/runs/fold-2/seed-2/checkpoints/A8_RANDOM_PROTECTED.pt,f002466f0ab12db6e4a56a7e7ecff4d8bc1e3194b577a0c20975f3469021a594,f002466f0ab12db6e4a56a7e7ecff4d8bc1e3194b577a0c20975f3469021a594,True,ef6ce6e0d3cccf4faee8fd307e75c3ec63ed95e63158f97be9ee854026d7854c,ef6ce6e0d3cccf4faee8fd307e75c3ec63ed95e63158f97be9ee854026d7854c,True,True
source_only,3,0,B1_STRONG_EEGNET_TEACHER_TARGET_ONLY,SOURCE_EXPERIMENT/runtime/runs/fold-3/seed-0/checkpoints/B1_STRONG_EEGNET.pt,d5572932f5c1a8fcb58da11292a5e4b9c1d2c8965ddebc814332771ee387d6fe,d5572932f5c1a8fcb58da11292a5e4b9c1d2c8965ddebc814332771ee387d6fe,True,5a7ee7bcbaeab5bedaa9e4243f8c10ba79d1806487871853b909897f71099866,5a7ee7bcbaeab5bedaa9e4243f8c10ba79d1806487871853b909897f71099866,True,True
source_only,3,0,A2_SOURCE_ONLY,SOURCE_EXPERIMENT/runtime/runs/fold-3/seed-0/checkpoints/A2_DUAL_CONTROL.pt,f0bec43e7591f72954ae4709199c09b8407406b225a3ee3a8c9176838423c8d8,f0bec43e7591f72954ae4709199c09b8407406b225a3ee3a8c9176838423c8d8,True,0600af9427c2407f95790326e898630c1437e2c81866e7bae793c2cc77aeb1b9,0600af9427c2407f95790326e898630c1437e2c81866e7bae793c2cc77aeb1b9,True,True
source_only,3,0,PUD_SOURCE_ONLY,SOURCE_EXPERIMENT/runtime/runs/fold-3/seed-0/checkpoints/PUD_SOURCE.pt,38ce9528bf4b1aa39d619d8195475dd77191f4e1a2a238cca3885d403bc68856,38ce9528bf4b1aa39d619d8195475dd77191f4e1a2a238cca3885d403bc68856,True,0044ea2a56ad5146f493073d9d1c5427e4a29cf42eebb73e3cf9e29fbe68d685,0044ea2a56ad5146f493073d9d1c5427e4a29cf42eebb73e3cf9e29fbe68d685,True,True
source_only,3,0,IDENTITY_SOURCE_ONLY,SOURCE_EXPERIMENT/runtime/runs/fold-3/seed-0/checkpoints/A7_IDENTITY_PROTECTED.pt,3fc2984b07814243840d84c8440badb19cbb77feb14a5e0c6a3a2c409d1465ee,3fc2984b07814243840d84c8440badb19cbb77feb14a5e0c6a3a2c409d1465ee,True,4646823b38240bd9f939a4acb1195ded3ac7086f7b3c03b0387a6e4fae29a4ac,4646823b38240bd9f939a4acb1195ded3ac7086f7b3c03b0387a6e4fae29a4ac,True,True
source_only,3,0,RANDOM_SOURCE_ONLY,SOURCE_EXPERIMENT/runtime/runs/fold-3/seed-0/checkpoints/A8_RANDOM_PROTECTED.pt,8894b3ab1a4fba79e0e668b877109b91c32c462027b39bd422af1e3252786f44,8894b3ab1a4fba79e0e668b877109b91c32c462027b39bd422af1e3252786f44,True,5d172edaff54ac3255dd8d8a0a11abda5211d6e2cdede34bdc5e91d556ad9c18,5d172edaff54ac3255dd8d8a0a11abda5211d6e2cdede34bdc5e91d556ad9c18,True,True
source_only,3,1,B1_STRONG_EEGNET_TEACHER_TARGET_ONLY,SOURCE_EXPERIMENT/runtime/runs/fold-3/seed-1/checkpoints/B1_STRONG_EEGNET.pt,0bf338fa1f0f59849f43e4384ce9bd0855dcd130dba629bbfd96d5d365736264,0bf338fa1f0f59849f43e4384ce9bd0855dcd130dba629bbfd96d5d365736264,True,660a68c15d726d12d66e614ded383bfb24e9e335ce42ea986b80b10c2c6f03e4,660a68c15d726d12d66e614ded383bfb24e9e335ce42ea986b80b10c2c6f03e4,True,True
source_only,3,1,A2_SOURCE_ONLY,SOURCE_EXPERIMENT/runtime/runs/fold-3/seed-1/checkpoints/A2_DUAL_CONTROL.pt,d48487c9e162012d277ca9520470d1a7947cfffd0ae2c9ebab6737f0e44db31a,d48487c9e162012d277ca9520470d1a7947cfffd0ae2c9ebab6737f0e44db31a,True,aa7976df0e2680aa2b528b0d3bdbd1c251ff2ce6c494edb7b4cb6376b1f10cf3,aa7976df0e2680aa2b528b0d3bdbd1c251ff2ce6c494edb7b4cb6376b1f10cf3,True,True
source_only,3,1,PUD_SOURCE_ONLY,SOURCE_EXPERIMENT/runtime/runs/fold-3/seed-1/checkpoints/PUD_SOURCE.pt,a141a31ce570072e863fa390d57029e69c9dbb1c963020902589f815a30fe391,a141a31ce570072e863fa390d57029e69c9dbb1c963020902589f815a30fe391,True,84f3f3d74cb3f8a1f74fa9e34a42bc9d42167dfea923baee0d463b39e9440e07,84f3f3d74cb3f8a1f74fa9e34a42bc9d42167dfea923baee0d463b39e9440e07,True,True
source_only,3,1,IDENTITY_SOURCE_ONLY,SOURCE_EXPERIMENT/runtime/runs/fold-3/seed-1/checkpoints/A7_IDENTITY_PROTECTED.pt,44a8e3f25e006f6afe794bab069dfd0f7286aa5c407e728aa5138c1088292a2e,44a8e3f25e006f6afe794bab069dfd0f7286aa5c407e728aa5138c1088292a2e,True,998d7e0aedce2e398d8eb7d6d3672055b0a48ca2baadec1c1475c3399aef648c,998d7e0aedce2e398d8eb7d6d3672055b0a48ca2baadec1c1475c3399aef648c,True,True
source_only,3,1,RANDOM_SOURCE_ONLY,SOURCE_EXPERIMENT/runtime/runs/fold-3/seed-1/checkpoints/A8_RANDOM_PROTECTED.pt,74b3d4f38789a4d05503b058e8a4c8ae193cc96355bcc467b2fdac8c531170d3,74b3d4f38789a4d05503b058e8a4c8ae193cc96355bcc467b2fdac8c531170d3,True,39c417a11ff9e14c16df63da4c7565a61abf6554a15c7f389c3154cd171b248b,39c417a11ff9e14c16df63da4c7565a61abf6554a15c7f389c3154cd171b248b,True,True
source_only,3,2,B1_STRONG_EEGNET_TEACHER_TARGET_ONLY,SOURCE_EXPERIMENT/runtime/runs/fold-3/seed-2/checkpoints/B1_STRONG_EEGNET.pt,9f86a88dc6d8fb9ef950394ddb4be145c642b33def0913dd555f5ace7464bcaf,9f86a88dc6d8fb9ef950394ddb4be145c642b33def0913dd555f5ace7464bcaf,True,cf2c633787b22b89726b0e13f3c4995a76b7d7b964dd2a6a91f7eabc1a323b8f,cf2c633787b22b89726b0e13f3c4995a76b7d7b964dd2a6a91f7eabc1a323b8f,True,True
source_only,3,2,A2_SOURCE_ONLY,SOURCE_EXPERIMENT/runtime/runs/fold-3/seed-2/checkpoints/A2_DUAL_CONTROL.pt,f1684e82846562ceca94471b3eeb8a1151a2c470b6b3f6e0f15a05aa8c6dbb47,f1684e82846562ceca94471b3eeb8a1151a2c470b6b3f6e0f15a05aa8c6dbb47,True,ec7b7130d6c64c326906c5958947e79f7580c21cd494cd63abd485f76d3385d9,ec7b7130d6c64c326906c5958947e79f7580c21cd494cd63abd485f76d3385d9,True,True
source_only,3,2,PUD_SOURCE_ONLY,SOURCE_EXPERIMENT/runtime/runs/fold-3/seed-2/checkpoints/PUD_SOURCE.pt,5afeaacf69c0dfab3e9d92644fc1969cd5790d05e9e034bf1dd9a99f81e56c9e,5afeaacf69c0dfab3e9d92644fc1969cd5790d05e9e034bf1dd9a99f81e56c9e,True,be88d49928c991975b3a25fdd8693341c0d17406a454b56a33d3f81259c48af8,be88d49928c991975b3a25fdd8693341c0d17406a454b56a33d3f81259c48af8,True,True
source_only,3,2,IDENTITY_SOURCE_ONLY,SOURCE_EXPERIMENT/runtime/runs/fold-3/seed-2/checkpoints/A7_IDENTITY_PROTECTED.pt,45200f511fb2ddcac83a6f8041c7f9dcad92fd0bd9c1fac96ea1ee1f12ad21df,45200f511fb2ddcac83a6f8041c7f9dcad92fd0bd9c1fac96ea1ee1f12ad21df,True,df46011c235c2c7933d8a51b8d090c8b6da621c4d4b903cff81f1da527fba37e,df46011c235c2c7933d8a51b8d090c8b6da621c4d4b903cff81f1da527fba37e,True,True
source_only,3,2,RANDOM_SOURCE_ONLY,SOURCE_EXPERIMENT/runtime/runs/fold-3/seed-2/checkpoints/A8_RANDOM_PROTECTED.pt,a8dadca1df6ac740c2ad55d4e46911cc15af1a87b698bd47ca08094055f8dbf2,a8dadca1df6ac740c2ad55d4e46911cc15af1a87b698bd47ca08094055f8dbf2,True,523cf35c62871454ae87d8643a6718d5a62e4fa9f895f8364a8e604f30eceb70,523cf35c62871454ae87d8643a6718d5a62e4fa9f895f8364a8e604f30eceb70,True,True
source_only,4,0,B1_STRONG_EEGNET_TEACHER_TARGET_ONLY,SOURCE_EXPERIMENT/runtime/runs/fold-4/seed-0/checkpoints/B1_STRONG_EEGNET.pt,b7bf48164de2c69362b447a9adf468d25a86c31de401a3ab5b9f2cabc9476da3,b7bf48164de2c69362b447a9adf468d25a86c31de401a3ab5b9f2cabc9476da3,True,32203947de429a0a51626041d72b08460b821cf8de720a2606c6f22413945957,32203947de429a0a51626041d72b08460b821cf8de720a2606c6f22413945957,True,True
