task,subject_id,cache_session,bids_session,signal_path,label_path,signal_exists,label_exists,channels,samples,trials,signal_dtype,label_dtype,cache_class_counts,schema_ok,bids_events_path,bids_channels_path,bids_eegjson_path,bids_event_codes,bids_event_types,bids_channel_count,bids_channel_sha256,bids_sampling_rate_hz,event_duration_seconds,cache_matches_bids_counts,minor_integrity_exclusion_trials
ERP,18,2,2,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-18/ses-2/erp_1train_signals.npy,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-18/ses-2/erp_1train_codes.npy,True,True,62,250,1980,float32,int16,"{""1"": 1650, ""2"": 330}",True,sub-18/ses-2/eeg/sub-18_ses-2_task-p300_run-1_recording-train_events.tsv,sub-18/ses-2/eeg/sub-18_ses-2_task-p300_run-1_recording-train_channels.tsv,sub-18/ses-2/eeg/sub-18_ses-2_task-p300_run-1_recording-train_eeg.json,"{""1"": 1650, ""2"": 330}","{""NonTarget"": 1650, ""Target"": 330}",62,9efa70ebd2e894e7b906f50f092dfe1788486d4c3eed4fed0ecc217989f678f7,1000.0,1.0,True,0
ERP,19,1,1,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-19/ses-1/erp_1train_signals.npy,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-19/ses-1/erp_1train_codes.npy,True,True,62,250,1980,float32,int16,"{""1"": 1650, ""2"": 330}",True,sub-19/ses-1/eeg/sub-19_ses-1_task-p300_run-1_recording-train_events.tsv,sub-19/ses-1/eeg/sub-19_ses-1_task-p300_run-1_recording-train_channels.tsv,sub-19/ses-1/eeg/sub-19_ses-1_task-p300_run-1_recording-train_eeg.json,"{""1"": 1650, ""2"": 330}","{""NonTarget"": 1650, ""Target"": 330}",62,9efa70ebd2e894e7b906f50f092dfe1788486d4c3eed4fed0ecc217989f678f7,1000.0,1.0,True,0
ERP,19,2,2,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-19/ses-2/erp_1train_signals.npy,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-19/ses-2/erp_1train_codes.npy,True,True,62,250,1980,float32,int16,"{""1"": 1650, ""2"": 330}",True,sub-19/ses-2/eeg/sub-19_ses-2_task-p300_run-1_recording-train_events.tsv,sub-19/ses-2/eeg/sub-19_ses-2_task-p300_run-1_recording-train_channels.tsv,sub-19/ses-2/eeg/sub-19_ses-2_task-p300_run-1_recording-train_eeg.json,"{""1"": 1650, ""2"": 330}","{""NonTarget"": 1650, ""Target"": 330}",62,9efa70ebd2e894e7b906f50f092dfe1788486d4c3eed4fed0ecc217989f678f7,1000.0,1.0,True,0
ERP,20,1,1,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-20/ses-1/erp_1train_signals.npy,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-20/ses-1/erp_1train_codes.npy,True,True,62,250,1980,float32,int16,"{""1"": 1650, ""2"": 330}",True,sub-20/ses-1/eeg/sub-20_ses-1_task-p300_run-1_recording-train_events.tsv,sub-20/ses-1/eeg/sub-20_ses-1_task-p300_run-1_recording-train_channels.tsv,sub-20/ses-1/eeg/sub-20_ses-1_task-p300_run-1_recording-train_eeg.json,"{""1"": 1650, ""2"": 330}","{""NonTarget"": 1650, ""Target"": 330}",62,9efa70ebd2e894e7b906f50f092dfe1788486d4c3eed4fed0ecc217989f678f7,1000.0,1.0,True,0
ERP,20,2,2,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-20/ses-2/erp_1train_signals.npy,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-20/ses-2/erp_1train_codes.npy,True,True,62,250,1980,float32,int16,"{""1"": 1650, ""2"": 330}",True,sub-20/ses-2/eeg/sub-20_ses-2_task-p300_run-1_recording-train_events.tsv,sub-20/ses-2/eeg/sub-20_ses-2_task-p300_run-1_recording-train_channels.tsv,sub-20/ses-2/eeg/sub-20_ses-2_task-p300_run-1_recording-train_eeg.json,"{""1"": 1650, ""2"": 330}","{""NonTarget"": 1650, ""Target"": 330}",62,9efa70ebd2e894e7b906f50f092dfe1788486d4c3eed4fed0ecc217989f678f7,1000.0,1.0,True,0
ERP,21,1,1,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-21/ses-1/erp_1train_signals.npy,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-21/ses-1/erp_1train_codes.npy,True,True,62,250,1980,float32,int16,"{""1"": 1650, ""2"": 330}",True,sub-21/ses-1/eeg/sub-21_ses-1_task-p300_run-1_recording-train_events.tsv,sub-21/ses-1/eeg/sub-21_ses-1_task-p300_run-1_recording-train_channels.tsv,sub-21/ses-1/eeg/sub-21_ses-1_task-p300_run-1_recording-train_eeg.json,"{""1"": 1650, ""2"": 330}","{""NonTarget"": 1650, ""Target"": 330}",62,9efa70ebd2e894e7b906f50f092dfe1788486d4c3eed4fed0ecc217989f678f7,1000.0,1.0,True,0
ERP,21,2,2,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-21/ses-2/erp_1train_signals.npy,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-21/ses-2/erp_1train_codes.npy,True,True,62,250,1980,float32,int16,"{""1"": 1650, ""2"": 330}",True,sub-21/ses-2/eeg/sub-21_ses-2_task-p300_run-1_recording-train_events.tsv,sub-21/ses-2/eeg/sub-21_ses-2_task-p300_run-1_recording-train_channels.tsv,sub-21/ses-2/eeg/sub-21_ses-2_task-p300_run-1_recording-train_eeg.json,"{""1"": 1650, ""2"": 330}","{""NonTarget"": 1650, ""Target"": 330}",62,9efa70ebd2e894e7b906f50f092dfe1788486d4c3eed4fed0ecc217989f678f7,1000.0,1.0,True,0
ERP,22,1,1,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-22/ses-1/erp_1train_signals.npy,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-22/ses-1/erp_1train_codes.npy,True,True,62,250,1980,float32,int16,"{""1"": 1650, ""2"": 330}",True,sub-22/ses-1/eeg/sub-22_ses-1_task-p300_run-1_recording-train_events.tsv,sub-22/ses-1/eeg/sub-22_ses-1_task-p300_run-1_recording-train_channels.tsv,sub-22/ses-1/eeg/sub-22_ses-1_task-p300_run-1_recording-train_eeg.json,"{""1"": 1650, ""2"": 330}","{""NonTarget"": 1650, ""Target"": 330}",62,9efa70ebd2e894e7b906f50f092dfe1788486d4c3eed4fed0ecc217989f678f7,1000.0,1.0,True,0
ERP,22,2,2,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-22/ses-2/erp_1train_signals.npy,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-22/ses-2/erp_1train_codes.npy,True,True,62,250,1980,float32,int16,"{""1"": 1650, ""2"": 330}",True,sub-22/ses-2/eeg/sub-22_ses-2_task-p300_run-1_recording-train_events.tsv,sub-22/ses-2/eeg/sub-22_ses-2_task-p300_run-1_recording-train_channels.tsv,sub-22/ses-2/eeg/sub-22_ses-2_task-p300_run-1_recording-train_eeg.json,"{""1"": 1650, ""2"": 330}","{""NonTarget"": 1650, ""Target"": 330}",62,9efa70ebd2e894e7b906f50f092dfe1788486d4c3eed4fed0ecc217989f678f7,1000.0,1.0,True,0
ERP,23,1,1,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-23/ses-1/erp_1train_signals.npy,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-23/ses-1/erp_1train_codes.npy,True,True,62,250,1980,float32,int16,"{""1"": 1650, ""2"": 330}",True,sub-23/ses-1/eeg/sub-23_ses-1_task-p300_run-1_recording-train_events.tsv,sub-23/ses-1/eeg/sub-23_ses-1_task-p300_run-1_recording-train_channels.tsv,sub-23/ses-1/eeg/sub-23_ses-1_task-p300_run-1_recording-train_eeg.json,"{""1"": 1650, ""2"": 330}","{""NonTarget"": 1650, ""Target"": 330}",62,9efa70ebd2e894e7b906f50f092dfe1788486d4c3eed4fed0ecc217989f678f7,1000.0,1.0,True,0
ERP,23,2,2,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-23/ses-2/erp_1train_signals.npy,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-23/ses-2/erp_1train_codes.npy,True,True,62,250,1980,float32,int16,"{""1"": 1650, ""2"": 330}",True,sub-23/ses-2/eeg/sub-23_ses-2_task-p300_run-1_recording-train_events.tsv,sub-23/ses-2/eeg/sub-23_ses-2_task-p300_run-1_recording-train_channels.tsv,sub-23/ses-2/eeg/sub-23_ses-2_task-p300_run-1_recording-train_eeg.json,"{""1"": 1650, ""2"": 330}","{""NonTarget"": 1650, ""Target"": 330}",62,9efa70ebd2e894e7b906f50f092dfe1788486d4c3eed4fed0ecc217989f678f7,1000.0,1.0,True,0
ERP,24,1,1,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-24/ses-1/erp_1train_signals.npy,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-24/ses-1/erp_1train_codes.npy,True,True,62,250,1980,float32,int16,"{""1"": 1650, ""2"": 330}",True,sub-24/ses-1/eeg/sub-24_ses-1_task-p300_run-1_recording-train_events.tsv,sub-24/ses-1/eeg/sub-24_ses-1_task-p300_run-1_recording-train_channels.tsv,sub-24/ses-1/eeg/sub-24_ses-1_task-p300_run-1_recording-train_eeg.json,"{""1"": 1650, ""2"": 330}","{""NonTarget"": 1650, ""Target"": 330}",62,9efa70ebd2e894e7b906f50f092dfe1788486d4c3eed4fed0ecc217989f678f7,1000.0,1.0,True,0
ERP,24,2,2,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-24/ses-2/erp_1train_signals.npy,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-24/ses-2/erp_1train_codes.npy,True,True,62,250,1980,float32,int16,"{""1"": 1650, ""2"": 330}",True,sub-24/ses-2/eeg/sub-24_ses-2_task-p300_run-1_recording-train_events.tsv,sub-24/ses-2/eeg/sub-24_ses-2_task-p300_run-1_recording-train_channels.tsv,sub-24/ses-2/eeg/sub-24_ses-2_task-p300_run-1_recording-train_eeg.json,"{""1"": 1650, ""2"": 330}","{""NonTarget"": 1650, ""Target"": 330}",62,9efa70ebd2e894e7b906f50f092dfe1788486d4c3eed4fed0ecc217989f678f7,1000.0,1.0,True,0
ERP,25,1,1,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-25/ses-1/erp_1train_signals.npy,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-25/ses-1/erp_1train_codes.npy,True,True,62,250,1980,float32,int16,"{""1"": 1650, ""2"": 330}",True,sub-25/ses-1/eeg/sub-25_ses-1_task-p300_run-1_recording-train_events.tsv,sub-25/ses-1/eeg/sub-25_ses-1_task-p300_run-1_recording-train_channels.tsv,sub-25/ses-1/eeg/sub-25_ses-1_task-p300_run-1_recording-train_eeg.json,"{""1"": 1650, ""2"": 330}","{""NonTarget"": 1650, ""Target"": 330}",62,9efa70ebd2e894e7b906f50f092dfe1788486d4c3eed4fed0ecc217989f678f7,1000.0,1.0,True,0
ERP,25,2,2,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-25/ses-2/erp_1train_signals.npy,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-25/ses-2/erp_1train_codes.npy,True,True,62,250,1980,float32,int16,"{""1"": 1650, ""2"": 330}",True,sub-25/ses-2/eeg/sub-25_ses-2_task-p300_run-1_recording-train_events.tsv,sub-25/ses-2/eeg/sub-25_ses-2_task-p300_run-1_recording-train_channels.tsv,sub-25/ses-2/eeg/sub-25_ses-2_task-p300_run-1_recording-train_eeg.json,"{""1"": 1650, ""2"": 330}","{""NonTarget"": 1650, ""Target"": 330}",62,9efa70ebd2e894e7b906f50f092dfe1788486d4c3eed4fed0ecc217989f678f7,1000.0,1.0,True,0
ERP,26,1,1,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-26/ses-1/erp_1train_signals.npy,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-26/ses-1/erp_1train_codes.npy,True,True,62,250,1980,float32,int16,"{""1"": 1650, ""2"": 330}",True,sub-26/ses-1/eeg/sub-26_ses-1_task-p300_run-1_recording-train_events.tsv,sub-26/ses-1/eeg/sub-26_ses-1_task-p300_run-1_recording-train_channels.tsv,sub-26/ses-1/eeg/sub-26_ses-1_task-p300_run-1_recording-train_eeg.json,"{""1"": 1650, ""2"": 330}","{""NonTarget"": 1650, ""Target"": 330}",62,9efa70ebd2e894e7b906f50f092dfe1788486d4c3eed4fed0ecc217989f678f7,1000.0,1.0,True,0
ERP,26,2,2,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-26/ses-2/erp_1train_signals.npy,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-26/ses-2/erp_1train_codes.npy,True,True,62,250,1980,float32,int16,"{""1"": 1650, ""2"": 330}",True,sub-26/ses-2/eeg/sub-26_ses-2_task-p300_run-1_recording-train_events.tsv,sub-26/ses-2/eeg/sub-26_ses-2_task-p300_run-1_recording-train_channels.tsv,sub-26/ses-2/eeg/sub-26_ses-2_task-p300_run-1_recording-train_eeg.json,"{""1"": 1650, ""2"": 330}","{""NonTarget"": 1650, ""Target"": 330}",62,9efa70ebd2e894e7b906f50f092dfe1788486d4c3eed4fed0ecc217989f678f7,1000.0,1.0,True,0
ERP,27,1,1,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-27/ses-1/erp_1train_signals.npy,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-27/ses-1/erp_1train_codes.npy,True,True,62,250,1980,float32,int16,"{""1"": 1650, ""2"": 330}",True,sub-27/ses-1/eeg/sub-27_ses-1_task-p300_run-1_recording-train_events.tsv,sub-27/ses-1/eeg/sub-27_ses-1_task-p300_run-1_recording-train_channels.tsv,sub-27/ses-1/eeg/sub-27_ses-1_task-p300_run-1_recording-train_eeg.json,"{""1"": 1650, ""2"": 330}","{""NonTarget"": 1650, ""Target"": 330}",62,9efa70ebd2e894e7b906f50f092dfe1788486d4c3eed4fed0ecc217989f678f7,1000.0,1.0,True,0
ERP,27,2,2,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-27/ses-2/erp_1train_signals.npy,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-27/ses-2/erp_1train_codes.npy,True,True,62,250,1980,float32,int16,"{""1"": 1650, ""2"": 330}",True,sub-27/ses-2/eeg/sub-27_ses-2_task-p300_run-1_recording-train_events.tsv,sub-27/ses-2/eeg/sub-27_ses-2_task-p300_run-1_recording-train_channels.tsv,sub-27/ses-2/eeg/sub-27_ses-2_task-p300_run-1_recording-train_eeg.json,"{""1"": 1650, ""2"": 330}","{""NonTarget"": 1650, ""Target"": 330}",62,9efa70ebd2e894e7b906f50f092dfe1788486d4c3eed4fed0ecc217989f678f7,1000.0,1.0,True,0
ERP,28,1,1,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-28/ses-1/erp_1train_signals.npy,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-28/ses-1/erp_1train_codes.npy,True,True,62,250,1980,float32,int16,"{""1"": 1650, ""2"": 330}",True,sub-28/ses-1/eeg/sub-28_ses-1_task-p300_run-1_recording-train_events.tsv,sub-28/ses-1/eeg/sub-28_ses-1_task-p300_run-1_recording-train_channels.tsv,sub-28/ses-1/eeg/sub-28_ses-1_task-p300_run-1_recording-train_eeg.json,"{""1"": 1650, ""2"": 330}","{""NonTarget"": 1650, ""Target"": 330}",62,9efa70ebd2e894e7b906f50f092dfe1788486d4c3eed4fed0ecc217989f678f7,1000.0,1.0,True,0
ERP,28,2,2,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-28/ses-2/erp_1train_signals.npy,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-28/ses-2/erp_1train_codes.npy,True,True,62,250,1980,float32,int16,"{""1"": 1650, ""2"": 330}",True,sub-28/ses-2/eeg/sub-28_ses-2_task-p300_run-1_recording-train_events.tsv,sub-28/ses-2/eeg/sub-28_ses-2_task-p300_run-1_recording-train_channels.tsv,sub-28/ses-2/eeg/sub-28_ses-2_task-p300_run-1_recording-train_eeg.json,"{""1"": 1650, ""2"": 330}","{""NonTarget"": 1650, ""Target"": 330}",62,9efa70ebd2e894e7b906f50f092dfe1788486d4c3eed4fed0ecc217989f678f7,1000.0,1.0,True,0
ERP,29,1,1,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-29/ses-1/erp_1train_signals.npy,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-29/ses-1/erp_1train_codes.npy,True,True,62,250,1980,float32,int16,"{""1"": 1650, ""2"": 330}",True,sub-29/ses-1/eeg/sub-29_ses-1_task-p300_run-1_recording-train_events.tsv,sub-29/ses-1/eeg/sub-29_ses-1_task-p300_run-1_recording-train_channels.tsv,sub-29/ses-1/eeg/sub-29_ses-1_task-p300_run-1_recording-train_eeg.json,"{""1"": 1650, ""2"": 330}","{""NonTarget"": 1650, ""Target"": 330}",62,9efa70ebd2e894e7b906f50f092dfe1788486d4c3eed4fed0ecc217989f678f7,1000.0,1.0,True,0
ERP,29,2,2,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-29/ses-2/erp_1train_signals.npy,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-29/ses-2/erp_1train_codes.npy,True,True,62,250,1980,float32,int16,"{""1"": 1650, ""2"": 330}",True,sub-29/ses-2/eeg/sub-29_ses-2_task-p300_run-1_recording-train_events.tsv,sub-29/ses-2/eeg/sub-29_ses-2_task-p300_run-1_recording-train_channels.tsv,sub-29/ses-2/eeg/sub-29_ses-2_task-p300_run-1_recording-train_eeg.json,"{""1"": 1650, ""2"": 330}","{""NonTarget"": 1650, ""Target"": 330}",62,9efa70ebd2e894e7b906f50f092dfe1788486d4c3eed4fed0ecc217989f678f7,1000.0,1.0,True,0
ERP,30,1,1,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-30/ses-1/erp_1train_signals.npy,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-30/ses-1/erp_1train_codes.npy,True,True,62,250,1980,float32,int16,"{""1"": 1650, ""2"": 330}",True,sub-30/ses-1/eeg/sub-30_ses-1_task-p300_run-1_recording-train_events.tsv,sub-30/ses-1/eeg/sub-30_ses-1_task-p300_run-1_recording-train_channels.tsv,sub-30/ses-1/eeg/sub-30_ses-1_task-p300_run-1_recording-train_eeg.json,"{""1"": 1650, ""2"": 330}","{""NonTarget"": 1650, ""Target"": 330}",62,9efa70ebd2e894e7b906f50f092dfe1788486d4c3eed4fed0ecc217989f678f7,1000.0,1.0,True,0
ERP,30,2,2,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-30/ses-2/erp_1train_signals.npy,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-30/ses-2/erp_1train_codes.npy,True,True,62,250,1980,float32,int16,"{""1"": 1650, ""2"": 330}",True,sub-30/ses-2/eeg/sub-30_ses-2_task-p300_run-1_recording-train_events.tsv,sub-30/ses-2/eeg/sub-30_ses-2_task-p300_run-1_recording-train_channels.tsv,sub-30/ses-2/eeg/sub-30_ses-2_task-p300_run-1_recording-train_eeg.json,"{""1"": 1650, ""2"": 330}","{""NonTarget"": 1650, ""Target"": 330}",62,9efa70ebd2e894e7b906f50f092dfe1788486d4c3eed4fed0ecc217989f678f7,1000.0,1.0,True,0
ERP,31,1,1,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-31/ses-1/erp_1train_signals.npy,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-31/ses-1/erp_1train_codes.npy,True,True,62,250,1980,float32,int16,"{""1"": 1650, ""2"": 330}",True,sub-31/ses-1/eeg/sub-31_ses-1_task-p300_run-1_recording-train_events.tsv,sub-31/ses-1/eeg/sub-31_ses-1_task-p300_run-1_recording-train_channels.tsv,sub-31/ses-1/eeg/sub-31_ses-1_task-p300_run-1_recording-train_eeg.json,"{""1"": 1650, ""2"": 330}","{""NonTarget"": 1650, ""Target"": 330}",62,9efa70ebd2e894e7b906f50f092dfe1788486d4c3eed4fed0ecc217989f678f7,1000.0,1.0,True,0
ERP,31,2,2,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-31/ses-2/erp_1train_signals.npy,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-31/ses-2/erp_1train_codes.npy,True,True,62,250,1980,float32,int16,"{""1"": 1650, ""2"": 330}",True,sub-31/ses-2/eeg/sub-31_ses-2_task-p300_run-1_recording-train_events.tsv,sub-31/ses-2/eeg/sub-31_ses-2_task-p300_run-1_recording-train_channels.tsv,sub-31/ses-2/eeg/sub-31_ses-2_task-p300_run-1_recording-train_eeg.json,"{""1"": 1650, ""2"": 330}","{""NonTarget"": 1650, ""Target"": 330}",62,9efa70ebd2e894e7b906f50f092dfe1788486d4c3eed4fed0ecc217989f678f7,1000.0,1.0,True,0
ERP,32,1,1,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-32/ses-1/erp_1train_signals.npy,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-32/ses-1/erp_1train_codes.npy,True,True,62,250,1980,float32,int16,"{""1"": 1650, ""2"": 330}",True,sub-32/ses-1/eeg/sub-32_ses-1_task-p300_run-1_recording-train_events.tsv,sub-32/ses-1/eeg/sub-32_ses-1_task-p300_run-1_recording-train_channels.tsv,sub-32/ses-1/eeg/sub-32_ses-1_task-p300_run-1_recording-train_eeg.json,"{""1"": 1650, ""2"": 330}","{""NonTarget"": 1650, ""Target"": 330}",62,9efa70ebd2e894e7b906f50f092dfe1788486d4c3eed4fed0ecc217989f678f7,1000.0,1.0,True,0
ERP,32,2,2,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-32/ses-2/erp_1train_signals.npy,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-32/ses-2/erp_1train_codes.npy,True,True,62,250,1980,float32,int16,"{""1"": 1650, ""2"": 330}",True,sub-32/ses-2/eeg/sub-32_ses-2_task-p300_run-1_recording-train_events.tsv,sub-32/ses-2/eeg/sub-32_ses-2_task-p300_run-1_recording-train_channels.tsv,sub-32/ses-2/eeg/sub-32_ses-2_task-p300_run-1_recording-train_eeg.json,"{""1"": 1650, ""2"": 330}","{""NonTarget"": 1650, ""Target"": 330}",62,9efa70ebd2e894e7b906f50f092dfe1788486d4c3eed4fed0ecc217989f678f7,1000.0,1.0,True,0
ERP,33,1,1,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-33/ses-1/erp_1train_signals.npy,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-33/ses-1/erp_1train_codes.npy,True,True,62,250,1980,float32,int16,"{""1"": 1650, ""2"": 330}",True,sub-33/ses-1/eeg/sub-33_ses-1_task-p300_run-1_recording-train_events.tsv,sub-33/ses-1/eeg/sub-33_ses-1_task-p300_run-1_recording-train_channels.tsv,sub-33/ses-1/eeg/sub-33_ses-1_task-p300_run-1_recording-train_eeg.json,"{""1"": 1650, ""2"": 330}","{""NonTarget"": 1650, ""Target"": 330}",62,9efa70ebd2e894e7b906f50f092dfe1788486d4c3eed4fed0ecc217989f678f7,1000.0,1.0,True,0
ERP,33,2,2,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-33/ses-2/erp_1train_signals.npy,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-33/ses-2/erp_1train_codes.npy,True,True,62,250,1980,float32,int16,"{""1"": 1650, ""2"": 330}",True,sub-33/ses-2/eeg/sub-33_ses-2_task-p300_run-1_recording-train_events.tsv,sub-33/ses-2/eeg/sub-33_ses-2_task-p300_run-1_recording-train_channels.tsv,sub-33/ses-2/eeg/sub-33_ses-2_task-p300_run-1_recording-train_eeg.json,"{""1"": 1650, ""2"": 330}","{""NonTarget"": 1650, ""Target"": 330}",62,9efa70ebd2e894e7b906f50f092dfe1788486d4c3eed4fed0ecc217989f678f7,1000.0,1.0,True,0
ERP,34,1,1,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-34/ses-1/erp_1train_signals.npy,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-34/ses-1/erp_1train_codes.npy,True,True,62,250,1980,float32,int16,"{""1"": 1650, ""2"": 330}",True,sub-34/ses-1/eeg/sub-34_ses-1_task-p300_run-1_recording-train_events.tsv,sub-34/ses-1/eeg/sub-34_ses-1_task-p300_run-1_recording-train_channels.tsv,sub-34/ses-1/eeg/sub-34_ses-1_task-p300_run-1_recording-train_eeg.json,"{""1"": 1650, ""2"": 330}","{""NonTarget"": 1650, ""Target"": 330}",62,9efa70ebd2e894e7b906f50f092dfe1788486d4c3eed4fed0ecc217989f678f7,1000.0,1.0,True,0
ERP,34,2,2,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-34/ses-2/erp_1train_signals.npy,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-34/ses-2/erp_1train_codes.npy,True,True,62,250,1980,float32,int16,"{""1"": 1650, ""2"": 330}",True,sub-34/ses-2/eeg/sub-34_ses-2_task-p300_run-1_recording-train_events.tsv,sub-34/ses-2/eeg/sub-34_ses-2_task-p300_run-1_recording-train_channels.tsv,sub-34/ses-2/eeg/sub-34_ses-2_task-p300_run-1_recording-train_eeg.json,"{""1"": 1650, ""2"": 330}","{""NonTarget"": 1650, ""Target"": 330}",62,9efa70ebd2e894e7b906f50f092dfe1788486d4c3eed4fed0ecc217989f678f7,1000.0,1.0,True,0
ERP,35,1,1,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-35/ses-1/erp_1train_signals.npy,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-35/ses-1/erp_1train_codes.npy,True,True,62,250,1980,float32,int16,"{""1"": 1650, ""2"": 330}",True,sub-35/ses-1/eeg/sub-35_ses-1_task-p300_run-1_recording-train_events.tsv,sub-35/ses-1/eeg/sub-35_ses-1_task-p300_run-1_recording-train_channels.tsv,sub-35/ses-1/eeg/sub-35_ses-1_task-p300_run-1_recording-train_eeg.json,"{""1"": 1650, ""2"": 330}","{""NonTarget"": 1650, ""Target"": 330}",62,9efa70ebd2e894e7b906f50f092dfe1788486d4c3eed4fed0ecc217989f678f7,1000.0,1.0,True,0
ERP,35,2,2,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-35/ses-2/erp_1train_signals.npy,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-35/ses-2/erp_1train_codes.npy,True,True,62,250,1980,float32,int16,"{""1"": 1650, ""2"": 330}",True,sub-35/ses-2/eeg/sub-35_ses-2_task-p300_run-1_recording-train_events.tsv,sub-35/ses-2/eeg/sub-35_ses-2_task-p300_run-1_recording-train_channels.tsv,sub-35/ses-2/eeg/sub-35_ses-2_task-p300_run-1_recording-train_eeg.json,"{""1"": 1650, ""2"": 330}","{""NonTarget"": 1650, ""Target"": 330}",62,9efa70ebd2e894e7b906f50f092dfe1788486d4c3eed4fed0ecc217989f678f7,1000.0,1.0,True,0
