dataset,method_id,baseline,subjects,mean_subject_BA,Delta_BA,CI95_L,CI95_U,median_subject_delta,positive_subject_fraction,nonnegative_subject_fraction,worst_subject_delta,positive_fold_fraction,accuracy,macro_f1,NLL,Brier,ECE,switch_rate,rescue_count,harm_count,rescue_precision,oracle_headroom_recovered,OUTER_TEST_USED,fallback_reason,target_prior_sessions_used,prediction_identical_to_A1
OpenBMI_MI_NEMAR_nm000273_offline,M13_OPENBMI_SAFE_FALLBACK_A1_DYNAMIC_KEEP,current,52,0.8509615384615383,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8509615384615384,0.8494798153192711,0.35293911274985434,0.10933137524611433,0.017276226674061673,0.0,0,0,0.0,0.0,False,fewer_than_two_legal_prior_sessions,False,True
