version,candidate,stage,lambda_geometry,lambda_drift,learning_rate,bottleneck,mean_method_BA,mean_control_BA,mean_delta_BA,delta_std,positive_inner_folds,median_method_epoch,median_control_epoch,stage1_rank
V0,V0__lg0.03__ld0.1__lr0.0003__b8,stage1,0.03,0.1,0.0003,8,0.8352857142857143,0.8359285714285715,-0.0006428571428571672,0.002329929490042906,2,1,1,1
V0,V0__lg0.1__ld0.1__lr0.0003__b8,stage1,0.1,0.1,0.0003,8,0.8334761904761905,0.8359285714285715,-0.0024523809523809836,0.00248988884998125,0,1,1,2
V0,V0__lg0.3__ld0.1__lr0.0003__b8,stage1,0.3,0.1,0.0003,8,0.8330714285714287,0.8359285714285715,-0.0028571428571429135,0.0020701966780270952,0,1,1,3
V0,V0__lg1__ld0.1__lr0.0003__b8,stage1,1.0,0.1,0.0003,8,0.8330238095238096,0.8359285714285715,-0.0029047619047619213,0.0032798429252805235,0,2,1,4
V0,V0__lg0.03__ld0.01__lr0.0001__b8,stage2,0.03,0.01,0.0001,8,0.8345476190476189,0.8344285714285714,0.00011904761904757422,0.0007299861769883725,3,2,1,1
V0,V0__lg0.03__ld0.01__lr0.0003__b8,stage2,0.03,0.01,0.0003,8,0.8352857142857143,0.836095238095238,-0.0008095238095238155,0.0024816788991991454,2,1,1,1
V0,V0__lg0.03__ld0.1__lr0.0001__b8,stage2,0.03,0.1,0.0001,8,0.8345476190476189,0.8344285714285714,0.00011904761904757422,0.0007299861769883725,3,2,1,1
V0,V0__lg0.03__ld0.1__lr0.0003__b8,stage2,0.03,0.1,0.0003,8,0.8352857142857143,0.8359285714285715,-0.0006428571428571672,0.002329929490042906,2,1,1,1
V0,V0__lg0.1__ld0.01__lr0.0001__b8,stage2,0.1,0.01,0.0001,8,0.8354047619047618,0.8344285714285714,0.0009761904761904416,0.0018076431329621017,2,2,1,2
V0,V0__lg0.1__ld0.01__lr0.0003__b8,stage2,0.1,0.01,0.0003,8,0.8334761904761905,0.836095238095238,-0.002619047619047632,0.0027272040120526505,0,1,1,2
V0,V0__lg0.1__ld0.1__lr0.0001__b8,stage2,0.1,0.1,0.0001,8,0.8354047619047618,0.835,0.00040476190476188554,0.0008895972234413879,2,2,2,2
V0,V0__lg0.1__ld0.1__lr0.0003__b8,stage2,0.1,0.1,0.0003,8,0.8334761904761905,0.8359285714285715,-0.0024523809523809836,0.00248988884998125,0,1,1,2
