epoch,validation_macro_BA,validation_BA_mi,validation_BA_erp,validation_BA_ssvep,train_task_loss,train_subject_loss,train_total_loss,train_grad_norm,lambda_inv_effective,lambda_inv_effective_mi,lambda_inv_effective_erp,lambda_inv_effective_ssvep,spectrum_positive_rho_count,spectrum_pca_overlap,spectrum_alignment_mean,elapsed_seconds
0,0.7564983164983164,0.7,0.613939393939394,0.9555555555555555,0.4089420476445445,3.4930329013753822,3.9019749429490833,0.9961178457295453,0.0,0.0,0.0,0.0,19,0.66690279637788,1.0,9.308179378509521
1,0.7548989898989898,0.6950000000000001,0.6135858585858586,0.956111111111111,0.4050958885086907,3.383158551322089,3.7882544287928828,1.0808666966579579,0.0,0.0,0.0,0.0,19,0.66690279637788,1.0,17.010210514068604
2,0.7545117845117845,0.6933333333333334,0.6196464646464646,0.9505555555555556,0.40124503716274545,3.2661171400988542,3.6673621557377003,1.0494268735249836,0.025,0.015,0.025,0.034999999999999996,19,0.66690279637788,1.0,24.75552535057068
3,0.7562065095398429,0.6994444444444444,0.6113973063973064,0.9577777777777777,0.40135923248750194,3.190131319893731,3.591490546862284,1.1020991349661793,0.05,0.03,0.05,0.06999999999999999,19,0.66690279637788,1.0,32.50125288963318
4,0.7532098765432099,0.6955555555555555,0.6085185185185185,0.9555555555555555,0.4021988858779271,3.680284292609603,4.08248315917121,1.1116148123034724,0.07500000000000001,0.045000000000000005,0.07500000000000001,0.10500000000000001,19,0.6813639776613416,0.5664469896361715,42.265843629837036
5,0.7551066217732885,0.6966666666666668,0.6153198653198653,0.9533333333333334,0.3975311666727066,3.5690143240822687,3.966545471438655,1.0385398312851235,0.1,0.06,0.1,0.13999999999999999,19,0.6813639776613416,0.5664469896361715,49.969064712524414
6,0.7582603815937149,0.7033333333333334,0.6164478114478115,0.955,0.3975505762630039,3.5299757895646273,3.927526345959416,1.0472825169563293,0.1,0.06,0.1,0.13999999999999999,19,0.6813639776613416,0.5664469896361715,57.863534450531006
7,0.754567901234568,0.7027777777777777,0.6042592592592593,0.9566666666666666,0.3998900022771623,3.4852237701416016,3.885113764692236,1.045473211341434,0.1,0.06,0.1,0.13999999999999999,19,0.6813639776613416,0.5664469896361715,65.66904139518738
8,0.7544219977553311,0.7050000000000001,0.6065993265993266,0.9516666666666667,0.4000986163262968,3.479947602307355,3.8800462219450207,1.0192723517064695,0.1,0.06,0.1,0.13999999999999999,19,0.6356984362518248,0.47581952574080805,75.53439521789551
9,0.7626374859708193,0.7066666666666667,0.6245791245791246,0.9566666666666666,0.39454894650865485,3.434575774051525,3.8291247200082847,1.0884234960432406,0.1,0.06,0.1,0.13999999999999999,19,0.6356984362518248,0.47581952574080805,83.51210069656372
10,0.755280583613917,0.6988888888888889,0.6130639730639731,0.953888888888889,0.3974059494557204,3.424313293562995,3.8217192270137645,1.0795243470757097,0.1,0.06,0.1,0.13999999999999999,19,0.6356984362518248,0.47581952574080805,91.39885973930359
11,0.7589057239057239,0.7022222222222222,0.6206060606060606,0.9538888888888888,0.4016012610108764,3.372098300192091,3.7736995352639093,1.1008385651641421,0.1,0.06,0.1,0.13999999999999999,19,0.6356984362518248,0.47581952574080805,99.29820680618286
