epoch,loss,clean_ce,branch_ce,consistency,drift
0,0.6254685881890749,0.41577551030276116,0.4193800766217081,3.003698323785405e-05,3.903872951314581e-06
1,0.6322769167130453,0.42019083154828923,0.42416511502182275,3.419138216773526e-05,1.0067401091331257e-05
2,0.6325484827945107,0.4205516749306729,0.4239878879304518,2.7238261968146583e-05,1.4501663013346077e-05
