run,model,raw_BA,protected_ablation_BA,protected_drop,random_ablation_BA_mean,random_ablation_BA_std,random_drop_mean,n_random_subspaces,protected_rank
fold-0/seed-0,method,0.7555555555555555,0.62,0.13555555555555554,0.729638888888889,0.03534017884420989,0.025916666666666588,20,4
fold-0/seed-0,control,0.7577777777777778,0.6233333333333333,0.13444444444444448,0.7172777777777777,0.037769566100986515,0.04050000000000009,20,4
fold-0/seed-1,method,0.7711111111111111,0.6344444444444445,0.1366666666666666,0.716,0.03348189118071195,0.05511111111111111,20,7
fold-0/seed-1,control,0.768888888888889,0.633888888888889,0.135,0.7098055555555556,0.03940580071042369,0.05908333333333338,20,7
fold-1/seed-0,method,0.7066666666666667,0.6133333333333333,0.09333333333333338,0.6552499999999999,0.02620283829221372,0.05141666666666678,20,7
fold-1/seed-0,control,0.7072222222222222,0.615,0.0922222222222222,0.6559166666666666,0.02097858623089061,0.051305555555555604,20,7
fold-1/seed-1,method,0.7022222222222223,0.5533333333333333,0.14888888888888896,0.674361111111111,0.018161887750635018,0.027861111111111336,20,4
fold-1/seed-1,control,0.7055555555555555,0.5783333333333334,0.12722222222222213,0.6629444444444444,0.022415203724809013,0.042611111111111044,20,4
fold-2/seed-0,method,0.7661111111111111,0.6222222222222222,0.14388888888888884,0.6900277777777778,0.027830768899382994,0.07608333333333328,20,8
fold-2/seed-0,control,0.765,0.6222222222222222,0.14277777777777778,0.6826388888888889,0.025083118000798363,0.08236111111111111,20,8
fold-2/seed-1,method,0.7555555555555555,0.5905555555555555,0.16500000000000004,0.695861111111111,0.028620804722491004,0.059694444444444494,20,8
fold-2/seed-1,control,0.7583333333333333,0.5955555555555556,0.1627777777777777,0.6833888888888889,0.03974568071882113,0.07494444444444437,20,8
