method,fold,seed,subject_id,protected_representation_drift,adaptive_representation_drift,protected_decision_logit_drift,adaptive_decision_logit_drift,protected_D_finite_after,combined_BA,protected_branch_erasure_harm_BA,adaptive_branch_erasure_harm_BA,protected_parameter_update_l2,adaptive_parameter_update_l2,protected_buffer_update_l2,adaptation_seed,target_future_labels_used_for_fit,internal_holdout_used,outer_test_used,functional_distillation_RMSE_before,functional_distillation_correlation_before,functional_distillation_RMSE_after,functional_distillation_correlation_after
A2_DUAL_CONTROL,1,2,2,0.0,0.5635635256767273,0.0,1.2416558626696452,1.2788417006514363,0.68,0.01000000000000012,-0.019999999999999907,0.0,0.0977764453177788,0.0,3837832847,False,False,False,,,,
A6_PUD_ALL_ADAPT,1,2,2,0.27154117822647095,0.4565751254558563,0.4934358811873324,0.25966369508078485,1.8719885043319093,0.79,0.16999999999999993,0.030000000000000027,0.06079931360004865,0.059156786903966654,69.29789797653403,3837832847,False,False,False,0.7520789687193964,0.8286116058252377,0.7558543639366142,0.8372787351217338
A7_IDENTITY_PROTECTED,1,2,2,0.0,0.7101962566375732,0.0,0.5028876746868316,0.334755356316054,0.73,-0.010000000000000009,0.29999999999999993,0.0,0.05262063695995008,0.0,3837832847,False,False,False,,,,
A8_RANDOM_PROTECTED,1,2,2,0.0,0.713132917881012,0.0,0.47490900837275163,0.5791120074992396,0.72,0.0,0.10999999999999988,0.0,0.05470885770555284,0.0,3837832847,False,False,False,,,,
A10_FULL_PUD_FREEZE,1,2,2,0.0,0.45943790674209595,0.0,0.21571551128707853,1.7238384353831182,0.76,0.1399999999999999,0.010000000000000009,0.0,0.05442919643831513,0.0,3837832847,False,False,False,0.7520789687193964,0.8286116058252377,0.7520789687193964,0.8286116058252377
A2_DUAL_CONTROL,1,2,14,0.0,0.32177579402923584,0.0,0.3185312197415788,1.5711541000628355,0.77,0.16000000000000003,0.14,0.0,0.08589542515327875,0.0,4018734797,False,False,False,,,,
A6_PUD_ALL_ADAPT,1,2,14,0.2362143099308014,0.3640163838863373,0.29270842204682185,0.15759545306092995,1.5726436727780175,0.74,0.14,-0.010000000000000009,0.046885607398709075,0.05330518993914525,69.28821415558942,4018734797,False,False,False,0.852903483492298,0.7593267091107575,0.8744364900427202,0.7482985377090169
A7_IDENTITY_PROTECTED,1,2,14,0.0,0.6533984541893005,0.0,0.46179251723143305,0.3582900706953132,0.76,0.030000000000000027,0.1100000000000001,0.0,0.05146238693819497,0.0,4018734797,False,False,False,,,,
A8_RANDOM_PROTECTED,1,2,14,0.0,0.6534822583198547,0.0,0.5084550497525724,0.5550878651290665,0.74,0.040000000000000036,0.12,0.0,0.05042354984634008,0.0,4018734797,False,False,False,,,,
A10_FULL_PUD_FREEZE,1,2,14,0.0,0.36503908038139343,0.0,0.2220867197461247,1.5393396141716473,0.74,0.16000000000000003,0.0,0.0,0.053391176778856735,0.0,4018734797,False,False,False,0.852903483492298,0.7593267091107575,0.852903483492298,0.7593267091107575
A2_DUAL_CONTROL,1,2,34,0.0,0.5549476742744446,0.0,1.036148029918549,1.4690887838241566,0.6599999999999999,0.11999999999999988,0.04999999999999993,0.0,0.0580163598820858,0.0,3343221147,False,False,False,,,,
A6_PUD_ALL_ADAPT,1,2,34,0.3137362599372864,0.5615500807762146,0.588047526017129,0.29365632187780705,1.4246493206840736,0.6599999999999999,0.029999999999999916,0.08999999999999986,0.060622737757132686,0.05981294051732136,70.91602249856112,3343221147,False,False,False,0.8418209212657468,0.6859636090837322,0.9187226158688337,0.6098819824507984
A7_IDENTITY_PROTECTED,1,2,34,0.0,0.7233550548553467,0.0,0.7345439867874439,0.5795354097438215,0.6799999999999999,0.0,0.16999999999999993,0.0,0.06475492865096456,0.0,3343221147,False,False,False,,,,
A8_RANDOM_PROTECTED,1,2,34,0.0,0.6903480291366577,0.0,0.6880768093173857,0.8383064819109249,0.6799999999999999,0.020000000000000018,0.11999999999999988,0.0,0.06824619516620885,0.0,3343221147,False,False,False,,,,
A10_FULL_PUD_FREEZE,1,2,34,0.0,0.567128598690033,0.0,0.3435946892389018,1.4922339616640632,0.65,0.030000000000000027,0.10999999999999999,0.0,0.07423621797432288,0.0,3343221147,False,False,False,0.8418209212657468,0.6859636090837322,0.8418209212657468,0.6859636090837322
A2_DUAL_CONTROL,1,2,40,0.0,0.4088635742664337,0.0,0.9033771500269198,1.3473367854480207,0.68,0.020000000000000018,-0.029999999999999916,0.0,0.0780588362463103,0.0,556843014,False,False,False,,,,
A6_PUD_ALL_ADAPT,1,2,40,0.20086529850959778,0.3213457465171814,0.6613948797844744,0.23188548168415007,1.8888764532082074,0.8,0.17000000000000004,0.0,0.05627447020578117,0.057273824808196316,69.28330093384155,556843014,False,False,False,0.7809270091259795,0.8457546376907418,0.8127818129636785,0.8331645844447022
A7_IDENTITY_PROTECTED,1,2,40,0.0,0.37407633662223816,0.0,0.49428828974472017,0.3716911613546616,0.72,0.010000000000000009,0.24,0.0,0.05953444245434787,0.0,556843014,False,False,False,,,,
A8_RANDOM_PROTECTED,1,2,40,0.0,0.36768561601638794,0.0,0.4854012590176097,0.6147348104069628,0.72,-0.020000000000000018,0.22999999999999998,0.0,0.06032467363837302,0.0,556843014,False,False,False,,,,
A10_FULL_PUD_FREEZE,1,2,40,0.0,0.3444451093673706,0.0,0.2529678066266417,1.8755787794498466,0.8,0.16000000000000003,0.010000000000000009,0.0,0.06404042347143088,0.0,556843014,False,False,False,0.7809270091259795,0.8457546376907418,0.7809270091259795,0.8457546376907418
A2_DUAL_CONTROL,1,2,43,0.0,0.12119809538125992,0.0,0.21110051743622682,1.402752196220891,0.9299999999999999,0.16999999999999993,0.1299999999999999,0.0,0.05316002526941689,0.0,2945788218,False,False,False,,,,
A6_PUD_ALL_ADAPT,1,2,43,0.09054659307003021,0.10945143550634384,0.37722171374134367,0.16454574660724164,1.723288720187515,0.9199999999999999,0.18999999999999995,0.039999999999999925,0.0569327485733625,0.057263020453356565,69.2831085457189,2945788218,False,False,False,0.7336369610032031,0.8733141379260756,0.7777790636977912,0.847659455511048
A7_IDENTITY_PROTECTED,1,2,43,0.0,0.12991200387477875,0.0,0.3271018482594667,0.3303955139210896,0.88,0.0,0.29999999999999993,0.0,0.053361549528444074,0.0,2945788218,False,False,False,,,,
A8_RANDOM_PROTECTED,1,2,43,0.0,0.12705963850021362,0.0,0.19873696742530042,0.4414668183511669,0.89,0.020000000000000018,0.14,0.0,0.05271320559845162,0.0,2945788218,False,False,False,,,,
A10_FULL_PUD_FREEZE,1,2,43,0.0,0.10762754082679749,0.0,0.1830568067020423,1.5704392065360806,0.9,0.16000000000000003,0.010000000000000009,0.0,0.057036091098576026,0.0,2945788218,False,False,False,0.7336369610032031,0.8733141379260756,0.7336369610032031,0.8733141379260756
A2_DUAL_CONTROL,1,2,44,0.0,0.47969579696655273,0.0,0.7439140964941958,1.9906896576877178,0.85,0.31999999999999995,0.15000000000000002,0.0,0.07847132900649534,0.0,1264560628,False,False,False,,,,
A6_PUD_ALL_ADAPT,1,2,44,0.2147797793149948,0.41859063506126404,0.5254826998288498,0.15690755783581792,1.855309628767609,0.79,0.14,-0.07000000000000006,0.0676583864107129,0.056220711098772365,69.29751360107946,1264560628,False,False,False,0.8073253525998361,0.8717495479917494,0.9644566633356751,0.7982161797151535
A7_IDENTITY_PROTECTED,1,2,44,0.0,0.6932211518287659,0.0,0.43108989349066595,0.32925375170025145,0.74,0.020000000000000018,0.010000000000000009,0.0,0.06339324481664134,0.0,1264560628,False,False,False,,,,
A8_RANDOM_PROTECTED,1,2,44,0.0,0.697618305683136,0.0,0.3712980198191015,0.50278520701658,0.78,0.020000000000000018,0.1100000000000001,0.0,0.06549941526742194,0.0,1264560628,False,False,False,,,,
A10_FULL_PUD_FREEZE,1,2,44,0.0,0.412506639957428,0.0,0.19824279433606087,1.699893921068671,0.78,0.15000000000000002,-0.020000000000000018,0.0,0.06083022198030014,0.0,1264560628,False,False,False,0.8073253525998361,0.8717495479917494,0.8073253525998361,0.8717495479917494
A2_DUAL_CONTROL,1,2,48,0.0,0.2849119305610657,0.0,0.6604380076706189,1.422966981242263,0.6799999999999999,0.16999999999999993,0.010000000000000009,0.0,0.05778846994675072,0.0,2978603362,False,False,False,,,,
A6_PUD_ALL_ADAPT,1,2,48,0.08967983722686768,0.20169933140277863,0.24291493205431122,0.24641307631148374,1.536778718013126,0.7,0.20999999999999996,-0.010000000000000009,0.05820953942629938,0.0586624822161904,69.28757598237938,2978603362,False,False,False,0.806688107925444,0.7634981644216807,0.8289454403555577,0.7552071500228893
A7_IDENTITY_PROTECTED,1,2,48,0.0,0.2845730483531952,0.0,0.7544661165431498,0.30741555837207324,0.69,0.0,0.15999999999999992,0.0,0.05854252048894807,0.0,2978603362,False,False,False,,,,
A8_RANDOM_PROTECTED,1,2,48,0.0,0.2920694053173065,0.0,0.6846182404189673,0.46165126638623893,0.67,-0.05999999999999994,0.15000000000000002,0.0,0.05854614531732209,0.0,2978603362,False,False,False,,,,
