backbone,fold,seed,method,lambda,best_epoch,epochs_executed,best_validation_BA,best_validation_NLL,elapsed_seconds,checkpoint_sha256,initial_shared_state_sha256,epoch0_minibatch_order_sha256
eegnet,2,1,MMD,1.0,25,31,0.7866745580808081,0.3992995023727417,117.99983620643616,392ccf03f49fc02320386b1ff2f0a3f55f3410c545e18bf4aa728d2504c9737c,e16648e484212b15212e3402936adab5e909aaf217005c3c7eda1a9ca23258fe,d90ac6153cdea56e859b93392fe584219593eb6041b829857d0808f96f26cad0
eegnet,2,2,ERM,0.0,25,31,0.7928140782828283,0.4032958149909973,183.01803493499756,bf55b3ea5fdac4f6b05f13317140f2a0aabe6f274b5b4045a305c86a56808b6f,997d9b9de14eb6876f28728db02915bca4867d294a10fb949730365519fe5c6b,e845a47e3eed43e17eafb37a16659962ca0d1ce76206cb43d6c3ff962a633f89
eegnet,2,2,DANN,0.01,22,28,0.7921693497474747,0.4101777672767639,164.24049353599548,b653337ea664b65ccf34d3d8e0d301254338d02ea7114baf9c7338126d129840,997d9b9de14eb6876f28728db02915bca4867d294a10fb949730365519fe5c6b,e845a47e3eed43e17eafb37a16659962ca0d1ce76206cb43d6c3ff962a633f89
eegnet,2,2,DANN,0.1,22,28,0.7953077651515151,0.41391924023628235,143.77993035316467,91e5dd23fa7185274aeecbbac7fb6d25892938de6197e33e1f9338c0c9fff2db,997d9b9de14eb6876f28728db02915bca4867d294a10fb949730365519fe5c6b,e845a47e3eed43e17eafb37a16659962ca0d1ce76206cb43d6c3ff962a633f89
eegnet,2,2,DANN,1.0,13,19,0.7828069760101011,0.44295936822891235,85.37602019309998,4a565d45ed7920c97327b3fd60ae4deb3f547d7531eecfa1d3a4ad331cb826c5,997d9b9de14eb6876f28728db02915bca4867d294a10fb949730365519fe5c6b,e845a47e3eed43e17eafb37a16659962ca0d1ce76206cb43d6c3ff962a633f89
eegnet,2,2,CORAL,0.01,17,23,0.789715119949495,0.4089339077472687,266.21239590644836,a9f6c0bd5b16e270812aebc54c646662677d33fb5dfdf71b6cbe3ccb0f097e66,997d9b9de14eb6876f28728db02915bca4867d294a10fb949730365519fe5c6b,e845a47e3eed43e17eafb37a16659962ca0d1ce76206cb43d6c3ff962a633f89
eegnet,2,2,CORAL,0.1,25,31,0.8003203914141415,0.39585354924201965,274.862920999527,bde7e8ab509851052dff1712800dd5a37919bb3dc74ab7b56045718bfea35a4c,997d9b9de14eb6876f28728db02915bca4867d294a10fb949730365519fe5c6b,e845a47e3eed43e17eafb37a16659962ca0d1ce76206cb43d6c3ff962a633f89
eegnet,2,2,CORAL,1.0,28,34,0.8016098484848484,0.3951312005519867,426.77186846733093,50cc89731081804170ffad247d82791869c1afa2fcfb70a39dbc6ef3a0b2571e,997d9b9de14eb6876f28728db02915bca4867d294a10fb949730365519fe5c6b,e845a47e3eed43e17eafb37a16659962ca0d1ce76206cb43d6c3ff962a633f89
eegnet,2,2,MMD,0.01,17,23,0.789715119949495,0.4106108248233795,132.5028896331787,dd150046b25e95ed71c9bcdd2e15963116e64cd23d47de205290936742aa9f98,997d9b9de14eb6876f28728db02915bca4867d294a10fb949730365519fe5c6b,e845a47e3eed43e17eafb37a16659962ca0d1ce76206cb43d6c3ff962a633f89
eegnet,2,2,MMD,0.1,13,19,0.7928464330808082,0.4137880504131317,125.15277123451233,5a8924c1ecef770514ad8498fa58dad82dd3017d31c632dce8487fe91b4c5bc2,997d9b9de14eb6876f28728db02915bca4867d294a10fb949730365519fe5c6b,e845a47e3eed43e17eafb37a16659962ca0d1ce76206cb43d6c3ff962a633f89
eegnet,2,2,MMD,1.0,13,19,0.7866224747474748,0.4329429268836975,118.01102995872498,630b8245aa762451c1224c73b2cbd636c8080dc39badee9445d40ab4fe9009db,997d9b9de14eb6876f28728db02915bca4867d294a10fb949730365519fe5c6b,e845a47e3eed43e17eafb37a16659962ca0d1ce76206cb43d6c3ff962a633f89
eegnet,3,0,ERM,0.0,12,18,0.79125,0.42555755376815796,96.1722948551178,2d0210ad7c42d8e94fc9ff4963749cedcf61f0976b9456760b3df9b30dc96ce4,6bea19b7673edf756b89068b7f50502953dc8677adbd0454d63ee54682bfb3f9,077388024386303bf95bf556b4e5df492c20869c7fe2048da5863ab139e02dc4
eegnet,3,0,DANN,0.01,15,21,0.7906249999999999,0.4279138445854187,92.39364504814148,db357cd252726f673f7ba1e05e3e6fcad0a5ffa20ec500d9b9ea89981caed293,6bea19b7673edf756b89068b7f50502953dc8677adbd0454d63ee54682bfb3f9,077388024386303bf95bf556b4e5df492c20869c7fe2048da5863ab139e02dc4
eegnet,3,0,DANN,0.1,15,21,0.795625,0.4288497269153595,68.50844669342041,ff3a3428c7106790c6589998783dc424656d8685e2e2049ff50f0e9864ddf02c,6bea19b7673edf756b89068b7f50502953dc8677adbd0454d63ee54682bfb3f9,077388024386303bf95bf556b4e5df492c20869c7fe2048da5863ab139e02dc4
eegnet,3,0,DANN,1.0,15,21,0.78625,0.4675953686237335,68.01942753791809,aaa4d79521ac8b8ba4f2ed3271823f7801fc2cb862c1eab12571180c35e45b83,6bea19b7673edf756b89068b7f50502953dc8677adbd0454d63ee54682bfb3f9,077388024386303bf95bf556b4e5df492c20869c7fe2048da5863ab139e02dc4
eegnet,3,0,CORAL,0.01,12,18,0.7906249999999999,0.4239352345466614,160.39265537261963,d09ef5c9da9db7269eade87485536151474eaf14223b584540bcd1ddd09e7652,6bea19b7673edf756b89068b7f50502953dc8677adbd0454d63ee54682bfb3f9,077388024386303bf95bf556b4e5df492c20869c7fe2048da5863ab139e02dc4
eegnet,3,0,CORAL,0.1,27,33,0.80125,0.4277796149253845,297.9725089073181,3e20be2feb16afce5f5a2e1d1540f828868e852cd1bd6b5cf35bed9d99158497,6bea19b7673edf756b89068b7f50502953dc8677adbd0454d63ee54682bfb3f9,077388024386303bf95bf556b4e5df492c20869c7fe2048da5863ab139e02dc4
eegnet,3,0,CORAL,1.0,25,31,0.8049999999999999,0.4106666147708893,439.80364203453064,fb1d49006a88f6540d7e03c2a137cc63d80f32109cb6d7d679747e1d6bd67ce9,6bea19b7673edf756b89068b7f50502953dc8677adbd0454d63ee54682bfb3f9,077388024386303bf95bf556b4e5df492c20869c7fe2048da5863ab139e02dc4
eegnet,3,0,MMD,0.01,31,37,0.796875,0.4292031228542328,243.4152946472168,b089d974e536a4e3f946e37447f8f9781d50d46ede4ef9e71f5ab2e7f655bd74,6bea19b7673edf756b89068b7f50502953dc8677adbd0454d63ee54682bfb3f9,077388024386303bf95bf556b4e5df492c20869c7fe2048da5863ab139e02dc4
eegnet,3,0,MMD,0.1,12,18,0.7893749999999999,0.42954957485198975,92.24852061271667,940a5be7dcff4055abfad56f6f89f737113ea2d5e9945d13f26255997eb6499e,6bea19b7673edf756b89068b7f50502953dc8677adbd0454d63ee54682bfb3f9,077388024386303bf95bf556b4e5df492c20869c7fe2048da5863ab139e02dc4
eegnet,3,0,MMD,1.0,24,30,0.8,0.42387184500694275,154.33553528785706,20d36123a4405b560edc4bde8f31d58b01e430eba66a80ff9bc6917aa33aedbf,6bea19b7673edf756b89068b7f50502953dc8677adbd0454d63ee54682bfb3f9,077388024386303bf95bf556b4e5df492c20869c7fe2048da5863ab139e02dc4
eegnet,3,1,ERM,0.0,28,34,0.790625,0.4249386489391327,113.73789882659912,42ee32ab3bb286ff569ede88ee79c10c939ac7508c87977311c50d7ae714fa87,072acb33e336172d6863be32fe43b3f32bcb1cd3730b569835ac0636d9ad0925,746e8ed3108e65c7afec809e2e2373f679ea94d09601032871484c326004d1c8
eegnet,3,1,DANN,0.01,14,20,0.7831250000000001,0.4411555528640747,95.1637487411499,ea362ec6f287203c7ad4f530f99c66597c65218e662e24335f661740d047a709,072acb33e336172d6863be32fe43b3f32bcb1cd3730b569835ac0636d9ad0925,746e8ed3108e65c7afec809e2e2373f679ea94d09601032871484c326004d1c8
eegnet,3,1,DANN,0.1,18,24,0.7831250000000001,0.44157150387763977,128.4494915008545,bfb3400f6b939ca37cc15c1cf24c4d9b5c9d3d1f2317148b61f3ee62903535a0,072acb33e336172d6863be32fe43b3f32bcb1cd3730b569835ac0636d9ad0925,746e8ed3108e65c7afec809e2e2373f679ea94d09601032871484c326004d1c8
eegnet,3,1,DANN,1.0,14,20,0.77125,0.47788307070732117,106.8421311378479,a605ea13bfd6de46235f1ec921d71dc1ebecae45dec7a01b84c1c90c5a25ccf1,072acb33e336172d6863be32fe43b3f32bcb1cd3730b569835ac0636d9ad0925,746e8ed3108e65c7afec809e2e2373f679ea94d09601032871484c326004d1c8
eegnet,3,1,CORAL,0.01,28,34,0.7906249999999999,0.4243631362915039,682.5983119010925,d4090b3dd35d80e4cfc48e17020c71e1637b7436e401b416124b13a43adf3419,072acb33e336172d6863be32fe43b3f32bcb1cd3730b569835ac0636d9ad0925,746e8ed3108e65c7afec809e2e2373f679ea94d09601032871484c326004d1c8
eegnet,3,1,CORAL,0.1,22,28,0.790625,0.45757120847702026,247.0397732257843,8515d69df4c43d69b87259608d28d459fe17a2119b9d1bcae78142c49aa0bc27,072acb33e336172d6863be32fe43b3f32bcb1cd3730b569835ac0636d9ad0925,746e8ed3108e65c7afec809e2e2373f679ea94d09601032871484c326004d1c8
eegnet,3,1,CORAL,1.0,30,36,0.794375,0.43248575925827026,316.7272255420685,cf36f852c5217c1cc990c8da3e271447d74fd1124524e16cc88bab9a6b8e9a79,072acb33e336172d6863be32fe43b3f32bcb1cd3730b569835ac0636d9ad0925,746e8ed3108e65c7afec809e2e2373f679ea94d09601032871484c326004d1c8
eegnet,3,1,MMD,0.01,28,34,0.7925,0.4228152334690094,206.77380537986755,d6cc2d4b771edb5446215fde625d0abc9c5095e6139110ecf9de90d614d9c423,072acb33e336172d6863be32fe43b3f32bcb1cd3730b569835ac0636d9ad0925,746e8ed3108e65c7afec809e2e2373f679ea94d09601032871484c326004d1c8
eegnet,3,1,MMD,0.1,28,34,0.790625,0.4167129397392273,212.97103023529053,fe3ea523058ec62c7057ef0a04f69e89878499c7888525def72a34bdc7849292,072acb33e336172d6863be32fe43b3f32bcb1cd3730b569835ac0636d9ad0925,746e8ed3108e65c7afec809e2e2373f679ea94d09601032871484c326004d1c8
eegnet,3,1,MMD,1.0,28,34,0.788125,0.4248579442501068,207.1736388206482,2b7a1cbd2157c084fe0134be2743a9187b0b35780b1b26264d3d1fc758331135,072acb33e336172d6863be32fe43b3f32bcb1cd3730b569835ac0636d9ad0925,746e8ed3108e65c7afec809e2e2373f679ea94d09601032871484c326004d1c8
eegnet,3,2,ERM,0.0,20,26,0.78375,0.4406408667564392,111.59686541557312,3b98ba390c13890a763df22b4bd5bd7295b3bc2c3122e683f0a90e8174aeeb1f,fdf0f3aa9409280e844746b763446a0233ce1a4071c38ccaa0e7ffca53d7017a,aea80287dcbab25c78d16875410086699ee00d591126f380539b0fb003de8c35
eegnet,3,2,DANN,0.01,36,40,0.7893749999999999,0.4670882523059845,161.5242054462433,d199034c2649ee5351c3a7e9eca935923b96c9f3d74a13657066b75b777525d2,fdf0f3aa9409280e844746b763446a0233ce1a4071c38ccaa0e7ffca53d7017a,aea80287dcbab25c78d16875410086699ee00d591126f380539b0fb003de8c35
eegnet,3,2,DANN,0.1,11,17,0.775625,0.45334434509277344,74.89058446884155,0dd1e5bbf7aad9543cfcbc4b3ff1726e1b2873bf96ecf3e7bf7927775273ee9a,fdf0f3aa9409280e844746b763446a0233ce1a4071c38ccaa0e7ffca53d7017a,aea80287dcbab25c78d16875410086699ee00d591126f380539b0fb003de8c35
eegnet,3,2,DANN,1.0,23,29,0.76875,0.4839777648448944,128.57478880882263,b88fc38a49c8ae428ad93c35770182ccb12d53a2e24b3bb00769e95287ada8b7,fdf0f3aa9409280e844746b763446a0233ce1a4071c38ccaa0e7ffca53d7017a,aea80287dcbab25c78d16875410086699ee00d591126f380539b0fb003de8c35
eegnet,3,2,CORAL,0.01,11,17,0.7762499999999999,0.45350247621536255,213.1460280418396,c4cb560da47f269dfe8c0269df0ee673e5d615d67e888070914313c099e2056b,fdf0f3aa9409280e844746b763446a0233ce1a4071c38ccaa0e7ffca53d7017a,aea80287dcbab25c78d16875410086699ee00d591126f380539b0fb003de8c35
eegnet,3,2,CORAL,0.1,20,26,0.785,0.44466182589530945,229.7246608734131,465be6c54a0be79864af92b73ef4802aef2469074f8aae9f51e0442fa6e11c6f,fdf0f3aa9409280e844746b763446a0233ce1a4071c38ccaa0e7ffca53d7017a,aea80287dcbab25c78d16875410086699ee00d591126f380539b0fb003de8c35
eegnet,3,2,CORAL,1.0,28,34,0.7906249999999999,0.4460981786251068,307.9660005569458,022f1eb087d9cdafa7e5055dcaa3ebd719368e1453c78366114e72f9bcbe01e7,fdf0f3aa9409280e844746b763446a0233ce1a4071c38ccaa0e7ffca53d7017a,aea80287dcbab25c78d16875410086699ee00d591126f380539b0fb003de8c35
eegnet,3,2,MMD,0.01,11,17,0.7762499999999999,0.45197829604148865,106.54936218261719,8dfaf8180214cb6226b55bdc6c36309ecdd5fac044ed91af0966023197e1048e,fdf0f3aa9409280e844746b763446a0233ce1a4071c38ccaa0e7ffca53d7017a,aea80287dcbab25c78d16875410086699ee00d591126f380539b0fb003de8c35
eegnet,3,2,MMD,0.1,21,27,0.78375,0.4565659463405609,168.1126389503479,7de3717dd5e14f39b05000eac076f76cba23ac444c72722c21b63ec2c071631f,fdf0f3aa9409280e844746b763446a0233ce1a4071c38ccaa0e7ffca53d7017a,aea80287dcbab25c78d16875410086699ee00d591126f380539b0fb003de8c35
eegnet,3,2,MMD,1.0,30,36,0.78625,0.44471535086631775,222.1647036075592,c79de6f34b94c96075be7a4944b599b9af3e62c6e4f23feb7099a909d648ee6f,fdf0f3aa9409280e844746b763446a0233ce1a4071c38ccaa0e7ffca53d7017a,aea80287dcbab25c78d16875410086699ee00d591126f380539b0fb003de8c35
eegnet,4,0,ERM,0.0,30,36,0.826111111111111,0.3852030336856842,155.32737970352173,3c46b21ad8137a7cc8482d519ca38161d3b4b3bf6ac9565143a8e4ba997f644e,304c0a722087a9cff58833e3dc3d8a7eda6afb81b6629c6b020f2883c40d44e9,1e510cd0a5d17321132e8919307ffd57cf93cf9ad82548aadbdf4ea3cadfd43f
eegnet,4,0,DANN,0.01,22,28,0.8272222222222223,0.382667601108551,120.27012133598328,3a95877f5e75c82ef39e8eb89981dc6bfa324452e6ac198532979ce29df1072e,304c0a722087a9cff58833e3dc3d8a7eda6afb81b6629c6b020f2883c40d44e9,1e510cd0a5d17321132e8919307ffd57cf93cf9ad82548aadbdf4ea3cadfd43f
eegnet,4,0,DANN,0.1,22,28,0.8283333333333334,0.38656526803970337,89.92486262321472,135d2b4ce1dcfcf4cab65be0b7a6a7a7bcae8dfa6e6ba7bd12c287a2852b4fb1,304c0a722087a9cff58833e3dc3d8a7eda6afb81b6629c6b020f2883c40d44e9,1e510cd0a5d17321132e8919307ffd57cf93cf9ad82548aadbdf4ea3cadfd43f
eegnet,4,0,DANN,1.0,16,22,0.81,0.42592713236808777,68.22422623634338,c8b2672818a42fd976c7195383b21bf2069d0b0e2bdad874fccbc5f8289b0ad3,304c0a722087a9cff58833e3dc3d8a7eda6afb81b6629c6b020f2883c40d44e9,1e510cd0a5d17321132e8919307ffd57cf93cf9ad82548aadbdf4ea3cadfd43f
eegnet,4,0,CORAL,0.01,17,23,0.8216666666666667,0.39496052265167236,191.22356605529785,7b2e07b65d3b4780ee63deca63f4776cdd2debb1d26edb79171191c982543539,304c0a722087a9cff58833e3dc3d8a7eda6afb81b6629c6b020f2883c40d44e9,1e510cd0a5d17321132e8919307ffd57cf93cf9ad82548aadbdf4ea3cadfd43f
eegnet,4,0,CORAL,0.1,19,25,0.8222222222222223,0.3898874819278717,207.76984000205994,54aa886feae819c4d479fa73355247e205b1dbed4ac26db883ea58a88a57060e,304c0a722087a9cff58833e3dc3d8a7eda6afb81b6629c6b020f2883c40d44e9,1e510cd0a5d17321132e8919307ffd57cf93cf9ad82548aadbdf4ea3cadfd43f
eegnet,4,0,CORAL,1.0,17,23,0.8266666666666667,0.38557034730911255,194.11949110031128,1b388a3304fd28f4f8931fe82d153a014f6b8af944d0d480f4a991d0dadbdcd1,304c0a722087a9cff58833e3dc3d8a7eda6afb81b6629c6b020f2883c40d44e9,1e510cd0a5d17321132e8919307ffd57cf93cf9ad82548aadbdf4ea3cadfd43f
eegnet,4,0,MMD,0.01,19,25,0.8183333333333334,0.3914109170436859,146.58335256576538,73d503e7396ad35de6cb8113c5a46fcf2df7556baa44eccbf3c2d955583c5ed8,304c0a722087a9cff58833e3dc3d8a7eda6afb81b6629c6b020f2883c40d44e9,1e510cd0a5d17321132e8919307ffd57cf93cf9ad82548aadbdf4ea3cadfd43f
eegnet,4,0,MMD,0.1,17,23,0.8222222222222223,0.3980101943016052,138.6165680885315,50ee11120f29a8181f08b558766da74ea845615732cc89172b5f294cb19ed921,304c0a722087a9cff58833e3dc3d8a7eda6afb81b6629c6b020f2883c40d44e9,1e510cd0a5d17321132e8919307ffd57cf93cf9ad82548aadbdf4ea3cadfd43f
eegnet,4,0,MMD,1.0,19,25,0.8177777777777777,0.3864091634750366,148.539790391922,2ae978b780392d0447ae517e67a1e08fddc56f6b598229e938ce09601cbf004f,304c0a722087a9cff58833e3dc3d8a7eda6afb81b6629c6b020f2883c40d44e9,1e510cd0a5d17321132e8919307ffd57cf93cf9ad82548aadbdf4ea3cadfd43f
eegnet,4,1,ERM,0.0,16,22,0.8205555555555555,0.3797503411769867,111.5916359424591,22eac9213258b2328dffd3640a129f4fe3b9cddaa6cafcf488c40220d79c49bc,42328d8e779fd82806a1478866a252d040251fd9b44faa2f9e4be1ec0a899bd3,bbf2a56d2812e9228ab22ab7953f8aee748062f90eabbc45bbfa0c8bce1cfadd
eegnet,4,1,DANN,0.01,16,22,0.8155555555555556,0.37622639536857605,102.86168718338013,3152aba91110f2f886a7a432f555b94e3f34c5b5b0d432978eed38daec7ab768,42328d8e779fd82806a1478866a252d040251fd9b44faa2f9e4be1ec0a899bd3,bbf2a56d2812e9228ab22ab7953f8aee748062f90eabbc45bbfa0c8bce1cfadd
eegnet,4,1,DANN,0.1,16,22,0.8177777777777777,0.3808610439300537,83.37882566452026,7a6f6396e31584ddd78263d0d476c7db9d6094013b3fd39aa9cdc0d39aba7dfb,42328d8e779fd82806a1478866a252d040251fd9b44faa2f9e4be1ec0a899bd3,bbf2a56d2812e9228ab22ab7953f8aee748062f90eabbc45bbfa0c8bce1cfadd
eegnet,4,1,DANN,1.0,16,22,0.8066666666666666,0.4316696226596832,83.383704662323,a7da508b2a4936a509e9db958bc63ce4f6047fb2c6e2c00916d69bbcd4d94249,42328d8e779fd82806a1478866a252d040251fd9b44faa2f9e4be1ec0a899bd3,bbf2a56d2812e9228ab22ab7953f8aee748062f90eabbc45bbfa0c8bce1cfadd
eegnet,4,1,CORAL,0.01,19,25,0.8222222222222223,0.38346707820892334,203.40771222114563,774ec66cfb3dbbb1b1777a4d5c67e2607617aaa86a050717d318a674b123c2c1,42328d8e779fd82806a1478866a252d040251fd9b44faa2f9e4be1ec0a899bd3,bbf2a56d2812e9228ab22ab7953f8aee748062f90eabbc45bbfa0c8bce1cfadd
eegnet,4,1,CORAL,0.1,16,22,0.8233333333333334,0.37471285462379456,128.2310299873352,eafb1c143728b86a638cece4ad48960fb135b40d43a12498e1597cbfdc97507e,42328d8e779fd82806a1478866a252d040251fd9b44faa2f9e4be1ec0a899bd3,bbf2a56d2812e9228ab22ab7953f8aee748062f90eabbc45bbfa0c8bce1cfadd
eegnet,4,1,CORAL,1.0,19,25,0.8233333333333334,0.38150179386138916,145.6169023513794,05a574b362b9d85b7cb383e4a2ed83787a746dc2b14cbde8162405858f351de0,42328d8e779fd82806a1478866a252d040251fd9b44faa2f9e4be1ec0a899bd3,bbf2a56d2812e9228ab22ab7953f8aee748062f90eabbc45bbfa0c8bce1cfadd
eegnet,4,1,MMD,0.01,16,22,0.8238888888888889,0.3778815269470215,60.15637421607971,daed6a4358b0d1a7bded50ef1836c52146a8286052208f42231f94637415501a,42328d8e779fd82806a1478866a252d040251fd9b44faa2f9e4be1ec0a899bd3,bbf2a56d2812e9228ab22ab7953f8aee748062f90eabbc45bbfa0c8bce1cfadd
eegnet,4,1,MMD,0.1,25,31,0.8233333333333334,0.370159775018692,121.0181679725647,9d9d0dd14a8761d0244b7dbcf9efcbab0f8b5b28b8799a6567b3a5378a093313,42328d8e779fd82806a1478866a252d040251fd9b44faa2f9e4be1ec0a899bd3,bbf2a56d2812e9228ab22ab7953f8aee748062f90eabbc45bbfa0c8bce1cfadd
eegnet,4,1,MMD,1.0,24,30,0.8216666666666668,0.3851625919342041,121.40947675704956,a00422f3ae33d8df07da896354cc6b27ba71f8d44a685f6edfeec6a17cefd3f7,42328d8e779fd82806a1478866a252d040251fd9b44faa2f9e4be1ec0a899bd3,bbf2a56d2812e9228ab22ab7953f8aee748062f90eabbc45bbfa0c8bce1cfadd
eegnet,4,2,ERM,0.0,23,29,0.81,0.3946196734905243,141.39458012580872,dbd06e6a6b598b76bda91e924a7aab333a583d2c1696b34e80bbc905859b888b,1c0f6d65c9f1d26fd970957f092c18e591ef597122508f6e42925399fce70121,fbe2f39d481a1e8d842f6ed71fe555a25a363f256eb4bb096801429d09951520
eegnet,4,2,DANN,0.01,20,26,0.8166666666666667,0.39324015378952026,98.59864258766174,73a7bed8d4594faa0b71802724a29a0875f02d5755fd6ba28ea8e5a2fbf1b33f,1c0f6d65c9f1d26fd970957f092c18e591ef597122508f6e42925399fce70121,fbe2f39d481a1e8d842f6ed71fe555a25a363f256eb4bb096801429d09951520
eegnet,4,2,DANN,0.1,25,31,0.8155555555555556,0.39601799845695496,97.17280769348145,e5b7ae9ec47265c283c87463e3785af215840b4a8f1c670730b099ad0b5186ef,1c0f6d65c9f1d26fd970957f092c18e591ef597122508f6e42925399fce70121,fbe2f39d481a1e8d842f6ed71fe555a25a363f256eb4bb096801429d09951520
eegnet,4,2,DANN,1.0,19,25,0.8038888888888889,0.43768465518951416,57.217583894729614,d300e31bdb938c6b30420fadeb27c40991fa70215bcc444e99aa646aa78e7656,1c0f6d65c9f1d26fd970957f092c18e591ef597122508f6e42925399fce70121,fbe2f39d481a1e8d842f6ed71fe555a25a363f256eb4bb096801429d09951520
eegnet,4,2,CORAL,0.01,23,29,0.8094444444444444,0.39200255274772644,168.93063282966614,9d9d3e7fd25b322335cb95f14feacd3014d1371099d937224c782af0829253f9,1c0f6d65c9f1d26fd970957f092c18e591ef597122508f6e42925399fce70121,fbe2f39d481a1e8d842f6ed71fe555a25a363f256eb4bb096801429d09951520
eegnet,4,2,CORAL,0.1,16,22,0.8066666666666665,0.4052695035934448,127.57180666923523,d3bb7abd649a7c547dd17a08b5b9fa12f0896b509b13ea2c1464b3c71d3f6150,1c0f6d65c9f1d26fd970957f092c18e591ef597122508f6e42925399fce70121,fbe2f39d481a1e8d842f6ed71fe555a25a363f256eb4bb096801429d09951520
eegnet,4,2,CORAL,1.0,16,22,0.8150000000000001,0.40540069341659546,162.5169334411621,989da0c26b3a52d7393ca81fbc51c4287753a0dd2592134c362becffeb2e5b0a,1c0f6d65c9f1d26fd970957f092c18e591ef597122508f6e42925399fce70121,fbe2f39d481a1e8d842f6ed71fe555a25a363f256eb4bb096801429d09951520
eegnet,4,2,MMD,0.01,23,29,0.8099999999999999,0.3968232572078705,117.43219923973083,98bd9c55f6a5444006d2b81bb986c4ce15cbef777f57299955266ea85062e476,1c0f6d65c9f1d26fd970957f092c18e591ef597122508f6e42925399fce70121,fbe2f39d481a1e8d842f6ed71fe555a25a363f256eb4bb096801429d09951520
eegnet,4,2,MMD,0.1,17,23,0.8094444444444444,0.40284138917922974,93.12933564186096,af379516e0284be184e179b777fa52fe5e00a8c0d7abbf637981b2537ec251a6,1c0f6d65c9f1d26fd970957f092c18e591ef597122508f6e42925399fce70121,fbe2f39d481a1e8d842f6ed71fe555a25a363f256eb4bb096801429d09951520
eegnet,4,2,MMD,1.0,32,38,0.815,0.40735092759132385,95.23454713821411,6d10a1d7da57af499e5173f4ec6b2f8785f1c9df6859afaa7e3d5347932c8fb7,1c0f6d65c9f1d26fd970957f092c18e591ef597122508f6e42925399fce70121,fbe2f39d481a1e8d842f6ed71fe555a25a363f256eb4bb096801429d09951520
