fold,seed,block,subject_id,random_control_id,persistent_BA_harm,random_BA_harm,specific_delta,persistent_CE_harm,random_CE_harm,persistent_F1_harm,random_F1_harm
0,0,P01_04,1,0,-0.0050000000000000044,0.0050000000000000044,-0.010000000000000009,0.08298930748457582,0.056602456650750914,-0.00500137503437581,0.005004625565684151
0,0,P01_04,3,0,0.030000000000000027,0.0,0.030000000000000027,0.08925214898754014,0.04768057493149474,0.030000750018750466,6.304097564913125e-05
0,0,P01_04,5,0,0.004999999999999893,-0.0050000000000001155,0.010000000000000009,-0.023860510195875255,-0.023134690866285848,0.004185685723261612,-0.005943478543786296
0,0,P01_04,16,0,0.015000000000000013,0.025000000000000022,-0.010000000000000009,-0.07400121016812398,-0.035337581369403334,0.015818903318903343,0.0218088473310577
0,0,P01_04,19,0,-0.0050000000000000044,-0.0050000000000000044,0.0,0.07517723586389032,0.03833020855569291,-0.004998874971874345,-0.0049898727213624205
0,0,P01_04,21,0,-0.0050000000000001155,0.0,-0.0050000000000001155,0.0385039808083975,0.030502464747206384,-0.004959059776688313,0.0002316134825930405
0,0,P01_04,28,0,0.004999999999999893,0.014999999999999902,-0.010000000000000009,-0.009319377766705083,-0.008276558689228575,0.005945341423282513,0.017095419453629357
0,0,P01_04,33,0,0.0050000000000001155,0.020000000000000018,-0.014999999999999902,0.07261660683590886,0.04624280855497733,0.005016897947364707,0.019973482451507873
0,0,P01_04,37,0,0.019999999999999907,0.010000000000000009,0.009999999999999898,0.06073852332519511,0.05117386606496588,0.020530285900914547,0.009847689075630273
0,0,P01_04,1,1,-0.0050000000000000044,0.06500000000000006,-0.07000000000000006,0.08298930748457582,0.16304786332023027,-0.00500137503437581,0.06543218578457233
0,0,P01_04,3,1,0.030000000000000027,0.09499999999999997,-0.06499999999999995,0.08925214898754014,0.1630607050559604,0.030000750018750466,0.09571997629928708
0,0,P01_04,5,1,0.004999999999999893,0.009999999999999898,-0.0050000000000000044,-0.023860510195875255,0.01346153418618187,0.004185685723261612,0.012378055435770419
0,0,P01_04,16,1,0.015000000000000013,0.04500000000000004,-0.030000000000000027,-0.07400121016812398,-0.07500185955784541,0.015818903318903343,0.05617534047583744
0,0,P01_04,19,1,-0.0050000000000000044,0.020000000000000018,-0.025000000000000022,0.07517723586389032,0.10670032639189209,-0.004998874971874345,0.020007000700069888
0,0,P01_04,21,1,-0.0050000000000001155,0.02499999999999991,-0.030000000000000027,0.0385039808083975,0.062234443543142524,-0.004959059776688313,0.025373000982757077
0,0,P01_04,28,1,0.004999999999999893,0.02499999999999991,-0.020000000000000018,-0.009319377766705083,0.013779590297259831,0.005945341423282513,0.03772830035861985
0,0,P01_04,33,1,0.0050000000000001155,0.06000000000000005,-0.05499999999999994,0.07261660683590886,0.13874278559855324,0.005016897947364707,0.060037523452157626
0,0,P01_04,37,1,0.019999999999999907,0.10499999999999998,-0.08500000000000008,0.06073852332519511,0.12587000696440748,0.020530285900914547,0.10915404603057399
0,0,P01_04,1,2,-0.0050000000000000044,0.0050000000000000044,-0.010000000000000009,0.08298930748457582,0.01763965594654001,-0.00500137503437581,0.005004625565684151
0,0,P01_04,3,2,0.030000000000000027,0.015000000000000013,0.015000000000000013,0.08925214898754014,0.02431340531583672,0.030000750018750466,0.01500937613449338
0,0,P01_04,5,2,0.004999999999999893,0.009999999999999898,-0.0050000000000000044,-0.023860510195875255,-0.022832444516233574,0.004185685723261612,0.00927324116955519
