backbone,method,lambda,fold,seed,identity_S1_to_S2,identity_S2_to_S1,identity_symmetric,identity_accuracy_S1_to_S2,identity_accuracy_S2_to_S1,identity_accuracy_symmetric,chance_accuracy,chance_normalized_identity,subject_count,all_source_identity_S1_to_S2,all_source_identity_S2_to_S1,all_source_identity_symmetric,all_source_identity_accuracy_S1_to_S2,all_source_identity_accuracy_S2_to_S1,all_source_identity_accuracy_symmetric,all_source_chance_accuracy,all_source_chance_normalized_identity,all_source_subject_count,primary_scope,probe_rule,identity_accuracy
eegnet,ERM,0.0,0,1,0.0300638835223843,0.0258591538192742,0.0279615186708293,0.1279554020100502,0.1490117252931323,0.1384835636515912,0.0416666666666666,0.101026327288617,24,0.0300638835223843,0.0258591538192742,0.0279615186708293,0.1279554020100502,0.1490117252931323,0.1384835636515912,0.0416666666666666,0.101026327288617,24,model_fit_domains,exact_Exp3_ridge_alpha_1_symmetric_cross_session,0.1384835636515912
eegnet,DANN,0.01,0,1,0.0165826472970542,0.0137466308647673,0.0151646390809108,0.0948094639865996,0.1056459380234505,0.1002277010050251,0.0416666666666666,0.0611071662661131,24,0.0165826472970542,0.0137466308647673,0.0151646390809108,0.0948094639865996,0.1056459380234505,0.1002277010050251,0.0416666666666666,0.0611071662661131,24,model_fit_domains,exact_Exp3_ridge_alpha_1_symmetric_cross_session,0.1002277010050251
eegnet,DANN,0.1,0,1,0.0130665052778757,0.0124860377891429,0.0127762715335093,0.0820979899497487,0.0933563651591289,0.0877271775544388,0.0416666666666666,0.0480631417959362,24,0.0130665052778757,0.0124860377891429,0.0127762715335093,0.0820979899497487,0.0933563651591289,0.0877271775544388,0.0416666666666666,0.0480631417959362,24,model_fit_domains,exact_Exp3_ridge_alpha_1_symmetric_cross_session,0.0877271775544388
eegnet,DANN,1.0,0,1,0.0164568644560785,0.0152686303405169,0.0158627473982977,0.0831585008375209,0.1027543969849246,0.0929564489112227,0.0416666666666666,0.0535197727769281,24,0.0164568644560785,0.0152686303405169,0.0158627473982977,0.0831585008375209,0.1027543969849246,0.0929564489112227,0.0416666666666666,0.0535197727769281,24,model_fit_domains,exact_Exp3_ridge_alpha_1_symmetric_cross_session,0.0929564489112227
eegnet,CORAL,0.01,0,1,0.0237266938257412,0.0195125554471125,0.0216196246364268,0.1116980737018425,0.1304543551088777,0.1210762144053601,0.0416666666666666,0.0828621367708105,24,0.0237266938257412,0.0195125554471125,0.0216196246364268,0.1116980737018425,0.1304543551088777,0.1210762144053601,0.0416666666666666,0.0828621367708105,24,model_fit_domains,exact_Exp3_ridge_alpha_1_symmetric_cross_session,0.1210762144053601
eegnet,CORAL,0.1,0,1,0.0259451828680195,0.0170411255450542,0.0214931542065368,0.1148146984924623,0.1379543551088777,0.12638452680067,0.0416666666666666,0.0884012453572209,24,0.0259451828680195,0.0170411255450542,0.0214931542065368,0.1148146984924623,0.1379543551088777,0.12638452680067,0.0416666666666666,0.0884012453572209,24,model_fit_domains,exact_Exp3_ridge_alpha_1_symmetric_cross_session,0.12638452680067
eegnet,CORAL,1.0,0,1,0.0380186658646044,0.0344753190768076,0.036246992470706,0.1448230737018425,0.142126256281407,0.1434746649916248,0.0416666666666666,0.1062344330347389,24,0.0380186658646044,0.0344753190768076,0.036246992470706,0.1448230737018425,0.142126256281407,0.1434746649916248,0.0416666666666666,0.1062344330347389,24,model_fit_domains,exact_Exp3_ridge_alpha_1_symmetric_cross_session,0.1434746649916248
eegnet,MMD,0.01,0,1,0.0340256603842501,0.0283957061495341,0.0312106832668921,0.1269399078726968,0.1458804438860972,0.136410175879397,0.0416666666666666,0.0988627922219795,24,0.0340256603842501,0.0283957061495341,0.0312106832668921,0.1269399078726968,0.1458804438860972,0.136410175879397,0.0416666666666666,0.0988627922219795,24,model_fit_domains,exact_Exp3_ridge_alpha_1_symmetric_cross_session,0.136410175879397
eegnet,MMD,0.1,0,1,0.027649427108769,0.0235910974230892,0.0256202622659291,0.1168980318257956,0.1406616415410385,0.128779836683417,0.0416666666666666,0.0909006991479134,24,0.027649427108769,0.0235910974230892,0.0256202622659291,0.1168980318257956,0.1406616415410385,0.128779836683417,0.0416666666666666,0.0909006991479134,24,model_fit_domains,exact_Exp3_ridge_alpha_1_symmetric_cross_session,0.128779836683417
eegnet,MMD,1.0,0,1,0.0230395584801628,0.0191687675512506,0.0211041630157067,0.113787688442211,0.1283710217755443,0.1210793551088777,0.0416666666666666,0.082865414026655,24,0.0230395584801628,0.0191687675512506,0.0211041630157067,0.113787688442211,0.1283710217755443,0.1210793551088777,0.0416666666666666,0.082865414026655,24,model_fit_domains,exact_Exp3_ridge_alpha_1_symmetric_cross_session,0.1210793551088777
eegnet,ERM,0.0,0,2,0.0369827206570234,0.030889541747745,0.0339361312023842,0.1539897403685092,0.1442001675041876,0.1490949539363484,0.0416666666666666,0.1120990823683635,24,0.0369827206570234,0.030889541747745,0.0339361312023842,0.1539897403685092,0.1442001675041876,0.1490949539363484,0.0416666666666666,0.1120990823683635,24,model_fit_domains,exact_Exp3_ridge_alpha_1_symmetric_cross_session,0.1490949539363484
eegnet,DANN,0.01,0,2,0.0169473564077091,0.0160217177638348,0.016484537085772,0.0777177554438861,0.0854543551088777,0.0815860552763819,0.0416666666666666,0.0416550142014419,24,0.0169473564077091,0.0160217177638348,0.016484537085772,0.0777177554438861,0.0854543551088777,0.0815860552763819,0.0416666666666666,0.0416550142014419,24,model_fit_domains,exact_Exp3_ridge_alpha_1_symmetric_cross_session,0.0815860552763819
eegnet,DANN,0.1,0,2,0.0121431528516975,0.011935170214679,0.0120391615331882,0.0652303182579564,0.0785887772194304,0.0719095477386934,0.0416666666666666,0.0315577889447236,24,0.0121431528516975,0.011935170214679,0.0120391615331882,0.0652303182579564,0.0785887772194304,0.0719095477386934,0.0416666666666666,0.0315577889447236,24,model_fit_domains,exact_Exp3_ridge_alpha_1_symmetric_cross_session,0.0719095477386934
eegnet,DANN,1.0,0,2,0.0165933853902138,0.0130199475645347,0.0148066664773742,0.0882181742043551,0.1025282663316582,0.0953732202680067,0.0416666666666666,0.0560416211492243,24,0.0165933853902138,0.0130199475645347,0.0148066664773742,0.0882181742043551,0.1025282663316582,0.0953732202680067,0.0416666666666666,0.0560416211492243,24,model_fit_domains,exact_Exp3_ridge_alpha_1_symmetric_cross_session,0.0953732202680067
eegnet,CORAL,0.01,0,2,0.0200089987726364,0.0150264160192081,0.0175177073959222,0.0879260887772194,0.1198293551088777,0.1038777219430485,0.0416666666666666,0.0649158837666593,24,0.0200089987726364,0.0150264160192081,0.0175177073959222,0.0879260887772194,0.1198293551088777,0.1038777219430485,0.0416666666666666,0.0649158837666593,24,model_fit_domains,exact_Exp3_ridge_alpha_1_symmetric_cross_session,0.1038777219430485
eegnet,CORAL,0.1,0,2,0.024768813580807,0.0163474729611809,0.020558143270994,0.102304229480737,0.1167022613065326,0.1095032453936348,0.0416666666666666,0.0707859951933581,24,0.024768813580807,0.0163474729611809,0.020558143270994,0.102304229480737,0.1167022613065326,0.1095032453936348,0.0416666666666666,0.0707859951933581,24,model_fit_domains,exact_Exp3_ridge_alpha_1_symmetric_cross_session,0.1095032453936348
eegnet,CORAL,1.0,0,2,0.0323951813312106,0.0280162759878761,0.0302057286595434,0.1177292713567839,0.1287845477386934,0.1232569095477386,0.0416666666666666,0.0851376447454664,24,0.0323951813312106,0.0280162759878761,0.0302057286595434,0.1177292713567839,0.1287845477386934,0.1232569095477386,0.0416666666666666,0.0851376447454664,24,model_fit_domains,exact_Exp3_ridge_alpha_1_symmetric_cross_session,0.1232569095477386
eegnet,MMD,0.01,0,2,0.0243698756761885,0.0190997820998837,0.0217348288880361,0.1229323701842545,0.1094242043551088,0.1161782872696817,0.0416666666666666,0.077751256281407,24,0.0243698756761885,0.0190997820998837,0.0217348288880361,0.1229323701842545,0.1094242043551088,0.1161782872696817,0.0416666666666666,0.077751256281407,24,model_fit_domains,exact_Exp3_ridge_alpha_1_symmetric_cross_session,0.1161782872696817
eegnet,MMD,0.1,0,2,0.0217704149869204,0.0180423418257165,0.0199063784063184,0.1112688442211055,0.1127491624790619,0.1120090033500837,0.0416666666666666,0.0734006991479135,24,0.0217704149869204,0.0180423418257165,0.0199063784063184,0.1112688442211055,0.1127491624790619,0.1120090033500837,0.0416666666666666,0.0734006991479135,24,model_fit_domains,exact_Exp3_ridge_alpha_1_symmetric_cross_session,0.1120090033500837
eegnet,MMD,1.0,0,2,0.0205790294292582,0.0126623543553345,0.0166206918922964,0.1004229480737018,0.1185793551088777,0.1095011515912897,0.0416666666666666,0.0707838103561284,24,0.0205790294292582,0.0126623543553345,0.0166206918922964,0.1004229480737018,0.1185793551088777,0.1095011515912897,0.0416666666666666,0.0707838103561284,24,model_fit_domains,exact_Exp3_ridge_alpha_1_symmetric_cross_session,0.1095011515912897
eegnet,ERM,0.0,1,0,0.0228407643460961,0.0200846060113413,0.0214626851787187,0.1210361809045226,0.1302150753768844,0.1256256281407035,0.04,0.0891933626465661,25,0.0228407643460961,0.0200846060113413,0.0214626851787187,0.1210361809045226,0.1302150753768844,0.1256256281407035,0.04,0.0891933626465661,25,model_fit_domains,exact_Exp3_ridge_alpha_1_symmetric_cross_session,0.1256256281407035
eegnet,DANN,0.01,1,0,0.0198507784795967,0.0178816380659414,0.018866208272769,0.1060351758793969,0.10381608040201,0.1049256281407035,0.04,0.0676308626465661,25,0.0198507784795967,0.0178816380659414,0.018866208272769,0.1060351758793969,0.10381608040201,0.1049256281407035,0.04,0.0676308626465661,25,model_fit_domains,exact_Exp3_ridge_alpha_1_symmetric_cross_session,0.1049256281407035
eegnet,DANN,0.1,1,0,0.0176987066574731,0.0168855620859407,0.0172921343717069,0.0988542713567839,0.0988100502512562,0.0988321608040201,0.04,0.0612835008375209,25,0.0176987066574731,0.0168855620859407,0.0172921343717069,0.0988542713567839,0.0988100502512562,0.0988321608040201,0.04,0.0612835008375209,25,model_fit_domains,exact_Exp3_ridge_alpha_1_symmetric_cross_session,0.0988321608040201
eegnet,DANN,1.0,1,0,0.0189073656332117,0.0192005124453928,0.0190539390393023,0.0974311557788944,0.1322050251256281,0.1148180904522613,0.04,0.0779355108877721,25,0.0189073656332117,0.0192005124453928,0.0190539390393023,0.0974311557788944,0.1322050251256281,0.1148180904522613,0.04,0.0779355108877721,25,model_fit_domains,exact_Exp3_ridge_alpha_1_symmetric_cross_session,0.1148180904522613
eegnet,CORAL,0.01,1,0,0.0234093144328197,0.0212588708652643,0.022334092649042,0.1238371859296482,0.1232140703517587,0.1235256281407035,0.04,0.0870058626465661,25,0.0234093144328197,0.0212588708652643,0.022334092649042,0.1238371859296482,0.1232140703517587,0.1235256281407035,0.04,0.0870058626465661,25,model_fit_domains,exact_Exp3_ridge_alpha_1_symmetric_cross_session,0.1235256281407035
eegnet,CORAL,0.1,1,0,0.0372883413474998,0.0326130711388139,0.0349507062431568,0.1544603015075377,0.1398120603015075,0.1471361809045226,0.04,0.111600188442211,25,0.0372883413474998,0.0326130711388139,0.0349507062431568,0.1544603015075377,0.1398120603015075,0.1471361809045226,0.04,0.111600188442211,25,model_fit_domains,exact_Exp3_ridge_alpha_1_symmetric_cross_session,0.1471361809045226
eegnet,CORAL,1.0,1,0,0.03460397183873,0.0300347141705863,0.0323193430046582,0.1394412060301507,0.1298120603015075,0.1346266331658291,0.04,0.0985694095477386,25,0.03460397183873,0.0300347141705863,0.0323193430046582,0.1394412060301507,0.1298120603015075,0.1346266331658291,0.04,0.0985694095477386,25,model_fit_domains,exact_Exp3_ridge_alpha_1_symmetric_cross_session,0.1346266331658291
eegnet,MMD,0.01,1,0,0.0231119892273019,0.0207335073154224,0.0219227482713622,0.1174291457286432,0.1322190954773869,0.124824120603015,0.04,0.088358458961474,25,0.0231119892273019,0.0207335073154224,0.0219227482713622,0.1174291457286432,0.1322190954773869,0.124824120603015,0.04,0.088358458961474,25,model_fit_domains,exact_Exp3_ridge_alpha_1_symmetric_cross_session,0.124824120603015
eegnet,MMD,0.1,1,0,0.0211845158260297,0.0192458663166963,0.020215191071363,0.1136341708542713,0.1276140703517587,0.120624120603015,0.04,0.083983458961474,25,0.0211845158260297,0.0192458663166963,0.020215191071363,0.1136341708542713,0.1276140703517587,0.120624120603015,0.04,0.083983458961474,25,model_fit_domains,exact_Exp3_ridge_alpha_1_symmetric_cross_session,0.120624120603015
eegnet,MMD,1.0,1,0,0.0227674485062747,0.021761766534579,0.0222646075204269,0.1170391959798995,0.1300150753768844,0.1235271356783919,0.04,0.0870074329983249,25,0.0227674485062747,0.021761766534579,0.0222646075204269,0.1170391959798995,0.1300150753768844,0.1235271356783919,0.04,0.0870074329983249,25,model_fit_domains,exact_Exp3_ridge_alpha_1_symmetric_cross_session,0.1235271356783919
eegnet,ERM,0.0,1,1,0.0309651998148905,0.0290347841369693,0.0299999919759299,0.1344281407035175,0.1412150753768844,0.137821608040201,0.04,0.1018975083752093,25,0.0309651998148905,0.0290347841369693,0.0299999919759299,0.1344281407035175,0.1412150753768844,0.137821608040201,0.04,0.1018975083752093,25,model_fit_domains,exact_Exp3_ridge_alpha_1_symmetric_cross_session,0.137821608040201
eegnet,DANN,0.01,1,1,0.0185585925382087,0.0185391199060949,0.0185488562221518,0.0970301507537688,0.0994110552763819,0.0982206030150753,0.04,0.0606464614740368,25,0.0185585925382087,0.0185391199060949,0.0185488562221518,0.0970301507537688,0.0994110552763819,0.0982206030150753,0.04,0.0606464614740368,25,model_fit_domains,exact_Exp3_ridge_alpha_1_symmetric_cross_session,0.0982206030150753
eegnet,DANN,0.1,1,1,0.0133383125893224,0.0132627932369078,0.0133005529131151,0.0886190954773869,0.1018130653266331,0.09521608040201,0.04,0.0575167504187604,25,0.0133383125893224,0.0132627932369078,0.0133005529131151,0.0886190954773869,0.1018130653266331,0.09521608040201,0.04,0.0575167504187604,25,model_fit_domains,exact_Exp3_ridge_alpha_1_symmetric_cross_session,0.09521608040201
eegnet,DANN,1.0,1,1,0.0232618350343893,0.022778788043213,0.0230203115388012,0.1144100502512562,0.1164070351758793,0.1154085427135678,0.04,0.0785505653266331,25,0.0232618350343893,0.022778788043213,0.0230203115388012,0.1144100502512562,0.1164070351758793,0.1154085427135678,0.04,0.0785505653266331,25,model_fit_domains,exact_Exp3_ridge_alpha_1_symmetric_cross_session,0.1154085427135678
eegnet,CORAL,0.01,1,1,0.0324939276510578,0.0300553566479315,0.0312746421494947,0.1374291457286432,0.1434140703517588,0.140421608040201,0.04,0.1046058417085427,25,0.0324939276510578,0.0300553566479315,0.0312746421494947,0.1374291457286432,0.1434140703517588,0.140421608040201,0.04,0.1046058417085427,25,model_fit_domains,exact_Exp3_ridge_alpha_1_symmetric_cross_session,0.140421608040201
eegnet,CORAL,0.1,1,1,0.0383546266874734,0.0367715336574523,0.0375630801724629,0.1522633165829145,0.1496140703517587,0.1509386934673366,0.04,0.1155611390284757,25,0.0383546266874734,0.0367715336574523,0.0375630801724629,0.1522633165829145,0.1496140703517587,0.1509386934673366,0.04,0.1155611390284757,25,model_fit_domains,exact_Exp3_ridge_alpha_1_symmetric_cross_session,0.1509386934673366
eegnet,CORAL,1.0,1,1,0.0429094666694069,0.0384526421721198,0.0406810544207634,0.1508532663316583,0.1606170854271356,0.155735175879397,0.04,0.1205574748743718,25,0.0429094666694069,0.0384526421721198,0.0406810544207634,0.1508532663316583,0.1606170854271356,0.155735175879397,0.04,0.1205574748743718,25,model_fit_domains,exact_Exp3_ridge_alpha_1_symmetric_cross_session,0.155735175879397
eegnet,MMD,0.01,1,1,0.031500710826585,0.0293940464581119,0.0304473786423484,0.1324190954773869,0.1456120603015075,0.1390155778894472,0.04,0.1031412269681742,25,0.031500710826585,0.0293940464581119,0.0304473786423484,0.1324190954773869,0.1456120603015075,0.1390155778894472,0.04,0.1031412269681742,25,model_fit_domains,exact_Exp3_ridge_alpha_1_symmetric_cross_session,0.1390155778894472
eegnet,MMD,0.1,1,1,0.0336294039971774,0.03307492164461,0.0333521628208937,0.1380150753768844,0.1426150753768844,0.1403150753768844,0.04,0.1044948701842546,25,0.0336294039971774,0.03307492164461,0.0333521628208937,0.1380150753768844,0.1426150753768844,0.1403150753768844,0.04,0.1044948701842546,25,model_fit_domains,exact_Exp3_ridge_alpha_1_symmetric_cross_session,0.1403150753768844
eegnet,MMD,1.0,1,1,0.0305221840293845,0.027363285887334,0.0289427349583593,0.1288180904522613,0.1466170854271356,0.1377175879396985,0.04,0.1017891541038525,25,0.0305221840293845,0.027363285887334,0.0289427349583593,0.1288180904522613,0.1466170854271356,0.1377175879396985,0.04,0.1017891541038525,25,model_fit_domains,exact_Exp3_ridge_alpha_1_symmetric_cross_session,0.1377175879396985
eegnet,ERM,0.0,1,2,0.0391897506379033,0.0368453647691056,0.0380175577035044,0.1458552763819095,0.1520201005025125,0.148937688442211,0.04,0.1134767587939698,25,0.0391897506379033,0.0368453647691056,0.0380175577035044,0.1458552763819095,0.1520201005025125,0.148937688442211,0.04,0.1134767587939698,25,model_fit_domains,exact_Exp3_ridge_alpha_1_symmetric_cross_session,0.148937688442211
eegnet,DANN,0.01,1,2,0.0139971855614615,0.0143033421246987,0.0141502638430801,0.0782201005025125,0.0958231155778894,0.087021608040201,0.04,0.0489808417085427,25,0.0139971855614615,0.0143033421246987,0.0141502638430801,0.0782201005025125,0.0958231155778894,0.087021608040201,0.04,0.0489808417085427,25,model_fit_domains,exact_Exp3_ridge_alpha_1_symmetric_cross_session,0.087021608040201
eegnet,DANN,0.1,1,2,0.0149288379163268,0.015882382834961,0.0154056103756439,0.0870190954773869,0.0934140703517588,0.0902165829145728,0.04,0.0523089405360134,25,0.0149288379163268,0.015882382834961,0.0154056103756439,0.0870190954773869,0.0934140703517588,0.0902165829145728,0.04,0.0523089405360134,25,model_fit_domains,exact_Exp3_ridge_alpha_1_symmetric_cross_session,0.0902165829145728
eegnet,DANN,1.0,1,2,0.021263256647797,0.0202593836991464,0.0207613201734717,0.0946321608040201,0.1150150753768844,0.1048236180904522,0.04,0.0675246021775544,25,0.021263256647797,0.0202593836991464,0.0207613201734717,0.0946321608040201,0.1150150753768844,0.1048236180904522,0.04,0.0675246021775544,25,model_fit_domains,exact_Exp3_ridge_alpha_1_symmetric_cross_session,0.1048236180904522
eegnet,CORAL,0.01,1,2,0.0398355171287092,0.0379633852409266,0.0388994511848179,0.1480703517587939,0.1576170854271356,0.1528437185929648,0.04,0.117545540201005,25,0.0398355171287092,0.0379633852409266,0.0388994511848179,0.1480703517587939,0.1576170854271356,0.1528437185929648,0.04,0.117545540201005,25,model_fit_domains,exact_Exp3_ridge_alpha_1_symmetric_cross_session,0.1528437185929648
eegnet,CORAL,0.1,1,2,0.0353178338814639,0.0349084790146596,0.0351131564480617,0.1388492462311557,0.1610120603015075,0.1499306532663316,0.04,0.1145110971524288,25,0.0353178338814639,0.0349084790146596,0.0351131564480617,0.1388492462311557,0.1610120603015075,0.1499306532663316,0.04,0.1145110971524288,25,model_fit_domains,exact_Exp3_ridge_alpha_1_symmetric_cross_session,0.1499306532663316
eegnet,CORAL,1.0,1,2,0.0339758844353861,0.0360310200890006,0.0350034522621933,0.1298391959798994,0.1430201005025125,0.136429648241206,0.04,0.1004475502512562,25,0.0339758844353861,0.0360310200890006,0.0350034522621933,0.1298391959798994,0.1430201005025125,0.136429648241206,0.04,0.1004475502512562,25,model_fit_domains,exact_Exp3_ridge_alpha_1_symmetric_cross_session,0.136429648241206
eegnet,MMD,0.01,1,2,0.0187671963682722,0.0162843614166692,0.0175257788924707,0.1010391959798995,0.1172090452261306,0.109124120603015,0.04,0.0720042922948073,25,0.0187671963682722,0.0162843614166692,0.0175257788924707,0.1010391959798995,0.1172090452261306,0.109124120603015,0.04,0.0720042922948073,25,model_fit_domains,exact_Exp3_ridge_alpha_1_symmetric_cross_session,0.109124120603015
eegnet,MMD,0.1,1,2,0.0202235898594533,0.0175337701568709,0.0188786800081621,0.1146502512562814,0.1172110552763819,0.1159306532663316,0.04,0.0790944304857621,25,0.0202235898594533,0.0175337701568709,0.0188786800081621,0.1146502512562814,0.1172110552763819,0.1159306532663316,0.04,0.0790944304857621,25,model_fit_domains,exact_Exp3_ridge_alpha_1_symmetric_cross_session,0.1159306532663316
eegnet,MMD,1.0,1,2,0.0268698393071704,0.0242313755510226,0.0255506074290965,0.1140100502512563,0.1438150753768844,0.1289125628140703,0.04,0.0926172529313232,25,0.0268698393071704,0.0242313755510226,0.0255506074290965,0.1140100502512563,0.1438150753768844,0.1289125628140703,0.04,0.0926172529313232,25,model_fit_domains,exact_Exp3_ridge_alpha_1_symmetric_cross_session,0.1289125628140703
eegnet,ERM,0.0,2,0,0.0182885764467273,0.0164922614159994,0.0173904189313633,0.1189999999999999,0.1047999999999999,0.1118999999999999,0.04,0.0748958333333333,25,0.0182885764467273,0.0164922614159994,0.0173904189313633,0.1189999999999999,0.1047999999999999,0.1118999999999999,0.04,0.0748958333333333,25,model_fit_domains,exact_Exp3_ridge_alpha_1_symmetric_cross_session,0.1118999999999999
eegnet,DANN,0.01,2,0,0.012004018409859,0.0110407041934488,0.0115223613016539,0.084208040201005,0.083,0.0836040201005025,0.04,0.0454208542713567,25,0.012004018409859,0.0110407041934488,0.0115223613016539,0.084208040201005,0.083,0.0836040201005025,0.04,0.0454208542713567,25,model_fit_domains,exact_Exp3_ridge_alpha_1_symmetric_cross_session,0.0836040201005025
eegnet,DANN,0.1,2,0,0.0114487705842432,0.0105257917424412,0.0109872811633422,0.0888040201005025,0.086,0.0874020100502512,0.04,0.049377093802345,25,0.0114487705842432,0.0105257917424412,0.0109872811633422,0.0888040201005025,0.086,0.0874020100502512,0.04,0.049377093802345,25,model_fit_domains,exact_Exp3_ridge_alpha_1_symmetric_cross_session,0.0874020100502512
eegnet,DANN,1.0,2,0,0.0160637822729037,0.0148057400108334,0.0154347611418685,0.0974010050251256,0.0951999999999999,0.0963005025125628,0.04,0.0586463567839195,25,0.0160637822729037,0.0148057400108334,0.0154347611418685,0.0974010050251256,0.0951999999999999,0.0963005025125628,0.04,0.0586463567839195,25,model_fit_domains,exact_Exp3_ridge_alpha_1_symmetric_cross_session,0.0963005025125628
eegnet,CORAL,0.01,2,0,0.0189378117560083,0.0168938040544643,0.0179158079052363,0.1240010050251256,0.104,0.1140005025125628,0.04,0.0770838567839196,25,0.0189378117560083,0.0168938040544643,0.0179158079052363,0.1240010050251256,0.104,0.1140005025125628,0.04,0.0770838567839196,25,model_fit_domains,exact_Exp3_ridge_alpha_1_symmetric_cross_session,0.1140005025125628
eegnet,CORAL,0.1,2,0,0.0218322912907829,0.0194513119163923,0.0206418016035876,0.1288,0.1112,0.12,0.04,0.0833333333333333,25,0.0218322912907829,0.0194513119163923,0.0206418016035876,0.1288,0.1112,0.12,0.04,0.0833333333333333,25,model_fit_domains,exact_Exp3_ridge_alpha_1_symmetric_cross_session,0.12
