fold,seed,block,block_rank,persistent_BA_harm,random_control_id,random_BA_harm,specific_delta,control_seed
0,0,P01_04,4,0.0072222222222221915,40,0.0061111111111110915,0.0011111111111111,3525445797
0,0,P01_04,4,0.0072222222222221915,41,0.009999999999999972,-0.002777777777777781,1944555517
0,0,P01_04,4,0.0072222222222221915,42,0.016666666666666646,-0.009444444444444453,3359043361
0,0,P01_04,4,0.0072222222222221915,43,0.014444444444444433,-0.007222222222222242,2987189589
0,0,P01_04,4,0.0072222222222221915,44,0.016666666666666632,-0.00944444444444444,2444335197
0,0,P01_04,4,0.0072222222222221915,45,0.009999999999999972,-0.002777777777777781,2442496871
0,0,P01_04,4,0.0072222222222221915,46,0.0011111111111111122,0.006111111111111079,2865352801
0,0,P01_04,4,0.0072222222222221915,47,0.00777777777777776,-0.0005555555555555687,731486517
0,0,P01_04,4,0.0072222222222221915,48,0.002222222222222212,0.00499999999999998,990627109
0,0,P01_04,4,0.0072222222222221915,49,0.008333333333333304,-0.0011111111111111122,3131314255
0,0,P01_04,4,0.0072222222222221915,50,0.02999999999999999,-0.022777777777777796,4240473388
0,0,P01_04,4,0.0072222222222221915,51,0.0033333333333332993,0.0038888888888888922,1293400922
0,0,P01_04,4,0.0072222222222221915,52,0.01277777777777774,-0.005555555555555549,1568836961
0,0,P01_04,4,0.0072222222222221915,53,0.00388888888888888,0.0033333333333333114,1126903483
0,0,P01_04,4,0.0072222222222221915,54,0.007222222222222217,-2.5153490401663703e-17,3662492463
0,0,P01_04,4,0.0072222222222221915,55,0.05722222222222219,-0.049999999999999996,3601593359
0,0,P01_04,4,0.0072222222222221915,56,0.03388888888888886,-0.026666666666666665,2799071603
0,0,P01_04,4,0.0072222222222221915,57,0.0022222222222221997,0.004999999999999992,551048791
0,0,P01_04,4,0.0072222222222221915,58,0.009444444444444453,-0.0022222222222222617,2942511821
0,0,P01_04,4,0.0072222222222221915,59,0.002777777777777768,0.004444444444444424,1242725695
0,0,P01_04,4,0.0072222222222221915,60,0.0011111111111110875,0.006111111111111104,2794451670
0,0,P01_04,4,0.0072222222222221915,61,0.012222222222222221,-0.00500000000000003,2957134388
0,0,P01_04,4,0.0072222222222221915,62,-0.0016666666666666804,0.008888888888888872,1239392749
0,0,P01_04,4,0.0072222222222221915,63,0.011111111111111108,-0.0038888888888889165,4262798151
0,0,P01_04,4,0.0072222222222221915,64,0.0005555555555555437,0.006666666666666648,3845192542
0,0,P01_04,4,0.0072222222222221915,65,0.04222222222222219,-0.034999999999999996,1017509361
0,0,P01_04,4,0.0072222222222221915,66,0.00888888888888886,-0.0016666666666666679,3044737994
0,0,P01_04,4,0.0072222222222221915,67,0.07055555555555552,-0.06333333333333334,1112893808
0,0,P01_04,4,0.0072222222222221915,68,0.00833333333333334,-0.0011111111111111486,590882480
0,0,P01_04,4,0.0072222222222221915,69,0.04944444444444441,-0.04222222222222222,746972314
0,0,P01_04,4,0.0072222222222221915,70,0.006666666666666648,0.0005555555555555435,344672785
0,0,P01_04,4,0.0072222222222221915,71,0.0005555555555555561,0.006666666666666635,3430143174
0,0,P01_04,4,0.0072222222222221915,72,0.007222222222222179,1.214306433183765e-17,2910147144
0,0,P01_04,4,0.0072222222222221915,73,0.0005555555555555314,0.00666666666666666,3023405504
0,0,P01_04,4,0.0072222222222221915,74,0.0011111111111110998,0.0061111111111110915,702603651
0,0,P01_04,4,0.0072222222222221915,75,0.004999999999999992,0.0022222222222221992,2197176034
0,0,P01_04,4,0.0072222222222221915,76,0.05055555555555555,-0.043333333333333356,1562743876
0,0,P01_04,4,0.0072222222222221915,77,0.0005555555555555314,0.00666666666666666,2701024324
0,0,P01_04,4,0.0072222222222221915,78,-0.0011111111111111122,0.008333333333333304,3442415387
0,0,P01_04,4,0.0072222222222221915,79,0.011666666666666665,-0.004444444444444474,806709544
0,0,P01_04,4,0.0072222222222221915,80,0.003333333333333324,0.0038888888888888675,393291469
0,0,P01_04,4,0.0072222222222221915,81,0.013333333333333296,-0.0061111111111111045,3541758420
0,0,P01_04,4,0.0072222222222221915,82,0.006666666666666648,0.0005555555555555435,1026385278
0,0,P01_04,4,0.0072222222222221915,83,0.009999999999999985,-0.002777777777777793,2079047121
0,0,P01_04,4,0.0072222222222221915,84,-0.008888888888888898,0.01611111111111109,4075249898
0,0,P01_04,4,0.0072222222222221915,85,0.00777777777777776,-0.0005555555555555687,4022745431
0,0,P01_04,4,0.0072222222222221915,86,0.0016666666666666436,0.005555555555555548,537238386
0,0,P01_04,4,0.0072222222222221915,87,0.021111111111111067,-0.013888888888888874,2817494937
0,0,P01_04,4,0.0072222222222221915,88,0.00888888888888886,-0.0016666666666666679,1597854370
0,0,P01_04,4,0.0072222222222221915,89,0.012777777777777753,-0.005555555555555561,3136240882
0,0,P01_04,4,0.0072222222222221915,90,0.009444444444444415,-0.0022222222222222235,1462283487
0,0,P01_04,4,0.0072222222222221915,91,0.008333333333333292,-0.0011111111111111,4273484625
0,0,P01_04,4,0.0072222222222221915,92,-0.0011111111111111243,0.008333333333333316,2633000359
0,0,P01_04,4,0.0072222222222221915,93,0.0061111111111110915,0.0011111111111111,3986201204
0,0,P01_04,4,0.0072222222222221915,94,0.023333333333333303,-0.01611111111111111,1537814419
0,0,P01_04,4,0.0072222222222221915,95,0.00388888888888888,0.0033333333333333114,3976262897
0,0,P01_04,4,0.0072222222222221915,96,0.001666666666666668,0.005555555555555524,3898986737
0,0,P01_04,4,0.0072222222222221915,97,0.00388888888888888,0.0033333333333333114,3623901726
0,0,P01_04,4,0.0072222222222221915,98,-0.003888888888888905,0.011111111111111096,1762333399
0,0,P01_04,4,0.0072222222222221915,99,0.0022222222222222244,0.004999999999999967,3962024380
0,0,P05_08,4,0.0044444444444444115,0,0.01444444444444442,-0.010000000000000009,577376924
0,0,P05_08,4,0.0044444444444444115,1,-0.001666666666666668,0.006111111111111079,1098396429
0,0,P05_08,4,0.0044444444444444115,2,0.0005555555555555437,0.003888888888888868,104786099
0,0,P05_08,4,0.0044444444444444115,3,-0.0027777777777777926,0.0072222222222222045,2561556084
0,0,P05_08,4,0.0044444444444444115,4,-0.005000000000000017,0.009444444444444429,4080204546
0,0,P05_08,4,0.0044444444444444115,5,-0.0005555555555555561,0.004999999999999968,2169512479
0,0,P05_08,4,0.0044444444444444115,6,0.002222222222222175,0.0022222222222222365,3647111753
0,0,P05_08,4,0.0044444444444444115,7,0.0022222222222221997,0.002222222222222212,3094200959
0,0,P05_08,4,0.0044444444444444115,8,-0.0066666666666666975,0.01111111111111111,2237989537
0,0,P05_08,4,0.0044444444444444115,9,0.003333333333333324,0.0011111111111110875,3826208095
0,0,P05_08,4,0.0044444444444444115,10,-0.0005555555555555683,0.00499999999999998,1785024185
0,0,P05_08,4,0.0044444444444444115,11,0.0011111111111110751,0.0033333333333333366,2093484908
0,0,P05_08,4,0.0044444444444444115,12,-0.0016666666666667052,0.006111111111111117,4233740135
0,0,P05_08,4,0.0044444444444444115,13,0.002777777777777743,0.0016666666666666683,3627698675
0,0,P05_08,4,0.0044444444444444115,14,-0.004444444444444449,0.00888888888888886,3129169502
0,0,P05_08,4,0.0044444444444444115,15,-0.0038888888888888922,0.008333333333333304,3598659492
0,0,P05_08,4,0.0044444444444444115,16,-0.003333333333333336,0.007777777777777748,706217228
0,0,P05_08,4,0.0044444444444444115,17,-0.0027777777777778173,0.007222222222222229,870699917
0,0,P05_08,4,0.0044444444444444115,18,0.0061111111111111045,-0.001666666666666693,2442886865
0,0,P05_08,4,0.0044444444444444115,19,-0.0033333333333333734,0.0077777777777777845,1845008034
0,0,P05_08,4,0.0044444444444444115,20,0.0033333333333332993,0.0011111111111111122,2437576853
0,0,P05_08,4,0.0044444444444444115,21,0.001666666666666668,0.0027777777777777436,40212061
0,0,P05_08,4,0.0044444444444444115,22,0.0033333333333333114,0.0011111111111111,3469155988
0,0,P05_08,4,0.0044444444444444115,23,0.0011111111111110875,0.003333333333333324,1708252346
0,0,P05_08,4,0.0044444444444444115,24,0.002222222222222212,0.0022222222222221997,1804267400
0,0,P05_08,4,0.0044444444444444115,25,0.002222222222222187,0.0022222222222222244,3363317532
0,0,P05_08,4,0.0044444444444444115,26,-0.0016666666666666804,0.0061111111111110915,3172681996
0,0,P05_08,4,0.0044444444444444115,27,-0.0027777777777778048,0.007222222222222217,465139225
0,0,P05_08,4,0.0044444444444444115,28,-0.0005555555555555683,0.00499999999999998,569131888
0,0,P05_08,4,0.0044444444444444115,29,-0.0005555555555555683,0.00499999999999998,3560217775
0,0,P05_08,4,0.0044444444444444115,30,-0.0011111111111111367,0.005555555555555548,2545237469
0,0,P05_08,4,0.0044444444444444115,31,-0.0027777777777778048,0.007222222222222217,926036728
0,0,P05_08,4,0.0044444444444444115,32,-0.0027777777777778048,0.007222222222222217,186823632
0,0,P05_08,4,0.0044444444444444115,33,0.0022222222222222487,0.002222222222222163,1525324578
0,0,P05_08,4,0.0044444444444444115,34,0.002222222222222175,0.0022222222222222365,708838539
0,0,P05_08,4,0.0044444444444444115,35,0.005555555555555524,-0.0011111111111111122,3361399198
0,0,P05_08,4,0.0044444444444444115,36,-0.00277777777777778,0.0072222222222221915,3434144159
0,0,P05_08,4,0.0044444444444444115,37,0.0011111111111110875,0.003333333333333324,2885668887
0,0,P05_08,4,0.0044444444444444115,38,0.0033333333333333487,0.0011111111111110628,772491790
0,0,P05_08,4,0.0044444444444444115,39,0.0033333333333333114,0.0011111111111111,1586125053
0,0,P05_08,4,0.0044444444444444115,40,0.005555555555555524,-0.0011111111111111122,1134920806
0,0,P05_08,4,0.0044444444444444115,41,-0.0016666666666667052,0.006111111111111117,2037565945
0,0,P05_08,4,0.0044444444444444115,42,-0.0011111111111111122,0.005555555555555524,1031271821
0,0,P05_08,4,0.0044444444444444115,43,-0.0033333333333333487,0.00777777777777776,2866022048
0,0,P05_08,4,0.0044444444444444115,44,0.002222222222222187,0.0022222222222222244,3972700278
0,0,P05_08,4,0.0044444444444444115,45,-0.0005555555555555807,0.004999999999999992,3870392789
0,0,P05_08,4,0.0044444444444444115,46,-0.001666666666666668,0.006111111111111079,872651598
0,0,P05_08,4,0.0044444444444444115,47,-0.0033333333333333487,0.00777777777777776,2937452904
0,0,P05_08,4,0.0044444444444444115,48,-0.0011111111111111122,0.005555555555555524,2513996065
0,0,P05_08,4,0.0044444444444444115,49,0.0005555555555555314,0.00388888888888888,3517738016
0,0,P05_08,4,0.0044444444444444115,50,-0.00555555555555556,0.00999999999999997,2363735760
0,0,P05_08,4,0.0044444444444444115,51,0.0072222222222221915,-0.00277777777777778,491876134
0,0,P05_08,4,0.0044444444444444115,52,-0.003888888888888905,0.008333333333333316,2618347515
0,0,P05_08,4,0.0044444444444444115,53,0.0027777777777777558,0.0016666666666666557,3593363996
0,0,P05_08,4,0.0044444444444444115,54,0.0038888888888888922,0.0005555555555555192,3271638035
0,0,P05_08,4,0.0044444444444444115,55,-0.002777777777777768,0.007222222222222179,3411712786
0,0,P05_08,4,0.0044444444444444115,56,-0.0022222222222222365,0.006666666666666648,3310618746
0,0,P05_08,4,0.0044444444444444115,57,-0.005000000000000017,0.009444444444444429,1828102394
0,0,P05_08,4,0.0044444444444444115,58,-0.0005555555555555683,0.00499999999999998,2775785795
0,0,P05_08,4,0.0044444444444444115,59,-0.002222222222222212,0.006666666666666623,3203842406
0,0,P05_08,4,0.0044444444444444115,60,-1.2335811384723961e-17,0.004444444444444424,761053143
0,0,P05_08,4,0.0044444444444444115,61,-0.005555555555555585,0.009999999999999997,1475965528
0,0,P05_08,4,0.0044444444444444115,62,0.0016666666666666557,0.0027777777777777558,2013184260
0,0,P05_08,4,0.0044444444444444115,63,-0.0027777777777778173,0.007222222222222229,506184297
0,0,P05_08,4,0.0044444444444444115,64,0.003333333333333287,0.0011111111111111243,2420578023
0,0,P05_08,4,0.0044444444444444115,65,-0.0027777777777778048,0.007222222222222217,3362287624
0,0,P05_08,4,0.0044444444444444115,66,0.003333333333333336,0.0011111111111110753,2288969629
0,0,P05_08,4,0.0044444444444444115,67,0.0016666666666666557,0.0027777777777777558,610028514
0,0,P05_08,4,0.0044444444444444115,68,-0.0016666666666666928,0.0061111111111111045,881039046
0,0,P05_08,4,0.0044444444444444115,69,0.0016666666666666557,0.0027777777777777558,2121182660
0,0,P05_08,4,0.0044444444444444115,70,-0.0005555555555555561,0.004999999999999968,502334384
0,0,P05_08,4,0.0044444444444444115,71,0.0016666666666666557,0.0027777777777777558,751453833
0,0,P05_08,4,0.0044444444444444115,72,-0.0016666666666666928,0.0061111111111111045,1764366129
0,0,P05_08,4,0.0044444444444444115,73,0.0022222222222222244,0.002222222222222187,3541710411
0,0,P05_08,4,0.0044444444444444115,74,0.0011111111111110998,0.0033333333333333114,1974114020
0,0,P05_08,4,0.0044444444444444115,75,0.0061111111111110915,-0.00166666666666668,1367641047
0,0,P05_08,4,0.0044444444444444115,76,0.0005555555555555437,0.003888888888888868,2018538584
0,0,P05_08,4,0.0044444444444444115,77,0.0011111111111110875,0.003333333333333324,1165698904
0,0,P05_08,4,0.0044444444444444115,78,-0.0011111111111111122,0.005555555555555524,2605991674
0,0,P05_08,4,0.0044444444444444115,79,-0.0005555555555555683,0.00499999999999998,2681384481
0,0,P05_08,4,0.0044444444444444115,80,0.002222222222222187,0.0022222222222222244,522513290
0,0,P05_08,4,0.0044444444444444115,81,-0.002222222222222212,0.006666666666666623,2595133862
0,0,P05_08,4,0.0044444444444444115,82,0.0,0.0044444444444444115,1512297223
0,0,P05_08,4,0.0044444444444444115,83,-0.0027777777777777926,0.0072222222222222045,1699120230
0,0,P05_08,4,0.0044444444444444115,84,-0.0016666666666666928,0.0061111111111111045,1227772105
0,0,P05_08,4,0.0044444444444444115,85,0.0005555555555555561,0.0038888888888888554,3242636818
0,0,P05_08,4,0.0044444444444444115,86,0.0033333333333332993,0.0011111111111111122,2838948435
0,0,P05_08,4,0.0044444444444444115,87,-0.0022222222222222244,0.006666666666666636,1680267746
0,0,P05_08,4,0.0044444444444444115,88,-0.0005555555555555807,0.004999999999999992,563503453
0,0,P05_08,4,0.0044444444444444115,89,0.0033333333333332993,0.0011111111111111122,443979289
0,0,P05_08,4,0.0044444444444444115,90,-1.2335811384723961e-17,0.004444444444444424,2479369723
0,0,P05_08,4,0.0044444444444444115,91,0.0005555555555555314,0.00388888888888888,3466700616
0,0,P05_08,4,0.0044444444444444115,92,0.0061111111111111045,-0.001666666666666693,2496191934
0,0,P05_08,4,0.0044444444444444115,93,-0.0027777777777777926,0.0072222222222222045,4262640046
0,0,P05_08,4,0.0044444444444444115,94,-1.2335811384723961e-17,0.004444444444444424,3057617840
0,0,P05_08,4,0.0044444444444444115,95,-0.0005555555555555561,0.004999999999999968,699391288
0,0,P05_08,4,0.0044444444444444115,96,0.003333333333333336,0.0011111111111110753,1726623293
0,0,P05_08,4,0.0044444444444444115,97,0.0,0.0044444444444444115,1685263633
0,0,P05_08,4,0.0044444444444444115,98,0.002777777777777743,0.0016666666666666683,293513550
0,0,P05_08,4,0.0044444444444444115,99,0.0061111111111111045,-0.001666666666666693,3861285043
0,1,P01_04,4,0.017777777777777788,0,0.008333333333333352,0.009444444444444436,3915039656
0,1,P01_04,4,0.017777777777777788,1,-0.0011111111111111243,0.018888888888888913,1508897949
0,1,P01_04,4,0.017777777777777788,2,0.012777777777777789,0.004999999999999999,1040552614
0,1,P01_04,4,0.017777777777777788,3,-0.002222222222222212,0.02,1193861961
0,1,P01_04,4,0.017777777777777788,4,0.03388888888888889,-0.016111111111111104,1317104552
0,1,P01_04,4,0.017777777777777788,5,0.001666666666666668,0.01611111111111112,600504212
0,1,P01_04,4,0.017777777777777788,6,0.0027777777777777926,0.014999999999999996,3881633221
0,1,P01_04,4,0.017777777777777788,7,0.006666666666666672,0.011111111111111117,1651297075
0,1,P01_04,4,0.017777777777777788,8,-0.001666666666666668,0.019444444444444455,2299457869
0,1,P01_04,4,0.017777777777777788,9,0.012222222222222209,0.005555555555555579,2240940679
0,1,P01_04,4,0.017777777777777788,10,0.011666666666666665,0.006111111111111123,3757692511
0,1,P01_04,4,0.017777777777777788,11,0.011111111111111115,0.006666666666666673,1649296077
0,1,P01_04,4,0.017777777777777788,12,0.04333333333333334,-0.025555555555555554,1692626853
0,1,P01_04,4,0.017777777777777788,13,0.006111111111111129,0.011666666666666659,4147504549
0,1,P01_04,4,0.017777777777777788,14,0.01111111111111112,0.006666666666666668,1856903476
0,1,P01_04,4,0.017777777777777788,15,0.011666666666666678,0.0061111111111111106,3388169240
0,1,P01_04,4,0.017777777777777788,16,-1.2335811384723961e-17,0.017777777777777802,2685021903
0,1,P01_04,4,0.017777777777777788,17,0.006111111111111141,0.011666666666666648,2494185022
0,1,P01_04,4,0.017777777777777788,18,-0.00499999999999998,0.02277777777777777,3823911498
0,1,P01_04,4,0.017777777777777788,19,0.001666666666666668,0.01611111111111112,94443933
0,1,P01_04,4,0.017777777777777788,20,0.013333333333333332,0.004444444444444456,3559917085
0,1,P01_04,4,0.017777777777777788,21,0.0016666666666666557,0.01611111111111113,908884066
0,1,P01_04,4,0.017777777777777788,22,0.011111111111111096,0.006666666666666692,3644946038
0,1,P01_04,4,0.017777777777777788,23,0.014444444444444433,0.003333333333333355,2479778146
0,1,P01_04,4,0.017777777777777788,24,0.0011111111111110998,0.016666666666666687,4107190654
0,1,P01_04,4,0.017777777777777788,25,0.004444444444444449,0.01333333333333334,2647842019
0,1,P01_04,4,0.017777777777777788,26,0.021666666666666674,-0.003888888888888886,1772758273
0,1,P01_04,4,0.017777777777777788,27,-0.002777777777777768,0.020555555555555556,973969292
0,1,P01_04,4,0.017777777777777788,28,0.004444444444444436,0.013333333333333353,101582727
0,1,P01_04,4,0.017777777777777788,29,0.010555555555555589,0.007222222222222199,2450313847
0,1,P01_04,4,0.017777777777777788,30,0.01111111111111112,0.006666666666666668,3930425041
0,1,P01_04,4,0.017777777777777788,31,-0.00277777777777778,0.02055555555555557,902910063
0,1,P01_04,4,0.017777777777777788,32,0.0033333333333333487,0.01444444444444444,1553207918
0,1,P01_04,4,0.017777777777777788,33,0.00777777777777781,0.009999999999999978,3469094527
0,1,P01_04,4,0.017777777777777788,34,0.03222222222222223,-0.01444444444444444,1558088771
0,1,P01_04,4,0.017777777777777788,35,0.008888888888888872,0.008888888888888917,3502350542
0,1,P01_04,4,0.017777777777777788,36,0.009999999999999985,0.007777777777777804,3359884084
0,1,P01_04,4,0.017777777777777788,37,-0.0005555555555555437,0.018333333333333333,712631102
0,1,P01_04,4,0.017777777777777788,38,-0.0005555555555555437,0.018333333333333333,1814535543
0,1,P01_04,4,0.017777777777777788,39,0.005000000000000023,0.012777777777777766,3130605568
0,1,P01_04,4,0.017777777777777788,40,0.025555555555555592,-0.007777777777777804,845590029
0,1,P01_04,4,0.017777777777777788,41,0.026111111111111123,-0.008333333333333335,3809727977
0,1,P01_04,4,0.017777777777777788,42,0.0016666666666667052,0.016111111111111083,753097272
0,1,P01_04,4,0.017777777777777788,43,0.0288888888888889,-0.011111111111111113,1107991015
0,1,P01_04,4,0.017777777777777788,44,0.014999999999999989,0.002777777777777799,2453674294
0,1,P01_04,4,0.017777777777777788,45,0.002222222222222212,0.015555555555555576,1467679521
0,1,P01_04,4,0.017777777777777788,46,0.019444444444444424,-0.0016666666666666358,2122031787
0,1,P01_04,4,0.017777777777777788,47,0.00555555555555556,0.012222222222222228,2111540180
0,1,P01_04,4,0.017777777777777788,48,0.025000000000000022,-0.007222222222222234,2173765316
0,1,P01_04,4,0.017777777777777788,49,1.850371707708594e-17,0.01777777777777777,3678114336
0,1,P01_04,4,0.017777777777777788,50,0.007222222222222229,0.01055555555555556,3418854496
0,1,P01_04,4,0.017777777777777788,51,0.004444444444444461,0.013333333333333327,1984172275
0,1,P01_04,4,0.017777777777777788,52,0.005000000000000029,0.01277777777777776,3907514091
0,1,P01_04,4,0.017777777777777788,53,0.009999999999999985,0.007777777777777804,1230736053
0,1,P01_04,4,0.017777777777777788,54,0.012222222222222233,0.005555555555555555,2748342812
0,1,P01_04,4,0.017777777777777788,55,0.0,0.017777777777777788,3273344194
0,1,P01_04,4,0.017777777777777788,56,0.009999999999999985,0.007777777777777804,3447572777
0,1,P01_04,4,0.017777777777777788,57,0.034999999999999996,-0.017222222222222208,2609357389
0,1,P01_04,4,0.017777777777777788,58,-0.0016666666666666557,0.019444444444444445,421702317
0,1,P01_04,4,0.017777777777777788,59,0.014444444444444433,0.003333333333333355,3694512632
0,1,P01_04,4,0.017777777777777788,60,0.012222222222222238,0.00555555555555555,1042226393
0,1,P01_04,4,0.017777777777777788,61,0.003333333333333336,0.014444444444444452,1282957424
0,1,P01_04,4,0.017777777777777788,62,0.006666666666666666,0.011111111111111122,1076332658
0,1,P01_04,4,0.017777777777777788,63,0.020555555555555535,-0.002777777777777747,965400470
0,1,P01_04,4,0.017777777777777788,64,0.004999999999999992,0.012777777777777796,2061462566
0,1,P01_04,4,0.017777777777777788,65,0.0005555555555555683,0.01722222222222222,4278259793
0,1,P01_04,4,0.017777777777777788,66,0.00666666666666666,0.011111111111111127,2541820996
0,1,P01_04,4,0.017777777777777788,67,-0.0005555555555555561,0.018333333333333344,2531532877
0,1,P01_04,4,0.017777777777777788,68,0.0038888888888888922,0.013888888888888895,1665680622
0,1,P01_04,4,0.017777777777777788,69,0.022777777777777786,-0.0049999999999999975,2607867170
0,1,P01_04,4,0.017777777777777788,70,0.0011111111111111122,0.016666666666666677,3180093475
0,1,P01_04,4,0.017777777777777788,71,0.0022222222222222244,0.015555555555555564,2412214028
0,1,P01_04,4,0.017777777777777788,72,0.00833333333333331,0.009444444444444478,1853229492
0,1,P01_04,4,0.017777777777777788,73,-0.0016666666666666804,0.01944444444444447,3595211729
0,1,P01_04,4,0.017777777777777788,74,0.00555555555555556,0.012222222222222228,1602282155
0,1,P01_04,4,0.017777777777777788,75,-0.0011111111111110998,0.01888888888888889,81569605
0,1,P01_04,4,0.017777777777777788,76,0.013333333333333332,0.004444444444444456,209300678
0,1,P01_04,4,0.017777777777777788,77,0.006111111111111129,0.011666666666666659,192690151
0,1,P01_04,4,0.017777777777777788,78,0.013888888888888902,0.003888888888888886,1776550465
0,1,P01_04,4,0.017777777777777788,79,-0.002222222222222212,0.02,2020571353
0,1,P01_04,4,0.017777777777777788,80,0.0061111111111110915,0.011666666666666697,1481110655
0,1,P01_04,4,0.017777777777777788,81,0.009444444444444465,0.008333333333333323,1353553302
0,1,P01_04,4,0.017777777777777788,82,0.0022222222222222365,0.015555555555555552,639168043
0,1,P01_04,4,0.017777777777777788,83,0.011111111111111084,0.006666666666666704,3061958902
0,1,P01_04,4,0.017777777777777788,84,0.008333333333333366,0.009444444444444422,411214836
0,1,P01_04,4,0.017777777777777788,85,0.00388888888888888,0.013888888888888909,3778109523
0,1,P01_04,4,0.017777777777777788,86,0.004999999999999992,0.012777777777777796,1269792258
0,1,P01_04,4,0.017777777777777788,87,1.2335811384723961e-17,0.017777777777777774,1997321880
0,1,P01_04,4,0.017777777777777788,88,0.011666666666666702,0.006111111111111086,526990354
0,1,P01_04,4,0.017777777777777788,89,0.023888888888888873,-0.0061111111111110845,3271380076
0,1,P01_04,4,0.017777777777777788,90,0.01611111111111114,0.0016666666666666496,1153705663
0,1,P01_04,4,0.017777777777777788,91,0.0033333333333333487,0.01444444444444444,1230267379
0,1,P01_04,4,0.017777777777777788,92,0.003333333333333361,0.014444444444444426,2013128162
0,1,P01_04,4,0.017777777777777788,93,0.01611111111111114,0.0016666666666666496,3939599342
0,1,P01_04,4,0.017777777777777788,94,0.01611111111111114,0.0016666666666666496,216613007
0,1,P01_04,4,0.017777777777777788,95,0.033888888888888885,-0.016111111111111097,242344202
0,1,P01_04,4,0.017777777777777788,96,0.031111111111111103,-0.013333333333333315,4026687998
0,1,P01_04,4,0.017777777777777788,97,0.001666666666666668,0.01611111111111112,3448016472
