backbone,method,lambda,fold,seed,subject_id,BA,macro_f1,session,selected_by_source_validation
eegnet,MMD,1.0,2,2,9,0.61,0.6096486838154338,S3,False
eegnet,MMD,1.0,2,2,22,0.675,0.6736210489317367,S3,False
eegnet,MMD,1.0,2,2,25,0.995,0.9949998749968748,S3,False
eegnet,MMD,1.0,2,2,26,0.8200000000000001,0.8195488721804511,S3,False
eegnet,MMD,1.0,2,2,29,0.7949999999999999,0.7941302000954031,S3,False
eegnet,MMD,1.0,2,2,34,0.54,0.539585627064358,S3,False
eegnet,MMD,1.0,2,2,35,0.95,0.94999499949995,S3,False
eegnet,MMD,1.0,2,2,49,0.875,0.8749718686704508,S3,False
eegnet,ERM,0.0,3,0,6,0.93,0.92999299929993,S3,True
eegnet,ERM,0.0,3,0,23,0.955,0.9549898727213624,S3,True
eegnet,ERM,0.0,3,0,24,0.8922032828282829,0.8922623589149938,S3,True
eegnet,ERM,0.0,3,0,30,0.885,0.8848589522164652,S3,True
eegnet,ERM,0.0,3,0,31,0.565,0.5649891247281182,S3,True
eegnet,ERM,0.0,3,0,38,0.4549999999999999,0.4170967138158774,S3,True
eegnet,ERM,0.0,3,0,41,0.8300000000000001,0.8295739348370927,S3,True
eegnet,ERM,0.0,3,0,42,0.69,0.6899689968996899,S3,True
eegnet,DANN,0.01,3,0,6,0.925,0.9249831212022706,S3,False
eegnet,DANN,0.01,3,0,23,0.955,0.9549898727213624,S3,False
eegnet,DANN,0.01,3,0,24,0.8873106060606061,0.8871765200925731,S3,False
eegnet,DANN,0.01,3,0,30,0.875,0.8749968749218731,S3,False
eegnet,DANN,0.01,3,0,31,0.58,0.57995799579958,S3,False
eegnet,DANN,0.01,3,0,38,0.4599999999999999,0.424,S3,False
eegnet,DANN,0.01,3,0,41,0.825,0.8247853620685339,S3,False
eegnet,DANN,0.01,3,0,42,0.725,0.724938111074992,S3,False
eegnet,DANN,0.1,3,0,6,0.925,0.9249831212022706,S3,True
eegnet,DANN,0.1,3,0,23,0.955,0.9549898727213624,S3,True
eegnet,DANN,0.1,3,0,24,0.8873106060606061,0.8871765200925731,S3,True
eegnet,DANN,0.1,3,0,30,0.87,0.8699869986998701,S3,True
eegnet,DANN,0.1,3,0,31,0.565,0.5649891247281182,S3,True
eegnet,DANN,0.1,3,0,38,0.45,0.4220260613703237,S3,True
eegnet,DANN,0.1,3,0,41,0.8300000000000001,0.8297275641025641,S3,True
eegnet,DANN,0.1,3,0,42,0.715,0.7149928748218706,S3,True
eegnet,DANN,1.0,3,0,6,0.91,0.9099639855942376,S3,False
eegnet,DANN,1.0,3,0,23,0.975,0.9749843652282676,S3,False
eegnet,DANN,1.0,3,0,24,0.8974116161616161,0.8974116161616161,S3,False
eegnet,DANN,1.0,3,0,30,0.855,0.8549963749093727,S3,False
eegnet,DANN,1.0,3,0,31,0.5800000000000001,0.5796216594935442,S3,False
eegnet,DANN,1.0,3,0,38,0.52,0.5039272426622571,S3,False
eegnet,DANN,1.0,3,0,41,0.8200000000000001,0.8198378540686617,S3,False
eegnet,DANN,1.0,3,0,42,0.715,0.7149928748218706,S3,False
eegnet,CORAL,0.01,3,0,6,0.93,0.92999299929993,S3,False
eegnet,CORAL,0.01,3,0,23,0.955,0.9549898727213624,S3,False
eegnet,CORAL,0.01,3,0,24,0.8922032828282829,0.8922623589149938,S3,False
eegnet,CORAL,0.01,3,0,30,0.88,0.8798076923076923,S3,False
eegnet,CORAL,0.01,3,0,31,0.55,0.5498199279711885,S3,False
eegnet,CORAL,0.01,3,0,38,0.4599999999999999,0.4208494208494208,S3,False
eegnet,CORAL,0.01,3,0,41,0.835,0.8346651970239736,S3,False
eegnet,CORAL,0.01,3,0,42,0.69,0.6899689968996899,S3,False
eegnet,CORAL,0.1,3,0,6,0.925,0.9249831212022706,S3,False
eegnet,CORAL,0.1,3,0,23,0.965,0.9649921232277264,S3,False
eegnet,CORAL,0.1,3,0,24,0.9076704545454546,0.9076704545454546,S3,False
eegnet,CORAL,0.1,3,0,30,0.875,0.8749718686704508,S3,False
eegnet,CORAL,0.1,3,0,31,0.5800000000000001,0.5779318661441061,S3,False
eegnet,CORAL,0.1,3,0,38,0.485,0.4548966685189595,S3,False
eegnet,CORAL,0.1,3,0,41,0.825,0.8242574878863197,S3,False
eegnet,CORAL,0.1,3,0,42,0.7150000000000001,0.7144217039504998,S3,False
eegnet,CORAL,1.0,3,0,6,0.925,0.9249981249531238,S3,True
eegnet,CORAL,1.0,3,0,23,0.96,0.959983993597439,S3,True
eegnet,CORAL,1.0,3,0,24,0.8926767676767677,0.892296362536493,S3,True
eegnet,CORAL,1.0,3,0,30,0.895,0.8949973749343734,S3,True
eegnet,CORAL,1.0,3,0,31,0.5700000000000001,0.569827931172469,S3,True
eegnet,CORAL,1.0,3,0,38,0.48,0.464524765729585,S3,True
eegnet,CORAL,1.0,3,0,41,0.8200000000000001,0.8197115384615384,S3,True
eegnet,CORAL,1.0,3,0,42,0.7,0.6998799519807923,S3,True
eegnet,MMD,0.01,3,0,6,0.92,0.91999199919992,S3,False
eegnet,MMD,0.01,3,0,23,0.965,0.9649781113195748,S3,False
eegnet,MMD,0.01,3,0,24,0.9125631313131312,0.9127378978125248,S3,False
eegnet,MMD,0.01,3,0,30,0.89,0.8899889988998899,S3,False
eegnet,MMD,0.01,3,0,31,0.585,0.5837408159683042,S3,False
eegnet,MMD,0.01,3,0,38,0.47,0.4560755336617406,S3,False
eegnet,MMD,0.01,3,0,41,0.835,0.8344993605657113,S3,False
eegnet,MMD,0.01,3,0,42,0.7,0.6997297567811029,S3,False
eegnet,MMD,0.1,3,0,6,0.93,0.92999299929993,S3,False
eegnet,MMD,0.1,3,0,23,0.955,0.9549898727213624,S3,False
eegnet,MMD,0.1,3,0,24,0.8922032828282829,0.8922623589149938,S3,False
eegnet,MMD,0.1,3,0,30,0.88,0.8799519807923168,S3,False
eegnet,MMD,0.1,3,0,31,0.58,0.57995799579958,S3,False
eegnet,MMD,0.1,3,0,38,0.4499999999999999,0.416383701188455,S3,False
eegnet,MMD,0.1,3,0,41,0.8200000000000001,0.8197115384615384,S3,False
eegnet,MMD,0.1,3,0,42,0.71,0.7098839535814325,S3,False
eegnet,MMD,1.0,3,0,6,0.915,0.9149978749468736,S3,True
eegnet,MMD,1.0,3,0,23,0.95,0.9499799919967988,S3,True
eegnet,MMD,1.0,3,0,24,0.8923611111111112,0.892296362536493,S3,True
eegnet,MMD,1.0,3,0,30,0.865,0.864726070292342,S3,True
eegnet,MMD,1.0,3,0,31,0.565,0.563154327031709,S3,True
eegnet,MMD,1.0,3,0,38,0.47,0.4376061120543294,S3,True
eegnet,MMD,1.0,3,0,41,0.825,0.8242574878863197,S3,True
eegnet,MMD,1.0,3,0,42,0.7,0.6997297567811029,S3,True
eegnet,ERM,0.0,3,1,6,0.925,0.9249530956848032,S3,True
eegnet,ERM,0.0,3,1,23,0.955,0.954971857410882,S3,True
eegnet,ERM,0.0,3,1,24,0.8918876262626263,0.8921261294486447,S3,True
eegnet,ERM,0.0,3,1,30,0.875,0.8749718686704508,S3,True
eegnet,ERM,0.0,3,1,31,0.595,0.5932816148226256,S3,True
eegnet,ERM,0.0,3,1,38,0.455,0.4500365801357249,S3,True
eegnet,ERM,0.0,3,1,41,0.825,0.8240100565681961,S3,True
eegnet,ERM,0.0,3,1,42,0.6950000000000001,0.6949313595559001,S3,True
eegnet,DANN,0.01,3,1,6,0.905,0.9049786201895428,S3,True
eegnet,DANN,0.01,3,1,23,0.965,0.9649991249781243,S3,True
eegnet,DANN,0.01,3,1,24,0.8869949494949495,0.8871052631578947,S3,True
eegnet,DANN,0.01,3,1,30,0.855,0.8545600441335038,S3,True
eegnet,DANN,0.01,3,1,31,0.5700000000000001,0.567230273752013,S3,True
eegnet,DANN,0.01,3,1,38,0.475,0.4353472614342179,S3,True
eegnet,DANN,0.01,3,1,41,0.8200000000000001,0.818840579710145,S3,True
eegnet,DANN,0.01,3,1,42,0.69,0.6897207486738064,S3,True
eegnet,DANN,0.1,3,1,6,0.91,0.9099189270343307,S3,False
eegnet,DANN,0.1,3,1,23,0.96,0.9599639675708138,S3,False
eegnet,DANN,0.1,3,1,24,0.891729797979798,0.8920237310481214,S3,False
eegnet,DANN,0.1,3,1,30,0.86,0.859775641025641,S3,False
eegnet,DANN,0.1,3,1,31,0.595,0.5913115870733369,S3,False
eegnet,DANN,0.1,3,1,38,0.455,0.4310916255643414,S3,False
eegnet,DANN,0.1,3,1,41,0.825,0.8240100565681961,S3,False
eegnet,DANN,0.1,3,1,42,0.7,0.6995192307692308,S3,False
eegnet,DANN,1.0,3,1,6,0.94,0.93999399939994,S3,False
eegnet,DANN,1.0,3,1,23,0.965,0.9649991249781243,S3,False
eegnet,DANN,1.0,3,1,24,0.8868371212121212,0.8870339161575732,S3,False
eegnet,DANN,1.0,3,1,30,0.86,0.859775641025641,S3,False
eegnet,DANN,1.0,3,1,31,0.53,0.5231331168831169,S3,False
eegnet,DANN,1.0,3,1,38,0.4649999999999999,0.4245919711758221,S3,False
eegnet,DANN,1.0,3,1,41,0.825,0.8240100565681961,S3,False
eegnet,DANN,1.0,3,1,42,0.645,0.6445645916247403,S3,False
eegnet,CORAL,0.01,3,1,6,0.92,0.9199279351416274,S3,False
eegnet,CORAL,0.01,3,1,23,0.955,0.954971857410882,S3,False
eegnet,CORAL,0.01,3,1,24,0.8918876262626263,0.8921261294486447,S3,False
eegnet,CORAL,0.01,3,1,30,0.875,0.8749718686704508,S3,False
eegnet,CORAL,0.01,3,1,31,0.6000000000000001,0.5980303487086724,S3,False
eegnet,CORAL,0.01,3,1,38,0.455,0.4500365801357249,S3,False
eegnet,CORAL,0.01,3,1,41,0.8300000000000001,0.8291628982011858,S3,False
eegnet,CORAL,0.01,3,1,42,0.69,0.689875950380152,S3,False
eegnet,CORAL,0.1,3,1,6,0.93,0.929936943248924,S3,False
eegnet,CORAL,0.1,3,1,23,0.955,0.954971857410882,S3,False
eegnet,CORAL,0.1,3,1,24,0.8871527777777777,0.8871527777777777,S3,False
eegnet,CORAL,0.1,3,1,30,0.87,0.8699479791916767,S3,False
eegnet,CORAL,0.1,3,1,31,0.5900000000000001,0.5885186672019269,S3,False
eegnet,CORAL,0.1,3,1,38,0.46,0.4325346784363177,S3,False
eegnet,CORAL,0.1,3,1,41,0.8500000000000001,0.8497596153846154,S3,False
eegnet,CORAL,0.1,3,1,42,0.69,0.689875950380152,S3,False
eegnet,CORAL,1.0,3,1,6,0.93,0.9299719887955182,S3,True
eegnet,CORAL,1.0,3,1,23,0.955,0.9549898727213624,S3,True
eegnet,CORAL,1.0,3,1,24,0.8920454545454546,0.8922056384742951,S3,True
eegnet,CORAL,1.0,3,1,30,0.86,0.859873886497848,S3,True
eegnet,CORAL,1.0,3,1,31,0.585,0.5832391855589867,S3,True
eegnet,CORAL,1.0,3,1,38,0.485,0.4548966685189595,S3,True
eegnet,CORAL,1.0,3,1,41,0.845,0.8446854881134297,S3,True
eegnet,CORAL,1.0,3,1,42,0.7050000000000001,0.7044014128610436,S3,True
eegnet,MMD,0.01,3,1,6,0.925,0.9249530956848032,S3,True
eegnet,MMD,0.01,3,1,23,0.955,0.954971857410882,S3,True
eegnet,MMD,0.01,3,1,24,0.8969381313131313,0.8972169512966477,S3,True
eegnet,MMD,0.01,3,1,30,0.875,0.8749718686704508,S3,True
eegnet,MMD,0.01,3,1,31,0.595,0.5937711577522005,S3,True
eegnet,MMD,0.01,3,1,38,0.455,0.4500365801357249,S3,True
eegnet,MMD,0.01,3,1,41,0.8200000000000001,0.8191136569189026,S3,True
eegnet,MMD,0.01,3,1,42,0.6950000000000001,0.6949313595559001,S3,True
eegnet,MMD,0.1,3,1,6,0.92,0.919967987194878,S3,False
eegnet,MMD,0.1,3,1,23,0.955,0.954971857410882,S3,False
eegnet,MMD,0.1,3,1,24,0.8918876262626263,0.8921261294486447,S3,False
eegnet,MMD,0.1,3,1,30,0.875,0.8749718686704508,S3,False
eegnet,MMD,0.1,3,1,31,0.605,0.6045155315261195,S3,False
eegnet,MMD,0.1,3,1,38,0.47,0.4646464646464646,S3,False
eegnet,MMD,0.1,3,1,41,0.815,0.8142150586226808,S3,False
eegnet,MMD,0.1,3,1,42,0.6950000000000001,0.6949313595559001,S3,False
eegnet,MMD,1.0,3,1,6,0.915,0.91494684177611,S3,False
eegnet,MMD,1.0,3,1,23,0.955,0.954971857410882,S3,False
eegnet,MMD,1.0,3,1,24,0.8918876262626263,0.8921261294486447,S3,False
eegnet,MMD,1.0,3,1,30,0.855,0.8548221571424997,S3,False
eegnet,MMD,1.0,3,1,31,0.61,0.609375,S3,False
eegnet,MMD,1.0,3,1,38,0.435,0.4171502256608639,S3,False
eegnet,MMD,1.0,3,1,41,0.8400000000000001,0.8395989974937343,S3,False
eegnet,MMD,1.0,3,1,42,0.69,0.689875950380152,S3,False
eegnet,ERM,0.0,3,2,6,0.92,0.92,S3,True
eegnet,ERM,0.0,3,2,23,0.965,0.9649921232277264,S3,True
eegnet,ERM,0.0,3,2,24,0.8925189393939394,0.8923076923076924,S3,True
eegnet,ERM,0.0,3,2,30,0.8999999999999999,0.8996386993175431,S3,True
eegnet,ERM,0.0,3,2,31,0.585,0.5832391855589867,S3,True
eegnet,ERM,0.0,3,2,38,0.4399999999999999,0.4288045695634435,S3,True
eegnet,ERM,0.0,3,2,41,0.8600000000000001,0.8596491228070176,S3,True
eegnet,ERM,0.0,3,2,42,0.69,0.6895032051282051,S3,True
eegnet,DANN,0.01,3,2,6,0.92,0.91999199919992,S3,True
eegnet,DANN,0.01,3,2,23,0.955,0.954971857410882,S3,True
eegnet,DANN,0.01,3,2,24,0.9122474747474748,0.9125906394199076,S3,True
eegnet,DANN,0.01,3,2,30,0.865,0.8649966249156229,S3,True
eegnet,DANN,0.01,3,2,31,0.575,0.5744787364521539,S3,True
eegnet,DANN,0.01,3,2,38,0.45,0.4192799070847851,S3,True
eegnet,DANN,0.01,3,2,41,0.845,0.8435883851762154,S3,True
eegnet,DANN,0.01,3,2,42,0.685,0.6843608306821314,S3,True
eegnet,DANN,0.1,3,2,6,0.925,0.9249530956848032,S3,False
eegnet,DANN,0.1,3,2,23,0.95,0.9499799919967988,S3,False
eegnet,DANN,0.1,3,2,24,0.9021464646464646,0.9023998314059166,S3,False
eegnet,DANN,0.1,3,2,30,0.865,0.8648344221671547,S3,False
eegnet,DANN,0.1,3,2,31,0.565,0.562539283469516,S3,False
eegnet,DANN,0.1,3,2,38,0.445,0.4125585456854806,S3,False
eegnet,DANN,0.1,3,2,41,0.825,0.8240100565681961,S3,False
eegnet,DANN,0.1,3,2,42,0.6950000000000001,0.6949313595559001,S3,False
eegnet,DANN,1.0,3,2,6,0.92,0.919967987194878,S3,False
eegnet,DANN,1.0,3,2,23,0.965,0.9649921232277264,S3,False
eegnet,DANN,1.0,3,2,24,0.8821022727272727,0.8820388732542542,S3,False
eegnet,DANN,1.0,3,2,30,0.865,0.8649155722326454,S3,False
eegnet,DANN,1.0,3,2,31,0.55,0.5488721804511278,S3,False
eegnet,DANN,1.0,3,2,38,0.52,0.5020230314347961,S3,False
eegnet,DANN,1.0,3,2,41,0.845,0.8448098921178444,S3,False
eegnet,DANN,1.0,3,2,42,0.69,0.6897207486738064,S3,False
eegnet,CORAL,0.01,3,2,6,0.925,0.9249831212022706,S3,False
eegnet,CORAL,0.01,3,2,23,0.95,0.9499799919967988,S3,False
eegnet,CORAL,0.01,3,2,24,0.9026199494949496,0.9025538518187316,S3,False
eegnet,CORAL,0.01,3,2,30,0.875,0.8749718686704508,S3,False
eegnet,CORAL,0.01,3,2,31,0.5700000000000001,0.568922305764411,S3,False
eegnet,CORAL,0.01,3,2,38,0.455,0.4285864066472701,S3,False
eegnet,CORAL,0.01,3,2,41,0.845,0.843871975019516,S3,False
eegnet,CORAL,0.01,3,2,42,0.67,0.66996699669967,S3,False
eegnet,CORAL,0.1,3,2,6,0.92,0.92,S3,False
eegnet,CORAL,0.1,3,2,23,0.965,0.9649921232277264,S3,False
eegnet,CORAL,0.1,3,2,24,0.8873106060606061,0.8871765200925731,S3,False
eegnet,CORAL,0.1,3,2,30,0.8999999999999999,0.8998397435897436,S3,False
eegnet,CORAL,0.1,3,2,31,0.575,0.5737104741844078,S3,False
eegnet,CORAL,0.1,3,2,38,0.44,0.4252873563218391,S3,False
eegnet,CORAL,0.1,3,2,41,0.845,0.8446854881134297,S3,False
eegnet,CORAL,0.1,3,2,42,0.72,0.7199719971997199,S3,False
eegnet,CORAL,1.0,3,2,6,0.935,0.934998374959374,S3,True
eegnet,CORAL,1.0,3,2,23,0.955,0.9549898727213624,S3,True
eegnet,CORAL,1.0,3,2,24,0.8922032828282829,0.8922623589149938,S3,True
eegnet,CORAL,1.0,3,2,30,0.89,0.89,S3,True
eegnet,CORAL,1.0,3,2,31,0.5700000000000001,0.567882624861823,S3,True
eegnet,CORAL,1.0,3,2,38,0.425,0.4068343004513217,S3,True
eegnet,CORAL,1.0,3,2,41,0.8300000000000001,0.8297275641025641,S3,True
eegnet,CORAL,1.0,3,2,42,0.705,0.7049926248156204,S3,True
eegnet,MMD,0.01,3,2,6,0.925,0.9249831212022706,S3,False
eegnet,MMD,0.01,3,2,23,0.95,0.9499799919967988,S3,False
eegnet,MMD,0.01,3,2,24,0.9024621212121212,0.9025230866373752,S3,False
eegnet,MMD,0.01,3,2,30,0.87,0.8699869986998701,S3,False
eegnet,MMD,0.01,3,2,31,0.565,0.5641173376086576,S3,False
eegnet,MMD,0.01,3,2,38,0.455,0.4285864066472701,S3,False
eegnet,MMD,0.01,3,2,41,0.845,0.843871975019516,S3,False
eegnet,MMD,0.01,3,2,42,0.67,0.66996699669967,S3,False
eegnet,MMD,0.1,3,2,6,0.915,0.9149808706959066,S3,False
eegnet,MMD,0.1,3,2,23,0.96,0.959983993597439,S3,False
eegnet,MMD,0.1,3,2,24,0.9024621212121212,0.9025230866373752,S3,False
eegnet,MMD,0.1,3,2,30,0.885,0.8849971249281232,S3,False
eegnet,MMD,0.1,3,2,31,0.57,0.57,S3,False
eegnet,MMD,0.1,3,2,38,0.425,0.4208153912014303,S3,False
eegnet,MMD,0.1,3,2,41,0.835,0.8334973132521002,S3,False
eegnet,MMD,0.1,3,2,42,0.6799999999999999,0.67996799679968,S3,False
eegnet,MMD,1.0,3,2,6,0.925,0.9249831212022706,S3,True
eegnet,MMD,1.0,3,2,23,0.96,0.959983993597439,S3,True
eegnet,MMD,1.0,3,2,24,0.9024621212121212,0.9025230866373752,S3,True
eegnet,MMD,1.0,3,2,30,0.88,0.88,S3,True
eegnet,MMD,1.0,3,2,31,0.585,0.5849066039858968,S3,True
eegnet,MMD,1.0,3,2,38,0.41,0.404040404040404,S3,True
eegnet,MMD,1.0,3,2,41,0.855,0.8541797611565054,S3,True
eegnet,MMD,1.0,3,2,42,0.705,0.7049336100622641,S3,True
eegnet,ERM,0.0,4,0,7,0.7949999999999999,0.7935080959935534,S3,True
eegnet,ERM,0.0,4,0,12,0.735,0.7330714411623983,S3,True
eegnet,ERM,0.0,4,0,14,0.5650000000000001,0.5601506610379433,S3,True
eegnet,ERM,0.0,4,0,17,0.815,0.8147730970438787,S3,True
eegnet,ERM,0.0,4,0,32,0.585,0.5844910014768091,S3,True
eegnet,ERM,0.0,4,0,47,0.96,0.959983993597439,S3,True
eegnet,ERM,0.0,4,0,48,0.795,0.7949948748718718,S3,True
eegnet,ERM,0.0,4,0,50,0.925,0.9249981249531238,S3,True
eegnet,DANN,0.01,4,0,7,0.7849999999999999,0.7845637415766928,S3,False
eegnet,DANN,0.01,4,0,12,0.7050000000000001,0.7033312382149592,S3,False
eegnet,DANN,0.01,4,0,14,0.545,0.5416887008637405,S3,False
eegnet,DANN,0.01,4,0,17,0.81,0.8099809980998101,S3,False
eegnet,DANN,0.01,4,0,32,0.62,0.6196576919227305,S3,False
eegnet,DANN,0.01,4,0,47,0.96,0.9599639675708138,S3,False
eegnet,DANN,0.01,4,0,48,0.79,0.7889659330720531,S3,False
eegnet,DANN,0.01,4,0,50,0.93,0.92999299929993,S3,False
eegnet,DANN,0.1,4,0,7,0.79,0.7889659330720531,S3,True
eegnet,DANN,0.1,4,0,12,0.7150000000000001,0.7137907659862921,S3,True
eegnet,DANN,0.1,4,0,14,0.55,0.5477841422972565,S3,True
eegnet,DANN,0.1,4,0,17,0.785,0.7849946248656217,S3,True
eegnet,DANN,0.1,4,0,32,0.63,0.6294070512820513,S3,True
eegnet,DANN,0.1,4,0,47,0.945,0.9449656035021888,S3,True
eegnet,DANN,0.1,4,0,48,0.8,0.7990151743543362,S3,True
eegnet,DANN,0.1,4,0,50,0.93,0.92999299929993,S3,True
eegnet,DANN,1.0,4,0,7,0.7849999999999999,0.7840877708317642,S3,False
eegnet,DANN,1.0,4,0,12,0.69,0.6888799678843838,S3,False
eegnet,DANN,1.0,4,0,14,0.54,0.534365826500658,S3,False
eegnet,DANN,1.0,4,0,17,0.78,0.7794486215538847,S3,False
eegnet,DANN,1.0,4,0,32,0.575,0.5744787364521539,S3,False
eegnet,DANN,1.0,4,0,47,0.935,0.9349202773397411,S3,False
eegnet,DANN,1.0,4,0,48,0.78,0.78,S3,False
eegnet,DANN,1.0,4,0,50,0.935,0.934998374959374,S3,False
eegnet,CORAL,0.01,4,0,7,0.78,0.7798018216394755,S3,False
eegnet,CORAL,0.01,4,0,12,0.7150000000000001,0.7129258895520133,S3,False
eegnet,CORAL,0.01,4,0,14,0.545,0.5377777777777777,S3,False
eegnet,CORAL,0.01,4,0,17,0.825,0.8247853620685339,S3,False
eegnet,CORAL,0.01,4,0,32,0.565,0.5649021029731689,S3,False
eegnet,CORAL,0.01,4,0,47,0.955,0.9549086900974472,S3,False
eegnet,CORAL,0.01,4,0,48,0.785,0.7849516141131755,S3,False
eegnet,CORAL,0.01,4,0,50,0.945,0.9449876222149984,S3,False
eegnet,CORAL,0.1,4,0,7,0.78,0.7794486215538847,S3,False
eegnet,CORAL,0.1,4,0,12,0.71,0.7092731829573935,S3,False
eegnet,CORAL,0.1,4,0,14,0.56,0.5564068958564372,S3,False
eegnet,CORAL,0.1,4,0,17,0.8200000000000001,0.81998199819982,S3,False
eegnet,CORAL,0.1,4,0,32,0.59,0.5899589958995899,S3,False
eegnet,CORAL,0.1,4,0,47,0.94,0.9399759903961584,S3,False
eegnet,CORAL,0.1,4,0,48,0.77,0.7688674505074866,S3,False
eegnet,CORAL,0.1,4,0,50,0.925,0.9249831212022706,S3,False
eegnet,CORAL,1.0,4,0,7,0.8049999999999999,0.8047608320192235,S3,True
eegnet,CORAL,1.0,4,0,12,0.71,0.7085720028137876,S3,True
eegnet,CORAL,1.0,4,0,14,0.585,0.5794380684553216,S3,True
eegnet,CORAL,1.0,4,0,17,0.85,0.8498648783905515,S3,True
eegnet,CORAL,1.0,4,0,32,0.535,0.5347091932457786,S3,True
eegnet,CORAL,1.0,4,0,47,0.96,0.9599358974358976,S3,True
eegnet,CORAL,1.0,4,0,48,0.8,0.7999799979998,S3,True
eegnet,CORAL,1.0,4,0,50,0.93,0.9299719887955182,S3,True
eegnet,MMD,0.01,4,0,7,0.7949999999999999,0.794584032666149,S3,False
eegnet,MMD,0.01,4,0,12,0.73,0.7290244881573664,S3,False
eegnet,MMD,0.01,4,0,14,0.5700000000000001,0.5656565656565657,S3,False
eegnet,MMD,0.01,4,0,17,0.795,0.7949948748718718,S3,False
eegnet,MMD,0.01,4,0,32,0.585,0.5847404627892432,S3,False
eegnet,MMD,0.01,4,0,47,0.945,0.9449656035021888,S3,False
eegnet,MMD,0.01,4,0,48,0.7649999999999999,0.7642869680784372,S3,False
eegnet,MMD,0.01,4,0,50,0.93,0.92999299929993,S3,False
eegnet,MMD,0.1,4,0,7,0.79,0.7894736842105263,S3,True
eegnet,MMD,0.1,4,0,12,0.7150000000000001,0.7133878064110623,S3,True
eegnet,MMD,0.1,4,0,14,0.56,0.5535714285714286,S3,True
eegnet,MMD,0.1,4,0,17,0.8200000000000001,0.8197115384615384,S3,True
eegnet,MMD,0.1,4,0,32,0.55,0.55,S3,True
eegnet,MMD,0.1,4,0,47,0.96,0.9599358974358976,S3,True
eegnet,MMD,0.1,4,0,48,0.765,0.7648530331457161,S3,True
eegnet,MMD,0.1,4,0,50,0.93,0.92999299929993,S3,True
eegnet,MMD,1.0,4,0,7,0.7849999999999999,0.7847363019699132,S3,False
eegnet,MMD,1.0,4,0,12,0.73,0.7290244881573664,S3,False
eegnet,MMD,1.0,4,0,14,0.5700000000000001,0.557203171661003,S3,False
eegnet,MMD,1.0,4,0,17,0.8,0.7999799979998,S3,False
eegnet,MMD,1.0,4,0,32,0.585,0.5849896247406186,S3,False
eegnet,MMD,1.0,4,0,47,0.955,0.9549898727213624,S3,False
eegnet,MMD,1.0,4,0,48,0.7849999999999999,0.7840877708317642,S3,False
eegnet,MMD,1.0,4,0,50,0.935,0.934998374959374,S3,False
eegnet,ERM,0.0,4,1,7,0.8400000000000001,0.8397435897435898,S3,True
eegnet,ERM,0.0,4,1,12,0.735,0.7325865940109488,S3,True
eegnet,ERM,0.0,4,1,14,0.585,0.5747841901688056,S3,True
eegnet,ERM,0.0,4,1,17,0.8200000000000001,0.8195488721804511,S3,True
eegnet,ERM,0.0,4,1,32,0.5900000000000001,0.5889724310776943,S3,True
eegnet,ERM,0.0,4,1,47,0.945,0.9448331201885704,S3,True
eegnet,ERM,0.0,4,1,48,0.775,0.7749493636068115,S3,True
eegnet,ERM,0.0,4,1,50,0.935,0.934998374959374,S3,True
eegnet,DANN,0.01,4,1,7,0.835,0.8342999171499585,S3,False
eegnet,DANN,0.01,4,1,12,0.7350000000000001,0.7338756245135698,S3,False
eegnet,DANN,0.01,4,1,14,0.585,0.576087234096887,S3,False
eegnet,DANN,0.01,4,1,17,0.845,0.8449030644152595,S3,False
eegnet,DANN,0.01,4,1,32,0.56,0.5599559955995599,S3,False
eegnet,DANN,0.01,4,1,47,0.94,0.9398496240601504,S3,False
eegnet,DANN,0.01,4,1,48,0.79,0.78997899789979,S3,False
eegnet,DANN,0.01,4,1,50,0.945,0.944998624965624,S3,False
eegnet,DANN,0.1,4,1,7,0.8300000000000001,0.8291628982011858,S3,True
eegnet,DANN,0.1,4,1,12,0.745,0.7442262845106447,S3,True
eegnet,DANN,0.1,4,1,14,0.585,0.5794380684553216,S3,True
eegnet,DANN,0.1,4,1,17,0.845,0.844965117151359,S3,True
eegnet,DANN,0.1,4,1,32,0.58,0.57995799579958,S3,True
eegnet,DANN,0.1,4,1,47,0.945,0.9448331201885704,S3,True
eegnet,DANN,0.1,4,1,48,0.785,0.7849946248656217,S3,True
eegnet,DANN,0.1,4,1,50,0.945,0.944998624965624,S3,True
eegnet,DANN,1.0,4,1,7,0.815,0.813953488372093,S3,False
eegnet,DANN,1.0,4,1,12,0.73,0.7293233082706767,S3,False
eegnet,DANN,1.0,4,1,14,0.575,0.5711294432251066,S3,False
eegnet,DANN,1.0,4,1,17,0.8200000000000001,0.8199279711884754,S3,False
eegnet,DANN,1.0,4,1,32,0.55,0.5498199279711885,S3,False
eegnet,DANN,1.0,4,1,47,0.925,0.9249530956848032,S3,False
eegnet,DANN,1.0,4,1,48,0.765,0.7649471131004475,S3,False
eegnet,DANN,1.0,4,1,50,0.945,0.944998624965624,S3,False
eegnet,CORAL,0.01,4,1,7,0.8400000000000001,0.8398558702832549,S3,False
eegnet,CORAL,0.01,4,1,12,0.735,0.7325865940109488,S3,False
eegnet,CORAL,0.01,4,1,14,0.615,0.6088888888888889,S3,False
eegnet,CORAL,0.01,4,1,17,0.8500000000000001,0.849624060150376,S3,False
eegnet,CORAL,0.01,4,1,32,0.5549999999999999,0.5536497906166152,S3,False
