frame_index,global_index,task,subject_id,session_id,event_label,fold,seed,purpose,group_count_before,selected_count
14,14,erp,1,1,NonTarget,2,0,train_geometry,1650,32
18,18,erp,1,1,NonTarget,2,0,train_geometry,1650,32
122,122,erp,1,1,Target,2,0,train_geometry,330,32
150,150,erp,1,1,NonTarget,2,0,train_geometry,1650,32
176,176,erp,1,1,Target,2,0,train_geometry,330,32
217,217,erp,1,1,NonTarget,2,0,train_geometry,1650,32
225,225,erp,1,1,Target,2,0,train_geometry,330,32
332,332,erp,1,1,Target,2,0,train_geometry,330,32
348,348,erp,1,1,Target,2,0,train_geometry,330,32
371,371,erp,1,1,NonTarget,2,0,train_geometry,1650,32
394,394,erp,1,1,NonTarget,2,0,train_geometry,1650,32
437,437,erp,1,1,NonTarget,2,0,train_geometry,1650,32
445,445,erp,1,1,NonTarget,2,0,train_geometry,1650,32
556,556,erp,1,1,Target,2,0,train_geometry,330,32
579,579,erp,1,1,NonTarget,2,0,train_geometry,1650,32
614,614,erp,1,1,NonTarget,2,0,train_geometry,1650,32
623,623,erp,1,1,Target,2,0,train_geometry,330,32
641,641,erp,1,1,NonTarget,2,0,train_geometry,1650,32
671,671,erp,1,1,Target,2,0,train_geometry,330,32
677,677,erp,1,1,NonTarget,2,0,train_geometry,1650,32
703,703,erp,1,1,Target,2,0,train_geometry,330,32
737,737,erp,1,1,Target,2,0,train_geometry,330,32
746,746,erp,1,1,Target,2,0,train_geometry,330,32
777,777,erp,1,1,NonTarget,2,0,train_geometry,1650,32
818,818,erp,1,1,NonTarget,2,0,train_geometry,1650,32
820,820,erp,1,1,Target,2,0,train_geometry,330,32
897,897,erp,1,1,NonTarget,2,0,train_geometry,1650,32
981,981,erp,1,1,NonTarget,2,0,train_geometry,1650,32
982,982,erp,1,1,Target,2,0,train_geometry,330,32
1007,1007,erp,1,1,NonTarget,2,0,train_geometry,1650,32
1019,1019,erp,1,1,NonTarget,2,0,train_geometry,1650,32
1024,1024,erp,1,1,Target,2,0,train_geometry,330,32
1068,1068,erp,1,1,Target,2,0,train_geometry,330,32
1077,1077,erp,1,1,NonTarget,2,0,train_geometry,1650,32
1097,1097,erp,1,1,Target,2,0,train_geometry,330,32
1105,1105,erp,1,1,Target,2,0,train_geometry,330,32
1111,1111,erp,1,1,Target,2,0,train_geometry,330,32
1156,1156,erp,1,1,NonTarget,2,0,train_geometry,1650,32
1161,1161,erp,1,1,Target,2,0,train_geometry,330,32
1188,1188,erp,1,1,NonTarget,2,0,train_geometry,1650,32
1212,1212,erp,1,1,NonTarget,2,0,train_geometry,1650,32
1228,1228,erp,1,1,NonTarget,2,0,train_geometry,1650,32
1246,1246,erp,1,1,Target,2,0,train_geometry,330,32
1256,1256,erp,1,1,NonTarget,2,0,train_geometry,1650,32
1340,1340,erp,1,1,Target,2,0,train_geometry,330,32
1343,1343,erp,1,1,NonTarget,2,0,train_geometry,1650,32
1402,1402,erp,1,1,NonTarget,2,0,train_geometry,1650,32
1438,1438,erp,1,1,Target,2,0,train_geometry,330,32
1468,1468,erp,1,1,Target,2,0,train_geometry,330,32
1490,1490,erp,1,1,NonTarget,2,0,train_geometry,1650,32
1529,1529,erp,1,1,Target,2,0,train_geometry,330,32
1588,1588,erp,1,1,NonTarget,2,0,train_geometry,1650,32
1594,1594,erp,1,1,Target,2,0,train_geometry,330,32
1600,1600,erp,1,1,NonTarget,2,0,train_geometry,1650,32
1627,1627,erp,1,1,Target,2,0,train_geometry,330,32
1645,1645,erp,1,1,NonTarget,2,0,train_geometry,1650,32
1783,1783,erp,1,1,NonTarget,2,0,train_geometry,1650,32
1788,1788,erp,1,1,Target,2,0,train_geometry,330,32
1824,1824,erp,1,1,Target,2,0,train_geometry,330,32
1855,1855,erp,1,1,Target,2,0,train_geometry,330,32
1871,1871,erp,1,1,NonTarget,2,0,train_geometry,1650,32
1872,1872,erp,1,1,Target,2,0,train_geometry,330,32
1887,1887,erp,1,1,Target,2,0,train_geometry,330,32
1937,1937,erp,1,1,Target,2,0,train_geometry,330,32
2192,2192,erp,1,2,Target,2,0,train_geometry,330,32
2211,2211,erp,1,2,Target,2,0,train_geometry,330,32
2213,2213,erp,1,2,NonTarget,2,0,train_geometry,1650,32
2262,2262,erp,1,2,NonTarget,2,0,train_geometry,1650,32
2275,2275,erp,1,2,NonTarget,2,0,train_geometry,1650,32
2291,2291,erp,1,2,NonTarget,2,0,train_geometry,1650,32
2352,2352,erp,1,2,NonTarget,2,0,train_geometry,1650,32
2353,2353,erp,1,2,Target,2,0,train_geometry,330,32
2419,2419,erp,1,2,NonTarget,2,0,train_geometry,1650,32
2491,2491,erp,1,2,Target,2,0,train_geometry,330,32
2512,2512,erp,1,2,Target,2,0,train_geometry,330,32
2577,2577,erp,1,2,Target,2,0,train_geometry,330,32
2579,2579,erp,1,2,NonTarget,2,0,train_geometry,1650,32
