scenario,repetitions,m,delta,actions,probe_future_correlation,harm_rate,site_shift,joint_validity,nominal_validity,validity_gap,sentinel_probability,calibration_insufficient_rate,policy_efficiency,actionwise_efficiency,policy_minus_actionwise_efficiency,intervention_rate,test_harm_rate,selected_future_utility,no_information_apparent_gain
exchangeable_grid,5000,12,0.05,3,0.5,0.15,0.0,1.0,0.95,0.050000000000000044,1.0,1.0,0.0,0.0,0.0,0.6594,0.1444,0.40430737814333817,
exchangeable_grid,5000,12,0.05,3,0.75,0.15,0.0,1.0,0.95,0.050000000000000044,1.0,1.0,0.0,0.0,0.0,0.6582,0.1422,0.6283358874486216,
exchangeable_grid,5000,12,0.05,5,0.0,0.15,0.0,1.0,0.95,0.050000000000000044,1.0,1.0,0.0,0.0,0.0,0.841,0.147,-0.006142769448114519,-0.006142769448114519
exchangeable_grid,5000,12,0.05,5,0.25,0.15,0.0,1.0,0.95,0.050000000000000044,1.0,1.0,0.0,0.0,0.0,0.8354,0.1452,0.26958662251836457,
exchangeable_grid,5000,12,0.05,5,0.5,0.15,0.0,1.0,0.95,0.050000000000000044,1.0,1.0,0.0,0.0,0.0,0.8438,0.145,0.5454621613128741,
exchangeable_grid,5000,12,0.05,5,0.75,0.15,0.0,1.0,0.95,0.050000000000000044,1.0,1.0,0.0,0.0,0.0,0.8372,0.1398,0.850585194903244,
exchangeable_grid,5000,12,0.1,1,0.0,0.15,0.0,0.9418,0.9,0.04179999999999995,0.4358,0.0,0.23221,0.04705,0.18516,0.312,0.1456,0.0034794637279226734,0.0034794637279226734
exchangeable_grid,5000,12,0.1,1,0.25,0.15,0.0,0.9534,0.9,0.0534,0.434,0.0,0.24703000000000003,0.0492,0.19783,0.2998,0.1486,0.09412281577818184,
exchangeable_grid,5000,12,0.1,1,0.5,0.15,0.0,0.9552,0.9,0.05520000000000003,0.4288,0.0,0.26372,0.0512,0.21252,0.3138,0.1576,0.1733989425607363,
exchangeable_grid,5000,12,0.1,1,0.75,0.15,0.0,0.9672,0.9,0.06719999999999993,0.4378,0.0,0.27445,0.05111,0.22334,0.2996,0.1424,0.2560347394252869,
exchangeable_grid,5000,12,0.1,2,0.0,0.15,0.0,0.9498,0.9,0.049799999999999955,0.619,0.0,0.14321,0.0,0.14321,0.5282,0.154,0.007916628416011803,0.007916628416011803
exchangeable_grid,5000,12,0.1,2,0.25,0.15,0.0,0.9548,0.9,0.05479999999999996,0.623,0.0,0.15433000000000002,0.0,0.15433,0.5124,0.1526,0.15944108775932803,
exchangeable_grid,5000,12,0.1,2,0.5,0.15,0.0,0.956,0.9,0.05599999999999994,0.6192,0.0,0.16926999999999998,0.0,0.16927,0.518,0.15,0.31663616629707797,
exchangeable_grid,5000,12,0.1,2,0.75,0.15,0.0,0.9634,0.9,0.06340000000000001,0.621,0.0,0.18173,0.0,0.18173,0.5218,0.1594,0.47066311046466197,
exchangeable_grid,5000,12,0.1,3,0.0,0.15,0.0,0.9568,0.9,0.05679999999999996,0.7218,0.0,0.10142,0.0,0.10142,0.6686,0.149,-0.016577439120777665,-0.016577439120777665
exchangeable_grid,5000,12,0.1,3,0.25,0.15,0.0,0.956,0.9,0.05599999999999994,0.7136,0.0,0.11268,0.0,0.11268,0.6654,0.1488,0.1933573112436144,
exchangeable_grid,5000,12,0.1,3,0.5,0.15,0.0,0.963,0.9,0.06299999999999994,0.709,0.0,0.12652999999999998,0.0,0.12653,0.6616,0.1492,0.39617625763873365,
exchangeable_grid,5000,12,0.1,3,0.75,0.15,0.0,0.9638,0.9,0.06379999999999997,0.7198,0.0,0.13383,0.0,0.13383,0.681,0.1512,0.6340117300577838,
exchangeable_grid,5000,12,0.1,5,0.0,0.15,0.0,0.9668,0.9,0.06679999999999997,0.8028,0.0,0.06842000000000001,0.0,0.06842000000000001,0.8398,0.148,-0.004065361312039595,-0.004065361312039595
exchangeable_grid,5000,12,0.1,5,0.25,0.15,0.0,0.969,0.9,0.06899999999999995,0.8012,0.0,0.0767,0.0,0.0767,0.8404,0.1482,0.27772555742187605,
exchangeable_grid,5000,12,0.1,5,0.5,0.15,0.0,0.9702,0.9,0.07019999999999993,0.8136,0.0,0.07973999999999999,0.0,0.07974,0.8342,0.1512,0.5659351895246363,
exchangeable_grid,5000,12,0.1,5,0.75,0.15,0.0,0.9732,0.9,0.07319999999999993,0.8038,0.0,0.09371,0.0,0.09371,0.8514,0.1474,0.8515373203415333,
exchangeable_grid,5000,12,0.2,1,0.0,0.15,0.0,0.8944,0.8,0.09439999999999993,0.1062,0.0,0.40084000000000003,0.152,0.24884,0.3126,0.1438,-0.007108876719958366,-0.007108876719958366
exchangeable_grid,5000,12,0.2,1,0.25,0.15,0.0,0.9044,0.8,0.10439999999999994,0.1094,0.0,0.41548,0.15628,0.2592,0.3054,0.1492,0.08411499040780847,
exchangeable_grid,5000,12,0.2,1,0.5,0.15,0.0,0.9222,0.8,0.12219999999999998,0.0998,0.0,0.43373,0.16415,0.26958000000000004,0.3002,0.1552,0.16973954636169575,
exchangeable_grid,5000,12,0.2,1,0.75,0.15,0.0,0.9476,0.8,0.14759999999999995,0.1008,0.0,0.44449000000000005,0.16036999999999998,0.28412000000000004,0.3062,0.1562,0.258569913884776,
exchangeable_grid,5000,12,0.2,2,0.0,0.15,0.0,0.8802,0.8,0.08019999999999994,0.2504,0.0,0.30825,0.00662,0.30163,0.534,0.1506,-0.01429396400297764,-0.01429396400297764
exchangeable_grid,5000,12,0.2,2,0.25,0.15,0.0,0.8884,0.8,0.08839999999999992,0.2392,0.0,0.33198,0.00719,0.32479,0.519,0.1482,0.14650151853629928,
exchangeable_grid,5000,12,0.2,2,0.5,0.15,0.0,0.9026,0.8,0.10259999999999991,0.2406,0.0,0.35351,0.00577,0.34774,0.5246,0.1488,0.3263137951407744,
exchangeable_grid,5000,12,0.2,2,0.75,0.15,0.0,0.9184,0.8,0.11839999999999995,0.243,0.0,0.37056,0.0061600000000000005,0.3644,0.5286,0.1512,0.46775237975957146,
exchangeable_grid,5000,12,0.2,3,0.0,0.15,0.0,0.8814,0.8,0.08139999999999992,0.3414,0.0,0.25467,0.0,0.25467,0.6618,0.1546,-0.015352449153099886,-0.015352449153099886
exchangeable_grid,5000,12,0.2,3,0.25,0.15,0.0,0.895,0.8,0.09499999999999997,0.3316,0.0,0.28171999999999997,0.0,0.28172,0.6766,0.1438,0.22050163914984483,
exchangeable_grid,5000,12,0.2,3,0.5,0.15,0.0,0.8972,0.8,0.09719999999999995,0.3392,0.0,0.30006,0.0,0.30006,0.6786,0.1474,0.43149799567373864,
exchangeable_grid,5000,12,0.2,3,0.75,0.15,0.0,0.9144,0.8,0.11439999999999995,0.3484,0.0,0.31677,0.0,0.31677,0.6716,0.151,0.6218514679386982,
exchangeable_grid,5000,12,0.2,5,0.0,0.15,0.0,0.9034,0.8,0.10339999999999994,0.4588,0.0,0.20129,0.0,0.20129000000000002,0.8462,0.1498,0.016774831328471226,0.016774831328471226
exchangeable_grid,5000,12,0.2,5,0.25,0.15,0.0,0.9004,0.8,0.10039999999999993,0.4514,0.0,0.22393000000000002,0.0,0.22393000000000002,0.8456,0.149,0.3087616825325413,
exchangeable_grid,5000,12,0.2,5,0.5,0.15,0.0,0.9038,0.8,0.1038,0.4592,0.0,0.24063999999999997,0.0,0.24064000000000002,0.8388,0.1462,0.5705677620186959,
exchangeable_grid,5000,12,0.2,5,0.75,0.15,0.0,0.9144,0.8,0.11439999999999995,0.465,0.0,0.25926000000000005,0.0,0.25926,0.842,0.1502,0.831562167702051,
exchangeable_grid,5000,14,0.05,1,0.0,0.15,0.0,1.0,0.95,0.050000000000000044,1.0,1.0,0.0,0.0,0.0,0.3142,0.1414,-0.023909809044688247,-0.023909809044688247
exchangeable_grid,5000,14,0.05,1,0.25,0.15,0.0,1.0,0.95,0.050000000000000044,1.0,1.0,0.0,0.0,0.0,0.3032,0.1514,0.08234626720390661,
exchangeable_grid,5000,14,0.05,1,0.5,0.15,0.0,1.0,0.95,0.050000000000000044,1.0,1.0,0.0,0.0,0.0,0.3216,0.146,0.17626759112108945,
exchangeable_grid,5000,14,0.05,1,0.75,0.15,0.0,1.0,0.95,0.050000000000000044,1.0,1.0,0.0,0.0,0.0,0.3082,0.1424,0.26414278942802344,
exchangeable_grid,5000,14,0.05,2,0.0,0.15,0.0,1.0,0.95,0.050000000000000044,1.0,1.0,0.0,0.0,0.0,0.5284,0.1542,-0.0018086727271914408,-0.0018086727271914408
exchangeable_grid,5000,14,0.05,2,0.25,0.15,0.0,1.0,0.95,0.050000000000000044,1.0,1.0,0.0,0.0,0.0,0.521,0.1442,0.14580711534953347,
exchangeable_grid,5000,14,0.05,2,0.5,0.15,0.0,1.0,0.95,0.050000000000000044,1.0,1.0,0.0,0.0,0.0,0.5284,0.1446,0.31787983502233025,
exchangeable_grid,5000,14,0.05,2,0.75,0.15,0.0,1.0,0.95,0.050000000000000044,1.0,1.0,0.0,0.0,0.0,0.5258,0.155,0.4620145359769167,
exchangeable_grid,5000,14,0.05,3,0.0,0.15,0.0,1.0,0.95,0.050000000000000044,1.0,1.0,0.0,0.0,0.0,0.6654,0.1478,0.0075521731799984065,0.0075521731799984065
exchangeable_grid,5000,14,0.05,3,0.25,0.15,0.0,1.0,0.95,0.050000000000000044,1.0,1.0,0.0,0.0,0.0,0.6742,0.1556,0.23260340162463225,
exchangeable_grid,5000,14,0.05,3,0.5,0.15,0.0,1.0,0.95,0.050000000000000044,1.0,1.0,0.0,0.0,0.0,0.6804,0.1394,0.4249886370522352,
exchangeable_grid,5000,14,0.05,3,0.75,0.15,0.0,1.0,0.95,0.050000000000000044,1.0,1.0,0.0,0.0,0.0,0.6676,0.1508,0.6301220154825916,
exchangeable_grid,5000,14,0.05,5,0.0,0.15,0.0,1.0,0.95,0.050000000000000044,1.0,1.0,0.0,0.0,0.0,0.8396,0.155,-0.0075231876250898,-0.0075231876250898
exchangeable_grid,5000,14,0.05,5,0.25,0.15,0.0,1.0,0.95,0.050000000000000044,1.0,1.0,0.0,0.0,0.0,0.8442,0.1534,0.28261701924236265,
exchangeable_grid,5000,14,0.05,5,0.5,0.15,0.0,1.0,0.95,0.050000000000000044,1.0,1.0,0.0,0.0,0.0,0.8318,0.1468,0.5509878861291357,
exchangeable_grid,5000,14,0.05,5,0.75,0.15,0.0,1.0,0.95,0.050000000000000044,1.0,1.0,0.0,0.0,0.0,0.8444,0.1496,0.8618827730717848,
exchangeable_grid,5000,14,0.1,1,0.0,0.15,0.0,0.953,0.9,0.052999999999999936,0.4768,0.0,0.21066000000000004,0.033280000000000004,0.17738,0.301,0.1554,0.002659834901719818,0.002659834901719818
exchangeable_grid,5000,14,0.1,1,0.25,0.15,0.0,0.9572,0.9,0.05720000000000003,0.4938,0.0,0.21671999999999997,0.036320000000000005,0.1804,0.3186,0.1396,0.09692509868212568,
exchangeable_grid,5000,14,0.1,1,0.5,0.15,0.0,0.9636,0.9,0.06359999999999999,0.4766,0.0,0.23920999999999998,0.03429,0.20492,0.3072,0.1498,0.18239573215440533,
exchangeable_grid,5000,14,0.1,1,0.75,0.15,0.0,0.9688,0.9,0.06879999999999997,0.4836,0.0,0.25074,0.035359999999999996,0.21538,0.3064,0.144,0.26570939328919996,
exchangeable_grid,5000,14,0.1,2,0.0,0.15,0.0,0.9626,0.9,0.06259999999999999,0.6756,0.0,0.11940999999999999,0.0,0.11940999999999999,0.5224,0.1452,0.00822339407617037,0.00822339407617037
exchangeable_grid,5000,14,0.1,2,0.25,0.15,0.0,0.9598,0.9,0.059799999999999964,0.6862,0.0,0.12641999999999998,0.0,0.12642,0.5126,0.1524,0.14571027836728248,
exchangeable_grid,5000,14,0.1,2,0.5,0.15,0.0,0.9642,0.9,0.06419999999999992,0.6828,0.0,0.13909000000000002,0.0,0.13909,0.5306,0.1532,0.3220553261741268,
exchangeable_grid,5000,14,0.1,2,0.75,0.15,0.0,0.9714,0.9,0.07140000000000002,0.6806,0.0,0.15206,0.0,0.15206,0.5084,0.1462,0.4629148850717191,
exchangeable_grid,5000,14,0.1,3,0.0,0.15,0.0,0.9672,0.9,0.06719999999999993,0.7798,0.0,0.07758999999999999,0.0,0.07759,0.6556,0.1522,0.011761351138354303,0.011761351138354303
exchangeable_grid,5000,14,0.1,3,0.25,0.15,0.0,0.9672,0.9,0.06719999999999993,0.7742,0.0,0.08846,0.0,0.08846000000000001,0.6732,0.155,0.2218329401199142,
exchangeable_grid,5000,14,0.1,3,0.5,0.15,0.0,0.9686,0.9,0.0686,0.7722,0.0,0.09714,0.0,0.09714,0.6612,0.1528,0.4291165568013817,
exchangeable_grid,5000,14,0.1,3,0.75,0.15,0.0,0.9702,0.9,0.07019999999999993,0.768,0.0,0.10963999999999999,0.0,0.10964,0.6754,0.1508,0.6333911363619967,
exchangeable_grid,5000,14,0.1,5,0.0,0.15,0.0,0.9732,0.9,0.07319999999999993,0.8482,0.0,0.052329999999999995,0.0,0.05233,0.8272,0.1464,0.009503924363106465,0.009503924363106465
exchangeable_grid,5000,14,0.1,5,0.25,0.15,0.0,0.9722,0.9,0.07219999999999993,0.8496,0.0,0.0569,0.0,0.05689999999999999,0.843,0.153,0.2700750769044942,
exchangeable_grid,5000,14,0.1,5,0.5,0.15,0.0,0.9756,0.9,0.0756,0.8462,0.0,0.06459000000000001,0.0,0.06459000000000001,0.8458,0.1478,0.5833224245174856,
exchangeable_grid,5000,14,0.1,5,0.75,0.15,0.0,0.9764,0.9,0.07640000000000002,0.839,0.0,0.07616999999999999,0.0,0.07617,0.8416,0.157,0.8469038620691192,
exchangeable_grid,5000,14,0.2,1,0.0,0.15,0.0,0.8706,0.8,0.0706,0.0222,0.0,0.45956,0.23430999999999993,0.22525,0.3078,0.1558,-0.009497936753634998,-0.009497936753634998
exchangeable_grid,5000,14,0.2,1,0.25,0.15,0.0,0.8902,0.8,0.09019999999999995,0.0238,0.0,0.47145,0.23196,0.23948999999999998,0.3084,0.1452,0.09088390526678743,
exchangeable_grid,5000,14,0.2,1,0.5,0.15,0.0,0.9026,0.8,0.10259999999999991,0.0214,0.0,0.48066000000000003,0.24349,0.23717000000000002,0.314,0.1538,0.1635007538546578,
exchangeable_grid,5000,14,0.2,1,0.75,0.15,0.0,0.9398,0.8,0.13979999999999992,0.0218,0.0,0.48713999999999996,0.23343000000000003,0.25371,0.309,0.1448,0.2621317846389055,
exchangeable_grid,5000,14,0.2,2,0.0,0.15,0.0,0.8424,0.8,0.04239999999999999,0.0914,0.0,0.38966,0.0031400000000000004,0.38652000000000003,0.5082,0.1562,-0.011167812614088807,-0.011167812614088807
exchangeable_grid,5000,14,0.2,2,0.25,0.15,0.0,0.8466,0.8,0.046599999999999975,0.089,0.0,0.41528999999999994,0.0035600000000000002,0.41173000000000004,0.5184,0.1476,0.1345246760842915,
exchangeable_grid,5000,14,0.2,2,0.5,0.15,0.0,0.874,0.8,0.07399999999999995,0.0964,0.0,0.43218999999999996,0.0025399999999999997,0.42965,0.5214,0.1474,0.30424996692544465,
exchangeable_grid,5000,14,0.2,2,0.75,0.15,0.0,0.9072,0.8,0.10719999999999996,0.0932,0.0,0.44741000000000003,0.0040100000000000005,0.4434,0.5158,0.1492,0.45130900735179796,
exchangeable_grid,5000,14,0.2,3,0.0,0.15,0.0,0.8334,0.8,0.033399999999999985,0.157,0.0,0.3436,9.000000000000002e-05,0.34351,0.6734,0.1464,-0.007122473439118072,-0.007122473439118072
exchangeable_grid,5000,14,0.2,3,0.25,0.15,0.0,0.858,0.8,0.05799999999999994,0.1672,0.0,0.36261,0.00015,0.36246,0.6696,0.1456,0.22062483372219222,
exchangeable_grid,5000,14,0.2,3,0.5,0.15,0.0,0.8678,0.8,0.06779999999999997,0.157,0.0,0.39341,0.00024000000000000003,0.39317,0.6694,0.1512,0.4307289262058228,
exchangeable_grid,5000,14,0.2,3,0.75,0.15,0.0,0.8858,0.8,0.08579999999999999,0.1568,0.0,0.41388,0.00028000000000000003,0.4136,0.6808,0.1476,0.6363025823288025,
exchangeable_grid,5000,14,0.2,5,0.0,0.15,0.0,0.8516,0.8,0.05159999999999998,0.2514,0.0,0.28673999999999994,0.0,0.28674,0.8322,0.1502,0.0017445888002857628,0.0017445888002857628
exchangeable_grid,5000,14,0.2,5,0.25,0.15,0.0,0.8546,0.8,0.05459999999999998,0.2498,0.0,0.31368,0.0,0.31368,0.84,0.1524,0.2933861774648207,
exchangeable_grid,5000,14,0.2,5,0.5,0.15,0.0,0.8602,0.8,0.06019999999999992,0.2576,0.0,0.33868000000000004,0.0,0.33868,0.8442,0.1506,0.5710414346699153,
