scenario,repetitions,m,delta,actions,probe_future_correlation,harm_rate,site_shift,joint_validity,nominal_validity,validity_gap,sentinel_probability,calibration_insufficient_rate,policy_efficiency,actionwise_efficiency,policy_minus_actionwise_efficiency,intervention_rate,test_harm_rate,selected_future_utility,no_information_apparent_gain
exchangeable_grid,5000,14,0.2,5,0.75,0.15,0.0,0.8732,0.8,0.07319999999999993,0.247,0.0,0.36959000000000003,0.0,0.36959,0.8318,0.149,0.844252820662782,
exchangeable_grid,5000,20,0.05,1,0.0,0.15,0.0,0.9704,0.95,0.020400000000000085,0.6088,0.0,0.14866999999999997,0.01209,0.13657999999999998,0.3106,0.1494,0.004110174007994318,0.004110174007994318
exchangeable_grid,5000,20,0.05,1,0.25,0.15,0.0,0.9714,0.95,0.021400000000000086,0.6144,0.0,0.15849999999999997,0.01108,0.14742,0.3024,0.1474,0.07548854327585078,
exchangeable_grid,5000,20,0.05,1,0.5,0.15,0.0,0.9762,0.95,0.0262,0.6178,0.0,0.16968000000000003,0.013040000000000001,0.15664,0.3028,0.147,0.1734428013803026,
exchangeable_grid,5000,20,0.05,1,0.75,0.15,0.0,0.976,0.95,0.026000000000000023,0.615,0.0,0.1851,0.011,0.1741,0.3016,0.145,0.2557259572585526,
exchangeable_grid,5000,20,0.05,2,0.0,0.15,0.0,0.9806,0.95,0.03060000000000007,0.7992,0.0,0.06999,0.0,0.06999,0.5076,0.1492,-0.015352234959916373,-0.015352234959916373
exchangeable_grid,5000,20,0.05,2,0.25,0.15,0.0,0.9766,0.95,0.026600000000000068,0.8004,0.0,0.07687999999999999,0.0,0.07688,0.5238,0.153,0.1657301535564881,
exchangeable_grid,5000,20,0.05,2,0.5,0.15,0.0,0.9802,0.95,0.030200000000000005,0.8106,0.0,0.08039,0.0,0.08038999999999999,0.5252,0.148,0.31497497457979207,
exchangeable_grid,5000,20,0.05,2,0.75,0.15,0.0,0.9834,0.95,0.033400000000000096,0.7996,0.0,0.09399,0.0,0.09398999999999999,0.5246,0.1476,0.46795665687752364,
exchangeable_grid,5000,20,0.05,3,0.0,0.15,0.0,0.9844,0.95,0.0344000000000001,0.8774,0.0,0.04132,0.0,0.04132,0.6712,0.1542,0.009879580945344817,0.009879580945344817
exchangeable_grid,5000,20,0.05,3,0.25,0.15,0.0,0.9832,0.95,0.03320000000000001,0.8814,0.0,0.04382,0.0,0.04382,0.6796,0.149,0.21338289172291883,
exchangeable_grid,5000,20,0.05,3,0.5,0.15,0.0,0.9836,0.95,0.033600000000000074,0.8704,0.0,0.053590000000000006,0.0,0.053590000000000006,0.6608,0.1512,0.40076168057543915,
exchangeable_grid,5000,20,0.05,3,0.75,0.15,0.0,0.9842,0.95,0.03420000000000001,0.8824,0.0,0.0547,0.0,0.054700000000000006,0.6712,0.146,0.6090772695052079,
exchangeable_grid,5000,20,0.05,5,0.0,0.15,0.0,0.986,0.95,0.03600000000000003,0.9286,0.0,0.02306,0.0,0.02306,0.8346,0.1448,-0.01233626892380084,-0.01233626892380084
exchangeable_grid,5000,20,0.05,5,0.25,0.15,0.0,0.988,0.95,0.038000000000000034,0.9292,0.0,0.02521,0.0,0.02521,0.839,0.1514,0.2983409730993056,
exchangeable_grid,5000,20,0.05,5,0.5,0.15,0.0,0.9896,0.95,0.03960000000000008,0.9306,0.0,0.027839999999999997,0.0,0.027839999999999997,0.8372,0.1534,0.5631217661267427,
exchangeable_grid,5000,20,0.05,5,0.75,0.15,0.0,0.9918,0.95,0.04180000000000006,0.9348,0.0,0.030060000000000003,0.0,0.030059999999999996,0.8432,0.142,0.8524604650935722,
exchangeable_grid,5000,20,0.1,1,0.0,0.15,0.0,0.9262,0.9,0.0262,0.2328,0.0,0.31905,0.05822000000000001,0.26083,0.3226,0.1536,0.010936990634872659,0.010936990634872659
exchangeable_grid,5000,20,0.1,1,0.25,0.15,0.0,0.93,0.9,0.030000000000000027,0.2324,0.0,0.33751000000000003,0.05959000000000001,0.27792,0.3118,0.1538,0.07052996619962329,
exchangeable_grid,5000,20,0.1,1,0.5,0.15,0.0,0.9426,0.9,0.04259999999999997,0.2274,0.0,0.35986,0.05873,0.30113,0.3076,0.1454,0.1797499251180572,
exchangeable_grid,5000,20,0.1,1,0.75,0.15,0.0,0.9558,0.9,0.05579999999999996,0.2506,0.0,0.3665,0.05505,0.31145,0.3028,0.1436,0.2607604338352058,
exchangeable_grid,5000,20,0.1,2,0.0,0.15,0.0,0.9346,0.9,0.034599999999999964,0.4738,0.0,0.19674,0.00042,0.19632,0.5226,0.145,-0.010756934055879538,-0.010756934055879538
exchangeable_grid,5000,20,0.1,2,0.25,0.15,0.0,0.933,0.9,0.03300000000000003,0.4636,0.0,0.21668,0.0005200000000000001,0.21616,0.5394,0.1488,0.16099886883087483,
exchangeable_grid,5000,20,0.1,2,0.5,0.15,0.0,0.939,0.9,0.038999999999999924,0.4754,0.0,0.23148999999999997,0.00029,0.2312,0.5248,0.1466,0.3079765579906087,
exchangeable_grid,5000,20,0.1,2,0.75,0.15,0.0,0.9466,0.9,0.046599999999999975,0.4788,0.0,0.24919000000000002,0.0004300000000000001,0.24876,0.52,0.154,0.47386154269032066,
exchangeable_grid,5000,20,0.1,3,0.0,0.15,0.0,0.9488,0.9,0.048799999999999955,0.6038,0.0,0.13837,0.0,0.13837,0.6724,0.1388,0.01969670397555225,0.01969670397555225
exchangeable_grid,5000,20,0.1,3,0.25,0.15,0.0,0.9466,0.9,0.046599999999999975,0.613,0.0,0.15004,0.0,0.15004,0.6716,0.157,0.2338176597240214,
exchangeable_grid,5000,20,0.1,3,0.5,0.15,0.0,0.95,0.9,0.04999999999999993,0.6126,0.0,0.16583,0.0,0.16583,0.673,0.1484,0.42062636015232413,
exchangeable_grid,5000,20,0.1,3,0.75,0.15,0.0,0.9556,0.9,0.05559999999999998,0.608,0.0,0.18635,0.0,0.18635,0.6664,0.152,0.632935692032473,
exchangeable_grid,5000,20,0.1,5,0.0,0.15,0.0,0.9588,0.9,0.05879999999999996,0.7422,0.0,0.08665,0.0,0.08665,0.845,0.1464,-0.005541760066216161,-0.005541760066216161
exchangeable_grid,5000,20,0.1,5,0.25,0.15,0.0,0.966,0.9,0.06599999999999995,0.7504,0.0,0.09287999999999999,0.0,0.09287999999999999,0.8452,0.1432,0.2970579258435143,
exchangeable_grid,5000,20,0.1,5,0.5,0.15,0.0,0.955,0.9,0.05499999999999994,0.733,0.0,0.11239,0.0,0.11238999999999999,0.839,0.139,0.5508764792832908,
exchangeable_grid,5000,20,0.1,5,0.75,0.15,0.0,0.9632,0.9,0.06319999999999992,0.7478,0.0,0.11886999999999998,0.0,0.11887,0.8438,0.1434,0.8485603066527532,
exchangeable_grid,5000,20,0.2,1,0.0,0.15,0.0,0.8678,0.8,0.06779999999999997,0.0138,0.0,0.46524,0.22741,0.23782999999999999,0.3008,0.1488,-0.00286470352939873,-0.00286470352939873
exchangeable_grid,5000,20,0.2,1,0.25,0.15,0.0,0.8888,0.8,0.08879999999999999,0.0152,0.0,0.47752999999999995,0.23033999999999996,0.24719000000000002,0.3048,0.1396,0.09286660253543456,
exchangeable_grid,5000,20,0.2,1,0.5,0.15,0.0,0.9156,0.8,0.11559999999999993,0.0106,0.0,0.4883,0.22901000000000005,0.25929,0.2946,0.1448,0.16236987000970016,
exchangeable_grid,5000,20,0.2,1,0.75,0.15,0.0,0.9398,0.8,0.13979999999999992,0.012,0.0,0.49246999999999996,0.23108999999999996,0.26138,0.3112,0.1466,0.268844307625909,
exchangeable_grid,5000,20,0.2,2,0.0,0.15,0.0,0.8414,0.8,0.04139999999999999,0.0698,0.0,0.39626,0.009590000000000001,0.38666999999999996,0.518,0.1508,-0.021937275504273934,-0.021937275504273934
exchangeable_grid,5000,20,0.2,2,0.25,0.15,0.0,0.8508,0.8,0.050799999999999956,0.0624,0.0,0.42221000000000003,0.00889,0.41332,0.5284,0.152,0.15314844782388687,
exchangeable_grid,5000,20,0.2,2,0.5,0.15,0.0,0.8646,0.8,0.06459999999999999,0.0638,0.0,0.44498999999999994,0.010190000000000001,0.43479999999999996,0.5304,0.1528,0.3158616599379879,
exchangeable_grid,5000,20,0.2,2,0.75,0.15,0.0,0.9022,0.8,0.10219999999999996,0.0662,0.0,0.46108999999999994,0.007830000000000002,0.45326000000000005,0.5146,0.1562,0.45803300115900786,
exchangeable_grid,5000,20,0.2,3,0.0,0.15,0.0,0.8548,0.8,0.05479999999999996,0.137,0.0,0.34437,0.0,0.34437,0.6674,0.1396,0.002840666930458963,0.002840666930458963
exchangeable_grid,5000,20,0.2,3,0.25,0.15,0.0,0.8426,0.8,0.04259999999999997,0.1348,0.0,0.37075,0.0,0.37075,0.6762,0.1538,0.17938365928083838,
exchangeable_grid,5000,20,0.2,3,0.5,0.15,0.0,0.8562,0.8,0.05619999999999992,0.1274,0.0,0.4035,0.0,0.4035,0.6762,0.1472,0.4210542664278399,
exchangeable_grid,5000,20,0.2,3,0.75,0.15,0.0,0.8878,0.8,0.08779999999999999,0.136,0.0,0.42323,0.0,0.42323000000000005,0.6724,0.1494,0.6291931288221826,
exchangeable_grid,5000,20,0.2,5,0.0,0.15,0.0,0.8558,0.8,0.05579999999999996,0.2396,0.0,0.28295,0.0,0.28295,0.8342,0.1502,0.005535792138368191,0.005535792138368191
exchangeable_grid,5000,20,0.2,5,0.25,0.15,0.0,0.86,0.8,0.05999999999999994,0.2382,0.0,0.31201999999999996,0.0,0.31202,0.846,0.1492,0.31444735237179483,
exchangeable_grid,5000,20,0.2,5,0.5,0.15,0.0,0.8554,0.8,0.055400000000000005,0.2366,0.0,0.34426999999999996,0.0,0.34426999999999996,0.8342,0.1458,0.5421508278741366,
exchangeable_grid,5000,20,0.2,5,0.75,0.15,0.0,0.8824,0.8,0.08239999999999992,0.2456,0.0,0.36777,0.0,0.36777000000000004,0.841,0.1444,0.8453766022965634,
exchangeable_grid,5000,30,0.05,1,0.0,0.15,0.0,0.9832,0.95,0.03320000000000001,0.76,0.0,0.08615,0.00227,0.08388,0.3146,0.1418,-0.00022670077673676657,-0.00022670077673676657
exchangeable_grid,5000,30,0.05,1,0.25,0.15,0.0,0.9848,0.95,0.03480000000000005,0.7668,0.0,0.09093,0.00222,0.08871,0.3196,0.1506,0.09527794452535349,
exchangeable_grid,5000,30,0.05,1,0.5,0.15,0.0,0.9832,0.95,0.03320000000000001,0.7522,0.0,0.10632999999999997,0.0018899999999999998,0.10444,0.3038,0.1498,0.16629714049204908,
exchangeable_grid,5000,30,0.05,1,0.75,0.15,0.0,0.9864,0.95,0.0364000000000001,0.7676,0.0,0.10910999999999998,0.0022700000000000003,0.10684,0.3034,0.1526,0.2721371979782618,
exchangeable_grid,5000,30,0.05,2,0.0,0.15,0.0,0.9908,0.95,0.04080000000000006,0.9166,0.0,0.0274,0.0,0.0274,0.5242,0.1576,0.009376106503940562,0.009376106503940562
exchangeable_grid,5000,30,0.05,2,0.25,0.15,0.0,0.9912,0.95,0.041200000000000014,0.9128,0.0,0.03163,0.0,0.031630000000000005,0.5198,0.1524,0.15712532804365234,
exchangeable_grid,5000,30,0.05,2,0.5,0.15,0.0,0.9924,0.95,0.04239999999999999,0.9152,0.0,0.0344,0.0,0.0344,0.5236,0.148,0.30398680587155286,
exchangeable_grid,5000,30,0.05,2,0.75,0.15,0.0,0.9906,0.95,0.04060000000000008,0.9154,0.0,0.039060000000000004,0.0,0.03906,0.511,0.1562,0.46305563545706263,
exchangeable_grid,5000,30,0.05,3,0.0,0.15,0.0,0.9938,0.95,0.04380000000000006,0.9538,0.0,0.01468,0.0,0.014680000000000002,0.6658,0.1456,0.004397327473414815,0.004397327473414815
exchangeable_grid,5000,30,0.05,3,0.25,0.15,0.0,0.994,0.95,0.04400000000000004,0.9566,0.0,0.01545,0.0,0.01545,0.6646,0.1488,0.20483447811040978,
exchangeable_grid,5000,30,0.05,3,0.5,0.15,0.0,0.9958,0.95,0.04580000000000006,0.9586,0.0,0.01614,0.0,0.016139999999999998,0.6624,0.144,0.4267683086598807,
exchangeable_grid,5000,30,0.05,3,0.75,0.15,0.0,0.9942,0.95,0.04420000000000002,0.9578,0.0,0.019119999999999998,0.0,0.01912,0.6666,0.147,0.6277898847861316,
exchangeable_grid,5000,30,0.05,5,0.0,0.15,0.0,0.9982,0.95,0.04820000000000002,0.9856,0.0,0.0043100000000000005,0.0,0.00431,0.8514,0.1492,0.014343364997905513,0.014343364997905513
exchangeable_grid,5000,30,0.05,5,0.25,0.15,0.0,0.996,0.95,0.04600000000000004,0.9824,0.0,0.00601,0.0,0.00601,0.8468,0.1526,0.24212869979567792,
exchangeable_grid,5000,30,0.05,5,0.5,0.15,0.0,0.9972,0.95,0.04720000000000002,0.981,0.0,0.007530000000000001,0.0,0.00753,0.8388,0.1526,0.593777670250131,
exchangeable_grid,5000,30,0.05,5,0.75,0.15,0.0,0.9978,0.95,0.047800000000000065,0.9826,0.0,0.0077199999999999986,0.0,0.00772,0.8406,0.149,0.8610502272826578,
exchangeable_grid,5000,30,0.1,1,0.0,0.15,0.0,0.9278,0.9,0.027799999999999936,0.159,0.0,0.34442,0.044340000000000004,0.30008,0.3162,0.146,0.002682210844992207,0.002682210844992207
exchangeable_grid,5000,30,0.1,1,0.25,0.15,0.0,0.9348,0.9,0.03479999999999994,0.1632,0.0,0.36655,0.04899,0.31756,0.3068,0.1466,0.07852746825508926,
exchangeable_grid,5000,30,0.1,1,0.5,0.15,0.0,0.9338,0.9,0.03379999999999994,0.162,0.0,0.38932999999999995,0.04555,0.34378000000000003,0.3116,0.1508,0.16511392459009772,
exchangeable_grid,5000,30,0.1,1,0.75,0.15,0.0,0.9394,0.9,0.03939999999999999,0.165,0.0,0.40805,0.04438,0.36367,0.3116,0.1616,0.2683049086746144,
exchangeable_grid,5000,30,0.1,2,0.0,0.15,0.0,0.9302,0.9,0.030200000000000005,0.4234,0.0,0.2098,0.0,0.2098,0.5296,0.1524,-0.0068322906328592255,-0.0068322906328592255
exchangeable_grid,5000,30,0.1,2,0.25,0.15,0.0,0.9384,0.9,0.03839999999999999,0.4348,0.0,0.22301000000000004,6.000000000000001e-05,0.22294999999999998,0.5246,0.1498,0.167372435558929,
exchangeable_grid,5000,30,0.1,2,0.5,0.15,0.0,0.9372,0.9,0.03720000000000001,0.4164,0.0,0.25373,3.0000000000000004e-05,0.2537,0.5188,0.14,0.30635925222785726,
exchangeable_grid,5000,30,0.1,2,0.75,0.15,0.0,0.9406,0.9,0.04059999999999997,0.4152,0.0,0.2786,0.0,0.2786,0.5254,0.1476,0.47485103859231387,
exchangeable_grid,5000,30,0.1,3,0.0,0.15,0.0,0.9488,0.9,0.048799999999999955,0.5982,0.0,0.13835,0.0,0.13835,0.6772,0.1556,-0.00013913715478810432,-0.00013913715478810432
exchangeable_grid,5000,30,0.1,3,0.25,0.15,0.0,0.9436,0.9,0.04359999999999997,0.5924,0.0,0.15372,0.0,0.15372,0.6628,0.1512,0.18787279315847558,
exchangeable_grid,5000,30,0.1,3,0.5,0.15,0.0,0.9484,0.9,0.0484,0.5828,0.0,0.17371999999999999,0.0,0.17372,0.6654,0.1508,0.4022963118276232,
exchangeable_grid,5000,30,0.1,3,0.75,0.15,0.0,0.9544,0.9,0.054400000000000004,0.5872,0.0,0.19405,0.0,0.19405,0.6632,0.1592,0.6000868869011059,
exchangeable_grid,5000,30,0.1,5,0.0,0.15,0.0,0.9584,0.9,0.05840000000000001,0.744,0.0,0.08325,0.0,0.08325,0.8418,0.1612,-0.0031773251349297487,-0.0031773251349297487
exchangeable_grid,5000,30,0.1,5,0.25,0.15,0.0,0.9642,0.9,0.06419999999999992,0.7506,0.0,0.09068000000000001,0.0,0.09068000000000001,0.8464,0.1472,0.2697385374637571,
exchangeable_grid,5000,30,0.1,5,0.5,0.15,0.0,0.9606,0.9,0.06059999999999999,0.7524,0.0,0.10131,0.0,0.10130999999999998,0.8448,0.1502,0.5558461919618511,
exchangeable_grid,5000,30,0.1,5,0.75,0.15,0.0,0.965,0.9,0.06499999999999995,0.7406,0.0,0.1204,0.0,0.1204,0.8324,0.142,0.8474004158843669,
exchangeable_grid,5000,30,0.2,1,0.0,0.15,0.0,0.864,0.8,0.06399999999999995,0.0026,0.0,0.47820999999999997,0.25058,0.22763,0.2992,0.1582,-0.005684719202551178,-0.005684719202551178
exchangeable_grid,5000,30,0.2,1,0.25,0.15,0.0,0.8804,0.8,0.08039999999999992,0.0026,0.0,0.48847000000000007,0.25053000000000003,0.23793999999999998,0.3104,0.1528,0.08895854062521687,
exchangeable_grid,5000,30,0.2,1,0.5,0.15,0.0,0.909,0.8,0.10899999999999999,0.0024,0.0,0.49523999999999996,0.24181000000000002,0.25343,0.308,0.1544,0.1747959023577939,
exchangeable_grid,5000,30,0.2,1,0.75,0.15,0.0,0.9408,0.8,0.14079999999999993,0.0022,0.0,0.49849,0.25027000000000005,0.24822000000000002,0.3068,0.1424,0.2732443796183396,
exchangeable_grid,5000,30,0.2,2,0.0,0.15,0.0,0.8392,0.8,0.0391999999999999,0.022,0.0,0.41895,0.00839,0.41056,0.5202,0.1496,0.0036912666723503944,0.0036912666723503944
exchangeable_grid,5000,30,0.2,2,0.25,0.15,0.0,0.8538,0.8,0.05379999999999996,0.0262,0.0,0.44473999999999997,0.008400000000000001,0.43634000000000006,0.517,0.1448,0.17163996225151437,
exchangeable_grid,5000,30,0.2,2,0.5,0.15,0.0,0.8712,0.8,0.07119999999999993,0.0266,0.0,0.4672300000000001,0.00686,0.46037,0.5158,0.143,0.3185774516874819,
exchangeable_grid,5000,30,0.2,2,0.75,0.15,0.0,0.8972,0.8,0.09719999999999995,0.0258,0.0,0.4835,0.00638,0.47712000000000004,0.524,0.1494,0.4681105717735802,
exchangeable_grid,5000,30,0.2,3,0.0,0.15,0.0,0.8374,0.8,0.03739999999999999,0.0666,0.0,0.36959,0.0,0.36959,0.6662,0.1496,-0.007722044863881861,-0.007722044863881861
exchangeable_grid,5000,30,0.2,3,0.25,0.15,0.0,0.8334,0.8,0.033399999999999985,0.0706,0.0,0.4006,5e-05,0.40054999999999996,0.6676,0.151,0.18437225733153834,
exchangeable_grid,5000,30,0.2,3,0.5,0.15,0.0,0.8534,0.8,0.0534,0.0742,0.0,0.42874000000000007,6.000000000000001e-05,0.42868000000000006,0.6688,0.146,0.4180712801042795,
exchangeable_grid,5000,30,0.2,3,0.75,0.15,0.0,0.881,0.8,0.08099999999999996,0.0788,0.0,0.45243,0.00011,0.45232,0.6668,0.1498,0.6229956527814403,
exchangeable_grid,5000,30,0.2,5,0.0,0.15,0.0,0.8414,0.8,0.04139999999999999,0.1738,0.0,0.3048,0.0,0.3048,0.8476,0.1462,-0.0121985150148613,-0.0121985150148613
exchangeable_grid,5000,30,0.2,5,0.25,0.15,0.0,0.8398,0.8,0.03979999999999995,0.1774,0.0,0.33435,0.0,0.33435000000000004,0.852,0.1482,0.28075738133607553,
exchangeable_grid,5000,30,0.2,5,0.5,0.15,0.0,0.847,0.8,0.04699999999999993,0.166,0.0,0.37401,0.0,0.37401,0.8402,0.1452,0.5484522952327361,
exchangeable_grid,5000,30,0.2,5,0.75,0.15,0.0,0.8648,0.8,0.06479999999999997,0.1688,0.0,0.40425,0.0,0.40425000000000005,0.8412,0.157,0.8433881057754663,
exchangeable_grid,5000,50,0.05,1,0.0,0.15,0.0,0.9808,0.95,0.03080000000000005,0.6918,0.0,0.10648000000000002,0.00075,0.10572999999999999,0.3126,0.1526,-0.00799123000019581,-0.00799123000019581
exchangeable_grid,5000,50,0.05,1,0.25,0.15,0.0,0.9812,0.95,0.031200000000000006,0.677,0.0,0.12270999999999999,0.0007300000000000001,0.12198,0.3098,0.1456,0.07266190158610958,
exchangeable_grid,5000,50,0.05,1,0.5,0.15,0.0,0.9824,0.95,0.032400000000000095,0.683,0.0,0.13349,0.00071,0.13278,0.3068,0.153,0.17936403298465706,
exchangeable_grid,5000,50,0.05,1,0.75,0.15,0.0,0.9814,0.95,0.031400000000000095,0.6708,0.0,0.15395,0.00114,0.15281,0.302,0.1462,0.25489176094912935,
exchangeable_grid,5000,50,0.05,2,0.0,0.15,0.0,0.9936,0.95,0.04360000000000008,0.9138,0.0,0.027180000000000003,0.0,0.02718,0.5134,0.1512,-0.009095630732951346,-0.009095630732951346
exchangeable_grid,5000,50,0.05,2,0.25,0.15,0.0,0.9908,0.95,0.04080000000000006,0.9182,0.0,0.028659999999999998,0.0,0.02866,0.532,0.1492,0.14982982282635612,
exchangeable_grid,5000,50,0.05,2,0.5,0.15,0.0,0.9932,0.95,0.043200000000000016,0.9108,0.0,0.03556,0.0,0.03556,0.5208,0.1516,0.3100325073892672,
exchangeable_grid,5000,50,0.05,2,0.75,0.15,0.0,0.9942,0.95,0.04420000000000002,0.9142,0.0,0.038779999999999995,0.0,0.038779999999999995,0.5246,0.1542,0.47008831108951216,
exchangeable_grid,5000,50,0.05,3,0.0,0.15,0.0,0.9978,0.95,0.047800000000000065,0.9704,0.0,0.009,0.0,0.009,0.659,0.142,-0.014826264612912228,-0.014826264612912228
exchangeable_grid,5000,50,0.05,3,0.25,0.15,0.0,0.998,0.95,0.04800000000000004,0.9684,0.0,0.01051,0.0,0.01051,0.6714,0.1496,0.21305230852985224,
exchangeable_grid,5000,50,0.05,3,0.5,0.15,0.0,0.9972,0.95,0.04720000000000002,0.9718,0.0,0.01075,0.0,0.01075,0.668,0.15,0.42537925959622935,
exchangeable_grid,5000,50,0.05,3,0.75,0.15,0.0,0.9974,0.95,0.0474,0.9678,0.0,0.01441,0.0,0.014410000000000001,0.6578,0.1508,0.6223107299025364,
exchangeable_grid,5000,50,0.05,5,0.0,0.15,0.0,0.9988,0.95,0.048800000000000066,0.9892,0.0,0.0030900000000000007,0.0,0.00309,0.832,0.153,0.028445710742418015,0.028445710742418015
exchangeable_grid,5000,50,0.05,5,0.25,0.15,0.0,0.999,0.95,0.049000000000000044,0.99,0.0,0.00315,0.0,0.00315,0.843,0.1552,0.28236798025624477,
exchangeable_grid,5000,50,0.05,5,0.5,0.15,0.0,0.9992,0.95,0.04920000000000002,0.9904,0.0,0.00358,0.0,0.00358,0.8452,0.1516,0.5417646891191947,
exchangeable_grid,5000,50,0.05,5,0.75,0.15,0.0,0.9992,0.95,0.04920000000000002,0.9916,0.0,0.00364,0.0,0.00364,0.8414,0.1502,0.8448273516826182,
exchangeable_grid,5000,50,0.1,1,0.0,0.15,0.0,0.9232,0.9,0.0232,0.0818,0.0,0.37351,0.0319,0.34161,0.316,0.145,0.01245671303716728,0.01245671303716728
exchangeable_grid,5000,50,0.1,1,0.25,0.15,0.0,0.9204,0.9,0.020399999999999974,0.0808,0.0,0.4004,0.03184,0.36856,0.309,0.1602,0.1010096640079681,
exchangeable_grid,5000,50,0.1,1,0.5,0.15,0.0,0.9272,0.9,0.027200000000000002,0.082,0.0,0.42846000000000006,0.033,0.39546000000000003,0.317,0.1556,0.18514088796988848,
exchangeable_grid,5000,50,0.1,1,0.75,0.15,0.0,0.944,0.9,0.04399999999999993,0.0726,0.0,0.4552,0.03305,0.42214999999999997,0.3058,0.151,0.26316484302902166,
exchangeable_grid,5000,50,0.1,2,0.0,0.15,0.0,0.9338,0.9,0.03379999999999994,0.3504,0.0,0.22959000000000004,0.0,0.22959000000000002,0.5248,0.151,0.0026514106399758877,0.0026514106399758877
exchangeable_grid,5000,50,0.1,2,0.25,0.15,0.0,0.93,0.9,0.030000000000000027,0.3692,0.0,0.24215999999999996,0.0,0.24216000000000001,0.528,0.1438,0.17443543228431402,
exchangeable_grid,5000,50,0.1,2,0.5,0.15,0.0,0.9336,0.9,0.03359999999999996,0.3516,0.0,0.27663,0.0,0.27663000000000004,0.5332,0.1538,0.3131139791727247,
exchangeable_grid,5000,50,0.1,2,0.75,0.15,0.0,0.9382,0.9,0.03820000000000001,0.3584,0.0,0.30357,0.0,0.30357,0.523,0.1386,0.45639343183109216,
exchangeable_grid,5000,50,0.1,3,0.0,0.15,0.0,0.951,0.9,0.050999999999999934,0.5846,0.0,0.13585,0.0,0.13585,0.6674,0.1494,-0.013746818824729203,-0.013746818824729203
exchangeable_grid,5000,50,0.1,3,0.25,0.15,0.0,0.948,0.9,0.04799999999999993,0.5694,0.0,0.15615,0.0,0.15615,0.6708,0.1408,0.20854188221222839,
exchangeable_grid,5000,50,0.1,3,0.5,0.15,0.0,0.9448,0.9,0.04479999999999995,0.577,0.0,0.17271,0.0,0.17271,0.6686,0.1502,0.41495413674524834,
exchangeable_grid,5000,50,0.1,3,0.75,0.15,0.0,0.9536,0.9,0.05359999999999998,0.582,0.0,0.19338,0.0,0.19338,0.6654,0.139,0.6082024281131049,
exchangeable_grid,5000,50,0.1,5,0.0,0.15,0.0,0.9642,0.9,0.06419999999999992,0.7692,0.0,0.07155000000000002,0.0,0.07155,0.8434,0.1442,-0.0009832178788661487,-0.0009832178788661487
exchangeable_grid,5000,50,0.1,5,0.25,0.15,0.0,0.9696,0.9,0.0696,0.7772,0.0,0.07767,0.0,0.07766999999999999,0.8386,0.1524,0.27235174740316553,
exchangeable_grid,5000,50,0.1,5,0.5,0.15,0.0,0.9682,0.9,0.06819999999999993,0.7702,0.0,0.0908,0.0,0.0908,0.8372,0.144,0.5740108355551801,
exchangeable_grid,5000,50,0.1,5,0.75,0.15,0.0,0.9686,0.9,0.0686,0.7812,0.0,0.10015,0.0,0.10015,0.8474,0.1544,0.8557270583840308,
exchangeable_grid,5000,50,0.2,1,0.0,0.15,0.0,0.857,0.8,0.05699999999999994,0.0002,0.0,0.48712,0.27321999999999996,0.21389999999999998,0.3102,0.1498,0.001604102811454569,0.001604102811454569
exchangeable_grid,5000,50,0.2,1,0.25,0.15,0.0,0.8832,0.8,0.08319999999999994,0.0,0.0,0.4953700000000001,0.26761,0.22776000000000002,0.3074,0.1538,0.08843846969870295,
exchangeable_grid,5000,50,0.2,1,0.5,0.15,0.0,0.9024,0.8,0.10239999999999994,0.0,0.0,0.49907000000000007,0.27271000000000006,0.22635999999999998,0.3076,0.1454,0.16663309086055655,
exchangeable_grid,5000,50,0.2,1,0.75,0.15,0.0,0.9362,0.8,0.1362,0.0002,0.0,0.49982999999999994,0.27044,0.22938999999999998,0.2948,0.1488,0.244432724171163,
exchangeable_grid,5000,50,0.2,2,0.0,0.15,0.0,0.8348,0.8,0.03479999999999994,0.005,0.0,0.4306,0.00335,0.42725,0.52,0.1488,0.011309485353872679,0.011309485353872679
exchangeable_grid,5000,50,0.2,2,0.25,0.15,0.0,0.8348,0.8,0.03479999999999994,0.004,0.0,0.45962,0.00312,0.4565,0.5362,0.1546,0.15415633250834304,
exchangeable_grid,5000,50,0.2,2,0.5,0.15,0.0,0.8546,0.8,0.05459999999999998,0.0032,0.0,0.48452000000000006,0.00277,0.48175,0.5168,0.1566,0.307741954524713,
exchangeable_grid,5000,50,0.2,2,0.75,0.15,0.0,0.8904,0.8,0.09039999999999992,0.0064,0.0,0.4950299999999999,0.0032,0.49183000000000004,0.5094,0.1562,0.44931682821374813,
exchangeable_grid,5000,50,0.2,3,0.0,0.15,0.0,0.8308,0.8,0.03079999999999994,0.0236,0.0,0.3879,0.0,0.3879,0.6666,0.1558,0.013908608304768533,0.013908608304768533
exchangeable_grid,5000,50,0.2,3,0.25,0.15,0.0,0.8394,0.8,0.03939999999999999,0.0278,0.0,0.41863,0.0,0.41863,0.6648,0.147,0.23328174599634544,
exchangeable_grid,5000,50,0.2,3,0.5,0.15,0.0,0.8542,0.8,0.054199999999999915,0.0276,0.0,0.4537,0.0,0.4537,0.6686,0.137,0.42294754168844684,
exchangeable_grid,5000,50,0.2,3,0.75,0.15,0.0,0.8688,0.8,0.06879999999999997,0.0248,0.0,0.48203,0.0,0.48202999999999996,0.6686,0.153,0.6084978391854282,
