seed,task,fold,path,sha256,strict_load
2,OpenBMI_SSVEP,0,/root/rivermind-data/openbmi_task_generality_runtime/ssvep_fold0_seed2_litebn/selected_best.pt,4b1abc8d058923037747971e496a78302b38cdbbb51fd0da0fae5e1912f8a02d,True
2,OpenBMI_SSVEP,1,/root/rivermind-data/openbmi_task_generality_runtime/ssvep_fold1_seed2_litebn/selected_best.pt,c6c4883399cfa19869ca35f7c395944c41d4934b00e6df608afdca3fa6216839,True
2,OpenBMI_SSVEP,2,/root/rivermind-data/openbmi_task_generality_runtime/ssvep_fold2_seed2_litebn/selected_best.pt,79f8b752646e0b09ebc5425de5e70e1dfd92f983d805c088789f248690240b41,True
2,OpenBMI_SSVEP,3,/root/rivermind-data/openbmi_task_generality_runtime/ssvep_fold3_seed2_litebn/selected_best.pt,f38355eaa66885186d51b5a22615c2bc93082f6bc49af3605c18399c860b3169,True
2,OpenBMI_SSVEP,4,/root/rivermind-data/openbmi_task_generality_runtime/ssvep_fold4_seed2_litebn/selected_best.pt,e9576667d327dbdc9ff9e04b7cb1ab6e7317628fa190a65b16bf8b817a7c855a,True
2,OpenBMI_ERP,0,/root/rivermind-data/openbmi_task_generality_runtime/erp_fold0_seed2_litebn/selected_best.pt,04288c565ee6e57f5b8b89e8edf5ecb54d6385316c6f86247527b422fbf76464,True
2,OpenBMI_ERP,1,/root/rivermind-data/openbmi_task_generality_runtime/erp_fold1_seed2_litebn/selected_best.pt,85dbd0cb3c66d8467b644bb0cf2b54bb077c73165640197af4adfb5011d13f30,True
2,OpenBMI_ERP,2,/root/rivermind-data/openbmi_task_generality_runtime/erp_fold2_seed2_litebn/selected_best.pt,aa168f76641064430e56b6e494241204c49dd44adf75f26fd74bc076efef0d1b,True
2,OpenBMI_ERP,3,/root/rivermind-data/openbmi_task_generality_runtime/erp_fold3_seed2_litebn/selected_best.pt,961f01f46652040f19a99899ea89c27a5b30a5f030dc72d2509e27440dedd17b,True
2,OpenBMI_ERP,4,/root/rivermind-data/openbmi_task_generality_runtime/erp_fold4_seed2_litebn/selected_best.pt,294c2890d151d117c89b1017da54ea9e5085acaea10affac678b22ea8fe0bd9d,True
2,OpenBMI_MI,0,/root/rivermind-data/carrier_5fold_multiseed_stability_runtime/openbmi_fold0_seed2_litebn/selected_best.pt,e9a084001940b2e4ca46729c1c0f6ad19c110c11f09df99b2bf0d04a93004eac,True
2,OpenBMI_MI,1,/root/rivermind-data/carrier_5fold_multiseed_stability_runtime/openbmi_fold1_seed2_litebn/selected_best.pt,b3632994c47346649a737161603aae5621c79910406d014f41b8f662e0b314d7,True
2,OpenBMI_MI,2,/root/rivermind-data/carrier_5fold_multiseed_stability_runtime/openbmi_fold2_seed2_litebn/selected_best.pt,517d1d79073afb5cc4b11cdb32e01a24e93c5c9a814547634db65758da11f251,True
2,OpenBMI_MI,3,/root/rivermind-data/carrier_5fold_multiseed_stability_runtime/openbmi_fold3_seed2_litebn/selected_best.pt,eaad934be47be22c4a4b5ef604ad9bb22c0e058f655dff743ff84d0f127e0370,True
2,OpenBMI_MI,4,/root/rivermind-data/carrier_5fold_multiseed_stability_runtime/openbmi_fold4_seed2_litebn/selected_best.pt,70f60a29a0c677d606342a7d35aabee8a3e11d7edd6976be8fa4638397a3b398,True
2,WBCIC_MI,0,/root/rivermind-data/carrier_5fold_multiseed_stability_runtime/wbcic_fold0_seed2_litebn/selected_best.pt,e0794525f56f19aabee361e2d06bbf49fd4dfce04e553ceb89f89064002c0891,True
2,WBCIC_MI,1,/root/rivermind-data/carrier_5fold_multiseed_stability_runtime/wbcic_fold1_seed2_litebn/selected_best.pt,d52c744296da8f3b93cc2e0667385e919c46843d3079eb8e5748140055af8c97,True
2,WBCIC_MI,2,/root/rivermind-data/carrier_5fold_multiseed_stability_runtime/wbcic_fold2_seed2_litebn/selected_best.pt,72401dd16aaef6798df3e7148a3c11cda7abf5b8e563cb148db2302793bcd2e2,True
2,WBCIC_MI,3,/root/rivermind-data/carrier_5fold_multiseed_stability_runtime/wbcic_fold3_seed2_litebn/selected_best.pt,e028620de5b6e58efd46c75ac60b5da66a86c89a29ca87ee8971a7d787d82e0f,True
2,WBCIC_MI,4,/root/rivermind-data/carrier_5fold_multiseed_stability_runtime/wbcic_fold4_seed2_litebn/selected_best.pt,890f6248fcc79b2539506850260bd8496568f7b1d296c74aad5c7b7a91d5c1cc,True
