method,fold,seed,subject_id,protected_representation_drift,adaptive_representation_drift,protected_decision_logit_drift,adaptive_decision_logit_drift,protected_D_finite_after,combined_BA,protected_branch_erasure_harm_BA,adaptive_branch_erasure_harm_BA,protected_parameter_update_l2,adaptive_parameter_update_l2,protected_buffer_update_l2,adaptation_seed,target_future_labels_used_for_fit,internal_holdout_used,outer_test_used,functional_distillation_RMSE_before,functional_distillation_correlation_before,functional_distillation_RMSE_after,functional_distillation_correlation_after
A2_DUAL_CONTROL,1,1,2,0.0,0.6154218912124634,0.0,1.106991853898639,0.9530948574876785,0.73,0.0,0.08999999999999997,0.0,0.08524668524972007,0.0,452107120,False,False,False,,,,
A6_PUD_ALL_ADAPT,1,1,2,0.17160116136074066,0.4789655804634094,0.36465828428371666,0.25616386347443987,1.8765855479648534,0.78,0.19999999999999996,0.040000000000000036,0.07236351669996473,0.06702034596475291,69.31200290177894,452107120,False,False,False,0.8872694398364765,0.8336592083619069,1.0037334557244944,0.781952464211582
A7_IDENTITY_PROTECTED,1,1,2,0.0,0.8234071135520935,0.0,0.5500386900651292,0.3726919550954872,0.8,0.020000000000000018,0.38,0.0,0.06024003203497447,0.0,452107120,False,False,False,,,,
A8_RANDOM_PROTECTED,1,1,2,0.0,0.8475532531738281,0.0,0.5356030955388298,0.42355752892287835,0.79,-0.010000000000000009,0.29000000000000004,0.0,0.059329846650359896,0.0,452107120,False,False,False,,,,
A10_FULL_PUD_FREEZE,1,1,2,0.0,0.48955070972442627,0.0,0.2989837365199791,1.9192221798136697,0.75,0.16999999999999993,0.040000000000000036,0.0,0.07324643773447065,0.0,452107120,False,False,False,0.8872694398364765,0.8336592083619069,0.8872694398364765,0.8336592083619069
A2_DUAL_CONTROL,1,1,14,0.0,0.4759772717952728,0.0,0.6562763364643605,1.3292358926160162,0.7,0.1399999999999999,0.040000000000000036,0.0,0.07291449260779873,0.0,4125142428,False,False,False,,,,
A6_PUD_ALL_ADAPT,1,1,14,0.15798315405845642,0.40916088223457336,0.43268980724277245,0.18412898919212536,1.4690995994047913,0.73,0.10999999999999999,0.06000000000000005,0.05142976685613731,0.052579483393401016,69.30213250779774,4125142428,False,False,False,0.842484430653833,0.7470499848974732,0.8493173214060215,0.7446704968254538
A7_IDENTITY_PROTECTED,1,1,14,0.0,0.6681252121925354,0.0,0.40198616919056473,0.24943752372644093,0.75,-0.020000000000000018,0.26,0.0,0.05512519055505109,0.0,4125142428,False,False,False,,,,
A8_RANDOM_PROTECTED,1,1,14,0.0,0.7155297994613647,0.0,0.45255566789406243,0.3130628370573407,0.73,-0.010000000000000009,0.22999999999999998,0.0,0.05550364520787182,0.0,4125142428,False,False,False,,,,
A10_FULL_PUD_FREEZE,1,1,14,0.0,0.40714555978775024,0.0,0.21847956304812566,1.42050761701388,0.77,0.15000000000000002,0.06000000000000005,0.0,0.05694365694201332,0.0,4125142428,False,False,False,0.842484430653833,0.7470499848974732,0.842484430653833,0.7470499848974732
A2_DUAL_CONTROL,1,1,34,0.0,0.752819299697876,0.0,0.6283904229892966,1.417187528642135,0.66,0.17000000000000004,0.050000000000000044,0.0,0.07289363290968938,0.0,1620597886,False,False,False,,,,
A6_PUD_ALL_ADAPT,1,1,34,0.20924170315265656,0.7868549227714539,0.49902001066702767,0.400673322656156,1.5201294192283428,0.6499999999999999,0.05999999999999994,0.019999999999999907,0.06164163459767157,0.06430104965609211,70.29101980225218,1620597886,False,False,False,0.7725396792673926,0.784373016372372,0.7756237953245773,0.7631339440945936
A7_IDENTITY_PROTECTED,1,1,34,0.0,0.9172798991203308,0.0,1.0282859551903973,0.5217749333919209,0.69,0.0,0.1299999999999999,0.0,0.05612328067324774,0.0,1620597886,False,False,False,,,,
A8_RANDOM_PROTECTED,1,1,34,0.0,0.9491189122200012,0.0,0.9795007494768625,0.8700441204674221,0.69,0.009999999999999898,0.07999999999999996,0.0,0.05928063948829451,0.0,1620597886,False,False,False,,,,
A10_FULL_PUD_FREEZE,1,1,34,0.0,0.7824875116348267,0.0,0.3870874996532122,1.6781735223805805,0.65,0.06000000000000005,0.06000000000000005,0.0,0.06344006367331868,0.0,1620597886,False,False,False,0.7725396792673926,0.784373016372372,0.7725396792673926,0.784373016372372
