method,fold,seed,subject_id,BA,macro_f1,n_trials,source_model_noadapt_BA,adaptation_delta_BA,negative_transfer,adaptation_time_s,target_trainable_parameters,target_future_labels_used_for_fit,internal_holdout_used,outer_test_used
B0_VANILLA_EEGNET,1,1,2,0.8200000000000001,0.8199279711884754,100,,,False,0.0,0,False,False,False
B1_STRONG_EEGNET,1,1,2,0.79,0.7882851093860268,100,,,False,0.0,0,False,False,False
B2_STRONG_GENERIC,1,1,2,0.8,0.7987117552334944,100,0.79,0.010000000000000009,False,1.1077431000303477,68514,False,False,False
A2_DUAL_CONTROL,1,1,2,0.73,0.7175436761167486,100,0.77,-0.040000000000000036,True,0.9819758999510668,26146,False,False,False
A6_PUD_ALL_ADAPT,1,1,2,0.78,0.779205138498595,100,0.75,0.030000000000000027,False,1.516856900008861,52292,False,False,False
A7_IDENTITY_PROTECTED,1,1,2,0.8,0.7999199679871949,100,0.81,-0.010000000000000009,True,1.1744075000169687,26146,False,False,False
A8_RANDOM_PROTECTED,1,1,2,0.79,0.7898108297467721,100,0.8,-0.010000000000000009,True,1.0302307999809273,26146,False,False,False
A10_FULL_PUD_FREEZE,1,1,2,0.75,0.7497747973175859,100,0.75,0.0,False,1.0649986999924295,26146,False,False,False
B0_VANILLA_EEGNET,1,1,14,0.6799999999999999,0.6692848284415047,100,,,False,0.0,0,False,False,False
B1_STRONG_EEGNET,1,1,14,0.76,0.7591328783621036,100,,,False,0.0,0,False,False,False
B2_STRONG_GENERIC,1,1,14,0.71,0.7033248081841432,100,0.76,-0.050000000000000044,True,1.225086399994325,68514,False,False,False
A2_DUAL_CONTROL,1,1,14,0.7,0.6899545266639107,100,0.76,-0.06000000000000005,True,1.2413514999789186,26146,False,False,False
A6_PUD_ALL_ADAPT,1,1,14,0.73,0.7237851662404092,100,0.79,-0.06000000000000005,True,1.7569455000339076,52292,False,False,False
A7_IDENTITY_PROTECTED,1,1,14,0.75,0.7487689679429204,100,0.74,0.010000000000000009,False,1.1314719000365585,26146,False,False,False
A8_RANDOM_PROTECTED,1,1,14,0.73,0.7266929851199515,100,0.72,0.010000000000000009,False,1.074749499966856,26146,False,False,False
A10_FULL_PUD_FREEZE,1,1,14,0.77,0.767182913250329,100,0.79,-0.020000000000000018,True,1.146829199977219,26146,False,False,False
B0_VANILLA_EEGNET,1,1,34,0.6699999999999999,0.6673051718923279,100,,,False,0.0,0,False,False,False
B1_STRONG_EEGNET,1,1,34,0.72,0.7181964573268921,100,,,False,0.0,0,False,False,False
B2_STRONG_GENERIC,1,1,34,0.78,0.7777777777777778,100,0.72,0.06000000000000005,False,1.08764300000621,68514,False,False,False
A2_DUAL_CONTROL,1,1,34,0.66,0.6458333333333333,100,0.66,0.0,False,1.2395163999754004,26146,False,False,False
A6_PUD_ALL_ADAPT,1,1,34,0.6499999999999999,0.6491228070175439,100,0.63,0.019999999999999907,False,1.6544903999892995,52292,False,False,False
