task,model,fold,seed,protected_rank,active_rank,status,protected_coordinates,random_sets_sha256,basis_sha256,recovery_status,subject_id,session,BA,trials
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,0,0,8,20,VALID,"[3, 4, 5, 6, 7, 8, 9, 10]",b5b2578c3a83bcc603d9cdfd2ae25736fed1443973041491d581ac133ea55d47,beec27e573506449fd0786b5b664b0b033b779e57fbd73cafe45bb7381a269f0,PASS,24,S1,0.5900000000000001,100
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,0,0,8,20,VALID,"[3, 4, 5, 6, 7, 8, 9, 10]",b5b2578c3a83bcc603d9cdfd2ae25736fed1443973041491d581ac133ea55d47,beec27e573506449fd0786b5b664b0b033b779e57fbd73cafe45bb7381a269f0,PASS,24,S2,0.62,100
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,0,0,8,20,VALID,"[3, 4, 5, 6, 7, 8, 9, 10]",b5b2578c3a83bcc603d9cdfd2ae25736fed1443973041491d581ac133ea55d47,beec27e573506449fd0786b5b664b0b033b779e57fbd73cafe45bb7381a269f0,PASS,25,S1,0.71,100
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,0,0,8,20,VALID,"[3, 4, 5, 6, 7, 8, 9, 10]",b5b2578c3a83bcc603d9cdfd2ae25736fed1443973041491d581ac133ea55d47,beec27e573506449fd0786b5b664b0b033b779e57fbd73cafe45bb7381a269f0,PASS,25,S2,0.97,100
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,0,0,8,20,VALID,"[3, 4, 5, 6, 7, 8, 9, 10]",b5b2578c3a83bcc603d9cdfd2ae25736fed1443973041491d581ac133ea55d47,beec27e573506449fd0786b5b664b0b033b779e57fbd73cafe45bb7381a269f0,PASS,29,S1,0.58,100
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,0,0,8,20,VALID,"[3, 4, 5, 6, 7, 8, 9, 10]",b5b2578c3a83bcc603d9cdfd2ae25736fed1443973041491d581ac133ea55d47,beec27e573506449fd0786b5b664b0b033b779e57fbd73cafe45bb7381a269f0,PASS,29,S2,0.5900000000000001,100
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,0,0,8,20,VALID,"[3, 4, 5, 6, 7, 8, 9, 10]",b5b2578c3a83bcc603d9cdfd2ae25736fed1443973041491d581ac133ea55d47,beec27e573506449fd0786b5b664b0b033b779e57fbd73cafe45bb7381a269f0,PASS,36,S1,0.89,100
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,0,0,8,20,VALID,"[3, 4, 5, 6, 7, 8, 9, 10]",b5b2578c3a83bcc603d9cdfd2ae25736fed1443973041491d581ac133ea55d47,beec27e573506449fd0786b5b664b0b033b779e57fbd73cafe45bb7381a269f0,PASS,36,S2,0.9099999999999999,100
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,0,0,8,20,VALID,"[3, 4, 5, 6, 7, 8, 9, 10]",b5b2578c3a83bcc603d9cdfd2ae25736fed1443973041491d581ac133ea55d47,beec27e573506449fd0786b5b664b0b033b779e57fbd73cafe45bb7381a269f0,PASS,37,S1,0.61,100
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,0,0,8,20,VALID,"[3, 4, 5, 6, 7, 8, 9, 10]",b5b2578c3a83bcc603d9cdfd2ae25736fed1443973041491d581ac133ea55d47,beec27e573506449fd0786b5b664b0b033b779e57fbd73cafe45bb7381a269f0,PASS,37,S2,0.7,100
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,0,0,8,20,VALID,"[3, 4, 5, 6, 7, 8, 9, 10]",b5b2578c3a83bcc603d9cdfd2ae25736fed1443973041491d581ac133ea55d47,beec27e573506449fd0786b5b664b0b033b779e57fbd73cafe45bb7381a269f0,PASS,39,S1,0.74,100
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,0,0,8,20,VALID,"[3, 4, 5, 6, 7, 8, 9, 10]",b5b2578c3a83bcc603d9cdfd2ae25736fed1443973041491d581ac133ea55d47,beec27e573506449fd0786b5b664b0b033b779e57fbd73cafe45bb7381a269f0,PASS,39,S2,0.69,100
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,0,0,8,20,VALID,"[3, 4, 5, 6, 7, 8, 9, 10]",b5b2578c3a83bcc603d9cdfd2ae25736fed1443973041491d581ac133ea55d47,beec27e573506449fd0786b5b664b0b033b779e57fbd73cafe45bb7381a269f0,PASS,42,S1,0.7,100
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,0,0,8,20,VALID,"[3, 4, 5, 6, 7, 8, 9, 10]",b5b2578c3a83bcc603d9cdfd2ae25736fed1443973041491d581ac133ea55d47,beec27e573506449fd0786b5b664b0b033b779e57fbd73cafe45bb7381a269f0,PASS,42,S2,0.6699999999999999,100
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,0,0,8,20,VALID,"[3, 4, 5, 6, 7, 8, 9, 10]",b5b2578c3a83bcc603d9cdfd2ae25736fed1443973041491d581ac133ea55d47,beec27e573506449fd0786b5b664b0b033b779e57fbd73cafe45bb7381a269f0,PASS,51,S1,0.71,100
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,0,0,8,20,VALID,"[3, 4, 5, 6, 7, 8, 9, 10]",b5b2578c3a83bcc603d9cdfd2ae25736fed1443973041491d581ac133ea55d47,beec27e573506449fd0786b5b664b0b033b779e57fbd73cafe45bb7381a269f0,PASS,51,S2,0.6699999999999999,100
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,0,0,8,20,VALID,"[3, 4, 5, 6, 7, 8, 9, 10]",b5b2578c3a83bcc603d9cdfd2ae25736fed1443973041491d581ac133ea55d47,beec27e573506449fd0786b5b664b0b033b779e57fbd73cafe45bb7381a269f0,PASS,54,S1,0.72,100
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,0,0,8,20,VALID,"[3, 4, 5, 6, 7, 8, 9, 10]",b5b2578c3a83bcc603d9cdfd2ae25736fed1443973041491d581ac133ea55d47,beec27e573506449fd0786b5b664b0b033b779e57fbd73cafe45bb7381a269f0,PASS,54,S2,0.74,100
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,1,0,8,20,VALID,"[4, 5, 6, 7, 8, 9, 10, 11]",44e369a0cd1b29a792b52c8853167071fd40595ca4c5e4cf59e71c1514052bf0,dff2ef16ec3db40b67e99152cb41c4c2d14b405a7b8e0f02642cdd481f431f6d,PASS,4,S1,0.69,100
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,1,0,8,20,VALID,"[4, 5, 6, 7, 8, 9, 10, 11]",44e369a0cd1b29a792b52c8853167071fd40595ca4c5e4cf59e71c1514052bf0,dff2ef16ec3db40b67e99152cb41c4c2d14b405a7b8e0f02642cdd481f431f6d,PASS,4,S2,0.8,100
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,1,0,8,20,VALID,"[4, 5, 6, 7, 8, 9, 10, 11]",44e369a0cd1b29a792b52c8853167071fd40595ca4c5e4cf59e71c1514052bf0,dff2ef16ec3db40b67e99152cb41c4c2d14b405a7b8e0f02642cdd481f431f6d,PASS,12,S1,0.77,100
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,1,0,8,20,VALID,"[4, 5, 6, 7, 8, 9, 10, 11]",44e369a0cd1b29a792b52c8853167071fd40595ca4c5e4cf59e71c1514052bf0,dff2ef16ec3db40b67e99152cb41c4c2d14b405a7b8e0f02642cdd481f431f6d,PASS,12,S2,0.73,100
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,1,0,8,20,VALID,"[4, 5, 6, 7, 8, 9, 10, 11]",44e369a0cd1b29a792b52c8853167071fd40595ca4c5e4cf59e71c1514052bf0,dff2ef16ec3db40b67e99152cb41c4c2d14b405a7b8e0f02642cdd481f431f6d,PASS,13,S1,0.6599999999999999,100
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,1,0,8,20,VALID,"[4, 5, 6, 7, 8, 9, 10, 11]",44e369a0cd1b29a792b52c8853167071fd40595ca4c5e4cf59e71c1514052bf0,dff2ef16ec3db40b67e99152cb41c4c2d14b405a7b8e0f02642cdd481f431f6d,PASS,13,S2,0.73,100
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,1,0,8,20,VALID,"[4, 5, 6, 7, 8, 9, 10, 11]",44e369a0cd1b29a792b52c8853167071fd40595ca4c5e4cf59e71c1514052bf0,dff2ef16ec3db40b67e99152cb41c4c2d14b405a7b8e0f02642cdd481f431f6d,PASS,17,S1,0.76,100
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,1,0,8,20,VALID,"[4, 5, 6, 7, 8, 9, 10, 11]",44e369a0cd1b29a792b52c8853167071fd40595ca4c5e4cf59e71c1514052bf0,dff2ef16ec3db40b67e99152cb41c4c2d14b405a7b8e0f02642cdd481f431f6d,PASS,17,S2,0.63,100
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,1,0,8,20,VALID,"[4, 5, 6, 7, 8, 9, 10, 11]",44e369a0cd1b29a792b52c8853167071fd40595ca4c5e4cf59e71c1514052bf0,dff2ef16ec3db40b67e99152cb41c4c2d14b405a7b8e0f02642cdd481f431f6d,PASS,18,S1,0.79,100
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,1,0,8,20,VALID,"[4, 5, 6, 7, 8, 9, 10, 11]",44e369a0cd1b29a792b52c8853167071fd40595ca4c5e4cf59e71c1514052bf0,dff2ef16ec3db40b67e99152cb41c4c2d14b405a7b8e0f02642cdd481f431f6d,PASS,18,S2,0.73,100
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,1,0,8,20,VALID,"[4, 5, 6, 7, 8, 9, 10, 11]",44e369a0cd1b29a792b52c8853167071fd40595ca4c5e4cf59e71c1514052bf0,dff2ef16ec3db40b67e99152cb41c4c2d14b405a7b8e0f02642cdd481f431f6d,PASS,24,S1,0.6699999999999999,100
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,1,0,8,20,VALID,"[4, 5, 6, 7, 8, 9, 10, 11]",44e369a0cd1b29a792b52c8853167071fd40595ca4c5e4cf59e71c1514052bf0,dff2ef16ec3db40b67e99152cb41c4c2d14b405a7b8e0f02642cdd481f431f6d,PASS,24,S2,0.5700000000000001,100
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,1,0,8,20,VALID,"[4, 5, 6, 7, 8, 9, 10, 11]",44e369a0cd1b29a792b52c8853167071fd40595ca4c5e4cf59e71c1514052bf0,dff2ef16ec3db40b67e99152cb41c4c2d14b405a7b8e0f02642cdd481f431f6d,PASS,25,S1,0.76,100
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,1,0,8,20,VALID,"[4, 5, 6, 7, 8, 9, 10, 11]",44e369a0cd1b29a792b52c8853167071fd40595ca4c5e4cf59e71c1514052bf0,dff2ef16ec3db40b67e99152cb41c4c2d14b405a7b8e0f02642cdd481f431f6d,PASS,25,S2,0.98,100
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,1,0,8,20,VALID,"[4, 5, 6, 7, 8, 9, 10, 11]",44e369a0cd1b29a792b52c8853167071fd40595ca4c5e4cf59e71c1514052bf0,dff2ef16ec3db40b67e99152cb41c4c2d14b405a7b8e0f02642cdd481f431f6d,PASS,29,S1,0.6,100
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,1,0,8,20,VALID,"[4, 5, 6, 7, 8, 9, 10, 11]",44e369a0cd1b29a792b52c8853167071fd40595ca4c5e4cf59e71c1514052bf0,dff2ef16ec3db40b67e99152cb41c4c2d14b405a7b8e0f02642cdd481f431f6d,PASS,29,S2,0.73,100
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,1,0,8,20,VALID,"[4, 5, 6, 7, 8, 9, 10, 11]",44e369a0cd1b29a792b52c8853167071fd40595ca4c5e4cf59e71c1514052bf0,dff2ef16ec3db40b67e99152cb41c4c2d14b405a7b8e0f02642cdd481f431f6d,PASS,36,S1,0.97,100
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,1,0,8,20,VALID,"[4, 5, 6, 7, 8, 9, 10, 11]",44e369a0cd1b29a792b52c8853167071fd40595ca4c5e4cf59e71c1514052bf0,dff2ef16ec3db40b67e99152cb41c4c2d14b405a7b8e0f02642cdd481f431f6d,PASS,36,S2,0.94,100
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,1,0,8,20,VALID,"[4, 5, 6, 7, 8, 9, 10, 11]",44e369a0cd1b29a792b52c8853167071fd40595ca4c5e4cf59e71c1514052bf0,dff2ef16ec3db40b67e99152cb41c4c2d14b405a7b8e0f02642cdd481f431f6d,PASS,37,S1,0.73,100
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,1,0,8,20,VALID,"[4, 5, 6, 7, 8, 9, 10, 11]",44e369a0cd1b29a792b52c8853167071fd40595ca4c5e4cf59e71c1514052bf0,dff2ef16ec3db40b67e99152cb41c4c2d14b405a7b8e0f02642cdd481f431f6d,PASS,37,S2,0.74,100
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,1,0,8,20,VALID,"[4, 5, 6, 7, 8, 9, 10, 11]",44e369a0cd1b29a792b52c8853167071fd40595ca4c5e4cf59e71c1514052bf0,dff2ef16ec3db40b67e99152cb41c4c2d14b405a7b8e0f02642cdd481f431f6d,PASS,39,S1,0.81,100
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,1,0,8,20,VALID,"[4, 5, 6, 7, 8, 9, 10, 11]",44e369a0cd1b29a792b52c8853167071fd40595ca4c5e4cf59e71c1514052bf0,dff2ef16ec3db40b67e99152cb41c4c2d14b405a7b8e0f02642cdd481f431f6d,PASS,39,S2,0.84,100
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,1,0,8,20,VALID,"[4, 5, 6, 7, 8, 9, 10, 11]",44e369a0cd1b29a792b52c8853167071fd40595ca4c5e4cf59e71c1514052bf0,dff2ef16ec3db40b67e99152cb41c4c2d14b405a7b8e0f02642cdd481f431f6d,PASS,42,S1,0.73,100
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,1,0,8,20,VALID,"[4, 5, 6, 7, 8, 9, 10, 11]",44e369a0cd1b29a792b52c8853167071fd40595ca4c5e4cf59e71c1514052bf0,dff2ef16ec3db40b67e99152cb41c4c2d14b405a7b8e0f02642cdd481f431f6d,PASS,42,S2,0.72,100
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,1,0,8,20,VALID,"[4, 5, 6, 7, 8, 9, 10, 11]",44e369a0cd1b29a792b52c8853167071fd40595ca4c5e4cf59e71c1514052bf0,dff2ef16ec3db40b67e99152cb41c4c2d14b405a7b8e0f02642cdd481f431f6d,PASS,51,S1,0.71,100
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,1,0,8,20,VALID,"[4, 5, 6, 7, 8, 9, 10, 11]",44e369a0cd1b29a792b52c8853167071fd40595ca4c5e4cf59e71c1514052bf0,dff2ef16ec3db40b67e99152cb41c4c2d14b405a7b8e0f02642cdd481f431f6d,PASS,51,S2,0.72,100
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,1,0,8,20,VALID,"[4, 5, 6, 7, 8, 9, 10, 11]",44e369a0cd1b29a792b52c8853167071fd40595ca4c5e4cf59e71c1514052bf0,dff2ef16ec3db40b67e99152cb41c4c2d14b405a7b8e0f02642cdd481f431f6d,PASS,54,S1,0.63,100
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,1,0,8,20,VALID,"[4, 5, 6, 7, 8, 9, 10, 11]",44e369a0cd1b29a792b52c8853167071fd40595ca4c5e4cf59e71c1514052bf0,dff2ef16ec3db40b67e99152cb41c4c2d14b405a7b8e0f02642cdd481f431f6d,PASS,54,S2,0.71,100
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,2,0,8,20,VALID,"[4, 5, 6, 7, 8, 9, 10, 11]",e50c4c52b9985961c223c424cc2a6099dd4a5c6d900454875f2aabea1a3c3208,979aa6a63070bb51cec63aca10a603135160e9c9f46738cc74fc78c4c09e4b0c,PASS,4,S1,0.75,100
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,2,0,8,20,VALID,"[4, 5, 6, 7, 8, 9, 10, 11]",e50c4c52b9985961c223c424cc2a6099dd4a5c6d900454875f2aabea1a3c3208,979aa6a63070bb51cec63aca10a603135160e9c9f46738cc74fc78c4c09e4b0c,PASS,4,S2,0.8500000000000001,100
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,2,0,8,20,VALID,"[4, 5, 6, 7, 8, 9, 10, 11]",e50c4c52b9985961c223c424cc2a6099dd4a5c6d900454875f2aabea1a3c3208,979aa6a63070bb51cec63aca10a603135160e9c9f46738cc74fc78c4c09e4b0c,PASS,12,S1,0.71,100
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,2,0,8,20,VALID,"[4, 5, 6, 7, 8, 9, 10, 11]",e50c4c52b9985961c223c424cc2a6099dd4a5c6d900454875f2aabea1a3c3208,979aa6a63070bb51cec63aca10a603135160e9c9f46738cc74fc78c4c09e4b0c,PASS,12,S2,0.75,100
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,2,0,8,20,VALID,"[4, 5, 6, 7, 8, 9, 10, 11]",e50c4c52b9985961c223c424cc2a6099dd4a5c6d900454875f2aabea1a3c3208,979aa6a63070bb51cec63aca10a603135160e9c9f46738cc74fc78c4c09e4b0c,PASS,13,S1,0.6799999999999999,100
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,2,0,8,20,VALID,"[4, 5, 6, 7, 8, 9, 10, 11]",e50c4c52b9985961c223c424cc2a6099dd4a5c6d900454875f2aabea1a3c3208,979aa6a63070bb51cec63aca10a603135160e9c9f46738cc74fc78c4c09e4b0c,PASS,13,S2,0.76,100
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,2,0,8,20,VALID,"[4, 5, 6, 7, 8, 9, 10, 11]",e50c4c52b9985961c223c424cc2a6099dd4a5c6d900454875f2aabea1a3c3208,979aa6a63070bb51cec63aca10a603135160e9c9f46738cc74fc78c4c09e4b0c,PASS,17,S1,0.6699999999999999,100
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,2,0,8,20,VALID,"[4, 5, 6, 7, 8, 9, 10, 11]",e50c4c52b9985961c223c424cc2a6099dd4a5c6d900454875f2aabea1a3c3208,979aa6a63070bb51cec63aca10a603135160e9c9f46738cc74fc78c4c09e4b0c,PASS,17,S2,0.62,100
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,2,0,8,20,VALID,"[4, 5, 6, 7, 8, 9, 10, 11]",e50c4c52b9985961c223c424cc2a6099dd4a5c6d900454875f2aabea1a3c3208,979aa6a63070bb51cec63aca10a603135160e9c9f46738cc74fc78c4c09e4b0c,PASS,18,S1,0.75,100
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,2,0,8,20,VALID,"[4, 5, 6, 7, 8, 9, 10, 11]",e50c4c52b9985961c223c424cc2a6099dd4a5c6d900454875f2aabea1a3c3208,979aa6a63070bb51cec63aca10a603135160e9c9f46738cc74fc78c4c09e4b0c,PASS,18,S2,0.7,100
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,2,0,8,20,VALID,"[4, 5, 6, 7, 8, 9, 10, 11]",e50c4c52b9985961c223c424cc2a6099dd4a5c6d900454875f2aabea1a3c3208,979aa6a63070bb51cec63aca10a603135160e9c9f46738cc74fc78c4c09e4b0c,PASS,24,S1,0.65,100
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,2,0,8,20,VALID,"[4, 5, 6, 7, 8, 9, 10, 11]",e50c4c52b9985961c223c424cc2a6099dd4a5c6d900454875f2aabea1a3c3208,979aa6a63070bb51cec63aca10a603135160e9c9f46738cc74fc78c4c09e4b0c,PASS,24,S2,0.56,100
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,2,0,8,20,VALID,"[4, 5, 6, 7, 8, 9, 10, 11]",e50c4c52b9985961c223c424cc2a6099dd4a5c6d900454875f2aabea1a3c3208,979aa6a63070bb51cec63aca10a603135160e9c9f46738cc74fc78c4c09e4b0c,PASS,25,S1,0.76,100
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,2,0,8,20,VALID,"[4, 5, 6, 7, 8, 9, 10, 11]",e50c4c52b9985961c223c424cc2a6099dd4a5c6d900454875f2aabea1a3c3208,979aa6a63070bb51cec63aca10a603135160e9c9f46738cc74fc78c4c09e4b0c,PASS,25,S2,0.98,100
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,2,0,8,20,VALID,"[4, 5, 6, 7, 8, 9, 10, 11]",e50c4c52b9985961c223c424cc2a6099dd4a5c6d900454875f2aabea1a3c3208,979aa6a63070bb51cec63aca10a603135160e9c9f46738cc74fc78c4c09e4b0c,PASS,29,S1,0.71,100
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,2,0,8,20,VALID,"[4, 5, 6, 7, 8, 9, 10, 11]",e50c4c52b9985961c223c424cc2a6099dd4a5c6d900454875f2aabea1a3c3208,979aa6a63070bb51cec63aca10a603135160e9c9f46738cc74fc78c4c09e4b0c,PASS,29,S2,0.78,100
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,2,0,8,20,VALID,"[4, 5, 6, 7, 8, 9, 10, 11]",e50c4c52b9985961c223c424cc2a6099dd4a5c6d900454875f2aabea1a3c3208,979aa6a63070bb51cec63aca10a603135160e9c9f46738cc74fc78c4c09e4b0c,PASS,36,S1,0.95,100
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,2,0,8,20,VALID,"[4, 5, 6, 7, 8, 9, 10, 11]",e50c4c52b9985961c223c424cc2a6099dd4a5c6d900454875f2aabea1a3c3208,979aa6a63070bb51cec63aca10a603135160e9c9f46738cc74fc78c4c09e4b0c,PASS,36,S2,0.9099999999999999,100
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,2,0,8,20,VALID,"[4, 5, 6, 7, 8, 9, 10, 11]",e50c4c52b9985961c223c424cc2a6099dd4a5c6d900454875f2aabea1a3c3208,979aa6a63070bb51cec63aca10a603135160e9c9f46738cc74fc78c4c09e4b0c,PASS,37,S1,0.72,100
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,2,0,8,20,VALID,"[4, 5, 6, 7, 8, 9, 10, 11]",e50c4c52b9985961c223c424cc2a6099dd4a5c6d900454875f2aabea1a3c3208,979aa6a63070bb51cec63aca10a603135160e9c9f46738cc74fc78c4c09e4b0c,PASS,37,S2,0.8,100
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,2,0,8,20,VALID,"[4, 5, 6, 7, 8, 9, 10, 11]",e50c4c52b9985961c223c424cc2a6099dd4a5c6d900454875f2aabea1a3c3208,979aa6a63070bb51cec63aca10a603135160e9c9f46738cc74fc78c4c09e4b0c,PASS,39,S1,0.84,100
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,2,0,8,20,VALID,"[4, 5, 6, 7, 8, 9, 10, 11]",e50c4c52b9985961c223c424cc2a6099dd4a5c6d900454875f2aabea1a3c3208,979aa6a63070bb51cec63aca10a603135160e9c9f46738cc74fc78c4c09e4b0c,PASS,39,S2,0.78,100
