task,model,subject_id,protected_only_WSBA,random_only_WSBA,PSWA_pp,valid_fold_seed_runs,protected_rank_mean,protected_BA_S1,random_BA_S1,protected_minus_random_S1_pp,protected_BA_S2,random_BA_S2,protected_minus_random_S2_pp,protected_BA_S0,random_BA_S0,protected_minus_random_S0_pp
OpenBMI_ERP,B1_SAME_SCALE_63,12,0.8087878787878788,0.5676781818181817,24.110969696969697,5,4.8,0.834,0.5804406060606061,25.35593939393939,0.8238787878787879,0.5731066666666667,25.07721212121212,,,
OpenBMI_ERP,B1_SAME_SCALE_63,13,0.701030303030303,0.5439551515151516,15.707515151515144,5,4.8,0.7130303030303031,0.54646,16.657030303030304,0.7426666666666666,0.5579454545454545,18.472121212121202,,,
OpenBMI_ERP,B1_SAME_SCALE_63,17,0.5886060606060607,0.5178727272727273,7.073333333333333,5,4.8,0.6052121212121213,0.5253787878787879,7.983333333333334,0.6220606060606061,0.5269266666666667,9.513393939393941,,,
OpenBMI_ERP,B1_SAME_SCALE_63,18,0.5388435599169377,0.5092376727860779,2.960588713085983,5,4.8,0.5388435599169377,0.509795664957642,2.9047894959295784,0.6344848484848484,0.5267527272727273,10.773212121212119,,,
OpenBMI_ERP,B1_SAME_SCALE_63,24,0.586,0.5189175757575758,6.708242424242417,5,4.8,0.7261818181818182,0.551510303030303,17.467151515151517,0.586,0.520219393939394,6.578060606060605,,,
OpenBMI_ERP,B1_SAME_SCALE_63,25,0.5356969696969698,0.5114230303030303,2.427393939393945,5,4.8,0.5569090909090909,0.5158115151515152,4.109757575757573,0.5381818181818182,0.512990303030303,2.519151515151516,,,
OpenBMI_ERP,B1_SAME_SCALE_63,29,0.5569090909090909,0.5176248484848485,3.9284242424242444,5,4.8,0.5609696969696969,0.518699393939394,4.227030303030306,0.6007878787878788,0.5283781818181819,7.240969696969697,,,
OpenBMI_ERP,B1_SAME_SCALE_63,36,0.7985454545454546,0.5659060606060606,23.263939393939392,5,4.8,0.8207878787878787,0.5724503030303031,24.833757575757573,0.8023636363636364,0.5708133333333333,23.155030303030305,,,
OpenBMI_ERP,B1_SAME_SCALE_63,37,0.6358787878787878,0.528610303030303,10.726848484848482,5,4.8,0.6358787878787878,0.5301575757575757,10.572121212121212,0.7658181818181818,0.5624866666666667,20.333151515151517,,,
OpenBMI_ERP,B1_SAME_SCALE_63,39,0.5529696969696969,0.5133975757575758,3.957212121212117,5,4.8,0.620060606060606,0.5255848484848485,9.447575757575754,0.5732727272727273,0.5181163636363637,5.51563636363636,,,
OpenBMI_ERP,B1_SAME_SCALE_63,4,0.5845454545454546,0.5172484848484848,6.729696969696965,5,4.8,0.5845454545454546,0.5177890909090909,6.675636363636362,0.6464848484848484,0.5348024242424243,11.168242424242425,,,
OpenBMI_ERP,B1_SAME_SCALE_63,42,0.6626666666666667,0.5404157575757577,12.225090909090907,5,4.8,0.7400606060606061,0.5598830303030302,18.017757575757578,0.6626666666666667,0.5445800000000001,11.80866666666667,,,
OpenBMI_ERP,B1_SAME_SCALE_63,51,0.6079393939393939,0.5168484848484848,9.109090909090911,5,4.8,0.6683030303030304,0.538501212121212,12.980181818181823,0.6079393939393939,0.5212163636363636,8.67230303030303,,,
OpenBMI_ERP,B1_SAME_SCALE_63,54,0.5533333333333333,0.5152806060606061,3.805272727272726,5,4.8,0.554969696969697,0.5173345454545454,3.7635151515151533,0.574060606060606,0.5219539393939394,5.210666666666664,,,
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,12,0.7964242424242425,0.600170303030303,19.625393939393938,5,5.8,0.8232121212121213,0.6209418181818182,20.2270303030303,0.7964242424242425,0.6074424242424242,18.89818181818182,,,
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,13,0.7030909090909091,0.5896939393939393,11.33969696969697,5,5.8,0.7196969696969697,0.5942139393939394,12.548303030303032,0.7349696969696969,0.6007109090909092,13.425878787878784,,,
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,17,0.561030303030303,0.5366666666666666,2.4363636363636387,5,5.8,0.5626060606060606,0.5456145454545455,1.6991515151515113,0.6072121212121212,0.5517090909090909,5.55030303030303,,,
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,18,0.5358145432493522,0.516408548064024,1.940599518532813,5,5.8,0.5358145432493522,0.5169913354282669,1.8823207821085308,0.6224848484848484,0.5472363636363636,7.524848484848484,,,
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,24,0.5953939393939394,0.5327945454545454,6.259939393939393,5,5.8,0.7427272727272728,0.5765945454545454,16.613272727272726,0.5953939393939394,0.5345193939393938,6.087454545454547,,,
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,25,0.5519999999999999,0.5205387878787879,3.146121212121211,5,5.8,0.5638181818181818,0.5250715151515151,3.8746666666666685,0.5519999999999999,0.5222781818181819,2.972181818181816,,,
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,29,0.5812727272727273,0.5318490909090909,4.942363636363639,5,5.8,0.5812727272727273,0.5334290909090909,4.784363636363641,0.6052121212121213,0.5406775757575757,6.453454545454546,,,
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,36,0.7706060606060606,0.5998672727272727,17.07387878787879,5,5.8,0.7957575757575758,0.6125812121212121,18.317636363636367,0.7752727272727273,0.6085218181818182,16.67509090909091,,,
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,37,0.6324848484848485,0.5483218181818181,8.416303030303034,5,5.8,0.6324848484848485,0.5505515151515151,8.193333333333339,0.7471515151515151,0.5932000000000001,15.395151515151516,,,
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,39,0.5767272727272728,0.5241557575757575,5.257151515151515,5,5.8,0.6472121212121212,0.5499890909090909,9.72230303030303,0.5867878787878787,0.5306430303030303,5.614484848484851,,,
