epoch,validation_macro_BA,validation_BA_mi,validation_BA_erp,validation_BA_ssvep,train_task_loss,train_subject_loss,train_total_loss,train_grad_norm,lambda_inv_effective,lambda_inv_effective_mi,lambda_inv_effective_erp,lambda_inv_effective_ssvep,spectrum_positive_rho_count,spectrum_pca_overlap,spectrum_alignment_mean,elapsed_seconds
0,0.7564983164983164,0.7,0.613939393939394,0.9555555555555555,0.4089420476445445,3.488804746557165,3.897746792546025,0.9939482774999406,0.0,0.0,0.0,0.0,19,0.66690279637788,1.0,9.241241216659546
1,0.7548989898989898,0.6950000000000001,0.6135858585858586,0.956111111111111,0.4050958885086907,3.3850537052860967,3.7901495827568903,1.0740984777609508,0.0,0.0,0.0,0.0,19,0.66690279637788,1.0,16.874158143997192
2,0.7540684624017958,0.6922222222222223,0.6194276094276094,0.9505555555555556,0.40122962715449156,3.259659519901982,3.6608891310515226,1.0518992984736408,0.025,0.015,0.025,0.034999999999999996,19,0.66690279637788,1.0,24.503973484039307
3,0.7567732884399551,0.7,0.611986531986532,0.9583333333333334,0.4013648408430594,3.186824162801107,3.588188992606269,1.107235978047053,0.05,0.03,0.05,0.06999999999999999,19,0.66690279637788,1.0,32.06498336791992
4,0.7540404040404041,0.6977777777777778,0.6093434343434343,0.9550000000000001,0.40216827392578125,3.670470153843915,4.072638370372631,1.0946129339712638,0.07500000000000001,0.045000000000000005,0.07500000000000001,0.10500000000000001,19,0.7004698745123872,0.551379945473072,41.77197289466858
5,0.7549214365881033,0.6966666666666667,0.6153198653198653,0.9527777777777778,0.3976372154774489,3.5749357673856945,3.972572958027875,1.0356798922574078,0.1,0.06,0.1,0.13999999999999999,19,0.7004698745123872,0.551379945473072,49.354591608047485
6,0.7582547699214367,0.7033333333333334,0.616986531986532,0.9544444444444445,0.3976254689472693,3.5284774082678334,3.9261028545874135,1.047545075416565,0.1,0.06,0.1,0.13999999999999999,19,0.7004698745123872,0.551379945473072,57.07320261001587
7,0.7548989898989898,0.7044444444444444,0.6041414141414141,0.9561111111111111,0.39980568874765327,3.4907012118233576,3.8905068856698497,1.0445491219008411,0.1,0.06,0.1,0.13999999999999999,19,0.7004698745123872,0.551379945473072,64.65973854064941
8,0.7547250280583614,0.7055555555555555,0.6069528619528619,0.9516666666666667,0.3998094791615451,3.451538810023555,3.8513482676612005,1.018355713950263,0.1,0.06,0.1,0.13999999999999999,19,0.6669501591519789,0.6775764317455668,74.51506114006042
9,0.7621941638608306,0.7038888888888889,0.6282491582491583,0.9544444444444444,0.3949377840315854,3.422892455701475,3.817830240284955,1.0943571704405326,0.1,0.06,0.1,0.13999999999999999,19,0.6669501591519789,0.6775764317455668,82.235347032547
10,0.7562401795735129,0.6977777777777778,0.6170538720538721,0.9538888888888888,0.3973307521254928,3.407627979914347,3.8049587232095226,1.0736122396257188,0.1,0.06,0.1,0.13999999999999999,19,0.6669501591519789,0.6775764317455668,90.04520058631897
11,0.7602356902356903,0.7033333333333334,0.6251515151515152,0.9522222222222223,0.40121328002876705,3.367688602871365,3.7689018646876016,1.1049916600739513,0.1,0.06,0.1,0.13999999999999999,19,0.6669501591519789,0.6775764317455668,97.8003089427948
