epoch,method_strict_inductive_BA,control_strict_inductive_BA,method_loss,control_loss,geometry_loss,drift_loss,steps,elapsed_seconds
0,0.7661111111111112,0.7683333333333333,1.6953031848853743,0.40424127813795924,4.304293615717284,3.885706124892077e-05,71,2.1216354370117188
1,0.7705555555555555,0.7705555555555555,1.6883460803770682,0.39607744989260824,4.308010984474505,0.00025095277003497934,71,4.301837921142578
2,0.7611111111111111,0.7638888888888888,1.5548978724949796,0.37121167380205344,3.944922856881585,0.0009956115948587237,71,6.521133899688721
3,0.7627777777777778,0.7633333333333333,1.51840078830719,0.37512736148397685,3.7992554281798885,0.0025452691553370425,71,8.672871351242065
4,0.7644444444444445,0.7655555555555555,1.4188799304021915,0.35983751945092646,3.511577999088126,0.005666199464901862,71,10.855232954025269
5,0.7627777777777778,0.7655555555555555,1.3678777066754624,0.37360682642795673,3.290305508694179,0.010686773111597754,71,13.020098686218262
6,0.758888888888889,0.7616666666666667,1.332573758884215,0.37953476230023614,3.150886854655306,0.01880994974307611,71,15.242768049240112
7,0.7638888888888888,0.7633333333333334,1.1617398085728499,0.3656952219529891,2.6069117431909268,0.029846879430639912,71,17.402531147003174
8,0.7561111111111112,0.7611111111111111,1.1144304418228042,0.36335809276977055,2.455723424192885,0.045039095482985736,71,19.643306970596313
9,0.7594444444444444,0.76,1.1115030730274362,0.3693590751835998,2.4112405659447256,0.06391104121863002,71,21.80725336074829
10,0.7572222222222222,0.7605555555555557,1.0918206790803184,0.3881393467456522,2.2835209436819586,0.07868640271710678,71,24.00372552871704
11,0.7577777777777778,0.758888888888889,1.0034466893740104,0.3837060344890809,1.9911198876273464,0.10286991350667578,71,26.1654314994812
12,0.758888888888889,0.7561111111111111,0.924821997612295,0.3686109204107607,1.7734209164767198,0.1261231932841556,71,28.359589099884033
13,0.7583333333333333,0.7611111111111111,0.963638423614099,0.3822210653566978,1.8477227150554387,0.15400543074372788,71,30.542459726333618
14,0.7594444444444445,0.7577777777777778,0.8324289225356679,0.36423605596515496,1.4749544892512576,0.1810771682312791,71,32.75151872634888
15,0.76,0.7594444444444444,0.87414430564558,0.3670786331656953,1.5794742048626216,0.20263501938799738,71,34.93596363067627
16,0.7577777777777778,0.7561111111111112,0.8532224486411457,0.3737366923563917,1.4907277898049691,0.23719939358637365,71,37.11864447593689
17,0.7605555555555557,0.7611111111111111,0.7800760848421446,0.3671022664073487,1.2547530611635933,0.26676316538327177,71,39.31442213058472
18,0.7583333333333333,0.7555555555555555,0.8126186178603643,0.3773469568138391,1.3208996418496253,0.289992845813993,71,41.48331260681152
19,0.7516666666666667,0.7555555555555555,0.8025513446666825,0.36974201529798373,1.3033631330644582,0.31117894007286556,71,43.68340802192688
20,0.7594444444444445,0.7566666666666666,0.7980503486075872,0.3746388871485079,1.2626932542508758,0.34819985191586994,71,45.893290996551514
21,0.7622222222222221,0.7622222222222221,0.8220701452711938,0.3865930675201013,1.299650535197325,0.38671952024312084,71,48.10654258728027
22,0.7527777777777778,0.7522222222222222,0.7782571382925544,0.36011957849415255,1.2299251929974893,0.4059713298166302,71,50.323787689208984
23,0.7605555555555555,0.7616666666666667,0.7826109612491768,0.3741505284544448,1.1835642284910444,0.4478275184060486,71,52.49970483779907
