benchmark,screening_subjects,updated_screening_baseline_BA,multi_backbone_oracle_BA,oracle_headroom_pp,headroom_state,phase_B_started,internal_holdout_used,OUTER_TEST_USED
OpenBMI,18,0.8588888888888889,0.8794444444444445,2.055555555555555,V8_HEADROOM_WEAK,False,False,False
WBCIC,12,0.8229166666666665,0.84375,2.083333333333348,V8_HEADROOM_WEAK,False,False,False
