benchmark,family_id,candidate_id,origin_family,origin_method,origin_file,complete_expected_trials,mean_subject_BA,positive_subject_fraction,eligible,eligibility_rule,selection_scope,internal_holdout_used,OUTER_TEST_USED
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB000__LR_COVERAGE_CONFORMER_NORM_K4_R4__E0_BLEND50,WBCIC_S1S2_to_S3_authorized_development__LR_COVERAGE_CONFORMER_NORM_K4_R4,LR_COVERAGE_CONFORMER_NORM_K4_R4__E0_BLEND50,WBCIC_LR_COVERAGE_CONFORMER_NORM_K4_R4_SEARCH_PREDICTIONS.csv,True,0.8008333333333333,0.25,False,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB042__MULTISCALE_TCN_BANK_K4__E0_STANDALONE,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_BANK_K4,MULTISCALE_TCN_BANK_K4__E0_STANDALONE,WBCIC_MULTISCALE_TCN_BANK_K4_SEARCH_PREDICTIONS.csv,False,,,False,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB043__MULTISCALE_TCN_BANK_K4__E1_GENERIC_BLEND50,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_BANK_K4,MULTISCALE_TCN_BANK_K4__E1_GENERIC_BLEND50,WBCIC_MULTISCALE_TCN_BANK_K4_SEARCH_PREDICTIONS.csv,False,,,False,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB044__MULTISCALE_TCN_BANK_K4__E1_HISTORY_RESIDUAL50,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_BANK_K4,MULTISCALE_TCN_BANK_K4__E1_HISTORY_RESIDUAL50,WBCIC_MULTISCALE_TCN_BANK_K4_SEARCH_PREDICTIONS.csv,False,,,False,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB045__MULTISCALE_TCN_BANK_K4__E1_STANDALONE,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_BANK_K4,MULTISCALE_TCN_BANK_K4__E1_STANDALONE,WBCIC_MULTISCALE_TCN_BANK_K4_SEARCH_PREDICTIONS.csv,False,,,False,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB046__MULTISCALE_TCN_BANK_K4__E2_GENERIC_BLEND50,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_BANK_K4,MULTISCALE_TCN_BANK_K4__E2_GENERIC_BLEND50,WBCIC_MULTISCALE_TCN_BANK_K4_SEARCH_PREDICTIONS.csv,False,,,False,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB047__MULTISCALE_TCN_BANK_K4__E2_HISTORY_RESIDUAL50,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_BANK_K4,MULTISCALE_TCN_BANK_K4__E2_HISTORY_RESIDUAL50,WBCIC_MULTISCALE_TCN_BANK_K4_SEARCH_PREDICTIONS.csv,False,,,False,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB048__MULTISCALE_TCN_BANK_K4__E2_STANDALONE,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_BANK_K4,MULTISCALE_TCN_BANK_K4__E2_STANDALONE,WBCIC_MULTISCALE_TCN_BANK_K4_SEARCH_PREDICTIONS.csv,False,,,False,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB049__MULTISCALE_TCN_BANK_K4__E3_GENERIC_BLEND50,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_BANK_K4,MULTISCALE_TCN_BANK_K4__E3_GENERIC_BLEND50,WBCIC_MULTISCALE_TCN_BANK_K4_SEARCH_PREDICTIONS.csv,False,,,False,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB050__MULTISCALE_TCN_BANK_K4__E3_HISTORY_RESIDUAL50,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_BANK_K4,MULTISCALE_TCN_BANK_K4__E3_HISTORY_RESIDUAL50,WBCIC_MULTISCALE_TCN_BANK_K4_SEARCH_PREDICTIONS.csv,False,,,False,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB051__MULTISCALE_TCN_BANK_K4__E3_STANDALONE,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_BANK_K4,MULTISCALE_TCN_BANK_K4__E3_STANDALONE,WBCIC_MULTISCALE_TCN_BANK_K4_SEARCH_PREDICTIONS.csv,False,,,False,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB052__MULTISCALE_TCN_LR_STAGED_BANK_K4_R8__E0_GENERIC_BLEND50,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_LR_STAGED_BANK_K4_R8,MULTISCALE_TCN_LR_STAGED_BANK_K4_R8__E0_GENERIC_BLEND50,WBCIC_MULTISCALE_TCN_LR_STAGED_BANK_K4_R8_SEARCH_PREDICTIONS.csv,True,0.8104166666666668,0.3333333333333333,True,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB053__MULTISCALE_TCN_LR_STAGED_BANK_K4_R8__E0_HISTORY_RESIDUAL50,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_LR_STAGED_BANK_K4_R8,MULTISCALE_TCN_LR_STAGED_BANK_K4_R8__E0_HISTORY_RESIDUAL50,WBCIC_MULTISCALE_TCN_LR_STAGED_BANK_K4_R8_SEARCH_PREDICTIONS.csv,True,0.7920833333333334,0.4166666666666667,False,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB054__MULTISCALE_TCN_LR_STAGED_BANK_K4_R8__E0_STANDALONE,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_LR_STAGED_BANK_K4_R8,MULTISCALE_TCN_LR_STAGED_BANK_K4_R8__E0_STANDALONE,WBCIC_MULTISCALE_TCN_LR_STAGED_BANK_K4_R8_SEARCH_PREDICTIONS.csv,True,0.7945833333333333,0.4166666666666667,False,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB055__MULTISCALE_TCN_LR_STAGED_BANK_K4_R8__E1_GENERIC_BLEND50,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_LR_STAGED_BANK_K4_R8,MULTISCALE_TCN_LR_STAGED_BANK_K4_R8__E1_GENERIC_BLEND50,WBCIC_MULTISCALE_TCN_LR_STAGED_BANK_K4_R8_SEARCH_PREDICTIONS.csv,True,0.8108333333333334,0.3333333333333333,True,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB056__MULTISCALE_TCN_LR_STAGED_BANK_K4_R8__E1_HISTORY_RESIDUAL50,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_LR_STAGED_BANK_K4_R8,MULTISCALE_TCN_LR_STAGED_BANK_K4_R8__E1_HISTORY_RESIDUAL50,WBCIC_MULTISCALE_TCN_LR_STAGED_BANK_K4_R8_SEARCH_PREDICTIONS.csv,True,0.7720833333333332,0.3333333333333333,False,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB057__MULTISCALE_TCN_LR_STAGED_BANK_K4_R8__E1_STANDALONE,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_LR_STAGED_BANK_K4_R8,MULTISCALE_TCN_LR_STAGED_BANK_K4_R8__E1_STANDALONE,WBCIC_MULTISCALE_TCN_LR_STAGED_BANK_K4_R8_SEARCH_PREDICTIONS.csv,True,0.79625,0.4166666666666667,False,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB058__MULTISCALE_TCN_LR_STAGED_BANK_K4_R8__E2_GENERIC_BLEND50,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_LR_STAGED_BANK_K4_R8,MULTISCALE_TCN_LR_STAGED_BANK_K4_R8__E2_GENERIC_BLEND50,WBCIC_MULTISCALE_TCN_LR_STAGED_BANK_K4_R8_SEARCH_PREDICTIONS.csv,True,0.81625,0.5,True,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB059__MULTISCALE_TCN_LR_STAGED_BANK_K4_R8__E2_HISTORY_RESIDUAL50,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_LR_STAGED_BANK_K4_R8,MULTISCALE_TCN_LR_STAGED_BANK_K4_R8__E2_HISTORY_RESIDUAL50,WBCIC_MULTISCALE_TCN_LR_STAGED_BANK_K4_R8_SEARCH_PREDICTIONS.csv,True,0.7787499999999999,0.25,False,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB060__MULTISCALE_TCN_LR_STAGED_BANK_K4_R8__E2_STANDALONE,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_LR_STAGED_BANK_K4_R8,MULTISCALE_TCN_LR_STAGED_BANK_K4_R8__E2_STANDALONE,WBCIC_MULTISCALE_TCN_LR_STAGED_BANK_K4_R8_SEARCH_PREDICTIONS.csv,True,0.795,0.4166666666666667,False,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB061__MULTISCALE_TCN_LR_STAGED_BANK_K4_R8__E3_GENERIC_BLEND50,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_LR_STAGED_BANK_K4_R8,MULTISCALE_TCN_LR_STAGED_BANK_K4_R8__E3_GENERIC_BLEND50,WBCIC_MULTISCALE_TCN_LR_STAGED_BANK_K4_R8_SEARCH_PREDICTIONS.csv,True,0.8108333333333334,0.3333333333333333,True,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB062__MULTISCALE_TCN_LR_STAGED_BANK_K4_R8__E3_HISTORY_RESIDUAL50,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_LR_STAGED_BANK_K4_R8,MULTISCALE_TCN_LR_STAGED_BANK_K4_R8__E3_HISTORY_RESIDUAL50,WBCIC_MULTISCALE_TCN_LR_STAGED_BANK_K4_R8_SEARCH_PREDICTIONS.csv,True,0.7720833333333332,0.25,False,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB063__MULTISCALE_TCN_LR_STAGED_BANK_K4_R8__E3_STANDALONE,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_LR_STAGED_BANK_K4_R8,MULTISCALE_TCN_LR_STAGED_BANK_K4_R8__E3_STANDALONE,WBCIC_MULTISCALE_TCN_LR_STAGED_BANK_K4_R8_SEARCH_PREDICTIONS.csv,True,0.7975,0.4166666666666667,False,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB064__MULTISCALE_TCN_LR_STAGED_BANK_K4_R8__FEATURE_HEAD_BLEND50,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_LR_STAGED_BANK_K4_R8,MULTISCALE_TCN_LR_STAGED_BANK_K4_R8__FEATURE_HEAD_BLEND50,WBCIC_MULTISCALE_TCN_LR_STAGED_BANK_K4_R8_SEARCH_PREDICTIONS.csv,True,0.8108333333333334,0.5833333333333334,True,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB065__MULTISCALE_TCN_LR_STAGED_BANK_K4_R8__FEATURE_HEAD_STANDALONE,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_LR_STAGED_BANK_K4_R8,MULTISCALE_TCN_LR_STAGED_BANK_K4_R8__FEATURE_HEAD_STANDALONE,WBCIC_MULTISCALE_TCN_LR_STAGED_BANK_K4_R8_SEARCH_PREDICTIONS.csv,True,0.7854166666666665,0.16666666666666666,False,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB066__MULTISCALE_TCN_LR_STAGED_BANK_K4_R8__POPULATION_BLEND50,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_LR_STAGED_BANK_K4_R8,MULTISCALE_TCN_LR_STAGED_BANK_K4_R8__POPULATION_BLEND50,WBCIC_MULTISCALE_TCN_LR_STAGED_BANK_K4_R8_SEARCH_PREDICTIONS.csv,True,0.8129166666666667,0.3333333333333333,True,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB067__MULTISCALE_TCN_LR_STAGED_BANK_K4_R8__POPULATION_STANDALONE,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_LR_STAGED_BANK_K4_R8,MULTISCALE_TCN_LR_STAGED_BANK_K4_R8__POPULATION_STANDALONE,WBCIC_MULTISCALE_TCN_LR_STAGED_BANK_K4_R8_SEARCH_PREDICTIONS.csv,True,0.795,0.4166666666666667,False,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB068__MULTISCALE_TCN_STAGED_BANK_K4__E0_GENERIC_BLEND50,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_STAGED_BANK_K4,MULTISCALE_TCN_STAGED_BANK_K4__E0_GENERIC_BLEND50,WBCIC_MULTISCALE_TCN_STAGED_BANK_K4_SEARCH_PREDICTIONS.csv,True,0.8229166666666665,0.5833333333333334,True,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB069__MULTISCALE_TCN_STAGED_BANK_K4__E0_HISTORY_RESIDUAL50,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_STAGED_BANK_K4,MULTISCALE_TCN_STAGED_BANK_K4__E0_HISTORY_RESIDUAL50,WBCIC_MULTISCALE_TCN_STAGED_BANK_K4_SEARCH_PREDICTIONS.csv,True,0.7845833333333333,0.3333333333333333,False,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB070__MULTISCALE_TCN_STAGED_BANK_K4__E0_STANDALONE,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_STAGED_BANK_K4,MULTISCALE_TCN_STAGED_BANK_K4__E0_STANDALONE,WBCIC_MULTISCALE_TCN_STAGED_BANK_K4_SEARCH_PREDICTIONS.csv,True,0.8025000000000001,0.3333333333333333,False,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB071__MULTISCALE_TCN_STAGED_BANK_K4__E1_GENERIC_BLEND50,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_STAGED_BANK_K4,MULTISCALE_TCN_STAGED_BANK_K4__E1_GENERIC_BLEND50,WBCIC_MULTISCALE_TCN_STAGED_BANK_K4_SEARCH_PREDICTIONS.csv,True,0.8216666666666667,0.5,True,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB072__MULTISCALE_TCN_STAGED_BANK_K4__E1_HISTORY_RESIDUAL50,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_STAGED_BANK_K4,MULTISCALE_TCN_STAGED_BANK_K4__E1_HISTORY_RESIDUAL50,WBCIC_MULTISCALE_TCN_STAGED_BANK_K4_SEARCH_PREDICTIONS.csv,True,0.7824999999999999,0.25,False,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB073__MULTISCALE_TCN_STAGED_BANK_K4__E1_STANDALONE,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_STAGED_BANK_K4,MULTISCALE_TCN_STAGED_BANK_K4__E1_STANDALONE,WBCIC_MULTISCALE_TCN_STAGED_BANK_K4_SEARCH_PREDICTIONS.csv,True,0.8004166666666667,0.3333333333333333,False,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB074__MULTISCALE_TCN_STAGED_BANK_K4__E2_GENERIC_BLEND50,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_STAGED_BANK_K4,MULTISCALE_TCN_STAGED_BANK_K4__E2_GENERIC_BLEND50,WBCIC_MULTISCALE_TCN_STAGED_BANK_K4_SEARCH_PREDICTIONS.csv,True,0.8220833333333332,0.5833333333333334,True,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB075__MULTISCALE_TCN_STAGED_BANK_K4__E2_HISTORY_RESIDUAL50,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_STAGED_BANK_K4,MULTISCALE_TCN_STAGED_BANK_K4__E2_HISTORY_RESIDUAL50,WBCIC_MULTISCALE_TCN_STAGED_BANK_K4_SEARCH_PREDICTIONS.csv,True,0.785,0.25,False,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB076__MULTISCALE_TCN_STAGED_BANK_K4__E2_STANDALONE,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_STAGED_BANK_K4,MULTISCALE_TCN_STAGED_BANK_K4__E2_STANDALONE,WBCIC_MULTISCALE_TCN_STAGED_BANK_K4_SEARCH_PREDICTIONS.csv,True,0.7999999999999999,0.3333333333333333,False,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB077__MULTISCALE_TCN_STAGED_BANK_K4__E3_GENERIC_BLEND50,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_STAGED_BANK_K4,MULTISCALE_TCN_STAGED_BANK_K4__E3_GENERIC_BLEND50,WBCIC_MULTISCALE_TCN_STAGED_BANK_K4_SEARCH_PREDICTIONS.csv,True,0.8195833333333334,0.5,True,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB078__MULTISCALE_TCN_STAGED_BANK_K4__E3_HISTORY_RESIDUAL50,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_STAGED_BANK_K4,MULTISCALE_TCN_STAGED_BANK_K4__E3_HISTORY_RESIDUAL50,WBCIC_MULTISCALE_TCN_STAGED_BANK_K4_SEARCH_PREDICTIONS.csv,True,0.7916666666666666,0.16666666666666666,False,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB079__MULTISCALE_TCN_STAGED_BANK_K4__E3_STANDALONE,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_STAGED_BANK_K4,MULTISCALE_TCN_STAGED_BANK_K4__E3_STANDALONE,WBCIC_MULTISCALE_TCN_STAGED_BANK_K4_SEARCH_PREDICTIONS.csv,True,0.8004166666666667,0.25,False,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB080__MULTISCALE_TCN_STAGED_BANK_K4__FEATURE_HEAD_BLEND50,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_STAGED_BANK_K4,MULTISCALE_TCN_STAGED_BANK_K4__FEATURE_HEAD_BLEND50,WBCIC_MULTISCALE_TCN_STAGED_BANK_K4_SEARCH_PREDICTIONS.csv,True,0.8125,0.4166666666666667,True,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB081__MULTISCALE_TCN_STAGED_BANK_K4__FEATURE_HEAD_STANDALONE,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_STAGED_BANK_K4,MULTISCALE_TCN_STAGED_BANK_K4__FEATURE_HEAD_STANDALONE,WBCIC_MULTISCALE_TCN_STAGED_BANK_K4_SEARCH_PREDICTIONS.csv,True,0.7929166666666667,0.25,False,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB082__MULTISCALE_TCN_STAGED_BANK_K4__POPULATION_BLEND50,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_STAGED_BANK_K4,MULTISCALE_TCN_STAGED_BANK_K4__POPULATION_BLEND50,WBCIC_MULTISCALE_TCN_STAGED_BANK_K4_SEARCH_PREDICTIONS.csv,True,0.8204166666666666,0.5833333333333334,True,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
