benchmark,family_id,method_id,subject_id,source_fold,BA,NLL,OUTER_TEST_USED
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__META_SGD_CONFORMER_NORM_K4,B_STRONG_MATCHED_V7,sub-1,0,0.97,0.1544126180454437,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__META_SGD_CONFORMER_NORM_K4,B_STRONG_MATCHED_V7,sub-5,0,0.825,0.35659482458460334,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__META_SGD_CONFORMER_NORM_K4,B_STRONG_MATCHED_V7,sub-16,0,0.595,0.6933387070038838,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__META_SGD_CONFORMER_NORM_K4,B_STRONG_MATCHED_V7,sub-28,0,0.72,0.5001153110039028,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__META_SGD_CONFORMER_NORM_K4,B_STRONG_MATCHED_V7,sub-37,0,0.865,0.34223225874545826,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__META_SGD_CONFORMER_NORM_K4,B_STRONG_MATCHED_V7,sub-11,1,0.75,0.459063843908295,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__META_SGD_CONFORMER_NORM_K4,B_STRONG_MATCHED_V7,sub-13,1,0.905,0.2673013300046078,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__META_SGD_CONFORMER_NORM_K4,B_STRONG_MATCHED_V7,sub-18,1,0.66,0.6107008449228789,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__META_SGD_CONFORMER_NORM_K4,B_STRONG_MATCHED_V7,sub-27,1,0.655,0.6210369784613875,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__META_SGD_CONFORMER_NORM_K4,B_STRONG_MATCHED_V7,sub-36,1,0.98,0.050531113168512005,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__META_SGD_CONFORMER_NORM_K4,B_STRONG_MATCHED_V7,sub-44,1,0.885,0.3128380241354206,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__META_SGD_CONFORMER_NORM_K4,B_STRONG_MATCHED_V7,sub-45,1,0.955,0.13425875168403492,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__META_SGD_CONFORMER_NORM_K4,META_SGD_CONFORMER_NORM_K4__E0_STANDALONE,sub-1,0,0.935,0.17196751342381972,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__META_SGD_CONFORMER_NORM_K4,META_SGD_CONFORMER_NORM_K4__E0_STANDALONE,sub-5,0,0.8049999999999999,0.41233014733687673,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__META_SGD_CONFORMER_NORM_K4,META_SGD_CONFORMER_NORM_K4__E0_STANDALONE,sub-16,0,0.6,0.7165195479073796,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__META_SGD_CONFORMER_NORM_K4,META_SGD_CONFORMER_NORM_K4__E0_STANDALONE,sub-28,0,0.7250000000000001,0.5225910411964574,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__META_SGD_CONFORMER_NORM_K4,META_SGD_CONFORMER_NORM_K4__E0_STANDALONE,sub-37,0,0.805,0.42440559355568963,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__META_SGD_CONFORMER_NORM_K4,META_SGD_CONFORMER_NORM_K4__E0_BLEND50,sub-1,0,0.945,0.15796246949228065,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__META_SGD_CONFORMER_NORM_K4,META_SGD_CONFORMER_NORM_K4__E0_BLEND50,sub-5,0,0.835,0.3762859609175049,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__META_SGD_CONFORMER_NORM_K4,META_SGD_CONFORMER_NORM_K4__E0_BLEND50,sub-16,0,0.615,0.682953001934159,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__META_SGD_CONFORMER_NORM_K4,META_SGD_CONFORMER_NORM_K4__E0_BLEND50,sub-28,0,0.755,0.49832313230495445,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__META_SGD_CONFORMER_NORM_K4,META_SGD_CONFORMER_NORM_K4__E0_BLEND50,sub-37,0,0.86,0.36852967334123987,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__META_SGD_CONFORMER_NORM_K4,META_SGD_CONFORMER_NORM_K4__E1_STANDALONE,sub-1,0,0.9299999999999999,0.1754255939073426,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__META_SGD_CONFORMER_NORM_K4,META_SGD_CONFORMER_NORM_K4__E1_STANDALONE,sub-5,0,0.835,0.37703095810556675,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__META_SGD_CONFORMER_NORM_K4,META_SGD_CONFORMER_NORM_K4__E1_STANDALONE,sub-16,0,0.585,0.7553631954616168,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__META_SGD_CONFORMER_NORM_K4,META_SGD_CONFORMER_NORM_K4__E1_STANDALONE,sub-28,0,0.69,0.515317340050048,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__META_SGD_CONFORMER_NORM_K4,META_SGD_CONFORMER_NORM_K4__E1_STANDALONE,sub-37,0,0.845,0.4151135548293455,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__META_SGD_CONFORMER_NORM_K4,META_SGD_CONFORMER_NORM_K4__E1_BLEND50,sub-1,0,0.955,0.16052175535992586,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__META_SGD_CONFORMER_NORM_K4,META_SGD_CONFORMER_NORM_K4__E1_BLEND50,sub-5,0,0.845,0.35946355038641875,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__META_SGD_CONFORMER_NORM_K4,META_SGD_CONFORMER_NORM_K4__E1_BLEND50,sub-16,0,0.575,0.7097102052503486,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__META_SGD_CONFORMER_NORM_K4,META_SGD_CONFORMER_NORM_K4__E1_BLEND50,sub-28,0,0.75,0.4926312631946513,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__META_SGD_CONFORMER_NORM_K4,META_SGD_CONFORMER_NORM_K4__E1_BLEND50,sub-37,0,0.875,0.368468531938997,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__META_SGD_CONFORMER_NORM_K4,META_SGD_CONFORMER_NORM_K4__E2_STANDALONE,sub-1,0,0.94,0.18310805090998605,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__META_SGD_CONFORMER_NORM_K4,META_SGD_CONFORMER_NORM_K4__E2_STANDALONE,sub-5,0,0.825,0.39278429222551153,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__META_SGD_CONFORMER_NORM_K4,META_SGD_CONFORMER_NORM_K4__E2_STANDALONE,sub-16,0,0.595,0.7032036312051204,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__META_SGD_CONFORMER_NORM_K4,META_SGD_CONFORMER_NORM_K4__E2_STANDALONE,sub-28,0,0.73,0.501843685807061,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__META_SGD_CONFORMER_NORM_K4,META_SGD_CONFORMER_NORM_K4__E2_STANDALONE,sub-37,0,0.855,0.3936706290018839,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__META_SGD_CONFORMER_NORM_K4,META_SGD_CONFORMER_NORM_K4__E2_BLEND50,sub-1,0,0.95,0.16490476150167147,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__META_SGD_CONFORMER_NORM_K4,META_SGD_CONFORMER_NORM_K4__E2_BLEND50,sub-5,0,0.835,0.3684075575908299,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__META_SGD_CONFORMER_NORM_K4,META_SGD_CONFORMER_NORM_K4__E2_BLEND50,sub-16,0,0.6,0.6844867219216857,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__META_SGD_CONFORMER_NORM_K4,META_SGD_CONFORMER_NORM_K4__E2_BLEND50,sub-28,0,0.74,0.49169020268368996,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__META_SGD_CONFORMER_NORM_K4,META_SGD_CONFORMER_NORM_K4__E2_BLEND50,sub-37,0,0.885,0.3587434860451545,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__META_SGD_CONFORMER_NORM_K4,META_SGD_CONFORMER_NORM_K4__E3_STANDALONE,sub-1,0,0.94,0.17947850523526074,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__META_SGD_CONFORMER_NORM_K4,META_SGD_CONFORMER_NORM_K4__E3_STANDALONE,sub-5,0,0.84,0.4014571102132161,False
