epoch,loss,macro_f1,balanced_accuracy
1,1.3860619726933932,0.12879240877390752,0.2455592414831545
2,1.3831776066830284,0.20052201537011544,0.2631928759646151
3,1.3786070409574007,0.15528376444699912,0.24362412949369472
4,1.3567661454803066,0.22950157299332224,0.24994118200639942
5,1.3250947437788312,0.23797006814296212,0.2650439622489312
6,1.2610138184145878,0.24789200703611497,0.26111576053346236
7,1.1916167987020392,0.23446448064849962,0.25420884757064877
8,1.1309644109324406,0.23249990855300923,0.24962776612621335
9,1.061469035713296,0.26604718317003734,0.27312723508375686
10,0.9813035459894883,0.23159924133612655,0.24329810975773708
11,0.9252419503111589,0.21518202480766022,0.2282566682799602
12,0.8814858809897774,0.2382735363483488,0.24567687747035574
