dataset,fold,method,seed,subject_id,BA,accuracy,macro_F1,NLL,trials,outcome_subject_count_fold
OpenBMI,4,SSPG,0,23,0.72,0.72,0.7106242248863166,0.502942439385516,100,10
OpenBMI,4,SSPG,0,30,0.81,0.81,0.8095238095238095,0.3695285666295397,100,10
OpenBMI,4,SSPG,0,31,0.9099999999999999,0.91,0.9097744360902256,0.23370557858939084,100,10
OpenBMI,4,SSPG,0,37,0.88,0.88,0.8798076923076923,0.29442054174311266,100,10
OpenBMI,4,SSPG,0,39,0.81,0.81,0.8084484323016433,0.43432806525273615,100,10
OpenBMI,4,SSPG,0,49,0.8400000000000001,0.84,0.8357963875205254,0.42418976453110036,100,10
OpenBMI,4,CROSS_SUBJECT_K4_GUARD,0,3,0.95,0.95,0.9499549594635172,0.1656594597456851,100,10
OpenBMI,4,CROSS_SUBJECT_K4_GUARD,0,8,0.85,0.85,0.8498648783905515,0.3514915605554036,100,10
OpenBMI,4,CROSS_SUBJECT_K4_GUARD,0,11,0.76,0.76,0.7575757575757576,0.5600252165915769,100,10
OpenBMI,4,CROSS_SUBJECT_K4_GUARD,0,12,0.8,0.8,0.7987117552334944,0.4709751905648328,100,10
OpenBMI,4,CROSS_SUBJECT_K4_GUARD,0,23,0.74,0.74,0.7331691297208538,0.49650407070833524,100,10
OpenBMI,4,CROSS_SUBJECT_K4_GUARD,0,30,0.81,0.81,0.8095238095238095,0.36844982667294657,100,10
OpenBMI,4,CROSS_SUBJECT_K4_GUARD,0,31,0.8899999999999999,0.89,0.8897243107769424,0.23472934850969182,100,10
OpenBMI,4,CROSS_SUBJECT_K4_GUARD,0,37,0.88,0.88,0.8798076923076923,0.29306822778235203,100,10
OpenBMI,4,CROSS_SUBJECT_K4_GUARD,0,39,0.81,0.81,0.8084484323016433,0.43766365736155294,100,10
OpenBMI,4,CROSS_SUBJECT_K4_GUARD,0,49,0.8400000000000001,0.84,0.8357963875205254,0.4253080319941318,100,10
OpenBMI,4,RANDOM_DIRECTION_GUARD,0,3,0.94,0.94,0.9399759903961584,0.16267092885200157,100,10
OpenBMI,4,RANDOM_DIRECTION_GUARD,0,8,0.86,0.86,0.859775641025641,0.347573223086029,100,10
OpenBMI,4,RANDOM_DIRECTION_GUARD,0,11,0.74,0.74,0.7362012987012987,0.5648194574536647,100,10
OpenBMI,4,RANDOM_DIRECTION_GUARD,0,12,0.81,0.81,0.8090644156366193,0.46978125954893585,100,10
OpenBMI,4,RANDOM_DIRECTION_GUARD,0,23,0.79,0.79,0.7874278773155178,0.48195763502261146,100,10
OpenBMI,4,RANDOM_DIRECTION_GUARD,0,30,0.81,0.81,0.8095238095238095,0.3685807912754443,100,10
OpenBMI,4,RANDOM_DIRECTION_GUARD,0,31,0.8899999999999999,0.89,0.8894583458948849,0.23868878111903835,100,10
OpenBMI,4,RANDOM_DIRECTION_GUARD,0,37,0.88,0.88,0.8799519807923168,0.2934837842100143,100,10
OpenBMI,4,RANDOM_DIRECTION_GUARD,0,39,0.81,0.81,0.8084484323016433,0.45145703625166866,100,10
OpenBMI,4,RANDOM_DIRECTION_GUARD,0,49,0.8400000000000001,0.84,0.8357963875205254,0.4334995009269052,100,10
WBCIC,0,ANCHOR,0,1,0.905,0.905,0.9048834822657756,0.357747271360288,200,9
WBCIC,0,ANCHOR,0,3,0.855,0.855,0.8547057792028858,0.38457006293534257,200,9
WBCIC,0,ANCHOR,0,5,0.745,0.745,0.744993624840621,0.4309867767398948,200,9
WBCIC,0,ANCHOR,0,16,0.515,0.515,0.5059967915255532,0.7351794371523311,200,9
WBCIC,0,ANCHOR,0,19,0.94,0.94,0.94,0.18651020947696456,200,9
WBCIC,0,ANCHOR,0,21,0.835,0.835,0.8342999171499585,0.345235672315557,200,9
WBCIC,0,ANCHOR,0,28,0.6399999999999999,0.64,0.6390977443609023,0.5784459943283707,200,9
WBCIC,0,ANCHOR,0,33,0.95,0.95,0.95,0.19591067911616897,200,9
WBCIC,0,ANCHOR,0,37,0.8200000000000001,0.82,0.8198378540686617,0.40569050992286454,200,9
WBCIC,0,TASK_ONLY_MATCHED,0,1,0.92,0.92,0.91999199919992,0.28488936543385684,200,9
WBCIC,0,TASK_ONLY_MATCHED,0,3,0.855,0.855,0.854967367657723,0.33513521911786515,200,9
WBCIC,0,TASK_ONLY_MATCHED,0,5,0.75,0.75,0.7497747973175859,0.4463252388270931,200,9
WBCIC,0,TASK_ONLY_MATCHED,0,16,0.515,0.515,0.5105830116804158,0.7600729037078693,200,9
WBCIC,0,TASK_ONLY_MATCHED,0,19,0.93,0.93,0.93,0.16096216762644122,200,9
WBCIC,0,TASK_ONLY_MATCHED,0,21,0.8500000000000001,0.85,0.8497596153846154,0.3190998796407225,200,9
WBCIC,0,TASK_ONLY_MATCHED,0,28,0.62,0.62,0.6175523349436394,0.6106194191856887,200,9
WBCIC,0,TASK_ONLY_MATCHED,0,33,0.955,0.955,0.9549988749718743,0.16445798569769526,200,9
WBCIC,0,TASK_ONLY_MATCHED,0,37,0.865,0.865,0.8649696181640869,0.37821012148086497,200,9
WBCIC,0,SSPG,0,1,0.915,0.915,0.9149808706959066,0.29145767224489233,200,9
WBCIC,0,SSPG,0,3,0.855,0.855,0.854967367657723,0.33596955767219,200,9
WBCIC,0,SSPG,0,5,0.75,0.75,0.7497747973175859,0.4448769134156243,200,9
WBCIC,0,SSPG,0,16,0.52,0.52,0.5151515151515151,0.7581407927604725,200,9
WBCIC,0,SSPG,0,19,0.935,0.935,0.934998374959374,0.16179651586449606,200,9
WBCIC,0,SSPG,0,21,0.845,0.845,0.8446854881134297,0.3191306892817606,200,9
WBCIC,0,SSPG,0,28,0.62,0.62,0.6168968646032866,0.6033985094403925,200,9
WBCIC,0,SSPG,0,33,0.955,0.955,0.9549988749718743,0.16726112172007704,200,9
WBCIC,0,SSPG,0,37,0.865,0.865,0.8649696181640869,0.38044887122055465,200,9
WBCIC,0,CROSS_SUBJECT_K4_GUARD,0,1,0.915,0.915,0.9149808706959066,0.2850581704118542,200,9
WBCIC,0,CROSS_SUBJECT_K4_GUARD,0,3,0.855,0.855,0.854967367657723,0.33195152047639276,200,9
WBCIC,0,CROSS_SUBJECT_K4_GUARD,0,5,0.75,0.75,0.7497747973175859,0.4460625112253523,200,9
WBCIC,0,CROSS_SUBJECT_K4_GUARD,0,16,0.52,0.52,0.5151515151515151,0.7584771618329771,200,9
WBCIC,0,CROSS_SUBJECT_K4_GUARD,0,19,0.935,0.935,0.934998374959374,0.16058218983393402,200,9
WBCIC,0,CROSS_SUBJECT_K4_GUARD,0,21,0.845,0.845,0.8446854881134297,0.3177635695013513,200,9
WBCIC,0,CROSS_SUBJECT_K4_GUARD,0,28,0.62,0.62,0.6175523349436394,0.6077894230278261,200,9
WBCIC,0,CROSS_SUBJECT_K4_GUARD,0,33,0.955,0.955,0.9549988749718743,0.16645181900014677,200,9
WBCIC,0,CROSS_SUBJECT_K4_GUARD,0,37,0.86,0.86,0.8599859985998599,0.3772747966415343,200,9
WBCIC,0,RANDOM_DIRECTION_GUARD,0,1,0.92,0.92,0.91999199919992,0.2848910064004981,200,9
WBCIC,0,RANDOM_DIRECTION_GUARD,0,3,0.855,0.855,0.854967367657723,0.33514365717776556,200,9
WBCIC,0,RANDOM_DIRECTION_GUARD,0,5,0.75,0.75,0.7497747973175859,0.4463473698498534,200,9
WBCIC,0,RANDOM_DIRECTION_GUARD,0,16,0.515,0.515,0.5105830116804158,0.7600704870283103,200,9
WBCIC,0,RANDOM_DIRECTION_GUARD,0,19,0.93,0.93,0.93,0.160951170173659,200,9
WBCIC,0,RANDOM_DIRECTION_GUARD,0,21,0.8500000000000001,0.85,0.8497596153846154,0.3190980238566319,200,9
WBCIC,0,RANDOM_DIRECTION_GUARD,0,28,0.625,0.625,0.6228786926461345,0.610621501519083,200,9
WBCIC,0,RANDOM_DIRECTION_GUARD,0,33,0.955,0.955,0.9549988749718743,0.16445687793943126,200,9
WBCIC,0,RANDOM_DIRECTION_GUARD,0,37,0.865,0.865,0.8649696181640869,0.3782110598222751,200,9
WBCIC,1,ANCHOR,0,2,0.765,0.765,0.7645231593977806,0.47168946497663733,200,8
WBCIC,1,ANCHOR,0,11,0.6499999999999999,0.65,0.6494391025641025,0.5953112991675001,200,8
WBCIC,1,ANCHOR,0,13,0.81,0.81,0.8087761674718197,0.3915560119433875,200,8
WBCIC,1,ANCHOR,0,18,0.655,0.655,0.6503762255833396,0.6142495056578752,200,8
WBCIC,1,ANCHOR,0,27,0.58,0.58,0.5414346544382574,0.6740178789163747,200,8
WBCIC,1,ANCHOR,0,36,0.98,0.98,0.9799979997999799,0.16974627501938294,200,8
WBCIC,1,ANCHOR,0,44,0.79,0.79,0.7889659330720531,0.42583938663575666,200,8
WBCIC,1,ANCHOR,0,45,0.94,0.94,0.9399759903961584,0.19717359620634398,200,8
WBCIC,1,TASK_ONLY_MATCHED,0,2,0.775,0.775,0.7749943748593715,0.47168397695210357,200,8
WBCIC,1,TASK_ONLY_MATCHED,0,11,0.665,0.665,0.6645891216740507,0.5907904616938083,200,8
WBCIC,1,TASK_ONLY_MATCHED,0,13,0.845,0.845,0.8449961249031226,0.3173618191822647,200,8
WBCIC,1,TASK_ONLY_MATCHED,0,18,0.675,0.675,0.6731615336266499,0.6274672609125438,200,8
WBCIC,1,TASK_ONLY_MATCHED,0,27,0.62,0.62,0.6100164203612479,0.6579312931654466,200,8
WBCIC,1,TASK_ONLY_MATCHED,0,36,0.98,0.98,0.98,0.08328927008189839,200,8
WBCIC,1,TASK_ONLY_MATCHED,0,44,0.78,0.78,0.7794486215538847,0.3991369574027584,200,8
WBCIC,1,TASK_ONLY_MATCHED,0,45,0.94,0.94,0.93999399939994,0.13858326821431163,200,8
WBCIC,1,SSPG,0,2,0.775,0.775,0.7749943748593715,0.4644659502823083,200,8
WBCIC,1,SSPG,0,11,0.6599999999999999,0.66,0.6594551282051282,0.5840745460784618,200,8
WBCIC,1,SSPG,0,13,0.85,0.85,0.84998499849985,0.3257503920568213,200,8
WBCIC,1,SSPG,0,18,0.6699999999999999,0.67,0.6688077077478924,0.6247806471413522,200,8
WBCIC,1,SSPG,0,27,0.625,0.625,0.6169462958706811,0.6552952491424971,200,8
WBCIC,1,SSPG,0,36,0.98,0.98,0.98,0.0920771665220256,200,8
WBCIC,1,SSPG,0,44,0.7749999999999999,0.775,0.7745434504872366,0.3947490468163954,200,8
WBCIC,1,SSPG,0,45,0.94,0.94,0.93999399939994,0.14406502542618696,200,8
WBCIC,1,CROSS_SUBJECT_K4_GUARD,0,2,0.775,0.775,0.7749943748593715,0.46970724159641813,200,8
WBCIC,1,CROSS_SUBJECT_K4_GUARD,0,11,0.665,0.665,0.6645891216740507,0.5892195683852706,200,8
WBCIC,1,CROSS_SUBJECT_K4_GUARD,0,13,0.845,0.845,0.8449961249031226,0.3187867301832224,200,8
WBCIC,1,CROSS_SUBJECT_K4_GUARD,0,18,0.6799999999999999,0.68,0.6784242789669379,0.6267589388855072,200,8
WBCIC,1,CROSS_SUBJECT_K4_GUARD,0,27,0.625,0.625,0.6157688465380773,0.6582241959463602,200,8
WBCIC,1,CROSS_SUBJECT_K4_GUARD,0,36,0.98,0.98,0.98,0.08560980592509378,200,8
WBCIC,1,CROSS_SUBJECT_K4_GUARD,0,44,0.78,0.78,0.7794486215538847,0.3975320105703134,200,8
WBCIC,1,CROSS_SUBJECT_K4_GUARD,0,45,0.94,0.94,0.93999399939994,0.13973917960657029,200,8
WBCIC,1,RANDOM_DIRECTION_GUARD,0,2,0.775,0.775,0.7749943748593715,0.47169035311697316,200,8
WBCIC,1,RANDOM_DIRECTION_GUARD,0,11,0.665,0.665,0.6645891216740507,0.5908117960667514,200,8
WBCIC,1,RANDOM_DIRECTION_GUARD,0,13,0.845,0.845,0.8449961249031226,0.317343795586841,200,8
WBCIC,1,RANDOM_DIRECTION_GUARD,0,18,0.675,0.675,0.6731615336266499,0.6274335937185126,200,8
WBCIC,1,RANDOM_DIRECTION_GUARD,0,27,0.62,0.62,0.6100164203612479,0.6579336883539003,200,8
WBCIC,1,RANDOM_DIRECTION_GUARD,0,36,0.98,0.98,0.98,0.08328827276919169,200,8
WBCIC,1,RANDOM_DIRECTION_GUARD,0,44,0.78,0.78,0.7794486215538847,0.3991231398344884,200,8
WBCIC,1,RANDOM_DIRECTION_GUARD,0,45,0.94,0.94,0.93999399939994,0.13858997590266525,200,8
WBCIC,2,ANCHOR,0,9,0.605,0.605,0.6027655562539284,0.7386936622972463,200,8
WBCIC,2,ANCHOR,0,22,0.7250000000000001,0.725,0.7229986653572058,0.5872725432465385,200,8
WBCIC,2,ANCHOR,0,25,0.995,0.995,0.9949998749968749,0.032733156808723296,200,8
WBCIC,2,ANCHOR,0,26,0.675,0.675,0.6747967479674797,0.5933507406617458,200,8
WBCIC,2,ANCHOR,0,29,0.885,0.885,0.8848589522164652,0.3056292366252912,200,8
WBCIC,2,ANCHOR,0,34,0.565,0.565,0.5647279549718573,0.8417776212337297,200,8
WBCIC,2,ANCHOR,0,35,0.935,0.935,0.9349853717086345,0.19229309197453529,200,8
WBCIC,2,ANCHOR,0,49,0.91,0.91,0.91,0.20424552444814098,200,8
WBCIC,2,TASK_ONLY_MATCHED,0,9,0.64,0.64,0.6376811594202898,0.7090999961006509,200,8
WBCIC,2,TASK_ONLY_MATCHED,0,22,0.7250000000000001,0.725,0.7234443746071653,0.603133303481314,200,8
WBCIC,2,TASK_ONLY_MATCHED,0,25,0.99,0.99,0.99,0.03428478487506968,200,8
WBCIC,2,TASK_ONLY_MATCHED,0,26,0.685,0.685,0.6836634781953754,0.5821787103163824,200,8
WBCIC,2,TASK_ONLY_MATCHED,0,29,0.885,0.885,0.8849280800500312,0.3102487864443119,200,8
WBCIC,2,TASK_ONLY_MATCHED,0,34,0.545,0.545,0.544897601960441,0.8133922369405115,200,8
WBCIC,2,TASK_ONLY_MATCHED,0,35,0.935,0.935,0.9349853717086345,0.18589252938211487,200,8
WBCIC,2,TASK_ONLY_MATCHED,0,49,0.915,0.915,0.9149978749468737,0.20243951570034333,200,8
WBCIC,2,SSPG,0,9,0.625,0.625,0.6215848028456823,0.7136602401145825,200,8
WBCIC,2,SSPG,0,22,0.72,0.72,0.7181964573268921,0.5860004061455663,200,8
WBCIC,2,SSPG,0,25,0.99,0.99,0.99,0.03412892019786867,200,8
WBCIC,2,SSPG,0,26,0.675,0.675,0.6740138920233707,0.5863621478072595,200,8
WBCIC,2,SSPG,0,29,0.885,0.885,0.8849280800500312,0.3106916299911933,200,8
WBCIC,2,SSPG,0,34,0.55,0.55,0.54995499549955,0.8148408819112086,200,8
WBCIC,2,SSPG,0,35,0.935,0.935,0.9349853717086345,0.18744373813579074,200,8
WBCIC,2,SSPG,0,49,0.915,0.915,0.9149978749468737,0.20145008880398824,200,8
WBCIC,2,CROSS_SUBJECT_K4_GUARD,0,9,0.64,0.64,0.6376811594202898,0.7096149172492645,200,8
WBCIC,2,CROSS_SUBJECT_K4_GUARD,0,22,0.72,0.72,0.7181964573268921,0.5994548963169646,200,8
WBCIC,2,CROSS_SUBJECT_K4_GUARD,0,25,0.99,0.99,0.99,0.0343445909884216,200,8
WBCIC,2,CROSS_SUBJECT_K4_GUARD,0,26,0.685,0.685,0.6836634781953754,0.5835743228981387,200,8
WBCIC,2,CROSS_SUBJECT_K4_GUARD,0,29,0.885,0.885,0.8849280800500312,0.30978935754960785,200,8
WBCIC,2,CROSS_SUBJECT_K4_GUARD,0,34,0.55,0.55,0.54995499549955,0.8138650382412932,200,8
WBCIC,2,CROSS_SUBJECT_K4_GUARD,0,35,0.935,0.935,0.9349853717086345,0.18650787585773615,200,8
WBCIC,2,CROSS_SUBJECT_K4_GUARD,0,49,0.915,0.915,0.9149978749468737,0.20157504945207388,200,8
WBCIC,2,RANDOM_DIRECTION_GUARD,0,9,0.64,0.64,0.6376811594202898,0.709091865738509,200,8
WBCIC,2,RANDOM_DIRECTION_GUARD,0,22,0.7250000000000001,0.725,0.7234443746071653,0.6031174846585275,200,8
WBCIC,2,RANDOM_DIRECTION_GUARD,0,25,0.99,0.99,0.99,0.034285215622581106,200,8
WBCIC,2,RANDOM_DIRECTION_GUARD,0,26,0.685,0.685,0.6836634781953754,0.5821642121448076,200,8
WBCIC,2,RANDOM_DIRECTION_GUARD,0,29,0.885,0.885,0.8849280800500312,0.3102501850712974,200,8
WBCIC,2,RANDOM_DIRECTION_GUARD,0,34,0.545,0.545,0.544897601960441,0.8133900244348237,200,8
WBCIC,2,RANDOM_DIRECTION_GUARD,0,35,0.935,0.935,0.9349853717086345,0.18588640460323216,200,8
WBCIC,2,RANDOM_DIRECTION_GUARD,0,49,0.915,0.915,0.9149978749468737,0.20243042398441802,200,8
WBCIC,3,ANCHOR,0,6,0.915,0.915,0.9149978749468737,0.15991335115269706,200,8
WBCIC,3,ANCHOR,0,23,0.965,0.965,0.9649781113195748,0.08623720987028324,200,8
WBCIC,3,ANCHOR,0,24,0.9332386363636365,0.9333333333333333,0.93330526980452,0.23687901971190778,195,8
WBCIC,3,ANCHOR,0,30,0.855,0.855,0.8549093183239524,0.35647878491430823,200,8
WBCIC,3,ANCHOR,0,31,0.545,0.545,0.5408562274527612,0.8448288895365367,200,8
WBCIC,3,ANCHOR,0,38,0.515,0.515,0.5144051463042227,0.7474792006054634,200,8
WBCIC,3,ANCHOR,0,41,0.845,0.845,0.8435883851762154,0.29723370485936773,200,8
WBCIC,3,ANCHOR,0,42,0.71,0.71,0.7098839535814325,0.5252335937378437,200,8
WBCIC,3,TASK_ONLY_MATCHED,0,6,0.915,0.915,0.9149808706959066,0.1638797514605352,200,8
WBCIC,3,TASK_ONLY_MATCHED,0,23,0.97,0.97,0.96999699969997,0.07579560409424184,200,8
WBCIC,3,TASK_ONLY_MATCHED,0,24,0.928030303030303,0.9282051282051282,0.9281578947368421,0.23469031045578717,195,8
WBCIC,3,TASK_ONLY_MATCHED,0,30,0.86,0.86,0.8599439775910365,0.35486080068438314,200,8
WBCIC,3,TASK_ONLY_MATCHED,0,31,0.54,0.54,0.5362435729408206,0.8834264573384373,200,8
WBCIC,3,TASK_ONLY_MATCHED,0,38,0.515,0.515,0.50306104152258,0.7622300907142509,200,8
WBCIC,3,TASK_ONLY_MATCHED,0,41,0.845,0.845,0.8435883851762154,0.2961254259859923,200,8
WBCIC,3,TASK_ONLY_MATCHED,0,42,0.71,0.71,0.71,0.523150713175451,200,8
WBCIC,3,SSPG,0,6,0.915,0.915,0.9149808706959066,0.16407561935525877,200,8
WBCIC,3,SSPG,0,23,0.97,0.97,0.96999699969997,0.07610532166294398,200,8
WBCIC,3,SSPG,0,24,0.928030303030303,0.9282051282051282,0.9281578947368421,0.2361025744624692,195,8
WBCIC,3,SSPG,0,30,0.86,0.86,0.8599439775910365,0.35523699892694593,200,8
WBCIC,3,SSPG,0,31,0.535,0.535,0.530765155528646,0.879416774855489,200,8
WBCIC,3,SSPG,0,38,0.515,0.515,0.50306104152258,0.7608656827381156,200,8
WBCIC,3,SSPG,0,41,0.845,0.845,0.8435883851762154,0.2945307822287628,200,8
WBCIC,3,SSPG,0,42,0.71,0.71,0.71,0.5216569078684329,200,8
WBCIC,3,CROSS_SUBJECT_K4_GUARD,0,6,0.915,0.915,0.9149808706959066,0.16432646346724042,200,8
WBCIC,3,CROSS_SUBJECT_K4_GUARD,0,23,0.97,0.97,0.96999699969997,0.07561920980100037,200,8
WBCIC,3,CROSS_SUBJECT_K4_GUARD,0,24,0.928030303030303,0.9282051282051282,0.9281578947368421,0.2356292185200812,195,8
WBCIC,3,CROSS_SUBJECT_K4_GUARD,0,30,0.86,0.86,0.8599439775910365,0.3550504746544274,200,8
WBCIC,3,CROSS_SUBJECT_K4_GUARD,0,31,0.54,0.54,0.5362435729408206,0.880737312025834,200,8
WBCIC,3,CROSS_SUBJECT_K4_GUARD,0,38,0.515,0.515,0.50306104152258,0.7620663504890963,200,8
WBCIC,3,CROSS_SUBJECT_K4_GUARD,0,41,0.845,0.845,0.8435883851762154,0.2953582331574918,200,8
WBCIC,3,CROSS_SUBJECT_K4_GUARD,0,42,0.71,0.71,0.71,0.522164708409099,200,8
WBCIC,3,RANDOM_DIRECTION_GUARD,0,6,0.915,0.915,0.9149808706959066,0.1638756760530884,200,8
WBCIC,3,RANDOM_DIRECTION_GUARD,0,23,0.97,0.97,0.96999699969997,0.07580085800111899,200,8
WBCIC,3,RANDOM_DIRECTION_GUARD,0,24,0.928030303030303,0.9282051282051282,0.9281578947368421,0.23470198154422264,195,8
WBCIC,3,RANDOM_DIRECTION_GUARD,0,30,0.86,0.86,0.8599439775910365,0.3548591870093841,200,8
WBCIC,3,RANDOM_DIRECTION_GUARD,0,31,0.54,0.54,0.5362435729408206,0.8834481808435706,200,8
WBCIC,3,RANDOM_DIRECTION_GUARD,0,38,0.515,0.515,0.50306104152258,0.7622268955256775,200,8
WBCIC,3,RANDOM_DIRECTION_GUARD,0,41,0.845,0.845,0.8435883851762154,0.2961377645692613,200,8
WBCIC,3,RANDOM_DIRECTION_GUARD,0,42,0.71,0.71,0.71,0.5231577872735345,200,8
WBCIC,4,ANCHOR,0,7,0.8200000000000001,0.82,0.8197115384615384,0.3997102995448917,200,8
WBCIC,4,ANCHOR,0,12,0.765,0.765,0.7628598097832942,0.43918998165644313,200,8
WBCIC,4,ANCHOR,0,14,0.585,0.585,0.5819798040845106,0.7832170396963491,200,8
WBCIC,4,ANCHOR,0,17,0.835,0.835,0.8348968105065666,0.3243158036644529,200,8
WBCIC,4,ANCHOR,0,32,0.615,0.615,0.613831841319993,0.7758346811410192,200,8
WBCIC,4,ANCHOR,0,47,0.9299999999999999,0.93,0.9299929992999301,0.19549008514482616,200,8
WBCIC,4,ANCHOR,0,48,0.79,0.79,0.788647342995169,0.4569183828693305,200,8
WBCIC,4,ANCHOR,0,50,0.9450000000000001,0.945,0.9449876222149984,0.10894044493437878,200,8
WBCIC,4,TASK_ONLY_MATCHED,0,7,0.8400000000000001,0.84,0.8395989974937343,0.3928830933072882,200,8
WBCIC,4,TASK_ONLY_MATCHED,0,12,0.76,0.76,0.7580401250126021,0.4434007841302055,200,8
WBCIC,4,TASK_ONLY_MATCHED,0,14,0.5900000000000001,0.59,0.5879811074263892,0.8005212966561239,200,8
WBCIC,4,TASK_ONLY_MATCHED,0,17,0.85,0.85,0.85,0.3164069908280913,200,8
WBCIC,4,TASK_ONLY_MATCHED,0,32,0.605,0.605,0.6049901247531189,0.7986512538694427,200,8
WBCIC,4,TASK_ONLY_MATCHED,0,47,0.94,0.94,0.94,0.18647997508489986,200,8
WBCIC,4,TASK_ONLY_MATCHED,0,48,0.775,0.775,0.7748592870544091,0.43193685360782313,200,8
WBCIC,4,TASK_ONLY_MATCHED,0,50,0.945,0.945,0.9449986249656241,0.10567001279762117,200,8
WBCIC,4,SSPG,0,7,0.8400000000000001,0.84,0.8395989974937343,0.39304118942364197,200,8
WBCIC,4,SSPG,0,12,0.765,0.765,0.7628598097832942,0.44357359024724247,200,8
WBCIC,4,SSPG,0,14,0.5900000000000001,0.59,0.5879811074263892,0.7987694307593504,200,8
WBCIC,4,SSPG,0,17,0.85,0.85,0.85,0.3163548654972013,200,8
WBCIC,4,SSPG,0,32,0.605,0.605,0.6049901247531189,0.7958997523447414,200,8
WBCIC,4,SSPG,0,47,0.94,0.94,0.94,0.18696347823424325,200,8
WBCIC,4,SSPG,0,48,0.77,0.77,0.769792813532179,0.4308346979645768,200,8
WBCIC,4,SSPG,0,50,0.95,0.95,0.95,0.10606308139583254,200,8
WBCIC,4,CROSS_SUBJECT_K4_GUARD,0,7,0.8400000000000001,0.84,0.8395989974937343,0.39250874965992355,200,8
WBCIC,4,CROSS_SUBJECT_K4_GUARD,0,12,0.765,0.765,0.7628598097832942,0.44359989490180873,200,8
WBCIC,4,CROSS_SUBJECT_K4_GUARD,0,14,0.595,0.595,0.5927089880578253,0.7999465770335169,200,8
WBCIC,4,CROSS_SUBJECT_K4_GUARD,0,17,0.85,0.85,0.85,0.3160648047846106,200,8
WBCIC,4,CROSS_SUBJECT_K4_GUARD,0,32,0.605,0.605,0.6049901247531189,0.7966608292117303,200,8
WBCIC,4,CROSS_SUBJECT_K4_GUARD,0,47,0.94,0.94,0.94,0.1867345053144598,200,8
WBCIC,4,CROSS_SUBJECT_K4_GUARD,0,48,0.77,0.77,0.769792813532179,0.4309463333532383,200,8
WBCIC,4,CROSS_SUBJECT_K4_GUARD,0,50,0.95,0.95,0.95,0.10607382999312762,200,8
WBCIC,4,RANDOM_DIRECTION_GUARD,0,7,0.8400000000000001,0.84,0.8395989974937343,0.39287482812479413,200,8
WBCIC,4,RANDOM_DIRECTION_GUARD,0,12,0.76,0.76,0.7580401250126021,0.44340160310263377,200,8
WBCIC,4,RANDOM_DIRECTION_GUARD,0,14,0.5900000000000001,0.59,0.5879811074263892,0.8005193477207232,200,8
WBCIC,4,RANDOM_DIRECTION_GUARD,0,17,0.85,0.85,0.85,0.3163981962047775,200,8
WBCIC,4,RANDOM_DIRECTION_GUARD,0,32,0.605,0.605,0.6049901247531189,0.7986463581139222,200,8
WBCIC,4,RANDOM_DIRECTION_GUARD,0,47,0.94,0.94,0.94,0.18648670622055888,200,8
WBCIC,4,RANDOM_DIRECTION_GUARD,0,48,0.775,0.775,0.7748592870544091,0.4319436395071833,200,8
WBCIC,4,RANDOM_DIRECTION_GUARD,0,50,0.945,0.945,0.9449986249656241,0.10566874559615598,200,8
