B_subject_count,R_after,R_before,R_reduction,backtracking_multiplier,backtracking_trials,bn_max_displacement,candidate_correction_norm,cap_active,cap_norm,certificate_monotone,correction_task_ratio,dataset,epoch,final_correction_norm,fold,guard_type,h_after_max,h_after_mean,h_after_min,h_max,h_mean,h_min,h_std,harmful_subject_count,method,no_safe_step,optimizer_state_nonpollution,q_delta,q_delta_identity_abs_error,q_norm,random_direction_norm_error,raw_correction_norm,step,task_step_norm,trigger_rate
8,1.493061005658215e-20,1.2823168082931602e-09,1.2823168082782296e-09,1.0,1,0.0,1.8677405023481697e-05,False,0.00028945351950824264,True,0.012905287906129489,OpenBMI,1,1.8677405023481697e-05,0,TRUE_K4_STABLE_SUBJECT,3.4560798667371273e-10,-0.00031289045000448823,-0.0008035464561544359,0.00010128442227141932,-0.0003196955949533731,-0.0008720147889107466,0.0002750570129137486,1,SSPG,False,True,1.0258533578166862e-08,8.881784197001252e-16,0.0005492464988492429,0.0,1.8677405023481697e-05,20,0.001447267597541213,0.125
9,2.0317157265968262e-17,5.444140277477416e-11,5.4441382457616895e-11,1.0,1,0.0,1.2100241292500868e-05,False,0.00028756079263985156,True,0.008415779621010795,OpenBMI,1,1.2100241292500868e-05,0,TRUE_K4_STABLE_SUBJECT,1.3522367225959897e-08,-0.0002650188107509166,-0.0009420101414434612,2.2135325707495213e-05,-0.0002598497667349875,-0.0009349540341645479,0.00029065957642160356,1,SSPG,False,True,4.899725625229223e-10,5.551115123125783e-17,4.046807953272946e-05,0.0,1.2100241292500868e-05,21,0.0014378039631992579,0.1111111111111111
9,3.4485444014298317e-12,1.6690440141076124e-09,1.6655954697061826e-09,1.0,1,0.0,4.1494113247608766e-05,False,0.0002811884507536888,True,0.029513383737055508,OpenBMI,1,4.1494113247608766e-05,0,TRUE_K4_STABLE_SUBJECT,5.571077053900808e-06,-0.00043493753764778376,-0.001149236923083663,0.00011938744137296453,-0.0004136422649025917,-0.001115199993364513,0.00045067036990076303,2,SSPG,False,True,1.50213956828793e-08,0.0,0.0003620099450927228,0.0,4.1494113247608766e-05,22,0.001405942253768444,0.2222222222222222
9,2.8809454821754343e-09,4.598298986024929e-08,4.3102044378073856e-08,1.0,1,0.0,0.0001240950805367902,False,0.0002777398563921452,True,0.08936065723428506,OpenBMI,1,0.0001240950805367902,0,TRUE_K4_STABLE_SUBJECT,0.00011677831935230643,-0.0001396914158249274,-0.0005476296646520495,0.00047844889922998846,-7.933860615594313e-05,-0.0006000322755426168,0.00037941004848107696,4,SSPG,False,True,4.1384691940038465e-07,0.0,0.0033349180594086647,0.0,0.0001240950805367902,23,0.0013886992819607258,0.4444444444444444
8,9.37096372349074e-20,7.274750246644146e-10,7.27475024570705e-10,1.0,1,0.0,1.985482595046051e-05,False,0.0002736227586865425,True,0.014512554471542224,OpenBMI,1,1.985482595046051e-05,0,TRUE_K4_STABLE_SUBJECT,8.658389560878277e-10,-0.00023008424614090472,-0.0005397307686507702,7.628761522937566e-05,-0.00022178509971126914,-0.0005283819627948105,0.00017969220061786473,1,SSPG,False,True,5.819800197315317e-09,0.0,0.0002931142516899854,0.0,1.985482595046051e-05,24,0.0013681137934327126,0.125
8,1.4426357244218257e-12,2.6706994948888507e-10,2.6562731376446325e-10,1.0,1,0.0,1.5656816685805097e-05,False,0.0002808000659570098,True,0.011151576216653839,OpenBMI,1,1.5656816685805097e-05,0,TRUE_K4_STABLE_SUBJECT,3.3972173696383834e-06,-0.0002482258714735508,-0.0005691182450391352,4.54644687124528e-05,-0.00024407327873632312,-0.0005356201436370611,0.00020275256247259676,2,SSPG,False,True,2.1365591518218707e-09,4.440892098500626e-16,0.00013645458966493607,0.0,1.5656816685805097e-05,25,0.001404000329785049,0.25
9,1.2446678700928554e-18,9.054469951585986e-10,9.054469939139307e-10,1.0,1,0.0,4.966249252902344e-05,False,0.00028470344841480255,True,0.03488717316600043,OpenBMI,1,4.966249252902344e-05,0,TRUE_K4_STABLE_SUBJECT,3.346940502524376e-09,-0.00026562786661088467,-0.0006280002999119461,9.027194028021768e-05,-0.00024644899531267583,-0.0006081926985643804,0.0002352682495256886,1,SSPG,False,True,8.149021901715514e-09,8.881784197001252e-16,0.00016408198280259967,0.0,4.966249252902344e-05,26,0.0014235172420740128,0.1111111111111111
9,1.691194580211164e-11,8.554684183259553e-10,8.385564725238437e-10,1.0,1,0.0,3.015236507053487e-05,False,0.00027671325951814655,True,0.021793220262043507,OpenBMI,1,3.015236507053487e-05,0,TRUE_K4_STABLE_SUBJECT,1.2337241059867665e-05,-0.00039876584196463227,-0.0009111421531997621,8.242997864726931e-05,-0.00038466707337647676,-0.0009429628262296319,0.0003571694833226502,2,SSPG,False,True,7.699214599199422e-09,8.881784197001252e-16,0.00025533977895975113,0.0,3.015236507053487e-05,27,0.0013835662975907326,0.2222222222222222
9,1.1055499848922068e-09,6.089388193686318e-08,5.978833195197097e-08,1.0,1,0.0,0.00013509011478163302,False,0.0002718087052926421,True,0.09940087432901651,OpenBMI,1,0.00013509011478163302,0,TRUE_K4_STABLE_SUBJECT,9.853180381469429e-05,-0.00010937805200228468,-0.0004104546969756484,0.0005733646685257554,-3.7319507100619376e-05,-0.0006347273010760546,0.00037221802631393075,4,SSPG,False,True,5.480449090100592e-07,0.0,0.004056883510202169,0.0,0.00013509011478163302,28,0.0013590435264632106,0.4444444444444444
8,4.2351647362715017e-20,1.503562940818881e-09,1.5035629407765294e-09,1.0,1,0.0,2.821539601427503e-05,False,0.00026774301659315825,True,0.021076475773894026,OpenBMI,1,2.821539601427503e-05,0,TRUE_K4_STABLE_SUBJECT,5.820766091346741e-10,-0.00018775547505356371,-0.00044891616562381387,0.00010967453272314742,-0.000175793917151168,-0.0004326263733673841,0.00016162596875801682,1,SSPG,False,True,1.2028504414729468e-08,8.881784197001252e-16,0.0004263076407369226,0.0,2.821539601427503e-05,29,0.0013387150829657912,0.125
8,6.76414618761001e-11,5.506647582365076e-09,5.439006120488976e-09,1.0,1,0.0,7.150368764996529e-05,False,0.0002732963534072042,True,0.05232685087709658,OpenBMI,1,7.150368764996529e-05,0,TRUE_K4_STABLE_SUBJECT,1.858277028077282e-05,-0.00021834582730662078,-0.0005573658272624016,0.0002067658060695976,-0.0001911562285386026,-0.000622592750005424,0.00026576570235192776,3,SSPG,False,True,4.405317710620693e-08,3.552713678800501e-15,0.0006160949124023318,0.0,7.150368764996529e-05,30,0.0013664817670360208,0.375
9,6.053993041800557e-18,1.8756461661606494e-10,1.875646105620719e-10,1.0,1,0.0,2.2606871425523423e-05,False,0.00026271827518939975,True,0.017209972476582076,OpenBMI,1,2.2606871425523423e-05,0,TRUE_K4_STABLE_SUBJECT,7.3814589995890856e-09,-0.00026339280884712934,-0.0007902107900008559,4.1086270357482135e-05,-0.0002553375670686364,-0.000784154748544097,0.000262138870311901,1,SSPG,False,True,1.6880816744446747e-09,1.1102230246251565e-16,7.465777889592573e-05,0.0,2.2606871425523423e-05,31,0.0013135913759469986,0.1111111111111111
9,1.5465776060569257e-17,3.0556671082315745e-10,3.055666953573814e-10,1.0,1,0.0,4.1259634599555284e-05,False,0.00026745735667645933,True,0.0308532433822463,OpenBMI,1,4.1259634599555284e-05,0,TRUE_K4_STABLE_SUBJECT,1.1797965271398425e-08,-0.00043469242518767715,-0.0010627578012645245,5.2441399020608515e-05,-0.00043104434735141695,-0.001060335198417306,0.00039799464866518974,1,SSPG,False,True,2.7501008137420513e-09,4.440892098500626e-16,6.663853855570778e-05,0.0,4.1259634599555284e-05,32,0.0013372867833822966,0.1111111111111111
9,1.0395537763940865e-08,9.155977664931925e-08,8.116423888537838e-08,1.0,1,0.0,0.00017046152788680047,False,0.00027221338823437693,True,0.12524110514361061,OpenBMI,1,0.00017046152788680047,0,TRUE_K4_STABLE_SUBJECT,0.0001968973665498197,-9.503384353592992e-05,-0.0005727510433644056,0.0006396744283847511,2.3471268661978684e-07,-0.0006397304823622108,0.000417677394580096,4,SSPG,False,True,8.240380111601553e-07,0.0,0.004834158346056938,0.0,0.00017046152788680047,33,0.0013610669411718845,0.4444444444444444
8,8.79891937088928e-10,2.5798780889374484e-09,1.6999861518485204e-09,1.0,1,0.0,5.097333269077353e-05,False,0.0002772464416921139,True,0.03677113573012428,OpenBMI,1,5.097333269077353e-05,0,TRUE_K4_STABLE_SUBJECT,8.389955473830923e-05,-0.00024848245084285736,-0.0009680073708295822,0.00011068981257267296,-0.0002199514419771731,-0.0009364077122882009,0.0003361311974003911,2,SSPG,False,True,2.0639026487856427e-08,1.7763568394002505e-15,0.000404896039981395,0.0,5.097333269077353e-05,34,0.0013862322084605694,0.25
8,1.6940658945086007e-21,5.3609660710662865e-08,5.360966071066117e-08,1.0,1,0.0,0.00011996241664746776,False,0.0002663840772584081,True,0.09006725768454789,OpenBMI,1,0.00011996241664746776,0,TRUE_K4_STABLE_SUBJECT,1.1641532182693481e-10,-0.00028192560421302915,-0.0009089370723813772,0.0006548872333951294,-0.000320823019137606,-0.001304863253608346,0.0005207254434935749,1,SSPG,False,True,4.2887722884188406e-07,5.684341886080802e-14,0.003575096372514963,0.0,0.00011996241664746776,35,0.0013319203862920403,0.125
9,6.942636743278996e-11,6.769023119801432e-09,6.699596752368642e-09,1.0,1,0.0,0.00012371948105283082,False,0.0002718572271987796,True,0.09101798199565114,OpenBMI,1,0.00012371948105283082,0,TRUE_K4_STABLE_SUBJECT,2.4996745196403936e-05,-0.00022416262072511017,-0.0009858505800366402,0.00016819692973513156,-0.00019842865003738552,-0.0011366733815521002,0.0003991167468484491,4,SSPG,False,True,6.092120230505316e-08,7.105427357601002e-15,0.0004924119566567242,0.0,0.00012371948105283082,36,0.001359286135993898,0.4444444444444444
9,3.1565511315889694e-10,6.093520799055341e-09,5.777865685896444e-09,1.0,1,0.0,8.24678863864392e-05,False,0.0002606332302093506,True,0.06328271058928123,OpenBMI,1,8.24678863864392e-05,0,TRUE_K4_STABLE_SUBJECT,5.330005660653114e-05,-0.0003048561920877546,-0.001024459721520543,0.00020829208369832486,-0.0002704545040614903,-0.0011249076342210174,0.00039789569564163685,2,SSPG,False,True,5.484168141833834e-08,3.552713678800501e-15,0.0006650050054304302,0.0,8.24678863864392e-05,37,0.001303166151046753,0.2222222222222222
9,6.46179731944585e-09,1.9872032908097026e-07,1.922585317615244e-07,1.0,1,0.0,0.00022542067745234817,False,0.0002717435359954834,True,0.16590692884492006,OpenBMI,1,0.00022542067745234817,0,TRUE_K4_STABLE_SUBJECT,0.0002141201839549467,-5.8081284805666655e-05,-0.00031529366970062256,0.001016705995425582,9.14296178962104e-05,-0.000631940143648535,0.0005144359893165529,4,SSPG,False,True,1.7884829048853135e-06,0.0,0.00793397706001997,0.0,0.00022542067745234817,38,0.001358717679977417,0.4444444444444444
8,3.4547937843854015e-09,2.0149769852650934e-08,1.6694976068265532e-08,1.0,1,0.0,0.00010027396638179198,False,0.00027018387336283925,True,0.07422646298887767,OpenBMI,1,0.00010027396638179198,0,TRUE_K4_STABLE_SUBJECT,9.984340431401506e-05,-0.00019770613289438188,-0.0008571305079385638,0.00028689525788649917,-0.0001635957305552438,-0.0010084053501486778,0.0004024129593744874,3,SSPG,False,True,1.6119815882120747e-07,0.0,0.0016075767343863845,0.0,0.00010027396638179198,39,0.0013509193668141961,0.375
8,2.527633213844638e-09,9.373022891168148e-08,9.120259569783684e-08,1.0,1,0.0,0.0001563372352393344,False,0.00025830739177763463,True,0.12104743434823437,OpenBMI,1,0.0001563372352393344,0,TRUE_K4_STABLE_SUBJECT,0.00014220079174265265,-0.00028804969042539597,-0.0009739728993736207,0.0008651063544675708,-0.000327079527778551,-0.0014507242012768984,0.000646107189822942,2,SSPG,False,True,7.49841774450033e-07,5.684341886080802e-14,0.004796309862285852,0.0,0.0001563372352393344,40,0.001291536958888173,0.25
9,3.793372907456849e-11,9.047128379791047e-09,9.009194650716479e-09,1.0,1,0.0,0.000128895029774867,False,0.0002509688260033727,True,0.10271796049532847,OpenBMI,1,0.000128895029774867,0,TRUE_K4_STABLE_SUBJECT,1.847710882429965e-05,-0.00020151387434452772,-0.0008113263174891472,0.00024501729058101773,-0.00017688891966827214,-0.001046114950440824,0.00037431277451105416,4,SSPG,False,True,8.1424154529941e-08,0.0,0.0006317074876278639,0.0,0.000128895029774867,41,0.0012548441300168633,0.4444444444444444
9,4.0816330870718787e-10,1.1031825231100356e-08,1.0623661922393168e-08,1.0,1,0.0,9.902317833621055e-05,False,0.0002486205426976085,True,0.07965808236260685,OpenBMI,1,9.902317833621055e-05,0,TRUE_K4_STABLE_SUBJECT,6.0609156207647175e-05,-0.0003447237249929458,-0.0008781576761975884,0.0002719563490245491,-0.00029845317476429045,-0.0009817562531679869,0.0004230665508657694,3,SSPG,False,True,9.928641730994059e-08,7.105427357601002e-15,0.0010026574600487947,0.0,9.902317833621055e-05,42,0.0012431027134880424,0.3333333333333333
9,1.0199915578823493e-08,1.4579025275907043e-07,1.3559033718024693e-07,1.0,1,0.0,0.00018883735174313188,False,0.00025663138367235664,True,0.14716621875383884,OpenBMI,1,0.00018883735174313188,0,TRUE_K4_STABLE_SUBJECT,0.00023765065998304635,-1.774811971699819e-05,-0.0002936101227533072,0.0007698089466430247,0.00012290239101275802,-0.0004356088466010988,0.00040730132604949176,4,SSPG,False,True,1.312112317464198e-06,0.0,0.006948373280465603,0.0,0.00018883735174313188,43,0.001283156918361783,0.4444444444444444
8,1.8504776599925776e-09,1.0711797671092427e-08,8.861320011099849e-09,1.0,1,0.0,0.00010078911145683378,False,0.0002600464737042785,True,0.07751623009620186,OpenBMI,1,0.00010078911145683378,0,TRUE_K4_STABLE_SUBJECT,0.00011734099098248407,-0.00013281710562296212,-0.0004763177130371332,0.0001851591223385185,-6.558375025633723e-05,-0.00042605240014381707,0.00020516596850939095,3,SSPG,False,True,8.569438847416677e-08,7.105427357601002e-15,0.0008502334821969271,0.0,0.00010078911145683378,44,0.0013002323685213923,0.375
8,1.490667478343255e-09,1.3626157979729214e-08,1.213549050138596e-08,1.0,1,0.0,6.207732803886756e-05,False,0.0002612023148685694,True,0.04753198919397277,OpenBMI,1,6.207732803886756e-05,0,TRUE_K4_STABLE_SUBJECT,0.00010208424646407366,-0.00010053320875158533,-0.0004320834996178746,0.0003116142761427909,-0.00011132044164696708,-0.0006108233355917037,0.00026650979998521507,2,SSPG,False,True,1.0900926383783371e-07,0.0,0.001756023382768035,0.0,6.207732803886756e-05,45,0.0013060115743428469,0.25
9,2.1271362449226672e-10,4.3190770959711244e-09,4.106363471478858e-09,1.0,1,0.0,9.222811058862135e-05,False,0.0002706762403249741,True,0.06814643980416768,OpenBMI,1,9.222811058862135e-05,0,TRUE_K4_STABLE_SUBJECT,3.469972580205649e-05,-8.34174279589206e-05,-0.0002595952828414738,0.00011053170601371676,-6.859077257104218e-05,-0.00038190456689335406,0.00018403517606202513,5,SSPG,False,True,3.887169697236459e-08,0.0,0.0004214710497763008,0.0,9.222811058862135e-05,46,0.0013533812016248703,0.5555555555555556
9,6.844034672326416e-09,4.674959441786086e-08,3.990555974553445e-08,1.0,1,0.0,0.0001310614461544901,False,0.0002858404768630862,True,0.09170251015027994,OpenBMI,1,0.0001310614461544901,0,TRUE_K4_STABLE_SUBJECT,0.00015074099064804614,-2.5487162929493934e-05,-0.00026626745238900185,0.000497671659104526,6.996311276452616e-05,-0.000517890090122819,0.0002758955233730376,7,SSPG,False,True,4.207463462080341e-07,2.842170943040401e-14,0.003210297552868724,0.0,0.0001310614461544901,47,0.0014292023843154311,0.7777777777777778
9,9.267558387371366e-10,1.0479317325007287e-07,1.0386641741133573e-07,1.0,1,0.0,0.00016010944091249257,False,0.0002842037007212639,True,0.11267231250413716,OpenBMI,1,0.00016010944091249257,0,TRUE_K4_STABLE_SUBJECT,7.743167225271463e-05,-4.0702518163016066e-05,-0.00037473413976840675,0.0006886000628583133,7.685526361456141e-05,-0.0007261441205628216,0.00041236652759835124,6,SSPG,False,True,9.431386160940747e-07,5.684341886080802e-14,0.005890586879104376,0.0,0.00016010944091249257,48,0.0014210185036063194,0.6666666666666666
8,2.6111276769241742e-12,2.7290553816783358e-08,2.7287942689106434e-08,1.0,1,0.0,9.420805145055056e-05,False,0.00027586640790104865,True,0.06829976303917534,OpenBMI,1,9.420805145055056e-05,0,TRUE_K4_STABLE_SUBJECT,4.5704509830102324e-06,-0.0001553541369503364,-0.00044919271022081375,0.0004642253916244954,-0.00013512431178241968,-0.000611750059761107,0.0003042680909857154,2,SSPG,False,True,2.183244589559763e-07,2.842170943040401e-14,0.0023174709640443325,0.0,9.420805145055056e-05,49,0.0013793320395052433,0.25
8,1.8018468939118293e-09,8.962877728890817e-08,8.782693039499634e-08,1.0,1,0.0,0.0001477982004871592,False,0.0002744948025792837,True,0.10768743094468602,OpenBMI,1,0.0001477982004871592,0,TRUE_K4_STABLE_SUBJECT,0.0001028070182655938,-0.00013196808868087828,-0.0004810044774785638,0.0007722058799117804,-0.00014174185344018042,-0.0008861669339239597,0.0005149509524926543,3,SSPG,False,True,7.170302183112653e-07,0.0,0.0048514134250581264,0.0,0.0001477982004871592,50,0.0013724740128964186,0.375
