B_subject_count,R_after,R_before,R_reduction,backtracking_multiplier,backtracking_trials,bn_max_displacement,candidate_correction_norm,cap_active,cap_norm,certificate_monotone,correction_task_ratio,dataset,epoch,final_correction_norm,fold,guard_type,h_after_max,h_after_mean,h_after_min,h_max,h_mean,h_min,h_std,harmful_subject_count,method,no_safe_step,optimizer_state_nonpollution,q_delta,q_delta_identity_abs_error,q_norm,random_direction_norm_error,raw_correction_norm,step,task_step_norm,trigger_rate
9,5.9810636443558e-09,7.839778248808216e-08,7.241671884372636e-08,1.0,1,0.0,0.000139591793413274,False,0.0011089473962783813,True,0.025175548250844528,OpenBMI,1,0.000139591793413274,0,TRUE_K4_STABLE_SUBJECT,0.00022220297250896692,-0.0002292823337484151,-0.0010668551549315453,0.0007757869316264987,-1.1468551747384481e-05,-0.0005717875901609659,0.00038544408744201064,4,SSPG,False,True,7.055800210764573e-07,0.0,0.0050545958802104,0.0,0.000139591793413274,1,0.005544736981391907,0.4444444444444444
9,5.860417573444465e-08,3.808164024121652e-07,3.2221222667772054e-07,1.0,1,0.0,0.0002465086290612817,False,0.0007869184948503972,True,0.06265162927912782,OpenBMI,1,0.0002465086290612817,0,TRUE_K4_STABLE_SUBJECT,0.0005996942054480314,-0.00010471506539033726,-0.0005820170044898987,0.0012723803520202637,0.0004459724004846066,-0.00029022747185081244,0.0004381268809083849,7,SSPG,False,True,3.427347564866068e-06,0.0,0.013903559185564518,0.0,0.0002465086290612817,2,0.0039345924742519855,0.7777777777777778
9,1.0080737133932871e-08,2.0990594151726327e-08,1.0909857017793456e-08,1.0,1,0.0,0.00013710914936382324,False,0.0006295625120401383,True,0.04355696114100318,OpenBMI,1,0.00013710914936382324,0,TRUE_K4_STABLE_SUBJECT,0.0002996195398736745,-0.00012127644731663167,-0.00046559880138374865,0.00034470728132873774,-0.00010644323629094288,-0.0004576450155582279,0.00026199722196906805,2,SSPG,False,True,1.8891535091825062e-07,0.0,0.0013778455322608352,0.0,0.00013710914936382324,3,0.0031478125602006912,0.2222222222222222
8,6.608334214043554e-15,1.6576660183398317e-11,1.6570051849184274e-11,1.0,1,0.0,7.526982244598912e-06,False,0.0005620089825242758,True,0.002678598555770872,OpenBMI,1,7.526982244598912e-06,0,TRUE_K4_STABLE_SUBJECT,2.2992753656581044e-07,-0.00032273511169478297,-0.0011651916429400444,1.1495612852741033e-05,-0.0003158107865601778,-0.0011624308535829186,0.00037470285315066576,2,SSPG,False,True,1.3261336473391339e-10,8.326672684688674e-17,1.7561456843395717e-05,0.0,7.526982244598912e-06,4,0.002810044912621379,0.25
8,1.2811373327221293e-20,2.2345991723682346e-08,2.2345991723669534e-08,1.0,1,0.0,0.00016501406207680702,False,0.00048567107878625396,True,0.06795301152755298,OpenBMI,1,0.00016501406207680702,0,TRUE_K4_STABLE_SUBJECT,3.2014213502407074e-10,-0.0005466516595333815,-0.0009006018517538905,0.00042280956404283643,-0.0004953207680955529,-0.0011015554191544652,0.00048236310249194503,1,SSPG,False,True,1.7876794800031348e-07,1.4210854715202004e-14,0.0010833489941433072,0.0,0.00016501406207680702,5,0.0024283553939312696,0.125
9,0.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0004681342281401158,True,0.0,OpenBMI,1,0.0,0,TRUE_K4_STABLE_SUBJECT,-8.00311318016611e-05,-0.0006366010056808591,-0.0014759388286620378,-8.00311318016611e-05,-0.0006366010056808591,-0.0014759388286620378,0.00041834800504148006,0,SSPG,False,True,0.0,0.0,0.0,0.0,0.0,6,0.0023406711407005787,0.0
9,0.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0004490253981202841,True,0.0,OpenBMI,1,0.0,0,TRUE_K4_STABLE_SUBJECT,-5.924025026615709e-05,-0.0009002133156172931,-0.0023150956258177757,-5.924025026615709e-05,-0.0009002133156172931,-0.0023150956258177757,0.0007446357049047947,0,SSPG,False,True,0.0,0.0,0.0,0.0,0.0,7,0.0022451269906014204,0.0
9,6.271680952352199e-09,1.4076469767587696e-07,1.3449301672352476e-07,1.0,1,0.0,0.0002051914925687015,False,0.00041524902917444706,True,0.09882816245309033,OpenBMI,1,0.0002051914925687015,0,TRUE_K4_STABLE_SUBJECT,0.00023721446632407606,-0.0002929509209934622,-0.0010764789767563343,0.0010399165330454707,-0.0003330453473608941,-0.0013115624897181988,0.0007377542206086218,3,SSPG,False,True,1.2668822364503285e-06,0.0,0.006174146663397551,0.0,0.0002051914925687015,8,0.0020762451458722353,0.3333333333333333
8,9.479277363055871e-10,6.157355869618186e-08,6.062563095987628e-08,1.0,1,0.0,0.00015903680468909442,False,0.00039098956622183326,True,0.08135092003905943,OpenBMI,1,0.00015903680468909442,0,TRUE_K4_STABLE_SUBJECT,8.671768591739237e-05,-0.0001568309380672872,-0.0006379656842909753,0.0005651100655086339,-2.3980013793334365e-05,-0.0008317042957060039,0.0003980101610068232,3,SSPG,False,True,4.925884695694549e-07,0.0,0.003097323700785637,0.0,0.00015903680468909442,9,0.001954947831109166,0.375
8,1.2240323199463887e-09,1.512705161132999e-08,1.39030192913836e-08,1.0,1,0.0,9.638129995437339e-05,False,0.0003747774520888925,True,0.051433883984841736,OpenBMI,1,9.638129995437339e-05,0,TRUE_K4_STABLE_SUBJECT,9.895583934849128e-05,-0.00041273279930464923,-0.0011431430466473103,0.00031671152100898325,-0.0003366975870449096,-0.001269840751774609,0.0005324403173290193,4,SSPG,False,True,1.210164128906399e-07,0.0,0.0012555996654555202,0.0,9.638129995437339e-05,10,0.0018738872604444623,0.5
9,3.599560187561521e-19,2.9065918560888804e-09,2.9065918557289245e-09,1.0,1,0.0,8.734998846193776e-05,False,0.00036812811158597474,True,0.047456298887697174,OpenBMI,1,8.734998846193776e-05,0,TRUE_K4_STABLE_SUBJECT,1.799890014808625e-09,-0.00035749530070461333,-0.0006586929084733129,0.0001617384550627321,-0.00031228185980580747,-0.0006320209358818829,0.0002688142121769488,1,SSPG,False,True,2.6159327148889133e-08,0.0,0.0002994738460984081,0.0,8.734998846193776e-05,11,0.0018406405579298735,0.1111111111111111
9,1.2499905277518764e-10,3.31655525265262e-09,3.1915561998774322e-09,1.0,1,0.0,2.7296207917970605e-05,False,0.0003569062799215317,True,0.015296008758361923,OpenBMI,1,2.7296207917970605e-05,0,TRUE_K4_STABLE_SUBJECT,3.354089130880311e-05,-0.0005209937808103859,-0.0017106069717556238,0.0001701763249002397,-0.0004820961330551654,-0.001659062341786921,0.0005789867136627436,2,SSPG,False,True,2.9848994387293715e-08,3.552713678800501e-15,0.0010935208993032575,0.0,2.7296207917970605e-05,12,0.0017845313996076584,0.2222222222222222
9,5.82989168051995e-09,3.8976470051466094e-08,3.3146578370946145e-08,1.0,1,0.0,0.00011254525452386588,False,0.00034879874438047413,True,0.06453306173665585,OpenBMI,1,0.00011254525452386588,0,TRUE_K4_STABLE_SUBJECT,0.00022571402951143682,-0.00018873601220548153,-0.0006773703498765826,0.000483932439237833,-0.00020835170289501548,-0.0008457747171632946,0.00044585386058315635,3,SSPG,False,True,3.5078821269962646e-07,0.0,0.0031168630812317133,0.0,0.00011254525452386588,13,0.0017439937219023705,0.3333333333333333
8,1.110949548500939e-12,8.131571804792515e-11,8.02047684994242e-11,1.0,1,0.0,5.761713964602677e-06,False,0.0003381406422704458,True,0.0034078801802206564,OpenBMI,1,5.761713964602677e-06,0,TRUE_K4_STABLE_SUBJECT,2.981207217089832e-06,-0.00021223067597020417,-0.0007663771975785494,2.181368472520262e-05,-0.00020758512255270034,-0.0007741692825220525,0.00025865421048365533,2,SSPG,False,True,6.505262994949135e-10,5.551115123125783e-16,0.00011289613030385226,0.0,5.761713964602677e-06,14,0.0016907032113522291,0.25
8,8.600031392591318e-20,3.3536093901886943e-09,3.353609390102694e-09,1.0,1,0.0,5.977146793156862e-05,False,0.00032262965105473996,True,0.03705268113836649,OpenBMI,1,5.977146793156862e-05,0,TRUE_K4_STABLE_SUBJECT,8.294591680169106e-10,-0.0004194878274574876,-0.0007666556048206985,0.00016379522276110947,-0.00040147622348740697,-0.000845558475703001,0.0003231468435842544,1,SSPG,False,True,2.6828876897866394e-08,1.7763568394002505e-15,0.0004488553386181593,0.0,5.977146793156862e-05,15,0.0016131482552736998,0.125
9,9.051725476000067e-16,1.101724939576998e-12,1.100819767029398e-12,1.0,1,0.0,1.654537641115894e-06,False,0.00031631898600608115,True,0.0010461197173185718,OpenBMI,1,1.654537641115894e-06,0,TRUE_K4_STABLE_SUBJECT,9.02582542039454e-08,-0.0004049540148116648,-0.0009532629046589136,3.14889257424511e-06,-0.00040415668627247214,-0.0009519057348370552,0.0003233910247217864,1,SSPG,False,True,9.915540610805351e-12,1.6479873021779667e-17,5.821149443363538e-06,0.0,1.654537641115894e-06,16,0.0015815949300304055,0.1111111111111111
9,5.987341834346252e-14,5.028253369232516e-09,5.0281934958141725e-09,1.0,1,0.0,7.229952461784706e-05,False,0.00030138057190924887,True,0.04797888872519477,OpenBMI,1,7.229952461784706e-05,0,TRUE_K4_STABLE_SUBJECT,7.340713636949658e-07,-0.000518322573043406,-0.0015491301892325282,0.00021071202354505658,-0.00047844782238826156,-0.0014819286298006773,0.0005188088398426771,2,SSPG,False,True,4.525428565216316e-08,7.105427357601002e-15,0.0006259262445382774,0.0,7.229952461784706e-05,17,0.0015069028595462441,0.2222222222222222
9,1.7597540091784936e-09,2.9940281365270494e-08,2.8180527356092e-08,1.0,1,0.0,0.00010603519331198186,False,0.0002840247005224228,True,0.07466617735495912,OpenBMI,1,0.00010603519331198186,0,TRUE_K4_STABLE_SUBJECT,8.721023914404213e-05,-8.68882198119536e-05,-0.0004296032420825213,0.00041709005017764866,-4.310036820243113e-05,-0.0004372951225377619,0.00027307277196086943,4,SSPG,False,True,2.69462503865725e-07,2.842170943040401e-14,0.0025412552058696747,0.0,0.00010603519331198186,18,0.001420123502612114,0.4444444444444444
8,0.0,0.0,0.0,0.0,0,0.0,0.0,False,0.00028654511552304033,True,0.0,OpenBMI,1,0.0,0,TRUE_K4_STABLE_SUBJECT,-5.9381873143138364e-05,-0.00023169757332652807,-0.0005943090072833002,-5.9381873143138364e-05,-0.00023169757332652807,-0.0005943090072833002,0.00014808827836532146,0,SSPG,False,True,0.0,0.0,0.0,0.0,0.0,19,0.0014327255776152015,0.0
