bn_max_displacement,correction_norm,dataset,epoch,final_step_norm,fold,method,optimizer_state_nonpollution,step,task_clip_scale,task_gradient_norm,task_step_norm
0.0,0.0,OpenBMI,1,0.005544736981391907,0,TASK_ONLY_MATCHED,True,1,1.0,3.2150609493255615,0.005544736981391907
0.0,0.0,OpenBMI,1,0.003934707026928663,0,TASK_ONLY_MATCHED,True,2,1.0,3.375857353210449,0.003934707026928663
0.0,0.0,OpenBMI,1,0.003148204879835248,0,TASK_ONLY_MATCHED,True,3,1.0,3.6354668140411377,0.003148204879835248
0.0,0.0,OpenBMI,1,0.002812121994793415,0,TASK_ONLY_MATCHED,True,4,1.0,4.516127586364746,0.002812121994793415
0.0,0.0,OpenBMI,1,0.00242879381403327,0,TASK_ONLY_MATCHED,True,5,1.0,2.6459145545959473,0.00242879381403327
0.0,0.0,OpenBMI,1,0.002340825041756034,0,TASK_ONLY_MATCHED,True,6,1.0,3.270627021789551,0.002340825041756034
0.0,0.0,OpenBMI,1,0.002244027331471443,0,TASK_ONLY_MATCHED,True,7,1.0,3.362717390060425,0.002244027331471443
0.0,0.0,OpenBMI,1,0.0020751291885972023,0,TASK_ONLY_MATCHED,True,8,1.0,2.970684766769409,0.0020751291885972023
0.0,0.0,OpenBMI,1,0.0019533878657966852,0,TASK_ONLY_MATCHED,True,9,1.0,2.588210105895996,0.0019533878657966852
0.0,0.0,OpenBMI,1,0.0018713729223236442,0,TASK_ONLY_MATCHED,True,10,1.0,2.990123987197876,0.0018713729223236442
0.0,0.0,OpenBMI,1,0.0018359485547989607,0,TASK_ONLY_MATCHED,True,11,1.0,2.960510730743408,0.0018359485547989607
0.0,0.0,OpenBMI,1,0.0017784645315259695,0,TASK_ONLY_MATCHED,True,12,1.0,3.1106607913970947,0.0017784645315259695
0.0,0.0,OpenBMI,1,0.0017389358254149556,0,TASK_ONLY_MATCHED,True,13,1.0,2.21034836769104,0.0017389358254149556
0.0,0.0,OpenBMI,1,0.0016860839677974582,0,TASK_ONLY_MATCHED,True,14,1.0,4.421250820159912,0.0016860839677974582
0.0,0.0,OpenBMI,1,0.0016062642680481076,0,TASK_ONLY_MATCHED,True,15,1.0,3.7187397480010986,0.0016062642680481076
0.0,0.0,OpenBMI,1,0.0015770170139148831,0,TASK_ONLY_MATCHED,True,16,1.0,4.323824405670166,0.0015770170139148831
0.0,0.0,OpenBMI,1,0.0015076994895935059,0,TASK_ONLY_MATCHED,True,17,1.0,3.9462599754333496,0.0015076994895935059
0.0,0.0,OpenBMI,1,0.001421134453266859,0,TASK_ONLY_MATCHED,True,18,1.0,3.325862407684326,0.001421134453266859
0.0,0.0,OpenBMI,1,0.001436821767129004,0,TASK_ONLY_MATCHED,True,19,1.0,2.890834093093872,0.001436821767129004
0.0,0.0,OpenBMI,1,0.0014511465560644865,0,TASK_ONLY_MATCHED,True,20,1.0,2.9659650325775146,0.0014511465560644865
0.0,0.0,OpenBMI,1,0.0014447628054767847,0,TASK_ONLY_MATCHED,True,21,1.0,3.124924659729004,0.0014447628054767847
0.0,0.0,OpenBMI,1,0.0014094793004915118,0,TASK_ONLY_MATCHED,True,22,1.0,2.63836932182312,0.0014094793004915118
0.0,0.0,OpenBMI,1,0.0013914399314671755,0,TASK_ONLY_MATCHED,True,23,1.0,2.5858662128448486,0.0013914399314671755
0.0,0.0,OpenBMI,1,0.0013657871168106794,0,TASK_ONLY_MATCHED,True,24,1.0,3.4925026893615723,0.0013657871168106794
0.0,0.0,OpenBMI,1,0.0014032031176611781,0,TASK_ONLY_MATCHED,True,25,1.0,3.4005913734436035,0.0014032031176611781
0.0,0.0,OpenBMI,1,0.001422822941094637,0,TASK_ONLY_MATCHED,True,26,1.0,3.353041410446167,0.001422822941094637
0.0,0.0,OpenBMI,1,0.001385146169923246,0,TASK_ONLY_MATCHED,True,27,1.0,3.0918426513671875,0.001385146169923246
0.0,0.0,OpenBMI,1,0.0013618165394291282,0,TASK_ONLY_MATCHED,True,28,1.0,2.506946086883545,0.0013618165394291282
0.0,0.0,OpenBMI,1,0.0013387687504291534,0,TASK_ONLY_MATCHED,True,29,1.0,2.9464542865753174,0.0013387687504291534
0.0,0.0,OpenBMI,1,0.0013649334432557225,0,TASK_ONLY_MATCHED,True,30,1.0,2.881892204284668,0.0013649334432557225
0.0,0.0,OpenBMI,1,0.0013128792634233832,0,TASK_ONLY_MATCHED,True,31,1.0,3.8645918369293213,0.0013128792634233832
0.0,0.0,OpenBMI,1,0.001337338937446475,0,TASK_ONLY_MATCHED,True,32,1.0,3.319348096847534,0.001337338937446475
0.0,0.0,OpenBMI,1,0.0013615685747936368,0,TASK_ONLY_MATCHED,True,33,1.0,3.3488731384277344,0.0013615685747936368
0.0,0.0,OpenBMI,1,0.0013877658639103174,0,TASK_ONLY_MATCHED,True,34,1.0,3.4072470664978027,0.0013877658639103174
0.0,0.0,OpenBMI,1,0.001334348227828741,0,TASK_ONLY_MATCHED,True,35,1.0,2.6437244415283203,0.001334348227828741
