fold,seed,control_id,protected_block_ids,protected_coordinate_ids,coordinate_ids,rank,match_distance,match_max_abs_z,N_rho_mean,N_rho_std,N_coordinate_variance_mean,N_coordinate_energy_mean,N_train_identity_balanced_accuracy,N_dewhitened_direction_norm_mean,N_train_task_margin_magnitude,P_rho_mean,P_rho_std,P_coordinate_variance_mean,P_coordinate_energy_mean,P_train_identity_balanced_accuracy,P_dewhitened_direction_norm_mean,P_train_task_margin_magnitude,outer_test_used,outer_membership_enumerated
2,0,N001,"[5, 6]","[12, 13, 14, 15, 16, 17, 18, 19]","[4, 5, 6, 7, 8, 9, 10, 11]",8,3.1366496420154832,5.397477749737263,0.16805391944944859,0.05912652335471437,0.6743191480636597,0.7412428855895996,0.2126470588235294,1.714277002488191,0.22042862498959745,0.03650540765374899,0.02404277082133163,0.3906427025794983,0.4007721245288849,0.085,1.5628361632346968,0.2491218671438002,False,False
2,0,N002,"[5, 6]","[12, 13, 14, 15, 16, 17, 18, 19]","[1, 4, 6, 7, 8, 9, 10, 11]",8,3.2575140152442947,5.074126548140098,0.2111691441386938,0.14882192768170988,0.681711733341217,0.7340109944343567,0.20499999999999996,1.6631812261018744,0.21722680517405252,0.03650540765374899,0.02404277082133163,0.3906427025794983,0.4007721245288849,0.085,1.5628361632346968,0.2491218671438002,False,False
2,0,N003,"[5, 6]","[12, 13, 14, 15, 16, 17, 18, 19]","[2, 4, 6, 7, 8, 9, 10, 11]",8,3.2775610590298654,5.086563132816914,0.19453407637774944,0.10894033705222361,0.7105671167373657,0.7444385886192322,0.20529411764705882,1.733016459917851,0.21414094067381545,0.03650540765374899,0.02404277082133163,0.3906427025794983,0.4007721245288849,0.085,1.5628361632346968,0.2491218671438002,False,False
2,0,N004,"[5, 6]","[12, 13, 14, 15, 16, 17, 18, 19]","[1, 5, 6, 7, 8, 9, 10, 11]",8,3.323783597344235,5.409914334414077,0.20568573288619518,0.14708144425503672,0.6573596596717834,0.7343411445617676,0.21294117647058824,1.76690017307634,0.2240519012304002,0.03650540765374899,0.02404277082133163,0.3906427025794983,0.4007721245288849,0.085,1.5628361632346968,0.2491218671438002,False,False
2,0,N005,"[5, 6]","[12, 13, 14, 15, 16, 17, 18, 19]","[2, 4, 5, 6, 8, 9, 10, 11]",8,3.361578481980228,5.26067531829231,0.2024544533342123,0.10917848704983603,0.6919097900390625,0.7500518560409546,0.20941176470588235,1.8060621621912505,0.22082392271727258,0.03650540765374899,0.02404277082133163,0.3906427025794983,0.4007721245288849,0.085,1.5628361632346968,0.2491218671438002,False,False
2,0,N006,"[5, 6]","[12, 13, 14, 15, 16, 17, 18, 19]","[2, 5, 6, 7, 8, 9, 10, 11]",8,3.371686313715516,5.434787503767704,0.18905066512525082,0.1056908145810533,0.6862150430679321,0.7447687387466431,0.21352941176470586,1.8367354068923167,0.21966139268353152,0.03650540765374899,0.02404277082133163,0.3906427025794983,0.4007721245288849,0.085,1.5628361632346968,0.2491218671438002,False,False
2,0,N007,"[5, 6]","[12, 13, 14, 15, 16, 17, 18, 19]","[1, 3, 5, 6, 8, 9, 10, 11]",8,3.4042711839027024,4.974633870725589,0.23298888094723225,0.157821228699829,0.6242644190788269,0.7522678375244141,0.20264705882352943,1.860903136532494,0.22636514034918126,0.03650540765374899,0.02404277082133163,0.3906427025794983,0.4007721245288849,0.085,1.5628361632346968,0.2491218671438002,False,False
2,0,N008,"[5, 6]","[12, 13, 14, 15, 16, 17, 18, 19]","[1, 4, 5, 6, 8, 9, 10, 11]",8,3.4115069276369723,5.621336273919917,0.21908952109515667,0.14810941611394346,0.6630544662475586,0.7396242618560791,0.21794117647058828,1.7362269283752738,0.2249478047834043,0.03650540765374899,0.02404277082133163,0.3906427025794983,0.4007721245288849,0.085,1.5628361632346968,0.2491218671438002,False,False
2,0,N009,"[5, 6]","[12, 13, 14, 15, 16, 17, 18, 19]","[3, 4, 6, 7, 8, 9, 10, 11]",8,3.412932499825928,6.131236245669289,0.1874366905540228,0.09306500822882685,0.6598812341690063,0.7535562515258789,0.23,1.7352342636709457,0.21734415469358348,0.03650540765374899,0.02404277082133163,0.3906427025794983,0.4007721245288849,0.085,1.5628361632346968,0.2491218671438002,False,False
2,0,N010,"[5, 6]","[12, 13, 14, 15, 16, 17, 18, 19]","[1, 3, 4, 6, 8, 9, 10, 11]",8,3.4172539535548565,5.186055810231427,0.23847229219973087,0.15850276453255727,0.6486165523529053,0.7519376277923584,0.20764705882352943,1.757184189558028,0.2191189726537482,0.03650540765374899,0.02404277082133163,0.3906427025794983,0.4007721245288849,0.085,1.5628361632346968,0.2491218671438002,False,False
