fold,seed,control_id,protected_block_ids,protected_coordinate_ids,coordinate_ids,rank,match_distance,match_max_abs_z,N_rho_mean,N_rho_std,N_coordinate_variance_mean,N_coordinate_energy_mean,N_train_identity_balanced_accuracy,N_dewhitened_direction_norm_mean,N_train_task_margin_magnitude,P_rho_mean,P_rho_std,P_coordinate_variance_mean,P_coordinate_energy_mean,P_train_identity_balanced_accuracy,P_dewhitened_direction_norm_mean,P_train_task_margin_magnitude,outer_test_used,outer_membership_enumerated
1,0,N001,"[4, 6]","[9, 10, 11, 12, 17, 18, 19]","[5, 6, 8, 13, 14, 15, 16]",7,1.5482391702172489,3.45637667076159,0.1029541902244091,0.07365096380248687,0.4975522458553314,0.5153423547744751,0.105,1.4214163562063498,0.18971877695154038,0.06489562303093928,0.04473707098007009,0.4289078414440155,0.45192307233810425,0.08352941176470588,1.6891795804085832,0.28681182806303196,False,False
1,0,N002,"[4, 6]","[9, 10, 11, 12, 17, 18, 19]","[5, 6, 7, 8, 13, 14, 15]",7,1.578549089770472,3.4358131597790904,0.1227316635527781,0.06918300979375393,0.5389994382858276,0.5581389665603638,0.11852941176470588,1.517235472575129,0.19029642638418037,0.06489562303093928,0.04473707098007009,0.4289078414440155,0.45192307233810425,0.08352941176470588,1.6891795804085832,0.28681182806303196,False,False
1,0,N003,"[4, 6]","[9, 10, 11, 12, 17, 18, 19]","[6, 7, 8, 13, 14, 15, 16]",7,1.6066420096056688,3.3921904643169367,0.09648617942418371,0.06538443524848177,0.5246961712837219,0.5355563163757324,0.10735294117647061,1.3770923433733313,0.19152183119493402,0.06489562303093928,0.04473707098007009,0.4289078414440155,0.45192307233810425,0.08352941176470588,1.6891795804085832,0.28681182806303196,False,False
1,0,N004,"[4, 6]","[9, 10, 11, 12, 17, 18, 19]","[2, 6, 8, 13, 14, 15, 16]",7,1.6304173795059582,3.3721242511674183,0.13371125981211662,0.13326470338972385,0.48214396834373474,0.5087229609489441,0.11941176470588234,1.4422589453505013,0.19208551103788093,0.06489562303093928,0.04473707098007009,0.4289078414440155,0.45192307233810425,0.08352941176470588,1.6891795804085832,0.28681182806303196,False,False
1,0,N005,"[4, 6]","[9, 10, 11, 12, 17, 18, 19]","[5, 6, 7, 8, 14, 15, 16]",7,1.65378791308921,3.6407004239139593,0.11723952155028071,0.07477409142955718,0.5314900875091553,0.5506080985069275,0.11029411764705883,1.4559488604240352,0.18454093978544772,0.06489562303093928,0.04473707098007009,0.4289078414440155,0.45192307233810425,0.08352941176470588,1.6891795804085832,0.28681182806303196,False,False
1,0,N006,"[4, 6]","[9, 10, 11, 12, 17, 18, 19]","[5, 6, 7, 13, 14, 15, 16]",7,1.6576393705092363,3.5229164944913736,0.10418461742145675,0.07461452677451774,0.5107345581054688,0.5293328166007996,0.10470588235294118,1.3595449831693214,0.18784960726265865,0.06489562303093928,0.04473707098007009,0.4289078414440155,0.45192307233810425,0.08352941176470588,1.6891795804085832,0.28681182806303196,False,False
1,0,N007,"[4, 6]","[9, 10, 11, 12, 17, 18, 19]","[5, 7, 8, 13, 14, 15, 16]",7,1.6651699813856937,3.35409831881521,0.09990879307900156,0.07047478349918614,0.5257891416549683,0.5442246198654175,0.10794117647058823,1.3310424013513047,0.1925918773682669,0.06489562303093928,0.04473707098007009,0.4289078414440155,0.45192307233810425,0.08352941176470588,1.6891795804085832,0.28681182806303196,False,False
1,0,N008,"[4, 6]","[9, 10, 11, 12, 17, 18, 19]","[2, 6, 7, 8, 13, 14, 15]",7,1.6809058710135822,3.3403293581863895,0.15348873314048564,0.12611388225639217,0.523591160774231,0.5515195727348328,0.13647058823529412,1.5380780617192806,0.1929786611379281,0.06489562303093928,0.04473707098007009,0.4289078414440155,0.45192307233810425,0.08352941176470588,1.6891795804085832,0.28681182806303196,False,False
1,0,N009,"[4, 6]","[9, 10, 11, 12, 17, 18, 19]","[2, 5, 6, 8, 13, 14, 15]",7,1.699016708639316,3.496699430976176,0.15995674394071102,0.12773670235252094,0.49644723534584045,0.5313056707382202,0.14058823529411762,1.5824020745522986,0.18858607059705368,0.06489562303093928,0.04473707098007009,0.4289078414440155,0.45192307233810425,0.08352941176470588,1.6891795804085832,0.28681182806303196,False,False
1,0,N010,"[4, 6]","[9, 10, 11, 12, 17, 18, 19]","[2, 6, 7, 8, 14, 15, 16]",7,1.716942489732432,3.47262178202847,0.14799659113798821,0.1305658132524936,0.5160818696022034,0.5439887046813965,0.12764705882352945,1.4767914495681869,0.1892624356528938,0.06489562303093928,0.04473707098007009,0.4289078414440155,0.45192307233810425,0.08352941176470588,1.6891795804085832,0.28681182806303196,False,False
