task,dataset,fold,lr,optimizer_step,BA,macro_F1,accuracy,XS_BA,XS_macro_F1,XS_accuracy,delta_BA,delta_BA_pp,dW_norm,db_norm,residual_head_norm,loss
OpenBMI_ERP,OpenBMI,1,3e-06,0,0.8295454545454546,0.7656472414029128,0.8428451178451178,0.8295454545454546,0.7656472414029128,0.8428451178451178,0.0,0.0,0.0,0.0,0.0,
OpenBMI_ERP,OpenBMI,1,3e-06,1,0.8295454545454546,0.7656472414029128,0.8428451178451178,0.8295454545454546,0.7656472414029128,0.8428451178451178,0.0,0.0,4.7999848902691156e-05,4.24263862441876e-06,4.8186984520496726e-05,0.2020137459039688
OpenBMI_ERP,OpenBMI,1,3e-06,2,0.8295959595959596,0.7657306175666984,0.8429292929292928,0.8295454545454546,0.7656472414029128,0.8428451178451178,5.0505050504967564e-05,0.005050505050496756,9.04548869584687e-05,8.261754373961594e-06,9.083139963693736e-05,0.1867864578962326
OpenBMI_ERP,OpenBMI,1,3e-06,4,0.8295959595959596,0.7657306175666984,0.8429292929292928,0.8295454545454546,0.7656472414029128,0.8428451178451178,5.0505050504967564e-05,0.005050505050496756,0.00017668747750576586,1.642923234612681e-05,0.00017744966718152372,0.20199590921401978
OpenBMI_ERP,OpenBMI,1,3e-06,8,0.8296464646464647,0.7658259994152181,0.843013468013468,0.8295454545454546,0.7656472414029128,0.8428451178451178,0.00010101010101015717,0.010101010101015717,0.00033643338247202337,3.205370740033686e-05,0.00033795689222099494,0.14707602560520172
OpenBMI_ERP,OpenBMI,1,3e-06,16,0.8296464646464647,0.7658259994152181,0.843013468013468,0.8295454545454546,0.7656472414029128,0.8428451178451178,0.00010101010101015717,0.010101010101015717,0.0006427224143408239,6.434195529436693e-05,0.0006459349728163045,0.1840827316045761
OpenBMI_ERP,OpenBMI,1,3e-06,32,0.8294949494949494,0.7658335967085463,0.8430976430976432,0.8295454545454546,0.7656472414029128,0.8428451178451178,-5.050505050518961e-05,-0.005050505050518961,0.0012635070597752929,0.00012878153938800097,0.0012700530599109427,0.2094673067331314
OpenBMI_ERP,OpenBMI,1,3e-06,64,0.8292929292929291,0.7657572109929482,0.8430976430976432,0.8295454545454546,0.7656472414029128,0.8428451178451178,-0.00025252525252550395,-0.025252525252550395,0.0025417206343263388,0.00026268791407346725,0.002555259032497597,0.19396142661571503
OpenBMI_ERP,OpenBMI,1,1e-05,0,0.8295454545454546,0.7656472414029128,0.8428451178451178,0.8295454545454546,0.7656472414029128,0.8428451178451178,0.0,0.0,0.0,0.0,0.0,
OpenBMI_ERP,OpenBMI,1,1e-05,1,0.8295959595959596,0.7657306175666984,0.8429292929292928,0.8295454545454546,0.7656472414029128,0.8428451178451178,5.0505050504967564e-05,0.005050505050496756,0.00015999950119294226,1.4142128748062532e-05,0.0001606232865667899,0.2020137459039688
OpenBMI_ERP,OpenBMI,1,1e-05,2,0.8295959595959596,0.7657306175666984,0.8429292929292928,0.8295454545454546,0.7656472414029128,0.8428451178451178,5.0505050504967564e-05,0.005050505050496756,0.00030151725513860583,2.7539719667402096e-05,0.0003027723423724139,0.1867494136095047
OpenBMI_ERP,OpenBMI,1,1e-05,4,0.8296464646464647,0.7658259994152181,0.843013468013468,0.8295454545454546,0.7656472414029128,0.8428451178451178,0.00010101010101015717,0.010101010101015717,0.0005889402818866074,5.4763506341259927e-05,0.0005914809356652722,0.20190364122390747
OpenBMI_ERP,OpenBMI,1,1e-05,8,0.8294949494949494,0.7658335967085463,0.8430976430976432,0.8295454545454546,0.7656472414029128,0.8428451178451178,-5.050505050518961e-05,-0.005050505050518961,0.0011212023673579097,0.00010682170977815986,0.0011262795506662236,0.14692623913288116
OpenBMI_ERP,OpenBMI,1,1e-05,16,0.8292424242424241,0.765667949828869,0.843013468013468,0.8295454545454546,0.7656472414029128,0.8428451178451178,-0.0003030303030304715,-0.03030303030304715,0.002140906872227788,0.00021434639347717166,0.002151610236996664,0.18379727005958557
OpenBMI_ERP,OpenBMI,1,1e-05,32,0.8295454545454545,0.766478320381227,0.8438552188552189,0.8295454545454546,0.7656472414029128,0.8428451178451178,-1.1102230246251565e-16,-1.1102230246251565e-14,0.004203304648399353,0.00042849418241530657,0.004225089020555587,0.20869678258895874
OpenBMI_ERP,OpenBMI,1,1e-05,64,0.8294949494949494,0.7675095094038705,0.845117845117845,0.8295454545454546,0.7656472414029128,0.8428451178451178,-5.050505050518961e-05,-0.005050505050518961,0.00842851772904396,0.0008713729330338538,0.008473440971484511,0.1919005811214447
OpenBMI_ERP,OpenBMI,2,3e-06,0,0.7959090909090909,0.762389930744643,0.8537878787878789,0.7959090909090909,0.762389930744643,0.8537878787878789,0.0,0.0,0.0,0.0,0.0,
OpenBMI_ERP,OpenBMI,2,3e-06,1,0.7959595959595959,0.7624953478111104,0.853872053872054,0.7959090909090909,0.762389930744643,0.8537878787878789,5.0505050504967564e-05,0.005050505050496756,4.7999485104810447e-05,4.24263862441876e-06,4.818662213544678e-05,0.05321059376001358
OpenBMI_ERP,OpenBMI,2,3e-06,2,0.7959595959595959,0.7624953478111104,0.853872053872054,0.7959090909090909,0.762389930744643,0.8537878787878789,5.0505050504967564e-05,0.005050505050496756,8.956805686466396e-05,8.384350621781778e-06,8.995962508737266e-05,0.06592216342687607
OpenBMI_ERP,OpenBMI,2,3e-06,4,0.7959595959595959,0.7624953478111104,0.853872053872054,0.7959090909090909,0.762389930744643,0.8537878787878789,5.0505050504967564e-05,0.005050505050496756,0.00015187720418907702,1.4998187907622196e-05,0.0001526159585128729,0.08758796751499176
OpenBMI_ERP,OpenBMI,2,3e-06,8,0.796010101010101,0.7626009375074488,0.8539562289562289,0.7959090909090909,0.762389930744643,0.8537878787878789,0.00010101010101004615,0.010101010101004615,0.0002449718303978443,2.500520167814102e-05,0.00024624471121109323,0.08527559041976929
OpenBMI_ERP,OpenBMI,2,3e-06,16,0.796060606060606,0.76270204070012,0.8540404040404042,0.7959090909090909,0.762389930744643,0.8537878787878789,0.00015151515151512474,0.015151515151512474,0.0004714934329967946,5.365672768675722e-05,0.00047453672332618645,0.07405959814786911
OpenBMI_ERP,OpenBMI,2,3e-06,32,0.7961111111111112,0.7628078037489816,0.8541245791245791,0.7959090909090909,0.762389930744643,0.8537878787878789,0.00020202020202031434,0.020202020202031434,0.0009693658212199807,0.00011446904682088643,0.0009761010490874241,0.09825263172388077
OpenBMI_ERP,OpenBMI,2,3e-06,64,0.7958585858585859,0.7628119097007074,0.8543771043771043,0.7959090909090909,0.762389930744643,0.8537878787878789,-5.0505050504967564e-05,-0.005050505050496756,0.0018826217856258154,0.0002302300272276625,0.001896647213677384,0.07987482845783234
OpenBMI_ERP,OpenBMI,2,1e-05,0,0.7959090909090909,0.762389930744643,0.8537878787878789,0.7959090909090909,0.762389930744643,0.8537878787878789,0.0,0.0,0.0,0.0,0.0,
OpenBMI_ERP,OpenBMI,2,1e-05,1,0.7959595959595959,0.7624953478111104,0.853872053872054,0.7959090909090909,0.762389930744643,0.8537878787878789,5.0505050504967564e-05,0.005050505050496756,0.00015999827883206308,1.4142128748062532e-05,0.00016062206895302208,0.05321059376001358
OpenBMI_ERP,OpenBMI,2,1e-05,2,0.796010101010101,0.7626009375074488,0.8539562289562289,0.7959090909090909,0.762389930744643,0.8537878787878789,0.00010101010101004615,0.010101010101004615,0.0002985461032949388,2.7946742193307728e-05,0.00029985129012864275,0.06591325998306274
OpenBMI_ERP,OpenBMI,2,1e-05,4,0.796060606060606,0.76270204070012,0.8540404040404042,0.7959090909090909,0.762389930744643,0.8537878787878789,0.00015151515151512474,0.015151515151512474,0.0005060976836830378,4.997469295631163e-05,0.0005085590775567906,0.08758454024791718
OpenBMI_ERP,OpenBMI,2,1e-05,8,0.7961111111111112,0.7628078037489816,0.8541245791245791,0.7959090909090909,0.762389930744643,0.8537878787878789,0.00020202020202031434,0.020202020202031434,0.0008156417752616107,8.320846245624125e-05,0.000819875084251402,0.08524563163518906
OpenBMI_ERP,OpenBMI,2,1e-05,16,0.7959595959595959,0.7627634979569473,0.8542087542087543,0.7959090909090909,0.762389930744643,0.8537878787878789,5.0505050504967564e-05,0.005050505050496756,0.001568759442307055,0.00017851598386187106,0.0015788838286339227,0.07398577034473419
OpenBMI_ERP,OpenBMI,2,1e-05,32,0.796010101010101,0.7631256671978931,0.8546296296296297,0.7959090909090909,0.762389930744643,0.8537878787878789,0.00010101010101004615,0.010101010101004615,0.0032192228827625513,0.00038032984593883157,0.0032416117535284646,0.09811428189277649
OpenBMI_ERP,OpenBMI,2,1e-05,64,0.7958080808080807,0.7633757704382796,0.8549663299663299,0.7959090909090909,0.762389930744643,0.8537878787878789,-0.00010101010101015717,-0.010101010101015717,0.006217263638973236,0.0007612337358295918,0.0062636925177616916,0.0794452577829361
OpenBMI_ERP,OpenBMI,3,3e-06,0,0.8448484848484851,0.8168361797068387,0.8882154882154882,0.8448484848484851,0.8168361797068387,0.8882154882154882,0.0,0.0,0.0,0.0,0.0,
OpenBMI_ERP,OpenBMI,3,3e-06,1,0.8448484848484851,0.8168361797068387,0.8882154882154882,0.8448484848484851,0.8168361797068387,0.8882154882154882,0.0,0.0,4.799964153789915e-05,4.2426336221979e-06,4.8186777520591865e-05,0.07543657720088959
OpenBMI_ERP,OpenBMI,3,3e-06,2,0.844949494949495,0.8170781230392882,0.8883838383838384,0.8448484848484851,0.8168361797068387,0.8882154882154882,0.00010101010100993513,0.010101010100993513,8.748058462515473e-05,8.40018310555024e-06,8.788296628224169e-05,0.05955272912979126
OpenBMI_ERP,OpenBMI,3,3e-06,4,0.844949494949495,0.8170781230392882,0.8883838383838384,0.8448484848484851,0.8168361797068387,0.8882154882154882,0.00010101010100993513,0.010101010100993513,0.00016129545110743493,1.6706311726011336e-05,0.00016215832818402388,0.10610637813806534
OpenBMI_ERP,OpenBMI,3,3e-06,8,0.844949494949495,0.8170781230392882,0.8883838383838384,0.8448484848484851,0.8168361797068387,0.8882154882154882,0.00010101010100993513,0.010101010100993513,0.0003080545866396278,3.339192335261032e-05,0.0003098590790906385,0.06841646134853363
OpenBMI_ERP,OpenBMI,3,3e-06,16,0.844949494949495,0.8170781230392882,0.8883838383838384,0.8448484848484851,0.8168361797068387,0.8882154882154882,0.00010101010100993513,0.010101010100993513,0.0006069953669793904,6.812628271291032e-05,0.0006108064881210121,0.06550036370754242
OpenBMI_ERP,OpenBMI,3,3e-06,32,0.8450000000000001,0.8171613980424762,0.8884680134680134,0.8448484848484851,0.8168361797068387,0.8882154882154882,0.0001515151515150137,0.015151515151501371,0.001175439334474504,0.00013464584480971098,0.001183126000286692,0.10203847289085388
OpenBMI_ERP,OpenBMI,3,3e-06,64,0.8448989898989899,0.8172846775829545,0.8886363636363636,0.8448484848484851,0.8168361797068387,0.8882154882154882,5.050505050485654e-05,0.005050505050485654,0.0023312128614634275,0.00026836481993086636,0.0023466088472578954,0.0663350448012352
OpenBMI_ERP,OpenBMI,3,1e-05,0,0.8448484848484851,0.8168361797068387,0.8882154882154882,0.8448484848484851,0.8168361797068387,0.8882154882154882,0.0,0.0,0.0,0.0,0.0,
OpenBMI_ERP,OpenBMI,3,1e-05,1,0.844949494949495,0.8170781230392882,0.8883838383838384,0.8448484848484851,0.8168361797068387,0.8882154882154882,0.00010101010100993513,0.010101010100993513,0.0001599988027010113,1.41421123771579e-05,0.0001606225893460982,0.07543657720088959
OpenBMI_ERP,OpenBMI,3,1e-05,2,0.844949494949495,0.8170781230392882,0.8883838383838384,0.8448484848484851,0.8168361797068387,0.8882154882154882,0.00010101010100993513,0.010101010100993513,0.00029160542180761695,2.8001300961477682e-05,0.00029294674410741185,0.059545595198869705
OpenBMI_ERP,OpenBMI,3,1e-05,4,0.844949494949495,0.8170781230392882,0.8883838383838384,0.8448484848484851,0.8168361797068387,0.8882154882154882,0.00010101010100993513,0.010101010100993513,0.0005376351182349026,5.568835331359878e-05,0.0005405115290668997,0.10608559846878052
OpenBMI_ERP,OpenBMI,3,1e-05,8,0.844949494949495,0.8170781230392882,0.8883838383838384,0.8448484848484851,0.8168361797068387,0.8882154882154882,0.00010101010100993513,0.010101010100993513,0.0010267216712236404,0.00011130145139759406,0.0010327368509177332,0.0683639720082283
OpenBMI_ERP,OpenBMI,3,1e-05,16,0.8448484848484848,0.8171606389004302,0.8885521885521884,0.8448484848484851,0.8168361797068387,0.8882154882154882,-2.220446049250313e-16,-2.220446049250313e-14,0.002022542990744114,0.00022704408911522478,0.002035246709323051,0.06542803347110748
OpenBMI_ERP,OpenBMI,3,1e-05,32,0.8444444444444446,0.8170106127621226,0.8885521885521886,0.8448484848484851,0.8168361797068387,0.8882154882154882,-0.00040404040404051766,-0.040404040404051766,0.003911363426595926,0.00044818760943599045,0.003936957707185102,0.10147903859615326
OpenBMI_ERP,OpenBMI,3,1e-05,64,0.8433333333333334,0.8164663894741772,0.8883838383838384,0.8448484848484851,0.8168361797068387,0.8882154882154882,-0.0015151515151516914,-0.15151515151516914,0.007729741279035807,0.0008904978167265654,0.00778086669995219,0.06564019620418549
OpenBMI_ERP,OpenBMI,4,3e-06,0,0.8194444444444445,0.786969228762521,0.8707912457912458,0.8194444444444445,0.786969228762521,0.8707912457912458,0.0,0.0,0.0,0.0,0.0,
OpenBMI_ERP,OpenBMI,4,3e-06,1,0.8194444444444445,0.786969228762521,0.8707912457912458,0.8194444444444445,0.786969228762521,0.8707912457912458,0.0,0.0,4.799967791768722e-05,4.242637714924058e-06,4.8186814119443574e-05,0.063094861805439
OpenBMI_ERP,OpenBMI,4,3e-06,2,0.8194444444444445,0.786969228762521,0.8707912457912458,0.8194444444444445,0.786969228762521,0.8707912457912458,0.0,0.0,8.991364302346483e-05,8.48851959744934e-06,9.031344399759843e-05,0.057818349450826645
OpenBMI_ERP,OpenBMI,4,3e-06,4,0.8194444444444445,0.786969228762521,0.8707912457912458,0.8194444444444445,0.786969228762521,0.8707912457912458,0.0,0.0,0.00016857583250384778,1.696404069662094e-05,0.00016942724096532396,0.06230178102850914
OpenBMI_ERP,OpenBMI,4,3e-06,8,0.8194949494949495,0.7870905639830884,0.8708754208754209,0.8194444444444445,0.786969228762521,0.8707912457912458,5.0505050504967564e-05,0.005050505050496756,0.0003287042782176286,3.397367981960997e-05,0.0003304553123178043,0.07405570149421692
OpenBMI_ERP,OpenBMI,4,3e-06,16,0.8195454545454547,0.7871846450220997,0.8709595959595959,0.8194444444444445,0.786969228762521,0.8707912457912458,0.00010101010101015717,0.010101010101015717,0.000644999323412776,6.809538172092289e-05,0.0006485839253440197,0.08782587200403214
OpenBMI_ERP,OpenBMI,4,3e-06,32,0.8195959595959597,0.7872714703267979,0.871043771043771,0.8194444444444445,0.786969228762521,0.8707912457912458,0.00015151515151512474,0.015151515151512474,0.0012743913102895021,0.00013741884322371334,0.001281778900674503,0.06919211149215698
OpenBMI_ERP,OpenBMI,4,3e-06,64,0.8196969696969697,0.7874670982910376,0.8712121212121212,0.8194444444444445,0.786969228762521,0.8707912457912458,0.0002525252525251709,0.02525252525251709,0.0024501585867255926,0.0002691757690627128,0.002464900138901302,0.0911722332239151
OpenBMI_ERP,OpenBMI,4,1e-05,0,0.8194444444444445,0.786969228762521,0.8707912457912458,0.8194444444444445,0.786969228762521,0.8707912457912458,0.0,0.0,0.0,0.0,0.0,
OpenBMI_ERP,OpenBMI,4,1e-05,1,0.8194444444444445,0.786969228762521,0.8707912457912458,0.8194444444444445,0.786969228762521,0.8707912457912458,0.0,0.0,0.00015999893366824836,1.4142125110083725e-05,0.0001606227209257949,0.063094861805439
OpenBMI_ERP,OpenBMI,4,1e-05,2,0.8194949494949495,0.7870905639830884,0.8708754208754209,0.8194444444444445,0.786969228762521,0.8707912457912458,5.0505050504967564e-05,0.005050505050496756,0.00029971395269967616,2.8294958610786125e-05,0.00030104660457419183,0.05780962109565735
OpenBMI_ERP,OpenBMI,4,1e-05,4,0.8194949494949495,0.7870905639830884,0.8708754208754209,0.8194444444444445,0.786969228762521,0.8707912457912458,5.0505050504967564e-05,0.005050505050496756,0.0005619037547148764,5.6547105486970395e-05,0.0005647418921079174,0.06226353347301483
OpenBMI_ERP,OpenBMI,4,1e-05,8,0.8195959595959597,0.7872714703267979,0.871043771043771,0.8194444444444445,0.786969228762521,0.8707912457912458,0.00015151515151512474,0.015151515151512474,0.0010955727193504572,0.00011324320803396404,0.001101409827244509,0.07398895174264908
OpenBMI_ERP,OpenBMI,4,1e-05,16,0.8196464646464646,0.7873763642871155,0.8711279461279462,0.8194444444444445,0.786969228762521,0.8707912457912458,0.0002020202020200923,0.02020202020200923,0.002149167936295271,0.0002269362739752978,0.0021611161215551247,0.08760473132133484
OpenBMI_ERP,OpenBMI,4,1e-05,32,0.82,0.7880630422725283,0.8717171717171716,0.8194444444444445,0.786969228762521,0.8707912457912458,0.0005555555555554204,0.055555555555542036,0.004242873750627041,0.00045769198914058506,0.0042674886784481855,0.06879553943872452
OpenBMI_ERP,OpenBMI,4,1e-05,64,0.8197979797979799,0.7886056621758165,0.8723905723905724,0.8194444444444445,0.786969228762521,0.8707912457912458,0.00035353535353532806,0.035353535353532806,0.008138108998537064,0.0008947020396590233,0.008187142957823561,0.09038916975259781
OpenBMI_MI,OpenBMI,0,3e-06,0,0.7683333333333332,0.7627971665034042,0.7683333333333332,0.7683333333333332,0.7627971665034042,0.7683333333333332,0.0,0.0,0.0,0.0,0.0,
OpenBMI_MI,OpenBMI,0,3e-06,1,0.7683333333333332,0.7627971665034042,0.7683333333333332,0.7683333333333332,0.7627971665034042,0.7683333333333332,0.0,0.0,4.799977250513621e-05,4.242638169671409e-06,4.818690837959603e-05,0.17551076412200928
OpenBMI_MI,OpenBMI,0,3e-06,2,0.7683333333333332,0.7627971665034042,0.7683333333333332,0.7683333333333332,0.7627971665034042,0.7683333333333332,0.0,0.0,8.524327131453902e-05,8.43387624627212e-06,8.565947450773641e-05,0.187201589345932
OpenBMI_MI,OpenBMI,0,3e-06,4,0.7683333333333332,0.7627971665034042,0.7683333333333332,0.7683333333333332,0.7627971665034042,0.7683333333333332,0.0,0.0,0.00015129716484807432,1.671619975240901e-05,0.00015221781572873725,0.19931522011756897
OpenBMI_MI,OpenBMI,0,3e-06,8,0.7683333333333332,0.7627971665034042,0.7683333333333332,0.7683333333333332,0.7627971665034042,0.7683333333333332,0.0,0.0,0.0002712938003242016,3.104442293988541e-05,0.0002730642457188752,0.16645753383636475
OpenBMI_MI,OpenBMI,0,3e-06,16,0.7683333333333332,0.7627971665034042,0.7683333333333332,0.7683333333333332,0.7627971665034042,0.7683333333333332,0.0,0.0,0.000514737272169441,5.963470903225243e-05,0.0005181802368691791,0.1633811593055725
OpenBMI_MI,OpenBMI,0,3e-06,32,0.7699999999999999,0.764632383348763,0.7699999999999999,0.7683333333333332,0.7627971665034042,0.7683333333333332,0.0016666666666667052,0.16666666666667052,0.0010299838613718748,0.00012125628563808277,0.0010370968332288272,0.16832458972930908
OpenBMI_MI,OpenBMI,0,3e-06,64,0.7699999999999999,0.764632383348763,0.7699999999999999,0.7683333333333332,0.7627971665034042,0.7683333333333332,0.0016666666666667052,0.16666666666667052,0.002033052733168006,0.00023472364409826696,0.002046557745322782,0.16214720904827118
OpenBMI_MI,OpenBMI,0,1e-05,0,0.7683333333333332,0.7627971665034042,0.7683333333333332,0.7683333333333332,0.7627971665034042,0.7683333333333332,0.0,0.0,0.0,0.0,0.0,
OpenBMI_MI,OpenBMI,0,1e-05,1,0.7683333333333332,0.7627971665034042,0.7683333333333332,0.7683333333333332,0.7627971665034042,0.7683333333333332,0.0,0.0,0.00015999923925846815,1.4142126929073129e-05,0.0001606230254893941,0.17551076412200928
OpenBMI_MI,OpenBMI,0,1e-05,2,0.7683333333333332,0.7627971665034042,0.7683333333333332,0.7683333333333332,0.7627971665034042,0.7683333333333332,0.0,0.0,0.0002841124660335481,2.811066951835528e-05,0.00028549974272568834,0.18719251453876495
OpenBMI_MI,OpenBMI,0,1e-05,4,0.7683333333333332,0.7627971665034042,0.7683333333333332,0.7683333333333332,0.7627971665034042,0.7683333333333332,0.0,0.0,0.0005040803225710988,5.57040075364057e-05,0.0005071488026792521,0.19928652048110962
OpenBMI_MI,OpenBMI,0,1e-05,8,0.7699999999999999,0.764632383348763,0.7699999999999999,0.7683333333333332,0.7627971665034042,0.7683333333333332,0.0016666666666667052,0.16666666666667052,0.000903241045307368,0.0001033290900522843,0.0009091321613379322,0.16634267568588257
OpenBMI_MI,OpenBMI,0,1e-05,16,0.7699999999999999,0.764632383348763,0.7699999999999999,0.7683333333333332,0.7627971665034042,0.7683333333333332,0.0016666666666667052,0.16666666666667052,0.0017119875410571694,0.000198200301383622,0.001723422380092452,0.16322371363639832
OpenBMI_MI,OpenBMI,0,1e-05,32,0.7699999999999999,0.764632383348763,0.7699999999999999,0.7683333333333332,0.7627971665034042,0.7683333333333332,0.0016666666666667052,0.16666666666667052,0.003414536127820611,0.0004015332960989326,0.0034380642745690843,0.16804304718971252
OpenBMI_MI,OpenBMI,0,1e-05,64,0.7699999999999999,0.764632383348763,0.7699999999999999,0.7683333333333332,0.7627971665034042,0.7683333333333332,0.0016666666666667052,0.16666666666667052,0.006675995886325836,0.000766200537327677,0.006719820260813581,0.16130423545837402
OpenBMI_MI,OpenBMI,1,3e-06,0,0.81,0.8062744155005457,0.81,0.81,0.8062744155005457,0.81,0.0,0.0,0.0,0.0,0.0,
OpenBMI_MI,OpenBMI,1,3e-06,1,0.81,0.8062744155005457,0.81,0.81,0.8062744155005457,0.81,0.0,0.0,4.7999510570662096e-05,4.242636805429356e-06,4.818664734224499e-05,0.21149218082427979
OpenBMI_MI,OpenBMI,1,3e-06,2,0.81,0.8062744155005457,0.81,0.81,0.8062744155005457,0.81,0.0,0.0,8.20046552689746e-05,8.38913820189191e-06,8.243264599388889e-05,0.20138883590698242
OpenBMI_MI,OpenBMI,1,3e-06,4,0.81,0.8062744155005457,0.81,0.81,0.8062744155005457,0.81,0.0,0.0,0.00012426839384716004,1.0198921700066421e-05,0.00012468621300367163,0.18735232949256897
OpenBMI_MI,OpenBMI,1,3e-06,8,0.81,0.8062744155005457,0.81,0.81,0.8062744155005457,0.81,0.0,0.0,0.0002205147611675784,1.1345502571202815e-05,0.00022080643179352207,0.21350038051605225
OpenBMI_MI,OpenBMI,1,3e-06,16,0.81,0.8062744155005457,0.81,0.81,0.8062744155005457,0.81,0.0,0.0,0.000440948671894148,1.4970692063798197e-05,0.0004412027344272495,0.20756705105304718
OpenBMI_MI,OpenBMI,1,3e-06,32,0.81,0.8062744155005457,0.81,0.81,0.8062744155005457,0.81,0.0,0.0,0.0008815852925181389,4.915099907520926e-06,0.000881598993982748,0.20566102862358093
OpenBMI_MI,OpenBMI,1,3e-06,64,0.81,0.8062744155005457,0.81,0.81,0.8062744155005457,0.81,0.0,0.0,0.0018150649266317487,3.264360566390678e-05,0.0018153584474916947,0.21690264344215393
OpenBMI_MI,OpenBMI,1,1e-05,0,0.81,0.8062744155005457,0.81,0.81,0.8062744155005457,0.81,0.0,0.0,0.0,0.0,0.0,
OpenBMI_MI,OpenBMI,1,1e-05,1,0.81,0.8062744155005457,0.81,0.81,0.8062744155005457,0.81,0.0,0.0,0.00015999836614355445,1.414212238159962e-05,0.0001606221553648906,0.21149218082427979
OpenBMI_MI,OpenBMI,1,1e-05,2,0.81,0.8062744155005457,0.81,0.81,0.8062744155005457,0.81,0.0,0.0,0.00027334934566169977,2.7966510970145464e-05,0.00027477625535974297,0.20137447118759155
