model,task,fold,seed,subject_id,BA,macro_F1,accuracy,trials,checkpoint_sha256
TCFormer,WBCIC_MI,0,0,sub-51,0.78,0.7717605560742815,0.78,200,0541c228825cb8838684d28044c25a6056a1693fb6f13488afd78eefca783b3a
TCFormer,WBCIC_MI,0,1,sub-4,0.62,0.6199619961996199,0.62,200,0b37b0ce10bb0a9846ace7d543be64027559fb703d21bc49875db30bdf7966f6
TCFormer,WBCIC_MI,0,1,sub-8,0.88,0.87998799879988,0.88,200,0b37b0ce10bb0a9846ace7d543be64027559fb703d21bc49875db30bdf7966f6
TCFormer,WBCIC_MI,0,1,sub-10,0.815,0.8129376374529185,0.815,200,0b37b0ce10bb0a9846ace7d543be64027559fb703d21bc49875db30bdf7966f6
TCFormer,WBCIC_MI,0,1,sub-15,0.61,0.6010230179028133,0.61,200,0b37b0ce10bb0a9846ace7d543be64027559fb703d21bc49875db30bdf7966f6
TCFormer,WBCIC_MI,0,1,sub-20,0.515,0.5148908504413493,0.515,200,0b37b0ce10bb0a9846ace7d543be64027559fb703d21bc49875db30bdf7966f6
TCFormer,WBCIC_MI,0,1,sub-39,0.815,0.8149583656322672,0.815,200,0b37b0ce10bb0a9846ace7d543be64027559fb703d21bc49875db30bdf7966f6
TCFormer,WBCIC_MI,0,1,sub-40,0.85,0.85,0.85,200,0b37b0ce10bb0a9846ace7d543be64027559fb703d21bc49875db30bdf7966f6
TCFormer,WBCIC_MI,0,1,sub-43,0.98,0.9799919967987194,0.98,200,0b37b0ce10bb0a9846ace7d543be64027559fb703d21bc49875db30bdf7966f6
TCFormer,WBCIC_MI,0,1,sub-46,0.9199999999999999,0.9198717948717949,0.92,200,0b37b0ce10bb0a9846ace7d543be64027559fb703d21bc49875db30bdf7966f6
TCFormer,WBCIC_MI,0,1,sub-51,0.79,0.7882851093860268,0.79,200,0b37b0ce10bb0a9846ace7d543be64027559fb703d21bc49875db30bdf7966f6
TCFormer,WBCIC_MI,0,2,sub-4,0.6699999999999999,0.6694711538461539,0.67,200,7814cb27237fcc2c2a75dc38f0cfc3b8ce04d6470d0f1286e5809e1693175482
TCFormer,WBCIC_MI,0,2,sub-8,0.89,0.8899559823929573,0.89,200,7814cb27237fcc2c2a75dc38f0cfc3b8ce04d6470d0f1286e5809e1693175482
TCFormer,WBCIC_MI,0,2,sub-10,0.815,0.8146246148450612,0.815,200,7814cb27237fcc2c2a75dc38f0cfc3b8ce04d6470d0f1286e5809e1693175482
TCFormer,WBCIC_MI,0,2,sub-15,0.675,0.6731615336266499,0.675,200,7814cb27237fcc2c2a75dc38f0cfc3b8ce04d6470d0f1286e5809e1693175482
TCFormer,WBCIC_MI,0,2,sub-20,0.455,0.4510337186170079,0.455,200,7814cb27237fcc2c2a75dc38f0cfc3b8ce04d6470d0f1286e5809e1693175482
TCFormer,WBCIC_MI,0,2,sub-39,0.8049999999999999,0.8048780487804879,0.805,200,7814cb27237fcc2c2a75dc38f0cfc3b8ce04d6470d0f1286e5809e1693175482
TCFormer,WBCIC_MI,0,2,sub-40,0.825,0.8246449059345173,0.825,200,7814cb27237fcc2c2a75dc38f0cfc3b8ce04d6470d0f1286e5809e1693175482
TCFormer,WBCIC_MI,0,2,sub-43,0.97,0.9699729756781104,0.97,200,7814cb27237fcc2c2a75dc38f0cfc3b8ce04d6470d0f1286e5809e1693175482
TCFormer,WBCIC_MI,0,2,sub-46,0.89,0.889823717948718,0.89,200,7814cb27237fcc2c2a75dc38f0cfc3b8ce04d6470d0f1286e5809e1693175482
TCFormer,WBCIC_MI,0,2,sub-51,0.7949999999999999,0.7935080959935534,0.795,200,7814cb27237fcc2c2a75dc38f0cfc3b8ce04d6470d0f1286e5809e1693175482
TCFormer,WBCIC_MI,1,0,sub-4,0.66,0.65996599659966,0.66,200,b268a1bce5b7951d26631bfbb903670cc52b182c957ef279e710470bc8398673
TCFormer,WBCIC_MI,1,0,sub-8,0.925,0.9249831212022706,0.925,200,b268a1bce5b7951d26631bfbb903670cc52b182c957ef279e710470bc8398673
TCFormer,WBCIC_MI,1,0,sub-10,0.815,0.8149953748843721,0.815,200,b268a1bce5b7951d26631bfbb903670cc52b182c957ef279e710470bc8398673
TCFormer,WBCIC_MI,1,0,sub-15,0.73,0.7298919567827131,0.73,200,b268a1bce5b7951d26631bfbb903670cc52b182c957ef279e710470bc8398673
TCFormer,WBCIC_MI,1,0,sub-20,0.505,0.478604344963792,0.505,200,b268a1bce5b7951d26631bfbb903670cc52b182c957ef279e710470bc8398673
TCFormer,WBCIC_MI,1,0,sub-39,0.8200000000000001,0.8181818181818181,0.82,200,b268a1bce5b7951d26631bfbb903670cc52b182c957ef279e710470bc8398673
TCFormer,WBCIC_MI,1,0,sub-40,0.89,0.8899559823929573,0.89,200,b268a1bce5b7951d26631bfbb903670cc52b182c957ef279e710470bc8398673
TCFormer,WBCIC_MI,1,0,sub-43,0.99,0.9899989998999901,0.99,200,b268a1bce5b7951d26631bfbb903670cc52b182c957ef279e710470bc8398673
TCFormer,WBCIC_MI,1,0,sub-46,0.965,0.9649781113195748,0.965,200,b268a1bce5b7951d26631bfbb903670cc52b182c957ef279e710470bc8398673
TCFormer,WBCIC_MI,1,0,sub-51,0.76,0.7584541062801933,0.76,200,b268a1bce5b7951d26631bfbb903670cc52b182c957ef279e710470bc8398673
TCFormer,WBCIC_MI,1,1,sub-4,0.665,0.6631049654305469,0.665,200,25c2195b26fb8161d35c607da4597017ea10ab6cd96e4ce168ce8ff5bc499f6e
TCFormer,WBCIC_MI,1,1,sub-8,0.91,0.9099639855942376,0.91,200,25c2195b26fb8161d35c607da4597017ea10ab6cd96e4ce168ce8ff5bc499f6e
TCFormer,WBCIC_MI,1,1,sub-10,0.8,0.7996794871794872,0.8,200,25c2195b26fb8161d35c607da4597017ea10ab6cd96e4ce168ce8ff5bc499f6e
TCFormer,WBCIC_MI,1,1,sub-15,0.735,0.7348342714196372,0.735,200,25c2195b26fb8161d35c607da4597017ea10ab6cd96e4ce168ce8ff5bc499f6e
TCFormer,WBCIC_MI,1,1,sub-20,0.47,0.43466666666666665,0.47,200,25c2195b26fb8161d35c607da4597017ea10ab6cd96e4ce168ce8ff5bc499f6e
TCFormer,WBCIC_MI,1,1,sub-39,0.865,0.8645903859174001,0.865,200,25c2195b26fb8161d35c607da4597017ea10ab6cd96e4ce168ce8ff5bc499f6e
TCFormer,WBCIC_MI,1,1,sub-40,0.89,0.889823717948718,0.89,200,25c2195b26fb8161d35c607da4597017ea10ab6cd96e4ce168ce8ff5bc499f6e
TCFormer,WBCIC_MI,1,1,sub-43,0.99,0.9899989998999901,0.99,200,25c2195b26fb8161d35c607da4597017ea10ab6cd96e4ce168ce8ff5bc499f6e
TCFormer,WBCIC_MI,1,1,sub-46,0.98,0.9799979997999799,0.98,200,25c2195b26fb8161d35c607da4597017ea10ab6cd96e4ce168ce8ff5bc499f6e
TCFormer,WBCIC_MI,1,1,sub-51,0.805,0.8019047619047619,0.805,200,25c2195b26fb8161d35c607da4597017ea10ab6cd96e4ce168ce8ff5bc499f6e
TCFormer,WBCIC_MI,1,2,sub-4,0.655,0.6549223575304444,0.655,200,0304e90645cb418bf327099c97a77f9f0654528f3cac05420fc13192efdaf593
TCFormer,WBCIC_MI,1,2,sub-8,0.915,0.9149978749468737,0.915,200,0304e90645cb418bf327099c97a77f9f0654528f3cac05420fc13192efdaf593
TCFormer,WBCIC_MI,1,2,sub-10,0.86,0.859775641025641,0.86,200,0304e90645cb418bf327099c97a77f9f0654528f3cac05420fc13192efdaf593
TCFormer,WBCIC_MI,1,2,sub-15,0.745,0.7442262845106447,0.745,200,0304e90645cb418bf327099c97a77f9f0654528f3cac05420fc13192efdaf593
TCFormer,WBCIC_MI,1,2,sub-20,0.48000000000000004,0.4164515767029514,0.48,200,0304e90645cb418bf327099c97a77f9f0654528f3cac05420fc13192efdaf593
TCFormer,WBCIC_MI,1,2,sub-39,0.8600000000000001,0.8596491228070176,0.86,200,0304e90645cb418bf327099c97a77f9f0654528f3cac05420fc13192efdaf593
TCFormer,WBCIC_MI,1,2,sub-40,0.885,0.8847666524712543,0.885,200,0304e90645cb418bf327099c97a77f9f0654528f3cac05420fc13192efdaf593
TCFormer,WBCIC_MI,1,2,sub-43,0.995,0.9949998749968749,0.995,200,0304e90645cb418bf327099c97a77f9f0654528f3cac05420fc13192efdaf593
TCFormer,WBCIC_MI,1,2,sub-46,0.9650000000000001,0.9649570724137068,0.965,200,0304e90645cb418bf327099c97a77f9f0654528f3cac05420fc13192efdaf593
TCFormer,WBCIC_MI,1,2,sub-51,0.815,0.8110268392962026,0.815,200,0304e90645cb418bf327099c97a77f9f0654528f3cac05420fc13192efdaf593
TCFormer,WBCIC_MI,2,0,sub-4,0.64,0.63996399639964,0.64,200,9f23aebb0087ea52d189af485c8ef470e85734790aba67e561dcca828f03fb52
TCFormer,WBCIC_MI,2,0,sub-8,0.92,0.92,0.92,200,9f23aebb0087ea52d189af485c8ef470e85734790aba67e561dcca828f03fb52
TCFormer,WBCIC_MI,2,0,sub-10,0.85,0.8498648783905515,0.85,200,9f23aebb0087ea52d189af485c8ef470e85734790aba67e561dcca828f03fb52
TCFormer,WBCIC_MI,2,0,sub-15,0.77,0.77,0.77,200,9f23aebb0087ea52d189af485c8ef470e85734790aba67e561dcca828f03fb52
TCFormer,WBCIC_MI,2,0,sub-20,0.49,0.4729226953286482,0.49,200,9f23aebb0087ea52d189af485c8ef470e85734790aba67e561dcca828f03fb52
TCFormer,WBCIC_MI,2,0,sub-39,0.88,0.8799519807923168,0.88,200,9f23aebb0087ea52d189af485c8ef470e85734790aba67e561dcca828f03fb52
TCFormer,WBCIC_MI,2,0,sub-40,0.86,0.8599439775910365,0.86,200,9f23aebb0087ea52d189af485c8ef470e85734790aba67e561dcca828f03fb52
TCFormer,WBCIC_MI,2,0,sub-43,0.985,0.9849966242404541,0.985,200,9f23aebb0087ea52d189af485c8ef470e85734790aba67e561dcca828f03fb52
TCFormer,WBCIC_MI,2,0,sub-46,0.97,0.9699879951980792,0.97,200,9f23aebb0087ea52d189af485c8ef470e85734790aba67e561dcca828f03fb52
TCFormer,WBCIC_MI,2,0,sub-51,0.7849999999999999,0.7837837837837838,0.785,200,9f23aebb0087ea52d189af485c8ef470e85734790aba67e561dcca828f03fb52
TCFormer,WBCIC_MI,2,1,sub-4,0.665,0.6612654516039334,0.665,200,e502978c5753a4f535186ee00cd9d04c1d8d87bff5dcce6d13ffeb1f2bbf5dac
TCFormer,WBCIC_MI,2,1,sub-8,0.945,0.9449986249656241,0.945,200,e502978c5753a4f535186ee00cd9d04c1d8d87bff5dcce6d13ffeb1f2bbf5dac
TCFormer,WBCIC_MI,2,1,sub-10,0.8400000000000001,0.8395989974937343,0.84,200,e502978c5753a4f535186ee00cd9d04c1d8d87bff5dcce6d13ffeb1f2bbf5dac
TCFormer,WBCIC_MI,2,1,sub-15,0.745,0.7449426120877197,0.745,200,e502978c5753a4f535186ee00cd9d04c1d8d87bff5dcce6d13ffeb1f2bbf5dac
TCFormer,WBCIC_MI,2,1,sub-20,0.47,0.3749262884774148,0.47,200,e502978c5753a4f535186ee00cd9d04c1d8d87bff5dcce6d13ffeb1f2bbf5dac
TCFormer,WBCIC_MI,2,1,sub-39,0.8500000000000001,0.8497596153846154,0.85,200,e502978c5753a4f535186ee00cd9d04c1d8d87bff5dcce6d13ffeb1f2bbf5dac
TCFormer,WBCIC_MI,2,1,sub-40,0.875,0.8749968749218731,0.875,200,e502978c5753a4f535186ee00cd9d04c1d8d87bff5dcce6d13ffeb1f2bbf5dac
TCFormer,WBCIC_MI,2,1,sub-43,0.975,0.9749843652282677,0.975,200,e502978c5753a4f535186ee00cd9d04c1d8d87bff5dcce6d13ffeb1f2bbf5dac
TCFormer,WBCIC_MI,2,1,sub-46,0.96,0.9599639675708138,0.96,200,e502978c5753a4f535186ee00cd9d04c1d8d87bff5dcce6d13ffeb1f2bbf5dac
TCFormer,WBCIC_MI,2,1,sub-51,0.8,0.7965618960431289,0.8,200,e502978c5753a4f535186ee00cd9d04c1d8d87bff5dcce6d13ffeb1f2bbf5dac
TCFormer,WBCIC_MI,2,2,sub-4,0.665,0.6647904940587868,0.665,200,620508883887dc8dc50382b4a4d6b1052257e95dbc3213da3825013298a0bee9
TCFormer,WBCIC_MI,2,2,sub-8,0.915,0.9149808706959066,0.915,200,620508883887dc8dc50382b4a4d6b1052257e95dbc3213da3825013298a0bee9
TCFormer,WBCIC_MI,2,2,sub-10,0.825,0.8249606161386311,0.825,200,620508883887dc8dc50382b4a4d6b1052257e95dbc3213da3825013298a0bee9
TCFormer,WBCIC_MI,2,2,sub-15,0.72,0.7171717171717171,0.72,200,620508883887dc8dc50382b4a4d6b1052257e95dbc3213da3825013298a0bee9
TCFormer,WBCIC_MI,2,2,sub-20,0.505,0.494369110549299,0.505,200,620508883887dc8dc50382b4a4d6b1052257e95dbc3213da3825013298a0bee9
TCFormer,WBCIC_MI,2,2,sub-39,0.855,0.8547057792028858,0.855,200,620508883887dc8dc50382b4a4d6b1052257e95dbc3213da3825013298a0bee9
TCFormer,WBCIC_MI,2,2,sub-40,0.875,0.8746207277012964,0.875,200,620508883887dc8dc50382b4a4d6b1052257e95dbc3213da3825013298a0bee9
TCFormer,WBCIC_MI,2,2,sub-43,0.985,0.9849966242404541,0.985,200,620508883887dc8dc50382b4a4d6b1052257e95dbc3213da3825013298a0bee9
TCFormer,WBCIC_MI,2,2,sub-46,0.985,0.9849966242404541,0.985,200,620508883887dc8dc50382b4a4d6b1052257e95dbc3213da3825013298a0bee9
TCFormer,WBCIC_MI,2,2,sub-51,0.81,0.8076728413807066,0.81,200,620508883887dc8dc50382b4a4d6b1052257e95dbc3213da3825013298a0bee9
TCFormer,WBCIC_MI,3,0,sub-4,0.67,0.6547756041426928,0.67,200,7370470785930750be1fd24b19385adad5c84691c2a135b020ec9cbd5236e832
TCFormer,WBCIC_MI,3,0,sub-8,0.825,0.8217514196226223,0.825,200,7370470785930750be1fd24b19385adad5c84691c2a135b020ec9cbd5236e832
TCFormer,WBCIC_MI,3,0,sub-10,0.8300000000000001,0.8282828282828283,0.83,200,7370470785930750be1fd24b19385adad5c84691c2a135b020ec9cbd5236e832
TCFormer,WBCIC_MI,3,0,sub-15,0.65,0.6368917937545389,0.65,200,7370470785930750be1fd24b19385adad5c84691c2a135b020ec9cbd5236e832
TCFormer,WBCIC_MI,3,0,sub-20,0.525,0.43718712047157793,0.525,200,7370470785930750be1fd24b19385adad5c84691c2a135b020ec9cbd5236e832
TCFormer,WBCIC_MI,3,0,sub-39,0.815,0.8104459642921181,0.815,200,7370470785930750be1fd24b19385adad5c84691c2a135b020ec9cbd5236e832
TCFormer,WBCIC_MI,3,0,sub-40,0.6599999999999999,0.6238521960393849,0.66,200,7370470785930750be1fd24b19385adad5c84691c2a135b020ec9cbd5236e832
TCFormer,WBCIC_MI,3,0,sub-43,0.89,0.8888888888888888,0.89,200,7370470785930750be1fd24b19385adad5c84691c2a135b020ec9cbd5236e832
TCFormer,WBCIC_MI,3,0,sub-46,0.885,0.8834587418611133,0.885,200,7370470785930750be1fd24b19385adad5c84691c2a135b020ec9cbd5236e832
TCFormer,WBCIC_MI,3,0,sub-51,0.7649999999999999,0.7566721027154357,0.765,200,7370470785930750be1fd24b19385adad5c84691c2a135b020ec9cbd5236e832
TCFormer,WBCIC_MI,3,1,sub-4,0.68,0.6621264913947841,0.68,200,f8a918ce7ec5c44f2aec786592c9b15606c9e3ef681797ea81de1ddb17ee2bef
TCFormer,WBCIC_MI,3,1,sub-8,0.855,0.8526984126984127,0.855,200,f8a918ce7ec5c44f2aec786592c9b15606c9e3ef681797ea81de1ddb17ee2bef
TCFormer,WBCIC_MI,3,1,sub-10,0.835,0.8342999171499585,0.835,200,f8a918ce7ec5c44f2aec786592c9b15606c9e3ef681797ea81de1ddb17ee2bef
TCFormer,WBCIC_MI,3,1,sub-15,0.635,0.6220651808133364,0.635,200,f8a918ce7ec5c44f2aec786592c9b15606c9e3ef681797ea81de1ddb17ee2bef
TCFormer,WBCIC_MI,3,1,sub-20,0.465,0.3470633104500382,0.465,200,f8a918ce7ec5c44f2aec786592c9b15606c9e3ef681797ea81de1ddb17ee2bef
TCFormer,WBCIC_MI,3,1,sub-39,0.755,0.7497382466355116,0.755,200,f8a918ce7ec5c44f2aec786592c9b15606c9e3ef681797ea81de1ddb17ee2bef
TCFormer,WBCIC_MI,3,1,sub-40,0.655,0.622114515731537,0.655,200,f8a918ce7ec5c44f2aec786592c9b15606c9e3ef681797ea81de1ddb17ee2bef
TCFormer,WBCIC_MI,3,1,sub-43,0.875,0.873015873015873,0.875,200,f8a918ce7ec5c44f2aec786592c9b15606c9e3ef681797ea81de1ddb17ee2bef
TCFormer,WBCIC_MI,3,1,sub-46,0.855,0.8518859010699966,0.855,200,f8a918ce7ec5c44f2aec786592c9b15606c9e3ef681797ea81de1ddb17ee2bef
TCFormer,WBCIC_MI,3,1,sub-51,0.78,0.7726333195535345,0.78,200,f8a918ce7ec5c44f2aec786592c9b15606c9e3ef681797ea81de1ddb17ee2bef
TCFormer,WBCIC_MI,3,2,sub-4,0.675,0.6749268585431722,0.675,200,650bbdcbf8d4cbb0338829a9e030873864bb9024a3296566c5dae29b45fade97
TCFormer,WBCIC_MI,3,2,sub-8,0.85,0.84998499849985,0.85,200,650bbdcbf8d4cbb0338829a9e030873864bb9024a3296566c5dae29b45fade97
TCFormer,WBCIC_MI,3,2,sub-10,0.835,0.8342999171499585,0.835,200,650bbdcbf8d4cbb0338829a9e030873864bb9024a3296566c5dae29b45fade97
TCFormer,WBCIC_MI,3,2,sub-15,0.5800000000000001,0.5789473684210527,0.58,200,650bbdcbf8d4cbb0338829a9e030873864bb9024a3296566c5dae29b45fade97
TCFormer,WBCIC_MI,3,2,sub-20,0.475,0.4743560862056019,0.475,200,650bbdcbf8d4cbb0338829a9e030873864bb9024a3296566c5dae29b45fade97
TCFormer,WBCIC_MI,3,2,sub-39,0.8,0.7994987468671679,0.8,200,650bbdcbf8d4cbb0338829a9e030873864bb9024a3296566c5dae29b45fade97
TCFormer,WBCIC_MI,3,2,sub-40,0.77,0.7688674505074866,0.77,200,650bbdcbf8d4cbb0338829a9e030873864bb9024a3296566c5dae29b45fade97
TCFormer,WBCIC_MI,3,2,sub-43,0.94,0.9398496240601504,0.94,200,650bbdcbf8d4cbb0338829a9e030873864bb9024a3296566c5dae29b45fade97
TCFormer,WBCIC_MI,3,2,sub-46,0.895,0.8948712172411204,0.895,200,650bbdcbf8d4cbb0338829a9e030873864bb9024a3296566c5dae29b45fade97
TCFormer,WBCIC_MI,3,2,sub-51,0.8200000000000001,0.8185300937594515,0.82,200,650bbdcbf8d4cbb0338829a9e030873864bb9024a3296566c5dae29b45fade97
TCFormer,WBCIC_MI,4,0,sub-4,0.65,0.65,0.65,200,7bd75e885f7d3cc6176439d67261dfeec3d66dae736c911f4aafc0a8ed98301e
TCFormer,WBCIC_MI,4,0,sub-8,0.915,0.9149808706959066,0.915,200,7bd75e885f7d3cc6176439d67261dfeec3d66dae736c911f4aafc0a8ed98301e
TCFormer,WBCIC_MI,4,0,sub-10,0.835,0.8340666247642992,0.835,200,7bd75e885f7d3cc6176439d67261dfeec3d66dae736c911f4aafc0a8ed98301e
TCFormer,WBCIC_MI,4,0,sub-15,0.755,0.7548467792370231,0.755,200,7bd75e885f7d3cc6176439d67261dfeec3d66dae736c911f4aafc0a8ed98301e
TCFormer,WBCIC_MI,4,0,sub-20,0.525,0.5197047448115473,0.525,200,7bd75e885f7d3cc6176439d67261dfeec3d66dae736c911f4aafc0a8ed98301e
TCFormer,WBCIC_MI,4,0,sub-39,0.8999999999999999,0.8998397435897436,0.9,200,7bd75e885f7d3cc6176439d67261dfeec3d66dae736c911f4aafc0a8ed98301e
TCFormer,WBCIC_MI,4,0,sub-40,0.8500000000000001,0.8497596153846154,0.85,200,7bd75e885f7d3cc6176439d67261dfeec3d66dae736c911f4aafc0a8ed98301e
TCFormer,WBCIC_MI,4,0,sub-43,0.985,0.9849996249906248,0.985,200,7bd75e885f7d3cc6176439d67261dfeec3d66dae736c911f4aafc0a8ed98301e
TCFormer,WBCIC_MI,4,0,sub-46,0.985,0.9849966242404541,0.985,200,7bd75e885f7d3cc6176439d67261dfeec3d66dae736c911f4aafc0a8ed98301e
TCFormer,WBCIC_MI,4,0,sub-51,0.7949999999999999,0.7941302000954031,0.795,200,7bd75e885f7d3cc6176439d67261dfeec3d66dae736c911f4aafc0a8ed98301e
TCFormer,WBCIC_MI,4,1,sub-4,0.665,0.6645891216740507,0.665,200,18915b0fc7bfbfca7e147a16a75966c6a4cdf7ef0e7df72db804fae4ce08ff5f
TCFormer,WBCIC_MI,4,1,sub-8,0.92,0.92,0.92,200,18915b0fc7bfbfca7e147a16a75966c6a4cdf7ef0e7df72db804fae4ce08ff5f
TCFormer,WBCIC_MI,4,1,sub-10,0.81,0.8099809980998101,0.81,200,18915b0fc7bfbfca7e147a16a75966c6a4cdf7ef0e7df72db804fae4ce08ff5f
TCFormer,WBCIC_MI,4,1,sub-15,0.715,0.7111803602644979,0.715,200,18915b0fc7bfbfca7e147a16a75966c6a4cdf7ef0e7df72db804fae4ce08ff5f
TCFormer,WBCIC_MI,4,1,sub-20,0.53,0.52995299529953,0.53,200,18915b0fc7bfbfca7e147a16a75966c6a4cdf7ef0e7df72db804fae4ce08ff5f
TCFormer,WBCIC_MI,4,1,sub-39,0.815,0.8149953748843721,0.815,200,18915b0fc7bfbfca7e147a16a75966c6a4cdf7ef0e7df72db804fae4ce08ff5f
TCFormer,WBCIC_MI,4,1,sub-40,0.87,0.87,0.87,200,18915b0fc7bfbfca7e147a16a75966c6a4cdf7ef0e7df72db804fae4ce08ff5f
TCFormer,WBCIC_MI,4,1,sub-43,0.995,0.9949998749968749,0.995,200,18915b0fc7bfbfca7e147a16a75966c6a4cdf7ef0e7df72db804fae4ce08ff5f
TCFormer,WBCIC_MI,4,1,sub-46,0.99,0.9899989998999901,0.99,200,18915b0fc7bfbfca7e147a16a75966c6a4cdf7ef0e7df72db804fae4ce08ff5f
TCFormer,WBCIC_MI,4,1,sub-51,0.7749999999999999,0.7743173098623335,0.775,200,18915b0fc7bfbfca7e147a16a75966c6a4cdf7ef0e7df72db804fae4ce08ff5f
TCFormer,WBCIC_MI,4,2,sub-4,0.6799999999999999,0.67996799679968,0.68,200,bd39f17a5df39950f7bede7c65e1a7387b212b2f94f2535f322691a7d1d72447
TCFormer,WBCIC_MI,4,2,sub-8,0.95,0.9499949994999499,0.95,200,bd39f17a5df39950f7bede7c65e1a7387b212b2f94f2535f322691a7d1d72447
TCFormer,WBCIC_MI,4,2,sub-10,0.8200000000000001,0.818840579710145,0.82,200,bd39f17a5df39950f7bede7c65e1a7387b212b2f94f2535f322691a7d1d72447
TCFormer,WBCIC_MI,4,2,sub-15,0.7150000000000001,0.7133878064110623,0.715,200,bd39f17a5df39950f7bede7c65e1a7387b212b2f94f2535f322691a7d1d72447
TCFormer,WBCIC_MI,4,2,sub-20,0.51,0.5082296266559615,0.51,200,bd39f17a5df39950f7bede7c65e1a7387b212b2f94f2535f322691a7d1d72447
TCFormer,WBCIC_MI,4,2,sub-39,0.875,0.8749718686704508,0.875,200,bd39f17a5df39950f7bede7c65e1a7387b212b2f94f2535f322691a7d1d72447
TCFormer,WBCIC_MI,4,2,sub-40,0.875,0.8749218261413383,0.875,200,bd39f17a5df39950f7bede7c65e1a7387b212b2f94f2535f322691a7d1d72447
TCFormer,WBCIC_MI,4,2,sub-43,1.0,1.0,1.0,200,bd39f17a5df39950f7bede7c65e1a7387b212b2f94f2535f322691a7d1d72447
TCFormer,WBCIC_MI,4,2,sub-46,0.98,0.9799919967987194,0.98,200,bd39f17a5df39950f7bede7c65e1a7387b212b2f94f2535f322691a7d1d72447
TCFormer,WBCIC_MI,4,2,sub-51,0.7949999999999999,0.7938403519798869,0.795,200,bd39f17a5df39950f7bede7c65e1a7387b212b2f94f2535f322691a7d1d72447
CBraMod,WBCIC_MI,0,0,sub-4,0.66,0.6532027743778049,0.66,200,359f25f1af29ce35834d562a2aa4a282d3e463b259f742fa91b3873c8c5a017e
CBraMod,WBCIC_MI,0,0,sub-8,0.855,0.8543847756772364,0.855,200,359f25f1af29ce35834d562a2aa4a282d3e463b259f742fa91b3873c8c5a017e
CBraMod,WBCIC_MI,0,0,sub-10,0.775,0.7749943748593715,0.775,200,359f25f1af29ce35834d562a2aa4a282d3e463b259f742fa91b3873c8c5a017e
CBraMod,WBCIC_MI,0,0,sub-15,0.7,0.6992481203007519,0.7,200,359f25f1af29ce35834d562a2aa4a282d3e463b259f742fa91b3873c8c5a017e
CBraMod,WBCIC_MI,0,0,sub-20,0.46499999999999997,0.43372760710222014,0.465,200,359f25f1af29ce35834d562a2aa4a282d3e463b259f742fa91b3873c8c5a017e
CBraMod,WBCIC_MI,0,0,sub-39,0.815,0.8147730970438787,0.815,200,359f25f1af29ce35834d562a2aa4a282d3e463b259f742fa91b3873c8c5a017e
CBraMod,WBCIC_MI,0,0,sub-40,0.77,0.7681217864704104,0.77,200,359f25f1af29ce35834d562a2aa4a282d3e463b259f742fa91b3873c8c5a017e
CBraMod,WBCIC_MI,0,0,sub-43,0.905,0.9045969219954307,0.905,200,359f25f1af29ce35834d562a2aa4a282d3e463b259f742fa91b3873c8c5a017e
CBraMod,WBCIC_MI,0,0,sub-46,0.855,0.8541797611565054,0.855,200,359f25f1af29ce35834d562a2aa4a282d3e463b259f742fa91b3873c8c5a017e
CBraMod,WBCIC_MI,0,0,sub-51,0.77,0.7685185185185186,0.77,200,359f25f1af29ce35834d562a2aa4a282d3e463b259f742fa91b3873c8c5a017e
CBraMod,WBCIC_MI,0,1,sub-4,0.6499999999999999,0.6482765551200884,0.65,200,8725c4e49ffa3b91386487bea9755c17782fcb522b5b1bb602588aee16906381
CBraMod,WBCIC_MI,0,1,sub-8,0.8600000000000001,0.8596491228070176,0.86,200,8725c4e49ffa3b91386487bea9755c17782fcb522b5b1bb602588aee16906381
CBraMod,WBCIC_MI,0,1,sub-10,0.8,0.7994987468671679,0.8,200,8725c4e49ffa3b91386487bea9755c17782fcb522b5b1bb602588aee16906381
CBraMod,WBCIC_MI,0,1,sub-15,0.65,0.6496847162446202,0.65,200,8725c4e49ffa3b91386487bea9755c17782fcb522b5b1bb602588aee16906381
CBraMod,WBCIC_MI,0,1,sub-20,0.51,0.5039983804028747,0.51,200,8725c4e49ffa3b91386487bea9755c17782fcb522b5b1bb602588aee16906381
CBraMod,WBCIC_MI,0,1,sub-39,0.795,0.7949538646195394,0.795,200,8725c4e49ffa3b91386487bea9755c17782fcb522b5b1bb602588aee16906381
CBraMod,WBCIC_MI,0,1,sub-40,0.74,0.7399739973997399,0.74,200,8725c4e49ffa3b91386487bea9755c17782fcb522b5b1bb602588aee16906381
CBraMod,WBCIC_MI,0,1,sub-43,0.94,0.9399759903961584,0.94,200,8725c4e49ffa3b91386487bea9755c17782fcb522b5b1bb602588aee16906381
CBraMod,WBCIC_MI,0,1,sub-46,0.865,0.8648344221671547,0.865,200,8725c4e49ffa3b91386487bea9755c17782fcb522b5b1bb602588aee16906381
CBraMod,WBCIC_MI,0,1,sub-51,0.7949999999999999,0.794377993430126,0.795,200,8725c4e49ffa3b91386487bea9755c17782fcb522b5b1bb602588aee16906381
CBraMod,WBCIC_MI,0,2,sub-4,0.6699999999999999,0.6683750376846548,0.67,200,4a8ba859930fa2325efbe7ac52b612776d93711cd4b7bf86b1dff16d078aaec8
