fold,variant,protected_coverage,PEEH_pp,PSWA_pp,protected_only_WSBA,random_only_WSBA,complement_retained_WSBA,intact_probe_WSBA,validation_full_model_future_BA,nonempty_seed_runs
0,B0_FULL_EXISTING,1.0,9.1475,9.926666666666664,0.6911111111111111,0.5918444444444445,0.5750000000000001,0.7155555555555555,0.7344444444444443,18
0,B1_SAME_SCALE_63,1.0,6.635555555555552,8.472222222222218,0.6372222222222222,0.5525,0.5944444444444444,0.6855555555555556,0.7161111111111111,18
0,B2_SCALE_COLLAPSE,1.0,5.577499999999997,6.5299999999999985,0.6227777777777778,0.5574777777777778,0.5922222222222222,0.6766666666666667,0.7033333333333333,18
0,B4_ONE_STAGE_BACKEND,1.0,4.638611111111111,6.02388888888889,0.6472222222222223,0.5869833333333333,0.5916666666666667,0.68,0.7194444444444444,18
1,B0_FULL_EXISTING,1.0,13.572777777777773,11.675555555555555,0.7527777777777778,0.6360222222222222,0.5705555555555556,0.7677777777777778,0.7955555555555556,18
1,B1_SAME_SCALE_63,1.0,12.885000000000003,12.379999999999995,0.7250000000000001,0.6012000000000001,0.5683333333333334,0.7599999999999999,0.7833333333333332,18
1,B2_SCALE_COLLAPSE,1.0,7.805555555555556,9.793888888888889,0.6772222222222223,0.5792833333333333,0.6055555555555555,0.7133333333333334,0.7372222222222223,18
1,B4_ONE_STAGE_BACKEND,1.0,11.25722222222222,9.299444444444447,0.7038888888888889,0.6108944444444444,0.5755555555555556,0.7200000000000001,0.7561111111111112,18
2,B0_FULL_EXISTING,1.0,12.196944444444448,12.723888888888888,0.7305555555555555,0.6033166666666666,0.6005555555555555,0.765,0.7944444444444444,18
2,B1_SAME_SCALE_63,1.0,10.995555555555555,12.204444444444443,0.726111111111111,0.6040666666666666,0.5883333333333334,0.7472222222222222,0.7744444444444444,18
2,B2_SCALE_COLLAPSE,1.0,9.232777777777779,10.336666666666664,0.7033333333333333,0.5999666666666666,0.6111111111111112,0.7366666666666667,0.7716666666666666,18
2,B4_ONE_STAGE_BACKEND,1.0,10.253333333333332,10.570000000000002,0.7127777777777777,0.6070777777777777,0.6055555555555555,0.7494444444444445,0.7794444444444445,18
3,B0_FULL_EXISTING,1.0,10.325277777777773,9.367777777777777,0.7138888888888889,0.6202111111111112,0.5877777777777777,0.7522222222222222,0.7905555555555556,18
3,B1_SAME_SCALE_63,1.0,10.677500000000002,14.172222222222222,0.6994444444444445,0.5577222222222222,0.5944444444444444,0.7188888888888889,0.7683333333333334,18
3,B2_SCALE_COLLAPSE,1.0,7.193888888888892,10.740555555555552,0.6900000000000001,0.5825944444444445,0.6144444444444445,0.7172222222222221,0.7605555555555555,18
3,B4_ONE_STAGE_BACKEND,1.0,10.332499999999998,12.697777777777778,0.7111111111111111,0.5841333333333333,0.5916666666666667,0.7405555555555555,0.7744444444444444,18
4,B0_FULL_EXISTING,1.0,6.563055555555555,9.287777777777777,0.6644444444444445,0.5715666666666667,0.5911111111111111,0.7005555555555555,0.7577777777777778,18
4,B1_SAME_SCALE_63,1.0,9.091666666666667,9.93388888888889,0.6377777777777778,0.5384388888888889,0.5688888888888889,0.6911111111111111,0.7311111111111112,18
4,B2_SCALE_COLLAPSE,1.0,7.934166666666667,9.279444444444442,0.6472222222222223,0.5544277777777779,0.5877777777777777,0.6905555555555556,0.7327777777777778,18
4,B4_ONE_STAGE_BACKEND,1.0,6.760833333333331,7.537777777777772,0.6538888888888889,0.5785111111111112,0.5783333333333333,0.6944444444444445,0.721111111111111,18
