policy,n_biological_subjects,chosen_architectures_f0_to_f4,oracle_is_unavailable_prospectively,future_BA,future_BA_CI95_low,future_BA_CI95_high,future_macro_F1,future_macro_F1_CI95_low,future_macro_F1_CI95_high,WSBA,WSBA_CI95_low,WSBA_CI95_high
Diagnostic-guided,40,B1_SAME_SCALE_63/B2_SCALE_COLLAPSE/B2_SCALE_COLLAPSE/B2_SCALE_COLLAPSE/B0_FULL_EXISTING,False,0.7554166666666666,0.7256666666666666,0.7851666666666667,0.7474109834911957,0.7147033491036611,0.779432352924207,0.7299166666666668,0.7025,0.75791875
Random expectation,40,uniform/uniform/uniform/uniform/uniform,False,0.7615416666666667,0.7338119791666666,0.7891458333333333,0.7544897452246457,0.725220871624861,0.7840014963315995,0.7331666666666667,0.7062708333333334,0.7605630208333333
Validation BA,40,B0_FULL_EXISTING/B0_FULL_EXISTING/B0_FULL_EXISTING/B0_FULL_EXISTING/B0_FULL_EXISTING,False,0.7861666666666667,0.7574166666666666,0.8144166666666667,0.7801946239754647,0.7499918489580568,0.8103763529526608,0.7571666666666668,0.7290833333333333,0.7855833333333333
Fixed Full,40,B0_FULL_EXISTING/B0_FULL_EXISTING/B0_FULL_EXISTING/B0_FULL_EXISTING/B0_FULL_EXISTING,False,0.7861666666666667,0.7574166666666666,0.8144166666666667,0.7801946239754647,0.7499918489580568,0.8103763529526608,0.7571666666666668,0.7290833333333333,0.7855833333333333
Oracle,40,B0_FULL_EXISTING/B0_FULL_EXISTING/B0_FULL_EXISTING/B0_FULL_EXISTING/B0_FULL_EXISTING,True,0.7861666666666667,0.7574166666666666,0.8144166666666667,0.7801946239754647,0.7499918489580568,0.8103763529526608,0.7571666666666668,0.7290833333333333,0.7855833333333333
