task,fold,seed,variant,subject_id,protected_rank,active_rank,protected_coverage,PEEH_pp,PSWA_pp,protected_only_WSBA,random_only_WSBA,complement_retained_WSBA,intact_probe_WSBA,validation_full_model_future_BA,checkpoint_sha256
OpenBMI_MI,0,0,B0_FULL_EXISTING,8,8,20,1,6.675000000000009,9.97,0.74,0.6403,0.63,0.79,0.82,6ac976196e0658f66888c0fe23c909c6745c567e57c05cb7e5b2f2113adc5c8c
OpenBMI_MI,0,0,B0_FULL_EXISTING,9,8,20,1,3.3949999999999925,9.940000000000005,0.6200000000000001,0.5206000000000001,0.5,0.5700000000000001,0.56,6ac976196e0658f66888c0fe23c909c6745c567e57c05cb7e5b2f2113adc5c8c
OpenBMI_MI,0,0,B0_FULL_EXISTING,11,8,20,1,9.645000000000003,9.079999999999998,0.6799999999999999,0.5892,0.54,0.7,0.6799999999999999,6ac976196e0658f66888c0fe23c909c6745c567e57c05cb7e5b2f2113adc5c8c
OpenBMI_MI,0,0,B0_FULL_EXISTING,14,8,20,1,9.300000000000008,3.3099999999999907,0.6,0.5669000000000001,0.52,0.6699999999999999,0.6699999999999999,6ac976196e0658f66888c0fe23c909c6745c567e57c05cb7e5b2f2113adc5c8c
OpenBMI_MI,0,0,B0_FULL_EXISTING,19,8,20,1,9.494999999999997,6.959999999999988,0.7,0.6304000000000001,0.5800000000000001,0.74,0.76,6ac976196e0658f66888c0fe23c909c6745c567e57c05cb7e5b2f2113adc5c8c
OpenBMI_MI,0,0,B0_FULL_EXISTING,26,8,20,1,10.110000000000008,8.000000000000007,0.78,0.7,0.64,0.8,0.86,6ac976196e0658f66888c0fe23c909c6745c567e57c05cb7e5b2f2113adc5c8c
OpenBMI_MI,0,1,B0_FULL_EXISTING,8,4,20,1,11.569999999999991,21.17,0.81,0.5983,0.64,0.77,0.84,666ec91dd0e33f5ece8021696698231735b7833317e0a0f2a2071a53093745fa
OpenBMI_MI,0,1,B0_FULL_EXISTING,9,4,20,1,11.944999999999983,9.310000000000008,0.6200000000000001,0.5269,0.51,0.63,0.59,666ec91dd0e33f5ece8021696698231735b7833317e0a0f2a2071a53093745fa
OpenBMI_MI,0,1,B0_FULL_EXISTING,11,4,20,1,6.650000000000011,13.11,0.67,0.5389,0.5800000000000001,0.6699999999999999,0.72,666ec91dd0e33f5ece8021696698231735b7833317e0a0f2a2071a53093745fa
OpenBMI_MI,0,1,B0_FULL_EXISTING,14,4,20,1,4.744999999999989,5.74,0.6,0.5426,0.6,0.66,0.7,666ec91dd0e33f5ece8021696698231735b7833317e0a0f2a2071a53093745fa
OpenBMI_MI,0,1,B0_FULL_EXISTING,19,4,20,1,3.3150000000000013,14.559999999999995,0.73,0.5844,0.63,0.76,0.76,666ec91dd0e33f5ece8021696698231735b7833317e0a0f2a2071a53093745fa
OpenBMI_MI,0,1,B0_FULL_EXISTING,26,4,20,1,9.004999999999995,15.050000000000018,0.8,0.6494999999999999,0.73,0.8300000000000001,0.8600000000000001,666ec91dd0e33f5ece8021696698231735b7833317e0a0f2a2071a53093745fa
OpenBMI_MI,0,2,B0_FULL_EXISTING,8,7,20,1,4.970000000000008,9.509999999999996,0.73,0.6349,0.64,0.75,0.8200000000000001,e9a084001940b2e4ca46729c1c0f6ad19c110c11f09df99b2bf0d04a93004eac
OpenBMI_MI,0,2,B0_FULL_EXISTING,9,7,20,1,14.154999999999996,9.879999999999999,0.67,0.5712,0.54,0.7,0.6799999999999999,e9a084001940b2e4ca46729c1c0f6ad19c110c11f09df99b2bf0d04a93004eac
OpenBMI_MI,0,2,B0_FULL_EXISTING,11,7,20,1,13.589999999999991,8.509999999999984,0.6399999999999999,0.5549000000000001,0.47,0.65,0.65,e9a084001940b2e4ca46729c1c0f6ad19c110c11f09df99b2bf0d04a93004eac
OpenBMI_MI,0,2,B0_FULL_EXISTING,14,7,20,1,9.730000000000016,4.470000000000008,0.6000000000000001,0.5553,0.47,0.65,0.65,e9a084001940b2e4ca46729c1c0f6ad19c110c11f09df99b2bf0d04a93004eac
OpenBMI_MI,0,2,B0_FULL_EXISTING,19,7,20,1,12.675000000000002,10.679999999999978,0.69,0.5832000000000002,0.53,0.72,0.73,e9a084001940b2e4ca46729c1c0f6ad19c110c11f09df99b2bf0d04a93004eac
OpenBMI_MI,0,2,B0_FULL_EXISTING,26,7,20,1,13.685000000000013,9.429999999999994,0.76,0.6657000000000001,0.6,0.8200000000000001,0.87,e9a084001940b2e4ca46729c1c0f6ad19c110c11f09df99b2bf0d04a93004eac
OpenBMI_MI,0,0,B1_SAME_SCALE_63,8,2,20,1,9.075,10.749999999999993,0.64,0.5325000000000001,0.61,0.77,0.79,1e2e4993f771e565a3e6e4c5185b54b75a660fd9509ef041e1fe6e4591e7a6b4
OpenBMI_MI,0,0,B1_SAME_SCALE_63,9,2,20,1,2.7550000000000074,9.240000000000004,0.61,0.5176,0.6100000000000001,0.63,0.66,1e2e4993f771e565a3e6e4c5185b54b75a660fd9509ef041e1fe6e4591e7a6b4
OpenBMI_MI,0,0,B1_SAME_SCALE_63,11,2,20,1,-1.539999999999997,7.97000000000001,0.6000000000000001,0.5203,0.61,0.5800000000000001,0.6000000000000001,1e2e4993f771e565a3e6e4c5185b54b75a660fd9509ef041e1fe6e4591e7a6b4
OpenBMI_MI,0,0,B1_SAME_SCALE_63,14,2,20,1,2.364999999999984,4.910000000000004,0.5700000000000001,0.5209,0.69,0.73,0.73,1e2e4993f771e565a3e6e4c5185b54b75a660fd9509ef041e1fe6e4591e7a6b4
OpenBMI_MI,0,0,B1_SAME_SCALE_63,19,2,20,1,5.92499999999998,11.749999999999993,0.63,0.5125000000000001,0.62,0.71,0.72,1e2e4993f771e565a3e6e4c5185b54b75a660fd9509ef041e1fe6e4591e7a6b4
OpenBMI_MI,0,0,B1_SAME_SCALE_63,26,2,20,1,10.430000000000017,17.789999999999996,0.74,0.5621,0.6599999999999999,0.78,0.84,1e2e4993f771e565a3e6e4c5185b54b75a660fd9509ef041e1fe6e4591e7a6b4
OpenBMI_MI,0,1,B1_SAME_SCALE_63,8,5,20,1,7.514999999999983,10.239999999999993,0.6799999999999999,0.5776,0.5800000000000001,0.7,0.78,82fbb88865f868433ae2947b6d548138437375ca5a5dec2e0a650266f97527ef
OpenBMI_MI,0,1,B1_SAME_SCALE_63,9,5,20,1,-2.620000000000011,3.259999999999985,0.5599999999999999,0.5274000000000001,0.5700000000000001,0.55,0.55,82fbb88865f868433ae2947b6d548138437375ca5a5dec2e0a650266f97527ef
OpenBMI_MI,0,1,B1_SAME_SCALE_63,11,5,20,1,10.224999999999994,13.009999999999987,0.6699999999999999,0.5399,0.54,0.6799999999999999,0.6799999999999999,82fbb88865f868433ae2947b6d548138437375ca5a5dec2e0a650266f97527ef
OpenBMI_MI,0,1,B1_SAME_SCALE_63,14,5,20,1,12.69499999999999,5.119999999999991,0.59,0.5388000000000001,0.49,0.6000000000000001,0.66,82fbb88865f868433ae2947b6d548138437375ca5a5dec2e0a650266f97527ef
OpenBMI_MI,0,1,B1_SAME_SCALE_63,19,5,20,1,4.705000000000014,7.889999999999997,0.6599999999999999,0.5811,0.5800000000000001,0.6799999999999999,0.71,82fbb88865f868433ae2947b6d548138437375ca5a5dec2e0a650266f97527ef
OpenBMI_MI,0,1,B1_SAME_SCALE_63,26,5,20,1,14.089999999999991,8.250000000000002,0.71,0.6275,0.5900000000000001,0.76,0.8200000000000001,82fbb88865f868433ae2947b6d548138437375ca5a5dec2e0a650266f97527ef
OpenBMI_MI,0,2,B1_SAME_SCALE_63,8,4,20,1,18.365,14.559999999999995,0.72,0.5744,0.54,0.75,0.8500000000000001,6d387da0ebadf2ff63d8f0c872f41b77d87f5307454b5fcf3195956b861ae930
OpenBMI_MI,0,2,B1_SAME_SCALE_63,9,4,20,1,-1.000000000000012,1.9300000000000095,0.55,0.5307,0.5800000000000001,0.54,0.55,6d387da0ebadf2ff63d8f0c872f41b77d87f5307454b5fcf3195956b861ae930
OpenBMI_MI,0,2,B1_SAME_SCALE_63,11,4,20,1,2.104999999999979,5.539999999999978,0.6,0.5446000000000002,0.5800000000000001,0.62,0.63,6d387da0ebadf2ff63d8f0c872f41b77d87f5307454b5fcf3195956b861ae930
OpenBMI_MI,0,2,B1_SAME_SCALE_63,14,4,20,1,9.27,6.240000000000001,0.61,0.5476,0.53,0.72,0.72,6d387da0ebadf2ff63d8f0c872f41b77d87f5307454b5fcf3195956b861ae930
OpenBMI_MI,0,2,B1_SAME_SCALE_63,19,4,20,1,4.335,3.7700000000000067,0.6200000000000001,0.5823,0.64,0.73,0.76,6d387da0ebadf2ff63d8f0c872f41b77d87f5307454b5fcf3195956b861ae930
OpenBMI_MI,0,2,B1_SAME_SCALE_63,26,4,20,1,10.745000000000005,10.279999999999989,0.71,0.6072000000000001,0.6799999999999999,0.81,0.84,6d387da0ebadf2ff63d8f0c872f41b77d87f5307454b5fcf3195956b861ae930
OpenBMI_MI,0,0,B2_SCALE_COLLAPSE,8,5,20,1,18.789999999999996,15.959999999999997,0.74,0.5804,0.53,0.78,0.78,8f07b191e820355569845847cea9a75f8ea0406f119d6e3185faf60b5d4a990b
OpenBMI_MI,0,0,B2_SCALE_COLLAPSE,9,5,20,1,0.5700000000000038,-0.7399999999999962,0.5,0.5074,0.53,0.5700000000000001,0.54,8f07b191e820355569845847cea9a75f8ea0406f119d6e3185faf60b5d4a990b
OpenBMI_MI,0,0,B2_SCALE_COLLAPSE,11,5,20,1,3.9349999999999885,9.710000000000008,0.65,0.5529,0.6000000000000001,0.67,0.69,8f07b191e820355569845847cea9a75f8ea0406f119d6e3185faf60b5d4a990b
OpenBMI_MI,0,0,B2_SCALE_COLLAPSE,14,5,20,1,2.5949999999999918,3.9000000000000035,0.5900000000000001,0.551,0.55,0.62,0.6599999999999999,8f07b191e820355569845847cea9a75f8ea0406f119d6e3185faf60b5d4a990b
OpenBMI_MI,0,0,B2_SCALE_COLLAPSE,19,5,20,1,7.484999999999986,6.980000000000008,0.64,0.5701999999999999,0.53,0.67,0.7,8f07b191e820355569845847cea9a75f8ea0406f119d6e3185faf60b5d4a990b
OpenBMI_MI,0,0,B2_SCALE_COLLAPSE,26,5,20,1,10.899999999999999,11.439999999999994,0.75,0.6356,0.6699999999999999,0.79,0.8999999999999999,8f07b191e820355569845847cea9a75f8ea0406f119d6e3185faf60b5d4a990b
OpenBMI_MI,0,1,B2_SCALE_COLLAPSE,8,4,20,1,-0.3750000000000031,6.359999999999988,0.62,0.5564000000000001,0.69,0.71,0.69,3a3efe142173c70ee8d6b3e228b810828f96164efcd8ed97d3364debde072376
OpenBMI_MI,0,1,B2_SCALE_COLLAPSE,9,4,20,1,0.23999999999999577,1.3700000000000045,0.54,0.5263,0.56,0.5800000000000001,0.62,3a3efe142173c70ee8d6b3e228b810828f96164efcd8ed97d3364debde072376
OpenBMI_MI,0,1,B2_SCALE_COLLAPSE,11,4,20,1,9.834999999999983,8.68,0.62,0.5332,0.53,0.66,0.69,3a3efe142173c70ee8d6b3e228b810828f96164efcd8ed97d3364debde072376
OpenBMI_MI,0,1,B2_SCALE_COLLAPSE,14,4,20,1,3.8899999999999935,1.5000000000000013,0.56,0.545,0.61,0.6599999999999999,0.6599999999999999,3a3efe142173c70ee8d6b3e228b810828f96164efcd8ed97d3364debde072376
OpenBMI_MI,0,1,B2_SCALE_COLLAPSE,19,4,20,1,1.6749999999999932,0.5799999999999805,0.59,0.5842000000000002,0.6599999999999999,0.73,0.71,3a3efe142173c70ee8d6b3e228b810828f96164efcd8ed97d3364debde072376
OpenBMI_MI,0,1,B2_SCALE_COLLAPSE,26,4,20,1,17.55500000000001,14.969999999999995,0.76,0.6103000000000001,0.55,0.75,0.88,3a3efe142173c70ee8d6b3e228b810828f96164efcd8ed97d3364debde072376
OpenBMI_MI,0,2,B2_SCALE_COLLAPSE,8,3,20,1,-0.8700000000000041,-0.47000000000000375,0.55,0.5547000000000001,0.64,0.61,0.6599999999999999,f2ab507b56403e729f4275aef7a6ad58d43c0d928ffed2ab474ea2450e46bfaa
OpenBMI_MI,0,2,B2_SCALE_COLLAPSE,9,3,20,1,-1.4449999999999963,0.42000000000000925,0.52,0.5157999999999999,0.5700000000000001,0.54,0.55,f2ab507b56403e729f4275aef7a6ad58d43c0d928ffed2ab474ea2450e46bfaa
OpenBMI_MI,0,2,B2_SCALE_COLLAPSE,11,3,20,1,2.5800000000000045,2.2600000000000064,0.56,0.5374,0.56,0.64,0.65,f2ab507b56403e729f4275aef7a6ad58d43c0d928ffed2ab474ea2450e46bfaa
OpenBMI_MI,0,2,B2_SCALE_COLLAPSE,14,3,20,1,8.519999999999994,14.3,0.7,0.5569999999999999,0.64,0.72,0.71,f2ab507b56403e729f4275aef7a6ad58d43c0d928ffed2ab474ea2450e46bfaa
OpenBMI_MI,0,2,B2_SCALE_COLLAPSE,19,3,20,1,2.1950000000000025,5.5299999999999905,0.6,0.5447000000000001,0.61,0.66,0.69,f2ab507b56403e729f4275aef7a6ad58d43c0d928ffed2ab474ea2450e46bfaa
OpenBMI_MI,0,2,B2_SCALE_COLLAPSE,26,3,20,1,12.319999999999997,14.789999999999992,0.72,0.5721,0.63,0.8200000000000001,0.88,f2ab507b56403e729f4275aef7a6ad58d43c0d928ffed2ab474ea2450e46bfaa
OpenBMI_MI,0,0,B4_ONE_STAGE_BACKEND,8,8,20,1,4.684999999999995,8.550000000000002,0.72,0.6345,0.65,0.74,0.76,51e8da57570d308193378c9bf1e2d8b3c69bcfdeab03b9ceb0009c72711520b4
OpenBMI_MI,0,0,B4_ONE_STAGE_BACKEND,9,8,20,1,3.9349999999999996,0.050000000000005596,0.55,0.5495,0.55,0.6200000000000001,0.63,51e8da57570d308193378c9bf1e2d8b3c69bcfdeab03b9ceb0009c72711520b4
OpenBMI_MI,0,0,B4_ONE_STAGE_BACKEND,11,8,20,1,5.830000000000002,9.36999999999999,0.65,0.5563000000000001,0.51,0.63,0.6799999999999999,51e8da57570d308193378c9bf1e2d8b3c69bcfdeab03b9ceb0009c72711520b4
OpenBMI_MI,0,0,B4_ONE_STAGE_BACKEND,14,8,20,1,1.9599999999999729,-2.3599999999999954,0.54,0.5636,0.59,0.61,0.59,51e8da57570d308193378c9bf1e2d8b3c69bcfdeab03b9ceb0009c72711520b4
OpenBMI_MI,0,0,B4_ONE_STAGE_BACKEND,19,8,20,1,5.070000000000007,9.330000000000005,0.72,0.6266999999999999,0.5700000000000001,0.71,0.74,51e8da57570d308193378c9bf1e2d8b3c69bcfdeab03b9ceb0009c72711520b4
OpenBMI_MI,0,0,B4_ONE_STAGE_BACKEND,26,8,20,1,6.954999999999978,6.950000000000012,0.8,0.7304999999999999,0.66,0.8,0.9099999999999999,51e8da57570d308193378c9bf1e2d8b3c69bcfdeab03b9ceb0009c72711520b4
