task,fold,seed,variant,subject_id,protected_rank,active_rank,protected_coverage,PEEH_pp,PSWA_pp,protected_only_WSBA,random_only_WSBA,complement_retained_WSBA,intact_probe_WSBA,validation_full_model_future_BA,checkpoint_sha256
OpenBMI_MI,0,1,B4_ONE_STAGE_BACKEND,8,4,20,1,6.095000000000017,11.29,0.6799999999999999,0.5670999999999999,0.68,0.8,0.87,8b6380ff0555939e4c853a32d466c22a81990001104c18eb58d105137ac14ab0
OpenBMI_MI,0,1,B4_ONE_STAGE_BACKEND,9,4,20,1,1.9750000000000045,-1.6199999999999992,0.53,0.5462,0.6,0.56,0.62,8b6380ff0555939e4c853a32d466c22a81990001104c18eb58d105137ac14ab0
OpenBMI_MI,0,1,B4_ONE_STAGE_BACKEND,11,4,20,1,1.6099999999999892,6.199999999999994,0.59,0.528,0.56,0.6,0.61,8b6380ff0555939e4c853a32d466c22a81990001104c18eb58d105137ac14ab0
OpenBMI_MI,0,1,B4_ONE_STAGE_BACKEND,14,4,20,1,1.7400000000000082,-0.44000000000000705,0.52,0.5244000000000001,0.55,0.6599999999999999,0.66,8b6380ff0555939e4c853a32d466c22a81990001104c18eb58d105137ac14ab0
OpenBMI_MI,0,1,B4_ONE_STAGE_BACKEND,19,4,20,1,-0.5249999999999977,3.479999999999994,0.62,0.5852,0.6799999999999999,0.72,0.71,8b6380ff0555939e4c853a32d466c22a81990001104c18eb58d105137ac14ab0
OpenBMI_MI,0,1,B4_ONE_STAGE_BACKEND,26,4,20,1,7.915000000000017,19.299999999999994,0.77,0.5770000000000001,0.6799999999999999,0.77,0.88,8b6380ff0555939e4c853a32d466c22a81990001104c18eb58d105137ac14ab0
OpenBMI_MI,0,2,B4_ONE_STAGE_BACKEND,8,8,20,1,11.189999999999989,8.289999999999997,0.72,0.6371,0.6,0.79,0.8,b9573b08da6c6ae78766a18db4eee9e61441ebd0feaae9b33602711998e717ab
OpenBMI_MI,0,2,B4_ONE_STAGE_BACKEND,9,8,20,1,0.26999999999999247,4.010000000000014,0.5800000000000001,0.5398999999999999,0.52,0.56,0.56,b9573b08da6c6ae78766a18db4eee9e61441ebd0feaae9b33602711998e717ab
OpenBMI_MI,0,2,B4_ONE_STAGE_BACKEND,11,8,20,1,8.620000000000005,10.239999999999993,0.67,0.5676000000000001,0.51,0.6699999999999999,0.7,b9573b08da6c6ae78766a18db4eee9e61441ebd0feaae9b33602711998e717ab
OpenBMI_MI,0,2,B4_ONE_STAGE_BACKEND,14,8,20,1,9.055000000000001,4.520000000000013,0.61,0.5647999999999999,0.5,0.59,0.74,b9573b08da6c6ae78766a18db4eee9e61441ebd0feaae9b33602711998e717ab
OpenBMI_MI,0,2,B4_ONE_STAGE_BACKEND,19,8,20,1,1.6150000000000109,5.720000000000002,0.66,0.6028,0.5900000000000001,0.6799999999999999,0.66,b9573b08da6c6ae78766a18db4eee9e61441ebd0feaae9b33602711998e717ab
OpenBMI_MI,0,2,B4_ONE_STAGE_BACKEND,26,8,20,1,5.500000000000005,5.549999999999999,0.72,0.6645,0.65,0.73,0.8300000000000001,b9573b08da6c6ae78766a18db4eee9e61441ebd0feaae9b33602711998e717ab
OpenBMI_MI,1,0,B0_FULL_EXISTING,1,8,20,1,15.51499999999998,9.099999999999975,0.74,0.6490000000000002,0.56,0.74,0.76,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e
OpenBMI_MI,1,0,B0_FULL_EXISTING,8,8,20,1,19.579999999999988,8.27000000000001,0.76,0.6772999999999999,0.5,0.76,0.86,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e
OpenBMI_MI,1,0,B0_FULL_EXISTING,11,8,20,1,9.320000000000006,5.370000000000008,0.64,0.5862999999999999,0.5,0.6699999999999999,0.7,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e
OpenBMI_MI,1,0,B0_FULL_EXISTING,15,8,20,1,23.609999999999975,8.54999999999999,0.78,0.6945000000000001,0.51,0.8799999999999999,0.87,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e
OpenBMI_MI,1,0,B0_FULL_EXISTING,44,8,20,1,15.764999999999995,9.670000000000002,0.79,0.6933,0.61,0.8,0.85,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e
OpenBMI_MI,1,0,B0_FULL_EXISTING,52,8,20,1,14.505,12.070000000000014,0.78,0.6592999999999999,0.56,0.77,0.76,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e
OpenBMI_MI,1,1,B0_FULL_EXISTING,1,4,20,1,12.575000000000003,17.45,0.74,0.5655,0.5,0.7,0.68,b85320fdb1c4ebb1409b150272275ed05851493398ccef894d1b445ab19a654e
OpenBMI_MI,1,1,B0_FULL_EXISTING,8,4,20,1,12.744999999999983,19.099999999999994,0.8,0.6090000000000001,0.6699999999999999,0.79,0.9,b85320fdb1c4ebb1409b150272275ed05851493398ccef894d1b445ab19a654e
OpenBMI_MI,1,1,B0_FULL_EXISTING,11,4,20,1,9.865000000000002,12.949999999999996,0.6699999999999999,0.5405,0.52,0.69,0.76,b85320fdb1c4ebb1409b150272275ed05851493398ccef894d1b445ab19a654e
OpenBMI_MI,1,1,B0_FULL_EXISTING,15,4,20,1,18.020000000000003,24.2,0.84,0.598,0.5800000000000001,0.85,0.89,b85320fdb1c4ebb1409b150272275ed05851493398ccef894d1b445ab19a654e
OpenBMI_MI,1,1,B0_FULL_EXISTING,44,4,20,1,14.669999999999984,13.269999999999992,0.76,0.6273000000000001,0.6100000000000001,0.8200000000000001,0.85,b85320fdb1c4ebb1409b150272275ed05851493398ccef894d1b445ab19a654e
OpenBMI_MI,1,1,B0_FULL_EXISTING,52,4,20,1,15.859999999999996,10.739999999999995,0.7,0.5926,0.5900000000000001,0.76,0.74,b85320fdb1c4ebb1409b150272275ed05851493398ccef894d1b445ab19a654e
OpenBMI_MI,1,2,B0_FULL_EXISTING,1,8,20,1,9.425000000000006,1.7100000000000115,0.64,0.6228999999999999,0.58,0.65,0.67,b3632994c47346649a737161603aae5621c79910406d014f41b8f662e0b314d7
OpenBMI_MI,1,2,B0_FULL_EXISTING,8,8,20,1,16.91999999999998,8.360000000000001,0.78,0.6964,0.55,0.77,0.85,b3632994c47346649a737161603aae5621c79910406d014f41b8f662e0b314d7
OpenBMI_MI,1,2,B0_FULL_EXISTING,11,8,20,1,6.674999999999997,10.139999999999993,0.6799999999999999,0.5786,0.56,0.66,0.64,b3632994c47346649a737161603aae5621c79910406d014f41b8f662e0b314d7
OpenBMI_MI,1,2,B0_FULL_EXISTING,15,8,20,1,7.855000000000012,17.64,0.85,0.6736,0.68,0.86,0.9,b3632994c47346649a737161603aae5621c79910406d014f41b8f662e0b314d7
OpenBMI_MI,1,2,B0_FULL_EXISTING,44,8,20,1,12.060000000000015,11.819999999999975,0.85,0.7318000000000002,0.61,0.87,0.89,b3632994c47346649a737161603aae5621c79910406d014f41b8f662e0b314d7
OpenBMI_MI,1,2,B0_FULL_EXISTING,52,8,20,1,9.345000000000002,9.750000000000004,0.75,0.6525,0.58,0.78,0.75,b3632994c47346649a737161603aae5621c79910406d014f41b8f662e0b314d7
OpenBMI_MI,1,0,B1_SAME_SCALE_63,1,8,20,1,14.940000000000008,14.70999999999999,0.76,0.6129000000000001,0.54,0.73,0.73,be40c243d1bedfdf843e0f9b1fac18c6406aeca17b8af72354ded89f5c5567f4
OpenBMI_MI,1,0,B1_SAME_SCALE_63,8,8,20,1,11.845000000000006,11.790000000000012,0.77,0.6520999999999999,0.51,0.78,0.8300000000000001,be40c243d1bedfdf843e0f9b1fac18c6406aeca17b8af72354ded89f5c5567f4
OpenBMI_MI,1,0,B1_SAME_SCALE_63,11,8,20,1,8.294999999999996,12.649999999999995,0.6799999999999999,0.5535,0.48,0.6599999999999999,0.6699999999999999,be40c243d1bedfdf843e0f9b1fac18c6406aeca17b8af72354ded89f5c5567f4
OpenBMI_MI,1,0,B1_SAME_SCALE_63,15,8,20,1,16.65000000000001,15.82,0.8300000000000001,0.6718000000000001,0.61,0.89,0.9,be40c243d1bedfdf843e0f9b1fac18c6406aeca17b8af72354ded89f5c5567f4
OpenBMI_MI,1,0,B1_SAME_SCALE_63,44,8,20,1,16.125,11.250000000000004,0.77,0.6575,0.53,0.76,0.81,be40c243d1bedfdf843e0f9b1fac18c6406aeca17b8af72354ded89f5c5567f4
OpenBMI_MI,1,0,B1_SAME_SCALE_63,52,8,20,1,7.334999999999992,2.619999999999978,0.6499999999999999,0.6238000000000001,0.59,0.69,0.71,be40c243d1bedfdf843e0f9b1fac18c6406aeca17b8af72354ded89f5c5567f4
OpenBMI_MI,1,1,B1_SAME_SCALE_63,1,4,20,1,8.860000000000001,7.309999999999994,0.66,0.5869000000000001,0.63,0.71,0.74,30e588e580c232a3afb6be1011f1edb675abe3c6e1244abb7605cfd559dac6d5
OpenBMI_MI,1,1,B1_SAME_SCALE_63,8,4,20,1,9.035000000000014,11.199999999999989,0.72,0.6080000000000001,0.63,0.74,0.8,30e588e580c232a3afb6be1011f1edb675abe3c6e1244abb7605cfd559dac6d5
OpenBMI_MI,1,1,B1_SAME_SCALE_63,11,4,20,1,7.3150000000000155,6.500000000000005,0.61,0.5449999999999999,0.6,0.71,0.7,30e588e580c232a3afb6be1011f1edb675abe3c6e1244abb7605cfd559dac6d5
OpenBMI_MI,1,1,B1_SAME_SCALE_63,15,4,20,1,23.814999999999987,17.469999999999995,0.78,0.6053000000000001,0.5,0.86,0.9199999999999999,30e588e580c232a3afb6be1011f1edb675abe3c6e1244abb7605cfd559dac6d5
OpenBMI_MI,1,1,B1_SAME_SCALE_63,44,4,20,1,12.035000000000007,12.170000000000003,0.78,0.6583,0.6699999999999999,0.81,0.9,30e588e580c232a3afb6be1011f1edb675abe3c6e1244abb7605cfd559dac6d5
OpenBMI_MI,1,1,B1_SAME_SCALE_63,52,4,20,1,12.864999999999982,7.759999999999989,0.6699999999999999,0.5924,0.57,0.8,0.75,30e588e580c232a3afb6be1011f1edb675abe3c6e1244abb7605cfd559dac6d5
OpenBMI_MI,1,2,B1_SAME_SCALE_63,1,4,20,1,12.470000000000002,17.049999999999997,0.74,0.5695,0.57,0.75,0.76,0d9218f3dde3e2f8ff3c2c74bd08d2816ffa16945496213ab2ba7b7649ae09fe
OpenBMI_MI,1,2,B1_SAME_SCALE_63,8,4,20,1,17.34,19.889999999999986,0.79,0.5911000000000002,0.56,0.78,0.8300000000000001,0d9218f3dde3e2f8ff3c2c74bd08d2816ffa16945496213ab2ba7b7649ae09fe
OpenBMI_MI,1,2,B1_SAME_SCALE_63,11,4,20,1,11.429999999999996,12.8,0.63,0.502,0.48,0.63,0.62,0d9218f3dde3e2f8ff3c2c74bd08d2816ffa16945496213ab2ba7b7649ae09fe
OpenBMI_MI,1,2,B1_SAME_SCALE_63,15,4,20,1,21.98000000000002,17.25,0.76,0.5875,0.52,0.87,0.89,0d9218f3dde3e2f8ff3c2c74bd08d2816ffa16945496213ab2ba7b7649ae09fe
OpenBMI_MI,1,2,B1_SAME_SCALE_63,44,4,20,1,9.855000000000015,14.260000000000005,0.76,0.6174,0.62,0.77,0.81,0d9218f3dde3e2f8ff3c2c74bd08d2816ffa16945496213ab2ba7b7649ae09fe
OpenBMI_MI,1,2,B1_SAME_SCALE_63,52,4,20,1,9.740000000000004,10.339999999999993,0.69,0.5866,0.6200000000000001,0.74,0.73,0d9218f3dde3e2f8ff3c2c74bd08d2816ffa16945496213ab2ba7b7649ae09fe
OpenBMI_MI,1,0,B2_SCALE_COLLAPSE,1,4,20,1,11.30000000000001,14.090000000000003,0.7,0.5590999999999999,0.5,0.65,0.69,7de0094489b57033001c50b7bb94831cb5ceeedbcb78a46acbff9c830f91c435
OpenBMI_MI,1,0,B2_SCALE_COLLAPSE,8,4,20,1,13.805,15.949999999999998,0.73,0.5705,0.5900000000000001,0.73,0.74,7de0094489b57033001c50b7bb94831cb5ceeedbcb78a46acbff9c830f91c435
OpenBMI_MI,1,0,B2_SCALE_COLLAPSE,11,4,20,1,6.065000000000009,6.950000000000001,0.61,0.5405,0.6,0.7,0.68,7de0094489b57033001c50b7bb94831cb5ceeedbcb78a46acbff9c830f91c435
OpenBMI_MI,1,0,B2_SCALE_COLLAPSE,15,4,20,1,17.600000000000005,18.96000000000001,0.8,0.6103999999999999,0.62,0.85,0.87,7de0094489b57033001c50b7bb94831cb5ceeedbcb78a46acbff9c830f91c435
OpenBMI_MI,1,0,B2_SCALE_COLLAPSE,44,4,20,1,9.645000000000014,12.039999999999996,0.6799999999999999,0.5596,0.58,0.6799999999999999,0.72,7de0094489b57033001c50b7bb94831cb5ceeedbcb78a46acbff9c830f91c435
OpenBMI_MI,1,0,B2_SCALE_COLLAPSE,52,4,20,1,15.705000000000002,17.389999999999993,0.76,0.5861000000000001,0.56,0.71,0.73,7de0094489b57033001c50b7bb94831cb5ceeedbcb78a46acbff9c830f91c435
