task,fold,seed,variant,subject_id,session,trials,BA,macro_F1,checkpoint_sha256,normalizer_sha256
OpenBMI_MI,0,1,B0_FULL_EXISTING,15,S1,100,0.94,0.9397832195905259,666ec91dd0e33f5ece8021696698231735b7833317e0a0f2a2071a53093745fa,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe
OpenBMI_MI,0,1,B0_FULL_EXISTING,15,S2,100,0.86,0.8590982286634461,666ec91dd0e33f5ece8021696698231735b7833317e0a0f2a2071a53093745fa,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe
OpenBMI_MI,0,1,B0_FULL_EXISTING,32,S1,100,0.7,0.6847414880201765,666ec91dd0e33f5ece8021696698231735b7833317e0a0f2a2071a53093745fa,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe
OpenBMI_MI,0,1,B0_FULL_EXISTING,32,S2,100,0.75,0.7457023700539112,666ec91dd0e33f5ece8021696698231735b7833317e0a0f2a2071a53093745fa,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe
OpenBMI_MI,0,1,B0_FULL_EXISTING,33,S1,100,0.9099999999999999,0.9097744360902256,666ec91dd0e33f5ece8021696698231735b7833317e0a0f2a2071a53093745fa,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe
OpenBMI_MI,0,1,B0_FULL_EXISTING,33,S2,100,0.9099999999999999,0.9099189270343309,666ec91dd0e33f5ece8021696698231735b7833317e0a0f2a2071a53093745fa,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe
OpenBMI_MI,0,1,B0_FULL_EXISTING,38,S1,100,0.62,0.5967741935483871,666ec91dd0e33f5ece8021696698231735b7833317e0a0f2a2071a53093745fa,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe
OpenBMI_MI,0,1,B0_FULL_EXISTING,38,S2,100,0.75,0.7406369955389562,666ec91dd0e33f5ece8021696698231735b7833317e0a0f2a2071a53093745fa,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe
OpenBMI_MI,0,1,B0_FULL_EXISTING,47,S1,100,0.8999999999999999,0.8993558776167472,666ec91dd0e33f5ece8021696698231735b7833317e0a0f2a2071a53093745fa,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe
OpenBMI_MI,0,1,B0_FULL_EXISTING,47,S2,100,0.8799999999999999,0.8795664391810518,666ec91dd0e33f5ece8021696698231735b7833317e0a0f2a2071a53093745fa,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe
OpenBMI_MI,0,2,B0_FULL_EXISTING,3,S1,100,0.88,0.8792270531400965,e9a084001940b2e4ca46729c1c0f6ad19c110c11f09df99b2bf0d04a93004eac,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe
OpenBMI_MI,0,2,B0_FULL_EXISTING,3,S2,100,0.88,0.88,e9a084001940b2e4ca46729c1c0f6ad19c110c11f09df99b2bf0d04a93004eac,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe
OpenBMI_MI,0,2,B0_FULL_EXISTING,5,S1,100,0.9099999999999999,0.9095568284594513,e9a084001940b2e4ca46729c1c0f6ad19c110c11f09df99b2bf0d04a93004eac,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe
OpenBMI_MI,0,2,B0_FULL_EXISTING,5,S2,100,0.79,0.7894736842105263,e9a084001940b2e4ca46729c1c0f6ad19c110c11f09df99b2bf0d04a93004eac,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe
OpenBMI_MI,0,2,B0_FULL_EXISTING,6,S1,100,0.96,0.959983993597439,e9a084001940b2e4ca46729c1c0f6ad19c110c11f09df99b2bf0d04a93004eac,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe
OpenBMI_MI,0,2,B0_FULL_EXISTING,6,S2,100,0.9199999999999999,0.9199679871948779,e9a084001940b2e4ca46729c1c0f6ad19c110c11f09df99b2bf0d04a93004eac,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe
OpenBMI_MI,0,2,B0_FULL_EXISTING,15,S1,100,0.94,0.9397832195905259,e9a084001940b2e4ca46729c1c0f6ad19c110c11f09df99b2bf0d04a93004eac,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe
OpenBMI_MI,0,2,B0_FULL_EXISTING,15,S2,100,0.87,0.8696741854636592,e9a084001940b2e4ca46729c1c0f6ad19c110c11f09df99b2bf0d04a93004eac,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe
OpenBMI_MI,0,2,B0_FULL_EXISTING,32,S1,100,0.72,0.7106242248863166,e9a084001940b2e4ca46729c1c0f6ad19c110c11f09df99b2bf0d04a93004eac,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe
OpenBMI_MI,0,2,B0_FULL_EXISTING,32,S2,100,0.78,0.779205138498595,e9a084001940b2e4ca46729c1c0f6ad19c110c11f09df99b2bf0d04a93004eac,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe
OpenBMI_MI,0,2,B0_FULL_EXISTING,33,S1,100,0.9,0.898989898989899,e9a084001940b2e4ca46729c1c0f6ad19c110c11f09df99b2bf0d04a93004eac,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe
OpenBMI_MI,0,2,B0_FULL_EXISTING,33,S2,100,0.9,0.8999599839935974,e9a084001940b2e4ca46729c1c0f6ad19c110c11f09df99b2bf0d04a93004eac,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe
OpenBMI_MI,0,2,B0_FULL_EXISTING,38,S1,100,0.76,0.7519636213311285,e9a084001940b2e4ca46729c1c0f6ad19c110c11f09df99b2bf0d04a93004eac,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe
OpenBMI_MI,0,2,B0_FULL_EXISTING,38,S2,100,0.74,0.7348021215830274,e9a084001940b2e4ca46729c1c0f6ad19c110c11f09df99b2bf0d04a93004eac,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe
OpenBMI_MI,0,2,B0_FULL_EXISTING,47,S1,100,0.89,0.8886526976414617,e9a084001940b2e4ca46729c1c0f6ad19c110c11f09df99b2bf0d04a93004eac,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe
OpenBMI_MI,0,2,B0_FULL_EXISTING,47,S2,100,0.9,0.8999599839935974,e9a084001940b2e4ca46729c1c0f6ad19c110c11f09df99b2bf0d04a93004eac,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe
OpenBMI_MI,0,0,B1_SAME_SCALE_63,3,S1,100,0.8,0.7992773986350863,1e2e4993f771e565a3e6e4c5185b54b75a660fd9509ef041e1fe6e4591e7a6b4,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe
OpenBMI_MI,0,0,B1_SAME_SCALE_63,3,S2,100,0.92,0.92,1e2e4993f771e565a3e6e4c5185b54b75a660fd9509ef041e1fe6e4591e7a6b4,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe
OpenBMI_MI,0,0,B1_SAME_SCALE_63,5,S1,100,0.94,0.9399759903961584,1e2e4993f771e565a3e6e4c5185b54b75a660fd9509ef041e1fe6e4591e7a6b4,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe
OpenBMI_MI,0,0,B1_SAME_SCALE_63,5,S2,100,0.69,0.6756982948007113,1e2e4993f771e565a3e6e4c5185b54b75a660fd9509ef041e1fe6e4591e7a6b4,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe
OpenBMI_MI,0,0,B1_SAME_SCALE_63,6,S1,100,0.9199999999999999,0.9198717948717949,1e2e4993f771e565a3e6e4c5185b54b75a660fd9509ef041e1fe6e4591e7a6b4,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe
OpenBMI_MI,0,0,B1_SAME_SCALE_63,6,S2,100,0.9299999999999999,0.9299929992999301,1e2e4993f771e565a3e6e4c5185b54b75a660fd9509ef041e1fe6e4591e7a6b4,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe
OpenBMI_MI,0,0,B1_SAME_SCALE_63,15,S1,100,0.94,0.9397832195905259,1e2e4993f771e565a3e6e4c5185b54b75a660fd9509ef041e1fe6e4591e7a6b4,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe
OpenBMI_MI,0,0,B1_SAME_SCALE_63,15,S2,100,0.85,0.8498648783905515,1e2e4993f771e565a3e6e4c5185b54b75a660fd9509ef041e1fe6e4591e7a6b4,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe
OpenBMI_MI,0,0,B1_SAME_SCALE_63,32,S1,100,0.74,0.7362012987012987,1e2e4993f771e565a3e6e4c5185b54b75a660fd9509ef041e1fe6e4591e7a6b4,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe
OpenBMI_MI,0,0,B1_SAME_SCALE_63,32,S2,100,0.78,0.779205138498595,1e2e4993f771e565a3e6e4c5185b54b75a660fd9509ef041e1fe6e4591e7a6b4,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe
OpenBMI_MI,0,0,B1_SAME_SCALE_63,33,S1,100,0.9099999999999999,0.9095568284594513,1e2e4993f771e565a3e6e4c5185b54b75a660fd9509ef041e1fe6e4591e7a6b4,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe
OpenBMI_MI,0,0,B1_SAME_SCALE_63,33,S2,100,0.87,0.8689384010484928,1e2e4993f771e565a3e6e4c5185b54b75a660fd9509ef041e1fe6e4591e7a6b4,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe
OpenBMI_MI,0,0,B1_SAME_SCALE_63,38,S1,100,0.69,0.6846709388668497,1e2e4993f771e565a3e6e4c5185b54b75a660fd9509ef041e1fe6e4591e7a6b4,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe
OpenBMI_MI,0,0,B1_SAME_SCALE_63,38,S2,100,0.75,0.7384663667747673,1e2e4993f771e565a3e6e4c5185b54b75a660fd9509ef041e1fe6e4591e7a6b4,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe
OpenBMI_MI,0,0,B1_SAME_SCALE_63,47,S1,100,0.9199999999999999,0.9198717948717949,1e2e4993f771e565a3e6e4c5185b54b75a660fd9509ef041e1fe6e4591e7a6b4,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe
OpenBMI_MI,0,0,B1_SAME_SCALE_63,47,S2,100,0.9199999999999999,0.9197109594540345,1e2e4993f771e565a3e6e4c5185b54b75a660fd9509ef041e1fe6e4591e7a6b4,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe
OpenBMI_MI,0,1,B1_SAME_SCALE_63,3,S1,100,0.8500000000000001,0.849624060150376,82fbb88865f868433ae2947b6d548138437375ca5a5dec2e0a650266f97527ef,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe
OpenBMI_MI,0,1,B1_SAME_SCALE_63,3,S2,100,0.8600000000000001,0.8594941790445605,82fbb88865f868433ae2947b6d548138437375ca5a5dec2e0a650266f97527ef,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe
OpenBMI_MI,0,1,B1_SAME_SCALE_63,5,S1,100,0.94,0.9399759903961584,82fbb88865f868433ae2947b6d548138437375ca5a5dec2e0a650266f97527ef,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe
OpenBMI_MI,0,1,B1_SAME_SCALE_63,5,S2,100,0.6799999999999999,0.6715927750410509,82fbb88865f868433ae2947b6d548138437375ca5a5dec2e0a650266f97527ef,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe
OpenBMI_MI,0,1,B1_SAME_SCALE_63,6,S1,100,0.96,0.96,82fbb88865f868433ae2947b6d548138437375ca5a5dec2e0a650266f97527ef,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe
OpenBMI_MI,0,1,B1_SAME_SCALE_63,6,S2,100,0.8999999999999999,0.8993558776167472,82fbb88865f868433ae2947b6d548138437375ca5a5dec2e0a650266f97527ef,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe
OpenBMI_MI,0,1,B1_SAME_SCALE_63,15,S1,100,0.9099999999999999,0.9092650468797259,82fbb88865f868433ae2947b6d548138437375ca5a5dec2e0a650266f97527ef,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe
OpenBMI_MI,0,1,B1_SAME_SCALE_63,15,S2,100,0.8400000000000001,0.8389694041867954,82fbb88865f868433ae2947b6d548138437375ca5a5dec2e0a650266f97527ef,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe
OpenBMI_MI,0,1,B1_SAME_SCALE_63,32,S1,100,0.52,0.5169082125603865,82fbb88865f868433ae2947b6d548138437375ca5a5dec2e0a650266f97527ef,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe
OpenBMI_MI,0,1,B1_SAME_SCALE_63,32,S2,100,0.68,0.6753246753246753,82fbb88865f868433ae2947b6d548138437375ca5a5dec2e0a650266f97527ef,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe
OpenBMI_MI,0,1,B1_SAME_SCALE_63,33,S1,100,0.89,0.8891017239641092,82fbb88865f868433ae2947b6d548138437375ca5a5dec2e0a650266f97527ef,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe
OpenBMI_MI,0,1,B1_SAME_SCALE_63,33,S2,100,0.8400000000000001,0.8397435897435898,82fbb88865f868433ae2947b6d548138437375ca5a5dec2e0a650266f97527ef,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe
OpenBMI_MI,0,1,B1_SAME_SCALE_63,38,S1,100,0.61,0.5920075321686369,82fbb88865f868433ae2947b6d548138437375ca5a5dec2e0a650266f97527ef,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe
OpenBMI_MI,0,1,B1_SAME_SCALE_63,38,S2,100,0.72,0.7028862478777589,82fbb88865f868433ae2947b6d548138437375ca5a5dec2e0a650266f97527ef,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe
OpenBMI_MI,0,1,B1_SAME_SCALE_63,47,S1,100,0.86,0.8572011423908609,82fbb88865f868433ae2947b6d548138437375ca5a5dec2e0a650266f97527ef,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe
OpenBMI_MI,0,1,B1_SAME_SCALE_63,47,S2,100,0.9,0.8999599839935974,82fbb88865f868433ae2947b6d548138437375ca5a5dec2e0a650266f97527ef,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe
OpenBMI_MI,0,2,B1_SAME_SCALE_63,3,S1,100,0.84,0.8399359743897559,6d387da0ebadf2ff63d8f0c872f41b77d87f5307454b5fcf3195956b861ae930,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe
OpenBMI_MI,0,2,B1_SAME_SCALE_63,3,S2,100,0.89,0.8899009108197378,6d387da0ebadf2ff63d8f0c872f41b77d87f5307454b5fcf3195956b861ae930,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe
OpenBMI_MI,0,2,B1_SAME_SCALE_63,5,S1,100,0.8400000000000001,0.8397435897435898,6d387da0ebadf2ff63d8f0c872f41b77d87f5307454b5fcf3195956b861ae930,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe
OpenBMI_MI,0,2,B1_SAME_SCALE_63,5,S2,100,0.69,0.6783898744683059,6d387da0ebadf2ff63d8f0c872f41b77d87f5307454b5fcf3195956b861ae930,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe
OpenBMI_MI,0,2,B1_SAME_SCALE_63,6,S1,100,0.9199999999999999,0.9197109594540345,6d387da0ebadf2ff63d8f0c872f41b77d87f5307454b5fcf3195956b861ae930,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe
OpenBMI_MI,0,2,B1_SAME_SCALE_63,6,S2,100,0.87,0.8696741854636592,6d387da0ebadf2ff63d8f0c872f41b77d87f5307454b5fcf3195956b861ae930,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe
OpenBMI_MI,0,2,B1_SAME_SCALE_63,15,S1,100,0.9299999999999999,0.9296553110240177,6d387da0ebadf2ff63d8f0c872f41b77d87f5307454b5fcf3195956b861ae930,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe
OpenBMI_MI,0,2,B1_SAME_SCALE_63,15,S2,100,0.85,0.84998499849985,6d387da0ebadf2ff63d8f0c872f41b77d87f5307454b5fcf3195956b861ae930,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe
OpenBMI_MI,0,2,B1_SAME_SCALE_63,32,S1,100,0.65,0.6266666666666667,6d387da0ebadf2ff63d8f0c872f41b77d87f5307454b5fcf3195956b861ae930,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe
OpenBMI_MI,0,2,B1_SAME_SCALE_63,32,S2,100,0.62,0.6006725514922235,6d387da0ebadf2ff63d8f0c872f41b77d87f5307454b5fcf3195956b861ae930,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe
OpenBMI_MI,0,2,B1_SAME_SCALE_63,33,S1,100,0.94,0.9399759903961584,6d387da0ebadf2ff63d8f0c872f41b77d87f5307454b5fcf3195956b861ae930,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe
OpenBMI_MI,0,2,B1_SAME_SCALE_63,33,S2,100,0.81,0.8067338012409724,6d387da0ebadf2ff63d8f0c872f41b77d87f5307454b5fcf3195956b861ae930,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe
OpenBMI_MI,0,2,B1_SAME_SCALE_63,38,S1,100,0.7,0.6956168831168831,6d387da0ebadf2ff63d8f0c872f41b77d87f5307454b5fcf3195956b861ae930,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe
OpenBMI_MI,0,2,B1_SAME_SCALE_63,38,S2,100,0.74,0.7331691297208538,6d387da0ebadf2ff63d8f0c872f41b77d87f5307454b5fcf3195956b861ae930,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe
OpenBMI_MI,0,2,B1_SAME_SCALE_63,47,S1,100,0.95,0.949874686716792,6d387da0ebadf2ff63d8f0c872f41b77d87f5307454b5fcf3195956b861ae930,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe
OpenBMI_MI,0,2,B1_SAME_SCALE_63,47,S2,100,0.87,0.8689384010484928,6d387da0ebadf2ff63d8f0c872f41b77d87f5307454b5fcf3195956b861ae930,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe
OpenBMI_MI,0,0,B2_SCALE_COLLAPSE,3,S1,100,0.8200000000000001,0.8193496587715776,8f07b191e820355569845847cea9a75f8ea0406f119d6e3185faf60b5d4a990b,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe
OpenBMI_MI,0,0,B2_SCALE_COLLAPSE,3,S2,100,0.87,0.8699869986998701,8f07b191e820355569845847cea9a75f8ea0406f119d6e3185faf60b5d4a990b,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe
OpenBMI_MI,0,0,B2_SCALE_COLLAPSE,5,S1,100,0.8999999999999999,0.8996386993175431,8f07b191e820355569845847cea9a75f8ea0406f119d6e3185faf60b5d4a990b,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe
OpenBMI_MI,0,0,B2_SCALE_COLLAPSE,5,S2,100,0.71,0.7076318177235609,8f07b191e820355569845847cea9a75f8ea0406f119d6e3185faf60b5d4a990b,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe
OpenBMI_MI,0,0,B2_SCALE_COLLAPSE,6,S1,100,0.94,0.9399759903961584,8f07b191e820355569845847cea9a75f8ea0406f119d6e3185faf60b5d4a990b,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe
OpenBMI_MI,0,0,B2_SCALE_COLLAPSE,6,S2,100,0.95,0.9499949994999499,8f07b191e820355569845847cea9a75f8ea0406f119d6e3185faf60b5d4a990b,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe
