dataset,method,EEGNet_BA,LiteBN_BA,Frozen_LOGIT50_BA,method_BA,mean_subject_BA,median_subject_BA,gain_vs_EEGNet_pp,median_subject_delta_vs_EEGNet_pp,bootstrap_ci_vs_EEGNet_low_pp,bootstrap_ci_vs_EEGNet_high_pp,gain_vs_LOGIT50_pp,median_subject_delta_vs_LOGIT50_pp,bootstrap_ci_vs_LOGIT50_low_pp,bootstrap_ci_vs_LOGIT50_high_pp,improved_subjects_vs_LOGIT50,harmed_subjects_vs_LOGIT50,tied_subjects_vs_LOGIT50,positive_folds_vs_EEGNet,worst_fold_vs_EEGNet_pp,worst_fold_vs_LOGIT50_pp,harm_le_minus_1pp_vs_EEGNet
OpenBMI,GLOBAL-ALPHA,0.7577499999999999,0.7915,0.8,0.7987500000000001,0.7987500000000001,0.8,4.1000000000000005,2.500000000000002,2.7500000000000004,5.5500000000000025,-0.12499999999999983,0.0,-0.2250000000000002,-0.025000000000000022,0,5,35,5,2.4999999999999996,-0.2500000000000002,0.125
OpenBMI,CFRF-v1,0.7577499999999999,0.7915,0.8,0.799,0.799,0.8,4.125,2.9999999999999973,2.8000000000000003,5.549999999999999,-0.10000000000000009,0.0,-0.2500000000000002,0.050000000000000044,2,5,33,5,2.6249999999999982,-0.2500000000000002,0.125
WBCIC,GLOBAL-ALPHA,0.78268022971652,0.7870401596611275,0.7939839931573802,0.7931775415444771,0.7931775415444771,0.8300000000000001,1.0497311827956985,1.041666666666663,-0.17607526881720428,2.1774193548387104,-0.08064516129032301,0.0,-0.17741935483871163,0.016129032258064172,2,6,23,4,-1.9166666666666703,-0.21428571428571608,0.16129032258064516
WBCIC,CFRF-v1,0.78268022971652,0.7870401596611275,0.7939839931573802,0.7913966275659824,0.7913966275659824,0.825,0.8716397849462361,0.5000000000000115,-0.3696404569892492,2.0178427419354783,-0.25873655913978566,0.0,-0.5322580645161299,-0.016129032258064887,6,13,12,4,-1.916666666666672,-0.6428571428571466,0.1935483870967742
