scope,subjects,anchor_policy_BA,always_adapt_policy_BA,S2_gated_policy_BA,gated_minus_anchor,gated_minus_always,anchor_policy_BA_CI95_low,always_adapt_policy_BA_CI95_low,S2_gated_policy_BA_CI95_low,gated_minus_anchor_CI95_low,gated_minus_always_CI95_low,anchor_policy_BA_CI95_high,always_adapt_policy_BA_CI95_high,S2_gated_policy_BA_CI95_high,gated_minus_anchor_CI95_high,gated_minus_always_CI95_high,subjects_gated_policy_above_anchor,subjects_gated_policy_above_always
EEGNet,41,0.7891187792559744,0.7922555842982671,0.7915578036462183,0.0024390243902439046,-0.0006977806520488405,0.7440492231768908,0.7479029420218445,0.7473415788987436,3.963414634121735e-05,-0.0023443120226656674,0.8319253279748706,0.8344720400139607,0.8337132914510962,0.00589430894308951,0.0007656339820973912,11,9
EEGConformer,41,0.7847975691878131,0.787519401330377,0.7889421655580191,0.004144596370206033,0.0014227642276420926,0.7415030487804879,0.7441462952697708,0.7457316842202514,0.0006080110043524822,-0.001097560975609646,0.8247180647942842,0.8284543606799705,0.8289422810421285,0.008089430894309028,0.004227642276422694,13,13
Pooled,41,0.7869581742218937,0.789887492814322,0.7897045659850538,0.00274639176316005,-0.00018292682926823733,0.7449236213763654,0.7478023373983741,0.7478539562289563,0.000386178861788708,-0.0018292682926830395,0.8287406932639402,0.8315065697626673,0.8310571107415621,0.005917123470477017,0.0013821138211380674,14,10
