scope,subjects,harm_always,harm_certified,harm_reduction_absolute,harm_reduction_relative,coverage,harm_always_CI95_low,harm_certified_CI95_low,harm_reduction_absolute_CI95_low,harm_reduction_relative_CI95_low,coverage_CI95_low,harm_always_CI95_high,harm_certified_CI95_high,harm_reduction_absolute_CI95_high,harm_reduction_relative_CI95_high,coverage_CI95_high,certificate_positive_subjects,S2_positive_S3_negative_reversals
EEGNet,41,0.4146341463414634,0.4,0.014634146341463372,0.0352941176470587,0.4878048780487805,0.2682926829268293,0.18181818181818182,-0.13992297817715021,-0.3666666666666667,0.34146341463414637,0.5609756097560976,0.6190476190476191,0.17934002869440457,0.4605263157894737,0.6341463414634146,20,8
EEGConformer,41,0.3902439024390244,0.16666666666666666,0.22357723577235775,0.5729166666666667,0.43902439024390244,0.24390243902439024,0.0,0.06680666406206395,0.1865079365079365,0.2926829268292683,0.5365853658536586,0.35714285714285715,0.39198606271777003,1.0,0.5853658536585366,18,3
Pooled,41,0.3902439024390244,0.35,0.040243902439024426,0.10312500000000013,0.4878048780487805,0.24390243902439024,0.15384615384615385,-0.11773418168964295,-0.31550802139037426,0.34146341463414637,0.5365853658536586,0.5714285714285714,0.20034843205574912,0.5340909090909092,0.6341463414634146,20,7
