scope,backbone,subject_id,anchor_S1_validation_confidence,anchor_S1_validation_BA,adapted_S1_validation_BA,parameter_relative_change,anchor_S2_BA,adapted_S2_BA,Delta_S2_BA,anchor_S3_BA,adapted_S3_BA,Delta_S3_BA,Delta_S2_macro_F1,Delta_S3_macro_F1,S1_validation_BA_delta,LCB_S2_90
EEGConformer,EEGConformer,21,0.794602019553822,0.8111111111111112,0.7999999999999999,0.2721967622637748,0.835,0.8416666666666667,0.0066666666666665665,0.855,0.8633333333333333,0.008333333333333333,0.006396101227241367,0.008299570082216544,-0.011111111111111294,-0.006666666666666667
EEGConformer,EEGConformer,22,0.8661232844556638,0.6444444444444444,0.6388888888888888,0.29901063938935596,0.8183333333333334,0.8166666666666668,-0.0016666666666665965,0.7533333333333333,0.755,0.0016666666666666668,-0.002281696289237967,0.0008421934173789,-0.005555555555555536,-0.015000000000000001
EEGConformer,EEGConformer,23,0.8086647219316786,0.85,0.8555555555555556,0.17601874967416123,0.9516666666666667,0.945,-0.006666666666666633,0.9566666666666667,0.9683333333333333,0.011666666666666567,-0.0066731775165048334,0.01173239427884947,0.005555555555555647,-0.018333333333333337
EEGConformer,EEGConformer,24,0.9367067085615571,0.9222222222222222,0.9277777777777777,0.356633464495341,0.9245117845117844,0.9363636363636364,0.011851851851851869,0.92003367003367,0.9232954545454546,0.0032617845117845663,0.011850141740308998,0.0035080430254382667,0.005555555555555536,0.0017676767676767678
EEGConformer,EEGConformer,25,0.9266259134189011,0.9444444444444445,0.9555555555555557,0.29897039383649826,0.89,0.9016666666666667,0.011666666666666667,0.9700000000000001,0.9700000000000001,0.0,0.011710515094822432,-6.669834181179229e-07,0.011111111111111183,0.005
EEGConformer,EEGConformer,26,0.8374040790116632,0.8333333333333334,0.8166666666666668,0.2046212305625279,0.8566666666666666,0.8716666666666667,0.015000000000000067,0.75,0.7200000000000001,-0.03,0.015229725852729836,-0.034943273999059936,-0.016666666666666607,0.0049999999999999975
EEGConformer,EEGConformer,27,0.7045538563099938,0.45,0.48333333333333334,0.16257475813229874,0.5233333333333333,0.5083333333333333,-0.015000000000000032,0.6033333333333334,0.6150000000000001,0.0116666666666667,-0.0130887283327296,0.02116167107511141,0.033333333333333326,-0.03333333333333333
EEGConformer,EEGConformer,28,0.839001440272448,0.9,0.9333333333333332,0.0905256643891334,0.7066666666666667,0.7783333333333333,0.07166666666666664,0.66,0.7050000000000001,0.0449999999999999,0.07556072340962687,0.05197067318843437,0.033333333333333215,0.055
EEGConformer,EEGConformer,29,0.7799193576229402,0.5666666666666668,0.6111111111111112,0.3712461491425832,0.7383333333333333,0.7216666666666667,-0.016666666666666666,0.8183333333333334,0.8116666666666666,-0.006666666666666667,-0.017020858933812652,-0.006227301304460434,0.0444444444444444,-0.028333333333333335
EEGConformer,EEGConformer,3,0.828505749591652,0.9166666666666666,0.938888888888889,0.41016661127408344,0.83,0.8366666666666666,0.0066666666666667,0.7916666666666666,0.8083333333333332,0.016666666666666666,0.007963328786734199,0.016738625944981766,0.022222222222222365,-0.008333333333333333
EEGConformer,EEGConformer,30,0.9499832262082158,0.9500000000000001,0.9666666666666668,0.2527177731196085,0.9666666666666667,0.9766666666666666,0.009999999999999967,0.85,0.87,0.019999999999999966,0.010015271033227439,0.0205104059503922,0.01666666666666672,0.0033333333333333335
EEGConformer,EEGConformer,31,0.8177093467478792,0.611111111111111,0.6222222222222222,0.2937198181947072,0.5983333333333333,0.5883333333333334,-0.009999999999999934,0.5650000000000001,0.55,-0.014999999999999966,-0.015438937261554769,-0.024705722507479367,0.011111111111111183,-0.025
EEGConformer,EEGConformer,32,0.7372595209196158,0.6333333333333333,0.6611111111111111,0.45042656858762103,0.5663131313131312,0.5647474747474748,-0.001565656565656566,0.63,0.6033333333333334,-0.02666666666666667,7.07199448364675e-05,-0.02707911822131633,0.02777777777777779,-0.020050505050505055
EEGConformer,EEGConformer,33,0.8881690667098797,0.9333333333333332,0.9500000000000002,0.26210406422615046,0.935,0.9366666666666666,0.0016666666666666,0.9516666666666667,0.9466666666666667,-0.005000000000000033,0.0016187310480964001,-0.00502299737286028,0.01666666666666694,-0.005000000000000002
EEGConformer,EEGConformer,34,0.7314251923935432,0.5333333333333333,0.5777777777777777,0.34706147263447445,0.4466666666666666,0.4683333333333333,0.02166666666666663,0.51,0.5433333333333333,0.03333333333333333,0.0221035121918263,0.032244077158357906,0.0444444444444444,0.003333333333333334
EEGConformer,EEGConformer,35,0.9676033505681824,0.9444444444444443,0.9555555555555556,0.2761748929818471,0.975,0.9700000000000001,-0.005,0.9216666666666667,0.9216666666666667,3.353798720221827e-17,-0.005001958857417848,-4.035760889973342e-05,0.011111111111111294,-0.01
EEGConformer,EEGConformer,36,0.8654085356103828,0.75,0.7999999999999999,0.31467798352241516,0.9283333333333333,0.93,0.0016666666666667336,0.975,0.9766666666666666,0.0016666666666666668,0.0017096932583069984,0.001671209997521854,0.04999999999999993,-0.008333333333333333
EEGConformer,EEGConformer,37,0.738101051998512,0.7833333333333333,0.7999999999999999,0.19175852338472996,0.8383333333333334,0.8516666666666666,0.0133333333333333,0.8133333333333334,0.8166666666666668,0.0033333333333333335,0.013332529685881866,0.0025832991688501334,0.016666666666666607,0.0016666666666666661
EEGConformer,EEGConformer,38,0.7279771250593726,0.4777777777777778,0.5611111111111111,0.3018860171238581,0.8283333333333333,0.8233333333333334,-0.00499999999999997,0.5299999999999999,0.49833333333333335,-0.031666666666666635,-0.009295060549730866,-0.05839185605374644,0.08333333333333331,-0.021666666666666667
EEGConformer,EEGConformer,41,0.9895938700554693,1.0,0.9944444444444445,0.12755411614974335,0.7666666666666666,0.7683333333333332,0.0016666666666666334,0.8233333333333333,0.8283333333333335,0.005000000000000067,-0.0017248723200494996,0.004990643622076167,-0.005555555555555536,-0.014999999999999998
EEGConformer,EEGConformer,42,0.8713140541387339,0.7388888888888889,0.7611111111111111,0.23999329904715214,0.8166666666666668,0.7983333333333333,-0.018333333333333333,0.7166666666666667,0.7116666666666666,-0.005000000000000067,-0.017944035625850802,-0.0077978250774816,0.022222222222222143,-0.035
EEGConformer,EEGConformer,44,0.7788871237483356,0.5388888888888889,0.5888888888888889,0.43615065515041346,0.7966666666666667,0.775,-0.021666666666666667,0.8316666666666667,0.835,0.0033333333333334,-0.024609083686616896,0.0024941438860232004,0.050000000000000044,-0.03833333333333333
EEGConformer,EEGConformer,45,0.8908249312181534,0.8555555555555555,0.8555555555555555,0.2919994841019312,0.8083333333333332,0.805,-0.0033333333333332997,0.9349999999999999,0.9316666666666666,-0.0033333333333333335,-0.0037294476699397338,-0.003400943714478799,0.0,-0.013333333333333334
EEGConformer,EEGConformer,47,0.898939084708736,0.8555555555555556,0.8277777777777778,0.10820274800062173,0.8566666666666668,0.855,-0.0016666666666667336,0.9283333333333333,0.9216666666666665,-0.006666666666666633,-0.0014993477364888665,-0.006542070366378133,-0.02777777777777779,-0.013333333333333334
EEGConformer,EEGConformer,48,0.9298533227255062,0.8833333333333333,0.8722222222222223,0.20997160176436103,0.9033333333333333,0.9,-0.0033333333333332993,0.82,0.8066666666666666,-0.013333333333333369,-0.003407129298233301,-0.013472849651483732,-0.01111111111111096,-0.009999999999999998
EEGConformer,EEGConformer,49,0.9247403289645076,0.8833333333333334,0.9222222222222222,0.27578704555829364,0.8649999999999999,0.89,0.0249999999999999,0.9116666666666666,0.9266666666666667,0.015000000000000067,0.024655025669597364,0.015070592951734933,0.03888888888888875,0.005000000000000002
EEGConformer,EEGConformer,5,0.7975952494982256,0.8444444444444444,0.8055555555555557,0.11780858784914013,0.88,0.875,-0.005000000000000033,0.7566666666666667,0.7516666666666666,-0.005,-0.005044048838534367,-0.00617558991951959,-0.03888888888888875,-0.02
EEGConformer,EEGConformer,50,0.925808093276063,0.9444444444444443,0.9666666666666668,0.26920617371797556,0.9516666666666667,0.9483333333333333,-0.003333333333333334,0.9616666666666666,0.9583333333333334,-0.0033333333333333335,-0.003346969626311633,-0.0033377508856006683,0.022222222222222476,-0.011666666666666667
EEGConformer,EEGConformer,6,0.792477246905776,0.7111111111111111,0.7611111111111111,0.2767567187547683,0.86,0.8633333333333333,0.003333333333333334,0.8483333333333333,0.8833333333333333,0.03499999999999993,0.003498865698755933,0.03541453579725377,0.04999999999999993,-0.004999999999999999
EEGConformer,EEGConformer,7,0.8952695660156101,0.8222222222222223,0.8222222222222223,0.2709603011608124,0.7633333333333333,0.755,-0.008333333333333333,0.8150000000000001,0.82,0.004999999999999967,-0.008890825337940767,0.0049772282090314,0.0,-0.02
EEGConformer,EEGConformer,9,0.8001560145722282,0.6333333333333333,0.6388888888888888,0.16163714230060575,0.7166666666666667,0.7116666666666668,-0.004999999999999967,0.6133333333333334,0.625,0.011666666666666633,-0.003697489722811266,0.012398639343608799,0.005555555555555536,-0.019999999999999997
EEGNet,EEGNet,1,0.7815630715917088,0.8333333333333334,0.8444444444444444,0.28136326372623444,0.945,0.9466666666666667,0.0016666666666667,0.9333333333333332,0.9266666666666667,-0.006666666666666633,0.0016039382707577334,-0.006680275678337635,0.011111111111111072,-0.008333333333333333
EEGNet,EEGNet,11,0.8637424616340099,0.8888888888888888,0.8833333333333333,0.17233229428529737,0.8166666666666668,0.835,0.018333333333333333,0.7183333333333334,0.7316666666666668,0.013333333333333334,0.018770867370668267,0.012920876254553034,-0.005555555555555536,0.006666666666666669
EEGNet,EEGNet,12,0.6857086071763526,0.5666666666666667,0.6055555555555555,0.2141660650571187,0.5466666666666667,0.5466666666666667,0.0,0.73,0.7266666666666666,-0.0033333333333333335,0.0021115593290568333,-0.001867666422247233,0.03888888888888886,-0.015
EEGNet,EEGNet,13,0.9089680339338164,0.9333333333333332,0.9500000000000001,0.21020120879014328,0.5683333333333334,0.565,-0.0033333333333334333,0.85,0.855,0.005000000000000033,-0.011179092560813633,0.004592679114461767,0.01666666666666683,-0.015
EEGNet,EEGNet,14,0.6628901636728982,0.5499999999999999,0.5944444444444444,0.1806814794739087,0.49833333333333335,0.5,0.0016666666666666,0.5716666666666667,0.5816666666666667,0.009999999999999967,0.010123529387113332,0.014769651149904467,0.04444444444444451,-0.013333333333333336
EEGNet,EEGNet,16,0.6731728133905183,0.48333333333333334,0.5111111111111111,0.30718557536602015,0.52,0.5033333333333333,-0.016666666666666666,0.5283333333333333,0.5266666666666667,-0.0016666666666667,-0.010628654429313997,0.0009425396057146004,0.027777777777777735,-0.03333333333333334
EEGNet,EEGNet,17,0.785866783690034,0.8222222222222223,0.8277777777777778,0.16935843725999197,0.8450000000000001,0.8383333333333334,-0.006666666666666667,0.8183333333333334,0.8183333333333334,6.649773324577761e-17,-0.006388506408120533,0.00020170948096926689,0.005555555555555536,-0.016666666666666666
EEGNet,EEGNet,18,0.6999063178230694,0.48333333333333334,0.5222222222222221,0.3305743883053462,0.6766666666666666,0.68,0.0033333333333333665,0.635,0.645,0.009999999999999967,0.0039249289351044,0.011096539495440198,0.038888888888888806,-0.008333333333333335
EEGNet,EEGNet,19,0.6537323994676474,0.5555555555555555,0.5833333333333334,0.2196771651506424,0.945,0.9466666666666667,0.0016666666666666,0.9483333333333333,0.945,-0.0033333333333333335,0.0016514227642276333,-0.0033340835021212997,0.0277777777777779,-0.0016666666666666668
EEGNet,EEGNet,2,0.8417379244938358,0.75,0.7277777777777777,0.10433371116717653,0.5666666666666667,0.5616666666666666,-0.0049999999999999,0.7600000000000001,0.7516666666666666,-0.008333333333333304,-0.009079130279066601,-0.008983652609110333,-0.022222222222222254,-0.023333333333333334
EEGNet,EEGNet,21,0.7832340185106478,0.7833333333333333,0.7833333333333332,0.1847417081395785,0.855,0.8583333333333334,0.0033333333333333335,0.8300000000000001,0.8300000000000001,0.0,0.0029208196249100662,0.00011384093933670032,-1.1102230246251565e-16,-0.01
EEGNet,EEGNet,22,0.7728485580815011,0.6277777777777778,0.6333333333333333,0.2605780363082885,0.8083333333333332,0.8116666666666666,0.0033333333333332668,0.75,0.7549999999999999,0.004999999999999966,0.002951700166114833,0.0043469937703997,0.005555555555555536,-0.005
EEGNet,EEGNet,23,0.8233960327840029,0.8611111111111112,0.8500000000000001,0.21503174304962155,0.9516666666666667,0.945,-0.0066666666666665665,0.9583333333333334,0.9566666666666667,-0.0016666666666667,-0.006688847646456866,-0.0016566187201779202,-0.011111111111111072,-0.016666666666666666
EEGNet,EEGNet,24,0.9007044097859019,0.9444444444444445,0.9555555555555556,0.35118141770362854,0.9196969696969696,0.912996632996633,-0.006700336700336634,0.8922032828282829,0.9041456228956228,0.011942340067339999,-0.006680571242733801,0.0119915102005474,0.011111111111111072,-0.013436026936026937
EEGNet,EEGNet,25,0.869054527695582,0.9333333333333332,0.9444444444444443,0.28671498099962867,0.91,0.8866666666666667,-0.02333333333333337,0.9833333333333334,0.975,-0.008333333333333333,-0.0236095389282491,-0.008340544623023641,0.011111111111111072,-0.03333333333333333
EEGNet,EEGNet,26,0.7513729518936761,0.7944444444444444,0.8111111111111112,0.3043407003084818,0.89,0.8849999999999999,-0.005000000000000067,0.745,0.7516666666666666,0.006666666666666667,-0.005326840713510267,0.0057622143540413005,0.01666666666666683,-0.016666666666666666
EEGNet,EEGNet,27,0.6922532029593592,0.45,0.4611111111111111,0.1630522360404332,0.505,0.5216666666666666,0.016666666666666666,0.61,0.6066666666666667,-0.0033333333333332997,0.018642490022692967,-0.0010997948396349667,0.011111111111111072,0.004999999999999999
EEGNet,EEGNet,28,0.8585527689717928,0.9111111111111111,0.9500000000000001,0.18674758325020469,0.7283333333333334,0.7966666666666667,0.0683333333333333,0.6466666666666666,0.7033333333333335,0.056666666666666636,0.0730589782215882,0.05657598882308873,0.03888888888888897,0.04833333333333333
EEGNet,EEGNet,29,0.7215661627434188,0.5111111111111111,0.5111111111111111,0.1784165402253469,0.765,0.7666666666666666,0.0016666666666666668,0.8099999999999999,0.8116666666666666,0.0016666666666667336,0.0017895920560937334,0.0016754764710321668,0.0,-0.010000000000000002
EEGNet,EEGNet,3,0.8618771228503478,0.9055555555555556,0.938888888888889,0.28481557220220566,0.8933333333333334,0.8916666666666666,-0.0016666666666667036,0.87,0.8716666666666667,0.0016666666666666668,-0.001730140623175275,0.0016164718098881006,0.03333333333333344,-0.008333333333333333
EEGNet,EEGNet,30,0.9197489174250134,0.9277777777777777,0.9444444444444445,0.28478933374087007,0.9533333333333333,0.9533333333333333,3.353798720221827e-17,0.8866666666666667,0.8816666666666667,-0.004999999999999967,3.238132370125361e-05,-0.0050538261311134335,0.01666666666666683,-0.006666666666666666
EEGNet,EEGNet,31,0.6927724155166605,0.6222222222222221,0.6,0.08245489497979476,0.5916666666666667,0.5866666666666666,-0.005000000000000032,0.5816666666666667,0.5733333333333333,-0.008333333333333333,-0.013000142093978333,-0.012031473679325201,-0.022222222222222143,-0.023333333333333338
EEGNet,EEGNet,32,0.6786500164644633,0.5499999999999999,0.6055555555555555,0.18493519723415372,0.5060269360269359,0.5073232323232323,0.0012962962962963338,0.5766666666666667,0.5766666666666667,-3.23815048849004e-17,0.0021757870461279667,0.00013870269358819942,0.05555555555555558,-0.015540404040404042
EEGNet,EEGNet,33,0.8896350962510161,0.9555555555555556,0.9666666666666668,0.2833086401224136,0.9266666666666667,0.9366666666666666,0.009999999999999934,0.9483333333333333,0.955,0.0066666666666665994,0.010039132744779935,0.006658574947583067,0.011111111111111183,0.0033333333333333335
EEGNet,EEGNet,34,0.660337212839594,0.5388888888888889,0.5277777777777778,0.15198236207167304,0.45,0.4583333333333333,0.008333333333333316,0.5633333333333334,0.5616666666666666,-0.001666666666666667,0.010656093317493667,-0.001113059273239567,-0.011111111111111072,-0.006666666666666668
EEGNet,EEGNet,35,0.9354759265007093,0.9388888888888888,0.9388888888888888,0.1592247014244397,0.975,0.975,0.0,0.9433333333333334,0.945,0.0016666666666666,0.0,0.0016591127483378623,0.0,0.0
EEGNet,EEGNet,36,0.8466824186332947,0.7833333333333333,0.7944444444444444,0.09572673837343847,0.935,0.9349999999999999,-1.0061396160665481e-16,0.975,0.975,0.0,1.5507916687066206e-05,2.2510566766332832e-06,0.011111111111111072,-0.005
EEGNet,EEGNet,37,0.7385594631512111,0.7611111111111111,0.8111111111111112,0.2926918218533198,0.8833333333333333,0.895,0.011666666666666665,0.8733333333333334,0.8666666666666667,-0.006666666666666667,0.011873224029867282,-0.0069401551959433335,0.050000000000000155,-0.0016666666666666685
EEGNet,EEGNet,38,0.6374318145191046,0.48888888888888893,0.5499999999999999,0.12031133224566776,0.8099999999999999,0.8083333333333332,-0.0016666666666666,0.44999999999999996,0.47,0.019999999999999966,-0.0015648130284567005,0.0205245211345015,0.061111111111111005,-0.013333333333333332
EEGNet,EEGNet,41,0.9715863712917807,0.9944444444444445,0.9944444444444445,0.08499657859404876,0.7799999999999999,0.7883333333333332,0.008333333333333234,0.8383333333333334,0.8300000000000001,-0.008333333333333333,0.0081392488617221,-0.007812839700630266,0.0,-0.003333333333333335
EEGNet,EEGNet,42,0.8254008318755206,0.7999999999999999,0.8333333333333334,0.08861105640729262,0.7883333333333332,0.79,0.0016666666666668,0.6916666666666668,0.7016666666666667,0.009999999999999934,0.0023278613991497333,0.009342640905319633,0.03333333333333344,-0.011666666666666667
EEGNet,EEGNet,44,0.7815635500754411,0.5333333333333333,0.561111111111111,0.3810620605945587,0.7883333333333334,0.7799999999999999,-0.008333333333333333,0.7933333333333333,0.805,0.011666666666666534,-0.009103970083261033,0.011606466848182534,0.02777777777777768,-0.01666666666666667
EEGNet,EEGNet,45,0.8947531059190403,0.8555555555555556,0.8555555555555556,0.1659690663218498,0.8250000000000001,0.81,-0.014999999999999966,0.9466666666666667,0.9433333333333334,-0.003333333333333334,-0.0158812738584064,-0.0033991524364336005,0.0,-0.026666666666666665
EEGNet,EEGNet,47,0.8850408346203428,0.8444444444444446,0.8444444444444444,0.08086084822813668,0.8733333333333334,0.8666666666666667,-0.0066666666666667,0.9533333333333333,0.96,0.006666666666666667,-0.0063429923261763,0.006707984075045433,-1.1102230246251565e-16,-0.016666666666666666
EEGNet,EEGNet,48,0.8649602993886335,0.8277777777777778,0.8222222222222223,0.19080863644679383,0.855,0.8583333333333334,0.0033333333333333327,0.7916666666666666,0.7966666666666667,0.005,0.0033815213359581673,0.004930031612972183,-0.005555555555555536,-0.005
EEGNet,EEGNet,49,0.8587374779732704,0.8500000000000001,0.8833333333333334,0.30915125211079914,0.9049999999999999,0.9066666666666667,0.001666666666666767,0.9016666666666667,0.9116666666666667,0.01,0.0017427099134813336,0.009986882889358627,0.033333333333333326,-0.005
EEGNet,EEGNet,5,0.8084162516661536,0.8166666666666668,0.8333333333333334,0.10222404698530828,0.89,0.8916666666666666,0.0016666666666667,0.7583333333333333,0.765,0.006666666666666696,0.001831315468348167,0.006951415112625666,0.016666666666666607,-0.013333333333333334
EEGNet,EEGNet,50,0.9063959690600486,0.9444444444444445,0.9499999999999998,0.31092533469200134,0.93,0.93,0.0,0.9383333333333334,0.9433333333333334,0.004999999999999933,0.0,0.004987616560332667,0.005555555555555314,-0.0033333333333333335
EEGNet,EEGNet,6,0.7682312896929044,0.8222222222222223,0.8277777777777778,0.14553956935803095,0.89,0.8866666666666666,-0.003333333333333367,0.9250000000000002,0.9266666666666667,0.0016666666666666668,-0.0034118910722183335,0.0016823014383989668,0.005555555555555536,-0.01
EEGNet,EEGNet,7,0.8506039839698404,0.8611111111111112,0.85,0.10017256438732143,0.75,0.7483333333333334,-0.0016666666666666668,0.8099999999999999,0.805,-0.004999999999999967,-0.001964467787090433,-0.005689095120733934,-0.011111111111111183,-0.008333333333333335
EEGNet,EEGNet,9,0.7190337166129127,0.611111111111111,0.6388888888888888,0.14426519721746442,0.7050000000000001,0.6849999999999999,-0.020000000000000066,0.6183333333333333,0.615,-0.0033333333333333327,-0.0199307751532736,0.001881018847535132,0.02777777777777779,-0.03666666666666667
Pooled,Pooled,1,0.7703073840642274,0.8555555555555556,0.8583333333333334,0.2556469763318698,0.9383333333333332,0.9391666666666667,0.0008333333333333,0.9149999999999999,0.9116666666666666,-0.0033333333333333,0.0007638650184055335,-0.003359052484402567,0.002777777777777768,-0.0058333333333333345
Pooled,Pooled,11,0.8846041892797096,0.8888888888888888,0.8944444444444444,0.25162905827164644,0.8033333333333335,0.815,0.01166666666666665,0.7025,0.7208333333333334,0.018333333333333316,0.012252002880467884,0.017552066768963686,0.005555555555555536,0.0033333333333333322
Pooled,Pooled,12,0.7123121822378284,0.5722222222222222,0.5944444444444444,0.20782047013441718,0.5433333333333334,0.5425,-0.0008333333333333503,0.7333333333333334,0.73,-0.003333333333333315,0.00144497075515945,-0.00238946135012405,0.0222222222222222,-0.010000000000000002
Pooled,Pooled,13,0.9237047531688733,0.9277777777777777,0.9500000000000002,0.2695809838672479,0.5658333333333334,0.5625,-0.0033333333333333834,0.8516666666666667,0.8625,0.01083333333333335,-0.007668800801865317,0.01055501570592815,0.02222222222222242,-0.013333333333333332
Pooled,Pooled,14,0.6846494567070958,0.586111111111111,0.625,0.16774374867479003,0.49916666666666665,0.5066666666666666,0.007499999999999967,0.5775,0.5791666666666666,0.001666666666666667,0.012439798046856883,0.005806374374189684,0.03888888888888892,-0.003333333333333335
Pooled,Pooled,16,0.6722043173787747,0.5138888888888888,0.5444444444444445,0.25930122534433997,0.53,0.5308333333333334,0.0008333333333333508,0.5333333333333333,0.5333333333333334,-1.6588293239028218e-17,0.002330895164051202,0.0006250307969554499,0.030555555555555586,-0.01166666666666667
Pooled,Pooled,17,0.8013149602826181,0.7805555555555557,0.788888888888889,0.2257682941854,0.8391666666666667,0.835,-0.0041666666666666675,0.8091666666666668,0.8083333333333333,-0.0008333333333333164,-0.0039146881808242665,-0.0007698276929777274,0.008333333333333304,-0.011666666666666667
Pooled,Pooled,18,0.7188908992484416,0.5027777777777778,0.5222222222222221,0.3257189604143301,0.6775,0.6716666666666667,-0.005833333333333316,0.62,0.6291666666666667,0.00916666666666665,-0.005979982772134433,0.008714500381706366,0.01944444444444446,-0.015
Pooled,Pooled,19,0.6523025751771276,0.5472222222222222,0.5638888888888889,0.18264884501695627,0.9566666666666666,0.96,0.0033333333333333,0.9433333333333334,0.9416666666666667,-0.00166666666666665,0.003323564094160774,-0.0016639203585640497,0.01666666666666672,0.0008333333333333333
Pooled,Pooled,2,0.8403742927556115,0.7277777777777779,0.7222222222222222,0.23435645177960396,0.5783333333333334,0.5674999999999999,-0.0108333333333333,0.7558333333333334,0.7483333333333333,-0.007499999999999986,-0.01541209722343215,-0.008492321059481334,-0.005555555555555591,-0.02416666666666667
Pooled,Pooled,21,0.7889180190322349,0.7972222222222223,0.7916666666666665,0.22846923520167667,0.845,0.8500000000000001,0.00499999999999995,0.8425,0.8466666666666667,0.004166666666666667,0.004658460426075716,0.004206705510776622,-0.005555555555555702,-0.005833333333333332
Pooled,Pooled,22,0.8194859212685824,0.6361111111111111,0.6361111111111111,0.27979433784882224,0.8133333333333332,0.8141666666666667,0.0008333333333333351,0.7516666666666667,0.7549999999999999,0.0033333333333333166,0.000335001938438433,0.0025945935938893002,0.0,-0.008333333333333333
Pooled,Pooled,23,0.8160303773578408,0.8555555555555556,0.8527777777777779,0.1955252463618914,0.9516666666666667,0.945,-0.0066666666666666,0.9575,0.9624999999999999,0.004999999999999933,-0.00668101258148085,0.005037887779335774,-0.0027777777777777124,-0.016666666666666666
Pooled,Pooled,24,0.9187055591737295,0.9333333333333333,0.9416666666666667,0.3539074410994848,0.922104377104377,0.9246801346801348,0.0025757575757576175,0.9061184764309764,0.9137205387205387,0.007602062289562283,0.0025847852487875986,0.0077497766129928335,0.008333333333333304,-0.0033249158249158257
Pooled,Pooled,25,0.8978402205572416,0.9388888888888889,0.95,0.29284268741806346,0.9,0.8941666666666668,-0.005833333333333351,0.9766666666666668,0.9725,-0.004166666666666667,-0.005949511916713333,-0.0041706058032208795,0.011111111111111127,-0.012499999999999997
Pooled,Pooled,26,0.7943885154526698,0.8138888888888889,0.813888888888889,0.25448096543550486,0.8733333333333333,0.8783333333333333,0.005,0.7475,0.7358333333333333,-0.011666666666666665,0.004951442569609785,-0.014590529822509317,1.1102230246251565e-16,-0.0041666666666666675
Pooled,Pooled,27,0.6984035296346764,0.45,0.4722222222222222,0.16281349708636597,0.5141666666666667,0.5149999999999999,0.000833333333333317,0.6066666666666667,0.6108333333333333,0.0041666666666667004,0.0027768808449816834,0.010030938117738222,0.0222222222222222,-0.010833333333333334
Pooled,Pooled,28,0.8487771046221204,0.9055555555555556,0.9416666666666667,0.13863662381966904,0.7175,0.7875000000000001,0.06999999999999998,0.6533333333333333,0.7041666666666668,0.05083333333333327,0.07430985081560754,0.05427333100576155,0.036111111111111094,0.05583333333333333
