scope,method,estimate,CI95_low,CI95_high,subjects,bootstrap_resamples
EEGNet,pearson,0.6827225133787481,-0.09236682398425049,0.8856946743706097,41,10000
EEGNet,spearman,0.1862005884778532,-0.17220300096048202,0.5058472909096499,41,10000
EEGConformer,pearson,0.45902399914740777,-0.004229597545859612,0.7183117604202537,41,10000
EEGConformer,spearman,0.3106889427991859,-0.016330818429902437,0.5914186526326393,41,10000
Pooled,pearson,0.7298228762406606,0.044905264219287866,0.903391483660789,41,10000
Pooled,spearman,0.3149962980469522,-0.018261218132392776,0.5985674364356889,41,10000
